energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-6.00000000,1.58340198,0.54903521,0.00000000,1.07192821,0.77659969,0.01709291,0.33672918
-5.99399700,1.58445779,0.54733767,0.00000000,1.05898122,0.77766760,0.01738256,0.33870691
-5.98799400,1.59098631,0.54764446,0.00000000,1.04722336,0.78237797,0.01773382,0.34165240
-5.98199100,1.60317254,0.55002745,0.00000000,1.03683607,0.79085945,0.01814612,0.34559199
-5.97598799,1.62105930,0.55451313,0.00000000,1.02794888,0.80315627,0.01861747,0.35052047
-5.96998499,1.64453887,0.56107802,0.00000000,1.02063384,0.81922234,0.01914436,0.35640068
-5.96398199,1.67334987,0.56964580,0.00000000,1.01490229,0.83891843,0.01972179,0.36316436
-5.95797899,1.70707955,0.58008619,0.00000000,1.01070405,0.86201245,0.02034331,0.37071415
-5.95197599,1.74517207,0.59221584,0.00000000,1.00792929,0.88818305,0.02100105,0.37892677
-5.94597299,1.78694226,0.60580137,0.00000000,1.00641301,0.91702661,0.02168590,0.38765740
-5.93996998,1.83159488,0.62056429,0.00000000,1.00594211,0.94806733,0.02238766,0.39674490
-5.93396698,1.87824870,0.63618803,0.00000000,1.00626468,0.98077039,0.02309528,0.40601796
-5.92796398,1.92596447,0.65232654,0.00000000,1.00710127,1.01455751,0.02379710,0.41530170
-5.92196098,1.97377598,0.66861445,0.00000000,1.00815753,1.04882457,0.02448116,0.42442469
-5.91595798,2.02072275,0.68467823,0.00000000,1.00913778,1.08296058,0.02513549,0.43322586
-5.90995498,2.06588312,0.70014806,0.00000000,1.00975866,1.11636714,0.02574841,0.44156114
-5.90395198,2.10840625,0.71466978,0.00000000,1.00976242,1.14847780,0.02630888,0.44930950
-5.89794897,2.14754165,0.72791653,0.00000000,1.00892891,1.17877628,0.02680675,0.45637799
-5.89194597,2.18266474,0.73959950,0.00000000,1.00708592,1.20681291,0.02723310,0.46270565
-5.88594297,2.21329747,0.74947733,0.00000000,1.00411702,1.23221840,0.02758039,0.46826600
-5.87993997,2.23912266,0.75736366,0.00000000,0.99996667,1.25471448,0.02784274,0.47306796
-5.87393697,2.25999177,0.76313259,0.00000000,0.99464227,1.27412069,0.02801601,0.47715522
-5.86793397,2.27592534,0.76672162,0.00000000,0.98821293,1.29035721,0.02809790,0.48060396
-5.86193097,2.28710642,0.76813203,0.00000000,0.98080509,1.30344357,0.02808799,0.48351910
-5.85592796,2.29386706,0.76742670,0.00000000,0.97259524,1.31349318,0.02798770,0.48602925
-5.84992496,2.29666882,0.76472535,0.00000000,0.96379999,1.32070424,0.02780014,0.48828063
-5.84392196,2.29607825,0.76019759,0.00000000,0.95466424,1.32534730,0.02753007,0.49043018
-5.83791896,2.29273854,0.75405403,0.00000000,0.94544796,1.32775035,0.02718360,0.49263833
-5.83191596,2.28733906,0.74653604,0.00000000,0.93641233,1.32828203,0.02676805,0.49506179
-5.82591296,2.28058415,0.73790449,0.00000000,0.92780607,1.32733403,0.02629166,0.49784664
-5.81990995,2.27316289,0.72842826,0.00000000,0.91985267,1.32530355,0.02576333,0.50112218
-5.81390695,2.26572136,0.71837301,0.00000000,0.91273932,1.32257661,0.02519235,0.50499569
-5.80790395,2.25883859,0.70799075,0.00000000,0.90660792,1.31951318,0.02458819,0.50954857
-5.80190095,2.25300751,0.69751077,0.00000000,0.90154894,1.31643473,0.02396018,0.51483379
-5.79589795,2.24862137,0.68713229,0.00000000,0.89759821,1.31361465,0.02331739,0.52087486
-5.78989495,2.24596626,0.67701921,0.00000000,0.89473684,1.31127206,0.02266840,0.52766626
-5.78389195,2.24521963,0.66729703,0.00000000,0.89289419,1.30956887,0.02202114,0.53517530
-5.77788894,2.24645451,0.65805205,0.00000000,0.89195376,1.30861016,0.02138283,0.54334514
-5.77188594,2.24964878,0.64933273,0.00000000,0.89176134,1.30844747,0.02075989,0.55209886
-5.76588294,2.25469850,0.64115290,0.00000000,0.89213518,1.30908461,0.02015789,0.56134415
-5.75987994,2.26143420,0.63349668,0.00000000,0.89287735,1.31048526,0.01958156,0.57097847
-5.75387694,2.26963887,0.62632445,0.00000000,0.89378559,1.31258179,0.01903478,0.58089423
-5.74787394,2.27906634,0.61957952,0.00000000,0.89466509,1.31528453,0.01852065,0.59098382
-5.74187094,2.28945883,0.61319512,0.00000000,0.89533936,1.31849077,0.01804150,0.60114407
