energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,V_p_up,V_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.86947147,0.05934109,0.05723060,0.01114827,0.71550572,0.45961980,0.14899428,0.54826824,0.45770719
-5.99399700,1.89698125,0.06013331,0.06357289,0.01065890,0.71983837,0.46582676,0.15210275,0.57021559,0.46293773
-5.98799400,1.92922150,0.06100782,0.07038074,0.01018179,0.72537828,0.47267589,0.15565805,0.59411402,0.46946631
-5.98199100,1.96615589,0.06196278,0.07761123,0.00972216,0.73214714,0.48013374,0.15964773,0.61983692,0.47730106
-5.97598799,2.00751455,0.06298983,0.08520631,0.00928445,0.74009143,0.48811871,0.16403882,0.64717228,0.48638981
-5.96998499,2.05279454,0.06407420,0.09309304,0.00887228,0.74908331,0.49650221,0.16877817,0.67582373,0.49661929
-5.96398199,2.10127082,0.06519500,0.10118428,0.00848856,0.75892500,0.50511213,0.17379362,0.70541537,0.50781705
-5.95797899,2.15201691,0.06632587,0.10938009,0.00813552,0.76935618,0.51373824,0.17899593,0.73550007,0.51975608
-5.95197599,2.20393459,0.06743586,0.11756972,0.00781486,0.78006419,0.52213950,0.18428143,0.76557113,0.53216178
-5.94597299,2.25579114,0.06849049,0.12563417,0.00752778,0.79069650,0.53005268,0.18953534,0.79507695,0.54472115
-5.93996998,2.30626255,0.06945301,0.13344922,0.00727513,0.80087476,0.53720221,0.19463546,0.82343803,0.55709358
-5.93396698,2.35398084,0.07028577,0.14088883,0.00705747,0.81020981,0.54331064,0.19945627,0.85006572,0.56892291
-5.92796398,2.39758332,0.07095164,0.14782892,0.00687514,0.81831709,0.54810933,0.20387322,0.87438199,0.57985020
-5.92196098,2.43576185,0.07141543,0.15415108,0.00672829,0.82483159,0.55134892,0.20776687,0.89583927,0.58952661
-5.91595798,2.46730978,0.07164533,0.15974639,0.00661696,0.82942188,0.55280917,0.21102705,0.91393960,0.59762576
-5.90995498,2.49116483,0.07161412,0.16451895,0.00654103,0.83180255,0.55230771,0.21355650,0.92825228,0.60385530
-5.90395198,2.50644606,0.07130033,0.16838901,0.00650026,0.83174461,0.54970741,0.21527419,0.93842920,0.60796688
-5.89794897,2.51248352,0.07068919,0.17129564,0.00649420,0.82908352,0.54492208,0.21611788,0.94421716,0.60976439
-5.89194597,2.50883953,0.06977327,0.17319868,0.00652226,0.82372451,0.53792024,0.21604610,0.94546676,0.60911005
-5.88594297,2.49532089,0.06855300,0.17408002,0.00658360,0.81564521,0.52872692,0.21503930,0.94213740,0.60592810
-5.87993997,2.47198185,0.06703681,0.17394399,0.00667716,0.80489542,0.51742338,0.21310021,0.93429825,0.60020619
-5.87393697,2.43911793,0.06524107,0.17281700,0.00680163,0.79159428,0.50414490,0.21025346,0.92212514,0.59199429
-5.86793397,2.39725138,0.06318974,0.17074636,0.00695547,0.77592510,0.48907663,0.20654434,0.90589369,0.58140139
-5.86193097,2.34710896,0.06091380,0.16779835,0.00713697,0.75812798,0.47244784,0.20203706,0.88596892,0.56859023
-5.85592796,2.28959368,0.05845046,0.16405567,0.00734422,0.73849090,0.45452483,0.19681225,0.86279191,0.55377032
-5.84992496,2.22575157,0.05584216,0.15961434,0.00757528,0.71733954,0.43560272,0.19096420,0.83686417,0.53718969
-5.84392196,2.15673545,0.05313551,0.15458028,0.00782820,0.69502640,0.41599655,0.18459766,0.80873042,0.51912574
-5.83791896,2.08376714,0.05038004,0.14906567,0.00810113,0.67191965,0.39603207,0.17782455,0.77896052,0.49987573
-5.83191596,2.00809985,0.04762696,0.14318522,0.00839243,0.64839223,0.37603652,0.17076071,0.74813141,0.47974718
-5.82591296,1.93098210,0.04492788,0.13705259,0.00870075,0.62481154,0.35632977,0.16352270,0.71680966,0.45904869
-5.81990995,1.85362466,0.04233356,0.13077706,0.00902512,0.60153014,0.33721610,0.15622499,0.68553542,0.43808151
-5.81390695,1.77717141,0.03989275,0.12446062,0.00936499,0.57887768,0.31897691,0.14897744,0.65480825,0.41713209
-5.80790395,1.70267500,0.03765111,0.11819539,0.00972032,0.55715438,0.30186456,0.14188332,0.62507526,0.39646582
-5.80190095,1.63107779,0.03565022,0.11206179,0.01009149,0.53662598,0.28609748,0.13503785,0.59672194,0.37632220
-5.79589795,1.56319832,0.03392681,0.10612714,0.01047934,0.51752043,0.27185656,0.12852729,0.57006585,0.35691127
-5.78989495,1.49972325,0.03251207,0.10044490,0.01088503,0.50002619,0.25928308,0.12242864,0.54535306,0.33841153
-5.78389195,1.44120460,0.03143115,0.09505449,0.01131001,0.48429203,0.24847782,0.11680982,0.52275751,0.32096910
-5.77788894,1.38806181,0.03070285,0.08998166,0.01175581,0.47042830,0.23950160,0.11173044,0.50238286,0.30469806
-5.77188594,1.34058798,0.03033944,0.08523928,0.01222391,0.45850939,0.23237691,0.10724285,0.48426671,0.28968182
-5.76588294,1.29895977,0.03034665,0.08082857,0.01271563,0.44857727,0.22709069,0.10339363,0.46838678,0.27597529
-5.75987994,1.26325009,0.03072385,0.07674061,0.01323187,0.44064587,0.22359783,0.10022525,0.45466862,0.26360775
-5.75387694,1.23344290,0.03146429,0.07295809,0.01377306,0.43470597,0.22182549,0.09777779,0.44299452,0.25258607
-5.74787394,1.20944931,0.03255557,0.06945716,0.01433904,0.43073054,0.22167788,0.09609067,0.43321312,0.24289828
-5.74187094,1.19112424,0.03398009,0.06620932,0.01492894,0.42868013,0.22304132,0.09520420,0.42514922,0.23451712
-5.73586793,1.17828296,0.03571576,0.06318330,0.01554126,0.42850817,0.22578940,0.09516083,0.41861361,0.22740364
-5.72986493,1.17071678,0.03773661,0.06034680,0.01617383,0.43016586,0.22978814,0.09600605,0.41341225,0.22151051
-5.72386193,1.16820737,0.04001355,0.05766806,0.01682400,0.43360651,0.23490075,0.09778874,0.40935472,0.21678503
-5.71785893,1.17053902,0.04251513,0.05511725,0.01748877,0.43878909,0.24099206,0.10056101,0.40626154,0.21317175
-5.71185593,1.17750849,0.04520827,0.05266756,0.01816502,0.44568074,0.24793226,0.10437737,0.40397008,0.21061460
-5.70585293,1.18893191,0.04805899,0.05029608,0.01884976,0.45425817,0.25560004,0.10929327,0.40233906,0.20905850
-5.69984992,1.20464865,0.05103302,0.04798438,0.01954045,0.46450778,0.26388476,0.11536299,0.40125136,0.20845040
-5.69384692,1.22452166,0.05409643,0.04571883,0.02023526,0.47642447,0.27268787,0.12263694,0.40061530,0.20873977
-5.68784392,1.24843457,0.05721600,0.04349065,0.02093334,0.49000904,0.28192324,0.13115845,0.40036424,0.20987850
-5.68184092,1.27628547,0.06035966,0.04129581,0.02163504,0.50526437,0.29151673,0.14096012,0.40045470,0.21182034
-5.67583792,1.30797768,0.06349662,0.03913465,0.02234208,0.52219036,0.30140478,0.15205994,0.40086326,0.21451981
-5.66983492,1.34340807,0.06659749,0.03701134,0.02305765,0.54077797,0.31153226,0.16445730,0.40158226,0.21793085
-5.66383192,1.38245340,0.06963426,0.03493334,0.02378636,0.56100261,0.32184971,0.17812915,0.40261475,0.22200504
-5.65782891,1.42495558,0.07258015,0.03291059,0.02453413,0.58281712,0.33231014,0.19302649,0.40396894,0.22668984
-5.65182591,1.47070675,0.07540943,0.03095488,0.02530796,0.60614491,0.34286556,0.20907138,0.40565251,0.23192668
-5.64582291,1.51943506,0.07809716,0.02907900,0.02611558,0.63087359,0.35346356,0.22615475,0.40766708,0.23764930
-5.63981991,1.57079228,0.08061899,0.02729610,0.02696506,0.65684954,0.36404414,0.24413518,0.41000320,0.24378230
-5.63381691,1.62434412,0.08295095,0.02561901,0.02786423,0.68387391,0.37453702,0.26283875,0.41263623,0.25024013
-5.62781391,1.67956426,0.08506933,0.02405968,0.02882016,0.71170035,0.38485971,0.28206019,0.41552326,0.25692664
-5.62181091,1.73583277,0.08695067,0.02262870,0.02983859,0.74003490,0.39491644,0.30156534,0.41860134,0.26373521
-5.61580790,1.79243939,0.08857190,0.02133497,0.03092332,0.76853814,0.40459819,0.32109485,0.42178711,0.27054969
-5.60980490,1.84859207,0.08991061,0.02018544,0.03207566,0.79682979,0.41378379,0.34036924,0.42497797,0.27724592
-5.60380190,1.90343069,0.09094550,0.01918499,0.03329403,0.82449571,0.42234221,0.35909499,0.42805458,0.28369404
-5.59779890,1.95604553,0.09165693,0.01833643,0.03457353,0.85109709,0.43013588,0.37697162,0.43088475,0.28976140
-5.59179590,2.00550010,0.09202760,0.01764056,0.03590576,0.87618162,0.43702494,0.39369946,0.43332843,0.29531598
-5.58579290,2.05085720,0.09204333,0.01709630,0.03727869,0.89929611,0.44287226,0.40898782,0.43524347,0.30023020
-5.57978989,2.09120722,0.09169385,0.01670097,0.03867679,0.92000019,0.44754888,0.42256320,0.43649199,0.30438485
-5.57378689,2.12569736,0.09097356,0.01645052,0.04008124,0.93788027,0.45093970,0.43417730,0.43694689,0.30767315
-5.56778389,2.15356036,0.08988225,0.01633978,0.04147036,0.95256335,0.45294895,0.44361439,0.43649819,0.31000441
-5.56178089,2.17414133,0.08842561,0.01636284,0.04282013,0.96372988,0.45350528,0.45069777,0.43505878,0.31130742
-5.55577789,2.18692137,0.08661567,0.01651327,0.04410490,0.97112507,0.45256604,0.45529511,0.43256936,0.31153311
-5.54977489,2.19153678,0.08447091,0.01678438,0.04529816,0.97456826,0.45012056,0.45732229,0.42900225,0.31065655
-5.54377189,2.18779288,0.08201616,0.01716950,0.04637335,0.97395955,0.44619216,0.45674572,0.42436377,0.30867798
-5.53776888,2.17567170,0.07928229,0.01766208,0.04730480,0.96928383,0.44083884,0.45358300,0.41869525,0.30562292
-5.53176588,2.15533323,0.07630551,0.01825587,0.04806855,0.96061157,0.43415249,0.44790191,0.41207242,0.30154128
-5.52576288,2.12711009,0.07312657,0.01894499,0.04864316,0.94809665,0.42625661,0.43981777,0.40460333,0.29650552
-5.51975988,2.09149592,0.06978965,0.01972389,0.04901048,0.93197122,0.41730279,0.42948938,0.39642485,0.29060796
-5.51375688,2.04912804,0.06634114,0.02058738,0.04915626,0.91253781,0.40746589,0.41711364,0.38769797,0.28395733
-5.50775388,2.00076527,0.06282829,0.02153047,0.04907061,0.89015917,0.39693840,0.40291921,0.37860213,0.27667469
-5.50175088,1.94726186,0.05929783,0.02254832,0.04874835,0.86524623,0.38592393,0.38715931,0.36932875,0.26888907
-5.49574787,1.88953890,0.05579458,0.02363602,0.04818917,0.83824476,0.37463049,0.37010423,0.36007448,0.26073279
-5.48974487,1.82855431,0.05236024,0.02478844,0.04739757,0.80962133,0.36326360,0.35203357,0.35103424,0.25233694
-5.48374187,1.76527287,0.04903216,0.02600006,0.04638270,0.77984910,0.35201962,0.33322875,0.34239454,0.24382699
-5.47773887,1.70063743,0.04584248,0.02726476,0.04515803,0.74939418,0.34107969,0.31396583,0.33432722,0.23531887
-5.47173587,1.63554245,0.04281740,0.02857568,0.04374084,0.71870278,0.33060435,0.29450908,0.32698394,0.22691564
-5.46573287,1.57081085,0.03997670,0.02992506,0.04215161,0.68818991,0.32072921,0.27510537,0.32049154,0.21870484
-5.45972986,1.50717488,0.03733357,0.03130418,0.04041342,0.65822977,0.31156163,0.25597950,0.31494842,0.21075664
-5.45372686,1.44526155,0.03489470,0.03270324,0.03855113,0.62914818,0.30317871,0.23733060,0.31042206,0.20312285
-5.44772386,1.38558280,0.03266058,0.03411136,0.03659072,0.60121712,0.29562639,0.21932972,0.30694761,0.19583669
-5.44172086,1.32853055,0.03062608,0.03551665,0.03455849,0.57465151,0.28891976,0.20211830,0.30452763,0.18891344
-5.43571786,1.27437644,0.02878112,0.03690621,0.03248038,0.54960805,0.28304444,0.18580788,0.30313283,0.18235175
-5.42971486,1.22327568,0.02711161,0.03826631,0.03038137,0.52618608,0.27795888,0.17048057,0.30270366,0.17613554
-5.42371186,1.17527481,0.02560034,0.03958255,0.02828490,0.50443022,0.27359749,0.15619039,0.30315282,0.17023637
-5.41770885,1.13032231,0.02422801,0.04083999,0.02621245,0.48433446,0.26987427,0.14296528,0.30436827,0.16461622
-5.41170585,1.08828171,0.02297423,0.04202344,0.02418316,0.46584750,0.26668689,0.13080961,0.30621685,0.15923028
-5.40570285,1.04894619,0.02181844,0.04311767,0.02221364,0.44887895,0.26392099,0.11970707,0.30854813,0.15402992
-5.39969985,1.01205407,0.02074078,0.04410767,0.02031781,0.43330613,0.26145447,0.10962375,0.31119866,0.14896546
-5.39369685,0.97730443,0.01972280,0.04497892,0.01850692,0.41898116,0.25916165,0.10051139,0.31399613,0.14398872
-5.38769385,0.94437235,0.01874807,0.04571763,0.01678956,0.40573811,0.25691725,0.09231054,0.31676372,0.13905523
-5.38169085,0.91292314,0.01780262,0.04631103,0.01517184,0.39339987,0.25459995,0.08495360,0.31932427,0.13412609
-5.37568784,0.88262530,0.01687522,0.04674762,0.01365757,0.38178479,0.25209557,0.07836768,0.32150440,0.12916931
-5.36968484,0.85316183,0.01595748,0.04701741,0.01224848,0.37071262,0.24929978,0.07247723,0.32313841,0.12416071
-5.36368184,0.82423975,0.01504386,0.04711216,0.01094454,0.36001000,0.24612036,0.06720628,0.32407196,0.11908442
-5.35767884,0.79559784,0.01413149,0.04702558,0.00974419,0.34951512,0.24247896,0.06248044,0.32416553,0.11393284
-5.35167584,0.76701249,0.01321995,0.04675354,0.00864462,0.33908173,0.23831244,0.05822856,0.32329750,0.10870637
-5.34567284,0.73830183,0.01231092,0.04629427,0.00764208,0.32858239,0.23357374,0.05438399,0.32136695,0.10341269
-5.33966983,0.70932826,0.01140780,0.04564843,0.00673208,0.31791095,0.22823243,0.05088563,0.31829599,0.09806594
-5.33366683,0.67999952,0.01051528,0.04481930,0.00590964,0.30698441,0.22227485,0.04767865,0.31403171,0.09268561
-5.32766383,0.65026852,0.00963894,0.04381282,0.00516944,0.29574401,0.21570392,0.04471492,0.30854756,0.08729542
-5.32166083,0.62013215,0.00878483,0.04263762,0.00450607,0.28415573,0.20853869,0.04195326,0.30184421,0.08192214
-5.31565783,0.58962910,0.00795911,0.04130501,0.00391406,0.27221021,0.20081359,0.03935948,0.29394983,0.07659449
-5.30965483,0.55883708,0.00716774,0.03982890,0.00338809,0.25992212,0.19257744,0.03690625,0.28491970,0.07134206
