energy_ev,total_up,Ga_p_up,Ga_d_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,1.09066486,0.25906711,0.00000000,0.53826195,0.59663430,0.32883571,0.00000000
-5.99399700,1.05673736,0.25942740,0.00000000,0.50829219,0.58311633,0.31069239,0.00000000
-5.98799400,1.03098455,0.26158518,0.00000000,0.48285169,0.57391966,0.29497658,0.00000000
-5.98199100,1.01311235,0.26542565,0.00000000,0.46173270,0.56896649,0.28160655,0.00000000
-5.97598799,1.00274103,0.27081622,0.00000000,0.44469419,0.56812593,0.27047469,0.00000000
-5.96998499,0.99941827,0.27760935,0.00000000,0.43146889,0.57121929,0.26145233,0.00000000
-5.96398199,1.00263192,0.28564523,0.00000000,0.42176977,0.57802544,0.25439458,0.00000000
-5.95797899,1.01182231,0.29475426,0.00000000,0.41529605,0.58828618,0.24914490,0.00000000
-5.95197599,1.02639372,0.30475922,0.00000000,0.41173865,0.60171150,0.24553951,0.00000000
-5.94597299,1.04572502,0.31547737,0.00000000,0.41078524,0.61798457,0.24341127,0.00000000
-5.93996998,1.06917932,0.32672220,0.00000000,0.41212460,0.63676654,0.24259317,0.00000000
-5.93396698,1.09611257,0.33830516,0.00000000,0.41545069,0.65770106,0.24292126,0.00000000
-5.92796398,1.12588133,0.35003727,0.00000000,0.42046606,0.68041870,0.24423709,0.00000000
-5.92196098,1.15784962,0.36173063,0.00000000,0.42688490,0.70454113,0.24638955,0.00000000
-5.91595798,1.19139519,0.37320007,0.00000000,0.43443568,0.72968542,0.24923631,0.00000000
-5.90995498,1.22591527,0.38426479,0.00000000,0.44286331,0.75546826,0.25264475,0.00000000
-5.90395198,1.26083200,0.39475020,0.00000000,0.45193107,0.78151055,0.25649269,0.00000000
-5.89794897,1.29559785,0.40448988,0.00000000,0.46142218,0.80744204,0.26066869,0.00000000
-5.89194597,1.32970091,0.41332768,0.00000000,0.47114108,0.83290635,0.26507238,0.00000000
-5.88594297,1.36267044,0.42112007,0.00000000,0.48091465,0.85756625,0.26961463,0.00000000
-5.87993997,1.39408245,0.42773847,0.00000000,0.49059310,0.88110913,0.27421780,0.00000000
-5.87393697,1.42356550,0.43307173,0.00000000,0.50005086,0.90325262,0.27881603,0.00000000
-5.86793397,1.45080642,0.43702850,0.00000000,0.50918733,0.92375013,0.28335573,0.00000000
-5.86193097,1.47555598,0.43953948,0.00000000,0.51792758,0.94239627,0.28779618,0.00000000
-5.85592796,1.49763417,0.44055948,0.00000000,0.52622306,0.95903182,0.29211023,0.00000000
-5.84992496,1.51693498,0.44006901,0.00000000,0.53405221,0.97354810,0.29628522,0.00000000
-5.84392196,1.53343030,0.43807554,0.00000000,0.54142110,0.98589052,0.30032377,0.00000000
-5.83791896,1.54717285,0.43461415,0.00000000,0.54836399,0.99606116,0.30424471,0.00000000
-5.83191596,1.55829768,0.42974765,0.00000000,0.55494383,1.00412011,0.30808373,0.00000000
-5.82591296,1.56702220,0.42356596,0.00000000,0.56125261,1.01018553,0.31189386,0.00000000
-5.81990995,1.57364449,0.41618498,0.00000000,0.56741145,1.01443226,0.31574559,0.00000000
-5.81390695,1.57853952,0.40774466,0.00000000,0.57357045,1.01708894,0.31972644,0.00000000
-5.80790395,1.58215348,0.39840655,0.00000000,0.57990791,1.01843361,0.32394006,0.00000000
-5.80190095,1.58499579,0.38835079,0.00000000,0.58662909,1.01878781,0.32850459,0.00000000
-5.79589795,1.58762886,0.37777255,0.00000000,0.59396399,1.01850914,0.33355025,0.00000000
-5.78989495,1.59065569,0.36687806,0.00000000,0.60216430,1.01798253,0.33921624,0.00000000
-5.78389195,1.59470509,0.35588032,0.00000000,0.61149904,1.01761020,0.34564671,0.00000000
-5.77788894,1.60041497,0.34499455,0.00000000,0.62224898,1.01780041,0.35298609,0.00000000
-5.77188594,1.60841361,0.33443345,0.00000000,0.63469965,1.01895549,0.36137362,0.00000000
