energy_ev,total_up,Cu_p_up,Cu_d_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-6.00000000,1.70700064,0.50943975,0.71803143,0.19141161,0.39587053,0.01127906,0.07851192,0.01626332,0.39786264
-5.99399700,1.67483362,0.49129093,0.72997158,0.17949095,0.38046481,0.01224044,0.07216635,0.01661210,0.38544421
-5.98799400,1.65387478,0.47645076,0.74670034,0.16864731,0.36785127,0.01334841,0.06618597,0.01710837,0.37542228
-5.98199100,1.64522474,0.46521063,0.76866480,0.15902290,0.35829988,0.01460525,0.06063314,0.01775804,0.36807182
-5.97598799,1.64967435,0.45775314,0.79621136,0.15072098,0.35199554,0.01600989,0.05555523,0.01856295,0.36359726
-5.96998499,1.66768849,0.45415123,0.82957254,0.14380560,0.34903585,0.01755760,0.05098475,0.01952068,0.36212957
-5.96398199,1.69939735,0.45437043,0.86885574,0.13830247,0.34943114,0.01923977,0.04693998,0.02062441,0.36372518
-5.95797899,1.74459508,0.45827410,0.91403384,0.13420085,0.35310648,0.02104384,0.04342586,0.02186299,0.36836654
-5.95197599,1.80274554,0.46563124,0.96493839,0.13145627,0.35990574,0.02295325,0.04043525,0.02322102,0.37596429
-5.94597299,1.87299487,0.47612653,1.02125541,0.12999399,0.36959715,0.02494753,0.03795044,0.02467913,0.38636086
-5.93996998,1.95419065,0.48937224,1.08252443,0.12971293,0.38188058,0.02700255,0.03594469,0.02621432,0.39933539
-5.93396698,2.04490725,0.50492145,1.14814106,0.13049003,0.39639600,0.02909087,0.03438394,0.02780047,0.41460979
-5.92796398,2.14347713,0.52228228,1.21736331,0.13218480,0.41273309,0.03118220,0.03322846,0.02940889,0.43185579
-5.92196098,2.24802757,0.54093273,1.28932203,0.13464395,0.43044181,0.03324406,0.03243446,0.03100900,0.45070302
-5.91595798,2.35652242,0.56033547,1.36303544,0.13770606,0.44904360,0.03524242,0.03195561,0.03256904,0.47074769
-5.90995498,2.46680813,0.57995257,1.43742790,0.14120599,0.46804319,0.03714258,0.03174445,0.03405693,0.49156204
-5.90395198,2.57666330,0.59925945,1.51135240,0.14497918,0.48694057,0.03891005,0.03175357,0.03544104,0.51270410
-5.89794897,2.68385075,0.61775790,1.58361659,0.14886557,0.50524308,0.04051141,0.03193675,0.03669104,0.53372788
-5.89194597,2.78617091,0.63498777,1.65301167,0.15271319,0.52247716,0.04191535,0.03224982,0.03777874,0.55419350
-5.88594297,2.88151514,0.65053719,1.71834316,0.15638125,0.53819965,0.04309350,0.03265139,0.03867887,0.57367727
-5.87993997,2.96791757,0.66405088,1.77846276,0.15974286,0.55200826,0.04402131,0.03310349,0.03936975,0.59178128
-5.87393697,3.04360370,0.67523658,1.83230003,0.16268713,0.56355091,0.04467883,0.03357192,0.03983390,0.60814240
-5.86793397,3.10703434,0.68386944,1.87889269,0.16512087,0.57253367,0.04505132,0.03402662,0.04005857,0.62244035
-5.86193097,3.15694314,0.68979415,1.91741439,0.16696968,0.57872717,0.04512970,0.03444176,0.04003604,0.63440460
-5.85592796,3.19236652,0.69292514,1.94719870,0.16817849,0.58197100,0.04491090,0.03479588,0.03976380,0.64381987
-5.84992496,3.21266461,0.69324462,1.96775825,0.16871170,0.58217627,0.04439792,0.03507179,0.03924465,0.65053007
-5.84392196,3.21753258,0.69079882,1.97879827,0.16855272,0.57932597,0.04359972,0.03525651,0.03848650,0.65444058
-5.83791896,3.20700173,0.68569255,1.98022374,0.16770316,0.57347335,0.04253098,0.03534107,0.03750212,0.65551869
-5.83191596,3.18143047,0.67808244,1.97213998,0.16618162,0.56473816,0.04121159,0.03532029,0.03630871,0.65379232
-5.82591296,3.14148553,0.66816910,1.95484662,0.16402215,0.55330118,0.03966603,0.03519250,0.03492734,0.64934702
-5.81990995,3.08811437,0.65618858,1.92882525,0.16127254,0.53939707,0.03792259,0.03495930,0.03338232,0.64232149
-5.81390695,3.02250997,0.64240354,1.89472140,0.15799237,0.52330592,0.03601250,0.03462520,0.03170042,0.63290172
-5.80790395,2.94606983,0.62709453,1.85332190,0.15425104,0.50534386,0.03396900,0.03419734,0.02991015,0.62131416
-5.80190095,2.86035087,0.61055166,1.80552849,0.15012582,0.48585325,0.03182641,0.03368521,0.02804094,0.60781810
-5.79589795,2.76702242,0.59306700,1.75232928,0.14569996,0.46519251,0.02961912,0.03310033,0.02612240,0.59269777
-5.78989495,2.66781930,0.57492811,1.69476930,0.14106087,0.44372645,0.02738077,0.03245602,0.02418358,0.57625434
-5.78389195,2.56449694,0.55641271,1.63392150,0.13629861,0.42181707,0.02514338,0.03176714,0.02225230,0.55879825
-5.77788894,2.45879041,0.53778476,1.57085954,0.13150450,0.39981537,0.02293669,0.03104985,0.02035463,0.54064218
-5.77188594,2.35237873,0.51929198,1.50663354,0.12676999,0.37805430,0.02078757,0.03032148,0.01851437,0.52209481
-5.76588294,2.24685552,0.50116470,1.44224957,0.12218573,0.35684309,0.01871957,0.02960033,0.01675275,0.50345563
-5.75987994,2.14370673,0.48361599,1.37865359,0.11784090,0.33646297,0.01675265,0.02890550,0.01508818,0.48501085
-5.75387694,2.04429556,0.46684287,1.31672016,0.11382262,0.31716431,0.01490303,0.02825678,0.01353611,0.46703043
-5.74787394,1.94985436,0.45102834,1.25724587,0.11021560,0.29916507,0.01318319,0.02767450,0.01210906,0.44976625
-5.74187094,1.86148281,0.43634391,1.20094733,0.10710167,0.28265044,0.01160197,0.02717937,0.01081662,0.43345115
-5.73586793,1.78015142,0.42295238,1.14846304,0.10455951,0.26777342,0.01016478,0.02679235,0.00966568,0.41829884
-5.72986493,1.70670911,0.41101055,1.10035848,0.10266421,0.25465613,0.00887393,0.02653438,0.00866061,0.40450425
-5.72386193,1.64189348,0.40067145,1.05713350,0.10148670,0.24339159,0.00772896,0.02642623,0.00780349,0.39224433
-5.71785893,1.58634231,0.39208597,1.01923102,0.10109314,0.23404575,0.00672704,0.02648815,0.00709444,0.38167882
-5.71185593,1.54060497,0.38540368,0.98704609,0.10154401,0.22665946,0.00586346,0.02673961,0.00653187,0.37295097
-5.70585293,1.50515239,0.38077254,0.96093425,0.10289311,0.22125039,0.00513198,0.02719888,0.00611276,0.36618785
-5.69984992,1.48038482,0.37833763,0.94121848,0.10518637,0.21781455,0.00452529,0.02788267,0.00583295,0.36150027
-5.69384692,1.46663636,0.37823879,0.92819402,0.10846045,0.21632750,0.00403538,0.02880565,0.00568736,0.35898210
-5.68784392,1.46417611,0.38060729,0.92213054,0.11274136,0.21674525,0.00365395,0.02998003,0.00567017,0.35870907
-5.68184092,1.47320569,0.38556163,0.92327136,0.11804299,0.21900477,0.00337269,0.03141507,0.00577504,0.36073704
-5.67583792,1.49385340,0.39320281,0.93182972,0.12436569,0.22302435,0.00318356,0.03311664,0.00599520,0.36509982
-5.66983492,1.52616551,0.40360912,0.94798222,0.13169509,0.22870387,0.00307906,0.03508681,0.00632356,0.37180675
-5.66383192,1.57009536,0.41683086,0.97185968,0.14000102,0.23592517,0.00305244,0.03732352,0.00675280,0.38084016
-5.65782891,1.62549111,0.43288529,1.00353597,0.14923685,0.24455266,0.00309782,0.03982022,0.00727543,0.39215289
-5.65182591,1.69208317,0.45175188,1.04301544,0.15933920,0.25443427,0.00321038,0.04256576,0.00788381,0.40566617
-5.64582291,1.76947217,0.47336844,1.09021964,0.17022805,0.26540301,0.00338643,0.04554422,0.00857022,0.42126789
-5.63981991,1.85711856,0.49762800,1.14497403,0.18180740,0.27727900,0.00362347,0.04873500,0.00932686,0.43881155
-5.63381691,1.95433462,0.52437690,1.20699564,0.19396636,0.28987219,0.00392029,0.05211288,0.01014595,0.45811595
-5.62781391,2.06027973,0.55341409,1.27588238,0.20658076,0.30298568,0.00427692,0.05564834,0.01101974,0.47896577
-5.62181091,2.17395948,0.58449174,1.35110476,0.21951518,0.31641951,0.00469471,0.05930787,0.01194061,0.50111299
-5.61580790,2.29422910,0.61731722,1.43200083,0.23262535,0.32997490,0.00517623,0.06305446,0.01290115,0.52427929
-5.60980490,2.41980163,0.65155652,1.51777485,0.24576084,0.34345870,0.00572524,0.06684817,0.01389426,0.54815933
-5.60380190,2.54926080,0.68683894,1.60750037,0.25876799,0.35668792,0.00634661,0.07064670,0.01491326,0.57242480
-5.59779890,2.68107887,0.72276307,1.70012797,0.27149286,0.36949408,0.00704619,0.07440614,0.01595203,0.59672932
-5.59179590,2.81363908,0.75890405,1.79449809,0.28378429,0.38172723,0.00783064,0.07808163,0.01700510,0.62071395
-5.58579290,2.94526261,0.79482172,1.88935883,0.29549677,0.39325941,0.00870729,0.08162815,0.01806780,0.64401319
-5.57978989,3.07423945,0.83006985,1.98338880,0.30649317,0.40398741,0.00968385,0.08500124,0.01913632,0.66626157
-5.57378689,3.19886280,0.86420597,2.07522460,0.31664721,0.41383469,0.01076821,0.08815776,0.02020785,0.68710037
-5.56778389,3.31746607,0.89680190,2.16349235,0.32584560,0.42275244,0.01196815,0.09105660,0.02128059,0.70618465
-5.56178089,3.42846186,0.92745442,2.24684259,0.33398990,0.43071960,0.01329098,0.09365939,0.02235379,0.72319027
-5.55577789,3.53038169,0.95579616,2.32398756,0.34099793,0.43774203,0.01474331,0.09593112,0.02342774,0.73782087
-5.54977489,3.62191550,0.98150618,2.39373952,0.34680487,0.44385081,0.01633062,0.09784080,0.02450371,0.74981459
-5.54377189,3.70194956,1.00432008,2.45504895,0.35136401,0.44909967,0.01805700,0.09936195,0.02558384,0.75895038
-5.53776888,3.76960148,1.02403921,2.50704100,0.35464707,0.45356193,0.01992479,0.10047316,0.02667101,0.76505377
-5.53176588,3.82425093,1.04053870,2.54904876,0.35664430,0.45732682,0.02193430,0.10115842,0.02776865,0.76800190
-5.52576288,3.86556465,1.05377392,2.58064166,0.35736421,0.46049550,0.02408355,0.10140754,0.02888050,0.76772757
-5.51975988,3.89351447,1.06378506,2.60164774,0.35683305,0.46317696,0.02636802,0.10121634,0.03001039,0.76422224
-5.51375688,3.90838714,1.07069943,2.61216828,0.35509399,0.46548384,0.02878051,0.10058681,0.03116195,0.75753769
-5.50775388,3.91078503,1.07473133,2.61258398,0.35220608,0.46752840,0.03131099,0.09952714,0.03233833,0.74778625
-5.50175088,3.90161696,1.07617917,2.60355171,0.34824298,0.46941871,0.03394660,0.09805159,0.03354194,0.73513953
-5.49574787,3.88207896,1.07541977,2.58599156,0.34329139,0.47125520,0.03667161,0.09618032,0.03477413,0.71982546
-5.48974487,3.85362489,1.07289976,2.56106434,0.33744939,0.47312762,0.03946756,0.09393901,0.03603500,0.70212377
-5.48374187,3.81792754,1.06912419,2.53013963,0.33082442,0.47511242,0.04231341,0.09135839,0.03732316,0.68235986
-5.47773887,3.77683100,1.06464249,2.49475568,0.32353124,0.47727066,0.04518574,0.08847364,0.03863558,0.66089726
-5.47173587,3.73229576,1.06003213,2.45657204,0.31568959,0.47964640,0.04805908,0.08532370,0.03996744,0.63812880
-5.46573287,3.68633816,1.05588043,2.41731683,0.30742185,0.48226557,0.05090625,0.08195045,0.04131213,0.61446674
-5.45972986,3.64096637,1.05276493,2.37873032,0.29885056,0.48513535,0.05369877,0.07839790,0.04266122,0.59033229
-5.45372686,3.59811491,1.05123306,2.34250705,0.29009596,0.48824398,0.05640731,0.07471125,0.04400454,0.56614466
-5.44772386,3.55958052,1.05178186,2.31023876,0.28127360,0.49156104,0.05900218,0.07093599,0.04533034,0.54231016
-5.44172086,3.52696143,1.05483832,2.28336016,0.27249201,0.49503810,0.06145384,0.06711701,0.04662545,0.51921166
-5.43571786,3.50160276,1.06074131,2.26309990,0.26385061,0.49860984,0.06373346,0.06329774,0.04787557,0.49719885
-5.42971486,3.48455014,1.06972580,2.25043869,0.25543784,0.50219549,0.06581341,0.05951937,0.04906556,0.47657950
-5.42371186,3.47651352,1.08191003,2.24607622,0.24732966,0.50570059,0.06766783,0.05582016,0.05017979,0.45761217
-5.41770885,3.47784283,1.09728650,2.25040833,0.23958833,0.50901923,0.06927315,0.05223482,0.05120250,0.44050048
-5.41170585,3.48851668,1.11571704,2.26351551,0.23226164,0.51203642,0.07060857,0.04879409,0.05211824,0.42538927
-5.40570285,3.50814471,1.13693273,2.28516321,0.22538262,0.51463093,0.07165652,0.04552439,0.05291225,0.41236255
-5.39969985,3.53598387,1.16053853,2.31481408,0.21896955,0.51667825,0.07240306,0.04244759,0.05357088,0.40144349
-5.39369685,3.57096823,1.18602305,2.35165185,0.21302656,0.51805387,0.07283826,0.03958091,0.05408199,0.39259625
-5.38769385,3.61175127,1.21277305,2.39461591,0.20754449,0.51863672,0.07295646,0.03693703,0.05443534,0.38572959
-5.38169085,3.65675942,1.24009244,2.44244551,0.20250225,0.51831268,0.07275649,0.03452413,0.05462294,0.38070213
-5.37568784,3.70425473,1.26722525,2.49373166,0.19786833,0.51697820,0.07224182,0.03234617,0.05463934,0.37732894
-5.36968484,3.75240457,1.29338167,2.54697497,0.19360275,0.51454386,0.07142057,0.03040319,0.05448190,0.37538931
-5.36368184,3.79935546,1.31776639,2.60064705,0.18965905,0.51093774,0.07030551,0.02869168,0.05415096,0.37463530
-5.35767884,3.84330844,1.33960808,2.65325314,0.18598642,0.50610866,0.06891388,0.02720494,0.05364999,0.37480076
-5.35167584,3.88259282,1.35818886,2.70339334,0.18253189,0.50002901,0.06726720,0.02593357,0.05298563,0.37561061
-5.34567284,3.91573548,1.37287255,2.74982017,0.17924247,0.49269708,0.06539096,0.02486592,0.05216764,0.37678988
-5.33966983,3.94152286,1.38313054,2.79148988,0.17606713,0.48413893,0.06331419,0.02398849,0.05120880,0.37807238
-5.33366683,3.95905308,1.38856409,2.82760565,0.17295868,0.47440947,0.06106905,0.02328644,0.05012474,0.37920860
-5.32766383,3.96777610,1.38892211,2.85765074,0.16987535,0.46359292,0.05869023,0.02274401,0.04893360,0.37997272
-5.32166083,3.96752010,1.38411357,2.88141020,0.16678216,0.45180230,0.05621444,0.02234492,0.04765575,0.38016835
-5.31565783,3.95850303,1.37421395,2.89898036,0.16365196,0.43917820,0.05367972,0.02207279,0.04631334,0.37963315
-5.30965483,3.94132873,1.35946535,2.91076549,0.16046619,0.42588655,0.05112480,0.02191148,0.04492985,0.37824189
-5.30365183,3.91696771,1.34027029,2.91746196,0.15721528,0.41211563,0.04858844,0.02184541,0.04352956,0.37590822
-5.29764882,3.88672330,1.31717927,2.92003023,0.15389877,0.39807216,0.04610873,0.02185992,0.04213706,0.37258494
-5.29164582,3.85218446,1.29087271,2.91965617,0.15052509,0.38397673,0.04372242,0.02194144,0.04077664,0.36826301
-5.28564282,3.81516710,1.26213786,2.91770291,0.14711116,0.37005856,0.04146427,0.02207776,0.03947181,0.36296921
-5.27963982,3.77764618,1.23184179,2.91565537,0.14368159,0.35654978,0.03936642,0.02225820,0.03824473,0.35676287
-5.27363682,3.74168134,1.20090139,2.91505964,0.14026781,0.34367936,0.03745780,0.02247369,0.03711574,0.34973152
-5.26763382,3.70933877,1.17025170,2.91745958,0.13690689,0.33166692,0.03576362,0.02271691,0.03610289,0.34198601
-5.26163082,3.68261249,1.14081377,2.92433327,0.13364030,0.32071656,0.03430486,0.02298228,0.03522157,0.33365503
-5.25562781,3.66334796,1.11346338,2.93703159,0.13051251,0.31101093,0.03309787,0.02326592,0.03448413,0.32487943
-5.24962481,3.65317103,1.08900170,2.95672161,0.12756951,0.30270573,0.03215405,0.02356561,0.03389967,0.31580650
-5.24362181,3.65342460,1.06812908,2.98433665,0.12485725,0.29592487,0.03147955,0.02388061,0.03347380,0.30658440
-5.23761881,3.66511568,1.05142277,3.02053512,0.12242015,0.29075641,0.03107516,0.02421155,0.03320852,0.29735702
-5.23161581,3.68887441,1.03931943,3.06566956,0.12029951,0.28724945,0.03093621,0.02456014,0.03310218,0.28825932
-5.22561281,3.72492669,1.03210288,3.11976700,0.11853208,0.28541213,0.03105262,0.02492900,0.03314950,0.27941340
-5.21960980,3.77308117,1.02989738,3.18252125,0.11714866,0.28521080,0.03140904,0.02532128,0.03334167,0.27092529
-5.21360680,3.83273099,1.03266663,3.25329737,0.11617284,0.28657047,0.03198517,0.02574046,0.03366651,0.26288270
-5.20760380,3.90287016,1.04021823,3.33114792,0.11561991,0.28937644,0.03275607,0.02619000,0.03410870,0.25535358
-5.20160080,3.98212361,1.05221340,3.41484042,0.11549599,0.29347724,0.03369278,0.02667307,0.03465014,0.24838561
-5.19559780,4.06878991,1.06818145,3.50289453,0.11579743,0.29868869,0.03476289,0.02719226,0.03527025,0.24200662
-5.18959480,4.16089487,1.08753827,3.59362786,0.11651045,0.30479908,0.03593131,0.02774936,0.03594646,0.23622577
-5.18359180,4.25625402,1.10960826,3.68520820,0.11761114,0.31157517,0.03716113,0.02834519,0.03665467,0.23103539
-5.17758879,4.35254156,1.13364870,3.77571044,0.11906581,0.31876897,0.03841457,0.02897944,0.03736982,0.22641362
-5.17158579,4.44736347,1.15887577,3.86317590,0.12083167,0.32612502,0.03965395,0.02965058,0.03806646,0.22232729
-5.16558279,4.53833196,1.18449134,3.94567200,0.12285792,0.33338788,0.04084276,0.03035593,0.03871937,0.21873534
-5.15957979,4.62313888,1.20970957,4.02135013,0.12508715,0.34030972,0.04194665,0.03109163,0.03930417,0.21559224
-5.15357679,4.69962555,1.23378249,4.08849989,0.12745707,0.34665755,0.04293447,0.03185286,0.03979795,0.21285157
-5.14757379,4.76584681,1.25602382,4.14559787,0.12990253,0.35222005,0.04377918,0.03263397,0.04017990,0.21046935
-5.14157079,4.82012732,1.27583028,4.19134977,0.13235772,0.35681357,0.04445867,0.03342876,0.04043184,0.20840712
-5.13556778,4.86110854,1.29269980,4.22472455,0.13475852,0.36028727,0.04495648,0.03423078,0.04053875,0.20663461
-5.12956478,4.88778515,1.30624612,4.24498013,0.13704490,0.36252703,0.04526227,0.03503361,0.04048918,0.20513181
-5.12356178,4.89953016,1.31620946,4.25168010,0.13916322,0.36345820,0.04537214,0.03583123,0.04027557,0.20389049
-5.11755878,4.89610835,1.32246305,4.24470157,0.14106839,0.36304696,0.04528876,0.03661831,0.03989451,0.20291495
-5.11155578,4.87767789,1.32501529,4.22423419,0.14272577,0.36130030,0.04502120,0.03739053,0.03934678,0.20222204
-5.10555278,4.84478082,1.32400765,4.19077116,0.14411271,0.35826465,0.04458463,0.03814482,0.03863737,0.20184047
-5.09954977,4.79832280,1.31970856,4.14509267,0.14521963,0.35402325,0.04399968,0.03887955,0.03777530,0.20180939
-5.09354677,4.73954324,1.31250322,4.08824276,0.14605058,0.34869232,0.04329171,0.03959466,0.03677334,0.20217627
-5.08754377,4.66997693,1.30288013,4.02150047,0.14662329,0.34241621,0.04248984,0.04029168,0.03564758,0.20299424
-5.08154077,4.59140848,1.29141439,3.94634619,0.14696860,0.33536177,0.04162585,0.04097370,0.03441701,0.20431897
-5.07553777,4.50582104,1.27874852,3.86442429,0.14712935,0.32771210,0.04073300,0.04164520,0.03310284,0.20620522
-5.06953477,4.41534066,1.26557138,3.77750275,0.14715877,0.31965994,0.03984475,0.04231181,0.03172794,0.20870319
-5.06353177,4.32217792,1.25259571,3.68743083,0.14711831,0.31140090,0.03899353,0.04298003,0.03031610,0.21185488
-5.05752876,4.22856818,1.24053509,3.59609546,0.14707520,0.30312692,0.03820949,0.04365680,0.02889138,0.21569063
-5.05152576,4.13671209,1.23008093,3.50537734,0.14709964,0.29501996,0.03751935,0.04434914,0.02747739,0.22022599
-5.04552276,4.04871760,1.22188018,3.41710723,0.14726190,0.28724632,0.03694542,0.04506360,0.02609669,0.22545904
-5.03951976,3.96654505,1.21651438,3.33302358,0.14762933,0.27995170,0.03650477,0.04580591,0.02477014,0.23136844
-5.03351676,3.89195644,1.21448080,3.25473195,0.14826351,0.27325718,0.03620856,0.04658049,0.02351645,0.23791217
-5.02751376,3.82647033,1.21617606,3.18366721,0.14921757,0.26725614,0.03606164,0.04739005,0.02235169,0.24502712
-5.02151076,3.77132334,1.22188279,3.12105937,0.15053390,0.26201237,0.03606239,0.04823535,0.02128902,0.25262968
-5.01550775,3.72743934,1.23175984,3.06790377,0.15224227,0.25755927,0.03620283,0.04911491,0.02033845,0.26061712
-5.00950475,3.69540720,1.24583611,3.02493655,0.15435842,0.25390011,0.03646887,0.05002494,0.01950671,0.26887001
-5.00350175,3.67546769,1.26400839,2.99261620,0.15688325,0.25100945,0.03684094,0.05095930,0.01879729,0.27725536
-4.99749875,3.66751012,1.28604327,2.97111187,0.15980257,0.24883551,0.03729472,0.05190965,0.01821049,0.28563060
-4.99149575,3.67107881,1.31158289,2.96029902,0.16308746,0.24730333,0.03780206,0.05286566,0.01774366,0.29384807
-4.98549275,3.68538941,1.34015465,2.95976294,0.16669515,0.24631872,0.03833207,0.05381529,0.01739141,0.30175999
-4.97948974,3.70935475,1.37118438,2.96881027,0.17057048,0.24577271,0.03885227,0.05474527,0.01714603,0.30922370
-4.97348674,3.74161948,1.40401269,2.98648848,0.17464772,0.24554635,0.03932983,0.05564154,0.01699781,0.31610686
-4.96748374,3.78060277,1.43791400,3.01161318,0.17885289,0.24551562,0.03973271,0.05648976,0.01693550,0.32229261
-4.96148074,3.82454760,1.47211773,3.04280246,0.18310620,0.24555637,0.04003086,0.05727583,0.01694676,0.32768428
-4.95547774,3.87157551,1.50583086,3.07851766,0.18732484,0.24554898,0.04019722,0.05798648,0.01701860,0.33220965
-4.94947474,3.91974484,1.53826143,3.11710915,0.19142577,0.24538262,0.04020868,0.05860967,0.01713784,0.33582439
-4.94347174,3.96711089,1.56864205,3.15686605,0.19532850,0.24495903,0.04004676,0.05913512,0.01729149,0.33851481
-4.93746873,4.01178586,1.59625277,3.19606808,0.19895783,0.24419556,0.03969817,0.05955463,0.01746719,0.34029952
-4.93146573,4.05199680,1.62044255,3.23303791,0.20224635,0.24302754,0.03915516,0.05986240,0.01765347,0.34123014
-4.92546273,4.08613946,1.64064872,3.26619226,0.20513672,0.24140986,0.03841557,0.06005522,0.01784009,0.34139091
-4.91945973,4.11282631,1.65641364,3.29408983,0.20758362,0.23931766,0.03748278,0.06013261,0.01801821,0.34089720
-4.91345673,4.13092698,1.66739805,3.31547442,0.20955532,0.23674634,0.03636539,0.06009681,0.01818055,0.33989297
-4.90745373,4.13959981,1.67339070,3.32931157,0.21103486,0.23371074,0.03507673,0.05995273,0.01832148,0.33854721
-4.90145073,4.13831325,1.67431367,3.33481743,0.21202075,0.23024369,0.03363427,0.05970779,0.01843704,0.33704943
-4.89544772,4.12685648,1.67022342,3.33147874,0.21252724,0.22639393,0.03205886,0.05937171,0.01852487,0.33560431
-4.88944472,4.10533877,1.66130723,3.31906315,0.21258409,0.22222361,0.03037395,0.05895625,0.01858412,0.33442569
-4.88344172,4.07417781,1.64787530,3.29761967,0.21223592,0.21780541,0.02860475,0.05847481,0.01861530,0.33372997
-4.87743872,4.03407743,1.63034864,3.26746927,0.21154110,0.21321940,0.02677737,0.05794216,0.01862007,0.33372918
-4.87143572,3.98599559,1.60924324,3.22918603,0.21057020,0.20854984,0.02491806,0.05737394,0.01860104,0.33462386
-4.86543272,3.93110425,1.58515107,3.18356999,0.20940417,0.20388199,0.02305246,0.05678634,0.01856152,0.33659604
-4.85942971,3.87074253,1.55871866,3.13161274,0.20813208,0.19929905,0.02120495,0.05619563,0.01850528,0.33980244
-4.85342671,3.80636543,1.53062410,3.07445747,0.20684873,0.19487931,0.01939812,0.05561778,0.01843629,0.34436829
-4.84742371,3.73949006,1.50155334,3.01335524,0.20565201,0.19069374,0.01765233,0.05506809,0.01835852,0.35038180
-4.84142071,3.67164189,1.47217685,2.94961937,0.20464016,0.18680386,0.01598546,0.05456080,0.01827579,0.35788976
-4.83541771,3.60430310,1.44312752,2.88458003,0.20390907,0.18326020,0.01441268,0.05410882,0.01819156,0.36689430
-4.82941471,3.53886526,1.41498071,2.81954082,0.20354957,0.18010122,0.01294639,0.05372344,0.01810889,0.37735102
-4.82341171,3.47658829,1.38823729,2.75573918,0.20364489,0.17735280,0.01159627,0.05341417,0.01803039,0.38916883
-4.81740870,3.41856718,1.36331035,2.69431213,0.20426831,0.17502830,0.01036936,0.05318860,0.01795825,0.40221128
-4.81140570,3.36570768,1.34051597,2.63626841,0.20548112,0.17312910,0.00927028,0.05305238,0.01789433,0.41629978
-4.80540270,3.31871165,1.32006843,2.58246797,0.20733088,0.17164575,0.00830145,0.05300925,0.01784031,0.43121836
-4.79939970,3.27807241,1.30207991,2.53360919,0.20985011,0.17055948,0.00746332,0.05306121,0.01779788,0.44672014
-4.79339670,3.24407959,1.28656450,2.49022374,0.21305535,0.16984414,0.00675473,0.05320873,0.01776899,0.46253515
-4.78739370,3.21683302,1.27344620,2.45267885,0.21694673,0.16946847,0.00617315,0.05345109,0.01775608,0.47837937
-4.78139070,3.19626424,1.26257044,2.42118623,0.22150798,0.16939854,0.00571500,0.05378679,0.01776243,0.49396464
-4.77538769,3.18216455,1.25371834,2.39581667,0.22670693,0.16960032,0.00537590,0.05421402,0.01779235,0.50900911
-4.76938469,3.17421742,1.24662302,2.37651911,0.23249649,0.17004226,0.00515093,0.05473119,0.01785148,0.52324777
-4.76338169,3.17203388,1.24098708,2.36314291,0.23881610,0.17069771,0.00503489,0.05533755,0.01794697,0.53644272
-4.75737869,3.17518869,1.23650053,2.35546192,0.24559357,0.17154717,0.00502242,0.05603371,0.01808760,0.54839273
-4.75137569,3.18325553,1.23285806,2.35319908,0.25274741,0.17258021,0.00510827,0.05682229,0.01828385,0.55894164
-4.74537269,3.19583964,1.22977523,2.35605020,0.26018941,0.17379695,0.00528735,0.05770842,0.01854787,0.56798529
-4.73936968,3.21260618,1.22700266,2.36370592,0.26782759,0.17520908,0.00555489,0.05870023,0.01889327,0.57547660
-4.73336668,3.23330329,1.22433780,2.37587077,0.27556927,0.17684036,0.00590651,0.05980924,0.01933492,0.58142862
-4.72736368,3.25777880,1.22163382,2.39227884,0.28332435,0.17872648,0.00633826,0.06105057,0.01988853,0.58591531
-4.72136068,3.28598998,1.21880543,2.41270524,0.29100847,0.18091436,0.00684665,0.06244304,0.02057017,0.58907005
-4.71535768,3.31800605,1.21583137,2.43697335,0.29854621,0.18346086,0.00742866,0.06400908,0.02139571,0.59108184
-4.70935468,3.35400340,1.21275374,2.46495753,0.30587384,0.18643094,0.00808170,0.06577437,0.02238013,0.59218927
-4.70335168,3.39425387,1.20967420,2.49658149,0.31294187,0.18989524,0.00880354,0.06776738,0.02353681,0.59267257
-4.69734867,3.43910654,1.20674733,2.53181254,0.31971696,0.19392725,0.00959224,0.07001853,0.02487681,0.59284394
-4.69134567,3.48896388,1.20417149,2.57065214,0.32618322,0.19860012,0.01044600,0.07255922,0.02640809,0.59303650
-4.68534267,3.54425326,1.20217766,2.61312320,0.33234272,0.20398320,0.01136307,0.07542062,0.02813484,0.59359227
-4.67933967,3.60539485,1.20101661,2.65925493,0.33821520,0.21013837,0.01234155,0.07863225,0.03005684,0.59484973
-4.67333667,3.67276729,1.20094503,2.70906571,0.34383681,0.21711644,0.01337920,0.08222042,0.03216893,0.59713120
-4.66733367,3.74667249,1.20221121,2.76254497,0.34925798,0.22495355,0.01447328,0.08620658,0.03446067,0.60073069
-4.66133067,3.82730096,1.20504066,2.81963486,0.35454041,0.23366789,0.01562031,0.09060559,0.03691610,0.60590261
-4.65532766,3.91469923,1.20962243,2.88021251,0.35975322,0.24325673,0.01681590,0.09542401,0.03951373,0.61285174
-4.64932466,4.00874064,1.21609656,2.94407377,0.36496852,0.25369403,0.01805453,0.10065856,0.04222674,0.62172474
-4.64332166,4.10910115,1.22454311,3.01091936,0.37025642,0.26492857,0.01932946,0.10629471,0.04502338,0.63260372
-4.63731866,4.21524113,1.23497346,3.08034403,0.37567984,0.27688292,0.02063256,0.11230553,0.04786759,0.64550181
