energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,0.09119403,0.00099054,0.00245754,0.01663486,0.00479633,0.06465003,0.00000000
-5.99399700,0.09388645,0.00120313,0.00279130,0.01697072,0.00513449,0.06605634,0.00000000
-5.98799400,0.09990390,0.00145319,0.00322162,0.01789177,0.00565182,0.06980778,0.00000000
-5.98199100,0.10921654,0.00174450,0.00375326,0.01938757,0.00635212,0.07587296,0.00000000
-5.97598799,0.12180795,0.00208066,0.00439121,0.02144968,0.00723968,0.08423029,0.00000000
-5.96998499,0.13766784,0.00246496,0.00514027,0.02407042,0.00831876,0.09486313,0.00000000
-5.96398199,0.15678315,0.00290023,0.00600474,0.02724145,0.00959309,0.10775377,0.00000000
-5.95797899,0.17912814,0.00338862,0.00698793,0.03095213,0.01106519,0.12287669,0.00000000
-5.95197599,0.20465381,0.00393145,0.00809176,0.03518780,0.01273578,0.14019134,0.00000000
-5.94597299,0.23327714,0.00452903,0.00931631,0.03992813,0.01460304,0.15963477,0.00000000
-5.93996998,0.26487075,0.00518043,0.01065944,0.04514541,0.01666199,0.18111454,0.00000000
-5.93396698,0.29925347,0.00588340,0.01211636,0.05080323,0.01890386,0.20450228,0.00000000
-5.92796398,0.33618243,0.00663417,0.01367933,0.05685521,0.02131560,0.22962823,0.00000000
-5.92196098,0.37534719,0.00742740,0.01533746,0.06324427,0.02387944,0.25627722,0.00000000
-5.91595798,0.41636639,0.00825615,0.01707653,0.06990228,0.02657272,0.28418636,0.00000000
-5.90995498,0.45878734,0.00911185,0.01887901,0.07675014,0.02936775,0.31304473,0.00000000
-5.90395198,0.50208883,0.00998443,0.02072418,0.08369848,0.03223201,0.34249523,0.00000000
-5.89794897,0.54568728,0.01086244,0.02258839,0.09064890,0.03512852,0.37213882,0.00000000
-5.89194597,0.58894640,0.01173324,0.02444549,0.09749566,0.03801645,0.40154098,0.00000000
-5.88594297,0.63118995,0.01258332,0.02626740,0.10412800,0.04085188,0.43024042,0.00000000
-5.87993997,0.67171752,0.01339859,0.02802477,0.11043277,0.04358892,0.45775970,0.00000000
-5.87393697,0.70982260,0.01416478,0.02968785,0.11629748,0.04618080,0.48361753,0.00000000
-5.86793397,0.74481247,0.01486783,0.03122734,0.12161356,0.04858130,0.50734214,0.00000000
