energy_ev,total_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up,Zr_p_up,Zr_d_up
-5.78389195,5.14760402,0.09549487,0.63630094,2.33045227,0.00000000,0.72633128,0.23316039,1.84581373,1.07216677
-5.77788894,5.23392122,0.09695496,0.64519940,2.37719893,0.00000000,0.73783577,0.23718245,1.88746849,1.08403081
-5.77188594,5.30622796,0.09819062,0.65306001,2.41693568,0.00000000,0.74702072,0.24030719,1.92462914,1.09348322
-5.76588294,5.36412569,0.09919343,0.65987092,2.44935218,0.00000000,0.75384710,0.24251516,1.95696589,1.10062232
-5.75987994,5.40749043,0.09995926,0.66564887,2.47426473,0.00000000,0.75831569,0.24380359,1.98422823,1.10560781
-5.75387694,5.43647157,0.10048827,0.67043848,2.49161917,0.00000000,0.76046621,0.24418585,2.00624999,1.10865555
-5.74787394,5.45148114,0.10078484,0.67431029,2.50148986,0.00000000,0.76037534,0.24369052,2.02295186,1.11002984
-5.74187094,5.45317419,0.10085733,0.67735747,2.50407459,0.00000000,0.75815371,0.24235997,2.03434110,1.11003369
-5.73586793,5.44242101,0.10071779,0.67969152,2.49968588,0.00000000,0.75394198,0.24024853,2.04050868,1.10899713
-5.72986493,5.42027259,0.10038143,0.68143700,2.48873884,0.00000000,0.74790631,0.23742049,2.04162396,1.10726426
-5.72386193,5.38792051,0.09986612,0.68272551,2.47173634,0.00000000,0.74023322,0.23394780,2.03792719,1.10517943
-5.71785893,5.34665324,0.09919171,0.68368932,2.44925193,0.00000000,0.73112414,0.22990772,2.02972005,1.10307309
-5.71185593,5.29781021,0.09837939,0.68445477,2.42191122,0.00000000,0.72078991,0.22538044,2.01735481,1.10124801
-5.70585293,5.24273580,0.09745095,0.68513584,2.39037242,0.00000000,0.70944526,0.22044683,2.00122227,1.09996622
-5.69984992,5.18273468,0.09642807,0.68582805,2.35530672,0.00000000,0.69730352,0.21518625,1.98173910,1.09943740
-5.69384692,5.11903032,0.09533158,0.68660320,2.31737923,0.00000000,0.68457170,0.20967469,1.95933490,1.09980908
-5.68784392,5.05272796,0.09418085,0.68750484,2.27723105,0.00000000,0.67144604,0.20398310,1.93443943,1.10115907
-5.68184092,4.98478340,0.09299314,0.68854503,2.23546300,0.00000000,0.65810816,0.19817605,1.90747044,1.10349057
-5.67583792,4.91597862,0.09178310,0.68970228,2.19262165,0.00000000,0.64472178,0.19231075,1.87882247,1.10672996
-5.66983492,4.84690479,0.09056233,0.69092097,2.14918784,0.00000000,0.63143020,0.18643635,1.84885685,1.11072764
-5.66383192,4.77795327,0.08933910,0.69211213,2.10556808,0.00000000,0.61835438,0.18059362,1.81789340,1.11526178
-5.65782891,4.70931468,0.08811814,0.69315571,2.06208899,0.00000000,0.60559178,0.17481490,1.78620387,1.12004493
-5.65182591,4.64098579,0.08690060,0.69390422,2.01899484,0.00000000,0.59321590,0.16912435,1.75400740,1.12473324
-5.64582291,4.57278398,0.08568414,0.69418760,1.97644817,0.00000000,0.58127639,0.16353846,1.72146814,1.12893812
-5.63981991,4.50436836,0.08446319,0.69381914,1.93453331,0.00000000,0.56979985,0.15806675,1.68869502,1.13223964
-5.63381691,4.43526670,0.08322931,0.69260232,1.89326254,0.00000000,0.55879114,0.15271264,1.65574364,1.13420152
-5.62781391,4.36490703,0.08197164,0.69033813,1.85258471,0.00000000,0.54823523,0.14747449,1.62262032,1.13438685
-5.62181091,4.29265260,0.08067758,0.68683274,1.81239572,0.00000000,0.53809949,0.14234661,1.58928793,1.13237415
-5.61580790,4.21783876,0.07933342,0.68190517,1.77255056,0.00000000,0.52833636,0.13732044,1.55567348,1.12777299
-5.60980490,4.13981030,0.07792513,0.67539464,1.73287636,0.00000000,0.51888631,0.13238561,1.52167701,1.12023868
-5.60380190,4.05795791,0.07643912,0.66716723,1.69318591,0.00000000,0.50968112,0.12753103,1.48718153,1.10948545
-5.59779890,3.97175211,0.07486307,0.65712182,1.65329123,0.00000000,0.50064716,0.12274585,1.45206357,1.09529747
-5.59179590,3.88077368,0.07318668,0.64519475,1.61301648,0.00000000,0.49170890,0.11802038,1.41620393,1.07753751
-5.58579290,3.78473926,0.07140239,0.63136331,1.57221001,0.00000000,0.48279233,0.11334677,1.37949823,1.05615271
-5.57978989,3.68352133,0.06950600,0.61564778,1.53075488,0.00000000,0.47382818,0.10871968,1.34186674,1.03117743
-5.57378689,3.57716183,0.06749719,0.59811195,1.48857762,0.00000000,0.46475510,0.10413667,1.30326321,1.00273300
-5.56778389,3.46587918,0.06537989,0.57886223,1.44565489,0.00000000,0.45552233,0.09959851,1.26368228,0.97102460
-5.56178089,3.35006842,0.06316251,0.55804531,1.40201786,0.00000000,0.44609212,0.09510925,1.22316504,0.93633519
-5.55577789,3.23029473,0.06085798,0.53584451,1.35775411,0.00000000,0.43644152,0.09067618,1.18180278,0.89901717
-5.54977489,3.10728069,0.05848367,0.51247510,1.31300719,0.00000000,0.42656370,0.08630962,1.13973838,0.85948186
-5.54377189,2.98188801,0.05606109,0.48817862,1.26797370,0.00000000,0.41646853,0.08202260,1.09716567,0.81818747
-5.53776888,2.85509442,0.05361548,0.46321662,1.22289818,0.00000000,0.40618256,0.07783033,1.05432639,0.77562603
-5.53176588,2.72796686,0.05117518,0.43786400,1.17806596,0.00000000,0.39574826,0.07374975,1.01150512,0.73230984
-5.52576288,2.60163199,0.04877096,0.41240221,1.13379437,0.00000000,0.38522251,0.06979881,0.96902226,0.68875800
-5.51975988,2.47724519,0.04643519,0.38711264,1.09042257,0.00000000,0.37467457,0.06599590,0.92722527,0.64548349
-5.51375688,2.35595929,0.04420092,0.36227035,1.04830042,0.00000000,0.36418333,0.06235913,0.88647865,0.60298134
-5.50775388,2.23889408,0.04210094,0.33813840,1.00777700,0.00000000,0.35383416,0.05890567,0.84715295,0.56171813
-5.50175088,2.12710782,0.04016683,0.31496298,0.96918899,0.00000000,0.34371539,0.05565122,0.80961328,0.52212331
-5.49574787,2.02157163,0.03842793,0.29296939,0.93284963,0.00000000,0.33391452,0.05260940,0.77420780,0.48458233
-5.48974487,1.92314765,0.03691047,0.27235899,0.89903858,0.00000000,0.32451450,0.04979134,0.74125664,0.44943187
-5.48374187,1.83257165,0.03563668,0.25330722,0.86799310,0.00000000,0.31559007,0.04720538,0.71104177,0.41695706
-5.47773887,1.75044060,0.03462401,0.23596254,0.83990104,0.00000000,0.30720446,0.04485683,0.68379813,0.38739060
-5.47173587,1.67720548,0.03388451,0.22044633,0.81489583,0.00000000,0.29940652,0.04274789,0.65970652,0.36091381
-5.46573287,1.61316950,0.03342429,0.20685366,0.79305373,0.00000000,0.29222860,0.04087777,0.63888851,0.33765913
-5.45972986,1.55849151,0.03324324,0.19525476,0.77439350,0.00000000,0.28568504,0.03924284,0.62140353,0.31771399
-5.45372686,1.51319435,0.03333481,0.18569706,0.75887849,0.00000000,0.27977163,0.03783699,0.60724834,0.30112568
-5.44772386,1.47717768,0.03368608,0.17820759,0.74642106,0.00000000,0.27446589,0.03665204,0.59635893,0.28790693
-5.44172086,1.45023442,0.03427799,0.17279569,0.73688914,0.00000000,0.26972825,0.03567829,0.58861458,0.27804184
-5.43571786,1.43207018,0.03508573,0.16945574,0.73011462,0.00000000,0.26550413,0.03490509,0.58384415,0.27149180
-5.42971486,1.42232450,0.03607940,0.16816971,0.72590316,0.00000000,0.26172665,0.03432152,0.58183407,0.26820125
-5.42371186,1.42059303,0.03722475,0.16890956,0.72404501,0.00000000,0.25832008,0.03391697,0.58233775,0.26810279
-5.41770885,1.42644947,0.03848416,0.17163920,0.72432617,0.00000000,0.25520368,0.03368182,0.58508609,0.27112164
-5.41170585,1.43946621,0.03981766,0.17631597,0.72653957,0.00000000,0.25229581,0.03360796,0.58979831,0.27717909
-5.40570285,1.45923273,0.04118407,0.18289158,0.73049538,0.00000000,0.24951812,0.03368931,0.59619289,0.28619487
-5.39969985,1.48537085,0.04254226,0.19131253,0.73603027,0.00000000,0.24679958,0.03392214,0.60399797,0.29808842
-5.39369685,1.51754609,0.04385229,0.20151997,0.74301483,0.00000000,0.24408017,0.03430532,0.61296072,0.31277894
-5.38769385,1.55547466,0.04507659,0.21344903,0.75135903,0.00000000,0.24131404,0.03484041,0.62285533,0.33018445
-5.38169085,1.59892586,0.04618110,0.22702779,0.76101522,0.00000000,0.23847209,0.03553156,0.63348933,0.35021969
-5.37568784,1.64771970,0.04713615,0.24217599,0.77197864,0.00000000,0.23554363,0.03638524,0.64470788,0.37279340
-5.36968484,1.70172020,0.04791735,0.25880353,0.78428535,0.00000000,0.23253737,0.03740986,0.65639595,0.39780481
-5.36368184,1.76082462,0.04850617,0.27680905,0.79800772,0.00000000,0.22948139,0.03861515,0.66847848,0.42513993
-5.35767884,1.82494945,0.04889036,0.29607861,0.81324765,0.00000000,0.22642239,0.04001155,0.68091846,0.45466763
-5.35167584,1.89401404,0.04906415,0.31648477,0.83012796,0.00000000,0.22342406,0.04160936,0.69371319,0.48623606
-5.34567284,1.96792277,0.04902820,0.33788607,0.84878227,0.00000000,0.22056482,0.04341790,0.70688909,0.51966947
-5.33966983,2.04654690,0.04878933,0.36012708,0.86934397,0.00000000,0.21793495,0.04544464,0.72049518,0.55476586
-5.33366683,2.12970721,0.04836013,0.38303911,0.89193482,0.00000000,0.21563323,0.04769432,0.73459594,0.59129563
-5.32766383,2.21715833,0.04775824,0.40644159,0.91665367,0.00000000,0.21376342,0.05016815,0.74926369,0.62900135
-5.32166083,2.30857584,0.04700565,0.43014407,0.94356591,0.00000000,0.21243043,0.05286305,0.76457101,0.66759885
-5.31565783,2.40354673,0.04612777,0.45394889,0.97269413,0.00000000,0.21173662,0.05577113,0.78058354,0.70677968
-5.30965483,2.50156385,0.04515249,0.47765433,1.00401040,0.00000000,0.21177810,0.05887916,0.79735356,0.74621477
-5.30365183,2.60202460,0.04410919,0.50105806,1.03743048,0.00000000,0.21264141,0.06216843,0.81491449,0.78555940
-5.29764882,2.70423400,0.04302780,0.52396096,1.07281022,0.00000000,0.21440035,0.06561461,0.83327648,0.82445905
-5.29164582,2.80741185,0.04193782,0.54617078,1.10994424,0.00000000,0.21711335,0.06918797,0.85242336,0.86255617
-5.28564282,2.91070378,0.04086753,0.56750580,1.14856697,0.00000000,0.22082119,0.07285374,0.87231074,0.89949730
-5.27963982,3.01319539,0.03984317,0.58779807,1.18835583,0.00000000,0.22554521,0.07657265,0.89286545,0.93494045
-5.27363682,3.11392912,0.03888834,0.60689621,1.22893647,0.00000000,0.23128606,0.08030173,0.91398598,0.96856233
-5.26763382,3.21192268,0.03802349,0.62466757,1.26988986,0.00000000,0.23802284,0.08399515,0.93554406,1.00006512
-5.26163082,3.30618868,0.03726553,0.64099974,1.31076072,0.00000000,0.24571287,0.08760523,0.95738701,1.02918252
-5.25562781,3.39575437,0.03662761,0.65580130,1.35106726,0.00000000,0.25429182,0.09108357,0.97934084,1.05568487
-5.24962481,3.47968104,0.03611897,0.66900192,1.39031165,0.00000000,0.26367445,0.09438215,1.00121391,1.07938315
-5.24362181,3.55708233,0.03574500,0.68055181,1.42799099,0.00000000,0.27375579,0.09745448,1.02280101,1.10013181
-5.23761881,3.62714119,0.03550731,0.69042060,1.46360843,0.00000000,0.28441276,0.10025664,1.04388792,1.11783034
-5.23161581,3.68912513,0.03540398,0.69859590,1.49668424,0.00000000,0.29550641,0.10274838,1.06425614,1.13242367
-5.22561281,3.74239954,0.03542990,0.70508162,1.52676648,0.00000000,0.30688449,0.10489397,1.08368793,1.14390159
-5.21960980,3.78643922,0.03557707,0.70989623,1.55344113,0.00000000,0.31838459,0.10666306,1.10197160,1.15229718
-5.21360680,3.82083796,0.03583513,0.71307113,1.57634155,0.00000000,0.32983764,0.10803127,1.11890693,1.15768449
-5.20760380,3.84531641,0.03619177,0.71464934,1.59515693,0.00000000,0.34107176,0.10898075,1.13431074,1.16017581
-5.20160080,3.85972829,0.03663333,0.71468440,1.60963994,0.00000000,0.35191644,0.10950052,1.14802248,1.15991843
-5.19559780,3.86406492,0.03714524,0.71323984,1.61961300,0.00000000,0.36220689,0.10958666,1.15990978,1.15709130
-5.18959480,3.85845821,0.03771265,0.71038897,1.62497349,0.00000000,0.37178835,0.10924237,1.16987366,1.15190155
-5.18359180,3.84318181,0.03832086,0.70621507,1.62569744,0.00000000,0.38052043,0.10847788,1.17785331,1.14458097
-5.17758879,3.81865041,0.03895586,0.70081180,1.62184167,0.00000000,0.38828104,0.10731025,1.18383013,1.13538251
-5.17158579,3.78541669,0.03960475,0.69428383,1.61354425,0.00000000,0.39496990,0.10576302,1.18783070,1.12457664
-5.16558279,3.74416584,0.04025607,0.68674735,1.60102307,0.00000000,0.40051145,0.10386577,1.18992846,1.11244767
-5.15957979,3.69570697,0.04090014,0.67833030,1.58457250,0.00000000,0.40485693,0.10165358,1.19024378,1.09928976
-5.15357679,3.64096143,0.04152919,0.66917235,1.56455786,0.00000000,0.40798546,0.09916638,1.18894221,1.08540264
-5.14757379,3.58094740,0.04213747,0.65942408,1.54140787,0.00000000,0.40990421,0.09644822,1.18623077,1.07108690
-5.14157079,3.51676104,0.04272126,0.64924565,1.51560506,0.00000000,0.41064735,0.09354648,1.18235216,1.05663879
-5.13556778,3.44955399,0.04327866,0.63880452,1.48767415,0.00000000,0.41027407,0.09051096,1.17757700,1.04234461
-5.12956478,3.38050764,0.04380945,0.62827245,1.45816886,0.00000000,0.40886543,0.08739294,1.17219434,1.02847463
-5.12356178,3.31080487,0.04431471,0.61782179,1.42765729,0.00000000,0.40652050,0.08424416,1.16650055,1.01527676
-5.11755878,3.24159976,0.04479645,0.60762100,1.39670640,0.00000000,0.40335170,0.08111578,1.16078733,1.00297018
-5.11155578,3.17398665,0.04525718,0.59782985,1.36586617,0.00000000,0.39947974,0.07805729,1.15532911,0.99173914
-5.10555278,3.10896955,0.04569945,0.58859436,1.33565392,0.00000000,0.39502833,0.07511546,1.15037058,0.98172724
-5.09954977,3.04743325,0.04612539,0.58004179,1.30653952,0.00000000,0.39011904,0.07233325,1.14611509,0.97303262
-5.09354677,2.99011758,0.04653631,0.57227599,1.27893207,0.00000000,0.38486647,0.06974889,1.14271438,0.96570424
-5.08754377,2.93759610,0.04693233,0.56537338,1.25316873,0.00000000,0.37937405,0.06739491,1.14026046,0.95973969
-5.08154077,2.89026041,0.04731211,0.55937990,1.22950610,0.00000000,0.37373073,0.06529741,1.13878006,0.95508480
-5.07553777,2.84831100,0.04767270,0.55430907,1.20811471,0.00000000,0.36800861,0.06347547,1.13823216,0.95163515
-5.06953477,2.81175541,0.04800950,0.55014142,1.18907684,0.00000000,0.36226172,0.06194067,1.13850869,0.94923965
-5.06353177,2.78041398,0.04831629,0.54682533,1.17238779,0.00000000,0.35652587,0.06069690,1.13943876,0.94770619
-5.05752876,2.75393314,0.04858552,0.54427940,1.15796057,0.00000000,0.35081966,0.05974041,1.14079610,0.94680922
-5.05152576,2.73180585,0.04880855,0.54239629,1.14563389,0.00000000,0.34514640,0.05906002,1.14230953,0.94629914
-5.04552276,2.71339841,0.04897610,0.54104775,1.13518287,0.00000000,0.33949684,0.05863760,1.14367605,0.94591299
-5.03951976,2.69798247,0.04907878,0.54009096,1.12633227,0.00000000,0.33385245,0.05844882,1.14457589,0.94538626
-5.03351676,2.68477100,0.04910755,0.53937554,1.11877133,0.00000000,0.32818912,0.05846402,1.14468893,0.94446520
-5.02751376,2.67295643,0.04905439,0.53875124,1.11216972,0.00000000,0.32248085,0.05864930,1.14371162,0.94291919
-5.02151076,2.66174960,0.04891280,0.53807577,1.10619391,0.00000000,0.31670334,0.05896774,1.14137367,0.94055261
-5.01550775,2.65041760,0.04867830,0.53722247,1.10052311,0.00000000,0.31083723,0.05938071,1.13745370,0.93721572
-5.00950475,2.63831898,0.04834895,0.53608745,1.09486422,0.00000000,0.30487069,0.05984917,1.13179320,0.93281405
-5.00350175,2.62493498,0.04792564,0.53459596,1.08896525,0.00000000,0.29880149,0.06033503,1.12430796,0.92731597
-4.99749875,2.60989539,0.04741233,0.53270748,1.08262656,0.00000000,0.29263825,0.06080241,1.11499676,0.92075787
-4.99149575,2.59299830,0.04681618,0.53041953,1.07570987,0.00000000,0.28640094,0.06121881,1.10394670,0.91324705
-4.98549275,2.57422286,0.04614750,0.52776980,1.06814439,0.00000000,0.28012076,0.06155615,1.09133502,0.90496180
-4.97948974,2.55373491,0.04541957,0.52483671,1.05993045,0.00000000,0.27383936,0.06179159,1.07742746,0.89614894
-4.97348674,2.53188541,0.04464830,0.52173810,1.05114025,0.00000000,0.26760757,0.06190822,1.06257311,0.88711867
-4.96748374,2.50920185,0.04385183,0.51862831,1.04191613,0.00000000,0.26148388,0.06189545,1.04719607,0.87823703
-4.96148074,2.48637331,0.04304994,0.51569369,1.03246639,0.00000000,0.25553262,0.06174927,1.03178427,0.86991611
-4.95547774,2.46422968,0.04226342,0.51314663,1.02305910,0.00000000,0.24982216,0.06147222,1.01687589,0.86260244
-4.94947474,2.44371620,0.04151339,0.51121845,1.01401407,0.00000000,0.24442320,0.06107316,1.00304394,0.85676389
-4.94347174,2.42586406,0.04082052,0.51015142,1.00569341,0.00000000,0.23940718,0.06056688,0.99087951,0.85287552
-4.93746873,2.41175820,0.04020434,0.51019009,0.99849093,0.00000000,0.23484495,0.05997346,0.98097434,0.85140491
-4.93146573,2.40250341,0.03968249,0.51157251,0.99282072,0.00000000,0.23080568,0.05931759,0.97390326,0.85279736
-4.92546273,2.39918966,0.03927008,0.51452137,0.98910525,0.00000000,0.22735600,0.05862760,0.97020709,0.85746152
-4.91945973,2.40285772,0.03897908,0.51923568,0.98776311,0.00000000,0.22455934,0.05793455,0.97037643,0.86575589
-4.91345673,2.41446593,0.03881787,0.52588313,0.98919674,0.00000000,0.22247540,0.05727117,0.97483690,0.87797656
-4.90745373,2.43485904,0.03879086,0.53459347,0.99378033,0.00000000,0.22115963,0.05667072,0.98393612,0.89434674
-4.90145073,2.46473970,0.03889828,0.54545317,1.00184804,0.00000000,0.22066272,0.05616595,0.99793279,0.91500825
-4.89544772,2.50464346,0.03913607,0.55850151,1.01368276,0.00000000,0.22102990,0.05578794,1.01698821,0.94001530
-4.88944472,2.55491769,0.03949595,0.57372832,1.02950566,0.00000000,0.22230017,0.05556508,1.04116019,0.96933087
-4.88344172,2.61570505,0.03996563,0.59107334,1.04946671,0.00000000,0.22450522,0.05552208,1.07039972,1.00282559
-4.87743872,2.68693178,0.04052914,0.61042731,1.07363633,0.00000000,0.22766819,0.05567904,1.10455027,1.04027945
-4.87143572,2.76830129,0.04116731,0.63163472,1.10199856,0.00000000,0.23180219,0.05605072,1.14334978,1.08138598
-4.86543272,2.85929314,0.04185830,0.65449803,1.13444593,0.00000000,0.23690876,0.05664584,1.18643527,1.12575908
-4.85942971,2.95916761,0.04257830,0.67878329,1.17077630,0.00000000,0.24297619,0.05746665,1.23334985,1.17294202
-4.85342671,3.06697579,0.04330221,0.70422687,1.21069184,0.00000000,0.24997792,0.05850861,1.28355211,1.22241846
-4.84742371,3.18157518,0.04400441,0.73054302,1.25380054,0.00000000,0.25787115,0.05976029,1.33642747,1.27362505
-4.84142071,3.30165030,0.04465953,0.75743199,1.29962021,0.00000000,0.26659568,0.06120345,1.39130131,1.32596523
-4.83541771,3.42573808,0.04524320,0.78458827,1.34758513,0.00000000,0.27607323,0.06281343,1.44745350,1.37882360
-4.82941471,3.55225729,0.04573276,0.81170876,1.39705539,0.00000000,0.28620721,0.06455958,1.50413393,1.43158055
-4.82341171,3.67954131,0.04610793,0.83850037,1.44732876,0.00000000,0.29688321,0.06640607,1.56057872,1.48362640
-4.81740870,3.80587336,0.04635133,0.86468687,1.49765481,0.00000000,0.30797011,0.06831273,1.61602650,1.53437468
-4.81140570,3.92952314,0.04644901,0.89001459,1.54725117,0.00000000,0.31932184,0.07023619,1.66973450,1.58327406
-4.80540270,4.04878386,0.04639076,0.91425683,1.59532125,0.00000000,0.33078000,0.07213099,1.72099381,1.62981843
-4.79939970,4.16200854,0.04617037,0.93721680,1.64107309,0.00000000,0.34217699,0.07395095,1.76914359,1.67355489
-4.79339670,4.26764452,0.04578574,0.95872906,1.68373871,0.00000000,0.35333977,0.07565042,1.81358362,1.71408940
-4.78739370,4.36426503,0.04523884,0.97865930,1.72259327,0.00000000,0.36409409,0.07718565,1.85378507,1.75108992
-4.78139070,4.45059716,0.04453562,0.99690284,1.75697351,0.00000000,0.37426905,0.07851603,1.88929906,1.78428723
-4.77538769,4.52554516,0.04368577,1.01338172,1.78629475,0.00000000,0.38370181,0.07960528,1.91976292,1.81347334
-4.76938469,4.58820878,0.04270234,1.02804086,1.81006589,0.00000000,0.39224224,0.08042247,1.94490406,1.83849792
-4.76338169,4.63789619,0.04160140,1.04084346,1.82790190,0.00000000,0.39975747,0.08094289,1.96454142,1.85926306
-4.75737869,4.67413134,0.04040151,1.05176606,1.83953341,0.00000000,0.40613602,0.08114865,1.97858468,1.87571678
-4.75137569,4.69665594,0.03912323,1.06079360,1.84481302,0.00000000,0.41129137,0.08102913,1.98703134,1.88784584
-4.74537269,4.70542637,0.03778858,1.06791482,1.84371824,0.00000000,0.41516494,0.08058113,1.98996200,1.89566833
-4.73936968,4.70060596,0.03642051,1.07311850,1.83635099,0.00000000,0.41772822,0.07980880,1.98753419,1.89922654
-4.73336668,4.68255344,0.03504233,1.07639051,1.82293375,0.00000000,0.41898405,0.07872332,1.97997506,1.89858061
-4.72736368,4.65180818,0.03367725,1.07771230,1.80380261,0.00000000,0.41896695,0.07734236,1.96757337,1.89380339
-4.72136068,4.60907302,0.03234788,1.07706061,1.77939748,0.00000000,0.41774260,0.07568942,1.95067109,1.88497667
-4.71535768,4.55519561,0.03107581,1.07440868,1.75025003,0.00000000,0.41540629,0.07379293,1.92965508,1.87218918
-4.70935468,4.49114884,0.02988126,1.06972881,1.71696963,0.00000000,0.41208058,0.07168528,1.90494897,1.85553619
-4.70335168,4.41801110,0.02878278,1.06299610,1.68022803,0.00000000,0.40791218,0.06940180,1.87700560,1.83512081
-4.69734867,4.33694684,0.02779696,1.05419321,1.64074313,0.00000000,0.40306810,0.06697968,1.84630008,1.81105668
-4.69134567,4.24918775,0.02693828,1.04331572,1.59926251,0.00000000,0.39773134,0.06445694,1.81332359,1.78347181
-4.68534267,4.15601487,0.02621891,1.03037779,1.55654700,0.00000000,0.39209609,0.06187142,1.77857784,1.75251314
-4.67933967,4.05874143,0.02564870,1.01541771,1.51335494,0.00000000,0.38636272,0.05925989,1.74257014,1.71835142
-4.67333667,3.95869670,0.02523504,0.99850289,1.47042730,0.00000000,0.38073264,0.05665726,1.70580886,1.68118583
-4.66733367,3.85721022,0.02498290,0.97973392,1.42847395,0.00000000,0.37540314,0.05409588,1.66879921,1.64124794
-4.66133067,3.75559649,0.02489483,0.95924732,1.38816138,0.00000000,0.37056247,0.05160507,1.63203897,1.59880456
-4.65532766,3.65513968,0.02497097,0.93721682,1.35010190,0.00000000,0.36638509,0.04921070,1.59601413,1.55415905
-4.64932466,3.55707810,0.02520917,0.91385273,1.31484438,0.00000000,0.36302742,0.04693493,1.56119411,1.50765088
-4.64332166,3.46258834,0.02560501,0.88939957,1.28286662,0.00000000,0.36062398,0.04479613,1.52802659,1.45965325
