energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up
-5.65782891,0.37089517,0.35810908,0.13364329,0.02745177,0.00064791,0.00011152,0.29792692
-5.65182591,0.33875096,0.32662287,0.12249423,0.02477892,0.00059213,0.00009491,0.27290893
-5.64582291,0.30771533,0.29633249,0.11162389,0.02227029,0.00053817,0.00008056,0.24855759
-5.63981991,0.27795576,0.26737906,0.10111242,0.01992492,0.00048636,0.00006822,0.22504406
-5.63381691,0.24962376,0.23988996,0.09103263,0.01774179,0.00043697,0.00005763,0.20252366
-5.62781391,0.22285002,0.21397434,0.08144804,0.01571958,0.00039025,0.00004857,0.18113168
-5.62181091,0.19774065,0.18971958,0.07241143,0.01385654,0.00034639,0.00004084,0.16098007
-5.61580790,0.17437455,0.16718878,0.06396385,0.01215027,0.00030553,0.00003425,0.14215529
-5.60980490,0.15280205,0.14641945,0.05613417,0.01059767,0.00026779,0.00002866,0.12471725
-5.60380190,0.13304478,0.12742328,0.04893911,0.00919490,0.00023319,0.00002391,0.10869935
-5.59779890,0.11509671,0.11018702,0.04238375,0.00793744,0.00020173,0.00001990,0.09410946
-5.59179590,0.09892622,0.09467436,0.03646240,0.00682017,0.00017336,0.00001651,0.08093179
-5.58579290,0.08447896,0.08082854,0.03115979,0.00583760,0.00014798,0.00001366,0.06912944
-5.57978989,0.07168134,0.06857555,0.02645249,0.00498406,0.00012547,0.00001126,0.05864740
-5.57378689,0.06044448,0.05782780,0.02231048,0.00425406,0.00010565,0.00000927,0.04941591
-5.56778389,0.05066825,0.04848791,0.01869876,0.00364255,0.00008836,0.00000760,0.04135389
-5.56178089,0.04224543,0.04045260,0.01557894,0.00314535,0.00007339,0.00000623,0.03437232
-5.55577789,0.03506560,0.03361635,0.01291081,0.00275949,0.00006053,0.00000511,0.02837753
-5.54977489,0.02901885,0.02787492,0.01065372,0.00248361,0.00004958,0.00000421,0.02327408
-5.54377189,0.02399899,0.02312840,0.00876782,0.00231838,0.00004032,0.00000349,0.01896738
-5.53776888,0.01990638,0.01928393,0.00721515,0.00226689,0.00003256,0.00000294,0.01536585
-5.53176588,0.01665027,0.01625791,0.00596047,0.00233497,0.00002611,0.00000253,0.01238262
-5.52576288,0.01415058,0.01397779,0.00497199,0.00253158,0.00002079,0.00000226,0.00993690
-5.51975988,0.01233922,0.01238332,0.00422179,0.00286907,0.00001644,0.00000211,0.00795485
-5.51375688,0.01116096,0.01142740,0.00368617,0.00336342,0.00001291,0.00000208,0.00637012
-5.50775388,0.01057381,0.01107650,0.00334579,0.00403438,0.00001006,0.00000216,0.00512408
-5.50175088,0.01054899,0.01131057,0.00318566,0.00490553,0.00000779,0.00000235,0.00416576
-5.49574787,0.01107052,0.01212271,0.00319500,0.00600420,0.00000598,0.00000267,0.00345158
-5.48974487,0.01213445,0.01351828,0.00336700,0.00736122,0.00000457,0.00000310,0.00294491
-5.48374187,0.01374773,0.01551380,0.00369847,0.00901054,0.00000346,0.00000367,0.00261553
-5.47773887,0.01592677,0.01813536,0.00418939,0.01098866,0.00000260,0.00000438,0.00243890
-5.47173587,0.01869566,0.02141677,0.00484238,0.01333376,0.00000194,0.00000525,0.00239556
-5.46573287,0.02208414,0.02539730,0.00566208,0.01608471,0.00000144,0.00000628,0.00247034
-5.45972986,0.02612524,0.03011916,0.00665450,0.01927981,0.00000106,0.00000749,0.00265164
-5.45372686,0.03085275,0.03562462,0.00782629,0.02295529,0.00000077,0.00000888,0.00293072
-5.44772386,0.03629837,0.04195292,0.00918394,0.02714366,0.00000056,0.00001048,0.00330104
-5.44172086,0.04248881,0.04913701,0.01073303,0.03187184,0.00000040,0.00001230,0.00375755
-5.43571786,0.04944281,0.05720011,0.01247734,0.03715925,0.00000029,0.00001433,0.00429613
-5.42971486,0.05716804,0.06615235,0.01441810,0.04301579,0.00000021,0.00001658,0.00491301
-5.42371186,0.06565833,0.07598749,0.01655320,0.04943994,0.00000014,0.00001905,0.00560428
-5.41770885,0.07489092,0.08667993,0.01887650,0.05641698,0.00000010,0.00002173,0.00636545
-5.41170585,0.08482426,0.09818207,0.02137722,0.06391736,0.00000007,0.00002462,0.00719105
-5.40570285,0.09539619,0.11042238,0.02403945,0.07189559,0.00000005,0.00002769,0.00807440
-5.39969985,0.10652282,0.12330404,0.02684189,0.08028943,0.00000003,0.00003092,0.00900733
-5.39369685,0.11809816,0.13670456,0.02975770,0.08901970,0.00000002,0.00003428,0.00998010
-5.38769385,0.12999455,0.15047634,0.03275464,0.09799070,0.00000002,0.00003774,0.01098137
-5.38169085,0.14206408,0.16444825,0.03579535,0.10709132,0.00000001,0.00004124,0.01199824
-5.37568784,0.15414086,0.17842837,0.03883800,0.11619677,0.00000001,0.00004475,0.01301639
-5.36968484,0.16604431,0.19220770,0.04183706,0.12517112,0.00000000,0.00004820,0.01402039
-5.36368184,0.17758324,0.20556496,0.04474434,0.13387039,0.00000000,0.00005155,0.01499394
-5.35767884,0.18856068,0.21827215,0.04751018,0.14214617,0.00000000,0.00005474,0.01592032
-5.35167584,0.19877932,0.23010088,0.05008488,0.14984979,0.00000000,0.00005770,0.01678279
-5.34567284,0.20804730,0.24082905,0.05242007,0.15683668,0.00000000,0.00006039,0.01756512
-5.33966983,0.21618417,0.25024772,0.05447031,0.16297082,0.00000000,0.00006276,0.01825205
-5.33366683,0.22302669,0.25816790,0.05619448,0.16812918,0.00000000,0.00006474,0.01882979
-5.32766383,0.22843433,0.26442682,0.05755717,0.17220585,0.00000000,0.00006631,0.01928648
-5.32166083,0.23229409,0.26889357,0.05852994,0.17511565,0.00000000,0.00006743,0.01961260
-5.31565783,0.23452448,0.27147368,0.05909230,0.17679719,0.00000000,0.00006808,0.01980130
-5.30965483,0.23507853,0.27211251,0.05923246,0.17721506,0.00000000,0.00006824,0.01984866
-5.30365183,0.23394548,0.27079734,0.05894777,0.17636118,0.00000000,0.00006790,0.01975384
-5.29764882,0.23115136,0.26755786,0.05824490,0.17425521,0.00000001,0.00006709,0.01951915
-5.29164582,0.22675820,0.26246530,0.05713959,0.17094394,0.00000001,0.00006581,0.01914995
-5.28564282,0.22086202,0.25563005,0.05565621,0.16649983,0.00000001,0.00006409,0.01865453
-5.27963982,0.21358977,0.24719805,0.05382698,0.16101865,0.00000002,0.00006196,0.01804385
-5.27363682,0.20509524,0.23734599,0.05169093,0.15461644,0.00000002,0.00005948,0.01733120
-5.26763382,0.19555429,0.22627569,0.04929278,0.14742589,0.00000003,0.00005669,0.01653186
-5.26163082,0.18515959,0.21420792,0.04668157,0.13959242,0.00000004,0.00005365,0.01566262
-5.25562781,0.17411510,0.20137590,0.04390933,0.13126999,0.00000006,0.00005040,0.01474139
-5.24962481,0.16263063,0.18801885,0.04102974,0.12261705,0.00000008,0.00004702,0.01378674
-5.24362181,0.15091668,0.17437582,0.03809687,0.11379261,0.00000011,0.00004355,0.01281755
-5.23761881,0.13917975,0.16068018,0.03516403,0.10495277,0.00000015,0.00004005,0.01185260
-5.23161581,0.12761843,0.14715476,0.03228282,0.09624775,0.00000019,0.00003658,0.01091032
-5.22561281,0.11642022,0.13400806,0.02950238,0.08781953,0.00000026,0.00003318,0.01000857
-5.21960980,0.10575927,0.12143139,0.02686891,0.07980017,0.00000034,0.00002989,0.00916451
-5.21360680,0.09579512,0.10959717,0.02442532,0.07231081,0.00000044,0.00002675,0.00839450
-5.20760380,0.08667220,0.09865813,0.02221125,0.06546140,0.00000057,0.00002379,0.00771418
-5.20160080,0.07852015,0.08874759,0.02026311,0.05935092,0.00000073,0.00002104,0.00713847
-5.19559780,0.07145490,0.07998045,0.01861441,0.05406815,0.00000093,0.00001850,0.00668174
-5.18959480,0.06558004,0.07245476,0.01729615,0.04969281,0.00000117,0.00001620,0.00635794
-5.18359180,0.06098864,0.06625382,0.01633723,0.04629680,0.00000147,0.00001414,0.00618072
-5.17758879,0.05776501,0.06144836,0.01576493,0.04394567,0.00000184,0.00001233,0.00616360
-5.17158579,0.05598644,0.05809869,0.01560525,0.04269976,0.00000228,0.00001075,0.00632004
-5.16558279,0.05572447,0.05625664,0.01588317,0.04261521,0.00000280,0.00000941,0.00666346
-5.15957979,0.05704574,0.05596702,0.01662273,0.04374455,0.00000343,0.00000831,0.00720719
-5.15357679,0.06001209,0.05726852,0.01784694,0.04613667,0.00000416,0.00000742,0.00796431
-5.14757379,0.06468000,0.06019386,0.01957741,0.04983634,0.00000502,0.00000674,0.00894739
-5.14157079,0.07109908,0.06476918,0.02183376,0.05488298,0.00000601,0.00000626,0.01016816
-5.13556778,0.07930990,0.07101272,0.02463279,0.06130886,0.00000716,0.00000597,0.01163697
-5.12956478,0.08934099,0.07893270,0.02798748,0.06913678,0.00000846,0.00000586,0.01336228
-5.12356178,0.10120528,0.08852465,0.03190576,0.07837714,0.00000994,0.00000591,0.01535003
-5.11755878,0.11489612,0.09976830,0.03638919,0.08902485,0.00001162,0.00000611,0.01760294
-5.11155578,0.13038318,0.11262419,0.04143169,0.10105600,0.00001349,0.00000645,0.02011988
-5.10555278,0.14760842,0.12703042,0.04701822,0.11442465,0.00001558,0.00000691,0.02289522
-5.09954977,0.16648251,0.14289958,0.05312370,0.12905996,0.00001790,0.00000749,0.02591831
-5.09354677,0.18688206,0.16011637,0.05971220,0.14486385,0.00002048,0.00000816,0.02917309
-5.08754377,0.20864790,0.17853612,0.06673642,0.16170955,0.00002332,0.00000893,0.03263785
-5.08154077,0.23158479,0.19798436,0.07413777,0.17944117,0.00002645,0.00000976,0.03628531
-5.07553777,0.25546275,0.21825793,0.08184685,0.19787456,0.00002992,0.00001066,0.04008288
-5.06953477,0.28002028,0.23912753,0.08978467,0.21679950,0.00003375,0.00001159,0.04399332
-5.06353177,0.30496943,0.26034193,0.09786437,0.23598347,0.00003801,0.00001255,0.04797557
-5.05752876,0.33000285,0.28163381,0.10599366,0.25517682,0.00004276,0.00001352,0.05198604
-5.05152576,0.35480266,0.30272724,0.11407783,0.27411933,0.00004810,0.00001448,0.05598009
-5.04552276,0.37905082,0.32334632,0.12202315,0.29254804,0.00005414,0.00001541,0.05991376
-5.03951976,0.40244078,0.34322507,0.12974085,0.31020601,0.00006101,0.00001631,0.06374574
-5.03351676,0.42468984,0.36211779,0.13715110,0.32685161,0.00006889,0.00001715,0.06743936
-5.02751376,0.44555164,0.37980967,0.14418720,0.34226818,0.00007798,0.00001792,0.07096467
-5.02151076,0.46482835,0.39612711,0.15079946,0.35627325,0.00008852,0.00001862,0.07430034
-5.01550775,0.48238161,0.41094698,0.15695876,0.36872715,0.00010078,0.00001922,0.07743541
-5.00950475,0.49814181,0.42420450,0.16265945,0.37954027,0.00011508,0.00001973,0.08037071
-5.00350175,0.51211493,0.43589913,0.16792139,0.38867879,0.00013175,0.00002014,0.08311980
-4.99749875,0.52438650,0.44609788,0.17279101,0.39616817,0.00015118,0.00002045,0.08570944
-4.99149575,0.53512214,0.45493590,0.17734113,0.40209437,0.00017377,0.00002067,0.08817940
-4.98549275,0.54456444,0.46261386,0.18166957,0.40660234,0.00019994,0.00002079,0.09058170
-4.97948974,0.55302611,0.46939219,0.18589634,0.40989195,0.00023010,0.00002085,0.09297905
-4.97348674,0.56087933,0.47558220,0.19015962,0.41221119,0.00026466,0.00002083,0.09544274
-4.96748374,0.56854175,0.48153420,0.19461053,0.41384691,0.00030403,0.00002077,0.09804983
-4.96148074,0.57645941,0.48762317,0.19940676,0.41511351,0.00034853,0.00002068,0.10087986
-4.95547774,0.58508744,0.49423238,0.20470553,0.41633988,0.00039847,0.00002058,0.10401110
-4.94947474,0.59486908,0.50173572,0.21065597,0.41785523,0.00045403,0.00002050,0.10751656
-4.94347174,0.60621427,0.51047956,0.21739127,0.41997450,0.00051534,0.00002046,0.11145989
-4.93746873,0.61947853,0.52076481,0.22502109,0.42298392,0.00058237,0.00002049,0.11589137
-4.93146573,0.63494332,0.53283027,0.23362453,0.42712748,0.00065498,0.00002060,0.12084423
-4.92546273,0.65279894,0.54683803,0.24324403,0.43259503,0.00073288,0.00002084,0.12633139
-4.91945973,0.67313081,0.56286168,0.25388058,0.43951256,0.00081562,0.00002123,0.13234300
-4.91345673,0.69591002,0.58087811,0.26549059,0.44793527,0.00090261,0.00002179,0.13884468
-4.90745373,0.72098874,0.60076336,0.27798454,0.45784378,0.00099308,0.00002256,0.14577688
-4.90145073,0.74810102,0.62229294,0.29122774,0.46914373,0.00108614,0.00002356,0.15305520
-4.89544772,0.77686895,0.64514672,0.30504314,0.48166898,0.00118076,0.00002483,0.16057190
-4.88944472,0.80681433,0.66891832,0.31921619,0.49518817,0.00127583,0.00002641,0.16819848
-4.88344172,0.83737521,0.69312875,0.33350164,0.50941453,0.00137013,0.00002833,0.17578927
-4.87743872,0.86792685,0.71724365,0.34763200,0.52401836,0.00146244,0.00003062,0.18318601
-4.87143572,0.89780613,0.74069357,0.36132730,0.53864184,0.00155152,0.00003335,0.19022311
-4.86543272,0.92633832,0.76289623,0.37430585,0.55291518,0.00163618,0.00003655,0.19673345
-4.85942971,0.95286498,0.78327988,0.38629528,0.56647360,0.00171530,0.00004029,0.20255449
-4.85342671,0.97677170,0.80130659,0.39704364,0.57897420,0.00178791,0.00004461,0.20753436
-4.84742371,0.99751437,0.81649441,0.40632979,0.59011185,0.00185318,0.00004959,0.21153772
-4.84142071,1.01464260,0.82843736,0.41397273,0.59963344,0.00191049,0.00005528,0.21445101
-4.83541771,1.02781936,0.83682235,0.41983937,0.60734973,0.00195940,0.00006177,0.21618704
-4.82941471,1.03683573,0.84144211,0.42385037,0.61314424,0.00199974,0.00006911,0.21668849
-4.82341171,1.04162021,0.84220375,0.42598381,0.61697882,0.00203156,0.00007740,0.21593030
-4.81740870,1.04224218,0.83913253,0.42627647,0.61889564,0.00205514,0.00008670,0.21392079
-4.81140570,1.03890947,0.83237072,0.42482284,0.61901569,0.00207097,0.00009708,0.21070157
-4.80540270,1.03196023,0.82217179,0.42177179,0.61753375,0.00207974,0.00010862,0.20634604
-4.79939970,1.02184988,0.80889044,0.41732122,0.61471052,0.00208233,0.00012139,0.20095685
-4.79339670,1.00913368,0.79296890,0.41171108,0.61086210,0.00207971,0.00013546,0.19466231
-4.78739370,0.99444626,0.77492052,0.40521500,0.60634774,0.00207297,0.00015089,0.18761189
-4.78139070,0.97847904,0.75531152,0.39813121,0.60155642,0.00206323,0.00016774,0.17997123
-4.77538769,0.96195701,0.73474181,0.39077304,0.59689314,0.00205163,0.00018607,0.17191677
-4.76938469,0.94561594,0.71382607,0.38345968,0.59276563,0.00203928,0.00020595,0.16363028
-4.76338169,0.93018121,0.69317572,0.37650752,0.58957220,0.00202724,0.00022745,0.15529357
-4.75737869,0.91634930,0.67338289,0.37022245,0.58769126,0.00201648,0.00025062,0.14708366
-4.75137569,0.90477251,0.65500679,0.36489356,0.58747302,0.00200786,0.00027555,0.13916844
-4.74537269,0.89604754,0.63856299,0.36078820,0.58923363,0.00200215,0.00030232,0.13170318
-4.73936968,0.89070803,0.62451585,0.35814863,0.59325175,0.00200000,0.00033103,0.12482781
-4.73336668,0.88922091,0.61327398,0.35719015,0.59976750,0.00200195,0.00036180,0.11866513
-4.72736368,0.89198611,0.60518857,0.35810051,0.60898357,0.00200845,0.00039473,0.11331983
-4.72136068,0.89933920,0.60055410,0.36104041,0.62106782,0.00201988,0.00042996,0.10887834
-4.71535768,0.91155572,0.59961092,0.36614468,0.63615704,0.00203653,0.00046763,0.10540937
-4.70935468,0.92885667,0.60254895,0.37352384,0.65436099,0.00205867,0.00050787,0.10296499
-4.70335168,0.95141380,0.60951180,0.38326558,0.67576627,0.00208652,0.00055081,0.10158201
-4.69734867,0.97935395,0.62060065,0.39543580,0.70043911,0.00212029,0.00059658,0.10128357
-4.69134567,1.01276145,0.63587714,0.41007899,0.72842678,0.00216013,0.00064526,0.10208076
-4.68534267,1.05167805,0.65536484,0.42721754,0.75975686,0.00220623,0.00069691,0.10397401
-4.67933967,1.09609974,0.67904894,0.44684992,0.79443445,0.00225868,0.00075152,0.10695412
-4.67333667,1.14597060,0.70687386,0.46894782,0.83243685,0.00231756,0.00080903,0.11100293
-4.66733367,1.20117363,0.73873903,0.49345210,0.87370623,0.00238287,0.00086930,0.11609347
-4.66133067,1.26151908,0.77449290,0.52026797,0.91814029,0.00245449,0.00093211,0.12218955
-4.65532766,1.32673124,0.81392577,0.54925968,0.96558173,0.00253221,0.00099712,0.12924496
-4.64932466,1.39643443,0.85676196,0.58024512,1.01580718,0.00261561,0.00106392,0.13720224
-4.64332166,1.47013964,0.90265220,0.61299085,1.06851638,0.00270413,0.00113195,0.14599120
-4.63731866,1.54723298,0.95116695,0.64720805,1.12332272,0.00279699,0.00120058,0.15552737
-4.63131566,1.62696739,1.00179161,0.68255000,1.17974597,0.00289316,0.00126906,0.16571058
-4.62531266,1.70845873,1.05392443,0.71861151,1.23720822,0.00299142,0.00133655,0.17642382
-4.61930965,1.79068750,1.10687772,0.75493071,1.29503381,0.00309032,0.00140213,0.18753263
-4.61330665,1.87250687,1.15988318,0.79099350,1.35245385,0.00318818,0.00146484,0.19888519
-4.60730365,1.95265758,1.21210132,0.82624091,1.40861569,0.00328317,0.00152368,0.21031323
-4.60130065,2.02978976,1.26263549,0.86007918,1.46259759,0.00337331,0.00157762,0.22163390
-4.59529765,2.10249141,1.31054993,0.89189252,1.51342820,0.00345654,0.00162568,0.23265259
-4.58929465,2.16932272,1.35489176,0.92105823,1.56011049,0.00353076,0.00166691,0.24316668
-4.58329165,2.22885512,1.39471581,0.94696349,1.60164920,0.00359392,0.00170044,0.25297022
-4.57728864,2.27971348,1.42911177,0.96902336,1.63708089,0.00364406,0.00172553,0.26185918
-4.57128564,2.32061972,1.45723207,0.98669911,1.66550512,0.00367940,0.00174154,0.26963736
-4.56528264,2.35043583,1.47831961,0.99951609,1.68611552,0.00369839,0.00174801,0.27612235
-4.55927964,2.36820432,1.49173380,1.00708035,1.69822912,0.00369977,0.00174464,0.28115161
-4.55327664,2.37318396,1.49697372,1.00909313,1.70131260,0.00368264,0.00173132,0.28458801
-4.54727364,2.36487920,1.49369719,1.00536249,1.69500403,0.00364645,0.00170812,0.28632490
-4.54127064,2.34306151,1.48173479,0.99581156,1.67912907,0.00359109,0.00167530,0.28629014
-4.53526763,2.30778176,1.46109805,0.98048285,1.65371058,0.00351683,0.00163333,0.28444904
-4.52926463,2.25937262,1.43198133,0.95953848,1.61897140,0.00342437,0.00158282,0.28080599
-4.52326163,2.19844109,1.39475729,0.93325617,1.57532969,0.00331480,0.00152454,0.27540471
-4.51725863,2.12585126,1.34996604,0.90202123,1.52338745,0.00318956,0.00145940,0.26832700
-4.51125563,2.04269814,1.29829862,0.86631495,1.46391243,0.00305040,0.00138840,0.25969024
-4.50525263,1.95027386,1.24057538,0.82669974,1.39781444,0.00289934,0.00131263,0.24964352
-4.49924962,1.85002771,1.17772047,0.78380195,1.32611716,0.00273859,0.00123322,0.23836283
-4.49324662,1.74352196,1.11073349,0.73829300,1.24992673,0.00257048,0.00115131,0.22604535
-4.48724362,1.63238550,1.04065968,0.69086963,1.17039862,0.00239741,0.00106804,0.21290325
-4.48124062,1.51826716,0.96855994,0.64223428,1.08870423,0.00222178,0.00098450,0.19915724
-4.47523762,1.40279091,0.89548184,0.59307626,1.00599854,0.00204593,0.00090170,0.18503015
-4.46923462,1.28751448,0.82243296,0.54405449,0.92339029,0.00187206,0.00082060,0.17074088
-4.46323162,1.17389308,0.75035739,0.49578248,0.84191560,0.00170222,0.00074204,0.15649887
-4.45722861,1.06324927,0.68011619,0.44881589,0.76251602,0.00153825,0.00066673,0.14249931
-4.45122561,0.95674984,0.61247230,0.40364313,0.68602150,0.00138177,0.00059528,0.12891938
-4.44522261,0.85539003,0.54808027,0.36067901,0.61313872,0.00123413,0.00052817,0.11591536
-4.43921961,0.75998511,0.48748058,0.32026154,0.54444460,0.00109646,0.00046577,0.10362079
-4.43321661,0.67116899,0.43109859,0.28265165,0.48038499,0.00096960,0.00040831,0.09214569
-4.42721361,0.58939925,0.37924756,0.24803555,0.42127797,0.00085420,0.00035593,0.08157665
-4.42121061,0.51496756,0.33213513,0.21652944,0.36732116,0.00075065,0.00030866,0.07197771
-4.41520760,0.44801461,0.28987267,0.18818598,0.31860227,0.00065917,0.00026645,0.06339189
-4.40920460,0.38854825,0.25248670,0.16300216,0.27511222,0.00057981,0.00022918,0.05584330
-4.40320160,0.33646385,0.21993162,0.14092803,0.23675981,0.00051248,0.00019667,0.04933942
-4.39719860,0.29156546,0.19210301,0.12187577,0.20338728,0.00045697,0.00016868,0.04387363
-4.39119560,0.25358711,0.16885080,0.10572884,0.17478595,0.00041301,0.00014497,0.03942768
-4.38519260,0.22221301,0.14999182,0.09235060,0.15071135,0.00038025,0.00012524,0.03597403
-4.37918959,0.19709618,0.13532113,0.08159231,0.13089726,0.00035834,0.00010922,0.03347788
-4.37318659,0.17787479,0.12462189,0.07330013,0.11506831,0.00034687,0.00009661,0.03189893
-4.36718359,0.16418596,0.11767350,0.06732111,0.10295078,0.00034546,0.00008712,0.03119270
-4.36118059,0.15567681,0.11425790,0.06350795,0.09428154,0.00035373,0.00008049,0.03131147
-4.35517759,0.15201263,0.11416409,0.06172261,0.08881498,0.00037129,0.00007646,0.03220480
-4.34917459,0.15288248,0.11719086,0.06183876,0.08632805,0.00039778,0.00007479,0.03381972
-4.34317159,0.15800220,0.12314809,0.06374319,0.08662338,0.00043284,0.00007525,0.03610071
-4.33716858,0.16711531,0.13185661,0.06733626,0.08953078,0.00047610,0.00007764,0.03898932
-4.33116558,0.17999193,0.14314707,0.07253146,0.09490722,0.00052719,0.00008178,0.04242382
-4.32516258,0.19642627,0.15685802,0.07925434,0.10263543,0.00058574,0.00008748,0.04633879
-4.31915958,0.21623285,0.17283343,0.08744085,0.11262144,0.00065133,0.00009459,0.05066476
-4.31315658,0.23924192,0.19091995,0.09703518,0.12479110,0.00072353,0.00010295,0.05532804
-4.30715358,0.26529417,0.21096405,0.10798731,0.13908591,0.00080185,0.00011243,0.06025075
