energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-6.00000000,1.01466735,0.51816672,0.19457438,0.00605821,0.41709908,0.01600179,0.07949345
-5.99399700,0.98693618,0.50328938,0.18940047,0.00600797,0.40643692,0.01618082,0.07658920
-5.98799400,0.95813636,0.48745895,0.18404909,0.00598074,0.39531391,0.01642938,0.07362915
-5.98199100,0.92920745,0.47112272,0.17870188,0.00598246,0.38410101,0.01675848,0.07070618
-5.97598799,0.90106536,0.45471834,0.17353580,0.00601835,0.37315813,0.01717686,0.06791327
-5.96998499,0.87457693,0.43866089,0.16871823,0.00609274,0.36282370,0.01769054,0.06534150
-5.96398199,0.85053756,0.42333138,0.16440264,0.00620900,0.35340549,0.01830260,0.06307823
-5.95797899,0.82965244,0.40906715,0.16072499,0.00636942,0.34517303,0.01901295,0.06120549
-5.95197599,0.81252200,0.39615441,0.15780091,0.00657516,0.33835181,0.01981833,0.05979855
-5.94597299,0.79963173,0.38482313,0.15572371,0.00682624,0.33311943,0.02071236,0.05892463
-5.93996998,0.79134649,0.37524446,0.15456329,0.00712157,0.32960369,0.02168577,0.05864193
-5.93396698,0.78790905,0.36753033,0.15436580,0.00745898,0.32788259,0.02272674,0.05899867
-5.92796398,0.78944249,0.36173540,0.15515407,0.00783528,0.32798598,0.02382128,0.06003240
-5.92196098,0.79595590,0.35786084,0.15692867,0.00824640,0.32989874,0.02495381,0.06176936
-5.91595798,0.80735272,0.35585963,0.15966945,0.00868743,0.33356511,0.02610768,0.06422396
-5.90995498,0.82344095,0.35564308,0.16333748,0.00915279,0.33889383,0.02726579,0.06739834
-5.90395198,0.84394460,0.35708802,0.16787715,0.00963636,0.34576385,0.02841118,0.07128198
-5.89794897,0.86851549,0.36004425,0.17321848,0.01013154,0.35403008,0.02952761,0.07585144
-5.89194597,0.89674508,0.36434194,0.17927929,0.01063144,0.36352913,0.03060009,0.08107014
-5.88594297,0.92817550,0.36979853,0.18596733,0.01112895,0.37408454,0.03161532,0.08688837
-5.87993997,0.96230972,0.37622488,0.19318224,0.01161687,0.38551146,0.03256201,0.09324336
-5.87393697,0.99862050,0.38343046,0.20081729,0.01208800,0.39762057,0.03343116,0.10005968
-5.86793397,1.03655816,0.39122747,0.20876091,0.01253526,0.41022123,0.03421614,0.10724984
-5.86193097,1.07555715,0.39943394,0.21689802,0.01295174,0.42312384,0.03491269,0.11471523
-5.85592796,1.11504180,0.40787558,0.22511128,0.01333082,0.43614146,0.03551883,0.12234745
-5.84992496,1.15443141,0.41638695,0.23328214,0.01366625,0.44909091,0.03603459,0.13002993
-5.84392196,1.19314499,0.42481164,0.24129190,0.01395223,0.46179337,0.03646177,0.13763998
-5.83791896,1.23060609,0.43300201,0.24902285,0.01418350,0.47407472,0.03680350,0.14505120
-5.83191596,1.26624800,0.44081861,0.25635942,0.01435546,0.48576589,0.03706386,0.15213613
-5.82591296,1.29951939,0.44812945,0.26318942,0.01446420,0.49670317,0.03724747,0.15876922
-5.81990995,1.32989081,0.45480938,0.26940555,0.01450666,0.50672888,0.03735905,0.16482988
-5.81390695,1.35686184,0.46073984,0.27490686,0.01448066,0.51569229,0.03740306,0.17020562
-5.80790395,1.37996902,0.46580890,0.27960054,0.01438500,0.52345098,0.03738337,0.17479510
-5.80190095,1.39879423,0.46991198,0.28340358,0.01421955,0.52987264,0.03730300,0.17851096
-5.79589795,1.41297339,0.47295296,0.28624461,0.01398522,0.53483723,0.03716398,0.18128236
-5.78989495,1.42220507,0.47484592,0.28806563,0.01368407,0.53823950,0.03696723,0.18305712
-5.78389195,1.42625875,0.47551730,0.28882364,0.01331924,0.53999179,0.03671262,0.18380328
-5.77788894,1.42498224,0.47490847,0.28849208,0.01289495,0.54002683,0.03639902,0.18351015
-5.77188594,1.41830802,0.47297847,0.28706208,0.01241643,0.53830068,0.03602456,0.18218868
-5.76588294,1.40625809,0.46970691,0.28454326,0.01188982,0.53479533,0.03558676,0.17987123
-5.75987994,1.38894719,0.46509671,0.28096438,0.01132203,0.52952116,0.03508295,0.17661077
-5.75387694,1.36658415,0.45917663,0.27637344,0.01072063,0.52251887,0.03451049,0.17247943
-5.74787394,1.33947125,0.45200340,0.27083748,0.01009364,0.51386091,0.03386718,0.16756667
-5.74187094,1.30800166,0.44366333,0.26444200,0.00944934,0.50365223,0.03315154,0.16197700
-5.73586793,1.27265494,0.43427317,0.25728991,0.00879614,0.49203039,0.03236317,0.15582745
-5.72986493,1.23399076,0.42398031,0.24950029,0.00814230,0.47916488,0.03150297,0.14924490
-5.72386193,1.19264099,0.41296210,0.24120667,0.00749581,0.46525568,0.03057337,0.14236329
-5.71785893,1.14930028,0.40142429,0.23255516,0.00686421,0.45053100,0.02957848,0.13532100
-5.71185593,1.10471554,0.38959854,0.22370228,0.00625439,0.43524436,0.02852414,0.12825828
-5.70585293,1.05967426,0.37773914,0.21481256,0.00567255,0.41967080,0.02741795,0.12131492
-5.69984992,1.01499208,0.36611880,0.20605610,0.00512403,0.40410255,0.02626916,0.11462827
-5.69384692,0.97149976,0.35502365,0.19760582,0.00461329,0.38884405,0.02508848,0.10833144
-5.68784392,0.93002971,0.34474759,0.18963478,0.00414384,0.37420637,0.02388795,0.10255191
-5.68184092,0.89140220,0.33558605,0.18231332,0.00371828,0.36050133,0.02268053,0.09741037
-5.67583792,0.85641163,0.32782924,0.17580623,0.00333827,0.34803524,0.02147987,0.09301980
-5.66983492,0.82581272,0.32175515,0.17026981,0.00300459,0.33710242,0.02029991,0.08948484
-5.66383192,0.80030709,0.31762249,0.16584912,0.00271723,0.32797873,0.01915449,0.08690119
-5.65782891,0.78053018,0.31566354,0.16267510,0.00247542,0.32091515,0.01805697,0.08535523
-5.65182591,0.76703888,0.31607745,0.16086193,0.00227773,0.31613161,0.01701987,0.08492357
-5.64582291,0.76029991,0.31902394,0.16050451,0.00212218,0.31381125,0.01605454,0.08567260
-5.63981991,0.76067934,0.32461766,0.16167605,0.00200631,0.31409519,0.01517081,0.08765801
-5.63381691,0.76843334,0.33292351,0.16442608,0.00192728,0.31707808,0.01437678,0.09092420
-5.62781391,0.78370058,0.34395303,0.16877865,0.00188195,0.32280448,0.01367862,0.09550351
-5.62181091,0.80649633,0.35766203,0.17473096,0.00186697,0.33126630,0.01308043,0.10141548
-5.61580790,0.83670873,0.37394966,0.18225248,0.00187885,0.34240131,0.01258414,0.10866594
-5.60980490,0.87409735,0.39265895,0.19128453,0.00191403,0.35609292,0.01218960,0.11724606
-5.60380190,0.91829433,0.41357898,0.20174044,0.00196896,0.37217132,0.01189457,0.12713151
-5.59779890,0.96880824,0.43644866,0.21350642,0.00204014,0.39041589,0.01169488,0.13828166
-5.59179590,1.02503093,0.46096208,0.22644296,0.00212418,0.41055912,0.01158463,0.15063901
-5.58579290,1.08624727,0.48677539,0.24038705,0.00221783,0.43229172,0.01155642,0.16412886
-5.57978989,1.15164803,0.51351506,0.25515507,0.00231808,0.45526924,0.01160160,0.17865943
-5.57378689,1.22034562,0.54078733,0.27054626,0.00242215,0.47911969,0.01171060,0.19412235
-5.56778389,1.29139259,0.56818856,0.28634703,0.00252753,0.50345234,0.01187327,0.21039370
-5.56178089,1.36380258,0.59531630,0.30233566,0.00263208,0.52786732,0.01207918,0.22733564
-5.55577789,1.43657328,0.62178057,0.31828759,0.00273397,0.55196585,0.01231799,0.24479857
-5.54977489,1.50871067,0.64721512,0.33398100,0.00283178,0.57536074,0.01257976,0.26262377
-5.54377189,1.57925417,0.67128816,0.34920256,0.00292451,0.59768700,0.01285527,0.28064667
-5.53776888,1.64730144,0.69371221,0.36375320,0.00301155,0.61861201,0.01313631,0.29870033
-5.53176588,1.71203227,0.71425259,0.37745361,0.00309276,0.63784498,0.01341588,0.31661929
-5.52576288,1.77273038,0.73273421,0.39014932,0.00316839,0.65514534,0.01368845,0.33424335
-5.51975988,1.82880218,0.74904625,0.40171507,0.00323913,0.67032964,0.01395006,0.35142136
-5.51375688,1.87979158,0.76314452,0.41205827,0.00330606,0.68327658,0.01419842,0.36801463
-5.50775388,1.92538990,0.77505120,0.42112132,0.00337060,0.69393001,0.01443295,0.38389973
-5.50175088,1.96544023,0.78485192,0.42888269,0.00343448,0.70229947,0.01465470,0.39897077
-5.49574787,1.99993575,0.79269019,0.43535656,0.00349967,0.70845833,0.01486627,0.41314063
-5.48974487,2.02901175,0.79875918,0.44059099,0.00356830,0.71253934,0.01507162,0.42634136
-5.48374187,2.05293146,0.80329132,0.44466462,0.00364258,0.71472775,0.01527581,0.43852354
-5.47773887,2.07206604,0.80654597,0.44768201,0.00372471,0.71525213,0.01548474,0.44965463
-5.47173587,2.08686966,0.80879563,0.44976774,0.00381677,0.71437330,0.01570475,0.45971649
-5.46573287,2.09785043,0.81031143,0.45105959,0.00392061,0.71237165,0.01594227,0.46870207
-5.45972986,2.10553891,0.81134844,0.45170093,0.00403778,0.70953362,0.01620342,0.47661169
-5.45372686,2.11045541,0.81213157,0.45183291,0.00416941,0.70613765,0.01649356,0.48344896
-5.44772386,2.11307804,0.81284279,0.45158665,0.00431613,0.70244056,0.01681693,0.48921677
-5.44172086,2.11381312,0.81361034,0.45107590,0.00447797,0.69866479,0.01717628,0.49391365
-5.43571786,2.11296966,0.81450049,0.45039066,0.00465436,0.69498731,0.01757253,0.49753067
-5.42971486,2.11073936,0.81551240,0.44959192,0.00484402,0.69153072,0.01800457,0.50004926
-5.42371186,2.10718347,0.81657638,0.44870800,0.00504502,0.68835698,0.01846904,0.50144013
-5.41770885,2.10222724,0.81755580,0.44773270,0.00525474,0.68546430,0.01896033,0.50166331
-5.41170585,2.09566250,0.81825246,0.44662524,0.00546994,0.68278714,0.01947059,0.50066952
-5.40570285,2.08715826,0.81841545,0.44531222,0.00568681,0.68019966,0.01998985,0.49840273
-5.39969985,2.07627896,0.81775286,0.44369144,0.00590108,0.67752214,0.02050632,0.49480371
-5.39369685,2.06250934,0.81594595,0.44163727,0.00610814,0.67453039,0.02100672,0.48981461
-5.38769385,2.04528465,0.81266507,0.43900759,0.00630317,0.67096743,0.02147670,0.48338398
-5.38169085,2.02402451,0.80758646,0.43565157,0.00648127,0.66655696,0.02190136,0.47547219
-5.37568784,1.99816872,0.80040912,0.43141820,0.00663767,0.66101795,0.02226579,0.46605671
-5.36968484,1.96721291,0.79087105,0.42616492,0.00676787,0.65407951,0.02255562,0.45513703
-5.36368184,1.93074222,0.77876386,0.41976602,0.00686778,0.64549539,0.02275761,0.44273884
-5.35767884,1.88846127,0.76394522,0.41212027,0.00693392,0.63505739,0.02286015,0.42891726
-5.35167584,1.84021880,0.74634857,0.40315754,0.00696350,0.62260697,0.02285376,0.41375880
-5.34567284,1.78602598,0.72598962,0.39284393,0.00695457,0.60804459,0.02273145,0.39738207
-5.33966983,1.72606736,0.70296958,0.38118545,0.00690605,0.59133645,0.02248907,0.37993706
-5.33366683,1.66070443,0.67747493,0.36822974,0.00681786,0.57251836,0.02212542,0.36160307
-5.32766383,1.59047152,0.64977403,0.35406627,0.00669085,0.55169659,0.02164241,0.34258542
-5.32166083,1.51606489,0.62021077,0.33882468,0.00652686,0.52904607,0.02104497,0.32311108
-5.31565783,1.43832554,0.58919581,0.32267169,0.00632860,0.50480587,0.02034089,0.30342344
-5.30965483,1.35821707,0.55719592,0.30580670,0.00609963,0.47927262,0.01954058,0.28377655
-5.30365183,1.27679982,0.52472202,0.28845641,0.00584424,0.45279210,0.01865672,0.26442898
-5.29764882,1.19520277,0.49231648,0.27086873,0.00556730,0.42574974,0.01770387,0.24563765
-5.29164582,1.11459447,0.46054045,0.25330638,0.00527417,0.39856036,0.01669795,0.22765194
-5.28564282,1.03615454,0.42996150,0.23604043,0.00497049,0.37165784,0.01565583,0.21070811
-5.27963982,0.96104679,0.40114222,0.21934411,0.00466211,0.34548509,0.01459480,0.19502440
-5.27363682,0.89039480,0.37463003,0.20348712,0.00435485,0.32048478,0.01353211,0.18079682
-5.26763382,0.82526096,0.35094833,0.18873060,0.00405443,0.29709101,0.01248454,0.16819575
-5.26163082,0.76662896,0.33058916,0.17532285,0.00376634,0.27572231,0.01146802,0.15736334
-5.25562781,0.71539029,0.31400737,0.16349596,0.00349567,0.25677582,0.01049730,0.14841176
-5.24962481,0.67233423,0.30161598,0.15346317,0.00324706,0.24062276,0.00958569,0.14142218
-5.24362181,0.63814131,0.29378273,0.14541701,0.00302460,0.22760504,0.00874487,0.13644450
-5.23761881,0.61337958,0.29082742,0.13952807,0.00283179,0.21803270,0.00798477,0.13349763
-5.23161581,0.59850310,0.29301976,0.13594419,0.00267147,0.21218215,0.00731353,0.13257035
-5.22561281,0.59385210,0.30057754,0.13479001,0.00254577,0.21029472,0.00673742,0.13362260
-5.21960980,0.59965400,0.31366476,0.13616667,0.00245614,0.21257529,0.00626094,0.13658709
-5.21360680,0.61602496,0.33238968,0.14015146,0.00240331,0.21919088,0.00588688,0.14137127
-5.20760380,0.64297128,0.35680247,0.14679737,0.00238730,0.23026888,0.00561637,0.14785946
-5.20160080,0.68039043,0.38689270,0.15613242,0.00240742,0.24589476,0.00544900,0.15591527
-5.19559780,0.72807155,0.42258650,0.16815874,0.00246229,0.26610936,0.00538297,0.16538413
-5.18959480,0.78569540,0.46374362,0.18285132,0.00254990,0.29090566,0.00541515,0.17609598
-5.18359180,0.85283380,0.51015469,0.20015665,0.00266760,0.32022518,0.00554118,0.18786806
-5.17758879,0.92894907,0.56153880,0.21999112,0.00281215,0.35395428,0.00575564,0.20050785
-5.17158579,1.01339351,0.61754181,0.24223946,0.00297979,0.39192046,0.00605206,0.21381601
-5.16558279,1.10540974,0.67773568,0.26675334,0.00316629,0.43388917,0.00642306,0.22758942
-5.15957979,1.20413201,0.74161912,0.29335020,0.00336702,0.47956125,0.00686041,0.24162413
-5.15357679,1.30858926,0.80861977,0.32181266,0.00357703,0.52857147,0.00735513,0.25571834
-5.14757379,1.41771012,0.87809827,0.35188844,0.00379118,0.58048843,0.00789762,0.26967520
-5.14157079,1.53033040,0.94935415,0.38329116,0.00400418,0.63481611,0.00847767,0.28330544
-5.13556778,1.64520309,1.02163377,0.41570206,0.00421075,0.69099720,0.00908466,0.29642980
-5.12956478,1.76101125,1.09414012,0.44877258,0.00440574,0.74841847,0.00970768,0.30888116
-5.12356178,1.87638361,1.16604441,0.48212814,0.00458425,0.80641809,0.01033561,0.32050636
-5.11755878,1.98991283,1.23649923,0.51537286,0.00474171,0.86429497,0.01095736,0.33116772
-5.11155578,2.10017614,1.30465294,0.54809531,0.00487406,0.92131985,0.01156197,0.34074411
-5.10555278,2.20575794,1.36966492,0.57987513,0.00497781,0.97674807,0.01213882,0.34913183
-5.09954977,2.30527403,1.43072133,0.61029047,0.00505017,1.02983357,0.01267782,0.35624503
-5.09354677,2.39739669,1.48705080,0.63892603,0.00508906,1.07984384,0.01316956,0.36201600
-5.08754377,2.48088019,1.53793985,0.66538148,0.00509323,1.12607542,0.01360546,0.36639507
-5.08154077,2.55458595,1.58274733,0.68928008,0.00506225,1.16786940,0.01397801,0.36935049
-5.07553777,2.61750670,1.62091767,0.71027728,0.00499650,1.20462656,0.01428081,0.37086811
-5.06953477,2.66878906,1.65199251,0.72806899,0.00489717,1.23582168,0.01450873,0.37095098
-5.06353177,2.70775374,1.67562040,0.74239926,0.00476619,1.26101649,0.01465801,0.36961897
-5.05752876,2.73391289,1.69156432,0.75306732,0.00460616,1.27987103,0.01472627,0.36690839
-5.05152576,2.74698403,1.69970683,0.75993340,0.00442025,1.29215286,0.01471257,0.36287157
-5.04552276,2.74690010,1.70005273,0.76292356,0.00421210,1.29774400,0.01461740,0.35757656
-5.03951976,2.73381522,1.69272912,0.76203296,0.00398569,1.29664528,0.01444259,0.35110674
-5.03351676,2.70810600,1.67798297,0.75732776,0.00374523,1.28897793,0.01419132,0.34356046
-5.02751376,2.67036814,1.65617612,0.74894532,0.00349500,1.27498247,0.01386795,0.33505068
-5.02151076,2.62140842,1.62777798,0.73709282,0.00323927,1.25501468,0.01347795,0.32570437
-5.01550775,2.56223203,1.59335597,0.72204422,0.00298218,1.22953900,0.01302770,0.31566195
-5.00950475,2.49402566,1.55356405,0.70413560,0.00272763,1.19911927,0.01252443,0.30507645
-5.00350175,2.41813661,1.50912954,0.68375915,0.00247923,1.16440735,0.01197597,0.29411252
-4.99749875,2.33604836,1.46083869,0.66135565,0.00224019,1.12612961,0.01139062,0.28294517
-4.99149575,2.24935346,1.40952111,0.63740604,0.00201335,1.08507193,0.01077698,0.27175833
-4.98549275,2.15972403,1.35603382,0.61242189,0.00180108,1.04206355,0.01014378,0.26074315
-4.97948974,2.06888109,1.30124498,0.58693546,0.00160534,0.99796014,0.00949973,0.25009605
-4.97348674,1.97856312,1.24601799,0.56148920,0.00142766,0.95362675,0.00885339,0.24001662
-4.96748374,1.89049491,1.19119625,0.53662536,0.00126916,0.90992091,0.00821299,0.23070523
-4.96148074,1.80635745,1.13758890,0.51287570,0.00113060,0.86767656,0.00758637,0.22236066
-4.95547774,1.72775946,1.08595814,0.49075178,0.00101238,0.82768907,0.00698086,0.21517740
-4.94947474,1.65621139,1.03700814,0.47073587,0.00091466,0.79070175,0.00640318,0.20934303
-4.94347174,1.59310231,0.99137597,0.45327287,0.00083731,0.75739428,0.00585941,0.20503545
-4.93746873,1.53968012,0.94962463,0.43876327,0.00078003,0.72837307,0.00535493,0.20242018
-4.93146573,1.49703538,0.91223827,0.42755731,0.00074233,0.70416391,0.00489437,0.20164756
-4.92546273,1.46608891,0.87961963,0.41995040,0.00072359,0.68520679,0.00448166,0.20285019
-4.91945973,1.44758307,0.85208954,0.41617983,0.00072306,0.67185290,0.00411993,0.20614028
-4.91345673,1.44207663,0.82988839,0.41642267,0.00073992,0.66436368,0.00381159,0.21160740
-4.90745373,1.44994307,0.81317924,0.42079490,0.00077322,0.66291169,0.00355834,0.21931622
-4.90145073,1.47137175,0.80205242,0.42935155,0.00082196,0.66758303,0.00336113,0.22930474
-4.89544772,1.50637176,0.79653113,0.44208781,0.00088502,0.67838098,0.00322026,0.24158277
-4.88944472,1.55477791,0.79657774,0.45894085,0.00096122,0.69523049,0.00313537,0.25613092
-4.88344172,1.61625834,0.80210048,0.47979235,0.00104924,0.71798322,0.00310546,0.27290000
-4.87743872,1.69032342,0.81296002,0.50447142,0.00114771,0.74642266,0.00312893,0.29181112
-4.87143572,1.77633539,0.82897567,0.53275786,0.00125510,0.78026925,0.00320364,0.31275628
-4.86543272,1.87351846,0.84993096,0.56438565,0.00136983,0.81918497,0.00332688,0.33559969
-4.85942971,1.98096906,0.87557821,0.59904648,0.00149021,0.86277742,0.00349548,0.36017967
-4.85342671,2.09766600,0.90564198,0.63639331,0.00161446,0.91060327,0.00370579,0.38631120
-4.84742371,2.22248037,0.93982139,0.67604396,0.00174077,0.96217097,0.00395378,0.41378903
-4.84142071,2.35418535,0.97779111,0.71758464,0.00186729,1.01694295,0.00423506,0.44239121
-4.83541771,2.49146577,1.01920124,0.76057341,0.00199221,1.07433742,0.00454494,0.47188299
-4.82941471,2.63292775,1.06367625,0.80454389,0.00211375,1.13373000,0.00487854,0.50202098
-4.82341171,2.77710862,1.11081314,0.84900890,0.00223024,1.19445561,0.00523081,0.53255729
-4.81740870,2.92248744,1.16017924,0.89346449,0.00234014,1.25581088,0.00559666,0.56324359
-4.81140570,3.06749648,1.21131001,0.93739429,0.00244211,1.31705748,0.00597105,0.59383502
-4.80540270,3.21053400,1.26370733,0.98027425,0.00253504,1.37742685,0.00634902,0.62409358
-4.79939970,3.34997876,1.31683861,1.02157809,0.00261806,1.43612643,0.00672587,0.65379119
-4.79339670,3.48420643,1.37013728,1.06078317,0.00269059,1.49234788,0.00709716,0.68271217
-4.78739370,3.61160819,1.42300506,1.09737721,0.00275235,1.54527719,0.00745886,0.71065508
