energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,5.21264828,0.83731084,4.83725880,0.16532539,0.00000000,0.01260085,0.11796708
-5.99399700,5.22025947,0.83045309,4.84837638,0.16047668,0.00000000,0.01295934,0.11863790
-5.98799400,5.23286222,0.82274258,4.86474231,0.15538124,0.00000000,0.01328094,0.11931981
-5.98199100,5.25048686,0.81429229,4.88636223,0.15012225,0.00000000,0.01356101,0.11998404
-5.97598799,5.27294625,0.80518685,4.91303844,0.14477877,0.00000000,0.01379511,0.12059723
-5.96998499,5.29984946,0.79548203,4.94438319,0.13942361,0.00000000,0.01397922,0.12112258
-5.96398199,5.33062988,0.78520680,4.97984519,0.13412183,0.00000000,0.01410987,0.12152148
-5.95797899,5.36458569,0.77436772,5.01874746,0.12892977,0.00000000,0.01418431,0.12175520
-5.95197599,5.40093007,0.76295552,5.06033397,0.12389471,0.00000000,0.01420069,0.12178686
-5.94597299,5.43884749,0.75095316,5.10382175,0.11905512,0.00000000,0.01415816,0.12158347
-5.93996998,5.47755241,0.73834493,5.14845495,0.11444133,0.00000000,0.01405706,0.12111784
-5.93396698,5.51634607,0.72512582,5.19355696,0.11007660,0.00000000,0.01389891,0.12037043
-5.92796398,5.55466752,0.71131059,5.23857702,0.10597849,0.00000000,0.01368653,0.11933084
-5.92196098,5.59213510,0.69694159,5.28312790,0.10216029,0.00000000,0.01342401,0.11799898
-5.91595798,5.62857548,0.68209508,5.32701187,0.09863251,0.00000000,0.01311661,0.11638582
-5.90995498,5.66403793,0.66688523,5.37023303,0.09540418,0.00000000,0.01277076,0.11451355
-5.90395198,5.69879249,0.65146555,5.41299489,0.09248401,0.00000000,0.01239381,0.11241525
-5.89794897,5.73331202,0.63602757,5.45568296,0.08988116,0.00000000,0.01199390,0.11013405
-5.89194597,5.76823879,0.62079668,5.49883334,0.08760570,0.00000000,0.01157973,0.10772169
-5.88594297,5.80433758,0.60602530,5.54308917,0.08566864,0.00000000,0.01116030,0.10523670
-5.87993997,5.84243815,0.59198371,5.58914736,0.08408160,0.00000000,0.01074463,0.10274213
-5.87393697,5.88337048,0.57894887,5.63769920,0.08285610,0.00000000,0.01034150,0.10030308
-5.86793397,5.92789685,0.56719204,5.68936838,0.08200260,0.00000000,0.00995917,0.09798398
-5.86193097,5.97664517,0.55696567,5.74465059,0.08152929,0.00000000,0.00960515,0.09584590
-5.85592796,6.03004765,0.54849026,5.80385854,0.08144071,0.00000000,0.00928593,0.09394389
-5.84992496,6.08828895,0.54194212,5.86707606,0.08173649,0.00000000,0.00900681,0.09232460
-5.84392196,6.15126716,0.53744245,5.93412445,0.08241001,0.00000000,0.00877178,0.09102416
-5.83791896,6.21857043,0.53504855,6.00454359,0.08344740,0.00000000,0.00858339,0.09006655
-5.83191596,6.28947091,0.53474759,6.07758915,0.08482668,0.00000000,0.00844272,0.08946244
-5.82591296,6.36293693,0.53645331,6.15224669,0.08651737,0.00000000,0.00834945,0.08920858
-5.81990995,6.43766301,0.54000607,6.22726215,0.08848039,0.00000000,0.00830188,0.08928785
-5.81390695,6.51211640,0.54517599,6.30118735,0.09066854,0.00000000,0.00829716,0.08966981
-5.80790395,6.58459799,0.55166950,6.37243831,0.09302725,0.00000000,0.00833141,0.09031194
-5.80190095,6.65331425,0.55913876,6.43936330,0.09549590,0.00000000,0.00840003,0.09116128
-5.79589795,6.71645687,0.56719372,6.50031723,0.09800941,0.00000000,0.00849799,0.09215658
-5.78989495,6.77228567,0.57541630,6.55373837,0.10050022,0.00000000,0.00862011,0.09323087
-5.78389195,6.81921075,0.58337599,6.59822355,0.10290046,0.00000000,0.00876143,0.09431416
-5.77788894,6.85586978,0.59064630,6.63259799,0.10514425,0.00000000,0.00891754,0.09533636
-5.77188594,6.88119649,0.59682131,6.65597624,0.10717005,0.00000000,0.00908493,0.09623018
-5.76588294,6.89447724,0.60153157,6.66781143,0.10892296,0.00000000,0.00926126,0.09693395
-5.75987994,6.89539308,0.60445871,6.66793043,0.11035678,0.00000000,0.00944565,0.09739417
-5.75387694,6.88404557,0.60534810,6.65655366,0.11143586,0.00000000,0.00963888,0.09756778
-5.74787394,6.86096551,0.60401911,6.63429874,0.11213658,0.00000000,0.00984356,0.09742396
-5.74187094,6.82710451,0.60037244,6.60216843,0.11244843,0.00000000,0.01006421,0.09694547
-5.73586793,6.78381040,0.59439440,6.56152357,0.11237458,0.00000000,0.01030726,0.09612951
-5.72986493,6.73278788,0.58615790,6.51404288,0.11193203,0.00000000,0.01058096,0.09498786
-5.72386193,6.67604664,0.57582020,6.46167167,0.11115125,0.00000000,0.01089527,0.09354665
-5.71785893,6.61583948,0.56361762,6.40656197,0.11007531,0.00000000,0.01126156,0.09184545
-5.71185593,6.55459327,0.54985737,6.35100685,0.10875867,0.00000000,0.01169234,0.08993594
-5.70585293,6.49483557,0.53490704,6.29737157,0.10726543,0.00000000,0.01220087,0.08788010
-5.69984992,6.43911976,0.51918211,6.24802420,0.10566746,0.00000000,0.01280074,0.08574811
-5.69384692,6.38995121,0.50313200,6.20526805,0.10404207,0.00000000,0.01350535,0.08361588
-5.68784392,6.34971670,0.48722523,6.17127782,0.10246967,0.00000000,0.01432746,0.08156251
-5.68184092,6.32061895,0.47193431,6.14804117,0.10103125,0.00000000,0.01527863,0.07966758
-5.67583792,6.30461766,0.45772074,6.13730679,0.09980587,0.00000000,0.01636872,0.07800852
-5.66983492,6.30337804,0.44502070,6.14053971,0.09886821,0.00000000,0.01760541,0.07665803
-5.66383192,6.31822753,0.43423183,6.15888447,0.09828622,0.00000000,0.01899376,0.07568170
-5.65782891,6.35012103,0.42570155,6.19313610,0.09811899,0.00000000,0.02053579,0.07513590
-5.65182591,6.39961479,0.41971702,6.24371912,0.09841490,0.00000000,0.02223018,0.07506590
-5.64582291,6.46684907,0.41649714,6.31067425,0.09920993,0.00000000,0.02407209,0.07550443
-5.63981991,6.55153949,0.41618673,6.39365304,0.10052647,0.00000000,0.02605298,0.07647058
