energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Te_p_up,Te_d_up,W_p_up,W_d_up
-5.90395198,5.80927014,0.03653331,0.77345719,0.91799152,0.51647153,2.47606054,0.00000000,3.06430079,1.71130641
-5.89794897,5.88416419,0.03661492,0.77999510,0.94226929,0.52711853,2.50764213,0.00000000,3.10701219,1.72837009
-5.89194597,5.95964377,0.03664313,0.78706749,0.96758420,0.53762026,2.53963016,0.00000000,3.15210054,1.74461774
-5.88594297,6.03488927,0.03661499,0.79451624,0.99370604,0.54787679,2.57173930,0.00000000,3.19890236,1.75986214
-5.87993997,6.10887981,0.03652781,0.80215457,1.02034348,0.55777640,2.60358389,0.00000000,3.24658533,1.77388855
-5.87393697,6.18040161,0.03637901,0.80977047,1.04714857,0.56719661,2.63468026,0.00000000,3.29416307,1.78645448
-5.86793397,6.24806759,0.03616614,0.81713145,1.07372390,0.57600608,2.66445446,0.00000000,3.34051774,1.79729172
-5.86193097,6.31034823,0.03588688,0.82399024,1.09963217,0.58406734,2.69225574,0.00000000,3.38443003,1.80611075
-5.85592796,6.36561296,0.03553908,0.83009160,1.12440819,0.59124037,2.71737512,0.00000000,3.42461540,1.81260747
-5.84992496,6.41218099,0.03512093,0.83517984,1.14757264,0.59738678,2.73906880,0.00000000,3.45976527,1.81647229
-5.84392196,6.44837958,0.03463111,0.83900683,1.16864725,0.60237465,2.75658535,0.00000000,3.48859164,1.81740119
-5.83791896,6.47260778,0.03406902,0.84134024,1.18717093,0.60608360,2.76919565,0.00000000,3.50987322,1.81510831
-5.83191596,6.48340261,0.03343497,0.84197178,1.20271592,0.60841006,2.77622427,0.00000000,3.52250118,1.80933966
-5.82591296,6.47950510,0.03273050,0.84072495,1.21490367,0.60927246,2.77708086,0.00000000,3.52552256,1.79988706
-5.81990995,6.45992288,0.03195852,0.83746211,1.22341935,0.60861607,2.77129008,0.00000000,3.51817944,1.78660192
-5.81390695,6.42398646,0.03112359,0.83209062,1.22802477,0.60641723,2.75851857,0.00000000,3.49994219,1.76940779
-5.80790395,6.37139628,0.03023203,0.82456759,1.22856869,0.60268691,2.73859758,0.00000000,3.47053530,1.74831133
-5.80190095,6.30225819,0.02929208,0.81490327,1.22499440,0.59747310,2.71154012,0.00000000,3.42995461,1.72341067
-5.79589795,6.21710520,0.02831391,0.80316275,1.21734386,0.59086221,2.67755151,0.00000000,3.37847523,1.69490092
-5.78989495,6.11690411,0.02730961,0.78946594,1.20575848,0.58297909,2.63703279,0.00000000,3.31664970,1.66307623
-5.78389195,6.00304625,0.02629312,0.77398574,1.19047614,0.57398571,2.59057651,0.00000000,3.24529650,1.62832813
-5.77788894,5.87732229,0.02528007,0.75694453,1.17182476,0.56407849,2.53895494,0.00000000,3.16547920,1.59114008
-5.77188594,5.74188155,0.02428756,0.73860900,1.15021253,0.55348427,2.48310105,0.00000000,3.07847734,1.55207828
-5.76588294,5.59917738,0.02333387,0.71928347,1.12611529,0.54245503,2.42408278,0.00000000,2.98574993,1.51177895
-5.75987994,5.45190034,0.02243818,0.69930205,1.10006146,0.53126154,2.36307182,0.00000000,2.88889314,1.47093254
-5.75387694,5.30290174,0.02162017,0.67901977,1.07261522,0.52018612,2.30130791,0.00000000,2.78959395,1.43026537
-5.74787394,5.15511050,0.02089968,0.65880305,1.04435869,0.50951477,2.24006025,0.00000000,2.68958122,1.39051943
-5.74187094,5.01144640,0.02029627,0.63901981,1.01587366,0.49952885,2.18058750,0.00000000,2.59057644,1.35243107
-5.73586793,4.87473316,0.01982882,0.62002969,0.98772390,0.49049682,2.12409798,0.00000000,2.49424561,1.31670943
-5.72986493,4.74761472,0.01951517,0.60217446,0.96043851,0.48266612,2.07171174,0.00000000,2.40215412,1.28401551
-5.72386193,4.63247771,0.01937161,0.58576923,0.93449711,0.47625566,2.02442596,0.00000000,2.31572621,1.25494260
-5.71785893,4.53138321,0.01941259,0.57109448,0.91031731,0.47144913,1.98308496,0.00000000,2.23621018,1.22999889
-5.71185593,4.44601008,0.01965025,0.55838943,0.88824497,0.46838940,1.94835598,0.00000000,2.16465046,1.20959299
-5.70585293,4.37761182,0.02009410,0.54784660,0.86854753,0.46717419,1.92071157,0.00000000,2.10186725,1.19402280
-5.69984992,4.32698825,0.02075066,0.53960805,0.85141038,0.46785330,1.90041906,0.00000000,2.04844407,1.18346822
-5.69384692,4.29447280,0.02162312,0.53376303,0.83693653,0.47042729,1.88753733,0.00000000,2.00472341,1.17798788
-5.68784392,4.27993520,0.02271108,0.53034735,0.82514913,0.47484786,1.88192085,0.00000000,1.97081004,1.17751999
-5.68184092,4.28279925,0.02401029,0.52934415,0.81599668,0.48101973,1.88323049,0.00000000,1.94658169,1.18188723
-5.67583792,4.30207433,0.02551247,0.53068614,0.80936061,0.48880406,1.89095044,0.00000000,1.93170617,1.19080537
-5.66983492,4.33639907,0.02720516,0.53425908,0.80506454,0.49802313,1.90441049,0.00000000,1.92566404,1.20389531
-5.66383192,4.38409527,0.02907169,0.53990638,0.80288488,0.50846627,1.92281245,0.00000000,1.92777568,1.22069793
-5.65782891,4.44322957,0.03109124,0.54743447,0.80256216,0.51989663,1.94525969,0.00000000,1.93723172,1.24069125
-5.65182591,4.51168074,0.03323895,0.55661898,0.80381256,0.53205865,1.97078852,0.00000000,1.95312540,1.26330916
-5.64582291,4.58720978,0.03548625,0.56721121,0.80633922,0.54468587,1.99840030,0.00000000,1.97448587,1.28796107
-5.63981991,4.66753077,0.03780121,0.57894499,0.80984281,0.55750900,2.02709313,0.00000000,2.00031121,1.31405171
-5.63381691,4.75037993,0.04014908,0.59154348,0.81403115,0.57026377,2.05589212,0.00000000,2.02960012,1.34100049
-5.62781391,4.83358098,0.04249296,0.60472597,0.81862760,0.58269847,2.08387734,0.00000000,2.06138155,1.36825967
-5.62181091,4.91510506,0.04479454,0.61821436,0.82337799,0.59458095,2.11020874,0.00000000,2.09474133,1.39533085
-5.61580790,4.99312360,0.04701503,0.63173930,0.82805619,0.60570490,2.13414754,0.00000000,2.12884534,1.42177914
-5.60980490,5.06605306,0.04911605,0.64504586,0.83246819,0.61589524,2.15507364,0.00000000,2.16295879,1.44724470
-5.60380190,5.13259064,0.05106067,0.65789867,0.83645484,0.62501260,2.17249877,0.00000000,2.19646131,1.47145121
-5.59779890,5.19174029,0.05281441,0.67008645,0.83989335,0.63295670,2.18607547,0.00000000,2.22885765,1.49421109
-5.59179590,5.24282885,0.05434624,0.68142580,0.84269775,0.63966870,2.19560172,0.00000000,2.25978410,1.51542725
-5.58579290,5.28551208,0.05562949,0.69176438,0.84481830,0.64513237,2.20102144,0.00000000,2.28901059,1.53509141
-5.57978989,5.31977079,0.05664269,0.70098319,0.84624024,0.64937423,2.20242109,0.00000000,2.31643873,1.55327895
-5.57378689,5.34589756,0.05737020,0.70899816,0.84698179,0.65246257,2.20002253,0.00000000,2.34209601,1.57014061
-5.56778389,5.36447450,0.05780273,0.71576083,0.84709160,0.65450542,2.19417266,0.00000000,2.36612652,1.58589120
-5.56178089,5.37634288,0.05793762,0.72125817,0.84664582,0.65564759,2.18532996,0.00000000,2.38877851,1.60079579
-5.55577789,5.38256573,0.05777891,0.72551159,0.84574463,0.65606669,2.17404855,0.00000000,2.41038940,1.61515391
-5.54977489,5.38438458,0.05733718,0.72857507,0.84450855,0.65596846,2.16096010,0.00000000,2.43136849,1.62928228
-5.54377189,5.38317165,0.05662918,0.73053242,0.84307432,0.65558132,2.14675414,0.00000000,2.45217818,1.64349689
-5.53776888,5.38037924,0.05567726,0.73149397,0.84159061,0.65515032,2.13215723,0.00000000,2.47331414,1.65809511
-5.53176588,5.37748776,0.05450860,0.73159237,0.84021345,0.65493078,2.11791163,0.00000000,2.49528505,1.67333854
-5.52576288,5.37595442,0.05315434,0.73097808,0.83910158,0.65518150,2.10475394,0.00000000,2.51859258,1.68943759
-5.51975988,5.37716422,0.05164856,0.72981432,0.83841168,0.65615803,2.09339442,0.00000000,2.54371226,1.70653830
-5.51375688,5.38238493,0.05002725,0.72827184,0.83829373,0.65810598,2.08449744,0.00000000,2.57107573,1.72471227
-5.50775388,5.39272770,0.04832724,0.72652366,0.83888658,0.66125462,2.07866374,0.00000000,2.60105514,1.74395000
-5.50175088,5.40911469,0.04658514,0.72473988,0.84031374,0.66581097,2.07641493,0.00000000,2.63394988,1.76415828
-5.49574787,5.43225462,0.04483646,0.72308284,0.84267981,0.67195451,2.07818063,0.00000000,2.66997634,1.78516166
-5.48974487,5.46262702,0.04311467,0.72170266,0.84606729,0.67983273,2.08428876,0.00000000,2.70926073,1.80670792
-5.48374187,5.50047546,0.04145053,0.72073348,0.85053429,0.68955751,2.09495891,0.00000000,2.75183517,1.82847750
-5.47773887,5.54580942,0.03987151,0.72029025,0.85611285,0.70120251,2.11029911,0.00000000,2.79763710,1.85009622
-5.47173587,5.59841443,0.03840135,0.72046643,0.86280808,0.71480159,2.13030586,0.00000000,2.84651171,1.87115083
-5.46573287,5.65786922,0.03705983,0.72133238,0.87059813,0.73034819,2.15486720,0.00000000,2.89821719,1.89120632
-5.45972986,5.72356870,0.03586262,0.72293459,0.87943480,0.74779571,2.18376854,0.00000000,2.95243236,1.90982440
-5.45372686,5.79475117,0.03482131,0.72529566,0.88924482,0.76705870,2.21670080,0.00000000,3.00876612,1.92658186
-5.44772386,5.87052786,0.03394356,0.72841491,0.89993158,0.78801486,2.25327043,0.00000000,3.06676818,1.94108794
-5.44172086,5.94991330,0.03323322,0.73226965,0.91137726,0.81050758,2.29301058,0.00000000,3.12594045,1.95299985
-5.43571786,6.03185462,0.03269071,0.73681678,0.92344511,0.83434901,2.33539310,0.00000000,3.18574848,1.96203553
-5.42971486,6.11525846,0.03231325,0.74199485,0.93598186,0.85932337,2.37984066,0.00000000,3.24563241,1.96798302
-5.42371186,6.19901428,0.03209523,0.74772623,0.94881995,0.88519050,2.42573851,0.00000000,3.30501705,1.97070615
-5.41770885,6.28201324,0.03202854,0.75391941,0.96177978,0.91168939,2.47244569,0.00000000,3.36332055,1.97014616
-5.41170585,6.36316245,0.03210289,0.76047130,0.97467167,0.93854179,2.51930509,0.00000000,3.41996174,1.96631951
-5.40570285,6.44139437,0.03230614,0.76726937,0.98729766,0.96545565,2.56565257,0.00000000,3.47436588,1.95931202
-5.39969985,6.51567219,0.03262453,0.77419374,0.99945321,0.99212854,2.61082477,0.00000000,3.52596893,1.94926994
-5.39369685,6.58499161,0.03304303,0.78111907,1.01092883,1.01825101,2.65416599,0.00000000,3.57422071,1.93638860
-5.38769385,6.64838052,0.03354556,0.78791624,1.02151183,1.04350990,2.69503414,0.00000000,3.61858711,1.92089939
-5.38169085,6.70489753,0.03411522,0.79445402,1.03098820,1.06759183,2.73280608,0.00000000,3.65855191,1.90305602
-5.37568784,6.75363089,0.03473456,0.80060048,1.03914491,1.09018671,2.76688275,0.00000000,3.69361859,1.88312086
-5.36968484,6.79369889,0.03538584,0.80622458,1.04577256,1.11099162,2.79669429,0.00000000,3.72331259,1.86135223
-5.36368184,6.82425305,0.03605125,0.81119760,1.05066865,1.12971492,2.82170547,0.00000000,3.74718448,1.83799329
-5.35767884,6.84448470,0.03671326,0.81539477,1.05364134,1.14608076,2.84142171,0.00000000,3.76481429,1.81326317
-5.35167584,6.85363559,0.03735480,0.81869700,1.05451375,1.15983392,2.85539580,0.00000000,3.77581727,1.78735067
-5.34567284,6.85101258,0.03795968,0.82099276,1.05312868,1.17074494,2.86323531,0.00000000,3.77985105,1.76041076
-5.33966983,6.83600596,0.03851280,0.82218013,1.04935369,1.17861550,2.86461065,0.00000000,3.77662420,1.73256389
-5.33366683,6.80811086,0.03900048,0.82216896,1.04308619,1.18328381,2.85926355,0.00000000,3.76590577,1.70389788
-5.32766383,6.76695049,0.03941076,0.82088310,1.03425842,1.18462989,2.84701554,0.00000000,3.74753553,1.67447212
-5.32166083,6.71229996,0.03973364,0.81826261,1.02284194,1.18258051,2.82777612,0.00000000,3.72143428,1.64432354
-5.31565783,6.64410903,0.03996129,0.81426587,1.00885150,1.17711344,2.80155001,0.00000000,3.68761359,1.61347380
-5.30965483,6.56252224,0.04008824,0.80887140,0.99234777,1.16826085,2.76844310,0.00000000,3.64618429,1.58193716
-5.30365183,6.46789472,0.04011143,0.80207936,0.97343900,1.15611161,2.72866628,0.00000000,3.59736300,1.54972828
-5.29764882,6.36080228,0.04003030,0.79391253,0.95228107,1.14081210,2.68253709,0.00000000,3.54147612,1.51686954
-5.29164582,6.24204468,0.03984667,0.78441666,0.92907610,1.12256558,2.63047835,0.00000000,3.47896059,1.48339729
-5.28564282,6.11264097,0.03956468,0.77366018,0.90406938,1.10162978,2.57301388,0.00000000,3.41036118,1.44936660
-5.27963982,5.97381669,0.03919052,0.76173316,0.87754470,1.07831274,2.51076085,0.00000000,3.33632397,1.41485434
-5.27363682,5.82698285,0.03873219,0.74874543,0.84981824,1.05296703,2.44441906,0.00000000,3.25758603,1.37996037
-5.26763382,5.67370704,0.03819913,0.73482407,0.82123105,1.02598217,2.37475708,0.00000000,3.17496149,1.34480683
-5.26163082,5.51567767,0.03760188,0.72011016,0.79214065,0.99777583,2.30259585,0.00000000,3.08932428,1.30953574
-5.25562781,5.35466262,0.03695158,0.70475502,0.76291174,0.96878363,2.22879000,0.00000000,3.00158831,1.27430494
-5.24962481,5.19246371,0.03625962,0.68891605,0.73390661,0.93944834,2.15420773,0.00000000,2.91268558,1.23928292
-5.24362181,5.03086909,0.03553717,0.67275223,0.70547554,0.91020842,2.07970978,0.00000000,2.82354330,1.20464278
-5.23761881,4.87160528,0.03479476,0.65641978,0.67794753,0.88148667,2.00612839,0.00000000,2.73506081,1.17055567
-5.23161581,4.71629104,0.03404195,0.64006779,0.65162178,0.85367920,1.93424698,0.00000000,2.64808723,1.13718439
-5.22561281,4.56639486,0.03328701,0.62383432,0.62676014,0.82714522,1.86478138,0.00000000,2.56340098,1.10467719
-5.21960980,4.42319803,0.03253668,0.60784305,0.60358097,0.80219807,1.79836326,0.00000000,2.48169178,1.07316252
-5.21360680,4.28776455,0.03179602,0.59220053,0.58225442,0.77909785,1.73552641,0.00000000,2.40354604,1.04274472
-5.20760380,4.16091931,0.03106834,0.57699440,0.56289940,0.75804581,1.67669642,0.00000000,2.32943611,1.01350104
-5.20160080,4.04323522,0.03035522,0.56229230,0.54558236,0.73918099,1.62218402,0.00000000,2.25971391,0.98548016
-5.19559780,3.93502973,0.02965658,0.54814190,0.53031768,0.72257893,1.57218235,0.00000000,2.19460898,0.95870210
-5.18959480,3.83637068,0.02897088,0.53457165,0.51706986,0.70825269,1.52676818,0.00000000,2.13423110,0.93315967
-5.18359180,3.74709109,0.02829535,0.52159246,0.50575716,0.69615613,1.48590686,0.00000000,2.07857706,0.90882125
-5.17758879,3.66681198,0.02762626,0.50920004,0.49625672,0.68618913,1.44946090,0.00000000,2.02754131,0.88563469
-5.17158579,3.59497209,0.02695926,0.49737782,0.48841064,0.67820473,1.41720147,0.00000000,1.98092985,0.86353215
-5.16558279,3.53086307,0.02628972,0.48610028,0.48203313,0.67201769,1.38882250,0.00000000,1.93847656,0.84243555
-5.15957979,3.47366840,0.02561305,0.47533644,0.47691805,0.66741423,1.36395667,0.00000000,1.89986130,0.82226233
-5.15357679,3.42250427,0.02492504,0.46505340,0.47284689,0.66416244,1.34219246,0.00000000,1.86472872,0.80293119
-5.14757379,3.37646061,0.02422218,0.45521967,0.46959657,0.66202293,1.32309179,0.00000000,1.83270708,0.78436747
-5.14157079,3.33464054,0.02350184,0.44580814,0.46694706,0.66075926,1.30620721,0.00000000,1.80342609,0.76650802
-5.13556778,3.29619640,0.02276257,0.43679858,0.46468833,0.66014775,1.29109831,0.00000000,1.77653303,0.74930509
-5.12956478,3.26036117,0.02200414,0.42817947,0.46262649,0.65998613,1.27734642,0.00000000,1.75170664,0.73272932
-5.12356178,3.22647393,0.02122768,0.41994912,0.46058895,0.66010087,1.26456734,0.00000000,1.72866806,0.71677148
-5.11755878,3.19399861,0.02043566,0.41211611,0.45842840,0.66035269,1.25242154,0.00000000,1.70718862,0.70144314
-5.11155578,3.16253550,0.01963185,0.40469890,0.45602551,0.66064025,1.24062172,0.00000000,1.68709431,0.68677600
-5.10555278,3.13182548,0.01882120,0.39772476,0.45329040,0.66090178,1.22893750,0.00000000,1.66826690,0.67282032
-5.09954977,3.10174717,0.01800966,0.39122815,0.45016275,0.66111476,1.21719732,0.00000000,1.65064198,0.65964228
-5.09354677,3.07230772,0.01720402,0.38524845,0.44661084,0.66129365,1.20528772,0.00000000,1.63420423,0.64732072
-5.08754377,3.04362809,0.01641164,0.37982743,0.44262942,0.66148601,1.19315022,0.00000000,1.61898039,0.63594336
-5.08154077,3.01592401,0.01564019,0.37500648,0.43823673,0.66176714,1.18077630,0.00000000,1.60503057,0.62560288
-5.07553777,2.98948406,0.01489744,0.37082376,0.43347081,0.66223375,1.16820072,0.00000000,1.59243855,0.61639300
-5.06953477,2.96464633,0.01419092,0.36731150,0.42838541,0.66299693,1.15549396,0.00000000,1.58130170,0.60840507
-5.06353177,2.94177499,0.01352774,0.36449353,0.42304559,0.66417494,1.14275398,0.00000000,1.57172132,0.60172518
-5.05752876,2.92123848,0.01291436,0.36238337,0.41752340,0.66588618,1.13009813,0.00000000,1.56379383,0.59643214
-5.05152576,2.90339030,0.01235636,0.36098267,0.41189379,0.66824289,1.11765538,0.00000000,1.55760354,0.59259646
-5.04552276,2.88855365,0.01185833,0.36028049,0.40623092,0.67134566,1.10555950,0.00000000,1.55321732,0.59028040
-5.03951976,2.87701061,0.01142373,0.36025314,0.40060514,0.67527932,1.09394331,0.00000000,1.55068149,0.58953910
-5.03351676,2.86899629,0.01105484,0.36086480,0.39508058,0.68011028,1.08293447,0.00000000,1.55002104,0.59042272
-5.02751376,2.86469804,0.01075273,0.36206884,0.38971363,0.68588537,1.07265266,0.00000000,1.55124121,0.59297945
-5.02151076,2.86425957,0.01051731,0.36380974,0.38455216,0.69263232,1.06320831,0.00000000,1.55433116,0.59725916
-5.01550775,2.86778924,0.01034736,0.36602556,0.37963545,0.70036158,1.05470283,0.00000000,1.55926949,0.60331739
-5.00950475,2.87537170,0.01024068,0.36865085,0.37499487,0.70906947,1.04722992,0.00000000,1.56603096,0.61121937
-5.00350175,2.88708180,0.01019421,0.37161973,0.37065508,0.71874222,1.04087798,0.00000000,1.57459410,0.62104376
-4.99749875,2.90299929,0.01020418,0.37486905,0.36663559,0.72936063,1.03573296,0.00000000,1.58494872,0.63288561
-4.99149575,2.92322315,0.01026632,0.37834145,0.36295255,0.74090485,1.03188157,0.00000000,1.59710287,0.64685836
-4.98549275,2.94788392,0.01037605,0.38198801,0.35962055,0.75335896,1.02941417,0.00000000,1.61108838,0.66309452
-4.97948974,2.97715287,0.01052863,0.38577048,0.35665430,0.76671490,1.02842710,0.00000000,1.62696448,0.68174481
-4.97348674,3.01124681,0.01071939,0.38966269,0.35406997,0.78097533,1.02902411,0.00000000,1.64481871,0.70297558
-4.96748374,3.05042773,0.01094384,0.39365129,0.35188602,0.79615518,1.03131639,0.00000000,1.66476498,0.72696456
-4.96148074,3.09499669,0.01119782,0.39773544,0.35012358,0.81228161,1.03542128,0.00000000,1.68693823,0.75389499
-4.95547774,3.14528184,0.01147762,0.40192569,0.34880611,0.82939233,1.04145920,0.00000000,1.71148590,0.78394829
-4.94947474,3.20162082,0.01177999,0.40624182,0.34795851,0.84753221,1.04954918,0.00000000,1.73855619,0.81729556
-4.94347174,3.26433829,0.01210220,0.41070985,0.34760563,0.86674838,1.05980269,0.00000000,1.76828365,0.85408835
-4.93746873,3.33371954,0.01244199,0.41535832,0.34777024,0.88708399,1.07231644,0.00000000,1.80077268,0.89444920
-4.93146573,3.40998179,0.01279753,0.42021408,0.34847071,0.90857109,1.08716419,0.00000000,1.83607976,0.93846228
-4.92546273,3.49324467,0.01316733,0.42529766,0.34971844,0.93122302,1.10438824,0.00000000,1.87419554,0.98616489
-4.91945973,3.58350196,0.01355009,0.43061870,0.35151527,0.95502678,1.12399096,0.00000000,1.91502773,1.03754018
-4.91345673,3.68059631,0.01394463,0.43617155,0.35385105,0.97993608,1.14592723,0.00000000,1.95838613,1.09251153
-4.90745373,3.78419900,0.01434971,0.44193146,0.35670164,1.00586545,1.17009800,0.00000000,2.00397085,1.15093906
-4.90145073,3.89379631,0.01476388,0.44785155,0.36002741,1.03268607,1.19634595,0.00000000,2.05136485,1.21261845
-4.89544772,4.00868384,0.01518541,0.45386085,0.36377243,1.06022364,1.22445339,0.00000000,2.10003155,1.27728216
-4.88944472,4.12796985,0.01561217,0.45986363,0.36786455,1.08825867,1.25414300,0.00000000,2.14931836,1.34460309
-4.88344172,4.25058796,0.01604157,0.46574008,0.37221627,1.11652942,1.28508159,0.00000000,2.19846621,1.41420052
-4.87743872,4.37531924,0.01647055,0.47134846,0.37672660,1.14473736,1.31688697,0.00000000,2.24662527,1.48564789
-4.87143572,4.50082292,0.01689559,0.47652871,0.38128374,1.17255530,1.34913770,0.00000000,2.29287636,1.55848225
-4.86543272,4.62567466,0.01731276,0.48110733,0.38576853,1.19963758,1.38138562,0.00000000,2.33625743,1.63221463
-4.85942971,4.74841066,0.01771787,0.48490340,0.39005853,1.22563215,1.41317051,0.00000000,2.37579400,1.70634094
-4.85342671,4.86757552,0.01810658,0.48773550,0.39403256,1.25019375,1.44403627,0.00000000,2.41053228,1.78035284
-4.84742371,4.98177167,0.01847456,0.48942915,0.39757541,1.27299769,1.47354793,0.00000000,2.43957338,1.85374801
-4.84142071,5.08970784,0.01881773,0.48982441,0.40058260,1.29375342,1.50130854,0.00000000,2.46210712,1.92603941
-4.83541771,5.19024417,0.01913239,0.48878336,0.40296481,1.31221723,1.52697513,0.00000000,2.47744366,1.99676327
-4.82941471,5.28243181,0.01941548,0.48619688,0.40465186,1.32820331,1.55027288,0.00000000,2.48504153,2.06548538
-4.82341171,5.36554507,0.01966476,0.48199067,0.40559600,1.34159264,1.57100665,0.00000000,2.48453048,2.13180591
-4.81740870,5.43910461,0.01987893,0.47612993,0.40577427,1.35233925,1.58906940,0.00000000,2.47572837,2.19536254
-4.81140570,5.50289077,0.02005782,0.46862260,0.40518990,1.36047343,1.60444677,0.00000000,2.45865091,2.25583225
-4.80540270,5.55694663,0.02020247,0.45952100,0.40387260,1.36610177,1.61721779,0.00000000,2.43351425,2.31293200
-4.79939970,5.60157090,0.02031515,0.44892178,0.40187778,1.36940417,1.62755152,0.00000000,2.40073000,2.36641863
-4.79339670,5.63730148,0.02039943,0.43696416,0.39928472,1.37062777,1.63569978,0.00000000,2.36089338,2.41608832
-4.78739370,5.66489070,0.02046009,0.42382662,0.39619369,1.37007845,1.64198648,0.00000000,2.31476486,2.46177612
-4.78139070,5.68527397,0.02050308,0.40972219,0.39272242,1.36811016,1.64679391,0.00000000,2.26324661,2.50335560
-4.77538769,5.69953345,0.02053539,0.39489253,0.38900174,1.36511282,1.65054687,0.00000000,2.20735461,2.54073914
-4.76938469,5.70885887,0.02056488,0.37960126,0.38517091,1.36149934,1.65369542,0.00000000,2.14818812,2.57387873
-4.76338169,5.71450735,0.02060014,0.36412663,0.38137273,1.35769252,1.65669703,0.00000000,2.08689754,2.60276744
-4.75737869,5.71776406,0.02065021,0.34875404,0.37774861,1.35411238,1.65999910,0.00000000,2.02465237,2.62744139
-4.75137569,5.71990533,0.02072444,0.33376864,0.37443390,1.35116448,1.66402270,0.00000000,1.96261032,2.64798199
-4.74537269,5.72216563,0.02083221,0.31944839,0.37155368,1.34922983,1.66914815,0.00000000,1.90188873,2.66451817
-4.73936968,5.72570925,0.02098270,0.30605767,0.36921912,1.34865651,1.67570308,0.00000000,1.84353934,2.67722818
-4.73336668,5.73160741,0.02118465,0.29384188,0.36752450,1.34975345,1.68395355,0.00000000,1.78852692,2.68634060
-4.72736368,5.74082093,0.02144617,0.28302297,0.36654516,1.35278619,1.69409817,0.00000000,1.73771227,2.69213418
-4.72136068,5.75418842,0.02177449,0.27379604,0.36633619,1.35797473,1.70626566,0.00000000,1.69183989,2.69493617
-4.71535768,5.77241951,0.02217580,0.26632718,0.36693205,1.36549314,1.72051540,0.00000000,1.65153009,2.69511885
-4.70935468,5.79609253,0.02265507,0.26075221,0.36834695,1.37547070,1.73684093,0.00000000,1.61727563,2.69309416
-4.70335168,5.82565568,0.02321591,0.25717658,0.37057601,1.38799411,1.75517585,0.00000000,1.58944228,2.68930636
-4.69734867,5.86143099,0.02386047,0.25567604,0.37359699,1.40311050,1.77540156,0.00000000,1.56827299,2.68422289
-4.69134567,5.90361983,0.02458936,0.25629807,0.37737260,1.42083060,1.79735636,0.00000000,1.55389509,2.67832349
-4.68534267,5.95230941,0.02540161,0.25906380,0.38185305,1.44113185,1.82084512,0.00000000,1.54632997,2.67208813
-4.67933967,6.00747912,0.02629471,0.26397037,0.38697891,1.46396106,1.84564901,0.00000000,1.54550457,2.66598393
-4.67333667,6.06900643,0.02726457,0.27099336,0.39268391,1.48923634,1.87153456,0.00000000,1.55126426,2.66045184
-4.66733367,6.13667161,0.02830566,0.28008934,0.39889766,1.51684808,1.89826172,0.00000000,1.56338641,2.65589330
-4.66133067,6.21016132,0.02941111,0.29119822,0.40554819,1.54665911,1.92559034,0.00000000,1.58159434,2.65265774
-4.65532766,6.28907078,0.03057279,0.30424539,0.41256406,1.57850401,1.95328502,0.00000000,1.60557099,2.65103123
-4.64932466,6.37290508,0.03178154,0.31914355,0.41987609,1.61218769,1.98111802,0.00000000,1.63497224,2.65122686
-4.64332166,6.46107976,0.03302729,0.33579420,0.42741866,1.64748373,2.00887039,0.00000000,1.66943928,2.65337727
