energy_ev,total_up,Hf_p_up,Hf_d_up,P_s_up,P_p_up,S_s_up,S_p_up
-5.79589795,3.46062728,1.68061877,1.25201275,0.00391916,1.72475969,0.05106016,0.42165245
-5.78989495,3.46212826,1.69429642,1.25789734,0.00408735,1.73043488,0.05083629,0.41630536
-5.78389195,3.45573057,1.70438602,1.26291634,0.00426356,1.73346038,0.05047139,0.40933382
-5.77788894,3.44175745,1.71091425,1.26696788,0.00444594,1.73384965,0.04997444,0.40088152
-5.77188594,3.42051975,1.71389593,1.26990054,0.00463200,1.73158059,0.04935431,0.39110645
-5.76588294,3.39230151,1.71332861,1.27151709,0.00481876,1.72659387,0.04861959,0.38017582
-5.75987994,3.35734959,1.70918934,1.27158092,0.00500277,1.71879422,0.04777844,0.36826116
-5.75387694,3.31586824,1.70143412,1.26982503,0.00518019,1.70805469,0.04683847,0.35553349
-5.74787394,3.26801907,1.69000039,1.26596341,0.00534698,1.69422396,0.04580683,0.34215905
-5.74187094,3.21392660,1.67481239,1.25970438,0.00549899,1.67713654,0.04469031,0.32829552
-5.73586793,3.15368928,1.65578936,1.25076548,0.00563211,1.65662540,0.04349546,0.31408903
-5.72986493,3.08739511,1.63285621,1.23888915,0.00574246,1.63253657,0.04222893,0.29967196
-5.72386193,3.01514111,1.60595590,1.22385860,0.00582649,1.60474479,0.04089765,0.28516161
-5.71785893,2.93705517,1.57506292,1.20551294,0.00588117,1.57316957,0.03950919,0.27065967
-5.71185593,2.85331878,1.54019691,1.18376093,0.00590405,1.53779044,0.03807197,0.25625248
-5.70585293,2.76418901,1.50143541,1.15859242,0.00589341,1.49866072,0.03659560,0.24201197
-5.69984992,2.67001807,1.45892500,1.13008691,0.00584832,1.45591860,0.03509099,0.22799707
-5.69384692,2.57126881,1.41288961,1.09841862,0.00576865,1.40979502,0.03357054,0.21425554
-5.68784392,2.46852493,1.36363569,1.06385762,0.00565512,1.36061745,0.03204813,0.20082597
-5.68184092,2.36249493,1.31155334,1.02676699,0.00550924,1.30880936,0.03053909,0.18773987
-5.67583792,2.25400895,1.25711327,0.98759577,0.00533326,1.25488502,0.02906005,0.17502358
-5.66983492,2.14400866,1.20085958,0.94686819,0.00513011,1.19943992,0.02762867,0.16270000
-5.66383192,2.03353020,1.14339848,0.90516937,0.00490326,1.14313694,0.02626332,0.15079001
-5.65782891,1.92368095,1.08538337,0.86312826,0.00465664,1.08668897,0.02498268,0.13931344
-5.65182591,1.81561129,1.02749722,0.82139852,0.00439444,1.03083874,0.02380524,0.12828970
-5.64582291,1.71048267,0.97043280,0.78063814,0.00412105,0.97633682,0.02274879,0.11773799
-5.63981991,1.60943350,0.91487192,0.74148881,0.00384086,0.92391865,0.02182994,0.10767716
-5.63381691,1.51354482,0.86146479,0.70455589,0.00355816,0.87428202,0.02106356,0.09812525
-5.62781391,1.42380724,0.81081032,0.67038990,0.00327699,0.82806566,0.02046230,0.08909885
-5.62181091,1.34109093,0.76343854,0.63947029,0.00300109,0.78583022,0.02003617,0.08061235
-5.61580790,1.26612011,0.71979595,0.61219229,0.00273378,0.74804237,0.01979216,0.07267708
-5.60980490,1.19945318,0.68023443,0.58885717,0.00247791,0.71506276,0.01973395,0.06530058
-5.60380190,1.14146950,0.64500431,0.56966651,0.00223580,0.68713826,0.01986178,0.05848596
-5.59779890,1.09236337,0.61425180,0.55472055,0.00200928,0.66439898,0.02017230,0.05223142
-5.59179590,1.05214534,0.58802098,0.54402067,0.00179964,0.64685989,0.02065871,0.04652999
-5.58579290,1.02065087,0.56626005,0.53747583,0.00160768,0.63442721,0.02131089,0.04136953
-5.57978989,0.99755575,0.54883157,0.53491272,0.00143375,0.62690897,0.02211566,0.03673294
-5.57378689,0.98239764,0.53552615,0.53608909,0.00127778,0.62402949,0.02305723,0.03259860
-5.56778389,0.97460260,0.52607890,0.54070971,0.00113938,0.62544696,0.02411766,0.02894095
-5.56178089,0.97351560,0.52018782,0.54844431,0.00101786,0.63077343,0.02527744,0.02573131
-5.55577789,0.97843344,0.51753332,0.55894670,0.00091233,0.63959635,0.02651615,0.02293869
-5.54977489,0.98863881,0.51779785,0.57187424,0.00082175,0.65150069,0.02781313,0.02053073
-5.54377189,1.00343393,0.52068482,0.58690686,0.00074500,0.66609065,0.02914818,0.01847461
-5.53776888,1.02217231,0.52593593,0.60376487,0.00068094,0.68301015,0.03050225,0.01673791
-5.53176588,1.04428732,0.53334598,0.62222457,0.00062843,0.70196104,0.03185809,0.01528937
-5.52576288,1.06931612,0.54277466,0.64213109,0.00058640,0.72271816,0.03320079,0.01409957
-5.51975988,1.09691807,0.55415453,0.66340776,0.00055388,0.74514069,0.03451830,0.01314143
-5.51375688,1.12688652,0.56749494,0.68606141,0.00052998,0.76917899,0.03580176,0.01239059
-5.50775388,1.15915350,0.58288148,0.71018328,0.00051395,0.79487651,0.03704566,0.01182556
-5.50175088,1.19378679,0.60047101,0.73594527,0.00050515,0.82236661,0.03824797,0.01142783
-5.49574787,1.23097947,0.62048237,0.76359148,0.00050306,0.85186415,0.03940989,0.01118167
-5.48974487,1.27103210,0.64318298,0.79342522,0.00050724,0.88365201,0.04053564,0.01107394
-5.48374187,1.31432824,0.66887196,0.82579180,0.00051734,0.91806297,0.04163198,0.01109372
-5.47773887,1.36130411,0.69786038,0.86105775,0.00053309,0.95545764,0.04270757,0.01123189
-5.47173587,1.41241385,0.73044943,0.89958713,0.00055421,0.99619921,0.04377228,0.01148058
-5.46573287,1.46809157,0.76690757,0.94171602,0.00058046,1.04062603,0.04483639,0.01183271
-5.45972986,1.52871215,0.80744753,0.98772609,0.00061160,1.08902343,0.04590975,0.01228141
-5.45372686,1.59455256,0.85220436,1.03781859,0.00064731,1.14159574,0.04700094,0.01281958
-5.44772386,1.66575555,0.90121561,1.09209001,0.00068726,1.19844028,0.04811654,0.01343939
-5.44172086,1.74229762,0.95440449,1.15051050,0.00073104,1.25952427,0.04926039,0.01413197
-5.43571786,1.82396306,1.01156718,1.21290638,0.00077816,1.32466625,0.05043315,0.01488713
-5.42971486,1.91032546,1.07236479,1.27894771,0.00082807,1.39352289,0.05163184,0.01569313
-5.42371186,2.00073802,1.13632072,1.34814183,0.00088015,1.46558223,0.05284981,0.01653674
-5.41770885,2.09433338,1.20282356,1.41983335,0.00093369,1.54016388,0.05407669,0.01740320
-5.41170585,2.19003343,1.27113580,1.49321109,0.00098795,1.61642659,0.05529873,0.01827643
-5.40570285,2.28656885,1.34040794,1.56732182,0.00104216,1.69338299,0.05649927,0.01913934
-5.39969985,2.38250793,1.40969763,1.64109064,0.00109553,1.76992129,0.05765932,0.01997416
-5.39369685,2.47629349,1.47799309,1.71334713,0.00114728,1.84483300,0.05875841,0.02076286
-5.38769385,2.56628643,1.54423986,1.78285657,0.00119665,1.91684575,0.05977543,0.02148770
-5.38169085,2.65081409,1.60736976,1.84835481,0.00124294,1.98465984,0.06068948,0.02213167
-5.37568784,2.72822124,1.66633082,1.90858554,0.00128552,2.04698693,0.06148080,0.02267906
-5.36968484,2.79692162,1.72011703,1.96233834,0.00132386,2.10258932,0.06213155,0.02311591
-5.36368184,2.85544758,1.76779640,2.00848590,0.00135749,2.15031803,0.06262649,0.02343047
-5.35767884,2.90249579,1.80853654,2.04601891,0.00138609,2.18914821,0.06295352,0.02361358
-5.35167584,2.93696708,1.84162644,2.07407718,0.00140942,2.21821021,0.06310402,0.02365892
-5.34567284,2.95799876,1.86649382,2.09197561,0.00142736,2.23681526,0.06307299,0.02356323
-5.33966983,2.96498829,1.88271749,2.09922419,0.00143988,2.24447460,0.06285902,0.02332635
-5.33366683,2.95760742,1.89003435,2.09554116,0.00144705,2.24091161,0.06246404,0.02295124
-5.32766383,2.93580670,1.88834112,2.08085901,0.00144899,2.22606648,0.06189299,0.02244379
-5.32166083,2.89981045,1.87769096,2.05532328,0.00144591,2.20009364,0.06115325,0.02181259
-5.31565783,2.85010288,1.85828547,2.01928450,0.00143804,2.16335221,0.06025414,0.02106862
-5.30965483,2.78740640,1.83046271,1.97328365,0.00142564,2.11639037,0.05920628,0.02022485
-5.30365183,2.71265347,1.79468208,1.91803230,0.00140899,2.05992435,0.05802102,0.01929580
-5.29764882,2.62695345,1.75150687,1.85438816,0.00138836,1.99481342,0.05670988,0.01829702
-5.29164582,2.53155625,1.70158534,1.78332744,0.00136401,1.92203191,0.05528416,0.01724466
-5.28564282,2.42781424,1.64563137,1.70591512,0.00133618,1.84263969,0.05375456,0.01615498
-5.27963982,2.31714425,1.58440513,1.62327446,0.00130510,1.75775214,0.05213104,0.01504389
-5.27363682,2.20099086,1.51869486,1.53655686,0.00127098,1.66851100,0.05042269,0.01392655
-5.26763382,2.08079233,1.44929982,1.44691316,0.00123400,1.57605685,0.04863780,0.01281706
-5.26163082,1.95795005,1.37701522,1.35546734,0.00119433,1.48150419,0.04678405,0.01172814
-5.25562781,1.83380224,1.30261903,1.26329317,0.00115217,1.38591963,0.04486867,0.01067097
-5.24962481,1.70960225,1.22686090,1.17139456,0.00110770,1.29030365,0.04289877,0.00965502
-5.24362181,1.58650162,1.15045314,1.08068965,0.00106111,1.19557603,0.04088158,0.00868801
-5.23761881,1.46553782,1.07406360,0.99199903,0.00101263,1.10256516,0.03882476,0.00777590
-5.23161581,1.34762638,0.99831033,0.90603778,0.00096250,1.01200080,0.03673662,0.00692298
-5.22561281,1.23355700,0.92375763,0.82341128,0.00091101,0.92451032,0.03462623,0.00613191
-5.21960980,1.12399314,0.85091350,0.74461444,0.00085847,0.84061780,0.03250358,0.00540393
-5.21360680,1.01947448,0.78022804,0.67003378,0.00080521,0.76074582,0.03037946,0.00473900
-5.20760380,0.92042189,0.71209274,0.59995220,0.00075161,0.68521924,0.02826545,0.00413597
-5.20160080,0.82714399,0.64684049,0.53455555,0.00069804,0.61427076,0.02617368,0.00359281
-5.19559780,0.73984525,0.58474616,0.47394088,0.00064490,0.54804774,0.02411659,0.00310678
-5.18959480,0.65863490,0.52602777,0.41812567,0.00059259,0.48661982,0.02210662,0.00267458
-5.18359180,0.58353634,0.47084809,0.36705765,0.00054148,0.42998719,0.02015589,0.00229258
-5.17758879,0.51449691,0.41931679,0.32062494,0.00049196,0.37808905,0.01827586,0.00195693
-5.17158579,0.45139763,0.37149306,0.27866607,0.00044433,0.33081215,0.01647699,0.00166372
-5.16558279,0.39406273,0.32738871,0.24097966,0.00039892,0.28799912,0.01476848,0.00140904
-5.15957979,0.34226906,0.28697178,0.20733362,0.00035597,0.24945653,0.01315803,0.00118916
-5.15357679,0.29575495,0.25017060,0.17747357,0.00031569,0.21496253,0.01165163,0.00100054
-5.14757379,0.25422874,0.21687825,0.15113056,0.00027823,0.18427397,0.01025352,0.00083992
-5.14157079,0.21737681,0.18695737,0.12802789,0.00024370,0.15713301,0.00896610,0.00070437
-5.13556778,0.18487096,0.16024522,0.10788709,0.00021215,0.13327309,0.00778999,0.00059136
-5.12956478,0.15637536,0.13655893,0.09043300,0.00018359,0.11242431,0.00672413,0.00049876
-5.12356178,0.13155273,0.11570071,0.07539799,0.00015801,0.09431820,0.00576590,0.00042495
-5.11755878,0.11006999,0.09746300,0.06252547,0.00013534,0.07869175,0.00491134,0.00036882
-5.11155578,0.09160324,0.08163351,0.05157250,0.00011550,0.06529100,0.00415536,0.00032986
-5.10555278,0.07584202,0.06799980,0.04231186,0.00009840,0.05387381,0.00349196,0.00030826
-5.09954977,0.06249295,0.05635360,0.03453343,0.00008394,0.04421221,0.00291447,0.00030497
-5.09354677,0.05128279,0.04649465,0.02804504,0.00007205,0.03609410,0.00241582,0.00032185
-5.08754377,0.04196079,0.03823402,0.02267286,0.00006265,0.02932448,0.00198869,0.00036181
-5.08154077,0.03430053,0.03139695,0.01826142,0.00005572,0.02372619,0.00162575,0.00042901
-5.07553777,0.02810129,0.02582516,0.01467325,0.00005126,0.01914028,0.00131982,0.00052905
-5.06953477,0.02318890,0.02137871,0.01178837,0.00004935,0.01542598,0.00106402,0.00066921
-5.06353177,0.01941627,0.01793731,0.00950345,0.00005011,0.01246035,0.00085183,0.00085875
-5.05752876,0.01666351,0.01540136,0.00773100,0.00005375,0.01013779,0.00067724,0.00110917
-5.05152576,0.01483792,0.01369243,0.00639830,0.00006056,0.00836925,0.00053474,0.00143459
-5.04552276,0.01387361,0.01275359,0.00544645,0.00007094,0.00708135,0.00041938,0.00185202
-5.03951976,0.01373106,0.01254928,0.00482929,0.00008538,0.00621539,0.00032677,0.00238177
-5.03351676,0.01439648,0.01306502,0.00451238,0.00010449,0.00572631,0.00025306,0.00304774
-5.02751376,0.01588098,0.01430678,0.00447202,0.00012897,0.00558161,0.00019494,0.00387774
-5.02151076,0.01821961,0.01630016,0.00469429,0.00015968,0.00576021,0.00014956,0.00490377
-5.01550775,0.02147027,0.01908918,0.00517412,0.00019754,0.00625138,0.00011455,0.00616219
-5.00950475,0.02571228,0.02273491,0.00591446,0.00024363,0.00705358,0.00008792,0.00769387
-5.00350175,0.03104480,0.02731370,0.00692539,0.00029910,0.00817341,0.00006806,0.00954417
-4.99749875,0.03758490,0.03291509,0.00822339,0.00036519,0.00962443,0.00005366,0.01176281
-4.99149575,0.04546531,0.03963936,0.00983053,0.00044321,0.01142611,0.00004370,0.01440360
-4.98549275,0.05483182,0.04759477,0.01177374,0.00053450,0.01360267,0.00003740,0.01752400
-4.97948974,0.06584035,0.05689438,0.01408412,0.00064043,0.01618202,0.00003418,0.02118451
-4.97348674,0.07865367,0.06765265,0.01679622,0.00076233,0.01919464,0.00003364,0.02544788
-4.96748374,0.09343784,0.07998179,0.01994746,0.00090148,0.02267257,0.00003554,0.03037820
-4.96148074,0.11035856,0.09398798,0.02357755,0.00105904,0.02664842,0.00003978,0.03603978
-4.95547774,0.12957737,0.10976762,0.02772804,0.00123605,0.03115450,0.00004639,0.04249601
-4.94947474,0.15124805,0.12740380,0.03244194,0.00143336,0.03622207,0.00005550,0.04980812
-4.94347174,0.17551325,0.14696302,0.03776358,0.00165163,0.04188082,0.00006736,0.05803395
-4.93746873,0.20250168,0.16849262,0.04373853,0.00189126,0.04815856,0.00008234,0.06722678
-4.93146573,0.23232600,0.19201886,0.05041386,0.00215240,0.05508114,0.00010093,0.07743432
-4.92546273,0.26508157,0.21754595,0.05783849,0.00243497,0.06267276,0.00012375,0.08869785
-4.91945973,0.30084629,0.24505619,0.06606384,0.00273859,0.07095649,0.00015156,0.10105175
-4.91345673,0.33968167,0.27451128,0.07514467,0.00306272,0.07995522,0.00018527,0.11452324
-4.90745373,0.38163508,0.30585479,0.08514005,0.00340659,0.08969279,0.00022600,0.12913258
-4.90145073,0.42674322,0.33901583,0.09611450,0.00376933,0.10019546,0.00027508,0.14489369
-4.89544772,0.47503673,0.37391380,0.10813911,0.00415001,0.11149343,0.00033408,0.16181515
-4.88944472,0.52654561,0.41046382,0.12129254,0.00454773,0.12362253,0.00040482,0.17990158
-4.88344172,0.58130520,0.44858283,0.13566191,0.00496172,0.13662568,0.00048948,0.19915537
-4.87743872,0.63936230,0.48819570,0.15134323,0.00539141,0.15055422,0.00059055,0.21957864
-4.87143572,0.70078094,0.52924109,0.16844136,0.00583652,0.16546881,0.00071089,0.24117528
-4.86543272,0.76564719,0.57167648,0.18706929,0.00629719,0.18143970,0.00085379,0.26395296
-4.85942971,0.83407249,0.61548200,0.20734668,0.00677396,0.19854630,0.00102295,0.28792493
-4.85342671,0.90619496,0.66066253,0.22939735,0.00726788,0.21687591,0.00122248,0.31311140
-4.84742371,0.98217809,0.70724769,0.25334593,0.00778048,0.23652140,0.00145692,0.33954034
-4.84142071,1.06220646,0.75528948,0.27931336,0.00831374,0.25757791,0.00173123,0.36724750
-4.83541771,1.14647816,0.80485743,0.30741141,0.00887003,0.28013855,0.00205066,0.39627550
-4.82941471,1.23519385,0.85603113,0.33773633,0.00945204,0.30428903,0.00242077,0.42667192
-4.82341171,1.32854248,0.90889049,0.37036170,0.01006255,0.33010163,0.00284727,0.45848620
-4.81740870,1.42668403,0.96350394,0.40533075,0.01070431,0.35762844,0.00333588,0.49176554
-4.81140570,1.52972970,1.01991509,0.44264847,0.01137982,0.38689430,0.00389218,0.52654965
-4.80540270,1.63772049,1.07812860,0.48227382,0.01209106,0.41788980,0.00452143,0.56286465
-4.79939970,1.75060487,1.13809590,0.52411247,0.01283923,0.45056453,0.00522828,0.60071622
-4.79339670,1.86821685,1.19970171,0.56801041,0.01362456,0.48482124,0.00601657,0.64008237
-4.78739370,1.99025560,1.26275221,0.61374898,0.01444600,0.52051104,0.00688904,0.68090611
-4.78139070,2.11626786,1.32696574,0.66104162,0.01530104,0.55743022,0.00784708,0.72308843
-4.77538769,2.24563444,1.39196673,0.70953272,0.01618552,0.59531890,0.00889041,0.76648209
-4.76938469,2.37756206,1.45728368,0.75879893,0.01709356,0.63386186,0.01001687,0.81088648
-4.76338169,2.51108132,1.52235147,0.80835303,0.01801744,0.67269159,0.01122219,0.85604421
-4.75737869,2.64505185,1.58651840,0.85765052,0.01894769,0.71139387,0.01249977,0.90163953
-4.75137569,2.77817486,1.64905793,0.90609895,0.01987316,0.74951550,0.01384062,0.94729922
-4.74537269,2.90901346,1.70918488,0.95306967,0.02078119,0.78657433,0.01523329,0.99259577
-4.73936968,3.03602027,1.76607560,0.99791196,0.02165794,0.82207105,0.01666391,1.03705342
-4.73336668,3.15757186,1.81889137,1.03996886,0.02248865,0.85550256,0.01811631,1.08015659
-4.72736368,3.27200890,1.86680419,1.07859435,0.02325808,0.88637616,0.01957225,1.12136090
-4.72136068,3.37768072,1.90902368,1.11317128,0.02395099,0.91422427,0.02101177,1.16010623
-4.71535768,3.47299247,1.94482409,1.14312920,0.02455252,0.93861881,0.02241358,1.19583161
-4.70935468,3.55645320,1.97357005,1.16796150,0.02504880,0.95918478,0.02375555,1.22799116
-4.70335168,3.62672263,1.99473989,1.18724123,0.02542732,0.97561236,0.02501529,1.25607070
-4.69734867,3.68265465,2.00794544,1.20063463,0.02567742,0.98766691,0.02617074,1.27960409
-4.69134567,3.72333562,2.01294722,1.20791215,0.02579070,0.99519655,0.02720086,1.29818874
-4.68534267,3.74811556,2.00966438,1.20895613,0.02576131,0.99813678,0.02808617,1.31149949
-4.67933967,3.75663085,1.99817884,1.20376499,0.02558618,0.99651199,0.02880946,1.31930028
-4.67333667,3.74881728,1.97873334,1.19245362,0.02526518,0.99043387,0.02935627,1.32145290
-4.66733367,3.72491280,1.95172360,1.17525005,0.02480117,0.98009655,0.02971541,1.31792256
-4.66133067,3.68544975,1.91768473,1.15248832,0.02419991,0.96576899,0.02987933,1.30877983
-4.65532766,3.63123704,1.87727283,1.12459810,0.02346988,0.94778479,0.02984437,1.29419890
-4.64932466,3.56333293,1.83124237,1.09209140,0.02262205,0.92652996,0.02961091,1.27445232
-4.64332166,3.48300982,1.78042057,1.05554686,0.02166956,0.90242930,0.02918335,1.24990223
-4.63731866,3.39171262,1.72567999,1.01559245,0.02062724,0.87593193,0.02857000,1.22098878
-4.63131566,3.29101272,1.66791045,0.97288726,0.01951125,0.84749674,0.02778277,1.18821600
-4.62531266,3.18255957,1.60799175,0.92810306,0.01833854,0.81757830,0.02683684,1.15213603
-4.61930965,3.06803203,1.54676819,0.88190645,0.01712640,0.78661403,0.02575013,1.11333226
-4.61330665,2.94909169,1.48502602,0.83494224,0.01589198,0.75501289,0.02454281,1.07240223
-4.60730365,2.82733989,1.42347472,0.78781865,0.01465189,0.72314624,0.02323663,1.02994098
-4.60130065,2.70428028,1.36273268,0.74109481,0.01342174,0.69134103,0.02185436,0.98652562
-4.59529765,2.58128791,1.30331774,0.69527091,0.01221589,0.65987553,0.02041911,0.94270153
-4.58929465,2.45958608,1.24564265,0.65078111,0.01104714,0.62897758,0.01895381,0.89897089
-4.58329165,2.34023100,1.19001540,0.60798946,0.00992656,0.59882525,0.01748063,0.85578370
-4.57728864,2.22410461,1.13664406,0.56718851,0.00886339,0.56954970,0.01602052,0.81353161
-4.57128564,2.11191496,1.08564550,0.52860059,0.00786497,0.54123987,0.01459287,0.77254445
-4.56528264,2.00420348,1.03705741,0.49238138,0.00693679,0.51394864,0.01321520,0.73308950
-4.55927964,1.90135817,0.99085277,0.45862543,0.00608258,0.48770003,0.01190301,0.69537319
-4.55327664,1.80363147,0.94695580,0.42737315,0.00530444,0.46249692,0.01066972,0.65954493
-4.54727364,1.71116147,0.90525872,0.39861887,0.00460301,0.43832890,0.00952664,0.62570269
-4.54127064,1.62399520,0.86563832,0.37231959,0.00397771,0.41517994,0.00848314,0.59389992
-4.53526763,1.54211261,0.82797165,0.34840379,0.00342690,0.39303532,0.00754681,0.56415316
-4.52926463,1.46545000,0.79215019,0.32678026,0.00294817,0.37188779,0.00672367,0.53645026
-4.52326163,1.39392205,0.75809198,0.30734627,0.00253851,0.35174254,0.00601847,0.51075835
-4.51725863,1.32744138,0.72575120,0.28999505,0.00219457,0.33262102,0.00543496,0.48703158
-4.51125563,1.26593503,0.69512516,0.27462239,0.00191282,0.31456345,0.00497621,0.46521804
-4.50525263,1.20935757,0.66625827,0.26113209,0.00168969,0.29763003,0.00464481,0.44526582
-4.49924962,1.15770029,0.63924329,0.24944027,0.00152177,0.28190098,0.00444317,0.42712783
-4.49324662,1.11099667,0.61421966,0.23947851,0.00140583,0.26747534,0.00437366,0.41076548
-4.48724362,1.06932399,0.59136919,0.23119588,0.00133895,0.25446886,0.00443870,0.39615103
-4.48124062,1.03280137,0.57090939,0.22455979,0.00131852,0.24301086,0.00464086,0.38326868
-4.47523762,1.00158453,0.55308463,0.21955584,0.00134223,0.23324044,0.00498276,0.37211444
-4.46923462,0.97585755,0.53815547,0.21618667,0.00140808,0.22530193,0.00546698,0.36269489
-4.46323162,0.95582211,0.52638664,0.21446997,0.00151426,0.21933994,0.00609587,0.35502498
-4.45722861,0.94168472,0.51803392,0.21443574,0.00165915,0.21549395,0.00687126,0.34912493
-4.45122561,0.93364230,0.51333048,0.21612280,0.00184114,0.21389265,0.00779417,0.34501652
-4.44522261,0.93186678,0.51247304,0.21957485,0.00205860,0.21464821,0.00886442,0.34271895
-4.43921961,0.93648919,0.51560847,0.22483601,0.00230970,0.21785045,0.01008023,0.34224433
-4.43321661,0.94758380,0.52282120,0.23194602,0.00259237,0.22356123,0.01143787,0.34359317
-4.42721361,0.96515301,0.53412202,0.24093531,0.00290411,0.23180910,0.01293123,0.34674999
-4.42121061,0.98911349,0.54943881,0.25181998,0.00324199,0.24258450,0.01455149,0.35167925
-4.41520760,1.01928420,0.56860958,0.26459686,0.00360251,0.25583551,0.01628691,0.35832182
-4.40920460,1.05537697,0.59137837,0.27923893,0.00398160,0.27146453,0.01812257,0.36659215
-4.40320160,1.09699001,0.61739435,0.29569109,0.00437458,0.28932605,0.02004036,0.37637634
-4.39719860,1.14360501,0.64621423,0.31386675,0.00477619,0.30922556,0.02201903,0.38753118
-4.39119560,1.19458818,0.67730848,0.33364508,0.00518063,0.33091998,0.02403434,0.39988433
-4.38519260,1.24919545,0.71007094,0.35486943,0.00558166,0.35411958,0.02605944,0.41323566
-4.37918959,1.30658201,0.74383208,0.37734693,0.00597271,0.37849159,0.02806533,0.42735979
-4.37318659,1.36581626,0.77787527,0.40084940,0.00634700,0.40366551,0.03002146,0.44200982
-4.36718359,1.42589779,0.81145592,0.42511574,0.00669776,0.42924012,0.03189644,0.45692210
-4.36118059,1.48577920,0.84382259,0.44985583,0.00701838,0.45479205,0.03365884,0.47182199
-4.35517759,1.54439100,0.87423956,0.47475598,0.00730260,0.47988581,0.03527809,0.48643038
-4.34917459,1.60066913,0.90200994,0.49948578,0.00754474,0.50408510,0.03672532,0.50047078
-4.34317159,1.65358396,0.92649851,0.52370630,0.00773985,0.52696496,0.03797430,0.51367669
-4.33716858,1.70217000,0.94715338,0.54707953,0.00788389,0.54812457,0.03900221,0.52579903
-4.33116558,1.74555528,0.96352566,0.56927855,0.00797389,0.56720015,0.03979045,0.53661333
-4.32516258,1.78298917,0.97528630,0.58999844,0.00800803,0.58387774,0.04032526,0.54592633
-4.31915958,1.81386792,0.98223969,0.60896731,0.00798573,0.59790521,0.04059820,0.55358190
-4.31315658,1.83775671,0.98433319,0.62595729,0.00790767,0.60910319,0.04060648,0.55946586
-4.30715358,1.85440752,0.98166265,0.64079485,0.00777580,0.61737457,0.04035314,0.56350969
