energy_ev,total_up,Ag_p_up,Ag_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-5.62181091,5.02273367,0.55118656,4.40200582,0.37573052,0.00000000,0.03258092,0.15397798
-5.61580790,5.00644044,0.55658178,4.38645040,0.37435334,0.00000000,0.03302197,0.15410847
-5.60980490,4.99855263,0.56223856,4.37860590,0.37337901,0.00000000,0.03346370,0.15447509
-5.60380190,4.99872002,0.56801485,4.37822933,0.37275335,0.00000000,0.03389777,0.15505542
-5.59779890,5.00642759,0.57375580,4.38493005,0.37240780,0.00000000,0.03431533,0.15582308
-5.59179590,5.02102093,0.57929810,4.39819133,0.37226198,0.00000000,0.03470732,0.15674881
-5.58579290,5.04173276,0.58447456,4.41739251,0.37222660,0.00000000,0.03506474,0.15780151
-5.57978989,5.06770890,0.58911876,4.44183072,0.37220655,0.00000000,0.03537895,0.15894930
-5.57378689,5.09803277,0.59306972,4.47074102,0.37210409,0.00000000,0.03564194,0.16016048
-5.56778389,5.13174751,0.59617623,4.50331442,0.37182192,0.00000000,0.03584657,0.16140444
-5.56178089,5.16787505,0.59830085,4.53871324,0.37126613,0.00000000,0.03598672,0.16265232
-5.55577789,5.20543212,0.59932337,4.57608384,0.37034888,0.00000000,0.03605748,0.16387756
-5.54977489,5.24344319,0.59914362,4.61456685,0.36899069,0.00000000,0.03605524,0.16505631
-5.54377189,5.28095062,0.59768360,4.65330524,0.36712242,0.00000000,0.03597772,0.16616758
-5.53776888,5.31702275,0.59488877,4.69145088,0.36468670,0.00000000,0.03582400,0.16719329
-5.53176588,5.35076034,0.59072863,4.72817018,0.36163898,0.00000000,0.03559446,0.16811814
-5.52576288,5.38130225,0.58519647,4.76264948,0.35794813,0.00000000,0.03529075,0.16892934
-5.51975988,5.40783101,0.57830843,4.79410085,0.35359658,0.00000000,0.03491567,0.16961635
-5.51375688,5.42957869,0.57010193,4.82176871,0.34858003,0.00000000,0.03447310,0.17017040
-5.50775388,5.44583373,0.56063351,4.84493781,0.34290690,0.00000000,0.03396786,0.17058416
-5.50175088,5.45594891,0.54997630,4.86294250,0.33659739,0.00000000,0.03340564,0.17085129
-5.49574787,5.45935045,0.53821722,4.87517747,0.32968237,0.00000000,0.03279288,0.17096610
-5.48974487,5.45554825,0.52545396,4.88110969,0.32220203,0.00000000,0.03213671,0.17092327
-5.48374187,5.44414694,0.51179207,4.88029112,0.31420453,0.00000000,0.03144486,0.17071762
-5.47773887,5.42485728,0.49734210,4.87237177,0.30574449,0.00000000,0.03072560,0.17034401
-5.47173587,5.39750736,0.48221700,4.85711241,0.29688158,0.00000000,0.02998774,0.16979736
-5.46573287,5.36205304,0.46652986,4.83439639,0.28767911,0.00000000,0.02924057,0.16907273
-5.45972986,5.31858692,0.45039203,4.80423971,0.27820275,0.00000000,0.02849385,0.16816553
-5.45372686,5.26734521,0.43391170,4.76679889,0.26851938,0.00000000,0.02775778,0.16707183
-5.44772386,5.20871190,0.41719288,4.72237582,0.25869611,0.00000000,0.02704299,0.16578869
-5.44172086,5.14321980,0.40033482,4.67141941,0.24879938,0.00000000,0.02636051,0.16431461
-5.43571786,5.07154788,0.38343179,4.61452326,0.23889428,0.00000000,0.02572168,0.16264990
-5.42971486,4.99451479,0.36657315,4.55241956,0.22904402,0.00000000,0.02513813,0.16079718
-5.42371186,4.91306835,0.34984366,4.48596870,0.21930943,0.00000000,0.02462164,0.15876167
-5.41770885,4.82827097,0.33332390,4.41614505,0.20974866,0.00000000,0.02418404,0.15655162
-5.41170585,4.74128128,0.31709073,4.34401882,0.20041691,0.00000000,0.02383707,0.15417846
-5.40570285,4.65333227,0.30121773,4.27073454,0.19136613,0.00000000,0.02359216,0.15165698
-5.39969985,4.56570634,0.28577555,4.19748673,0.18264488,0.00000000,0.02346030,0.14900538
-5.39369685,4.47970811,0.27083198,4.12549328,0.17429807,0.00000000,0.02345175,0.14624507
-5.38769385,4.39663550,0.25645202,4.05596738,0.16636670,0.00000000,0.02357585,0.14340051
-5.38169085,4.31775024,0.24269755,3.99008901,0.15888765,0.00000000,0.02384078,0.14049881
-5.37568784,4.24424858,0.22962700,3.92897675,0.15189333,0.00000000,0.02425330,0.13756925
-5.36968484,4.17723336,0.21729465,3.87366100,0.14541142,0.00000000,0.02481853,0.13464275
-5.36368184,4.11768846,0.20575002,3.82505964,0.13946454,0.00000000,0.02553975,0.13175115
-5.35767884,4.06645657,0.19503710,3.78395700,0.13406995,0.00000000,0.02641822,0.12892665
-5.35167584,4.02422130,0.18519357,3.75098703,0.12923933,0.00000000,0.02745302,0.12620100
-5.34567284,3.99149434,0.17625016,3.72662142,0.12497854,0.00000000,0.02864096,0.12360490
-5.33966983,3.96860830,0.16823010,3.71116314,0.12128754,0.00000000,0.02997653,0.12116733
-5.33366683,3.95571560,0.16114877,3.70474582,0.11816036,0.00000000,0.03145194,0.11891499
-5.32766383,3.95279340,0.15501356,3.70733886,0.11558519,0.00000000,0.03305717,0.11687182
-5.32166083,3.95965454,0.14982394,3.71875829,0.11354461,0.00000000,0.03478011,0.11505861
-5.31565783,3.97596389,0.14557178,3.73868262,0.11201591,0.00000000,0.03660682,0.11349271
-5.30965483,4.00125929,0.14224193,3.76667319,0.11097154,0.00000000,0.03852176,0.11218784
-5.30365183,4.03497614,0.13981290,3.80219777,0.11037965,0.00000000,0.04050814,0.11115402
-5.29764882,4.07647435,0.13825774,3.84465638,0.11020467,0.00000000,0.04254829,0.11039757
-5.29164582,4.12506624,0.13754502,3.89340792,0.11040806,0.00000000,0.04462408,0.10992115
-5.28564282,4.18004389,0.13763976,3.94779620,0.11094891,0.00000000,0.04671738,0.10972390
-5.27963982,4.24070464,0.13850443,4.00717407,0.11178475,0.00000000,0.04881043,0.10980161
-5.27363682,4.30637314,0.14009976,4.07092420,0.11287215,0.00000000,0.05088635,0.11014687
-5.26763382,4.37641907,0.14238557,4.13847558,0.11416742,0.00000000,0.05292944,0.11074930
-5.26163082,4.45026935,0.14532128,4.20931477,0.11562722,0.00000000,0.05492560,0.11159575
-5.25562781,4.52741454,0.14886636,4.28299137,0.11720908,0.00000000,0.05686253,0.11267049
-5.24962481,4.60740900,0.15298057,4.35911757,0.11887189,0.00000000,0.05872994,0.11395547
-5.24362181,4.68986513,0.15762402,4.43736189,0.12057635,0.00000000,0.06051964,0.11543050
-5.23761881,4.77444224,0.16275715,4.51743768,0.12228534,0.00000000,0.06222558,0.11707361
-5.23161581,4.86083092,0.16834054,4.59908735,0.12396427,0.00000000,0.06384369,0.11886130
-5.22561281,4.94873418,0.17433471,4.68206336,0.12558138,0.00000000,0.06537175,0.12076897
-5.21960980,5.03784680,0.18069992,4.76610744,0.12710809,0.00000000,0.06680913,0.12277134
-5.21360680,5.12783445,0.18739600,4.85092965,0.12851929,0.00000000,0.06815649,0.12484300
-5.20760380,5.21831415,0.19438219,4.93618866,0.12979365,0.00000000,0.06941544,0.12695901
-5.20160080,5.30883774,0.20161720,5.02147492,0.13091395,0.00000000,0.07058822,0.12909557
-5.19559780,5.39887950,0.20905924,5.10629799,0.13186737,0.00000000,0.07167736,0.13123080
-5.18959480,5.48782923,0.21666628,5.19007905,0.13264576,0.00000000,0.07268542,0.13334543
-5.18359180,5.57499146,0.22439631,5.27214962,0.13324592,0.00000000,0.07361476,0.13542363
-5.17758879,5.65959118,0.23220775,5.35175660,0.13366974,0.00000000,0.07446742,0.13745374
-5.17158579,5.74078617,0.24005981,5.42807396,0.13392428,0.00000000,0.07524508,0.13942886
-5.16558279,5.81768537,0.24791290,5.50022049,0.13402171,0.00000000,0.07594909,0.14134746
-5.15957979,5.88937273,0.25572895,5.56728311,0.13397909,0.00000000,0.07658065,0.14321374
-5.15357679,5.95493520,0.26347163,5.62834450,0.13381798,0.00000000,0.07714094,0.14503782
-5.14757379,6.01349368,0.27110648,5.68251388,0.13356390,0.00000000,0.07763150,0.14683572
-5.14157079,6.06423531,0.27860083,5.72895941,0.13324555,0.00000000,0.07805443,0.14862911
-5.13556778,6.10644548,0.28592366,5.76694060,0.13289386,0.00000000,0.07841277,0.15044484
-5.12956478,6.13953792,0.29304523,5.79583905,0.13254095,0.00000000,0.07871076,0.15231423
-5.12356178,6.16308141,0.29993669,5.81518615,0.13221893,0.00000000,0.07895405,0.15427215
-5.11755878,6.17682155,0.30656956,5.82468613,0.13195861,0.00000000,0.07914994,0.15635596
-5.11155578,6.18069662,0.31291524,5.82423338,0.13178831,0.00000000,0.07930733,0.15860426
-5.10555278,6.17484663,0.31894461,5.81392304,0.13173257,0.00000000,0.07943681,0.16105561
-5.09954977,6.15961482,0.32462764,5.79405433,0.13181113,0.00000000,0.07955038,0.16374720
-5.09354677,6.13554172,0.32993330,5.76512622,0.13203801,0.00000000,0.07966128,0.16671356
-5.08754377,6.10335153,0.33482962,5.72782550,0.13242081,0.00000000,0.07978357,0.16998528
-5.08154077,6.06393157,0.33928401,5.68300769,0.13296033,0.00000000,0.07993165,0.17358796
-5.07553777,6.01830537,0.34326388,5.63167143,0.13365045,0.00000000,0.08011981,0.17754118
-5.06953477,5.96760048,0.34673747,5.57492723,0.13447838,0.00000000,0.08036159,0.18185782
-5.06353177,5.91301232,0.34967496,5.51396206,0.13542516,0.00000000,0.08066925,0.18654347
-5.05752876,5.85576529,0.35204974,5.45000083,0.13646647,0.00000000,0.08105320,0.19159610
-5.05152576,5.79707293,0.35383977,5.38426659,0.13757373,0.00000000,0.08152152,0.19700603
-5.04552276,5.73809858,0.35502900,5.31794089,0.13871535,0.00000000,0.08207952,0.20275603
-5.03951976,5.67991806,0.35560878,5.25212599,0.13985810,0.00000000,0.08272939,0.20882166
-5.03351676,5.62348612,0.35557904,5.18781043,0.14096865,0.00000000,0.08347002,0.21517190
-5.02751376,5.56960775,0.35494937,5.12583945,0.14201500,0.00000000,0.08429689,0.22176981
-5.02151076,5.51891575,0.35373970,5.06689135,0.14296786,0.00000000,0.08520212,0.22857346
-5.01550775,5.47185535,0.35198074,5.01146095,0.14380193,0.00000000,0.08617463,0.23553693
-5.00950475,5.42867667,0.34971400,4.95985072,0.14449698,0.00000000,0.08720047,0.24261141
-5.00350175,5.38943514,0.34699141,4.91216994,0.14503861,0.00000000,0.08826316,0.24974641
-4.99749875,5.35399999,0.34387458,4.86834194,0.14541884,0.00000000,0.08934425,0.25689096
-4.99149575,5.32207038,0.34043374,4.82811900,0.14563635,0.00000000,0.09042386,0.26399487
-4.98549275,5.29319835,0.33674625,4.79110424,0.14569642,0.00000000,0.09148130,0.27100992
-4.97948974,5.26681774,0.33289502,4.75677946,0.14561063,0.00000000,0.09249572,0.27789104
-4.97348674,5.24227743,0.32896657,4.72453758,0.14539625,0.00000000,0.09344674,0.28459740
-4.96748374,5.21887777,0.32504913,4.69371824,0.14507540,0.00000000,0.09431504,0.29109336
-4.96148074,5.19590816,0.32123053,4.66364487,0.14467409,0.00000000,0.09508295,0.29734925
-4.95547774,5.17268436,0.31759626,4.63366151,0.14422098,0.00000000,0.09573490,0.30334201
-4.94947474,5.14858357,0.31422745,4.60316773,0.14374621,0.00000000,0.09625782,0.30905558
-4.94347174,5.12307600,0.31119911,4.57165010,0.14328004,0.00000000,0.09664142,0.31448104
-4.93746873,5.09575134,0.30857840,4.53870886,0.14285159,0.00000000,0.09687835,0.31961649
-4.93146573,5.06633913,0.30642319,4.50407867,0.14248758,0.00000000,0.09696426,0.32446667
-4.92546273,5.03472223,0.30478077,4.46764270,0.14221115,0.00000000,0.09689775,0.32904231
-4.91945973,5.00094302,0.30368678,4.42943962,0.14204091,0.00000000,0.09668018,0.33335921
-4.91345673,4.96520222,0.30316439,4.38966336,0.14199000,0.00000000,0.09631541,0.33743711
-4.90745373,4.92785066,0.30322369,4.34865604,0.14206548,0.00000000,0.09580953,0.34129840
-4.90145073,4.88937462,0.30386135,4.30689453,0.14226785,0.00000000,0.09517040,0.34496664
-4.89544772,4.85037570,0.30506046,4.26497162,0.14259083,0.00000000,0.09440730,0.34846513
-4.88944472,4.81154633,0.30679066,4.22357271,0.14302136,0.00000000,0.09353048,0.35181534
-4.88344172,4.77364211,0.30900853,4.18344940,0.14353985,0.00000000,0.09255080,0.35503559
-4.87743872,4.73745238,0.31165826,4.14539101,0.14412065,0.00000000,0.09147933,0.35813973
-4.87143572,4.70377029,0.31467252,4.11019551,0.14473272,0.00000000,0.09032704,0.36113617
-4.86543272,4.67336355,0.31797369,4.07864076,0.14534054,0.00000000,0.08910458,0.36402706
-4.85942971,4.64694687,0.32147529,4.05145718,0.14590514,0.00000000,0.08782209,0.36680786
-4.85342671,4.62515706,0.32508376,4.02930271,0.14638530,0.00000000,0.08648904,0.36946722
-4.84742371,4.60853126,0.32870040,4.01274052,0.14673880,0.00000000,0.08511427,0.37198715
-4.84142071,4.59748874,0.33222354,4.00222009,0.14692379,0.00000000,0.08370590,0.37434358
-4.83541771,4.59231654,0.33555089,3.99806167,0.14690007,0.00000000,0.08227147,0.37650714
-4.82941471,4.59315891,0.33858197,4.00044435,0.14663043,0.00000000,0.08081795,0.37844417
-4.82341171,4.60001030,0.34122060,4.00939755,0.14608178,0.00000000,0.07935187,0.38011796
-4.81740870,4.61271186,0.34337730,4.02479585,0.14522624,0.00000000,0.07787942,0.38149009
-4.81140570,4.63095115,0.34497166,4.04635700,0.14404199,0.00000000,0.07640649,0.38252175
-4.80540270,4.65426464,0.34593441,4.07364284,0.14251394,0.00000000,0.07493879,0.38317510
-4.79939970,4.68204309,0.34620929,4.10606314,0.14063414,0.00000000,0.07348181,0.38341463
-4.79339670,4.71353939,0.34575461,4.14288217,0.13840198,0.00000000,0.07204088,0.38320826
-4.78739370,4.74787903,0.34454432,4.18322800,0.13582413,0.00000000,0.07062113,0.38252840
-4.78139070,4.78407302,0.34256882,4.22610472,0.13291421,0.00000000,0.06922742,0.38135284
-4.77538769,4.82103352,0.33983516,4.27040744,0.12969233,0.00000000,0.06786430,0.37966548
-4.76938469,4.85759206,0.33636691,4.31494028,0.12618434,0.00000000,0.06653596,0.37745681
-4.76338169,4.89252049,0.33220357,4.35843730,0.12242101,0.00000000,0.06524617,0.37472439
-4.75737869,4.92455458,0.32739956,4.39958639,0.11843707,0.00000000,0.06399826,0.37147307
-4.75137569,4.95242007,0.32202284,4.43705570,0.11427023,0.00000000,0.06279510,0.36771513
-4.74537269,4.97486084,0.31615323,4.46952254,0.10996011,0.00000000,0.06163914,0.36347034
-4.73936968,4.99066860,0.30988043,4.49570384,0.10554725,0.00000000,0.06053249,0.35876590
-4.73336668,4.99871349,0.30330186,4.51438771,0.10107218,0.00000000,0.05947699,0.35363623
-4.72736368,4.99797457,0.29652027,4.52446503,0.09657454,0.00000000,0.05847435,0.34812278
-4.72136068,4.98756910,0.28964137,4.52495998,0.09209236,0.00000000,0.05752625,0.34227359
-4.71535768,4.96677968,0.28277127,4.51505851,0.08766140,0.00000000,0.05663449,0.33614280
-4.70935468,4.93507779,0.27601395,4.49413339,0.08331469,0.00000000,0.05580107,0.32979000
-4.70335168,4.89214283,0.26946888,4.46176489,0.07908213,0.00000000,0.05502828,0.32327941
-4.69734867,4.83787551,0.26322853,4.41775590,0.07499026,0.00000000,0.05431869,0.31667888
-4.69134567,4.77240486,0.25737624,4.36214088,0.07106209,0.00000000,0.05367518,0.31005879
-4.68534267,4.69608837,0.25198406,4.29518791,0.06731703,0.00000000,0.05310074,0.30349069
-4.67933967,4.60950487,0.24711103,4.21739365,0.06377092,0.00000000,0.05259841,0.29704591
-4.67333667,4.51344051,0.24280158,4.12947133,0.06043608,0.00000000,0.05217098,0.29079406
-4.66733367,4.40886812,0.23908442,4.03233202,0.05732139,0.00000000,0.05182072,0.28480143
-4.66133067,4.29692080,0.23597169,3.92706009,0.05443248,0.00000000,0.05154912,0.27912947
-4.65532766,4.17886090,0.23345869,3.81488365,0.05177185,0.00000000,0.05135655,0.27383331
-4.64932466,4.05604560,0.23152400,3.69714142,0.04933904,0.00000000,0.05124194,0.26896046
-4.64332166,3.92989059,0.23013015,3.57524714,0.04713090,0.00000000,0.05120256,0.26454961
-4.63731866,3.80183339,0.22922480,3.45065326,0.04514174,0.00000000,0.05123379,0.26062978
-4.63131566,3.67329778,0.22874243,3.32481512,0.04336364,0.00000000,0.05132904,0.25721967
-4.62531266,3.54566071,0.22860652,3.19915708,0.04178671,0.00000000,0.05147975,0.25432740
-4.61930965,3.42022291,0.22873213,3.07504185,0.04039940,0.00000000,0.05167546,0.25195040
-4.61330665,3.29818416,0.22902881,2.95374390,0.03918890,0.00000000,0.05190408,0.25007582
-4.60730365,3.18062390,0.22940377,2.83642777,0.03814145,0.00000000,0.05215223,0.24868100
-4.60130065,3.06848743,0.22976513,2.72413166,0.03724280,0.00000000,0.05240564,0.24773436
-4.59529765,2.96257792,0.23002521,2.61775652,0.03647862,0.00000000,0.05264974,0.24719638
-4.58929465,2.86355381,0.23010357,2.51806050,0.03583488,0.00000000,0.05287015,0.24702076
-4.58329165,2.77193128,0.22992988,2.42565829,0.03529834,0.00000000,0.05305335,0.24715570
-4.57728864,2.68809088,0.22944630,2.34102501,0.03485686,0.00000000,0.05318727,0.24754525
-4.57128564,2.61228769,0.22860940,2.26450361,0.03449980,0.00000000,0.05326179,0.24813062
-4.56528264,2.54466389,0.22739146,2.19631523,0.03421825,0.00000000,0.05326929,0.24885157
-4.55927964,2.48526283,0.22578113,2.13657136,0.03400526,0.00000000,0.05320501,0.24964770
-4.55327664,2.43404378,0.22378351,2.08528714,0.03385594,0.00000000,0.05306738,0.25045972
-4.54727364,2.39089618,0.22141948,2.04239473,0.03376751,0.00000000,0.05285809,0.25123072
-4.54127064,2.35565309,0.21872453,2.00775624,0.03373919,0.00000000,0.05258222,0.25190727
-4.53526763,2.32810276,0.21574699,1.98117530,0.03377205,0.00000000,0.05224805,0.25244061
-4.52926463,2.30799826,0.21254595,1.96240710,0.03386878,0.00000000,0.05186687,0.25278774
-4.52326163,2.29506465,0.20918873,1.95116617,0.03403328,0.00000000,0.05145264,0.25291239
-4.51725863,2.28900368,0.20574828,1.94713218,0.03427033,0.00000000,0.05102153,0.25278602
-4.51125563,2.28949607,0.20230043,1.94995328,0.03458510,0.00000000,0.05059143,0.25238872
-4.50525263,2.29620155,0.19892123,1.95924751,0.03498270,0.00000000,0.05018138,0.25170993
-4.49924962,2.30875698,0.19568445,1.97460223,0.03546770,0.00000000,0.04981094,0.25074909
-4.49324662,2.32677302,0.19265928,1.99557223,0.03604365,0.00000000,0.04949965,0.24951610
-4.48724362,2.34982984,0.18990840,2.02167676,0.03671270,0.00000000,0.04926637,0.24803153
-4.48124062,2.37747244,0.18748639,2.05239621,0.03747525,0.00000000,0.04912872,0.24632661
-4.47523762,2.40920628,0.18543856,2.08716895,0.03832963,0.00000000,0.04910256,0.24444291
-4.46923462,2.44449365,0.18380017,2.12538895,0.03927198,0.00000000,0.04920146,0.24243176
-4.46323162,2.48275152,0.18259608,2.16640469,0.04029611,0.00000000,0.04943631,0.24035333
-4.45722861,2.52335129,0.18184079,2.20951997,0.04139363,0.00000000,0.04981493,0.23827540
-4.45122561,2.56562093,0.18153879,2.25399700,0.04255402,0.00000000,0.05034180,0.23627183
-4.44522261,2.60884959,0.18168532,2.29906194,0.04376493,0.00000000,0.05101783,0.23442085
-4.43921961,2.65229518,0.18226725,2.34391324,0.04501256,0.00000000,0.05184028,0.23280306
-4.43321661,2.69519445,0.18326434,2.38773257,0.04628209,0.00000000,0.05280270,0.23149925
-4.42721361,2.73677574,0.18465047,2.42969824,0.04755820,0.00000000,0.05389498,0.23058825
-4.42121061,2.77627375,0.18639514,2.46900066,0.04882569,0.00000000,0.05510358,0.23014457
-4.41520760,2.81294589,0.18846486,2.50485932,0.05007001,0.00000000,0.05641173,0.23023623
-4.40920460,2.84608955,0.19082460,2.53654063,0.05127789,0.00000000,0.05779980,0.23092251
-4.40320160,2.87505933,0.19343914,2.56337578,0.05243788,0.00000000,0.05924577,0.23225199
-4.39719860,2.89928358,0.19627431,2.58477786,0.05354083,0.00000000,0.06072573,0.23426066
-4.39119560,2.91827924,0.19929796,2.60025720,0.05458033,0.00000000,0.06221447,0.23697036
-4.38519260,2.93166420,0.20248084,2.60943439,0.05555292,0.00000000,0.06368612,0.24038744
-4.37918959,2.93916654,0.20579716,2.61205009,0.05645831,0.00000000,0.06511484,0.24450175
-4.37318659,2.94063004,0.20922485,2.60797100,0.05729935,0.00000000,0.06647547,0.24928601
-4.36718359,2.93601557,0.21274559,2.59719191,0.05808190,0.00000000,0.06774422,0.25469556
-4.36118059,2.92539834,0.21634451,2.57983329,0.05881454,0.00000000,0.06889931,0.26066847
-4.35517759,2.90896107,0.22000969,2.55613477,0.05950814,0.00000000,0.06992149,0.26712618
-4.34917459,2.88698340,0.22373141,2.52644465,0.06017531,0.00000000,0.07079463,0.27397458
-4.34317159,2.85982811,0.22750115,2.49120597,0.06082977,0.00000000,0.07150603,0.28110556
-4.33716858,2.82792496,0.23131063,2.45093980,0.06148567,0.00000000,0.07204680,0.28839904
-4.33116558,2.79175295,0.23515072,2.40622658,0.06215686,0.00000000,0.07241204,0.29572557
-4.32516258,2.75182200,0.23901037,2.35768636,0.06285617,0.00000000,0.07260089,0.30294927
-4.31915958,2.70865497,0.24287574,2.30595894,0.06359484,0.00000000,0.07261658,0.30993131
-4.31315658,2.66277104,0.24672956,2.25168468,0.06438191,0.00000000,0.07246629,0.31653364
-4.30715358,2.61467118,0.25055067,2.19548701,0.06522385,0.00000000,0.07216093,0.32262308
