energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.56778389,1.33301301,0.01861646,0.03734045,0.00746204,0.00000000,0.42625670,0.90419117,0.45536503,0.00000000
-5.56178089,1.39571722,0.01816632,0.03890168,0.00757328,0.00000000,0.44104883,0.95716950,0.46973591,0.00000000
-5.55577789,1.45991340,0.01769042,0.04081766,0.00770109,0.00000000,0.45571664,1.01080277,0.48447148,0.00000000
-5.54977489,1.52449882,0.01719346,0.04305935,0.00784017,0.00000000,0.46993428,1.06425111,0.49925242,0.00000000
-5.54377189,1.58834534,0.01667937,0.04559176,0.00798518,0.00000000,0.48338476,1.11665601,0.51375765,0.00000000
-5.53776888,1.65031898,0.01615133,0.04837388,0.00813093,0.00000000,0.49576752,1.16715470,0.52767102,0.00000000
-5.53176588,1.70930146,0.01561192,0.05135890,0.00827244,0.00000000,0.50680601,1.21489576,0.54068861,0.00000000
-5.52576288,1.76421305,0.01506325,0.05449461,0.00840514,0.00000000,0.51625502,1.25905577,0.55252602,0.00000000
-5.51975988,1.81403605,0.01450713,0.05772414,0.00852492,0.00000000,0.52390728,1.29885627,0.56292567,0.00000000
-5.51375688,1.85783806,0.01394528,0.06098686,0.00862832,0.00000000,0.52959926,1.33358071,0.57166354,0.00000000
-5.50775388,1.89479409,0.01337951,0.06421968,0.00871259,0.00000000,0.53321577,1.36259065,0.57855525,0.00000000
-5.50175088,1.92420684,0.01281187,0.06735840,0.00877576,0.00000000,0.53469311,1.38534074,0.58346107,0.00000000
-5.49574787,1.94552417,0.01224480,0.07033934,0.00881672,0.00000000,0.53402070,1.40139187,0.58628970,0.00000000
-5.48974487,1.95835294,0.01168120,0.07310097,0.00883520,0.00000000,0.53124101,1.41042201,0.58700053,0.00000000
-5.48374187,1.96246880,0.01112446,0.07558570,0.00883181,0.00000000,0.52644771,1.41223425,0.58560427,0.00000000
-5.47773887,1.95782117,0.01057846,0.07774145,0.00880795,0.00000000,0.51978209,1.40676167,0.58216199,0.00000000
-5.47173587,1.94453319,0.01004750,0.07952328,0.00876575,0.00000000,0.51142795,1.39406883,0.57678231,0.00000000
-5.46573287,1.92289661,0.00953616,0.08089463,0.00870797,0.00000000,0.50160497,1.37434965,0.56961708,0.00000000
-5.45972986,1.89336141,0.00904919,0.08182843,0.00863788,0.00000000,0.49056083,1.34792184,0.56085551,0.00000000
-5.45372686,1.85652069,0.00859130,0.08230783,0.00855908,0.00000000,0.47856255,1.31521777,0.55071709,0.00000000
-5.44772386,1.81309122,0.00816696,0.08232656,0.00847536,0.00000000,0.46588707,1.27677226,0.53944339,0.00000000
-5.44172086,1.76389034,0.00778022,0.08188889,0.00839051,0.00000000,0.45281169,1.23320758,0.52728928,0.00000000
-5.43571786,1.70981007,0.00743449,0.08100927,0.00830818,0.00000000,0.43960467,1.18521619,0.51451379,0.00000000
-5.42971486,1.65178943,0.00713237,0.07971151,0.00823167,0.00000000,0.42651626,1.13354180,0.50137095,0.00000000
-5.42371186,1.59078611,0.00687550,0.07802771,0.00816382,0.00000000,0.41377067,1.07895956,0.48810117,0.00000000
-5.41770885,1.52774863,0.00666448,0.07599688,0.00810686,0.00000000,0.40155922,1.02225584,0.47492336,0.00000000
-5.41170585,1.46358997,0.00649877,0.07366335,0.00806233,0.00000000,0.39003497,0.96420864,0.46202822,0.00000000
-5.40570285,1.39916403,0.00637669,0.07107511,0.00803101,0.00000000,0.37930906,0.90556909,0.44957298,0.00000000
-5.39969985,1.33524558,0.00629547,0.06828205,0.00801291,0.00000000,0.36944888,0.84704480,0.43767790,0.00000000
-5.39369685,1.27251467,0.00625132,0.06533429,0.00800726,0.00000000,0.36047817,0.78928554,0.42642456,0.00000000
-5.38769385,1.21154592,0.00623956,0.06228061,0.00801259,0.00000000,0.35237910,0.73287182,0.41585616,0.00000000
-5.38169085,1.15280313,0.00625480,0.05916711,0.00802684,0.00000000,0.34509604,0.67830643,0.40597966,0.00000000
-5.37568784,1.09663915,0.00629113,0.05603606,0.00804746,0.00000000,0.33854113,0.62600935,0.39676987,0.00000000
-5.36968484,1.04330086,0.00634236,0.05292505,0.00807161,0.00000000,0.33260109,0.57631587,0.38817508,0.00000000
-5.36368184,0.99293870,0.00640226,0.04986645,0.00809631,0.00000000,0.32714527,0.52947773,0.38012398,0.00000000
-5.35767884,0.94562013,0.00646479,0.04688721,0.00811867,0.00000000,0.32203423,0.48566716,0.37253365,0.00000000
-5.35167584,0.90134604,0.00652435,0.04400882,0.00813608,0.00000000,0.31712879,0.44498328,0.36531804,0.00000000
-5.34567284,0.86006910,0.00657599,0.04124767,0.00814639,0.00000000,0.31229886,0.40746041,0.35839656,0.00000000
-5.33966983,0.82171299,0.00661562,0.03861551,0.00814811,0.00000000,0.30743177,0.37307776,0.35170234,0.00000000
-5.33366683,0.78619127,0.00664014,0.03612012,0.00814056,0.00000000,0.30243973,0.34176989,0.34518966,0.00000000
-5.32766383,0.75342490,0.00664758,0.03376609,0.00812395,0.00000000,0.29726597,0.31343746,0.33884019,0.00000000
-5.32166083,0.72335747,0.00663719,0.03155560,0.00809948,0.00000000,0.29188935,0.28795760,0.33266770,0.00000000
-5.31565783,0.69596719,0.00660942,0.02948922,0.00806936,0.00000000,0.28632730,0.26519361,0.32672090,0.00000000
-5.30965483,0.67127527,0.00656596,0.02756667,0.00803675,0.00000000,0.28063676,0.24500340,0.32108435,0.00000000
-5.30365183,0.64935010,0.00650961,0.02578744,0.00800568,0.00000000,0.27491330,0.22724663,0.31587726,0.00000000
-5.29764882,0.63030724,0.00644426,0.02415133,0.00798095,0.00000000,0.26928838,0.21179012,0.31125033,0.00000000
-5.29164582,0.61430537,0.00637469,0.02265881,0.00796791,0.00000000,0.26392484,0.19851163,0.30738067,0.00000000
-5.28564282,0.60153849,0.00630644,0.02131123,0.00797226,0.00000000,0.25901100,0.18730197,0.30446514,0.00000000
-5.27963982,0.59222493,0.00624561,0.02011092,0.00799984,0.00000000,0.25475344,0.17806558,0.30271238,0.00000000
-5.27363682,0.58659399,0.00619870,0.01906108,0.00805631,0.00000000,0.25136896,0.17071971,0.30233395,0.00000000
-5.26763382,0.58487106,0.00617241,0.01816561,0.00814695,0.00000000,0.24907612,0.16519263,0.30353506,0.00000000
-5.26163082,0.58726211,0.00617347,0.01742880,0.00827640,0.00000000,0.24808653,0.16142092,0.30650530,0.00000000
-5.25562781,0.59393855,0.00620846,0.01685499,0.00844842,0.00000000,0.24859658,0.15934641,0.31140990,0.00000000
-5.24962481,0.60502340,0.00628373,0.01644814,0.00866571,0.00000000,0.25077972,0.15891289,0.31838195,0.00000000
-5.24362181,0.62057967,0.00640527,0.01621143,0.00892977,0.00000000,0.25477982,0.16006307,0.32751598,0.00000000
-5.23761881,0.64060159,0.00657862,0.01614691,0.00924083,0.00000000,0.26070583,0.16273593,0.33886326,0.00000000
-5.23161581,0.66500933,0.00680889,0.01625507,0.00959779,0.00000000,0.26862793,0.16686476,0.35242906,0.00000000
-5.22561281,0.69364767,0.00710072,0.01653468,0.00999827,0.00000000,0.27857550,0.17237612,0.36817205,0.00000000
-5.21960980,0.72628864,0.00745832,0.01698249,0.01043869,0.00000000,0.29053675,0.17918971,0.38600581,0.00000000
-5.21360680,0.76263820,0.00788549,0.01759323,0.01091442,0.00000000,0.30446026,0.18721938,0.40580249,0.00000000
-5.20760380,0.80234666,0.00838575,0.01835961,0.01142002,0.00000000,0.32025825,0.19637512,0.42739839,0.00000000
-5.20160080,0.84502247,0.00896232,0.01927240,0.01194940,0.00000000,0.33781142,0.20656610,0.45060121,0.00000000
-5.19559780,0.89024851,0.00961824,0.02032074,0.01249616,0.00000000,0.35697514,0.21770456,0.47519850,0.00000000
-5.18959480,0.93760032,0.01035638,0.02149242,0.01305384,0.00000000,0.37758675,0.22971042,0.50096702,0.00000000
-5.18359180,0.98666529,0.01117949,0.02277430,0.01361620,0.00000000,0.39947354,0.24251643,0.52768238,0.00000000
-5.17758879,1.03706169,0.01209017,0.02415279,0.01417749,0.00000000,0.42246113,0.25607356,0.55512847,0.00000000
-5.17158579,1.08845680,0.01309078,0.02561435,0.01473266,0.00000000,0.44638173,0.27035648,0.58310626,0.00000000
-5.16558279,1.14058295,0.01418346,0.02714603,0.01527759,0.00000000,0.47108195,0.28536873,0.61144128,0.00000000
-5.15957979,1.19325085,0.01536987,0.02873599,0.01580918,0.00000000,0.49642975,0.30114750,0.63998949,0.00000000
-5.15357679,1.24635926,0.01665114,0.03037398,0.01632544,0.00000000,0.52232017,0.31776761,0.66864129,0.00000000
-5.14757379,1.29990067,0.01802763,0.03205179,0.01682550,0.00000000,0.54867958,0.33534452,0.69732316,0.00000000
-5.14157079,1.35396248,0.01949876,0.03376359,0.01730954,0.00000000,0.57546816,0.35403623,0.72599714,0.00000000
-5.13556778,1.40872374,0.02106280,0.03550616,0.01777863,0.00000000,0.60268059,0.37404374,0.75465801,0.00000000
-5.12956478,1.46444741,0.02271670,0.03727908,0.01823460,0.00000000,0.63034481,0.39561009,0.78332844,0.00000000
-5.12356178,1.52146861,0.02445601,0.03908470,0.01867979,0.00000000,0.65851897,0.41901778,0.81205232,0.00000000
-5.11755878,1.58017936,0.02627472,0.04092805,0.01911677,0.00000000,0.68728676,0.44458453,0.84088681,0.00000000
-5.11155578,1.64101044,0.02816534,0.04281658,0.01954807,0.00000000,0.71675127,0.47265738,0.86989356,0.00000000
-5.10555278,1.70441130,0.03011891,0.04475978,0.01997592,0.00000000,0.74702780,0.50360508,0.89912964,0.00000000
-5.09954977,1.77082880,0.03212523,0.04676873,0.02040200,0.00000000,0.77823589,0.53780892,0.92863885,0.00000000
-5.09354677,1.84068579,0.03417312,0.04885549,0.02082719,0.00000000,0.81049107,0.57565207,0.95844382,0.00000000
-5.08754377,1.91436026,0.03625076,0.05103245,0.02125141,0.00000000,0.84389659,0.61750761,0.98853957,0.00000000
-5.08154077,1.99216598,0.03834612,0.05331161,0.02167354,0.00000000,0.87853562,0.66372543,1.01888877,0.00000000
-5.07553777,2.07433523,0.04044748,0.05570382,0.02209132,0.00000000,0.91446422,0.71461828,1.04941921,0.00000000
-5.06953477,2.16100416,0.04254394,0.05821802,0.02250142,0.00000000,0.95170530,0.77044743,1.08002330,0.00000000
-5.06353177,2.25220120,0.04462593,0.06086054,0.02289954,0.00000000,0.99024383,0.83140806,1.11055989,0.00000000
-5.05752876,2.34783873,0.04668567,0.06363438,0.02328054,0.00000000,1.03002349,0.89761515,1.14085816,0.00000000
-5.05152576,2.44770806,0.04871764,0.06653861,0.02363868,0.00000000,1.07094456,0.96909016,1.17072317,0.00000000
-5.04552276,2.55147775,0.05071881,0.06956794,0.02396788,0.00000000,1.11286342,1.04574905,1.19994291,0.00000000
-5.03951976,2.65869513,0.05268883,0.07271228,0.02426201,0.00000000,1.15559316,1.12739232,1.22829610,0.00000000
-5.03351676,2.76879077,0.05462999,0.07595659,0.02451516,0.00000000,1.19890549,1.21369753,1.25556047,0.00000000
-5.02751376,2.88108570,0.05654704,0.07928082,0.02472198,0.00000000,1.24253363,1.30421485,1.28152075,0.00000000
-5.02151076,2.99480107,0.05844678,0.08266013,0.02487790,0.00000000,1.28617611,1.39836617,1.30597610,0.00000000
-5.01550775,3.10907011,0.06033747,0.08606516,0.02497940,0.00000000,1.32950115,1.49544804,1.32874634,0.00000000
-5.00950475,3.22295194,0.06222813,0.08946268,0.02502416,0.00000000,1.37215174,1.59463886,1.34967682,0.00000000
-5.00350175,3.33544717,0.06412760,0.09281623,0.02501120,0.00000000,1.41375106,1.69501024,1.36864154,0.00000000
-4.99749875,3.44551493,0.06604363,0.09608710,0.02494091,0.00000000,1.45390819,1.79554266,1.38554464,0.00000000
-4.99149575,3.55209117,0.06798182,0.09923539,0.02481507,0.00000000,1.49222424,1.89514494,1.40032013,0.00000000
-4.98549275,3.65410785,0.06994470,0.10222109,0.02463679,0.00000000,1.52829854,1.99267727,1.41293010,0.00000000
-4.97948974,3.75051284,0.07193081,0.10500539,0.02441030,0.00000000,1.56173513,2.08697691,1.42336164,0.00000000
-4.97348674,3.84029004,0.07393392,0.10755186,0.02414088,0.00000000,1.59214941,2.17688592,1.43162289,0.00000000
-4.96748374,3.92247939,0.07594255,0.10982765,0.02383455,0.00000000,1.61917485,2.26127983,1.43773852,0.00000000
-4.96148074,3.99619624,0.07793967,0.11180461,0.02349788,0.00000000,1.64246984,2.33909613,1.44174502,0.00000000
-4.95547774,4.06064951,0.07990268,0.11346017,0.02313773,0.00000000,1.66172451,2.40936157,1.44368631,0.00000000
-4.94947474,4.11515814,0.08180374,0.11477811,0.02276098,0.00000000,1.67666733,2.47121706,1.44360977,0.00000000
-4.94347174,4.15916522,0.08361041,0.11574899,0.02237430,0.00000000,1.68707152,2.52393915,1.44156324,0.00000000
-4.93746873,4.19224912,0.08528654,0.11637038,0.02198396,0.00000000,1.69276083,2.56695723,1.43759280,0.00000000
-4.93146573,4.21413137,0.08679350,0.11664673,0.02159561,0.00000000,1.69361466,2.59986570,1.43174169,0.00000000
-4.92546273,4.22468067,0.08809150,0.11658895,0.02121416,0.00000000,1.68957220,2.62243064,1.42405016,0.00000000
-4.91945973,4.22391288,0.08914119,0.11621373,0.02084367,0.00000000,1.68063534,2.63459083,1.41455621,0.00000000
-4.91345673,4.21198687,0.08990524,0.11554261,0.02048726,0.00000000,1.66687022,2.63645305,1.40329693,0.00000000
-4.90745373,4.18919632,0.09034994,0.11460079,0.02014714,0.00000000,1.64840720,2.62828218,1.39031039,0.00000000
-4.90145073,4.15595782,0.09044666,0.11341592,0.01982457,0.00000000,1.62543907,2.61048659,1.37563753,0.00000000
-4.89544772,4.11279566,0.09017323,0.11201670,0.01951990,0.00000000,1.59821762,2.58359959,1.35932407,0.00000000
-4.88944472,4.06032397,0.08951495,0.11043152,0.01923270,0.00000000,1.56704846,2.54825804,1.34142200,0.00000000
-4.88344172,3.99922709,0.08846541,0.10868726,0.01896175,0.00000000,1.53228423,2.50517914,1.32199061,0.00000000
-4.87743872,3.93023893,0.08702690,0.10680813,0.01870522,0.00000000,1.49431653,2.45513642,1.30109681,0.00000000
-4.87143572,3.85412231,0.08521046,0.10481482,0.01846074,0.00000000,1.45356660,2.39893629,1.27881477,0.00000000
-4.86543272,3.77164921,0.08303562,0.10272383,0.01822549,0.00000000,1.41047542,2.33739581,1.25522493,0.00000000
-4.85942971,3.68358274,0.08052972,0.10054717,0.01799637,0.00000000,1.36549326,2.27132284,1.23041242,0.00000000
-4.85342671,3.59066153,0.07772696,0.09829230,0.01777003,0.00000000,1.31906939,2.20149909,1.20446505,0.00000000
-4.84742371,3.49358729,0.07466721,0.09596242,0.01754302,0.00000000,1.27164218,2.12866656,1.17747115,0.00000000
-4.84142071,3.39301564,0.07139459,0.09355699,0.01731189,0.00000000,1.22363003,2.05351754,1.14951739,0.00000000
-4.83541771,3.28955068,0.06795597,0.09107252,0.01707325,0.00000000,1.17542347,1.97668837,1.12068687,0.00000000
-4.82941471,3.18374297,0.06439938,0.08850349,0.01682385,0.00000000,1.12737871,1.89875644,1.09105770,0.00000000
-4.82341171,3.07609097,0.06077255,0.08584345,0.01656069,0.00000000,1.07981283,1.82024039,1.06070213,0.00000000
-4.81740870,2.96704521,0.05712144,0.08308609,0.01628107,0.00000000,1.03300069,1.74160265,1.02968647,0.00000000
-4.81140570,2.85701478,0.05348899,0.08022632,0.01598267,0.00000000,0.98717360,1.66325405,0.99807178,0.00000000
-4.80540270,2.74637548,0.04991411,0.07726127,0.01566358,0.00000000,0.94251969,1.58555951,0.96591529,0.00000000
-4.79939970,2.63547878,0.04643088,0.07419115,0.01532240,0.00000000,0.89918580,1.50884442,0.93327252,0.00000000
-4.79339670,2.52466091,0.04306796,0.07101987,0.01495825,0.00000000,0.85728064,1.43340101,0.90019984,0.00000000
-4.78739370,2.41425139,0.03984838,0.06775548,0.01457081,0.00000000,0.81687902,1.35949419,0.86675742,0.00000000
-4.78139070,2.30458045,0.03678946,0.06441041,0.01416036,0.00000000,0.77802679,1.28736652,0.83301224,0.00000000
-4.77538769,2.19598478,0.03390305,0.06100137,0.01372777,0.00000000,0.74074615,1.21724205,0.79904087,0.00000000
-4.76938469,2.08881124,0.03119585,0.05754914,0.01327451,0.00000000,0.70504118,1.14932881,0.76493200,0.00000000
-4.76338169,1.98341857,0.02867004,0.05407809,0.01280262,0.00000000,0.67090308,1.08382008,0.73078822,0.00000000
-4.75737869,1.88017683,0.02632384,0.05061553,0.01231470,0.00000000,0.63831507,1.02089449,0.69672716,0.00000000
-4.75137569,1.77946480,0.02415224,0.04719104,0.01181380,0.00000000,0.60725674,0.96071508,0.66288167,0.00000000
-4.74537269,1.68166568,0.02214773,0.04383556,0.01130343,0.00000000,0.57770760,0.90342774,0.62939907,0.00000000
-4.73936968,1.58716124,0.02030098,0.04058062,0.01078739,0.00000000,0.54964992,0.84915913,0.59643949,0.00000000
-4.73336668,1.49632499,0.01860153,0.03745746,0.01026976,0.00000000,0.52307072,0.79801454,0.56417331,0.00000000
-4.72736368,1.40951470,0.01703833,0.03449626,0.00975476,0.00000000,0.49796306,0.75007583,0.53277787,0.00000000
-4.72136068,1.32706484,0.01560024,0.03172548,0.00924665,0.00000000,0.47432659,0.70539974,0.50243348,0.00000000
-4.71535768,1.24927912,0.01427644,0.02917124,0.00874961,0.00000000,0.45216755,0.66401675,0.47331916,0.00000000
-4.70935468,1.17642380,0.01305671,0.02685690,0.00826769,0.00000000,0.43149829,0.62593054,0.44560808,0.00000000
-4.70335168,1.10872175,0.01193164,0.02480277,0.00780466,0.00000000,0.41233657,0.59111816,0.41946299,0.00000000
-4.69734867,1.04634780,0.01089272,0.02302594,0.00736395,0.00000000,0.39470460,0.55953088,0.39503199,0.00000000
-4.69134567,0.98942530,0.00993243,0.02154032,0.00694858,0.00000000,0.37862814,0.53109558,0.37244459,0.00000000
-4.68534267,0.93802413,0.00904416,0.02035671,0.00656110,0.00000000,0.36413559,0.50571677,0.35180843,0.00000000
-4.67933967,0.89216015,0.00822220,0.01948313,0.00620355,0.00000000,0.35125745,0.48327893,0.33320673,0.00000000
-4.67333667,0.85179610,0.00746162,0.01892516,0.00587743,0.00000000,0.34002587,0.46364921,0.31669655,0.00000000
-4.66733367,0.81684392,0.00675817,0.01868641,0.00558371,0.00000000,0.33047469,0.44668034,0.30230795,0.00000000
-4.66133067,0.78716843,0.00610817,0.01876908,0.00532283,0.00000000,0.32263978,0.43221361,0.29004415,0.00000000
-4.65532766,0.76259214,0.00550839,0.01917457,0.00509472,0.00000000,0.31655973,0.42008200,0.27988252,0.00000000
-4.64932466,0.74290137,0.00495598,0.01990407,0.00489887,0.00000000,0.31227690,0.41011323,0.27177648,0.00000000
-4.64332166,0.72785320,0.00444833,0.02095921,0.00473436,0.00000000,0.30983869,0.40213298,0.26565828,0.00000000
