energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,Se_s_up,Se_p_up
-5.69984992,2.04953370,0.02136975,0.13544665,0.56066937,0.98238284,0.93176384,0.00000000,0.00695504,0.74535948
-5.69384692,1.93808807,0.02019459,0.12612733,0.52924106,0.91972766,0.88387754,0.00000000,0.00663708,0.71869748
-5.68784392,1.83246481,0.01896868,0.11828907,0.49869797,0.86187987,0.83519877,0.00000000,0.00629948,0.69221641
-5.68184092,1.73361525,0.01770829,0.11198942,0.46933478,0.80916776,0.78632945,0.00000000,0.00594657,0.66635198
-5.67583792,1.64244545,0.01642971,0.10727836,0.44143282,0.76188205,0.73787396,0.00000000,0.00558310,0.64153879
-5.66983492,1.55979407,0.01514888,0.10419918,0.41525352,0.72027092,0.69042300,0.00000000,0.00521404,0.61819521
-5.66383192,1.48641100,0.01388097,0.10278889,0.39103231,0.68453491,0.64453812,0.00000000,0.00484451,0.59670914
-5.65782891,1.42293754,0.01264005,0.10307823,0.36897321,0.65482211,0.60073793,0.00000000,0.00447957,0.57742530
-5.65182591,1.36988910,0.01143882,0.10509117,0.34924440,0.63122390,0.55948611,0.00000000,0.00412414,0.56063460
-5.64582291,1.32764114,0.01028836,0.10884397,0.33197481,0.61377135,0.52118202,0.00000000,0.00378289,0.54656592
-5.63981991,1.29641893,0.00919799,0.11434395,0.31725198,0.60243278,0.48615383,0.00000000,0.00346012,0.53538059
-5.63381691,1.27629158,0.00817516,0.12158789,0.30512115,0.59711240,0.45465455,0.00000000,0.00315971,0.52716977
-5.62781391,1.26717030,0.00722545,0.13056025,0.29558562,0.59765030,0.42686069,0.00000000,0.00288508,0.52195455
-5.62181091,1.26881111,0.00635262,0.14123128,0.28860837,0.60382368,0.40287367,0.00000000,0.00263915,0.51968881
-5.61580790,1.28082143,0.00555865,0.15355516,0.28411472,0.61534946,0.38272339,0.00000000,0.00242430,0.52026434
-5.60980490,1.30267035,0.00484396,0.16746832,0.28199583,0.63188801,0.36637389,0.00000000,0.00224246,0.52351798
-5.60380190,1.33370175,0.00420751,0.18288786,0.28211304,0.65304796,0.35373037,0.00000000,0.00209505,0.52924020
-5.59779890,1.37314979,0.00364706,0.19971048,0.28430260,0.67839191,0.34464734,0.00000000,0.00198304,0.53718462
-5.59179590,1.42015586,0.00315937,0.21781171,0.28838059,0.70744274,0.33893723,0.00000000,0.00190699,0.54707803
-5.58579290,1.47378630,0.00274038,0.23704573,0.29414798,0.73969038,0.33637912,0.00000000,0.00186706,0.55863018
-5.57978989,1.53305026,0.00238550,0.25724565,0.30139538,0.77459881,0.33672711,0.00000000,0.00186309,0.57154308
-5.57378689,1.59691685,0.00208977,0.27822446,0.30990745,0.81161311,0.33971801,0.00000000,0.00189458,0.58551921
-5.56778389,1.66433130,0.00184804,0.29977654,0.31946683,0.85016626,0.34507801,0.00000000,0.00196072,0.60026855
-5.56178089,1.73422952,0.00165520,0.32167972,0.32985743,0.88968572,0.35252827,0.00000000,0.00206042,0.61551389
-5.55577789,1.80555100,0.00150628,0.34369793,0.34086704,0.92959955,0.36178920,0.00000000,0.00219231,0.63099469
-5.54977489,1.87724970,0.00139661,0.36558429,0.35228940,0.96934201,0.37258357,0.00000000,0.00235472,0.64646918
-5.54377189,1.94830331,0.00132194,0.38708468,0.36392554,1.00835876,0.38463834,0.00000000,0.00254568,0.66171503
-5.53776888,2.01772064,0.00127851,0.40794158,0.37558469,1.04611143,0.39768562,0.00000000,0.00276287,0.67652869
-5.53176588,2.08454782,0.00126320,0.42789818,0.38708480,1.08208184,0.41146270,0.00000000,0.00300366,0.69072371
-5.52576288,2.14787341,0.00127350,0.44670264,0.39825274,1.11577582,0.42571162,0.00000000,0.00326507,0.70412839
-5.51975988,2.20683294,0.00130770,0.46411240,0.40892446,1.14672678,0.44017850,0.00000000,0.00354372,0.71658319
-5.51375688,2.26061338,0.00136484,0.47989840,0.41894518,1.17449911,0.45461277,0.00000000,0.00383588,0.72793813
-5.50775388,2.30845783,0.00144486,0.49384921,0.42816977,1.19869153,0.46876683,0.00000000,0.00413748,0.73805070
-5.50175088,2.34967090,0.00154858,0.50577491,0.43646341,1.21894055,0.48239618,0.00000000,0.00444410,0.74678450
-5.49574787,2.38362498,0.00167780,0.51551064,0.44370267,1.23492399,0.49526024,0.00000000,0.00475106,0.75400888
-5.48974487,2.40976765,0.00183531,0.52291978,0.44977698,1.24636464,0.50712408,0.00000000,0.00505345,0.75959970
-5.48374187,2.42763005,0.00202496,0.52789677,0.45459056,1.25303414,0.51776100,0.00000000,0.00534624,0.76344140
-5.47773887,2.43683625,0.00225163,0.53036927,0.45806472,1.25475690,0.52695602,0.00000000,0.00562435,0.76543005
-5.47173587,2.43711321,0.00252129,0.53029992,0.46014037,1.25141392,0.53451012,0.00000000,0.00588282,0.76547763
-5.46573287,2.42830076,0.00284093,0.52768742,0.46078078,1.24294655,0.54024511,0.00000000,0.00611686,0.76351686
-5.45972986,2.41036128,0.00321853,0.52256696,0.45997413,1.22935970,0.54400888,0.00000000,0.00632203,0.75950667
-5.45372686,2.38338810,0.00366293,0.51501005,0.45773598,1.21072449,0.54568069,0.00000000,0.00649438,0.75343756
-5.44772386,2.34761205,0.00418371,0.50512358,0.45411112,1.18718002,0.54517623,0.00000000,0.00663052,0.74533671
-5.44172086,2.30340553,0.00479096,0.49304820,0.44917493,1.15893393,0.54245223,0.00000000,0.00672779,0.73527223
-5.43571786,2.25128317,0.00549507,0.47895594,0.44303372,1.12626163,0.53751002,0.00000000,0.00678435,0.72335628
-5.42971486,2.19189886,0.00630635,0.46304728,0.43582419,1.08950404,0.53039809,0.00000000,0.00679920,0.70974670
-5.42371186,2.12603857,0.00723469,0.44554738,0.42771178,1.04906357,0.52121321,0.00000000,0.00677230,0.69464677
-5.41770885,2.05460892,0.00828916,0.42670190,0.41888788,1.00539851,0.51010005,0.00000000,0.00670453,0.67830321
-5.41170585,1.97862157,0.00947746,0.40677224,0.40956595,0.95901572,0.49724917,0.00000000,0.00659772,0.66100205
-5.40570285,1.89917372,0.01080553,0.38603045,0.39997673,0.91046183,0.48289351,0.00000000,0.00645455,0.64306285
-5.39969985,1.81742531,0.01227694,0.36475387,0.39036251,0.86031315,0.46730335,0.00000000,0.00627854,0.62483109
-5.39369685,1.73457382,0.01389249,0.34321974,0.38097099,0.80916467,0.45078005,0.00000000,0.00607391,0.60666936
-5.38769385,1.65182738,0.01564970,0.32169986,0.37204870,0.75761840,0.43364879,0.00000000,0.00584547,0.58894760
-5.38169085,1.57037754,0.01754242,0.30045546,0.36383449,0.70627148,0.41625058,0.00000000,0.00559847,0.57203290
-5.37568784,1.49137260,0.01956055,0.27973258,0.35655337,0.65570463,0.39893400,0.00000000,0.00533849,0.55627935
-5.36968484,1.41589267,0.02168984,0.25975786,0.35041087,0.60647110,0.38204688,0.00000000,0.00507124,0.54201850
-5.36368184,1.34492740,0.02391186,0.24073512,0.34558836,0.55908666,0.36592835,0.00000000,0.00480244,0.52955072
-5.35767884,1.27935731,0.02620412,0.22284262,0.34223941,0.51402094,0.35090152,0.00000000,0.00453767,0.51913805
-5.35167584,1.21993908,0.02854030,0.20623116,0.34048740,0.47169025,0.33726698,0.00000000,0.00428225,0.51099869
-5.34567284,1.16729544,0.03089081,0.19102301,0.34042432,0.43245212,0.32529735,0.00000000,0.00404112,0.50530325
-5.33966983,1.12190944,0.03322331,0.17731155,0.34211088,0.39660156,0.31523289,0.00000000,0.00381870,0.50217298
-5.33366683,1.08412310,0.03550357,0.16516178,0.34557768,0.36436901,0.30727819,0.00000000,0.00361891,0.50167967
-5.32766383,1.05413994,0.03769634,0.15461134,0.35082722,0.33591994,0.30159990,0.00000000,0.00344501,0.50384719
-5.32166083,1.03203064,0.03976637,0.14567210,0.35783666,0.31135575,0.29832532,0.00000000,0.00329964,0.50865421
-5.31565783,1.01774123,0.04167947,0.13833212,0.36656079,0.29071587,0.29754167,0.00000000,0.00318472,0.51603790
-5.30965483,1.01110280,0.04340359,0.13255780,0.37693506,0.27398077,0.29929585,0.00000000,0.00310155,0.52589798
-5.30365183,1.01184190,0.04490986,0.12829625,0.38887828,0.26107562,0.30359458,0.00000000,0.00305069,0.53810093
-5.29764882,1.01959092,0.04617349,0.12547744,0.40229476,0.25187436,0.31040458,0.00000000,0.00303209,0.55248378
-5.29164582,1.03389771,0.04717463,0.12401646,0.41707560,0.24620393,0.31965286,0.00000000,0.00304504,0.56885741
-5.28564282,1.05423407,0.04789899,0.12381537,0.43309915,0.24384865,0.33122690,0.00000000,0.00308822,0.58700892
-5.27963982,1.08000283,0.04833823,0.12476499,0.45023049,0.24455445,0.34497480,0.00000000,0.00315976,0.60670314
-5.27363682,1.11054360,0.04849022,0.12674636,0.46832008,0.24803317,0.36070550,0.00000000,0.00325725,0.62768330
-5.26763382,1.14513733,0.04835892,0.12963204,0.48720173,0.25396673,0.37818915,0.00000000,0.00337778,0.64967097
-5.26163082,1.18301031,0.04795416,0.13328725,0.50669024,0.26201141,0.39715788,0.00000000,0.00351803,0.67236564
-5.25562781,1.22333806,0.04729113,0.13757097,0.52657899,0.27180220,0.41730717,0.00000000,0.00367428,0.69544423
-5.24962481,1.26524983,0.04638966,0.14233699,0.54663789,0.28295746,0.43829805,0.00000000,0.00384248,0.71856095
-5.24362181,1.30783457,0.04527344,0.14743515,0.56661213,0.29508396,0.45976044,0.00000000,0.00401833,0.74134801
-5.23761881,1.35014876,0.04396900,0.15271273,0.58622214,0.30778237,0.48129766,0.00000000,0.00419737,0.76341746
-5.23161581,1.39122691,0.04250475,0.15801608,0.60516497,0.32065321,0.50249244,0.00000000,0.00437501,0.78436465
-5.22561281,1.43009479,0.04090998,0.16319254,0.62311747,0.33330333,0.52291418,0.00000000,0.00454668,0.80377331
-5.21960980,1.46578562,0.03921384,0.16809268,0.63974128,0.34535287,0.54212769,0.00000000,0.00470790,0.82122265
-5.21360680,1.49735902,0.03744448,0.17257282,0.65468964,0.35644242,0.55970300,0.00000000,0.00485435,0.83629600
-5.20760380,1.52392210,0.03562832,0.17649766,0.66761596,0.36624035,0.57522603,0.00000000,0.00498202,0.84859123
-5.20160080,1.54465216,0.03378937,0.17974316,0.67818358,0.37445003,0.58830980,0.00000000,0.00508730,0.85773221
-5.19559780,1.55881991,0.03194886,0.18219935,0.68607672,0.38081666,0.59860556,0.00000000,0.00516704,0.86338098
-5.18959480,1.56581219,0.03012491,0.18377296,0.69101162,0.38513339,0.60581362,0.00000000,0.00521865,0.86525006
-5.18359180,1.56515298,0.02833246,0.18438989,0.69274771,0.38724652,0.60969295,0.00000000,0.00524018,0.86311411
-5.17758879,1.55652162,0.02658332,0.18399718,0.69109792,0.38705955,0.61006951,0.00000000,0.00523036,0.85682051
-5.17158579,1.53976706,0.02488632,0.18256444,0.68593763,0.38453578,0.60684252,0.00000000,0.00518861,0.84629796
-5.16558279,1.51491736,0.02324767,0.18008469,0.67721176,0.37969938,0.59998843,0.00000000,0.00511509,0.83156278
-5.15957979,1.48218377,0.02167125,0.17657446,0.66493950,0.37263490,0.58956239,0.00000000,0.00501066,0.81272247
-5.15357679,1.44195896,0.02015908,0.17207315,0.64921643,0.36348511,0.57569706,0.00000000,0.00487685,0.78997610
-5.14757379,1.39480947,0.01871174,0.16664163,0.63021375,0.35244741,0.55859865,0.00000000,0.00471581,0.76361169
-5.14157079,1.34146249,0.01732873,0.16036017,0.60817478,0.33976884,0.53854063,0.00000000,0.00453022,0.73400040
-5.13556778,1.28278772,0.01600894,0.15332577,0.58340869,0.32573995,0.51585505,0.00000000,0.00432321,0.70158805
-5.12956478,1.21977494,0.01475088,0.14564892,0.55628195,0.31068781,0.49092219,0.00000000,0.00409823,0.66688408
-5.12356178,1.15350840,0.01355300,0.13745012,0.52720772,0.29496849,0.46415873,0.00000000,0.00385901,0.63044873
-5.11755878,1.08513913,0.01241388,0.12885607,0.49663385,0.27895911,0.43600516,0.00000000,0.00360936,0.59287877
-5.11155578,1.01585627,0.01133230,0.11999589,0.46502993,0.26304997,0.40691294,0.00000000,0.00335312,0.55479263
-5.10555278,0.94685869,0.01030737,0.11099743,0.43287412,0.24763686,0.37733188,0.00000000,0.00309402,0.51681544
-5.09954977,0.87932777,0.00933846,0.10198387,0.40064011,0.23311374,0.34769834,0.00000000,0.00283562,0.47956449
-5.09354677,0.81440226,0.00842521,0.09307062,0.36878504,0.21986595,0.31842462,0.00000000,0.00258120,0.44363580
-5.08754377,0.75315594,0.00756740,0.08436281,0.33773849,0.20826400,0.28988984,0.00000000,0.00233371,0.40959198
-5.08154077,0.69657843,0.00676493,0.07595325,0.30789316,0.19865801,0.26243273,0.00000000,0.00209572,0.37795181
-5.07553777,0.64555938,0.00601761,0.06792100,0.27959732,0.19137257,0.23634620,0.00000000,0.00186941,0.34918159
-5.06953477,0.60087611,0.00532517,0.06033058,0.25314921,0.18670218,0.21187400,0.00000000,0.00165650,0.32368844
-5.06353177,0.56318438,0.00468710,0.05323165,0.22879339,0.18490694,0.18920914,0.00000000,0.00145833,0.30181524
-5.05752876,0.53301209,0.00410258,0.04665935,0.20671901,0.18620852,0.16849413,0.00000000,0.00127583,0.28383736
-5.05152576,0.51075547,0.00357050,0.04063502,0.18705976,0.19078619,0.14982275,0.00000000,0.00110956,0.26996072
-5.04552276,0.49667725,0.00308936,0.03516728,0.16989537,0.19877299,0.13324305,0.00000000,0.00095977,0.26032111
-5.03951976,0.49090655,0.00265731,0.03025346,0.15525431,0.21025185,0.11876134,0.00000000,0.00082643,0.25498448
-5.03351676,0.49344005,0.00227216,0.02588124,0.14311752,0.22525182,0.10634695,0.00000000,0.00070928,0.25394802
-5.02751376,0.50414417,0.00193143,0.02203031,0.13342289,0.24374452,0.09593735,0.00000000,0.00060792,0.25714188
-5.02151076,0.52275825,0.00163241,0.01867416,0.12607013,0.26564093,0.08744344,0.00000000,0.00052184,0.26443136
-5.01550775,0.54889866,0.00137221,0.01578177,0.12092600,0.29078876,0.08075487,0.00000000,0.00045046,0.27561970
-5.00950475,0.58206403,0.00114782,0.01331923,0.11782962,0.31897074,0.07574513,0.00000000,0.00039323,0.29045130
-5.00350175,0.62164172,0.00095622,0.01125119,0.11659769,0.34990405,0.07227626,0.00000000,0.00034961,0.30861560
-4.99749875,0.66691595,0.00079439,0.00954210,0.11702969,0.38324126,0.07020321,0.00000000,0.00031917,0.32975166
-4.99149575,0.71707770,0.00065943,0.00815735,0.11891279,0.41857299,0.06937767,0.00000000,0.00030158,0.35345349
-4.98549275,0.77123678,0.00054854,0.00706404,0.12202666,0.45543255,0.06965142,0.00000000,0.00029664,0.37927644
-4.97948974,0.82843615,0.00045915,0.00623170,0.12614793,0.49330265,0.07087922,0.00000000,0.00030430,0.40674442
-4.97348674,0.88766847,0.00038885,0.00563268,0.13105452,0.53162428,0.07292118,0.00000000,0.00032464,0.43535825
-4.96748374,0.94789489,0.00033551,0.00524241,0.13652962,0.56980753,0.07564471,0.00000000,0.00035789,0.46460485
-4.96148074,1.00806555,0.00029719,0.00503949,0.14236545,0.60724433,0.07892602,0.00000000,0.00040441,0.49396728
-4.95547774,1.06714155,0.00027221,0.00500562,0.14836665,0.64332252,0.08265127,0.00000000,0.00046464,0.52293526
-4.94947474,1.12411752,0.00025911,0.00512534,0.15435337,0.67744099,0.08671729,0.00000000,0.00053911,0.55101598
-4.94347174,1.17804411,0.00025664,0.00538580,0.16016384,0.70902526,0.09103197,0.00000000,0.00062833,0.57774472
-4.93746873,1.22804941,0.00026372,0.00577631,0.16565654,0.73754280,0.09551431,0.00000000,0.00073282,0.60269500
-4.93146573,1.27335857,0.00027944,0.00628788,0.17071171,0.76251759,0.10009409,0.00000000,0.00085301,0.62548762
-4.92546273,1.31331049,0.00030300,0.00691279,0.17523234,0.78354308,0.10471131,0.00000000,0.00098920,0.64579838
-4.91945973,1.34737100,0.00033370,0.00764399,0.17914439,0.80029319,0.10931523,0.00000000,0.00114148,0.66336403
-4.91345673,1.37514172,0.00037090,0.00847465,0.18239639,0.81253057,0.11386320,0.00000000,0.00130972,0.67798614
-4.90745373,1.39636432,0.00041397,0.00939766,0.18495832,0.82011200,0.11831933,0.00000000,0.00149349,0.68953267
-4.90145073,1.41091992,0.00046233,0.01040517,0.18681990,0.82299044,0.12265290,0.00000000,0.00169203,0.69793736
-4.89544772,1.41882367,0.00051535,0.01148823,0.18798825,0.82121386,0.12683673,0.00000000,0.00190423,0.70319670
-4.88944472,1.42021505,0.00057237,0.01263646,0.18848519,0.81492088,0.13084563,0.00000000,0.00212857,0.70536499
-4.88344172,1.41534418,0.00063270,0.01383787,0.18834418,0.80433339,0.13465483,0.00000000,0.00236320,0.70454749
-4.87743872,1.40455532,0.00069559,0.01507872,0.18760707,0.78974671,0.13823868,0.00000000,0.00260590,0.70089237
-4.87143572,1.38826821,0.00076026,0.01634358,0.18632097,0.77151778,0.14156965,0.00000000,0.00285414,0.69458167
-4.86543272,1.36695852,0.00082589,0.01761540,0.18453519,0.75005192,0.14461764,0.00000000,0.00310516,0.68582199
-4.85942971,1.34113839,0.00089166,0.01887579,0.18229860,0.72578896,0.14734977,0.00000000,0.00335606,0.67483526
-4.85342671,1.31133815,0.00095675,0.02010538,0.17965741,0.69918931,0.14973065,0.00000000,0.00360390,0.66185031
-4.84742371,1.27809003,0.00102041,0.02128426,0.17665353,0.67072070,0.15172307,0.00000000,0.00384582,0.64709536
-4.84142071,1.24191479,0.00108194,0.02239258,0.17332362,0.64084609,0.15328927,0.00000000,0.00407922,0.63079212
-4.83541771,1.20331146,0.00114080,0.02341109,0.16969868,0.61001318,0.15439251,0.00000000,0.00430189,0.61315134
-4.82941471,1.16275084,0.00119661,0.02432183,0.16580436,0.57864604,0.15499903,0.00000000,0.00451219,0.59437028
-4.82341171,1.12067239,0.00124920,0.02510879,0.16166186,0.54713878,0.15508025,0.00000000,0.00470920,0.57463177
-4.81740870,1.07748454,0.00129865,0.02575854,0.15728917,0.51585151,0.15461505,0.00000000,0.00489289,0.55410492
-4.81140570,1.03356780,0.00134535,0.02626082,0.15270282,0.48510851,0.15359205,0.00000000,0.00506426,0.53294707
-4.80540270,0.98928018,0.00139002,0.02660904,0.14791968,0.45519821,0.15201165,0.00000000,0.00522545,0.51130683
-4.79939970,0.94496404,0.00143373,0.02680072,0.14295892,0.42637493,0.14988787,0.00000000,0.00537987,0.48932765
-4.79339670,0.90095366,0.00147794,0.02683773,0.13784378,0.39886184,0.14724965,0.00000000,0.00553220,0.46715163
-4.78739370,0.85758267,0.00152448,0.02672649,0.13260321,0.37285475,0.14414173,0.00000000,0.00568845,0.44492319
-4.78139070,0.81519071,0.00157556,0.02647794,0.12727305,0.34852637,0.14062487,0.00000000,0.00585593,0.42279218
-4.77538769,0.77412848,0.00163374,0.02610742,0.12189685,0.32603055,0.13677548,0.00000000,0.00604315,0.40091619
-4.76938469,0.73476090,0.00170193,0.02563439,0.11652624,0.30550623,0.13268465,0.00000000,0.00625971,0.37946177
-4.76338169,0.69746795,0.00178329,0.02508205,0.11122073,0.28708066,0.12845651,0.00000000,0.00651614,0.35860456
-4.75737869,0.66264302,0.00188120,0.02447686,0.10604711,0.27087185,0.12420614,0.00000000,0.00682366,0.33852821
-4.75137569,0.63068888,0.00199917,0.02384795,0.10107839,0.25698987,0.12005705,0.00000000,0.00719389,0.31942209
-4.74537269,0.60201145,0.00214077,0.02322653,0.09639246,0.24553722,0.11613831,0.00000000,0.00763861,0.30147807
-4.73936968,0.57701177,0.00230948,0.02264529,0.09207041,0.23660803,0.11258151,0.00000000,0.00816936,0.28488645
-4.73336668,0.55607645,0.00250865,0.02213776,0.08819483,0.23028638,0.10951769,0.00000000,0.00879710,0.26983132
-4.72736368,0.53956750,0.00274129,0.02173781,0.08484805,0.22664382,0.10707431,0.00000000,0.00953187,0.25648565
-4.72136068,0.52781170,0.00301003,0.02147911,0.08211049,0.22573632,0.10537254,0.00000000,0.01038237,0.24500642
-4.71535768,0.52109055,0.00331694,0.02139477,0.08005920,0.22760085,0.10452475,0.00000000,0.01135565,0.23552997
-4.70935468,0.51963097,0.00366342,0.02151707,0.07876675,0.23225206,0.10463250,0.00000000,0.01245673,0.22816802
-4.70335168,0.52359762,0.00405010,0.02187725,0.07830044,0.23967893,0.10578500,0.00000000,0.01368834,0.22300436
-4.69734867,0.53308705,0.00447672,0.02250547,0.07872201,0.24984214,0.10805810,0.00000000,0.01505068,0.22009264
-4.69134567,0.54812403,0.00494205,0.02343083,0.08008767,0.26267196,0.11151379,0.00000000,0.01654121,0.21945519
-4.68534267,0.56866047,0.00544383,0.02468152,0.08244871,0.27806710,0.11620024,0.00000000,0.01815457,0.22108304
-4.67933967,0.59457682,0.00597872,0.02628495,0.08585237,0.29589459,0.12215231,0.00000000,0.01988253,0.22493718
-4.67333667,0.62568594,0.00654229,0.02826797,0.09034321,0.31599073,0.12939243,0.00000000,0.02171407,0.23095094
-4.66733367,0.66173944,0.00712905,0.03065709,0.09596459,0.33816324,0.13793178,0.00000000,0.02363549,0.23903347
-4.66133067,0.70243606,0.00773253,0.03347857,0.10276043,0.36219444,0.14777169,0.00000000,0.02563068,0.24907418
-4.65532766,0.74743175,0.00834530,0.03675853,0.11077692,0.38784548,0.15890502,0.00000000,0.02768138,0.26094785
-4.64932466,0.79635098,0.00895918,0.04052282,0.12006422,0.41486144,0.17131756,0.00000000,0.02976757,0.27452033
-4.64332166,0.84879882,0.00956537,0.04479686,0.13067784,0.44297700,0.18498915,0.00000000,0.03186790,0.28965448
