energy_ev,total_up,Mn_p_up,Mn_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.86793397,3.87694884,1.25139245,0.54338192,1.95602496,0.84356862,0.00609581,0.76939745,0.01043057,1.75336275
-5.86193097,3.84777681,1.25465856,0.53606375,1.92504807,0.83990824,0.00598533,0.76399733,0.01036889,1.74444279
-5.85592796,3.82491016,1.25848317,0.52939948,1.89833548,0.83799349,0.00586654,0.76099176,0.01032951,1.73644196
-5.84992496,3.80808310,1.26271934,0.52341292,1.87598378,0.83768097,0.00574054,0.76031395,0.01031837,1.72926842
-5.84392196,3.79681810,1.26717630,0.51811827,1.85794994,0.83876964,0.00560846,0.76182759,0.01034131,1.72277309
-5.83791896,3.79046060,1.27162816,0.51352266,1.84406550,0.84101073,0.00547155,0.76533562,0.01040395,1.71676186
-5.83191596,3.78821661,1.27582294,0.50962832,1.83405291,0.84411875,0.00533112,0.77059045,0.01051167,1.71100804
-5.82591296,3.78919167,1.27949166,0.50643447,1.82754322,0.84778322,0.00518855,0.77730507,0.01066945,1.70526481
-5.81990995,3.79242966,1.28235697,0.50393861,1.82409441,0.85168051,0.00504529,0.78516473,0.01088185,1.69927682
-5.81390695,3.79694997,1.28414137,0.50213742,1.82320965,0.85548555,0.00490282,0.79383868,0.01115287,1.69279089
-5.80790395,3.80178209,1.28457477,0.50102693,1.82435499,0.85888300,0.00476263,0.80299156,0.01148586,1.68556523
-5.80190095,3.80599640,1.28340123,0.50060240,1.82697604,0.86157743,0.00462617,0.81229415,0.01188341,1.67737726
-5.79589795,3.80873053,1.28038498,0.50085745,1.83051329,0.86330227,0.00449484,0.82143310,0.01234726,1.66802964
-5.78989495,3.80921073,1.27531565,0.50178297,1.83441584,0.86382729,0.00436993,0.83011936,0.01287815,1.65735472
-5.78389195,3.80676767,1.26801268,0.50336552,1.83815330,0.86296437,0.00425259,0.83809497,0.01347576,1.64521727
-5.77788894,3.80084676,1.25832896,0.50558552,1.84122582,0.86057131,0.00414381,0.84513831,0.01413857,1.63151561
-5.77188594,3.79101267,1.24615365,0.50841517,1.84317216,0.85655385,0.00404435,0.85106738,0.01486376,1.61618124
-5.76588294,3.77694855,1.23141433,0.51181641,1.84357578,0.85086556,0.00395476,0.85574128,0.01564713,1.59917721
-5.75987994,3.75845003,1.21407811,0.51573877,1.84206898,0.84350602,0.00387532,0.85905988,0.01648306,1.58049516
-5.75387694,3.73541475,1.19415210,0.52011745,1.83833525,0.83451709,0.00380607,0.86096171,0.01736440,1.56015156
-5.74787394,3.70782807,1.17168287,0.52487166,1.83210980,0.82397779,0.00374675,0.86142038,0.01828249,1.53818307
-5.74187094,3.67574583,1.14675505,0.52990336,1.82317860,0.81199781,0.00369685,0.86043967,0.01922720,1.51464147
-5.73586793,3.63927529,1.11948907,0.53509646,1.81137606,0.79871019,0.00365558,0.85804762,0.02018693,1.48958834
-5.72986493,3.59855517,1.09003794,0.54031680,1.79658160,0.78426341,0.00362192,0.85429002,0.02114878,1.46308978
-5.72386193,3.55373611,1.05858338,0.54541272,1.77871550,0.76881336,0.00359460,0.84922360,0.02209867,1.43521151
-5.71785893,3.50496263,1.02533122,0.55021657,1.75773424,0.75251552,0.00357218,0.84290936,0.02302158,1.40601454
-5.71185593,3.45235762,0.99050618,0.55454708,1.73362574,0.73551783,0.00355306,0.83540638,0.02390183,1.37555174
-5.70585293,3.39601044,0.95434652,0.55821253,1.70640478,0.71795449,0.00353551,0.82676651,0.02472338,1.34386551
-5.69984992,3.33596913,0.91709837,0.56101494,1.67610893,0.69994106,0.00351773,0.81703016,0.02547022,1.31098667
-5.69384692,3.27223746,0.87901028,0.56275485,1.64279521,0.68157100,0.00349792,0.80622347,0.02612674,1.27693478
-5.68784392,3.20477692,0.84032802,0.56323690,1.60653778,0.66291386,0.00347431,0.79435705,0.02667820,1.24171972
-5.68184092,3.13351353,0.80128995,0.56227578,1.56742656,0.64401508,0.00344520,0.78142618,0.02711114,1.20534472
-5.67583792,3.05834913,0.76212303,0.55970240,1.52556708,0.62489735,0.00340904,0.76741261,0.02741380,1.16781036
-5.66983492,2.97917643,0.72303973,0.55537012,1.48108122,0.60556349,0.00336448,0.75228778,0.02757650,1.12911966
-5.66383192,2.89589690,0.68423575,0.54916059,1.43410898,0.58600048,0.00331039,0.73601717,0.02759204,1.08928369
-5.65782891,2.80844036,0.64588880,0.54098906,1.38481075,0.56618444,0.00324590,0.71856560,0.02745589,1.04832746
-5.65182591,2.71678503,0.60815818,0.53080880,1.33337016,0.54608623,0.00317047,0.69990304,0.02716648,1.00629570
-5.64582291,2.62097680,0.57118524,0.51861447,1.27999680,0.52567728,0.00308385,0.68001072,0.02672525,0.96325819
-5.63981991,2.52114647,0.53509453,0.50444414,1.22492886,0.50493534,0.00298612,0.65888697,0.02613669,0.91931420
-5.63381691,2.41752383,0.49999552,0.48837994,1.16843508,0.48384978,0.00287767,0.63655257,0.02540823,0.87459580
-5.62781391,2.31044772,0.46598468,0.47054721,1.11081592,0.46242617,0.00275922,0.61305533,0.02455007,0.82926978
-5.62181091,2.20037139,0.43314774,0.45111212,1.05240360,0.44068989,0.00263174,0.58847337,0.02357488,0.78353805
-5.61580790,2.08786278,0.40156203,0.43027793,0.99356101,0.41868859,0.00249646,0.56291732,0.02249744,0.73763642
-5.60980490,1.97359974,0.37129857,0.40828003,0.93467918,0.39649344,0.00235482,0.53653090,0.02133422,0.69183180
-5.60380190,1.85836021,0.34242399,0.38537986,0.87617360,0.37419909,0.00220838,0.50949012,0.02010288,0.64641804
-5.59779890,1.74300807,0.31500202,0.36185812,0.81847922,0.35192242,0.00205882,0.48200104,0.01882183,0.60171044
-5.59179590,1.62847525,0.28909455,0.33800749,0.76204447,0.32980021,0.00190787,0.45429623,0.01750964,0.55803934
-5.58579290,1.51574101,0.26476220,0.31412516,0.70732438,0.30798586,0.00175724,0.42663003,0.01618464,0.51574310
-5.57978989,1.40580931,0.24206448,0.29050546,0.65477315,0.28664533,0.00160858,0.39927296,0.01486441,0.47516064
-5.57378689,1.29968538,0.22105943,0.26743290,0.60483628,0.26595263,0.00146345,0.37250542,0.01356541,0.43662410
-5.56778389,1.19835236,0.20180293,0.24517587,0.55794271,0.24608496,0.00132325,0.34661101,0.01230264,0.40045163
-5.56178089,1.10274895,0.18434767,0.22398111,0.51449700,0.22721782,0.00118923,0.32186964,0.01108940,0.36694088
-5.55577789,1.01374884,0.16874189,0.20406919,0.47487193,0.20952024,0.00106243,0.29855085,0.00993711,0.33636312
-5.54977489,0.93214248,0.15502794,0.18563100,0.43940159,0.19315035,0.00094370,0.27690735,0.00885518,0.30895831
-5.54377189,0.85862166,0.14324074,0.16882530,0.40837514,0.17825135,0.00083366,0.25716912,0.00785107,0.28493112
-5.53776888,0.79376716,0.13340627,0.15377735,0.38203126,0.16494815,0.00073273,0.23953817,0.00693026,0.26444799
-5.53176588,0.73803953,0.12554010,0.14057845,0.36055354,0.15334455,0.00064114,0.22418400,0.00609644,0.24763513
-5.52576288,0.69177304,0.11964597,0.12928631,0.34406662,0.14352112,0.00055891,0.21124000,0.00535165,0.23457751
-5.51975988,0.65517268,0.11571467,0.11992628,0.33263328,0.13553380,0.00048593,0.20080064,0.00469649,0.22531876
-5.51375688,0.62831399,0.11372301,0.11249308,0.32625252,0.12941313,0.00042191,0.19291964,0.00413037,0.21986176
-5.50775388,0.61114548,0.11363320,0.10695301,0.32485859,0.12516415,0.00036647,0.18760902,0.00365173,0.21817010
-5.50175088,0.60349355,0.11539239,0.10324661,0.32832110,0.12276690,0.00031912,0.18483903,0.00325831,0.22017001
-5.49574787,0.60506952,0.11893275,0.10129147,0.33644623,0.12217743,0.00027929,0.18453907,0.00294742,0.22575310
-5.48974487,0.61547872,0.12417181,0.10098531,0.34897922,0.12332938,0.00024640,0.18659932,0.00271609,0.23477944
-5.48374187,0.63423132,0.13101330,0.10220911,0.36560810,0.12613599,0.00021980,0.19087336,0.00256132,0.24708131
-5.47773887,0.66075491,0.13934839,0.10483032,0.38596875,0.13049247,0.00019887,0.19718153,0.00248020,0.26246732
-5.47173587,0.69440836,0.14905742,0.10870617,0.40965141,0.13627877,0.00018297,0.20531499,0.00247006,0.28072703
-5.46573287,0.73449709,0.16001199,0.11368692,0.43620842,0.14336262,0.00017151,0.21504060,0.00252851,0.30163586
-5.45972986,0.78028910,0.17207745,0.11961914,0.46516331,0.15160269,0.00016393,0.22610626,0.00265351,0.32496031
-5.45372686,0.83103166,0.18511567,0.12634897,0.49602087,0.16085201,0.00015971,0.23824680,0.00284334,0.35046334
-5.44772386,0.88596817,0.19898801,0.13372529,0.52827806,0.17096128,0.00015838,0.25119021,0.00309655,0.37790958
-5.44172086,0.94435462,0.21355833,0.14160277,0.56143539,0.18178222,0.00015955,0.26466396,0.00341190,0.40707050
-5.43571786,1.00547509,0.22869592,0.14984476,0.59500831,0.19317063,0.00016288,0.27840134,0.00378822,0.43772892
-5.42971486,1.06865576,0.24427818,0.15832595,0.62853815,0.20498919,0.00016809,0.29214750,0.00422427,0.46968296
-5.42371186,1.13327670,0.26019290,0.16693464,0.66160217,0.21710984,0.00017497,0.30566496,0.00471857,0.50274896
-5.41770885,1.19878094,0.27633998,0.17557466,0.69382210,0.22941563,0.00018339,0.31873844,0.00526925,0.53676330
-5.41170585,1.26468031,0.29263244,0.18416673,0.72487082,0.24180195,0.00019327,0.33117873,0.00587385,0.57158284
-5.40570285,1.33055771,0.30899670,0.19264932,0.75447674,0.25417711,0.00020459,0.34282546,0.00652916,0.60708403
-5.39969985,1.39606570,0.32537202,0.20097884,0.78242564,0.26646222,0.00021738,0.35354863,0.00723106,0.64316055
-5.39369685,1.46092140,0.34170910,0.20912926,0.80855979,0.27859047,0.00023174,0.36324888,0.00797438,0.67971964
-5.38769385,1.52489805,0.35796802,0.21709108,0.83277449,0.29050571,0.00024778,0.37185648,0.00875285,0.71667733
-5.38169085,1.58781383,0.37411543,0.22486971,0.85501210,0.30216065,0.00026567,0.37932910,0.00955898,0.75395275
-5.37568784,1.64951851,0.39012147,0.23248334,0.87525402,0.31351465,0.00028557,0.38564854,0.01038413,0.79146212
-5.36968484,1.70987912,0.40595631,0.23996049,0.89351115,0.32453133,0.00030769,0.39081670,0.01121851,0.82911261
-5.36368184,1.76876542,0.42158684,0.24733725,0.90981336,0.33517624,0.00033220,0.39485092,0.01205133,0.86679671
-5.35767884,1.82603643,0.43697353,0.25465438,0.92419876,0.34541474,0.00035928,0.39777914,0.01287096,0.90438760
-5.35167584,1.88152910,0.45206797,0.26195449,0.93670347,0.35521020,0.00038909,0.39963509,0.01366516,0.94173581
-5.34567284,1.93504986,0.46681103,0.26927947,0.94735262,0.36452287,0.00042172,0.40045390,0.01442132,0.97866771
-5.33966983,1.98637001,0.48113202,0.27666809,0.95615316,0.37330938,0.00045727,0.40026834,0.01512683,1.01498602
-5.33366683,2.03522525,0.49494890,0.28415421,0.96308900,0.38152296,0.00049574,0.39910597,0.01576938,1.05047238
-5.32766383,2.08131972,0.50816956,0.29176538,0.96811878,0.38911446,0.00053711,0.39698733,0.01633730,1.08489212
-5.32166083,2.12433414,0.52069413,0.29952202,0.97117651,0.39603407,0.00058129,0.39392519,0.01681995,1.11800088
-5.31565783,2.16393781,0.53241821,0.30743716,0.97217489,0.40223367,0.00062812,0.38992507,0.01720803,1.14955287
-5.30965483,2.19980356,0.54323690,0.31551665,0.97101112,0.40766959,0.00067740,0.38498662,0.01749388,1.17931018
-5.30365183,2.23162461,0.55304925,0.32375981,0.96757475,0.41230563,0.00072889,0.37910599,0.01767172,1.20705270
-5.29764882,2.25913223,0.56176290,0.33216035,0.96175700,0.41611607,0.00078230,0.37227880,0.01773789,1.23258785
-5.29164582,2.28211282,0.56929867,0.34070755,0.95346088,0.41908850,0.00083732,0.36450353,0.01769089,1.25575967
-5.28564282,2.30042326,0.57559466,0.34938740,0.94261132,0.42122612,0.00089363,0.35578499,0.01753152,1.27645642
-5.27963982,2.31400321,0.58060967,0.35818378,0.92916466,0.42254940,0.00095089,0.34613762,0.01726280,1.29461627
-5.27363682,2.32288349,0.58432562,0.36707930,0.91311680,0.42309689,0.00100877,0.33558836,0.01688986,1.31023068
-5.26763382,2.32718982,0.58674889,0.37605601,0.89450944,0.42292507,0.00106699,0.32417884,0.01641980,1.32334500
-5.26163082,2.32714151,0.58791042,0.38509569,0.87343402,0.42210717,0.00112527,0.31196678,0.01586144,1.33405637
-5.25562781,2.32304497,0.58786446,0.39417975,0.85003307,0.42073103,0.00118335,0.29902641,0.01522502,1.34250883
-5.24962481,2.31528257,0.58668624,0.40328882,0.82449894,0.41889602,0.00124104,0.28544801,0.01452190,1.34888603
-5.24362181,2.30429711,0.58446852,0.41240205,0.79706997,0.41670920,0.00129815,0.27133642,0.01376421,1.35340171
-5.23761881,2.29057320,0.58131729,0.42149612,0.76802440,0.41428095,0.00135453,0.25680887,0.01296446,1.35628883
-5.23161581,2.27461630,0.57734691,0.43054415,0.73767242,0.41172025,0.00141004,0.24199199,0.01213527,1.35778757
-5.22561281,2.25693093,0.57267493,0.43951465,0.70634679,0.40912988,0.00146453,0.22701849,0.01128897,1.35813332
-5.21960980,2.23799923,0.56741695,0.44837053,0.67439279,0.40660194,0.00151786,0.21202341,0.01043734,1.35754502
-5.21360680,2.21826107,0.56168178,0.45706840,0.64215778,0.40421372,0.00156983,0.19714046,0.00959136,1.35621476
-5.20760380,2.19809702,0.55556723,0.46555815,0.60998122,0.40202436,0.00162020,0.18249835,0.00876101,1.35429910
-5.20160080,2.17781497,0.54915668,0.47378311,0.57818552,0.40007247,0.00166869,0.16821759,0.00795509,1.35191271
-5.19559780,2.15764126,0.54251666,0.48168057,0.54706810,0.39837470,0.00171494,0.15440763,0.00718114,1.34912455
-5.18959480,2.13771656,0.53569559,0.48918288,0.51689512,0.39692557,0.00175849,0.14116468,0.00644541,1.34595695
-5.18359180,2.11809687,0.52872360,0.49621912,0.48789690,0.39569841,0.00179883,0.12857007,0.00575283,1.34238740
-5.17758879,2.09875929,0.52161350,0.50271720,0.46026530,0.39464743,0.00183536,0.11668938,0.00510707,1.33835317
-5.17158579,2.07961220,0.51436274,0.50860634,0.43415282,0.39371086,0.00186743,0.10557209,0.00451064,1.33375821
-5.16558279,2.06050920,0.50695628,0.51381988,0.40967344,0.39281491,0.00189435,0.09525192,0.00396497,1.32848216
-5.15957979,2.04126592,0.49937007,0.51829830,0.38690493,0.39187839,0.00191540,0.08574761,0.00347060,1.32239070
-5.15357679,2.02167867,0.49157499,0.52199217,0.36589230,0.39081780,0.00192986,0.07706413,0.00302729,1.31534689
-5.14757379,2.00154392,0.48354098,0.52486506,0.34665217,0.38955254,0.00193705,0.06919423,0.00263420,1.30722267
-5.14157079,1.98067745,0.47524110,0.52689616,0.32917761,0.38801002,0.00193639,0.06212011,0.00229008,1.29791003
-5.13556778,1.95893230,0.46665533,0.52808245,0.31344328,0.38613042,0.00192735,0.05581524,0.00199339,1.28733120
-5.12956478,1.93621433,0.45777384,0.52844040,0.29941039,0.38387087,0.00190957,0.05024618,0.00174251,1.27544734
-5.12356178,1.91249487,0.44859966,0.52800699,0.28703137,0.38120877,0.00188282,0.04537434,0.00153584,1.26226529
-5.11755878,1.88781968,0.43915052,0.52684000,0.27625399,0.37814417,0.00184706,0.04115756,0.00137195,1.24784205
-5.11155578,1.86231386,0.42945984,0.52501758,0.26702469,0.37470104,0.00180243,0.03755159,0.00124969,1.23228682
-5.10555278,1.83618251,0.41957688,0.52263700,0.25929122,0.37092738,0.00174924,0.03451132,0.00116826,1.21576042
-5.09954977,1.80970717,0.40956595,0.51981269,0.25300428,0.36689411,0.00168801,0.03199183,0.00112731,1.19847220
-5.09354677,1.78323818,0.39950487,0.51667349,0.24811843,0.36269292,0.00161943,0.02994928,0.00112692,1.18067463
-5.08754377,1.75718338,0.38948273,0.51335928,0.24459205,0.35843293,0.00154435,0.02834151,0.00116765,1.16265564
-5.08154077,1.73199365,0.37959700,0.51001715,0.24238675,0.35423657,0.00146374,0.02712857,0.00125055,1.14472931
-5.07553777,1.70814598,0.36995031,0.50679701,0.24146598,0.35023461,0.00137869,0.02627306,0.00137702,1.12722513
-5.06953477,1.68612478,0.36064683,0.50384705,0.24179327,0.34656076,0.00129033,0.02574028,0.00154886,1.11047625
-5.06353177,1.66640215,0.35178861,0.50130898,0.24333014,0.34334586,0.00119986,0.02549836,0.00176805,1.09480747
-5.05752876,1.64941809,0.34347193,0.49931344,0.24603376,0.34071207,0.00110844,0.02551823,0.00203671,1.08052311
-5.05152576,1.63556135,0.33578384,0.49797549,0.24985464,0.33876725,0.00101723,0.02577353,0.00235691,1.06789546
-5.04552276,1.62515170,0.32879898,0.49739062,0.25473443,0.33759965,0.00092731,0.02624046,0.00273049,1.05715426
-5.03951976,1.61842439,0.32257686,0.49763121,0.26060399,0.33727337,0.00083966,0.02689756,0.00315891,1.04847751
-5.03351676,1.61551751,0.31715965,0.49874381,0.26738189,0.33782454,0.00075515,0.02772544,0.00364299,1.04198406
-5.02751376,1.61646263,0.31257050,0.50074716,0.27497333,0.33925857,0.00067454,0.02870652,0.00418280,1.03772823
-5.02151076,1.62117932,0.30881264,0.50363128,0.28326980,0.34154846,0.00059842,0.02982468,0.00477737,1.03569680
-5.01550775,1.62947381,0.30586898,0.50735754,0.29214928,0.34463442,0.00052728,0.03106495,0.00542458,1.03580833
-5.00950475,1.64104193,0.30370250,0.51185983,0.30147721,0.34842472,0.00046141,0.03241316,0.00612102,1.03791511
-5.00350175,1.65547629,0.30225729,0.51704687,0.31110815,0.35279775,0.00040103,0.03385568,0.00686180,1.04180748
-4.99749875,1.67227761,0.30146016,0.52280546,0.32088809,0.35760541,0.00034617,0.03537906,0.00764056,1.04722059
-4.99149575,1.69086985,0.30122292,0.52900482,0.33065741,0.36267748,0.00029681,0.03696984,0.00844942,1.05384334
-4.98549275,1.71061849,0.30144508,0.53550159,0.34025428,0.36782705,0.00025278,0.03861431,0.00927902,1.06132905
-4.97948974,1.73085154,0.30201702,0.54214548,0.34951849,0.37285666,0.00021387,0.04029839,0.01011864,1.06930772
-4.97348674,1.75088213,0.30282346,0.54878525,0.35829543,0.37756500,0.00017978,0.04200755,0.01095638,1.07739912
-4.96748374,1.77003210,0.30374705,0.55527477,0.36644016,0.38175385,0.00015018,0.04372682,0.01177937,1.08522644
-4.96148074,1.78765524,0.30467211,0.56147882,0.37382129,0.38523504,0.00012469,0.04544080,0.01257410,1.09242963
-4.95547774,1.80315940,0.30548815,0.56727829,0.38032446,0.38783709,0.00010293,0.04713384,0.01332676,1.09867815
-4.94947474,1.81602630,0.30609323,0.57257466,0.38585538,0.38941131,0.00008451,0.04879015,0.01402360,1.10368220
-4.94347174,1.82582805,0.30639693,0.57729320,0.39034202,0.38983700,0.00006906,0.05039403,0.01465135,1.10720215
-4.93746873,1.83223972,0.30632273,0.58138500,0.39373615,0.38902564,0.00005621,0.05193006,0.01519764,1.10905559
-4.93146573,1.83504714,0.30580987,0.58482738,0.39601377,0.38692380,0.00004561,0.05338335,0.01565139,1.10912155
-4.92546273,1.83414961,0.30481446,0.58762290,0.39717472,0.38351466,0.00003694,0.05473974,0.01600318,1.10734184
-4.91945973,1.82955735,0.30330980,0.58979673,0.39724130,0.37881812,0.00002992,0.05598595,0.01624557,1.10371929
-4.91345673,1.82138388,0.30128601,0.59139269,0.39625594,0.37288945,0.00002431,0.05710977,0.01637336,1.09831305
-4.90745373,1.80983362,0.29874891,0.59246809,0.39427825,0.36581661,0.00001987,0.05810011,0.01638380,1.09123106
-4.90145073,1.79518554,0.29571817,0.59308768,0.39138130,0.35771630,0.00001642,0.05894711,0.01627663,1.08262038
-4.89544772,1.77777368,0.29222499,0.59331704,0.38764769,0.34872912,0.00001381,0.05964211,0.01605415,1.07265556
-4.88944472,1.75796573,0.28830928,0.59321586,0.38316526,0.33901383,0.00001191,0.06017763,0.01572108,1.06152605
-4.88344172,1.73614079,0.28401665,0.59283152,0.37802303,0.32874127,0.00001063,0.06054736,0.01528443,1.04942310
-4.87743872,1.71266772,0.27939521,0.59219335,0.37230728,0.31808802,0.00000989,0.06074606,0.01475327,1.03652707
-4.87143572,1.68788511,0.27449251,0.59130801,0.36609821,0.30723031,0.00000966,0.06076955,0.01413836,1.02299583
-4.86543272,1.66208428,0.26935277,0.59015626,0.35946723,0.29633830,0.00000992,0.06061462,0.01345183,1.00895485
-4.85942971,1.63549590,0.26401447,0.58869147,0.35247507,0.28557105,0.00001067,0.06027907,0.01270678,0.99448969
-4.85342671,1.60828125,0.25850849,0.58683979,0.34517071,0.27507248,0.00001193,0.05976172,0.01191683,0.97964116
-4.84742371,1.58052835,0.25285685,0.58450231,0.33759127,0.26496827,0.00001376,0.05906246,0.01109577,0.96440350
-4.84142071,1.55225306,0.24707220,0.58155885,0.32976268,0.25536399,0.00001621,0.05818237,0.01025712,0.94872560
-4.83541771,1.52340512,0.24115795,0.57787342,0.32170116,0.24634432,0.00001937,0.05712384,0.00941380,0.93251520
-4.82941471,1.49387839,0.23510902,0.57330088,0.31341533,0.23797337,0.00002331,0.05589074,0.00857780,0.91564577
-4.82341171,1.46352476,0.22891324,0.56769458,0.30490874,0.23029596,0.00002817,0.05448857,0.00775994,0.89796556
-4.81740870,1.43217062,0.22255321,0.56091444,0.29618271,0.22333970,0.00003404,0.05292459,0.00696968,0.87930838
-4.81140570,1.39963486,0.21600845,0.55283516,0.28723916,0.21711754,0.00004106,0.05120798,0.00621498,0.85950540
-4.80540270,1.36574720,0.20925777,0.54335392,0.27808338,0.21163078,0.00004936,0.04934988,0.00550223,0.83839724
-4.79939970,1.33036572,0.20228173,0.53239734,0.26872636,0.20687201,0.00005906,0.04736345,0.00483628,0.81584572
-4.79339670,1.29339257,0.19506494,0.51992717,0.25918673,0.20282792,0.00007030,0.04526378,0.00422045,0.79174458
-4.78739370,1.25478672,0.18759806,0.50594454,0.24949202,0.19948175,0.00008318,0.04306780,0.00365663,0.76602859
-4.78139070,1.21457332,0.17987958,0.49049241,0.23967926,0.19681506,0.00009781,0.04079405,0.00314544,0.73868060
-4.77538769,1.17284896,0.17191698,0.47365622,0.22979485,0.19480894,0.00011427,0.03846244,0.00268634,0.70973620
-4.76938469,1.12978265,0.16372750,0.45556267,0.21989376,0.19344435,0.00013260,0.03609386,0.00227784,0.67928577
-4.76338169,1.08561266,0.15533831,0.43637678,0.21003807,0.19270174,0.00015283,0.03370986,0.00191768,0.64747392
-4.75737869,1.04063942,0.14678618,0.41629722,0.20029499,0.19256005,0.00017492,0.03133216,0.00160295,0.61449643
-4.75137569,0.99521498,0.13811664,0.39555048,0.19073449,0.19299505,0.00019880,0.02898224,0.00133036,0.58059493
-4.74537269,0.94972985,0.12938277,0.37438384,0.18142667,0.19397734,0.00022435,0.02668091,0.00109631,0.54604961
-4.73936968,0.90459795,0.12064361,0.35305774,0.17243912,0.19547021,0.00025140,0.02444784,0.00089707,0.51117054
-4.73336668,0.86024066,0.11196236,0.33183781,0.16383430,0.19742750,0.00027970,0.02230126,0.00072892,0.47628792
-4.72736368,0.81707083,0.10340445,0.31098691,0.15566720,0.19979178,0.00030897,0.02025756,0.00058818,0.44174190
-4.72136068,0.77547771,0.09503567,0.29075757,0.14798349,0.20249300,0.00033887,0.01833108,0.00047138,0.40787242
-4.71535768,0.73581350,0.08692025,0.27138509,0.14081802,0.20544792,0.00036900,0.01653390,0.00037525,0.37500955
-4.70935468,0.69838232,0.07911929,0.25308151,0.13419408,0.20856026,0.00039893,0.01487574,0.00029678,0.34346471
-4.70335168,0.66343193,0.07168932,0.23603078,0.12812315,0.21172183,0.00042820,0.01336392,0.00023325,0.31352313
-4.69734867,0.63114859,0.06468127,0.22038501,0.12260543,0.21481464,0.00045632,0.01200339,0.00018223,0.28543787
-4.69134567,0.60165524,0.05813974,0.20626210,0.11763090,0.21771382,0.00048280,0.01079688,0.00014159,0.25942540
-4.68534267,0.57501271,0.05210262,0.19374460,0.11318096,0.22029138,0.00050715,0.00974503,0.00010947,0.23566289
-4.67933967,0.55122393,0.04660111,0.18287976,0.10923052,0.22242060,0.00052891,0.00884664,0.00008430,0.21428725
-4.67333667,0.53024070,0.04166003,0.17368073,0.10575048,0.22398076,0.00054765,0.00809888,0.00006472,0.19539569
-4.66733367,0.51197235,0.03729841,0.16612873,0.10271033,0.22486213,0.00056299,0.00749767,0.00004960,0.17904769
-4.66133067,0.49629595,0.03353032,0.16017598,0.10008092,0.22497075,0.00057460,0.00703787,0.00003802,0.16526819
-4.65532766,0.48306727,0.03036588,0.15574940,0.09783708,0.22423290,0.00058225,0.00671368,0.00002922,0.15405170
-4.64932466,0.47213201,0.02781226,0.15275461,0.09596003,0.22259897,0.00058578,0.00651894,0.00002257,0.14536703
-4.64332166,0.46333654,0.02587484,0.15108038,0.09443957,0.22004644,0.00058511,0.00644738,0.00001757,0.13916248
