energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.82591296,2.92564227,0.01002082,0.43517775,1.28032004,0.36664143,1.32372997,0.97049589,0.00920614,1.11073812
-5.81990995,3.07781064,0.00967671,0.45411969,1.36023860,0.38117329,1.38972223,1.01994241,0.00959367,1.17200079
-5.81390695,3.23269670,0.00936447,0.47315861,1.44208212,0.39614158,1.45808276,1.06946941,0.01001166,1.23486488
-5.80790395,3.38881231,0.00908907,0.49216248,1.52498860,0.41136009,1.52848560,1.11860055,0.01045817,1.29868355
-5.80190095,3.54454833,0.00885429,0.51099074,1.60800711,0.42662412,1.60053082,1.16683910,0.01093152,1.36274744
-5.79589795,3.69819570,0.00866261,0.52949447,1.69011424,0.44171421,1.67374266,1.21367369,0.01143033,1.42629544
-5.78989495,3.84797272,0.00851511,0.54751737,1.77023422,0.45640081,1.74757086,1.25858571,0.01195349,1.48852806
-5.78389195,3.99205799,0.00841147,0.56489753,1.84726224,0.47044977,1.82139533,1.30105809,0.01250011,1.54862324
-5.77788894,4.12862768,0.00834996,0.58146981,1.92008995,0.48362837,1.89453423,1.34058529,0.01306953,1.60575379
-5.77188594,4.25589595,0.00832752,0.59706900,1.98763246,0.49571159,1.96625541,1.37668404,0.01366122,1.65910607
-5.76588294,4.37215704,0.00833990,0.61153338,2.04885572,0.50648848,2.03579093,1.40890453,0.01427474,1.70789917
-5.75987994,4.47582751,0.00838183,0.62470878,2.10280355,0.51576819,2.10235435,1.43684146,0.01490967,1.75140396
-5.75387694,4.56548700,0.00844718,0.63645274,2.14862307,0.52338558,2.16516041,1.46014474,0.01556547,1.78896127
-5.74787394,4.63991627,0.00852919,0.64663882,2.18558797,0.52920599,2.22344644,1.47852924,0.01624140,1.81999881
-5.74187094,4.69813096,0.00862076,0.65516075,2.21311869,0.53312915,2.27649501,1.49178334,0.01693640,1.84404602
-5.73586793,4.73941014,0.00871461,0.66193624,2.23079890,0.53509192,2.32365697,1.49977591,0.01764896,1.86074668
-5.72986493,4.76331854,0.00880364,0.66691043,2.23838784,0.53506989,2.36437420,1.50246148,0.01837699,1.86986860
-5.72386193,4.76972188,0.00888105,0.67005870,2.23582805,0.53307779,2.39820130,1.49988346,0.01911773,1.87131044
-5.71785893,4.75879483,0.00894066,0.67138879,2.22324844,0.52916868,2.42482520,1.49217523,0.01986764,1.86510523
-5.71185593,4.73102133,0.00897706,0.67094209,2.20096252,0.52343196,2.44408209,1.47955907,0.02062231,1.85142058
-5.70585293,4.68718719,0.00898578,0.66879415,2.16946199,0.51599047,2.45597068,1.46234298,0.02137643,1.83055568
-5.69984992,4.62836539,0.00896342,0.66505416,2.12940583,0.50699661,2.46066114,1.44091545,0.02212382,1.80293499
-5.69384692,4.55589416,0.00890774,0.65986358,2.08160526,0.49662784,2.45849906,1.41573824,0.02285740,1.76909895
-5.68784392,4.47134856,0.00881771,0.65339379,2.02700501,0.48508162,2.45000383,1.38733736,0.02356937,1.72969188
-5.68184092,4.37650616,0.00869348,0.64584282,1.96666149,0.47257007,2.43586123,1.35629250,0.02425127,1.68544730
-5.67583792,4.27330764,0.00853637,0.63743126,1.90171833,0.45931439,2.41690993,1.32322495,0.02489421,1.63717122
-5.66983492,4.16381319,0.00834874,0.62839729,1.83338002,0.44553943,2.39412210,1.28878452,0.02548911,1.58572358
-5.66383192,4.05015571,0.00813391,0.61899111,1.76288439,0.43146838,2.36857833,1.25363545,0.02602693,1.53199851
-5.65782891,3.93449196,0.00789597,0.60946874,1.69147455,0.41731776,2.34143762,1.21844182,0.02649898,1.47690372
-5.65182591,3.81895277,0.00763959,0.60008540,1.62037109,0.40329283,2.31390304,1.18385266,0.02689720,1.42133979
-5.64582291,3.70559355,0.00736985,0.59108866,1.55074514,0.38958355,2.28718438,1.15048721,0.02721448,1.36617963
-5.63981991,3.59634642,0.00709203,0.58271153,1.48369317,0.37636108,2.26245882,1.11892056,0.02744489,1.31224892
-5.63381691,3.49297516,0.00681136,0.57516565,1.42021393,0.36377486,2.24083127,1.08967016,0.02758397,1.26030788
-5.62781391,3.39703428,0.00653289,0.56863499,1.36118831,0.35195037,2.22329579,1.06318357,0.02762886,1.21103499
-5.62181091,3.30983354,0.00626125,0.56326999,1.30736252,0.34098752,2.21069971,1.03982779,0.02757848,1.16501312
-5.61580790,3.23240884,0.00600050,0.55918270,1.25933500,0.33095971,2.20371196,1.01988053,0.02743354,1.12271847
-5.60980490,3.16550068,0.00575403,0.55644284,1.21754746,0.32191355,2.20279712,1.00352387,0.02719658,1.08451265
-5.60380190,3.10954092,0.00552446,0.55507519,1.18228020,0.31386922,2.20819638,0.99084039,0.02687185,1.05063812
-5.59779890,3.06464846,0.00531355,0.55505839,1.15365175,0.30682148,2.21991647,0.98181217,0.02646517,1.02121727
-5.59179590,3.03063428,0.00512222,0.55632513,1.13162297,0.30074129,2.23772726,0.97632274,0.02598373,0.99625498
-5.58579290,3.00701578,0.00495054,0.55876411,1.11600525,0.29557803,2.26116839,0.97416198,0.02543580,0.97564476
-5.57978989,2.99304033,0.00479780,0.56222346,1.10647281,0.29126232,2.28956494,0.97503395,0.02483050,0.95917817
-5.57378689,2.98771738,0.00466260,0.56651571,1.10257843,0.28770925,2.32205176,0.97856754,0.02417743,0.94655726
-5.56778389,2.98985828,0.00454294,0.57142422,1.10377243,0.28482218,2.35760562,0.98432953,0.02348641,0.93740964
-5.56178089,2.99812270,0.00443635,0.57671078,1.10942411,0.28249680,2.39508407,0.99183985,0.02276720,0.93130569
-5.55577789,3.01107006,0.00434006,0.58212419,1.11884517,0.28062554,2.43326960,1.00058836,0.02202920,0.92777725
-5.54977489,3.02721435,0.00425111,0.58740956,1.13131435,0.27910206,2.47091726,1.01005281,0.02128128,0.92633730
-5.54377189,3.04508051,0.00416653,0.59231789,1.14610247,0.27782583,2.50680391,1.01971719,0.02053162,0.92649989
-5.53776888,3.06326028,0.00408345,0.59661563,1.16249728,0.27670653,2.53977698,1.02908989,0.01978759,0.92779962
-5.53176588,3.08046548,0.00399926,0.60009386,1.17982715,0.27566823,2.56880078,1.03772100,0.01905575,0.92981003
-5.52576288,3.09557686,0.00391170,0.60257663,1.19748310,0.27465317,2.59299821,1.04521803,0.01834181,0.93216033
-5.51975988,3.10768652,0.00381893,0.60392811,1.21493815,0.27362492,2.61168621,1.05125958,0.01765074,0.93454977
-5.51375688,3.11613230,0.00371960,0.60405836,1.23176370,0.27257093,2.62440317,1.05560628,0.01698686,0.93675926
-5.50775388,3.12052280,0.00361293,0.60292725,1.24764214,0.27150428,2.63092718,1.05810862,0.01635397,0.93865980
-5.50175088,3.12075194,0.00349862,0.60054650,1.26237544,0.27046458,2.63128418,1.05871142,0.01575546,0.94021753
-5.49574787,3.11700257,0.00337693,0.59697959,1.27588929,0.26951791,2.62574553,1.05745465,0.01519451,0.94149509
-5.48974487,3.10973881,0.00324861,0.59233962,1.28823277,0.26875594,2.61481513,1.05447057,0.01467416,0.94264948
-5.48374187,3.09968757,0.00311481,0.58678511,1.29957351,0.26829407,2.59920655,1.04997746,0.01419745,0.94392643
-5.47773887,3.08780992,0.00297705,0.58051388,1.31018848,0.26826878,2.57981105,1.04426997,0.01376748,0.94565155
-5.47173587,3.07526344,0.00283712,0.57375528,1.32045089,0.26883428,2.55765813,1.03770666,0.01338743,0.94821872
-5.46573287,3.06335720,0.00269701,0.56676111,1.33081349,0.27015845,2.53387006,1.03069517,0.01306057,0.95207606
-5.45972986,3.05350119,0.00255879,0.55979556,1.34178910,0.27241843,2.50961271,1.02367564,0.01279020,0.95771024
-5.45372686,3.04715218,0.00242455,0.55312452,1.35392894,0.27579579,2.48604471,1.01710312,0.01257953,0.96562949
-5.44772386,3.04575840,0.00229631,0.54700495,1.36779976,0.28047159,2.46426735,1.01142959,0.01243160,0.97634621
-5.44172086,3.05070505,0.00217596,0.54167452,1.38396041,0.28662147,2.44527744,1.00708645,0.01234909,0.99035956
-5.43571786,3.06326296,0.00206521,0.53734207,1.40293891,0.29441080,2.42992524,1.00446811,0.01233418,1.00813876
-5.42971486,3.08454213,0.00196550,0.53417932,1.42521076,0.30399015,2.41887936,1.00391731,0.01238836,1.03010759
-5.42371186,3.11545201,0.00187805,0.53231418,1.45117927,0.31549115,2.41260000,1.00571279,0.01251227,1.05663041
-5.41770885,3.15666956,0.00180377,0.53182583,1.48115853,0.32902266,2.41132175,1.01005970,0.01270557,1.08800018
-5.41170585,3.20861623,0.00174332,0.53274190,1.51535966,0.34466756,2.41504638,1.01708311,0.01296679,1.12442852
-5.40570285,3.27144402,0.00169709,0.53503778,1.55388050,0.36247990,2.42354583,1.02682473,0.01329324,1.16603802
-5.39969985,3.34503085,0.00166522,0.53863800,1.59669920,0.38248255,2.43637480,1.03924283,0.01368098,1.21285668
-5.39369685,3.42898462,0.00164766,0.54341972,1.64367147,0.40466533,2.45289220,1.05421535,0.01412478,1.26481452
-5.38769385,3.52265533,0.00164418,0.54921791,1.69453167,0.42898347,2.47229007,1.07154574,0.01461818,1.32174200
-5.38169085,3.62515404,0.00165443,0.55583220,1.74889727,0.45535650,2.49362834,1.09097136,0.01515356,1.38337026
-5.37568784,3.73537757,0.00167797,0.56303485,1.80627647,0.48366748,2.51587366,1.11217373,0.01572224,1.44933285
-5.36968484,3.85203741,0.00171430,0.57057956,1.86607846,0.51376252,2.53794020,1.13479034,0.01631466,1.51916878
-5.36368184,3.97369154,0.00176294,0.57821070,1.92762603,0.54545071,2.55873069,1.15842723,0.01692054,1.59232685
-5.35767884,4.09877790,0.00182341,0.58567254,1.99016980,0.57850452,2.57717558,1.18267201,0.01752911,1.66817104
-5.35167584,4.22564823,0.00189526,0.59271811,2.05290394,0.61266055,2.59226906,1.20710649,0.01812933,1.74598707
-5.34567284,4.35260158,0.00197813,0.59911729,2.11498265,0.64762104,2.60310030,1.23131886,0.01871011,1.82499024
-5.33966983,4.47791654,0.00207168,0.60466397,2.17553731,0.68305602,2.60887909,1.25491458,0.01926055,1.90433445
-5.33366683,4.59988189,0.00217568,0.60918187,2.23369370,0.71860630,2.60895531,1.27752605,0.01977018,1.98312278
-5.32766383,4.71682539,0.00228990,0.61252900,2.28858933,0.75388747,2.60283185,1.29882056,0.02022920,2.06041965
-5.32166083,4.82714065,0.00241417,0.61460062,2.33939039,0.78849489,2.59017125,1.31850666,0.02062862,2.13526464
-5.31565783,4.92931202,0.00254830,0.61533076,2.38530816,0.82200981,2.57079642,1.33633865,0.02096050,2.20668809
-5.30965483,5.02193771,0.00269207,0.61469220,2.42561477,0.85400655,2.54468603,1.35211943,0.02121807,2.27372824
-5.30365183,5.10375110,0.00284520,0.61269521,2.45965791,0.88406066,2.51196556,1.36570168,0.02139585,2.33544988
-5.29764882,5.17364031,0.00300729,0.60938505,2.48687434,0.91175793,2.47289469,1.37698758,0.02148977,2.39096399
-5.29164582,5.23066572,0.00317779,0.60483849,2.50680180,0.93670400,2.42785225,1.38592715,0.02149723,2.43944797
-5.28564282,5.27407544,0.00335597,0.59915952,2.51908914,0.95853426,2.37731926,1.39251538,0.02141708,2.48016567
-5.27963982,5.30331803,0.00354090,0.59247450,2.52350420,0.97692365,2.32186126,1.39678846,0.02124967,2.51248670
-5.27363682,5.31805217,0.00373137,0.58492686,2.51993918,0.99159605,2.26211013,1.39881904,0.02099678,2.53590394
-5.26763382,5.31815264,0.00392594,0.57667164,2.50841319,1.00233274,2.19874638,1.39871090,0.02066154,2.55004873
-5.26163082,5.30371201,0.00412288,0.56787004,2.48907179,1.00897957,2.13248188,1.39659309,0.02024838,2.55470263
-5.25562781,5.27503767,0.00432020,0.55868405,2.46218340,1.01145249,2.06404361,1.39261369,0.01976285,2.54980542
-5.24962481,5.23264375,0.00451566,0.54927145,2.42813246,1.00974105,1.99415827,1.38693347,0.01921151,2.53545853
-5.24362181,5.17723799,0.00470677,0.53978114,2.38740962,1.00390976,1.92353816,1.37971952,0.01860173,2.51192385
-5.23761881,5.10970350,0.00489089,0.53034911,2.34059920,0.99409711,1.85286810,1.37113909,0.01794155,2.47961757
-5.23161581,5.03107608,0.00506521,0.52109491,2.28836425,0.98051227,1.78279360,1.36135390,0.01723947,2.43909948
-5.22561281,4.94251764,0.00522685,0.51211897,2.23142983,0.96342957,1.71391034,1.35051510,0.01650424,2.39105791
-5.21960980,4.84528681,0.00537293,0.50350054,2.17056519,0.94318105,1.64675494,1.33875902,0.01574470,2.33629103
-5.21360680,4.74070785,0.00550064,0.49529661,2.10656544,0.92014721,1.58179733,1.32620407,0.01496957,2.27568532
-5.20760380,4.63013918,0.00560732,0.48754147,2.04023348,0.89474666,1.51943476,1.31294879,0.01418731,2.21019202
-5.20160080,4.51494276,0.00569054,0.48024736,1.97236290,0.86742480,1.45998764,1.29907125,0.01340592,2.14080271
-5.19559780,4.39645571,0.00574818,0.47340570,1.90372241,0.83864216,1.40369743,1.28462976,0.01263286,2.06852487
-5.18959480,4.27596502,0.00577851,0.46698926,1.83504228,0.80886290,1.35072662,1.26966500,0.01187488,1.99435839
-5.18359180,4.15468640,0.00578026,0.46095492,1.76700317,0.77854376,1.30116087,1.25420323,0.01113801,1.91927393
-5.17758879,4.03374761,0.00575263,0.45524697,1.70022753,0.74812393,1.25501334,1.23826061,0.01042744,1.84419367
-5.17158579,3.91417658,0.00569538,0.44980086,1.63527350,0.71801613,1.21223094,1.22184805,0.00974753,1.76997504
-5.16558279,3.79689402,0.00560884,0.44454714,1.57263123,0.68859900,1.17270232,1.20497657,0.00910181,1.69739762
-5.15957979,3.68271020,0.00549387,0.43941540,1.51272140,0.66021112,1.13626727,1.18766241,0.00849301,1.62715333
-5.15357679,3.57232509,0.00535190,0.43433805,1.45589531,0.63314645,1.10272702,1.16993176,0.00792307,1.55983985
-5.14757379,3.46633091,0.00518485,0.42925373,1.40243636,0.60765138,1.07185494,1.15182453,0.00739326,1.49595687
-5.14157079,3.36521622,0.00499511,0.42411010,1.35256232,0.58392302,1.04340719,1.13339685,0.00690425,1.43590500
-5.13556778,3.26937051,0.00478546,0.41886596,1.30642789,0.56210888,1.01713265,1.11472204,0.00645617,1.37998676
-5.12956478,3.17908836,0.00455900,0.41349251,1.26412734,0.54230742,0.99278181,1.09588982,0.00604875,1.32840918
-5.12356178,3.09457274,0.00431903,0.40797369,1.22569680,0.52456964,0.97011415,1.07700381,0.00568138,1.28128778
-5.11755878,3.01593677,0.00406901,0.40230567,1.19111616,0.50890117,0.94890370,1.05817728,0.00535324,1.23865131
-5.11155578,2.94320409,0.00381242,0.39649546,1.16031056,0.49526509,0.92894270,1.03952750,0.00506340,1.20044711
-5.10555278,2.87630790,0.00355269,0.39055878,1.13315151,0.48358503,0.91004342,1.02116899,0.00481087,1.16654691
-5.09954977,2.81508930,0.00329312,0.38451739,1.10945795,0.47374869,0.89203810,1.00320608,0.00459471,1.13675289
-5.09354677,2.75929551,0.00303676,0.37839607,1.08899760,0.46561169,0.87477743,0.98572542,0.00441405,1.11080415
-5.08754377,2.70857905,0.00278639,0.37221940,1.07148881,0.45900170,0.85812791,0.96878899,0.00426821,1.08838356
-5.08154077,2.66249862,0.00254448,0.36600877,1.05660344,0.45372292,0.84196850,0.95242798,0.00415668,1.06912512
-5.07553777,2.62052266,0.00231308,0.35977962,1.04397102,0.44956088,0.82618705,0.93663843,0.00407915,1.05262209
-5.06953477,2.58203641,0.00209386,0.35353929,1.03318444,0.44628760,0.81067687,0.92137860,0.00403553,1.03843583
-5.06353177,2.54635285,0.00188809,0.34728559,1.02380736,0.44366709,0.79533405,0.90656872,0.00402596,1.02610547
-5.05752876,2.51272771,0.00169665,0.34100617,1.01538319,0.44146110,0.78005558,0.89209309,0.00405073,1.01515841
-5.05152576,2.48037849,0.00152001,0.33467878,1.00744574,0.43943514,0.76473873,0.87780442,0.00411031,1.00512144
-5.04552276,2.44850693,0.00135831,0.32827239,0.99953095,0.43736444,0.74928152,0.86353049,0.00420522,0.99553231
-5.03951976,2.41632395,0.00121139,0.32174906,0.99118944,0.43503995,0.73358452,0.84908243,0.00433603,0.98595137
-5.03351676,2.38307606,0.00107880,0.31506648,0.98199934,0.43227390,0.71755354,0.83426444,0.00450322,0.97597278
-5.02751376,2.34807182,0.00095988,0.30818094,0.97157864,0.42890490,0.70110316,0.81888419,0.00470713,0.96523503
-5.02151076,2.31070680,0.00085382,0.30105052,0.95959655,0.42480220,0.68416062,0.80276331,0.00494780,0.95343005
-5.01550775,2.27048577,0.00075965,0.29363833,0.94578323,0.41986900,0.66666984,0.78574745,0.00522491,0.94031054
-5.00950475,2.22704058,0.00067636,0.28591549,0.92993730,0.41404454,0.64859504,0.76771509,0.00553762,0.92569512
-5.00350175,2.18014283,0.00060289,0.27786369,0.91193071,0.40730493,0.62992373,0.74858487,0.00588449,0.90947096
-4.99749875,2.12971041,0.00053819,0.26947722,0.89171073,0.39966250,0.61066874,0.72832078,0.00626337,0.89159375
-4.99149575,2.07580759,0.00048125,0.26076423,0.86929889,0.39116376,0.59086915,0.70693512,0.00667129,0.87208488
-4.98549275,2.01863873,0.00043111,0.25174728,0.84478695,0.38188608,0.57058992,0.68448918,0.00710442,0.85102611
-4.97948974,1.95853598,0.00038689,0.24246312,0.81833021,0.37193309,0.54992038,0.66109153,0.00755801,0.82855189
-4.97348674,1.89594186,0.00034780,0.23296179,0.79013845,0.36142920,0.52897160,0.63689428,0.00802643,0.80483979
-4.96748374,1.83138783,0.00031315,0.22330507,0.76046514,0.35051329,0.50787293,0.61208763,0.00850315,0.78009962
-4.96148074,1.76547029,0.00028235,0.21356459,0.72959551,0.33933217,0.48676798,0.58689311,0.00898087,0.75456183
-4.95547774,1.69882551,0.00025490,0.20381964,0.69783414,0.32803383,0.46581028,0.56155605,0.00945160,0.72846571
-4.94947474,1.63210494,0.00023040,0.19415486,0.66549273,0.31676108,0.44515920,0.53633769,0.00990686,0.70204833
-4.94347174,1.56595249,0.00020852,0.18465813,0.63287875,0.30564573,0.42497620,0.51150760,0.01033785,0.67553451
-4.93746873,1.50098487,0.00018901,0.17541875,0.60028548,0.29480366,0.40542187,0.48733668,0.01073571,0.64912840
-4.93146573,1.43777610,0.00017168,0.16652594,0.56798380,0.28433100,0.38665400,0.46409111,0.01109176,0.62300721
-4.92546273,1.37684671,0.00015639,0.15806807,0.53621616,0.27430150,0.36882661,0.44202762,0.01139776,0.59731710
-4.91945973,1.31865807,0.00014306,0.15013226,0.50519276,0.26476532,0.35209032,0.42139008,0.01164619,0.57217146
-4.91345673,1.26361167,0.00013160,0.14280472,0.47508999,0.25574907,0.33659369,0.40240740,0.01183052,0.54765148
-4.90745373,1.21205298,0.00012198,0.13617161,0.44605097,0.24725716,0.32248558,0.38529283,0.01194542,0.52380884
-4.90145073,1.16427923,0.00011414,0.13032026,0.41818801,0.23927426,0.30991828,0.37024424,0.01198695,0.50067016
-4.89544772,1.12055015,0.00010807,0.12534085,0.39158644,0.23176876,0.29905104,0.35744527,0.01195275,0.47824289
-4.88944472,1.08110073,0.00010372,0.12132814,0.36630977,0.22469685,0.29005378,0.34706703,0.01184208,0.45652212
-4.88344172,1.04615466,0.00010105,0.11838322,0.34240529,0.21800715,0.28311052,0.33926995,0.01165589,0.43549789
-4.87743872,1.01593756,0.00010001,0.11661506,0.31991020,0.21164550,0.27842232,0.33420565,0.01139682,0.41516248
-4.87143572,0.99068886,0.00010052,0.11614165,0.29885737,0.20555972,0.27620926,0.33201825,0.01106903,0.39551730
-4.86543272,0.97067144,0.00010251,0.11709056,0.27928086,0.19970407,0.27671123,0.33284530,0.01067817,0.37657906
-4.85942971,0.95617832,0.00010585,0.11959880,0.26122054,0.19404318,0.28018736,0.33681774,0.01023108,0.35838474
-4.85342671,0.94753600,0.00011045,0.12381182,0.24472587,0.18855544,0.28691379,0.34405916,0.00973564,0.34099540
-4.84742371,0.94510405,0.00011614,0.12988161,0.22985859,0.18323542,0.29717986,0.35468406,0.00920047,0.32449853
-4.84142071,0.94927103,0.00012279,0.13796385,0.21669438,0.17809563,0.31128255,0.36879535,0.00863467,0.30900895
-4.83541771,0.96044680,0.00013022,0.14821409,0.20532328,0.17316722,0.32951934,0.38648106,0.00804753,0.29466835
-4.82941471,0.97905159,0.00013825,0.16078310,0.19584923,0.16849991,0.35217963,0.40781045,0.00744824,0.28164350
-4.82341171,1.00550230,0.00014669,0.17581142,0.18838853,0.16416106,0.37953486,0.43282972,0.00684569,0.27012320
-4.81740870,1.04019660,0.00015534,0.19342331,0.18306754,0.16023389,0.41182766,0.46155745,0.00624820,0.26031435
-4.81140570,1.08349547,0.00016402,0.21372026,0.18001964,0.15681515,0.44926039,0.49398001,0.00566333,0.25243698
-4.80540270,1.13570474,0.00017254,0.23677436,0.17938153,0.15401218,0.49198336,0.53004715,0.00509776,0.24671882
-4.79939970,1.19705650,0.00018069,0.26262165,0.18128908,0.15193946,0.54008315,0.56966788,0.00455717,0.24338910
-4.79339670,1.26769080,0.00018833,0.29125594,0.18587276,0.15071493,0.59357149,0.61270688,0.00404618,0.24267219
-4.78739370,1.34763836,0.00019527,0.32262310,0.19325270,0.15045604,0.65237510,0.65898150,0.00356834,0.24478083
-4.78139070,1.43680478,0.00020140,0.35661636,0.20353353,0.15127567,0.71632687,0.70825953,0.00312614,0.24990931
-4.77538769,1.53495683,0.00020659,0.39307270,0.21679904,0.15327804,0.78515882,0.76025778,0.00272107,0.25822660
-4.76938469,1.64171106,0.00021074,0.43177063,0.23310667,0.15655475,0.85849717,0.81464155,0.00235370,0.26986951
-4.76338169,1.75652538,0.00021380,0.47242956,0.25248212,0.16118090,0.93585994,0.87102511,0.00202378,0.28493604
-4.75737869,1.87869367,0.00021573,0.51471082,0.27491394,0.16721152,1.01665715,0.92897314,0.00173035,0.30347908
-4.75137569,2.00734392,0.00021650,0.55822056,0.30034843,0.17467827,1.10019399,0.98800323,0.00147190,0.32550046
-4.74537269,2.14143999,0.00021613,0.60251437,0.32868505,0.18358661,1.18567699,1.04758945,0.00124642,0.35094568
-4.73936968,2.27978735,0.00021466,0.64710374,0.35977231,0.19391337,1.27222330,1.10716698,0.00105160,0.37969944
-4.73336668,2.42104274,0.00021214,0.69146406,0.39340471,0.20560498,1.35887285,1.16613793,0.00088488,0.41158214
-4.72736368,2.56372808,0.00020865,0.73504422,0.42932066,0.21857630,1.44460343,1.22387808,0.00074359,0.44634772
-4.72136068,2.70624846,0.00020428,0.77727730,0.46720185,0.23271028,1.52834834,1.27974489,0.00062503,0.48368298
-4.71535768,2.84691418,0.00019911,0.81759231,0.50667422,0.24785833,1.60901618,1.33308628,0.00052652,0.52320864
-4.70935468,2.98396679,0.00019327,0.85542642,0.54731067,0.26384169,1.68551254,1.38325057,0.00044551,0.56448232
-4.70335168,3.11560871,0.00018685,0.89023747,0.58863584,0.28045373,1.75676283,1.42959703,0.00037956,0.60700366
-4.69734867,3.24003597,0.00017996,0.92151638,0.63013285,0.29746320,1.82173585,1.47150721,0.00032644,0.65022164
-4.69134567,3.35547363,0.00017270,0.94879894,0.67125209,0.31461845,1.87946734,1.50839666,0.00028408,0.69354405
-4.68534267,3.46021306,0.00016518,0.97167677,0.71142200,0.33165259,1.92908288,1.53972682,0.00025066,0.73634906
-4.67933967,3.55265020,0.00015749,0.98980703,0.75006151,0.34828948,1.96981940,1.56501694,0.00022453,0.77799878
-4.67333667,3.63132386,0.00014969,1.00292057,0.78659394,0.36425036,2.00104465,1.58385551,0.00020427,0.81785423
-4.66733367,3.69495278,0.00014187,1.01082833,0.82046186,0.37926106,2.02227397,1.59591105,0.00018866,0.85529158
-4.66133067,3.74247052,0.00013409,1.01342571,0.85114249,0.39305943,2.03318371,1.60094177,0.00017665,0.88971896
-4.65532766,3.77305669,0.00012639,1.01069484,0.87816286,0.40540284,2.03362090,1.59880390,0.00016737,0.92059325
-4.64932466,3.78616347,0.00011881,1.00270473,0.90111445,0.41607539,2.02360866,1.58945824,0.00016011,0.94743625
-4.64332166,3.78153630,0.00011141,0.98960912,0.91966627,0.42489457,2.00334708,1.57297468,0.00015429,0.96984945
