energy_ev,total_up,C_s_up,C_p_up,Cd_p_up,Cd_d_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up
-5.75987994,1.47087109,0.08318371,0.07605599,0.61619924,0.13598601,0.49499978,0.27819759,0.68926192,0.00000000
-5.75387694,1.48575182,0.08785785,0.07472015,0.61502875,0.14069075,0.50376991,0.27839162,0.68858551,0.00000000
-5.74787394,1.49302079,0.09227529,0.07296110,0.61070287,0.14486159,0.51013222,0.27704182,0.68406160,0.00000000
-5.74187094,1.49256464,0.09637433,0.07080042,0.60322946,0.14843450,0.51395055,0.27419042,0.67576829,0.00000000
-5.73586793,1.48441287,0.10009636,0.06826909,0.59268532,0.15135460,0.51513591,0.26990739,0.66385764,0.00000000
-5.72986493,1.46873256,0.10338736,0.06540617,0.57921140,0.15357738,0.51364795,0.26428739,0.64854885,0.00000000
-5.72386193,1.44581928,0.10619922,0.06225734,0.56300617,0.15506953,0.50949498,0.25744603,0.63011962,0.00000000
-5.71785893,1.41608472,0.10849092,0.05887317,0.54431739,0.15580958,0.50273276,0.24951569,0.60889598,0.00000000
-5.71185593,1.38004159,0.11022954,0.05530734,0.52343292,0.15578812,0.49346200,0.24064098,0.58524124,0.00000000
-5.70585293,1.33828661,0.11139101,0.05161489,0.50067074,0.15500780,0.48182480,0.23097414,0.55954433,0.00000000
-5.69984992,1.29148215,0.11196066,0.04785052,0.47636876,0.15348300,0.46800003,0.22067056,0.53220830,0.00000000
-5.69384692,1.24033739,0.11193340,0.04406704,0.45087482,0.15123919,0.45219798,0.20988462,0.50363914,0.00000000
-5.68784392,1.18558953,0.11131373,0.04031397,0.42453719,0.14831210,0.43465439,0.19876583,0.47423551,0.00000000
-5.68184092,1.12798586,0.11011545,0.03663645,0.39769580,0.14474656,0.41562410,0.18745572,0.44437959,0.00000000
-5.67583792,1.06826705,0.10836109,0.03307435,0.37067468,0.14059529,0.39537454,0.17608514,0.41442940,0.00000000
-5.66983492,1.00715221,0.10608121,0.02966168,0.34377550,0.13591751,0.37417925,0.16477243,0.38471258,0.00000000
-5.66383192,0.94532609,0.10331346,0.02642621,0.31727248,0.13077746,0.35231170,0.15362213,0.35552190,0.00000000
-5.65782891,0.88342848,0.10010155,0.02338945,0.29140872,0.12524296,0.33003950,0.14272439,0.32711230,0.00000000
-5.65182591,0.82204609,0.09649406,0.02056671,0.26639382,0.11938390,0.30761923,0.13215502,0.29969957,0.00000000
-5.64582291,0.76170689,0.09254331,0.01796752,0.24240278,0.11327092,0.28529202,0.12197600,0.27346039,0.00000000
-5.63981991,0.70287676,0.08830412,0.01559602,0.21957613,0.10697404,0.26327989,0.11223653,0.24853366,0.00000000
-5.63381691,0.64595838,0.08383261,0.01345165,0.19802095,0.10056161,0.24178308,0.10297433,0.22502288,0.00000000
-5.62781391,0.59129210,0.07918517,0.01152979,0.17781287,0.09409923,0.22097816,0.09421734,0.20299937,0.00000000
-5.62181091,0.53915863,0.07441731,0.00982249,0.15899867,0.08764893,0.20101715,0.08598551,0.18250615,0.00000000
-5.61580790,0.48978316,0.06958283,0.00831922,0.14159935,0.08126855,0.18202744,0.07829271,0.16356219,0.00000000
-5.60980490,0.44334072,0.06473292,0.00700759,0.12561362,0.07501121,0.16411253,0.07114876,0.14616697,0.00000000
-5.60380190,0.39996253,0.05991551,0.00587399,0.11102148,0.06892501,0.14735341,0.06456140,0.13030513,0.00000000
-5.59779890,0.35974296,0.05517472,0.00490425,0.09778786,0.06305284,0.13181066,0.05853826,0.11595101,0.00000000
-5.59179590,0.32274698,0.05055040,0.00408418,0.08586619,0.05743239,0.11752687,0.05308875,0.10307306,0.00000000
-5.58579290,0.28901786,0.04607780,0.00340000,0.07520177,0.05209623,0.10452955,0.04822595,0.09163808,0.00000000
-5.57978989,0.25858489,0.04178745,0.00283877,0.06573494,0.04707204,0.09283419,0.04396838,0.08161504,0.00000000
-5.57378689,0.23147096,0.03770502,0.00238872,0.05740387,0.04238292,0.08244745,0.04034175,0.07297866,0.00000000
-5.56778389,0.20769992,0.03385140,0.00203943,0.05014711,0.03804778,0.07337033,0.03738063,0.06571258,0.00000000
-5.56178089,0.18730347,0.03024277,0.00178203,0.04390567,0.03408176,0.06560117,0.03513007,0.05981208,0.00000000
-5.55577789,0.17032743,0.02689088,0.00160934,0.03862489,0.03049675,0.05913849,0.03364709,0.05528652,0.00000000
-5.54977489,0.15683745,0.02380327,0.00151585,0.03425577,0.02730184,0.05398343,0.03300208,0.05216115,0.00000000
-5.54377189,0.14692367,0.02098360,0.00149779,0.03075610,0.02450383,0.05014178,0.03328007,0.05047854,0.00000000
-5.53776888,0.14070446,0.01843209,0.00155306,0.02809117,0.02210772,0.04762553,0.03458170,0.05029946,0.00000000
-5.53176588,0.13832893,0.01614587,0.00168113,0.02623411,0.02011708,0.04645384,0.03702390,0.05170314,0.00000000
-5.52576288,0.13997804,0.01411941,0.00188295,0.02516606,0.01853444,0.04665342,0.04074017,0.05478691,0.00000000
-5.51975988,0.14586417,0.01234498,0.00216080,0.02487590,0.01736157,0.04825827,0.04588036,0.05966514,0.00000000
-5.51375688,0.15622897,0.01081303,0.00251811,0.02535977,0.01659966,0.05130870,0.05260978,0.06646740,0.00000000
-5.50775388,0.17133939,0.00951260,0.00295929,0.02662036,0.01624936,0.05584985,0.06110761,0.07533584,0.00000000
-5.50175088,0.19148182,0.00843167,0.00348945,0.02866596,0.01631079,0.06192945,0.07156442,0.08642177,0.00000000
-5.49574787,0.21695425,0.00755748,0.00411427,0.03150936,0.01678335,0.06959520,0.08417884,0.09988141,0.00000000
-5.48974487,0.24805662,0.00687681,0.00483969,0.03516657,0.01766548,0.07889156,0.09915322,0.11587089,0.00000000
-5.48374187,0.28507956,0.00637619,0.00567169,0.03965554,0.01895426,0.08985642,0.11668828,0.13454065,0.00000000
-5.47773887,0.32829161,0.00604211,0.00661610,0.04499481,0.02064504,0.10251750,0.13697692,0.15602922,0.00000000
-5.47173587,0.37792550,0.00586111,0.00767834,0.05120223,0.02273091,0.11688889,0.16019710,0.18045681,0.00000000
-5.46573287,0.43416393,0.00581993,0.00886329,0.05829386,0.02520224,0.13296785,0.18650407,0.20791869,0.00000000
-5.45972986,0.49712534,0.00590553,0.01017511,0.06628301,0.02804621,0.15073206,0.21602216,0.23847884,0.00000000
-5.45372686,0.56685049,0.00610516,0.01161713,0.07517954,0.03124641,0.17013772,0.24883638,0.27216409,0.00000000
-5.44772386,0.64329049,0.00640643,0.01319187,0.08498960,0.03478254,0.19111842,0.28498416,0.30895906,0.00000000
-5.44172086,0.72629691,0.00679728,0.01490097,0.09571560,0.03863030,0.21358518,0.32444766,0.34880221,0.00000000
-5.43571786,0.81561483,0.00726611,0.01674533,0.10735664,0.04276142,0.23742778,0.36714707,0.39158334,0.00000000
-5.42971486,0.91087928,0.00780179,0.01872520,0.11990931,0.04714389,0.26251727,0.41293514,0.43714277,0.00000000
-5.42371186,1.01161560,0.00839381,0.02084033,0.13336877,0.05174243,0.28870975,0.46159363,0.48527220,0.00000000
-5.41770885,1.11724406,0.00903236,0.02309025,0.14773013,0.05651917,0.31585142,0.51283174,0.53571762,0.00000000
-5.41170585,1.22708863,0.00970851,0.02547440,0.16298991,0.06143452,0.34378450,0.56628701,0.58818399,0.00000000
-5.40570285,1.34039006,0.01041437,0.02799242,0.17914757,0.06644820,0.37235384,0.62152879,0.64234167,0.00000000
-5.39969985,1.45632258,0.01114331,0.03064427,0.19620675,0.07152044,0.40141392,0.67806431,0.69783430,0.00000000
-5.39369685,1.57401363,0.01189012,0.03343038,0.21417630,0.07661318,0.43083570,0.73534749,0.75428781,0.00000000
-5.38769385,1.69256596,0.01265122,0.03635166,0.23307062,0.08169133,0.46051291,0.79279005,0.81132007,0.00000000
-5.38169085,1.81108069,0.01342485,0.03940946,0.25290945,0.08672392,0.49036727,0.84977479,0.86855072,0.00000000
-5.37568784,1.92868047,0.01421116,0.04260530,0.27371670,0.09168509,0.52035227,0.90567050,0.92561053,0.00000000
-5.36968484,2.04453134,0.01501233,0.04594061,0.29551846,0.09655493,0.55045492,0.95984797,0.98214988,0.00000000
-5.36368184,2.15786215,0.01583258,0.04941615,0.31833997,0.10131995,0.58069539,1.01169638,1.03784568,0.00000000
-5.35767884,2.26798041,0.01667810,0.05303149,0.34220171,0.10597326,0.61112412,1.06063952,1.09240653,0.00000000
-5.35167584,2.37428377,0.01755690,0.05678424,0.36711469,0.11051445,0.64181651,1.10615094,1.14557553,0.00000000
-5.34567284,2.47626630,0.01847860,0.06066927,0.39307510,0.11494899,0.67286514,1.14776756,1.19713082,0.00000000
-5.33966983,2.57351951,0.01945410,0.06467791,0.42005861,0.11928738,0.70437002,1.18510091,1.24688372,0.00000000
-5.33366683,2.66572793,0.02049521,0.06879716,0.44801468,0.12354394,0.73642702,1.21784569,1.29467462,0.00000000
-5.32766383,2.75265969,0.02161413,0.07300898,0.47686119,0.12773534,0.76911531,1.24578524,1.34036697,0.00000000
-5.32166083,2.83415286,0.02282299,0.07728973,0.50647981,0.13187900,0.80248441,1.26879356,1.38383993,0.00000000
-5.31565783,2.91009859,0.02413329,0.08160984,0.53671248,0.13599132,0.83654151,1.28683419,1.42498008,0.00000000
-5.30965483,2.98042215,0.02555529,0.08593371,0.56735943,0.14008600,0.87124016,1.29995571,1.46367302,0.00000000
-5.30365183,3.04506346,0.02709751,0.09021986,0.59817891,0.14417244,0.90647075,1.30828453,1.49979548,0.00000000
-5.29764882,3.10395833,0.02876617,0.09442153,0.62888895,0.14825432,0.94205379,1.31201513,1.53320856,0.00000000
-5.29164582,3.15702200,0.03056476,0.09848741,0.65917115,0.15232852,0.97773641,1.31139860,1.56375280,0.00000000
-5.28564282,3.20413590,0.03249362,0.10236286,0.68867661,0.15638433,1.01319250,1.30672985,1.59124543,0.00000000
-5.27963982,3.24513889,0.03454963,0.10599128,0.71703369,0.16040315,1.04802682,1.29833436,1.61548016,0.00000000
-5.27363682,3.27982344,0.03672605,0.10931576,0.74385743,0.16435849,1.08178293,1.28655507,1.63622965,0.00000000
-5.26763382,3.30793702,0.03901242,0.11228081,0.76876022,0.16821651,1.11395472,1.27174002,1.65325059,0.00000000
-5.26163082,3.32918871,0.04139456,0.11483423,0.79136325,0.17193686,1.14400127,1.25423128,1.66629111,0.00000000
-5.25562781,3.34326059,0.04385475,0.11692888,0.81130815,0.17547391,1.17136403,1.23435559,1.67510012,0.00000000
-5.24962481,3.34982300,0.04637197,0.11852437,0.82826831,0.17877822,1.19548594,1.21241710,1.67943804,0.00000000
-5.24362181,3.34855281,0.04892224,0.11958851,0.84195929,0.18179822,1.21583114,1.18869215,1.67908823,0.00000000
-5.23761881,3.33915336,0.05147906,0.12009851,0.85214788,0.18448201,1.23190470,1.16342641,1.67386848,0.00000000
-5.23161581,3.32137496,0.05401395,0.12004176,0.85865923,0.18677912,1.24327112,1.13683403,1.66364180,0.00000000
-5.22561281,3.29503448,0.05649699,0.11941630,0.86138189,0.18864226,1.24957078,1.10909881,1.64832592,0.00000000
-5.21960980,3.26003302,0.05889748,0.11823080,0.86027049,0.19002889,1.25053375,1.08037686,1.62790092,0.00000000
-5.21360680,3.21637058,0.06118458,0.11650422,0.85534595,0.19090263,1.24598997,1.05080063,1.60241467,0.00000000
-5.20760380,3.16415697,0.06332798,0.11426502,0.84669345,0.19123441,1.23587584,1.02048381,1.57198565,0.00000000
-5.20160080,3.10361846,0.06529859,0.11155007,0.83445815,0.19100327,1.22023654,0.98952668,1.53680321,0.00000000
-5.19559780,3.03509998,0.06706922,0.10840329,0.81883922,0.19019701,1.19922455,0.95802160,1.49712531,0.00000000
-5.18959480,2.95906289,0.06861522,0.10487414,0.80008235,0.18881249,1.17309421,0.92605827,1.45327378,0.00000000
-5.18359180,2.87607858,0.06991509,0.10101592,0.77847130,0.18685564,1.14219295,0.89372841,1.40562768,0.00000000
-5.17758879,2.78681843,0.07095107,0.09688415,0.75431900,0.18434127,1.10694967,0.86112970,1.35461494,0.00000000
-5.17158579,2.69204080,0.07170961,0.09253495,0.72795850,0.18129270,1.06786088,0.82836871,1.30070281,0.00000000
-5.16558279,2.59257566,0.07218180,0.08802357,0.69973431,0.17774117,1.02547540,0.79556284,1.24438772,0.00000000
-5.15957979,2.48930775,0.07236371,0.08340310,0.66999441,0.17372514,0.98037829,0.76284109,1.18618478,0.00000000
-5.15357679,2.38315890,0.07225662,0.07872342,0.63908320,0.16928951,0.93317475,0.73034374,1.12661753,0.00000000
-5.14757379,2.27507022,0.07186710,0.07403039,0.60733558,0.16448470,0.88447456,0.69822106,1.06620814,0.00000000
-5.14157079,2.16598475,0.07120702,0.06936530,0.57507213,0.15936573,0.83487774,0.66663104,1.00546853,0.00000000
-5.13556778,2.05683102,0.07029334,0.06476456,0.54259555,0.15399126,0.78496172,0.63573642,0.94489229,0.00000000
-5.12956478,1.94850793,0.06914787,0.06025960,0.51018816,0.14842254,0.73527038,0.60570118,0.88494792,0.00000000
-5.12356178,1.84187105,0.06779678,0.05587701,0.47811027,0.14272245,0.68630517,0.57668653,0.82607298,0.00000000
-5.11755878,1.73772066,0.06627004,0.05163879,0.44659943,0.13695438,0.63851832,0.54884685,0.76866955,0.00000000
-5.11155578,1.63679148,0.06460074,0.04756268,0.41587013,0.13118129,0.59230813,0.52232561,0.71310058,0.00000000
-5.10555278,1.53974410,0.06282426,0.04366261,0.38611400,0.12546457,0.54801615,0.49725145,0.65968728,0.00000000
-5.09954977,1.44715807,0.06097741,0.03994917,0.35750009,0.11986308,0.50592612,0.47373468,0.60870733,0.00000000
-5.09354677,1.35952664,0.05909746,0.03643002,0.33017529,0.11443212,0.46626442,0.45186426,0.56039384,0.00000000
-5.08754377,1.27725292,0.05722119,0.03311032,0.30426470,0.10922248,0.42920168,0.43170537,0.51493491,0.00000000
-5.08154077,1.20064758,0.05538389,0.02999310,0.27987187,0.10427951,0.39485541,0.41329772,0.47247380,0.00000000
-5.07553777,1.12992780,0.05361841,0.02707956,0.25707892,0.09964234,0.36329334,0.39665448,0.43310952,0.00000000
-5.06953477,1.06521763,0.05195430,0.02436929,0.23594660,0.09534311,0.33453720,0.38176203,0.39689791,0.00000000
-5.06353177,1.00654952,0.05041701,0.02186047,0.21651424,0.09140640,0.30856685,0.36858031,0.36385317,0.00000000
-5.05752876,0.95386711,0.04902720,0.01955002,0.19879976,0.08784878,0.28532452,0.35704384,0.33394968,0.00000000
-5.05152576,0.90702919,0.04780022,0.01743365,0.18279977,0.08467853,0.26471914,0.34706338,0.30712436,0.00000000
-5.04552276,0.86581480,0.04674571,0.01550597,0.16848990,0.08189547,0.24663059,0.33852796,0.28327930,0.00000000
-5.03951976,0.82992946,0.04586743,0.01376055,0.15582531,0.07949115,0.23091391,0.33130744,0.26228487,0.00000000
-5.03351676,0.79901252,0.04516321,0.01218994,0.14474168,0.07744904,0.21740338,0.32525533,0.24398315,0.00000000
-5.02751376,0.77264545,0.04462513,0.01078582,0.13515646,0.07574508,0.20591654,0.32021190,0.22819180,0.00000000
-5.02151076,0.75036128,0.04423982,0.00953899,0.12697062,0.07434833,0.19625819,0.31600750,0.21470813,0.00000000
-5.01550775,0.73165472,0.04398903,0.00843960,0.12007076,0.07322188,0.18822418,0.31246596,0.20331365,0.00000000
-5.00950475,0.71599323,0.04385023,0.00747717,0.11433168,0.07232389,0.18160535,0.30940819,0.19377865,0.00000000
-5.00350175,0.70282865,0.04379747,0.00664085,0.10961920,0.07160878,0.17619127,0.30665571,0.18586712,0.00000000
-4.99749875,0.69160931,0.04380226,0.00591955,0.10579333,0.07102860,0.17177406,0.30403431,0.17934164,0.00000000
-4.99149575,0.68179240,0.04383461,0.00530213,0.10271158,0.07053437,0.16815203,0.30137763,0.17396829,0.00000000
-4.98549275,0.67285628,0.04386404,0.00477761,0.10023235,0.07007763,0.16513331,0.29853068,0.16952149,0.00000000
-4.97948974,0.66431262,0.04386069,0.00433540,0.09821839,0.06961186,0.16253920,0.29535323,0.16578857,0.00000000
-4.97348674,0.65571778,0.04379635,0.00396541,0.09653999,0.06909388,0.16020744,0.29172305,0.16257400,0.00000000
-4.96748374,0.64668338,0.04364546,0.00365832,0.09507805,0.06848526,0.15799499,0.28753881,0.15970328,0.00000000
-4.96148074,0.63688551,0.04338600,0.00340571,0.09372681,0.06775344,0.15578054,0.28272266,0.15702616,0.00000000
-4.95547774,0.62607236,0.04300026,0.00320015,0.09239607,0.06687276,0.15346643,0.27722233,0.15441935,0.00000000
-4.94947474,0.61406992,0.04247548,0.00303537,0.09101305,0.06582526,0.15098010,0.27101266,0.15178838,0.00000000
-4.94347174,0.60078555,0.04180424,0.00290634,0.08952360,0.06460117,0.14827479,0.26409651,0.14906882,0.00000000
-4.93746873,0.58620908,0.04098474,0.00280926,0.08789287,0.06319917,0.14532966,0.25650492,0.14622658,0.00000000
-4.93146573,0.57041154,0.04002083,0.00274163,0.08610544,0.06162635,0.14214906,0.24829652,0.14325740,0.00000000
-4.92546273,0.55354139,0.03892179,0.00270225,0.08416476,0.05989782,0.13876125,0.23955609,0.14018548,0.00000000
-4.91945973,0.53581823,0.03770205,0.00269110,0.08209215,0.05803611,0.13521621,0.23039242,0.13706139,0.00000000
-4.91345673,0.51752442,0.03638062,0.00270935,0.07992522,0.05607028,0.13158299,0.22093535,0.13395913,0.00000000
-4.90745373,0.49899464,0.03498042,0.00275921,0.07771591,0.05403481,0.12794639,0.21133216,0.13097263,0.00000000
-4.90145073,0.48060398,0.03352748,0.00284384,0.07552810,0.05196835,0.12440317,0.20174346,0.12821168,0.00000000
-4.89544772,0.46275484,0.03205012,0.00296717,0.07343510,0.04991231,0.12105802,0.19233868,0.12579745,0.00000000
-4.88944472,0.44586323,0.03057804,0.00313376,0.07151679,0.04790945,0.11801920,0.18329126,0.12385779,0.00000000
-4.88344172,0.43034497,0.02914145,0.00334862,0.06985685,0.04600245,0.11539426,0.17477392,0.12252237,0.00000000
-4.87743872,0.41660243,0.02777024,0.00361700,0.06853991,0.04423257,0.11328578,0.16695397,0.12191796,0.00000000
-4.87143572,0.40501214,0.02649329,0.00394423,0.06764893,0.04263846,0.11178749,0.15998908,0.12216391,0.00000000
-4.86543272,0.39591398,0.02533779,0.00433549,0.06726267,0.04125512,0.11098066,0.15402345,0.12336801,0.00000000
-4.85942971,0.38960221,0.02432884,0.00479564,0.06745356,0.04011310,0.11093118,0.14918472,0.12562296,0.00000000
-4.85342671,0.38631873,0.02348910,0.00532900,0.06828585,0.03923804,0.11168716,0.14558172,0.12900339,0.00000000
-4.84742371,0.38624885,0.02283867,0.00593923,0.06981414,0.03865030,0.11327737,0.14330305,0.13356380,0.00000000
-4.84142071,0.38951963,0.02239505,0.00662914,0.07208235,0.03836506,0.11571040,0.14241665,0.13933727,0.00000000
-4.83541771,0.39620086,0.02217333,0.00740061,0.07512318,0.03839254,0.11897467,0.14297036,0.14633510,0.00000000
-4.82941471,0.40630851,0.02218643,0.00825445,0.07895783,0.03873847,0.12303922,0.14499345,0.15454745,0.00000000
-4.82341171,0.41981050,0.02244541,0.00919042,0.08359632,0.03940480,0.12785521,0.14849898,0.16394481,0.00000000
-4.81740870,0.43663436,0.02295988,0.01020712,0.08903798,0.04039042,0.13335822,0.15348700,0.17448036,0.00000000
-4.81140570,0.45667646,0.02373833,0.01130211,0.09527240,0.04169206,0.13947096,0.15994843,0.18609309,0.00000000
-4.80540270,0.47981218,0.02478848,0.01247190,0.10228046,0.04330506,0.14610653,0.16786927,0.19871155,0.00000000
-4.79939970,0.50590658,0.02611746,0.01371209,0.11003560,0.04522420,0.15317190,0.17723528,0.21225801,0.00000000
-4.79339670,0.53482482,0.02773194,0.01501746,0.11850510,0.04744421,0.16057155,0.18803657,0.22665295,0.00000000
-4.78739370,0.56644187,0.02963804,0.01638213,0.12765134,0.04996025,0.16821094,0.20027204,0.24181948,0.00000000
-4.78139070,0.60065085,0.03184107,0.01779969,0.13743291,0.05276803,0.17599987,0.21395345,0.25768767,0.00000000
-4.77538769,0.63736952,0.03434506,0.01926337,0.14780546,0.05586371,0.18385537,0.22910881,0.27419832,0.00000000
-4.76938469,0.67654441,0.03715214,0.02076618,0.15872239,0.05924346,0.19170400,0.24578490,0.29130620,0.00000000
-4.76338169,0.71815241,0.04026176,0.02230099,0.17013500,0.06290279,0.19948359,0.26404875,0.30898230,0.00000000
-4.75737869,0.76219951,0.04366967,0.02386065,0.18199247,0.06683560,0.20714413,0.28398791,0.32721514,0.00000000
-4.75137569,0.80871672,0.04736699,0.02543801,0.19424132,0.07103307,0.21464799,0.30570937,0.34601085,0.00000000
-4.74537269,0.85775329,0.05133911,0.02702593,0.20682466,0.07548237,0.22196925,0.32933712,0.36539211,0.00000000
-4.73936968,0.90936751,0.05556476,0.02861726,0.21968103,0.08016539,0.22909239,0.35500827,0.38539573,0.00000000
-4.73336668,0.96361554,0.06001511,0.03020470,0.23274317,0.08505749,0.23601031,0.38286785,0.40606922,0.00000000
-4.72736368,1.02053879,0.06465317,0.03178078,0.24593670,0.09012640,0.24272186,0.41306230,0.42746618,0.00000000
-4.72136068,1.08015048,0.06943344,0.03333762,0.25917879,0.09533149,0.24922903,0.44573198,0.44964088,0.00000000
-4.71535768,1.14242227,0.07430185,0.03486690,0.27237719,0.10062319,0.25553401,0.48100270,0.47264227,0.00000000
-4.70935468,1.20727136,0.07919622,0.03635962,0.28542948,0.10594307,0.26163624,0.51897672,0.49650750,0.00000000
-4.70335168,1.27454913,0.08404704,0.03780610,0.29822288,0.11122420,0.26752977,0.55972345,0.52125558,0.00000000
-4.69734867,1.34403168,0.08877871,0.03919584,0.31063466,0.11639216,0.27320097,0.60327013,0.54688114,0.00000000
-4.69134567,1.41541307,0.09331121,0.04051757,0.32253322,0.12136649,0.27862686,0.64959302,0.57334893,0.00000000
-4.68534267,1.48830147,0.09756213,0.04175925,0.33377990,0.12606260,0.28377412,0.69860924,0.60058913,0.00000000
-4.67933967,1.56221867,0.10144896,0.04290828,0.34423152,0.13039412,0.28859882,0.75016981,0.62849381,0.00000000
-4.67333667,1.63660303,0.10489163,0.04395170,0.35374358,0.13427555,0.29304707,0.80405411,0.65691483,0.00000000
-4.66733367,1.71081583,0.10781513,0.04487645,0.36217409,0.13762505,0.29705634,0.85996617,0.68566319,0.00000000
-4.66133067,1.78415095,0.11015208,0.04566980,0.36938777,0.14036740,0.30055764,0.91753308,0.71451015,0.00000000
-4.65532766,1.85584754,0.11184518,0.04631976,0.37526065,0.14243674,0.30347820,0.97630565,0.74318991,0.00000000
-4.64932466,1.92510530,0.11284938,0.04681557,0.37968465,0.14377923,0.30574483,1.03576168,0.77140409,0.00000000
-4.64332166,1.99110198,0.11313369,0.04714820,0.38257216,0.14435523,0.30728747,1.09531185,0.79882775,0.00000000
