energy_ev,total_up,total_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.77788894,1.95322360,-2.00132006,0.47172917,-0.49519558,0.00000000,-0.00000000,0.00260937,-0.00325131,0.25706279,-0.24753095,1.00817922,-1.00953185,0.38287347,-0.38698575,0.01372793,-0.01489052,0.88770911,-0.92640525
-5.77188594,1.93286583,-1.99070431,0.46348492,-0.48921996,0.00000000,-0.00000000,0.00225470,-0.00283901,0.25762147,-0.24970694,1.00781222,-1.01708387,0.38076019,-0.38612380,0.01304619,-0.01415724,0.87500232,-0.91786780
-5.76588294,1.90824869,-1.97581324,0.45426262,-0.48222064,0.00000000,-0.00000000,0.00194136,-0.00246981,0.25745346,-0.25123410,1.00369957,-1.02110184,0.37817746,-0.38468855,0.01241312,-0.01348001,0.86045482,-0.90743913
-5.75987994,1.87933086,-1.95649132,0.44406282,-0.47418035,0.00000000,-0.00000000,0.00166613,-0.00214113,0.25654628,-0.25207268,0.99575364,-1.02140279,0.37518419,-0.38270865,0.01182094,-0.01285204,0.84403429,-0.89504922
-5.75387694,1.84615302,-1.93264155,0.43290236,-0.46509278,0.00000000,-0.00000000,0.00142570,-0.00185017,0.25490267,-0.25219364,0.98394406,-1.01784688,0.37185556,-0.38022714,0.01126222,-0.01226622,0.82574173,-0.88065093
-5.74787394,1.80884845,-1.90423978,0.42081728,-0.45496590,0.00000000,-0.00000000,0.00121682,-0.00159400,0.25254185,-0.25158096,0.96830452,-1.01034629,0.36828283,-0.37730261,0.01073015,-0.01171550,0.80561725,-0.86422685
-5.74187094,1.76765079,-1.87134782,0.40786510,-0.44382509,0.00000000,-0.00000000,0.00103630,-0.00136966,0.24950008,-0.25023347,0.94893805,-0.99887349,0.36457252,-0.37401001,0.01021876,-0.01119312,0.78374458,-0.84579560
-5.73586793,1.72289797,-1.83412405,0.39412643,-0.43171587,0.00000000,-0.00000000,0.00088112,-0.00117421,0.24583070,-0.24816633,0.92602013,-0.98346817,0.36084471,-0.37044076,0.00972314,-0.01069296,0.76025424,-0.82541743
-5.72986493,1.67503217,-1.79283113,0.37970565,-0.41870611,0.00000000,-0.00000000,0.00074849,-0.00100483,0.24160325,-0.24541182,0.89979938,-0.96424235,0.35723068,-0.36670218,0.00923956,-0.01020969,0.73532479,-0.80319841
-5.72386193,1.62459535,-1.74783977,0.36473064,-0.40488737,0.00000000,-0.00000000,0.00063582,-0.00085886,0.23690208,-0.24201946,0.87059563,-0.94138336,0.35386985,-0.36291614,0.00876554,-0.00973903,0.70918226,-0.77929322
-5.71785893,1.57222042,-1.69962819,0.34935139,-0.39037536,0.00000000,-0.00000000,0.00054083,-0.00073383,0.23182424,-0.23805547,0.83879521,-0.91515409,0.35090618,-0.35921689,0.00829990,-0.00927782,0.68209743,-0.75390589
-5.71185593,1.51861831,-1.64877704,0.33373758,-0.37530934,0.00000000,-0.00000000,0.00046153,-0.00062751,0.22647678,-0.23360141,0.80484353,-0.88589055,0.34848413,-0.35574815,0.00784269,-0.00882414,0.65438119,-0.72728862
-5.70585293,1.46456141,-1.59595958,0.31807515,-0.35985042,0.00000000,-0.00000000,0.00039624,-0.00053793,0.22097379,-0.22875224,0.76923517,-0.85399641,0.34674458,-0.35265951,0.00739519,-0.00837732,0.62637792,-0.69973829
-5.69984992,1.41086420,-1.54192751,0.30256194,-0.34417872,0.00000000,-0.00000000,0.00034358,-0.00046341,0.21543307,-0.22361370,0.73250178,-0.81993475,0.34582074,-0.35010232,0.00695981,-0.00793794,0.59845723,-0.67159106
-5.69384692,1.35836181,-1.48749303,0.28740254,-0.32848948,0.00000000,-0.00000000,0.00030255,-0.00040259,0.20997284,-0.21829926,0.69519829,-0.78421726,0.34583452,-0.34822534,0.00653997,-0.00750781,0.57100450,-0.64321481
-5.68784392,1.30788770,-1.43350774,0.27280265,-0.31298830,0.00000000,-0.00000000,0.00027245,-0.00035440,0.20470852,-0.21292682,0.65788797,-0.74739110,0.34689348,-0.34717032,0.00613999,-0.00708987,0.54441034,-0.61500012
-5.68184092,1.26025146,-1.38083949,0.25896301,-0.29788553,0.00000000,-0.00000000,0.00025297,-0.00031813,0.19974989,-0.20761524,0.62112689,-0.71002422,0.34908861,-0.34706787,0.00576502,-0.00668812,0.51905977,-0.58734974
-5.67583792,1.21621784,-1.33034838,0.24607338,-0.28339022,0.00000000,-0.00000000,0.00024413,-0.00029341,0.19519866,-0.20248097,0.58544860,-0.67268940,0.35249326,-0.34803381,0.00542090,-0.00630752,0.49532134,-0.56066745
-5.66983492,1.17648800,-1.28286289,0.23430657,-0.26970379,0.00000000,-0.00000000,0.00024638,-0.00028027,0.19114668,-0.19763498,0.55134947,-0.63594805,0.35716310,-0.35016638,0.00511407,-0.00595391,0.47353685,-0.53534647
-5.66383192,1.14168378,-1.23915754,0.22381302,-0.25701367,0.00000000,-0.00000000,0.00026052,-0.00027910,0.18767481,-0.19318006,0.51927546,-0.60033423,0.36313736,-0.35354450,0.00485154,-0.00563389,0.45401203,-0.51175814
-5.65782891,1.11233574,-1.19993316,0.21471605,-0.24548735,0.00000000,-0.00000000,0.00028782,-0.00029071,0.18485247,-0.18920888,0.48961073,-0.56633962,0.37044117,-0.35822712,0.00464084,-0.00535477,0.43700868,-0.49024137
-5.65182591,1.08887531,-1.16580061,0.20710792,-0.23526690,0.00000000,-0.00000000,0.00032995,-0.00031635,0.18273795,-0.18580253,0.46266859,-0.53440025,0.37908895,-0.36425401,0.00448998,-0.00512450,0.42273847,-0.47109338
-5.64582291,1.07163127,-1.13726880,0.20104711,-0.22646440,0.00000000,-0.00000000,0.00038905,-0.00035770,0.18137923,-0.18302997,0.43868516,-0.50488527,0.38908845,-0.37164771,0.00440748,-0.00495164,0.41135879,-0.45456204
-5.63981991,1.06083036,-1.11473751,0.19655664,-0.21915846,0.00000000,-0.00000000,0.00046773,-0.00041695,0.18081536,-0.18094816,0.41781572,-0.47808847,0.40044540,-0.38041676,0.00440234,-0.00484529,0.40297059,-0.44084034
-5.63381691,1.05660182,-1.09849501,0.19362379,-0.21339187,0.00000000,-0.00000000,0.00056907,-0.00049673,0.18107819,-0.17960289,0.40013415,-0.45422268,0.41316810,-0.39055981,0.00448413,-0.00481514,0.39761850,-0.43006303
-5.62781391,1.05898515,-1.08872059,0.19220102,-0.20917070,0.00000000,-0.00000000,0.00069662,-0.00060020,0.18219419,-0.17903015,0.38563502,-0.43341730,0.42727184,-0.40207052,0.00466291,-0.00487141,0.39529289,-0.42230559
-5.62181091,1.06794044,-1.08549137,0.19220817,-0.20646469,0.00000000,-0.00000000,0.00085438,-0.00073096,0.18418630,-0.17925800,0.37423844,-0.41571894,0.44278248,-0.41494276,0.00494932,-0.00502484,0.39593380,-0.41758560
-5.61580790,1.08336031,-1.08879282,0.19353586,-0.20520908,0.00000000,-0.00000000,0.00104678,-0.00089310,0.18707550,-0.18030863,0.36579722,-0.40109503,0.45973905,-0.42917571,0.00535448,-0.00528668,0.39943655,-0.41586617
-5.60980490,1.10508267,-1.09853208,0.19604984,-0.20530771,0.00000000,-0.00000000,0.00127858,-0.00109113,0.19088199,-0.18220046,0.36010599,-0.38944018,0.47819488,-0.44477846,0.00588993,-0.00566864,0.40565848,-0.41706138
-5.60380190,1.13290315,-1.11455296,0.19959621,-0.20663724,0.00000000,-0.00000000,0.00155486,-0.00132992,0.19562584,-0.18495009,0.35691183,-0.38058485,0.49821708,-0.46177369,0.00656748,-0.00618275,0.41442667,-0.42104319
-5.59779890,1.16658654,-1.13665161,0.20400723,-0.20905234,0.00000000,-0.00000000,0.00188082,-0.00161463,0.20132698,-0.18857384,0.35592595,-0.37430586,0.51988424,-0.48019994,0.00739903,-0.00684124,0.42554594,-0.42764947
-5.59179590,1.20587636,-1.16459156,0.20910751,-0.21239161,0.00000000,-0.00000000,0.00226173,-0.00195055,0.20800450,-0.19308886,0.35683584,-0.37033830,0.54328228,-0.50011231,0.00839628,-0.00765631,0.43880697,-0.43669264
-5.58579290,1.25050196,-1.19811718,0.21472023,-0.21648392,0.00000000,-0.00000000,0.00270271,-0.00234301,0.21567525,-0.19851342,0.35931747,-0.36838812,0.56849868,-0.52158117,0.00957035,-0.00863986,0.45399383,-0.44796850
-5.57978989,1.30018280,-1.23696464,0.22067326,-0.22115487,0.00000000,-0.00000000,0.00320856,-0.00279720,0.22435185,-0.20486661,0.36304693,-0.36814498,0.59561513,-0.54468902,0.01093136,-0.00980309,0.47089078,-0.46126453
-5.57378689,1.35462973,-1.28086952,0.22680473,-0.22623318,0.00000000,-0.00000000,0.00378352,-0.00331792,0.23404018,-0.21216716,0.36771117,-0.36929461,0.62469919,-0.56952524,0.01248790,-0.01115609,0.48928785,-0.47636747
-5.56778389,1.41354330,-1.32957078,0.23296799,-0.23155657,0.00000000,-0.00000000,0.00443105,-0.00390942,0.24473657,-0.22043161,0.37301747,-0.37153036,0.65579520,-0.59617920,0.01424646,-0.01270731,0.50898498,-0.49306958
-5.56178089,1.47660938,-1.38281072,0.23903567,-0.23697695,0.00000000,-0.00000000,0.00515357,-0.00457511,0.25642481,-0.22967190,0.37870117,-0.37456339,0.68891517,-0.62473184,0.01621082,-0.01446297,0.52979462,-0.51117334
-5.55577789,1.54349257,-1.44033120,0.24490258,-0.24236477,0.00000000,-0.00000000,0.00595221,-0.00531730,0.26907334,-0.23989237,0.38453165,-0.37813119,0.72403003,-0.65524623,0.01838139,-0.01642649,0.55154265,-0.53049443
-5.54977489,1.61382814,-1.50186644,0.25048756,-0.24761214,0.00000000,-0.00000000,0.00682654,-0.00613698,0.28263264,-0.25108667,0.39031631,-0.38200405,0.76106198,-0.68775770,0.02075460,-0.01859780,0.57406765,-0.55086282
-5.54377189,1.68721312,-1.56713307,0.25573406,-0.25263486,0.00000000,-0.00000000,0.00777439,-0.00703351,0.29703326,-0.26323450,0.39590248,-0.38598957,0.79987832,-0.72226395,0.02332230,-0.02097279,0.59721882,-0.57212208
-5.53776888,1.76319753,-1.63581831,0.26060942,-0.25737307,0.00000000,-0.00000000,0.00879160,-0.00800444,0.31218449,-0.27629869,0.40117745,-0.38993490,0.84028738,-0.75871607,0.02607129,-0.02354270,0.62085255,-0.59412701
-5.53176588,1.84127650,-1.70756741,0.26510316,-0.26179076,0.00000000,-0.00000000,0.00987188,-0.00904531,0.32797393,-0.29022260,0.40606665,-0.39372697,0.88203671,-0.79701077,0.02898290,-0.02629363,0.64482817,-0.61673995
-5.52576288,1.92088422,-1.78197132,0.26922416,-0.26587400,0.00000000,-0.00000000,0.01100677,-0.01014946,0.34426796,-0.30492832,0.41053017,-0.39729076,0.92481400,-0.83698465,0.03203280,-0.02920620,0.66900317,-0.63982602
-5.51975988,2.00139034,-1.85855586,0.27299701,-0.26962820,0.00000000,-0.00000000,0.01218556,-0.01130798,0.36091323,-0.32031563,0.41455805,-0.40058583,0.96825054,-0.87841077,0.03519094,-0.03225535,0.69322834,-0.66324785
-5.51375688,2.08209949,-1.93677340,0.27645788,-0.27307456,0.00000000,-0.00000000,0.01339540,-0.01250973,0.37773904,-0.33626195,0.41816448,-0.40360159,1.01192733,-0.92099799,0.03842175,-0.03541033,0.71734317,-0.68686015
-5.50775388,2.16225424,-2.01599798,0.27964992,-0.27624582,0.00000000,-0.00000000,0.01462140,-0.01374133,0.39456059,-0.35262335,0.42138143,-0.40635145,1.05538355,-0.96439323,0.04168455,-0.03863487,0.74117217,-0.71050474
-5.50175088,2.24104178,-2.09552458,0.28261871,-0.27918184,0.00000000,-0.00000000,0.01584694,-0.01498744,0.41118292,-0.36923657,0.42425191,-0.40886631,1.09812698,-1.00818658,0.04493418,-0.04188769,0.76452215,-0.73400643
-5.49574787,2.31760426,-2.17457300,0.28540790,-0.28192498,0.00000000,-0.00000000,0.01705396,-0.01623089,0.42740534,-0.38592201,0.42682340,-0.41118781,1.13964596,-1.05191925,0.04812192,-0.04512311,0.78718113,-0.75717017
-5.48974487,2.39105260,-2.25229657,0.28805526,-0.28451580,0.00000000,-0.00000000,0.01822334,-0.01745315,0.44302620,-0.40248754,0.42914161,-0.41336176,1.17942235,-1.09509393,0.05119659,-0.04829200,0.80891876,-0.77977979
-5.48374187,2.46048329,-2.32779541,0.29058959,-0.28698923,0.00000000,-0.00000000,0.01933546,-0.01863467,0.45784763,-0.41873296,0.43124499,-0.41543186,1.21694483,-1.13718715,0.05410584,-0.05134293,0.82948870,-0.80159865
-5.47773887,2.52499773,-2.40013407,0.29302833,-0.28937144,0.00000000,-0.00000000,0.02037070,-0.01975542,0.47168026,-0.43445495,0.43316021,-0.41743430,1.25172206,-1.17766301,0.05679755,-0.05422344,0.84863267,-0.82237219
-5.47173587,2.58372327,-2.46836260,0.29537635,-0.29167762,0.00000000,-0.00000000,0.02130998,-0.02079544,0.48434747,-0.44945208,0.43489873,-0.41939327,1.28329509,-1.21598777,0.05922142,-0.05688150,0.86608632,-0.84183243
-5.46573287,2.63583528,-2.53154039,0.29762572,-0.29391071,0.00000000,-0.00000000,0.02213542,-0.02173542,0.49568920,-0.46352991,0.43645475,-0.42131763,1.31124863,-1.25164450,0.06133047,-0.05926706,0.88158652,-0.85970431
-5.45972986,2.68057934,-2.58876172,0.29975665,-0.29606133,0.00000000,-0.00000000,0.02283087,-0.02255731,0.50556510,-0.47650569,0.43780438,-0.42319886,1.33522068,-1.28414724,0.06308256,-0.06133358,0.89487994,-0.87571353
-5.45372686,2.71729283,-2.63918174,0.30173944,-0.29810866,0.00000000,-0.00000000,0.02338247,-0.02324492,0.51385698,-0.48821264,0.43890623,-0.42501026,1.35491055,-1.31305406,0.06444183,-0.06303952,0.90573238,-0.88959566
-5.44772386,2.74542516,-2.68204207,0.30353733,-0.30002241,0.00000000,-0.00000000,0.02377910,-0.02378442,0.52047055,-0.49850356,0.43970323,-0.42670750,1.37008478,-1.33797854,0.06537986,-0.06434979,0.91393852,-0.90110594
-5.44172086,2.76455585,-2.71669466,0.30511018,-0.30176564,0.00000000,-0.00000000,0.02401284,-0.02416485,0.52533650,-0.50725373,0.44012561,-0.42823025,1.38058130,-1.35859927,0.06587675,-0.06523689,0.91933164,-0.91002943
-5.43571786,2.77441005,-2.74262319,0.30641859,-0.30329837,0.00000000,-0.00000000,0.02407921,-0.02437851,0.52841089,-0.51436291,0.44009484,-0.42950502,1.38631175,-1.37466725,0.06592180,-0.06568189,0.92179277,-0.91619097
-5.42971486,2.77487087,-2.75946112,0.30742842,-0.30458159,0.00000000,-0.00000000,0.02397738,-0.02442126,0.52967509,-0.51975672,0.43952830,-0.43044875,1.38726213,-1.38601090,0.06551392,-0.06567517,0.92125881,-0.91946446
-5.42371186,2.76598832,-2.76700582,0.30811529,-0.30558172,0.00000000,-0.00000000,0.02371024,-0.02429264,0.52913529,-0.52338711,0.43834455,-0.43097323,1.38349208,-1.39253894,0.06466171,-0.06521673,0.91772939,-0.91978094
-5.41770885,2.74798446,-2.76522835,0.30846885,-0.30627487,0.00000000,-0.00000000,0.02328432,-0.02399597,0.52682173,-0.52523227,0.43646878,-0.43098992,1.37513300,-1.39424115,0.06338320,-0.06431625,0.91127184,-0.91713520
-5.41170585,2.72125478,-2.75427872,0.30849660,-0.30665110,0.00000000,-0.00000000,0.02270959,-0.02353825,0.52278770,-0.52529603,0.43383827,-0.43041504,1.36238524,-1.39118717,0.06170528,-0.06299276,0.90202426,-0.91159051
-5.40570285,2.68636556,-2.73448654,0.30822695,-0.30671803,0.00000000,-0.00000000,0.02199922,-0.02292991,0.51710843,-0.52360676,0.43040760,-0.42917469,1.34551457,-1.38352386,0.05966279,-0.06127406,0.89019626,-0.90328124
-5.39969985,2.64404746,-2.70635727,0.30771137,-0.30650380,0.00000000,-0.00000000,0.02116912,-0.02218457,0.50988004,-0.52021611,0.42615333,-0.42720978,1.32484806,-1.37147123,0.05729740,-0.05919576,0.87606752,-0.89241323
-5.39369685,2.59518517,-2.67056414,0.30702545,-0.30605917,0.00000000,-0.00000000,0.02023750,-0.02131855,0.50121826,-0.51519748,0.42107790,-0.42448046,1.30076947,-1.35531738,0.05465629,-0.05680013,0.85998389,-0.87926180
-5.38769385,2.54080349,-2.62793620,0.30626874,-0.30545848,0.00000000,-0.00000000,0.01922436,-0.02035042,0.49125726,-0.50864449,0.41521262,-0.42097005,1.27371415,-1.33541269,0.05179065,-0.05413475,0.84235126,-0.86416760
-5.38169085,2.48204980,-2.57944283,0.30556338,-0.30479954,0.00000000,-0.00000000,0.01815089,-0.01930046,0.48014838,-0.50066938,0.40861955,-0.41668805,1.24416342,-1.31216337,0.04875420,-0.05125101,0.82362735,-0.84753012
-5.37568784,2.42017343,-2.52617507,0.30505143,-0.30420222,0.00000000,-0.00000000,0.01703893,-0.01819007,0.46805860,-0.49140143,0.40139219,-0.41167226,1.21263837,-1.28602460,0.04560159,-0.04820262,0.80431152,-0.82979929
-5.36968484,2.35650202,-2.46932418,0.30489102,-0.30380592,0.00000000,-0.00000000,0.01591039,-0.01704120,0.45516902,-0.48098538,0.39365487,-0.40598993,1.17969298,-1.25749317,0.04238695,-0.04504398,0.78493299,-0.81146534
-5.36368184,2.29241540,-2.41015794,0.30525151,-0.30376579,0.00000000,-0.00000000,0.01478674,-0.01587580,0.44167289,-0.46957979,0.38556093,-0.39973763,1.14590640,-1.22709982,0.03916251,-0.04182881,0.76603775,-0.79304706
-5.35767884,2.22931746,-2.34999502,0.30630762,-0.30424801,0.00000000,-0.00000000,0.01368852,-0.01471529,0.42777342,-0.45735537,0.37728967,-0.39304017,1.11187451,-1.19540116,0.03597741,-0.03860874,0.74817457,-0.77507902
-5.35167584,2.16860650,-2.29017794,0.30823301,-0.30542408,0.00000000,-0.00000000,0.01263494,-0.01358010,0.41368132,-0.44449314,0.36904219,-0.38604820,1.07820056,-1.16297109,0.03287666,-0.03543213,0.73188044,-0.75809788
-5.34567284,2.11164480,-2.23204502,0.31119338,-0.30746455,0.00000000,-0.00000000,0.01164352,-0.01248929,0.39961186,-0.43118244,0.36103628,-0.37893496,1.04548511,-1.13039184,0.02990037,-0.03234314,0.71766590,-0.74262829
