energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-3.17258629,0.49226744,0.00000894,0.03003638,0.04648367,0.09642697,0.00003380,0.26585878,0.08960938,0.20838917
-3.16658329,0.51184960,0.00001168,0.03035294,0.04716857,0.10058961,0.00004421,0.26896959,0.09152820,0.22298486
-3.16058029,0.52968700,0.00001514,0.03052377,0.04767994,0.10436907,0.00005741,0.27083011,0.09310729,0.23711825
-3.15457729,0.54557828,0.00001950,0.03054756,0.04802610,0.10770488,0.00007404,0.27143254,0.09434589,0.25062391
-3.14857429,0.55936174,0.00002492,0.03042496,0.04822005,0.11054233,0.00009480,0.27078764,0.09525152,0.26335639
-3.14257129,0.57092433,0.00003163,0.03015856,0.04827956,0.11283439,0.00012054,0.26892476,0.09584055,0.27519809
-3.13656828,0.58020974,0.00003986,0.02975289,0.04822715,0.11454353,0.00015218,0.26589178,0.09613863,0.28606656
-3.13056528,0.58722539,0.00004987,0.02921432,0.04808999,0.11564330,0.00019077,0.26175463,0.09618094,0.29592099
-3.12456228,0.59204757,0.00006197,0.02855100,0.04789971,0.11611970,0.00023747,0.25659658,0.09601220,0.30476732
-3.11855928,0.59482448,0.00007645,0.02777273,0.04769200,0.11597208,0.00029352,0.25051726,0.09568636,0.31266185
-3.11255628,0.59577683,0.00009364,0.02689081,0.04750615,0.11521370,0.00036025,0.24363120,0.09526608,0.31971277
-3.10655328,0.59519544,0.00011390,0.02591790,0.04738433,0.11387174,0.00043905,0.23606614,0.09482173,0.32607951
-3.10055028,0.59343606,0.00013755,0.02486777,0.04737080,0.11198681,0.00053133,0.22796089,0.09443007,0.33196979
-3.09454727,0.59091097,0.00016495,0.02375509,0.04751086,0.10961199,0.00063849,0.21946277,0.09417259,0.33763420
-3.08854427,0.58807773,0.00019641,0.02259518,0.04784966,0.10681133,0.00076188,0.21072481,0.09413342,0.34335842
-3.08254127,0.58542518,0.00023222,0.02140371,0.04843089,0.10365795,0.00090274,0.20190249,0.09439691,0.34945335
-3.07653827,0.58345716,0.00027262,0.02019639,0.04929529,0.10023177,0.00106214,0.19315033,0.09504492,0.35624326
-3.07053527,0.58267438,0.00031779,0.01898867,0.05047912,0.09661691,0.00124094,0.18461825,0.09615393,0.36405249
-3.06453227,0.58355523,0.00036784,0.01779542,0.05201258,0.09289896,0.00143968,0.17644785,0.09779201,0.37319120
-3.05852926,0.58653614,0.00042277,0.01663061,0.05391824,0.08916222,0.00165855,0.16876884,0.10001574,0.38394061
-3.05252626,0.59199242,0.00048249,0.01550705,0.05620958,0.08548693,0.00189733,0.16169553,0.10286735,0.39653848
-3.04652326,0.60022032,0.00054676,0.01443610,0.05888972,0.08194671,0.00215530,0.15532371,0.10637197,0.41116547
-3.04052026,0.61142126,0.00061524,0.01342746,0.06195033,0.07860628,0.00243123,0.14972802,0.11053544,0.42793290
-3.03451726,0.62568890,0.00068743,0.01248902,0.06537088,0.07551953,0.00272332,0.14495988,0.11534246,0.44687270
-3.02851426,0.64299984,0.00076269,0.01162670,0.06911828,0.07272809,0.00302918,0.14104606,0.12075556,0.46792992
-3.02251126,0.66320841,0.00084025,0.01084443,0.07314695,0.07026035,0.00334586,0.13798812,0.12671464,0.49095846
-3.01650825,0.68604611,0.00091919,0.01014416,0.07739928,0.06813103,0.00366984,0.13576263,0.13313747,0.51572020
-3.01050525,0.71112584,0.00099848,0.00952590,0.08180668,0.06634133,0.00399711,0.13432228,0.13992098,0.54188778
-3.00450225,0.73795084,0.00107701,0.00898790,0.08629100,0.06487953,0.00432319,0.13359783,0.14694337,0.56905112
-2.99849925,0.76592840,0.00115357,0.00852679,0.09076652,0.06372211,0.00464327,0.13350084,0.15406716,0.59672756
-2.99249625,0.79438770,0.00122691,0.00813789,0.09514218,0.06283535,0.00495227,0.13392715,0.16114288,0.62437531
-2.98649325,0.82260130,0.00129576,0.00781542,0.09932433,0.06217720,0.00524503,0.13476097,0.16801347,0.65140974
-2.98049025,0.84980948,0.00135889,0.00755288,0.10321955,0.06169943,0.00551639,0.13587938,0.17451913,0.67722201
-2.97448724,0.87524645,0.00141512,0.00734335,0.10673766,0.06134999,0.00576139,0.13715722,0.18050250,0.70119931
-2.96848424,0.89816743,0.00146336,0.00717986,0.10979479,0.06107538,0.00597537,0.13847206,0.18581391,0.72274580
-2.96248124,0.91787558,0.00150266,0.00705570,0.11231620,0.06082305,0.00615417,0.13970904,0.19031657,0.74130352
-2.95647824,0.93374745,0.00153222,0.00696480,0.11423902,0.06054360,0.00629422,0.14076559,0.19389142,0.75637241
-2.95047524,0.94525616,0.00155144,0.00690196,0.11551445,0.06019284,0.00639267,0.14155561,0.19644141,0.76752840
-2.94447224,0.95199107,0.00155993,0.00686317,0.11610970,0.05973350,0.00644752,0.14201312,0.19789511,0.77443903
-2.93846923,0.95367336,0.00155750,0.00684578,0.11600918,0.05913666,0.00645762,0.14209512,0.19820939,0.77687582
-2.93246623,0.95016666,0.00154422,0.00684871,0.11521524,0.05838272,0.00642278,0.14178363,0.19737121,0.77472278
-2.92646323,0.94148246,0.00152037,0.00687249,0.11374823,0.05746203,0.00634374,0.14108674,0.19539818,0.76798091
-2.92046023,0.92777991,0.00148644,0.00691932,0.11164586,0.05637500,0.00622213,0.14003871,0.19233811,0.75676828
-2.91445723,0.90936034,0.00144313,0.00699302,0.10896202,0.05513190,0.00606047,0.13869903,0.18826752,0.74131595
-2.90845423,0.88665640,0.00139132,0.00709893,0.10576503,0.05375221,0.00586201,0.13715046,0.18328898,0.72195971
-2.90245123,0.86021665,0.00133201,0.00724369,0.10213533,0.05226357,0.00563068,0.13549619,0.17752770,0.69912824
-2.89644822,0.83068602,0.00126635,0.00743505,0.09816288,0.05070055,0.00537092,0.13385607,0.17112727,0.67332806
-2.89044522,0.79878320,0.00119554,0.00768147,0.09394416,0.04910302,0.00508759,0.13236218,0.16424481,0.64512613
-2.88444222,0.76527565,0.00112083,0.00799182,0.08957912,0.04751449,0.00478575,0.13115375,0.15704579,0.61513057
-2.87843922,0.73095347,0.00104347,0.00837495,0.08516797,0.04598019,0.00447058,0.13037171,0.14969859,0.58397066
-2.87243622,0.69660298,0.00096469,0.00883921,0.08080810,0.04454524,0.00414718,0.13015292,0.14236912,0.55227659
-2.86643322,0.66298109,0.00088566,0.00939201,0.07659115,0.04325279,0.00382048,0.13062444,0.13521567,0.52065998
-2.86043022,0.63079135,0.00080744,0.01003934,0.07260040,0.04214220,0.00349509,0.13189790,0.12838411,0.48969571
-2.85442721,0.60066249,0.00073102,0.01078532,0.06890844,0.04124751,0.00317523,0.13406427,0.12200368,0.45990587
-2.84842421,0.57313017,0.00065722,0.01163176,0.06557531,0.04059599,0.00286463,0.13718911,0.11618347,0.43174608
-2.84242121,0.54862247,0.00058677,0.01257780,0.06264710,0.04020699,0.00256648,0.14130865,0.11100963,0.40559482
-2.83641821,0.52744950,0.00052023,0.01361962,0.06015507,0.04009114,0.00228341,0.14642667,0.10654351,0.38174587
-2.83041521,0.50979731,0.00045804,0.01475021,0.05811522,0.04024979,0.00201747,0.15251258,0.10282065,0.36040393
-2.82441221,0.49572628,0.00040047,0.01595929,0.05652844,0.04067478,0.00177013,0.15950049,0.09985060,0.34168355
-2.81840920,0.48517372,0.00034771,0.01723329,0.05538103,0.04134864,0.00154233,0.16728964,0.09761771,0.32561106
-2.81240620,0.47796059,0.00029981,0.01855554,0.05464578,0.04224504,0.00133453,0.17574608,0.09608263,0.31212938
-2.80640320,0.47380191,0.00025671,0.01990649,0.05428338,0.04332956,0.00114670,0.18470556,0.09518459,0.30110537
-2.80040020,0.47232037,0.00021828,0.02126413,0.05424415,0.04456083,0.00097848,0.19397769,0.09484424,0.29233919
-2.79439720,0.47306257,0.00018431,0.02260451,0.05447008,0.04589178,0.00082913,0.20335114,0.09496709,0.28557544
-2.78839420,0.47551726,0.00015455,0.02390238,0.05489701,0.04727125,0.00069771,0.21259979,0.09544720,0.28051540
-2.78239120,0.47913496,0.00012870,0.02513185,0.05545700,0.04864562,0.00058303,0.22148957,0.09617127,0.27683004
-2.77638819,0.48334805,0.00010643,0.02626720,0.05608067,0.04996060,0.00048382,0.22978576,0.09702264,0.27417314
-2.77038519,0.48759082,0.00008740,0.02728368,0.05669950,0.05116300,0.00039871,0.23726053,0.09788539,0.27219429
-2.76438219,0.49131861,0.00007127,0.02815827,0.05724809,0.05220249,0.00032628,0.24370033,0.09864817,0.27055110
-2.75837919,0.49402549,0.00005772,0.02887046,0.05766609,0.05303321,0.00026516,0.24891286,0.09920778,0.26892034
-2.75237619,0.49525988,0.00004642,0.02940295,0.05790004,0.05361520,0.00021399,0.25273338,0.09947221,0.26700777
-2.74637319,0.49463749,0.00003707,0.02974218,0.05790477,0.05391566,0.00017149,0.25503004,0.09936329,0.26455618
-2.74037019,0.49185141,0.00002940,0.02987888,0.05764450,0.05390988,0.00013648,0.25570803,0.09881865,0.26135162
-2.73436718,0.48667892,0.00002316,0.02980827,0.05709362,0.05358185,0.00010786,0.25471237,0.09779304,0.25722772
-2.72836418,0.47898491,0.00001811,0.02953030,0.05623698,0.05292461,0.00008466,0.25202927,0.09625902,0.25206790
-2.72236118,0.46872204,0.00001407,0.02904954,0.05506989,0.05194021,0.00006598,0.24768591,0.09420691,0.24580572
-2.71635818,0.45592770,0.00001085,0.02837507,0.05359769,0.05063935,0.00005108,0.24174882,0.09164418,0.23842328
-2.71035518,0.44071804,0.00000831,0.02752007,0.05183505,0.04904075,0.00003928,0.23432090,0.08859420,0.22994807
-2.70435218,0.42327949,0.00000632,0.02650133,0.04980492,0.04717026,0.00003001,0.22553715,0.08509454,0.22044836
-2.69834917,0.40385838,0.00000478,0.02533872,0.04753733,0.04505974,0.00002279,0.21555948,0.08119481,0.21002746
-2.69234617,0.38274893,0.00000358,0.02405441,0.04506798,0.04274580,0.00001722,0.20457077,0.07695429,0.19881715
-2.68634317,0.36028047,0.00000267,0.02267221,0.04243675,0.04026844,0.00001298,0.19276846,0.07243930,0.18697070
-2.68034017,0.33680433,0.00000198,0.02121675,0.03968622,0.03766968,0.00000979,0.18035801,0.06772053,0.17465562
-2.67433717,0.31268103,0.00000145,0.01971278,0.03686017,0.03499220,0.00000744,0.16754642,0.06287054,0.16204668
-2.66833417,0.28826827,0.00000106,0.01818446,0.03400231,0.03227809,0.00000577,0.15453620,0.05796120,0.14931923
-2.66233117,0.26391009,0.00000078,0.01665471,0.03115504,0.02956773,0.00000467,0.14151990,0.05306163,0.13664335
-2.65632816,0.23992776,0.00000056,0.01514469,0.02835857,0.02689886,0.00000404,0.12867547,0.04823625,0.12417866
-2.65032516,0.21661238,0.00000041,0.01367338,0.02565013,0.02430586,0.00000385,0.11616248,0.04354334,0.11207030
-2.64432216,0.19421962,0.00000031,0.01225726,0.02306360,0.02181924,0.00000408,0.10411938,0.03903388,0.10044585
-2.63831916,0.17296639,0.00000024,0.01091009,0.02062936,0.01946542,0.00000476,0.09266177,0.03475095,0.08941339
-2.63231616,0.15302960,0.00000019,0.00964288,0.01837437,0.01726665,0.00000594,0.08188166,0.03072938,0.07906063
-2.62631316,0.13454680,0.00000017,0.00846390,0.01632263,0.01524127,0.00000771,0.07184765,0.02699584,0.06945501
-2.62031016,0.11761844,0.00000017,0.00737882,0.01449580,0.01340410,0.00001022,0.06260591,0.02356927,0.06064470
-2.61430715,0.10231170,0.00000019,0.00639089,0.01291410,0.01176697,0.00001366,0.05418190,0.02046158,0.05266039
-2.60830415,0.08866531,0.00000022,0.00550128,0.01159739,0.01033949,0.00001826,0.04658252,0.01767857,0.04551763
-2.60230115,0.07669544,0.00000028,0.00470936,0.01056638,0.00912986,0.00002433,0.03979882,0.01522101,0.03921974
-2.59629815,0.06640200,0.00000037,0.00401306,0.00984397,0.00814577,0.00003227,0.03380875,0.01308587,0.03376094
-2.59029515,0.05777536,0.00000048,0.00340926,0.00945666,0.00739530,0.00004254,0.02858015,0.01126758,0.02912972
-2.58429215,0.05080298,0.00000063,0.00289415,0.00943595,0.00688791,0.00005571,0.02407369,0.00975925,0.02531225
-2.57828914,0.04547594,0.00000082,0.00246359,0.00981970,0.00663525,0.00007247,0.02024558,0.00855397,0.02229564
-2.57228614,0.04179493,0.00000107,0.00211346,0.01065337,0.00665204,0.00009362,0.01705019,0.00764587,0.02007116
-2.56628314,0.03977563,0.00000138,0.00183993,0.01199116,0.00695671,0.00012012,0.01444231,0.00703118,0.01863705
-2.56028014,0.03945335,0.00000178,0.00163975,0.01389679,0.00757197,0.00015304,0.01237910,0.00670914,0.01800106
-2.55427714,0.04088659,0.00000227,0.00151046,0.01644408,0.00852518,0.00019363,0.01082170,0.00668264,0.01818258
-2.54827414,0.04415962,0.00000288,0.00145060,0.01971711,0.00984845,0.00024328,0.00973642,0.00695880,0.01921424
-2.54227114,0.04938380,0.00000364,0.00145976,0.02380990,0.01157858,0.00030355,0.00909567,0.00754929,0.02114302
-2.53626813,0.05669754,0.00000456,0.00153876,0.02882564,0.01375665,0.00037611,0.00887842,0.00847041,0.02403080
-2.53026513,0.06626496,0.00000568,0.00168960,0.03487527,0.01642737,0.00046277,0.00907041,0.00974297,0.02795421
-2.52426213,0.07827300,0.00000702,0.00191548,0.04207552,0.01963810,0.00056547,0.00966398,0.01139196,0.03300389
-2.51825913,0.09292710,0.00000862,0.00222069,0.05054626,0.02343751,0.00068617,0.01065767,0.01344594,0.03928295
-2.51225613,0.11044536,0.00001051,0.00261052,0.06040729,0.02787408,0.00082689,0.01205551,0.01593621,0.04690485
-2.50625313,0.13105130,0.00001274,0.00309106,0.07177446,0.03299415,0.00098959,0.01386606,0.01889575,0.05599037
-2.50025013,0.15496528,0.00001533,0.00366893,0.08475538,0.03883985,0.00117614,0.01610129,0.02235799,0.06666403
-2.49424712,0.18239487,0.00001833,0.00435107,0.09944470,0.04544684,0.00138826,0.01877524,0.02635530,0.07904977
-2.48824412,0.21352428,0.00002177,0.00514435,0.11591916,0.05284197,0.00162740,0.02190258,0.03091749,0.09326604
-2.48224112,0.24850338,0.00002569,0.00605522,0.13423270,0.06104089,0.00189470,0.02549703,0.03607005,0.10942048
-2.47623812,0.28743657,0.00003012,0.00708932,0.15441171,0.07004585,0.00219086,0.02956981,0.04183247,0.12760430
-2.47023512,0.33037212,0.00003508,0.00825104,0.17645087,0.07984379,0.00251609,0.03412799,0.04821656,0.14788657
-2.46423212,0.37729245,0.00004060,0.00954311,0.20030977,0.09040466,0.00287004,0.03917308,0.05522490,0.17030864
-2.45822911,0.42810602,0.00004669,0.01096616,0.22591055,0.10168048,0.00325171,0.04469958,0.06284948,0.19487908
-2.45222611,0.48264130,0.00005338,0.01251834,0.25313702,0.11360487,0.00365942,0.05069388,0.07107069,0.22156926
-2.44622311,0.54064351,0.00006065,0.01419499,0.28183533,0.12609345,0.00409076,0.05713337,0.07985665,0.25031000
-2.44022011,0.60177461,0.00006851,0.01598836,0.31181638,0.13904506,0.00454261,0.06398595,0.08916302,0.28098956
-2.43421711,0.66561677,0.00007696,0.01788742,0.34286019,0.15234381,0.00501116,0.07120985,0.09893332,0.31345318
-2.42821411,0.73167986,0.00008599,0.01987782,0.37472222,0.16586214,0.00549194,0.07875403,0.10909990,0.34750438
-2.42221111,0.79941275,0.00009559,0.02194189,0.40714143,0.17946468,0.00597992,0.08655890,0.11958535,0.38290822
-2.41620810,0.86821844,0.00010576,0.02405887,0.43985000,0.19301287,0.00646960,0.09455765,0.13030461,0.41939645
-2.41020510,0.93747263,0.00011650,0.02620522,0.47258441,0.20637026,0.00695517,0.10267795,0.14116756,0.45667459
-2.40420210,1.00654514,0.00012783,0.02835509,0.50509734,0.21940820,0.00743067,0.11084405,0.15208202,0.49443069
-2.39819910,1.07482340,0.00013979,0.03048092,0.53717000,0.23201184,0.00789013,0.11897932,0.16295708,0.53234549
-2.39219610,1.14173702,0.00015244,0.03255414,0.56862416,0.24408592,0.00832779,0.12700887,0.17370663,0.57010363
-2.38619310,1.20678229,0.00016587,0.03454602,0.59933344,0.25556045,0.00873830,0.13486245,0.18425287,0.60740533
-2.38019010,1.26954543,0.00018024,0.03642848,0.62923300,0.26639559,0.00911686,0.14247720,0.19452963,0.64397803
-2.37418709,1.32972331,0.00019571,0.03817505,0.65832711,0.27658575,0.00945941,0.14980031,0.20448538,0.67958736
-2.36818409,1.38714041,0.00021253,0.03976169,0.68669411,0.28616247,0.00976278,0.15679136,0.21408557,0.71404679
-2.36218109,1.44176091,0.00023099,0.04116769,0.71448810,0.29519605,0.01002481,0.16342419,0.22331440,0.74722540
-2.35617809,1.49369503,0.00025145,0.04237640,0.74193724,0.30379555,0.01024439,0.16968817,0.23217560,0.77905319
-2.35017509,1.54319890,0.00027435,0.04337582,0.76933826,0.31210722,0.01042154,0.17558887,0.24069236,0.80952360
-2.34417209,1.59066762,0.00030017,0.04415907,0.79704741,0.32031134,0.01055735,0.18114787,0.24890618,0.83869279
-2.33816908,1.63662139,0.00032946,0.04472467,0.82546780,0.32861731,0.01065397,0.18640185,0.25687478,0.86667576
-2.33216608,1.68168512,0.00036283,0.04507663,0.85503362,0.33725744,0.01071449,0.19140089,0.26466905,0.89363918
-2.32616308,1.72656210,0.00040094,0.04522427,0.88619168,0.34647929,0.01074280,0.19620602,0.27236914,0.91979124
-2.32016008,1.77200265,0.00044447,0.04518189,0.91938107,0.35653703,0.01074342,0.20088613,0.28005995,0.94536904
-2.31415708,1.81876921,0.00049413,0.04496827,0.95501156,0.36768203,0.01072132,0.20551439,0.28782614,0.97062387
-2.30815408,1.86759910,0.00055060,0.04460595,0.99344171,0.38015301,0.01068171,0.21016426,0.29574684,0.99580536
-2.30215108,1.91916679,0.00061455,0.04412039,1.03495763,0.39416613,0.01062982,0.21490543,0.30389052,1.02114511
-2.29614807,1.97404725,0.00068659,0.04353909,1.07975325,0.40990538,0.01057069,0.21979970,0.31231008,1.04684073
-2.29014507,2.03268218,0.00076724,0.04289058,1.12791300,0.42751365,0.01050897,0.22489714,0.32103851,1.07304124
-2.28414207,2.09535065,0.00085689,0.04220348,1.17939776,0.44708478,0.01044877,0.23023265,0.33008531,1.09983447
-2.27813907,2.16214564,0.00095579,0.04150554,1.23403472,0.46865698,0.01039351,0.23582323,0.33943394,1.12723737
-2.27213607,2.23295759,0.00106402,0.04082280,1.29151169,0.49220777,0.01034582,0.24166592,0.34904038,1.15518975
-2.26613307,2.30746595,0.00118142,0.04017884,1.35137629,0.51765079,0.01030746,0.24773667,0.35883288,1.18355179
-2.26013007,2.38513921,0.00130763,0.03959421,1.41304029,0.54483462,0.01027931,0.25399022,0.36871308,1.21210576
-2.25412706,2.46524360,0.00144203,0.03908597,1.47578891,0.57354362,0.01026139,0.26036094,0.37855827,1.24056174
-2.24812406,2.54686037,0.00158372,0.03866748,1.53879519,0.60350092,0.01025293,0.26676470,0.38822496,1.26856736
-2.24212106,2.62891095,0.00173155,0.03834827,1.60113878,0.63437349,0.01025242,0.27310165,0.39755338,1.29572100
-2.23611806,2.71018920,0.00188411,0.03813414,1.66182891,0.66577921,0.01025777,0.27925987,0.40637293,1.32158803
-2.23011506,2.78939953,0.00203972,0.03802741,1.71983057,0.69729570,0.01026643,0.28511963,0.41450822,1.34571925
-2.22411206,2.86519945,0.00219649,0.03802725,1.77409321,0.72847072,0.01027554,0.29055822,0.42178557,1.36767073
-2.21810905,2.93624482,0.00235236,0.03813017,1.82358110,0.75883386,0.01028209,0.29545503,0.42803960,1.38702416
-2.21210605,3.00123616,0.00250508,0.03833047,1.86730405,0.78790911,0.01028310,0.29969671,0.43311969,1.40340667
-2.20610305,3.05896403,0.00265234,0.03862081,1.90434780,0.81522790,0.01027577,0.30318217,0.43689605,1.41650925
-2.20010005,3.10835179,0.00279179,0.03899276,1.93390265,0.84034234,0.01025757,0.30582718,0.43926509,1.42610277
-2.19409705,3.14849397,0.00292110,0.03943725,1.95528960,0.86283795,0.01022643,0.30756832,0.44015394,1.43205100
-2.18809405,3.17868866,0.00303805,0.03994503,1.96798290,0.88234574,0.01018076,0.30836624,0.43952392,1.43431967
-2.18209105,3.19846273,0.00314055,0.04050700,1.97162815,0.89855302,0.01011960,0.30820784,0.43737269,1.43298139
-2.17608804,3.20758876,0.00322677,0.04111447,1.96605539,0.91121262,0.01004260,0.30710745,0.43373526,1.42821594
-2.17008504,3.20609310,0.00329515,0.04175930,1.95128667,0.92015033,0.00995006,0.30510688,0.42868348,1.42030581
-2.16408204,3.19425475,0.00334446,0.04243397,1.92753771,0.92527006,0.00984294,0.30227424,0.42232438,1.40962727
-2.15807904,3.17259519,0.00337385,0.04313152,1.89521373,0.92655682,0.00972278,0.29870175,0.41479708,1.39663718
-2.15207604,3.14185961,0.00338288,0.04384543,1.85489956,0.92407732,0.00959171,0.29450241,0.40626873,1.38185606
-2.14607304,3.10299061,0.00337154,0.04456944,1.80734443,0.91797822,0.00945234,0.28980585,0.39692943,1.36584823
-2.14007004,3.05709529,0.00334022,0.04529735,1.75344208,0.90848218,0.00930769,0.28475344,0.38698640,1.34919978
-2.13406703,3.00540746,0.00328975,0.04602278,1.69420689,0.89588188,0.00916111,0.27949292,0.37665765,1.33249539
-2.12806403,2.94924654,0.00322136,0.04673898,1.63074703,0.88053229,0.00901616,0.27417274,0.36616550,1.31629501
-2.12206103,2.88997487,0.00313661,0.04743861,1.56423557,0.86284156,0.00887655,0.26893643,0.35572997,1.30111148
-2.11605803,2.82895535,0.00303741,0.04811366,1.49588061,0.84326073,0.00874603,0.26391722,0.34556253,1.28739004
-2.11005503,2.76751099,0.00292589,0.04875537,1.42689545,0.82227282,0.00862828,0.25923310,0.33586038,1.27549073
-2.10405203,2.70688799,0.00280443,0.04935426,1.35846976,0.80038153,0.00852686,0.25498268,0.32680139,1.26567446
-2.09804902,2.64822373,0.00267553,0.04990022,1.29174271,0.77809983,0.00844509,0.25124185,0.31853991,1.25809334
-2.09204602,2.59252046,0.00254176,0.05038271,1.22777863,0.75593897,0.00838603,0.24806149,0.31120358,1.25278572
-2.08604302,2.54062564,0.00240574,0.05079101,1.16754594,0.73439780,0.00835235,0.24546633,0.30489121,1.24967619
-2.08004002,2.49321895,0.00227006,0.05111450,1.11189964,0.71395295,0.00834634,0.24345488,0.29967168,1.24858037
-2.07403702,2.45080620,0.00213721,0.05134306,1.06156763,0.69504965,0.00836983,0.24200052,0.29558385,1.24921436
-2.06803402,2.41371948,0.00200958,0.05146738,1.01714090,0.67809359,0.00842411,0.24105357,0.29263742,1.25120820
-2.06203102,2.38212309,0.00188941,0.05147938,0.97906756,0.66344365,0.00850996,0.24054425,0.29081460,1.25412278
-2.05602801,2.35602423,0.00177879,0.05137253,0.94765043,0.65140560,0.00862757,0.24038644,0.29007239,1.25746927
-2.05002501,2.33528753,0.00167958,0.05114217,0.92304790,0.64222678,0.00877654,0.24048186,0.29034535,1.26073013
-2.04402201,2.31965218,0.00159349,0.05078575,0.90527782,0.63609174,0.00895581,0.24072456,0.29154868,1.26338072
-2.03801901,2.30875066,0.00152202,0.05030302,0.89422385,0.63311897,0.00916373,0.24100560,0.29358147,1.26491041
-2.03201601,2.30212807,0.00146648,0.04969615,0.88964411,0.63335856,0.00939799,0.24121740,0.29632992,1.26484241
-2.02601301,2.29926115,0.00142798,0.04896970,0.89118161,0.63679108,0.00965565,0.24125796,0.29967040,1.26275128
-2.02001001,2.29957642,0.00140747,0.04813066,0.89837625,0.64332767,0.00993316,0.24103441,0.30347241,1.25827758
-2.01400700,2.30246685,0.00140571,0.04718823,0.91067810,0.65281143,0.01022640,0.24046603,0.30760116,1.25113914
-2.00800400,2.30730706,0.00142329,0.04615367,0.92746172,0.66502030,0.01053073,0.23948656,0.31192001,1.24113852
-2.00200100,2.31346681,0.00146060,0.04504011,0.94804141,0.67967150,0.01084104,0.23804571,0.31629254,1.22816686
-1.99599800,2.32032313,0.00151785,0.04386221,0.97168709,0.69642756,0.01115187,0.23610994,0.32058450,1.21220389
-1.98999500,2.32727130,0.00159504,0.04263591,0.99764080,0.71490408,0.01145746,0.23366260,0.32466562,1.19331475
-1.98399200,2.33373498,0.00169193,0.04137816,1.02513357,0.73467904,0.01175193,0.23070341,0.32841125,1.17164387
-1.97798899,2.33917594,0.00180804,0.04010666,1.05340245,0.75530363,0.01202937,0.22724738,0.33170413,1.14740654
-1.97198599,2.34310357,0.00194260,0.03883958,1.08170741,0.77631432,0.01228402,0.22332344,0.33443607,1.12087879
-1.96598299,2.34508436,0.00209454,0.03759537,1.10934787,0.79724591,0.01251038,0.21897268,0.33650979,1.09238630
-1.95997999,2.34475143,0.00226246,0.03639262,1.13567835,0.81764504,0.01270342,0.21424654,0.33784073,1.06229286
-1.95397699,2.34181369,0.00244461,0.03524986,1.16012297,0.83708382,0.01285873,0.20920485,0.33835898,1.03098892
-1.94797399,2.33606457,0.00263889,0.03418551,1.18218813,0.85517287,0.01297263,0.20391399,0.33801109,0.99888079
-1.94197099,2.32738953,0.00284284,0.03321777,1.20147300,0.87157331,0.01304234,0.19844503,0.33676175,0.96638063
-1.93596798,2.31577180,0.00305366,0.03236449,1.21767740,0.88600700,0.01306609,0.19287211,0.33459526,0.93389754
-1.92996498,2.30129570,0.00326823,0.03164318,1.23060644,0.89826465,0.01304320,0.18727089,0.33151654,0.90182976
-1.92396198,2.28414667,0.00348318,0.03107077,1.24017175,0.90821112,0.01297413,0.18171709,0.32755167,0.87055789
-1.91795898,2.26460755,0.00369493,0.03066358,1.24638914,0.91578780,0.01286050,0.17628521,0.32274776,0.84043903
-1.91195598,2.24305061,0.00389977,0.03043701,1.24937232,0.92101163,0.01270507,0.17104723,0.31717211,0.81180167
-1.90595298,2.21992504,0.00409393,0.03040538,1.24932320,0.92397090,0.01251168,0.16607141,0.31091060,0.78494103
-1.89994997,2.19574003,0.00427370,0.03058155,1.24651869,0.92481783,0.01228511,0.16142099,0.30406521,0.76011477
-1.89394697,2.17104384,0.00443556,0.03097658,1.24129473,0.92375829,0.01203098,0.15715293,0.29675090,0.73753885
-1.88794397,2.14639941,0.00457618,0.03159931,1.23402805,0.92103920,0.01175551,0.15331659,0.28909172,0.71738350
-1.88194097,2.12235766,0.00469266,0.03245591,1.22511649,0.91693412,0.01146538,0.14995244,0.28121646,0.69976932
-1.87593797,2.09942963,0.00478249,0.03354943,1.21495880,0.91172780,0.01116744,0.14709074,0.27325392,0.68476362
-1.86993497,2.07805892,0.00484372,0.03487934,1.20393484,0.90570055,0.01086850,0.14475031,0.26532810,0.67237721
-1.86393197,2.05859591,0.00487499,0.03644111,1.19238716,0.89911317,0.01057509,0.14293749,0.25755349,0.66256189
-1.85792896,2.04127531,0.00487555,0.03822590,1.18060480,0.89219336,0.01029323,0.14164531,0.25003067,0.65520897
-1.85192596,2.02619846,0.00484535,0.04022025,1.16881024,0.88512410,0.01002820,0.14085293,0.24284255,0.65014909
-1.84592296,2.01332147,0.00478494,0.04240599,1.15714998,0.87803491,0.00978439,0.14052555,0.23605139,0.64715372
-1.83991996,2.00245030,0.00469554,0.04476019,1.14568938,0.87099614,0.00956511,0.14061470,0.22969669,0.64593849
-1.83391696,1.99324299,0.00457892,0.04725530,1.13441178,0.86401681,0.00937256,0.14105905,0.22379430,0.64616859
-1.82791396,1.98521952,0.00443739,0.04985945,1.12322207,0.85704577,0.00920770,0.14178569,0.21833642,0.64746618
-1.82191096,1.97777862,0.00427368,0.05253689,1.11195428,0.84997634,0.00907030,0.14271200,0.21329294,0.64941981
-1.81590795,1.97022106,0.00409087,0.05524856,1.10038288,0.84265387,0.00895896,0.14374782,0.20861361,0.65159554
-1.80990495,1.96177810,0.00389227,0.05795285,1.08823700,0.83488581,0.00887119,0.14479814,0.20423122,0.65354949
