energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.86193097,2.54554380,1.34625130,0.32880280,0.01062009,0.18587301,0.86868793,0.61668508,0.00434626,1.37824415
-5.85592796,2.42839062,1.26930450,0.31054192,0.00978071,0.18545754,0.83512826,0.59280712,0.00439868,1.30430050
-5.84992496,2.31702992,1.19305033,0.29270311,0.00895557,0.18621487,0.80387424,0.57145525,0.00446641,1.23203638
-5.84392196,2.21271223,1.11848355,0.27549706,0.00815325,0.18810974,0.77547674,0.55275182,0.00455125,1.16233217
-5.83791896,2.11652972,1.04652488,0.25911210,0.00738125,0.19110207,0.75043625,0.53677871,0.00465480,1.09597721
-5.83191596,2.02940882,0.97800782,0.24371216,0.00664598,0.19514950,0.72920170,0.52357929,0.00477844,1.03366037
-5.82591296,1.95210847,0.91366838,0.22943555,0.00595270,0.20021017,0.71217104,0.51316175,0.00492333,0.97596405
-5.81990995,1.88522366,0.85413790,0.21639465,0.00530556,0.20624536,0.69969338,0.50550342,0.00509043,0.92336148
-5.81390695,1.82919327,0.79993886,0.20467624,0.00470765,0.21322217,0.69207219,0.50055589,0.00528047,0.87621704
-5.80790395,1.78431126,0.75148350,0.19434249,0.00416103,0.22111578,0.68956924,0.49825051,0.00549397,0.83478926
-5.80190095,1.75074024,0.70907495,0.18543247,0.00366685,0.22991129,0.69240869,0.49850399,0.00573123,0.79923606
-5.79589795,1.72852609,0.67291063,0.17796398,0.00322546,0.23960501,0.70078098,0.50122371,0.00599232,0.76962174
-5.78989495,1.71761269,0.64308744,0.17193564,0.00283650,0.25020498,0.71484600,0.50631245,0.00627705,0.74592514
-5.78389195,1.71785564,0.61960836,0.16732899,0.00249900,0.26173065,0.73473516,0.51367219,0.00658496,0.72804857
-5.77788894,1.72903411,0.60239002,0.16411064,0.00221153,0.27421178,0.76055204,0.52320688,0.00691525,0.71582686
-5.77188594,1.75086021,0.59127091,0.16223420,0.00197223,0.28768640,0.79237144,0.53482403,0.00726677,0.70903630
-5.76588294,1.78298548,0.58601967,0.16164203,0.00177896,0.30219800,0.83023661,0.54843495,0.00763799,0.70740292
-5.75987994,1.82500426,0.58634347,0.16226667,0.00162937,0.31779194,0.87415490,0.56395386,0.00802689,0.71061007
-5.75387694,1.87645428,0.59189586,0.16403209,0.00152090,0.33451133,0.92409179,0.58129585,0.00843101,0.71830499
-5.74787394,1.93681474,0.60228437,0.16685455,0.00145091,0.35239252,0.97996371,0.60037400,0.00884733,0.73010439
-5.74187094,2.00550254,0.61707737,0.17064331,0.00141664,0.37146043,1.04163013,0.62109586,0.00927235,0.74559918
-5.73586793,2.08186769,0.63581055,0.17530119,0.00141526,0.39172398,1.10888533,0.64335962,0.00970202,0.76435841
-5.72986493,2.16518856,0.65799290,0.18072504,0.00144390,0.41317181,1.18145059,0.66705038,0.01013181,0.78593275
-5.72386193,2.25466839,0.68311233,0.18680623,0.00149959,0.43576869,1.25896735,0.69203677,0.01055676,0.80985766
-5.71785893,2.34943363,0.71064125,0.19343129,0.00157932,0.45945270,1.34099206,0.71816834,0.01097154,0.83565668
-5.71185593,2.44853545,0.74004206,0.20048276,0.00168000,0.48413341,1.42699333,0.74527391,0.01137059,0.86284512
-5.70585293,2.55095481,0.77077289,0.20784037,0.00179846,0.50969130,1.51635188,0.77316119,0.01174823,0.89093432
-5.69984992,2.65561179,0.80229366,0.21538251,0.00193144,0.53597838,1.60836373,0.80161781,0.01209883,0.91943672
-5.69384692,2.76137932,0.83407252,0.22298810,0.00207566,0.56282012,1.70224691,0.83041376,0.01241695,0.94787194
-5.68784392,2.86710133,0.86559277,0.23053888,0.00222773,0.59001867,1.79715179,0.85930522,0.01269755,0.97577371
-5.68184092,2.97161474,0.89636010,0.23792194,0.00238430,0.61735713,1.89217484,0.88803981,0.01293615,1.00269773
-5.67583792,3.07377494,0.92591017,0.24503257,0.00254199,0.64460491,1.98637572,0.91636276,0.01312899,1.02823016
-5.66983492,3.17248342,0.95381618,0.25177723,0.00269752,0.67152387,2.07879706,0.94402404,0.01327321,1.05199654
-5.66383192,3.26671684,0.97969640,0.25807656,0.00284772,0.69787494,2.16848641,0.97078596,0.01336695,1.07367062
-5.65782891,3.35555592,1.00322115,0.26386821,0.00298962,0.72342510,2.25451955,0.99643083,0.01340945,1.09298294
-5.65182591,3.43821300,1.02411911,0.26910942,0.00312048,0.74795425,2.33602436,1.02076852,0.01340114,1.10972838
-5.64582291,3.51405692,1.04218252,0.27377919,0.00323790,0.77126196,2.41220423,1.04364333,0.01334363,1.12377256
-5.63981991,3.58263390,1.05727112,0.27787981,0.00333984,0.79317350,2.48236022,1.06493998,0.01323972,1.13505642
-5.63381691,3.64368339,1.06931443,0.28143770,0.00342470,0.81354524,2.54591098,1.08458838,0.01309332,1.14359874
-5.62781391,3.69714807,1.07831230,0.28450343,0.00349134,0.83226899,2.60240959,1.10256692,0.01290937,1.14949630
-5.62181091,3.74317713,1.08433356,0.28715093,0.00353913,0.84927522,2.65155670,1.11890415,0.01269370,1.15292154
-5.61580790,3.78212277,1.08751276,0.28947573,0.00356792,0.86453501,2.69320924,1.13367870,0.01245287,1.15411765
-5.60980490,3.81452956,1.08804504,0.29159242,0.00357807,0.87806067,2.72738442,1.14701734,0.01219403,1.15339107
-5.60380190,3.84111711,1.08617920,0.29363119,0.00357042,0.88990491,2.75425867,1.15909139,0.01192465,1.15110183
-5.59779890,3.86275631,1.08220932,0.29573380,0.00354622,0.90015869,2.77416146,1.17011126,0.01165238,1.14765178
-5.59179590,3.88044000,1.07646503,0.29804887,0.00350707,0.90894771,2.78756411,1.18031953,0.01138482,1.14347131
-5.58579290,3.89524898,1.06930094,0.30072684,0.00345488,0.91642763,2.79506399,1.18998262,0.01112933,1.13900498
-5.57978989,3.90831437,1.06108545,0.30391469,0.00339176,0.92277812,2.79736438,1.19938124,0.01089282,1.13469662
-5.57378689,3.92077779,1.05218940,0.30775065,0.00331992,0.92819601,2.79525080,1.20880004,0.01068159,1.13097450
-5.56778389,3.93375050,1.04297501,0.31235916,0.00324161,0.93288757,2.78956445,1.21851663,0.01050118,1.12823719
-5.56178089,3.94827311,1.03378538,0.31784615,0.00315901,0.93706033,2.78117372,1.22879042,0.01035623,1.12684057
-5.55577789,3.96527727,1.02493500,0.32429500,0.00307415,0.94091455,2.77094480,1.23985166,0.01025037,1.12708672
-5.54977489,3.98555073,1.01670168,0.33176328,0.00298886,0.94463479,2.75971224,1.25189101,0.01018613,1.12921494
-5.54377189,4.00970733,1.00931999,0.34028036,0.00290470,0.94838186,2.74825089,1.26505023,0.01016490,1.13339537
-5.53776888,4.03816311,1.00297661,0.34984612,0.00282294,0.95228541,2.73725000,1.27941425,0.01018688,1.13972554
-5.53176588,4.07111964,0.99780770,0.36043071,0.00274452,0.95643769,2.72729075,1.29500518,0.01025113,1.14822982
-5.52576288,4.10855569,0.99389842,0.37197551,0.00267008,0.96088871,2.71882804,1.31177858,0.01035552,1.15886202
-5.51975988,4.15022770,0.99128448,0.38439521,0.00259994,0.96564307,2.71217757,1.32962232,0.01049689,1.17151084
-5.51375688,4.19567951,0.98995593,0.39758087,0.00253417,0.97065886,2.70750860,1.34835832,0.01067104,1.18600805
-5.50775388,4.24426129,0.98986271,0.41140405,0.00247264,0.97584867,2.70484308,1.36774721,0.01087296,1.20213903
-5.50175088,4.29515723,0.99092200,0.42572159,0.00241504,0.98108289,2.70406123,1.38749601,0.01109688,1.21965517
-5.49574787,4.34742106,0.99302689,0.44038107,0.00236099,0.98619521,2.70491341,1.40726860,0.01133653,1.23828755
-5.48974487,4.40001818,0.99605605,0.45522652,0.00231007,0.99099027,2.70703788,1.42669871,0.01158528,1.25776131
-5.48374187,4.45187257,0.99988395,0.47010429,0.00226190,0.99525302,2.70998382,1.44540488,0.01183641,1.27780998
-5.47773887,4.50191653,1.00439099,0.48486863,0.00221622,0.99875967,2.71323838,1.46300689,0.01208329,1.29818897
-5.47173587,4.54914065,1.00947325,0.49938685,0.00217288,1.00128942,2.71625664,1.47914276,0.01231966,1.31868759
-5.46573287,4.59264181,1.01505099,0.51354370,0.00213194,1.00263667,2.71849290,1.49348559,0.01253985,1.33913888
-5.45972986,4.63166634,1.02107560,0.52724475,0.00209366,1.00262285,2.71943167,1.50575927,0.01273898,1.35942666
-5.45372686,4.66564606,1.02753446,0.54041860,0.00205851,1.00110733,2.71861668,1.51575213,0.01291319,1.37948923
-5.44772386,4.69422484,1.03445319,0.55301775,0.00202717,0.99799675,2.71567633,1.52332787,0.01305981,1.39931959
-5.44172086,4.71727411,1.04189517,0.56501808,0.00200048,0.99325216,2.71034398,1.52843279,0.01317748,1.41896176
-5.43571786,4.73489580,1.04995799,0.57641698,0.00197944,0.98689346,2.70247188,1.53109896,0.01326622,1.43850343
-5.42971486,4.74741226,1.05876698,0.58723006,0.00196513,0.97900084,2.69203789,1.53144293,0.01332749,1.45806520
-5.42371186,4.75534335,1.06846596,0.59748686,0.00195865,0.96971302,2.67914438,1.52965986,0.01336416,1.47778667
-5.41770885,4.75937137,1.07920545,0.60722557,0.00196106,0.95922223,2.66400920,1.52601320,0.01338042,1.49781037
-5.41170585,4.76029571,1.09112908,0.61648715,0.00197332,0.94776618,2.64694936,1.52082055,0.01338165,1.51826401
-5.40570285,4.75897937,1.10435867,0.62530920,0.00199621,0.93561737,2.62835800,1.51443610,0.01337426,1.53924235
-5.39969985,4.75629030,1.11897901,0.63371997,0.00203024,0.92307020,2.60867617,1.50723081,0.01336539,1.56078950
-5.39369685,4.75304092,1.13502304,0.64173283,0.00207565,0.91042674,2.58836107,1.49957128,0.01336271,1.58288289
-5.38769385,4.74992918,1.15245852,0.64934160,0.00213230,0.89798169,2.56785255,1.49179849,0.01337409,1.60541994
-5.38169085,4.74748488,1.17117699,0.65651701,0.00219969,0.88600761,2.54754010,1.48420776,0.01340732,1.62820830
-5.37568784,4.74602448,1.19098604,0.66320469,0.00227691,0.87474108,2.52773246,1.47703088,0.01346976,1.65096063
-5.36968484,4.74561732,1.21160532,0.66932462,0.00236266,0.86437072,2.50863165,1.47042177,0.01356806,1.67329427
-5.36368184,4.74606561,1.23266715,0.67477238,0.00245526,0.85502767,2.49031338,1.46444629,0.01370791,1.69473640
-5.35767884,4.74689962,1.25372176,0.67942202,0.00255266,0.84677914,2.47271510,1.45907706,0.01389374,1.71473447
-5.35167584,4.74738891,1.27424732,0.68313045,0.00265255,0.83962542,2.45563259,1.45419352,0.01412857,1.73267176
-5.34567284,4.74656912,1.29366455,0.68574322,0.00275237,0.83350054,2.43872563,1.44958737,0.01441386,1.74788751
-5.33966983,4.74328344,1.31135528,0.68710133,0.00284942,0.82827657,2.42153237,1.44497317,0.01474936,1.75970067
-5.33366683,4.73623638,1.32668440,0.68704872,0.00294095,0.82377124,2.40349192,1.44000342,0.01513315,1.76743631
-5.32766383,4.72405739,1.33902407,0.68544003,0.00302420,0.81975869,2.38397371,1.43428754,0.01556161,1.77045333
-5.32166083,4.70537084,1.34777914,0.68214829,0.00309657,0.81598249,2.36231218,1.42741350,0.01602949,1.76817219
-5.31565783,4.67886880,1.35241251,0.67707200,0.00315566,0.81217041,2.33784478,1.41897120,0.01653010,1.76010129
-5.30965483,4.64338260,1.35246932,0.67014134,0.00319936,0.80805018,2.30995102,1.40857613,0.01705541,1.74586056
-5.30365183,4.59794982,1.34759855,0.66132315,0.00322592,0.80336521,2.27809053,1.39589222,0.01759634,1.72520120
-5.29764882,4.54187291,1.33757118,0.65062439,0.00323402,0.79788974,2.24183794,1.38065271,0.01814295,1.69802058
-5.29164582,4.47476682,1.32229378,0.63809399,0.00322281,0.79144242,2.20091263,1.36267793,0.01868474,1.66437140
-5.28564282,4.39659342,1.30181714,0.62382297,0.00319193,0.78389793,2.15520191,1.34188929,0.01921096,1.62446499
-5.27963982,4.30768103,1.27633923,0.60794290,0.00314152,0.77519586,2.10477639,1.31831879,0.01971084,1.57866827
-5.27363682,4.20872863,1.24620265,0.59062272,0.00307221,0.76534677,2.04989677,1.29211362,0.02017397,1.52749493
-5.26763382,4.10079485,1.21188653,0.57206432,0.00298506,0.75443496,1.99101215,1.26353600,0.02059049,1.47159110
-5.26163082,3.98527268,1.17399350,0.55249680,0.00288158,0.74261816,1.92874975,1.23295815,0.02095142,1.41171638
-5.25562781,3.86385133,1.13323220,0.53217012,0.00276359,0.73012410,1.86389709,1.20085291,0.02124886,1.34872118
-5.24962481,3.73846765,1.09039632,0.51134807,0.00263324,0.71724425,1.79737752,1.16778053,0.02147620,1.28352149
-5.24362181,3.61124920,1.04634111,0.49030113,0.00249284,0.70432508,1.73022051,1.13437233,0.02162831,1.21707219
-5.23761881,3.48445187,1.00195830,0.46929948,0.00234486,0.69175731,1.66352821,1.10131194,0.02170160,1.15034022
-5.23161581,3.36039456,0.95815059,0.44860633,0.00219182,0.67996351,1.59843989,1.06931504,0.02169416,1.08427859
-5.22561281,3.24139357,0.91580660,0.42847192,0.00203619,0.66938471,1.53609581,1.03910827,0.02160575,1.01980221
-5.21960980,3.12969886,0.87577715,0.40912827,0.00188039,0.66046627,1.47760197,1.01140812,0.02143777,0.95776642
-5.21360680,3.02743422,0.83885366,0.39078487,0.00172663,0.65364375,1.42399701,0.98690054,0.02119323,0.89894884
-5.20760380,2.93654289,0.80574920,0.37362526,0.00157695,0.64932892,1.37622238,0.96622160,0.02087657,0.84403476
-5.20160080,2.85873977,0.77708261,0.35780461,0.00143315,0.64789647,1.33509646,0.94993990,0.02049354,0.79360642
-5.19559780,2.79547094,0.75336587,0.34344816,0.00129673,0.64967160,1.30129326,0.93854099,0.02005098,0.74813608
-5.18959480,2.74788098,0.73499495,0.33065050,0.00116893,0.65491892,1.27532595,0.93241394,0.01955661,0.70798257
-5.18359180,2.71678814,0.72224384,0.31947555,0.00105067,0.66383266,1.25753536,0.93184041,0.01901876,0.67339119
-5.17758879,2.70266733,0.71526189,0.30995715,0.00094261,0.67652864,1.24808334,0.93698618,0.01844612,0.64449622
-5.17158579,2.70564066,0.71407402,0.30210010,0.00084512,0.69303796,1.24695073,0.94789530,0.01784748,0.62132585
-5.16558279,2.72547521,0.71858358,0.29588161,0.00075831,0.71330265,1.25393971,0.96448678,0.01723144,0.60380871
-5.15957979,2.76158783,0.72857767,0.29125299,0.00068207,0.73717339,1.26868012,0.98655401,0.01660624,0.59178178
-5.15357679,2.81305647,0.74373453,0.28814157,0.00061611,0.76440941,1.29063936,1.01376669,0.01597948,0.58499905
-5.14757379,2.87863794,0.76363272,0.28645279,0.00055994,0.79468063,1.31913557,1.04567553,0.01535799,0.58314068
-5.14157079,2.95679174,0.78776196,0.28607234,0.00051297,0.82757207,1.35335362,1.08171942,0.01474767,0.58582232
-5.13556778,3.04570975,0.81553521,0.28686856,0.00047448,0.86259062,1.39236356,1.12123532,0.01415342,0.59260445
-5.12956478,3.14335140,0.84630202,0.28869482,0.00044369,0.89917390,1.43514133,1.16347052,0.01357908,0.60300159
-5.12356178,3.24748405,0.87936267,0.29139209,0.00041978,0.93670143,1.48059101,1.20759734,0.01302744,0.61649142
-5.11755878,3.35572792,0.91398312,0.29479167,0.00040190,0.97450752,1.52756864,1.25272996,0.01250026,0.63252374
-5.11155578,3.46560506,0.94941036,0.29871801,0.00038922,1.01189590,1.57490675,1.29794305,0.01199838,0.65052934
-5.10555278,3.57459130,0.98488802,0.30299170,0.00038090,1.04815562,1.62143952,1.34229191,0.01152183,0.66992887
-5.09954977,3.68017022,1.01967187,0.30743256,0.00037618,1.08257777,1.66602764,1.38483362,0.01106991,0.69014174
-5.09354677,3.77988789,1.05304491,0.31186279,0.00037429,1.11447256,1.70758268,1.42464861,0.01064142,0.71059492
-5.08754377,3.87140682,1.08433176,0.31611017,0.00037457,1.14318629,1.74509011,1.46086206,0.01023473,0.73073193
-5.08154077,3.95255780,1.11291186,0.32001119,0.00037638,1.16811749,1.77763040,1.49266451,0.00984801,0.75002147
-5.07553777,4.02138782,1.13823129,0.32341402,0.00037916,1.18873182,1.80439772,1.51933096,0.00947929,0.76796607
-5.06953477,4.07620272,1.15981272,0.32618132,0.00038242,1.20457526,1.82471559,1.54023781,0.00912665,0.78411010
-5.06353177,4.11560303,1.17726334,0.32819269,0.00038573,1.21528484,1.83804903,1.55487714,0.00878828,0.79804732
-5.05752876,4.13851180,1.19028041,0.32934674,0.00038872,1.22059690,1.84401287,1.56286767,0.00846258,0.80942749
-5.05152576,4.14419355,1.19865432,0.32956267,0.00039109,1.22035232,1.84237593,1.56396212,0.00814822,0.81796187
-5.04552276,4.13226351,1.20226921,0.32878137,0.00039259,1.21449866,1.83306101,1.55805074,0.00784413,0.82342749
-5.03951976,4.10268715,1.20110097,0.32696588,0.00039301,1.20308923,1.81614084,1.54516075,0.00754956,0.82566982
-5.03351676,4.05576995,1.19521298,0.32410134,0.00039222,1.18627906,1.79183004,1.52545198,0.00726404,0.82460394
-5.02751376,3.99213808,1.18474962,0.32019432,0.00039010,1.16431804,1.76047366,1.49920874,0.00698736,0.82021390
-5.02151076,3.91271083,1.16992810,0.31527163,0.00038660,1.13754168,1.72253265,1.46682848,0.00671953,0.81255049
-5.01550775,3.81866604,1.15102883,0.30937867,0.00038168,1.10635966,1.67856701,1.42880754,0.00646076,0.80172737
-5.00950475,3.71140014,1.12838477,0.30257733,0.00037534,1.07124294,1.62921730,1.38572483,0.00621140,0.78791574
-5.00350175,3.59248424,1.10237034,0.29494363,0.00036762,1.03270972,1.57518513,1.33822399,0.00597194,0.77133780
-4.99749875,3.46361835,1.07339031,0.28656515,0.00035856,0.99131103,1.51721350,1.28699470,0.00574295,0.75225926
-4.99149575,3.32658516,1.04186900,0.27753835,0.00034825,0.94761633,1.45606774,1.23275409,0.00552508,0.73098119
-4.98549275,3.18320537,1.00824028,0.26796590,0.00033677,0.90219972,1.39251744,1.17622863,0.00531908,0.70783151
-4.97948974,3.03529582,0.97293871,0.25795411,0.00032425,0.85562711,1.32732024,1.11813732,0.00512580,0.68315657
-4.97348674,2.88463180,0.93639186,0.24761055,0.00031079,0.80844490,1.26120762,1.05917668,0.00494617,0.65731285
-4.96748374,2.73291449,0.89901419,0.23704194,0.00029655,0.76117022,1.19487318,1.00000774,0.00478130,0.63065941
-4.96148074,2.58174408,0.86120230,0.22635227,0.00028167,0.71428306,1.12896340,0.94124555,0.00463246,0.60355090
-4.95547774,2.43259891,0.82333159,0.21564134,0.00026629,0.66822038,1.06407097,0.88345113,0.00450113,0.57633158
-4.94947474,2.28682061,0.78575419,0.20500353,0.00025058,0.62337196,1.00073053,0.82712596,0.00438904,0.54933019
-4.94347174,2.14560471,0.74879791,0.19452689,0.00023469,0.58007827,0.93941658,0.77270879,0.00429815,0.52285587
-4.93746873,2.00999640,0.71276589,0.18429255,0.00021878,0.53862969,0.88054322,0.72057463,0.00423070,0.49719490
-4.93146573,1.88089040,0.67793680,0.17437428,0.00020301,0.49926733,0.82446536,0.67103547,0.00418917,0.47260820
-4.92546273,1.75903403,0.64456513,0.16483825,0.00018751,0.46218476,0.77148092,0.62434256,0.00417628,0.44932952
-4.91945973,1.64503272,0.61288141,0.15574291,0.00017244,0.42753065,0.72183367,0.58068957,0.00419486,0.42756408
-4.91345673,1.53935671,0.58309203,0.14713893,0.00015791,0.39541184,0.67571624,0.54021656,0.00424786,0.40748747
-4.90745373,1.44234833,0.55537862,0.13906908,0.00014403,0.36589670,0.63327302,0.50301413,0.00433819,0.38924475
-4.90145073,1.35422903,0.52989670,0.13156819,0.00013092,0.33901845,0.59460267,0.46912761,0.00446860,0.37294959
-4.89544772,1.27510569,0.50677378,0.12466303,0.00011864,0.31477836,0.55976006,0.43856095,0.00464154,0.35868335
-4.88944472,1.20497590,0.48610686,0.11837209,0.00010727,0.29314853,0.52875759,0.41128024,0.00485901,0.34649420
-4.88344172,1.14373216,0.46795952,0.11270540,0.00009685,0.27407445,0.50156593,0.38721668,0.00512237,0.33639618
-4.87743872,1.09116518,0.45235884,0.10766434,0.00008741,0.25747710,0.47811426,0.36626912,0.00543221,0.32836835
-4.87143572,1.04696659,0.43929237,0.10324144,0.00007895,0.24325467,0.45829030,0.34830612,0.00578813,0.32235430
-4.86543272,1.01073155,0.42870560,0.09942032,0.00007148,0.23128420,0.44194028,0.33316782,0.00618866,0.31826188
-4.85942971,0.98196188,0.42050005,0.09617575,0.00006497,0.22142291,0.42886924,0.32066766,0.00663114,0.31596372
-4.85342671,0.96007038,0.41453250,0.09347391,0.00005937,0.21350973,0.41884199,0.31059417,0.00711159,0.31529841
-4.84742371,0.94438682,0.41061552,0.09127285,0.00005464,0.20736692,0.41158487,0.30271320,0.00762471,0.31607266
-4.84142071,0.93416626,0.40851949,0.08952333,0.00005072,0.20280200,0.40678877,0.29677047,0.00816392,0.31806455
-4.83541771,0.92859997,0.40797638,0.08816984,0.00004754,0.19961013,0.40411341,0.29249485,0.00872137,0.32102790
-4.82941471,0.92682920,0.40868512,0.08715202,0.00004501,0.19757697,0.40319306,0.28960236,0.00928809,0.32469775
-4.82341171,0.92796179,0.41031873,0.08640629,0.00004306,0.19648211,0.40364366,0.28780081,0.00985418,0.32879699
-4.81740870,0.93109131,0.41253280,0.08586783,0.00004159,0.19610295,0.40507130,0.28679524,0.01040901,0.33304389
-4.81140570,0.93531843,0.41497523,0.08547268,0.00004053,0.19621905,0.40708174,0.28629385,0.01094153,0.33716026
-4.80540270,0.93977366,0.41729679,0.08516005,0.00003978,0.19661686,0.40929072,0.28601442,0.01144053,0.34088020
-4.79939970,0.94364076,0.41916213,0.08487460,0.00003927,0.19709460,0.41133473,0.28569083,0.01189502,0.34395879
-4.79339670,0.94617998,0.42026061,0.08456876,0.00003892,0.19746706,0.41288169,0.28507953,0.01229454,0.34618071
-4.78739370,0.94674985,0.42031678,0.08420488,0.00003866,0.19757034,0.41364119,0.28396567,0.01262952,0.34736804
-4.78139070,0.94482681,0.41909968,0.08375717,0.00003842,0.19726606,0.41337371,0.28216851,0.01289158,0.34738727
-4.77538769,0.94002165,0.41643076,0.08321328,0.00003816,0.19644496,0.41189853,0.27954600,0.01307381,0.34615492
-4.76938469,0.93209180,0.41219003,0.08257558,0.00003782,0.19502974,0.40909972,0.27599817,0.01317102,0.34364155
-4.76338169,0.92094907,0.40631996,0.08186185,0.00003737,0.19297688,0.40493013,0.27146924,0.01317992,0.33987403
-4.75737869,0.90666218,0.39882721,0.08110554,0.00003679,0.19027744,0.39941296,0.26594821,0.01309922,0.33493583
-4.75137569,0.88945394,0.38978195,0.08035547,0.00003604,0.18695669,0.39264094,0.25946807,0.01292965,0.32896535
-4.74537269,0.86969312,0.37931480,0.07967495,0.00003513,0.18307261,0.38477293,0.25210349,0.01267396,0.32215226
-4.73936968,0.84788118,0.36761157,0.07914034,0.00003405,0.17871324,0.37602829,0.24396712,0.01233678,0.31473193
-4.73336668,0.82463439,0.35490610,0.07883911,0.00003281,0.17399307,0.36667896,0.23520468,0.01192447,0.30697827
-4.72736368,0.80066199,0.34147140,0.07886741,0.00003142,0.16904855,0.35703972,0.22598911,0.01144484,0.29919506
-4.72136068,0.77674120,0.32760953,0.07932715,0.00002989,0.16403274,0.34745694,0.21651378,0.01090696,0.29170615
-4.71535768,0.75368992,0.31364067,0.08032286,0.00002825,0.15910968,0.33829620,0.20698540,0.01032075,0.28484494
-4.70935468,0.73233835,0.29989180,0.08195814,0.00002652,0.15444819,0.32992930,0.19761658,0.00969672,0.27894330
-4.70335168,0.71350023,0.28668545,0.08433206,0.00002473,0.15021582,0.32272118,0.18861855,0.00904564,0.27432052
-4.69734867,0.69794499,0.27432887,0.08753549,0.00002290,0.14657276,0.31701700,0.18019419,0.00837816,0.27127251
-4.69134567,0.68637163,0.26310412,0.09164743,0.00002106,0.14366621,0.31313014,0.17253165,0.00770458,0.27006173
-4.68534267,0.67938514,0.25325929,0.09673162,0.00001923,0.14162519,0.31133124,0.16579882,0.00703457,0.27090799
-4.67933967,0.67747646,0.24500124,0.10283343,0.00001744,0.14055615,0.31183881,0.16013876,0.00637692,0.27398066
-4.67333667,0.68100623,0.23848987,0.10997714,0.00001570,0.14053938,0.31481166,0.15566613,0.00573940,0.27939236
-4.66733367,0.69019322,0.23383428,0.11816387,0.00001404,0.14162627,0.32034334,0.15246495,0.00512866,0.28719437
-4.66133067,0.70510749,0.23109066,0.12737004,0.00001247,0.14383775,0.32845879,0.15058741,0.00455008,0.29737406
-4.65532766,0.72566849,0.23026206,0.13754672,0.00001100,0.14716364,0.33911330,0.15005391,0.00400787,0.30985421
-4.64932466,0.75164822,0.23129984,0.14861965,0.00000964,0.15156309,0.35219369,0.15085419,0.00350497,0.32449449
-4.64332166,0.78267917,0.23410682,0.16049022,0.00000840,0.15696601,0.36752181,0.15294945,0.00304320,0.34109493
