energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.92807445,0.00464517,0.01773731,0.34878185,0.08373094,0.01802404,0.56036444,0.17387207,0.02312137
-5.99399700,0.88875382,0.00410332,0.01736150,0.32533504,0.08568003,0.01770710,0.53558611,0.16697891,0.02126014
-5.98799400,0.85719887,0.00362919,0.01716564,0.30397429,0.08869803,0.01759404,0.51533194,0.16119217,0.01964441
-5.98199100,0.83364777,0.00322299,0.01715305,0.28484921,0.09278994,0.01768598,0.49976067,0.15659001,0.01827226
-5.97598799,0.81824013,0.00288519,0.01732469,0.26807232,0.09794957,0.01798144,0.48897128,0.15322674,0.01714174
-5.96998499,0.81101046,0.00261672,0.01767908,0.25371640,0.10415910,0.01847643,0.48299884,0.15113076,0.01625093
-5.96398199,0.81188666,0.00241910,0.01821242,0.24181343,0.11138914,0.01916450,0.48181337,0.15030352,0.01559796
-5.95797899,0.82069374,0.00229468,0.01891879,0.23235540,0.11959942,0.02003696,0.48532189,0.15071973,0.01518117
-5.95197599,0.83716250,0.00224668,0.01979039,0.22529669,0.12874005,0.02108318,0.49337342,0.15232860,0.01499936
-5.94597299,0.86094270,0.00227936,0.02081792,0.22055784,0.13875341,0.02229094,0.50576669,0.15505617,0.01505197
-5.93996998,0.89162003,0.00239809,0.02199109,0.21803062,0.14957651,0.02364691,0.52226019,0.15880844,0.01533944
-5.93396698,0.92873594,0.00260931,0.02329908,0.21758382,0.16114375,0.02513712,0.54258382,0.16347537,0.01586343
-5.92796398,0.97180915,0.00292058,0.02473108,0.21906968,0.17338993,0.02674755,0.56645169,0.16893534,0.01662707
-5.92196098,1.02035749,0.00334043,0.02627690,0.22233048,0.18625329,0.02846458,0.59357504,0.17505990,0.01763517
-5.91595798,1.07391885,0.00387824,0.02792742,0.22720490,0.19967838,0.03027559,0.62367471,0.18171869,0.01889425
-5.90995498,1.13206954,0.00454401,0.02967511,0.23353388,0.21361852,0.03216935,0.65649211,0.18878407,0.02041252
-5.90395198,1.19443893,0.00534801,0.03151431,0.24116564,0.22803761,0.03413640,0.69179804,0.19613544,0.02219965
-5.89794897,1.26071906,0.00630049,0.03344149,0.24995947,0.24291115,0.03616925,0.72939858,0.20366279,0.02426642
-5.89194597,1.33066816,0.00741115,0.03545527,0.25978836,0.25822608,0.03826246,0.76913752,0.21126958,0.02662411
-5.88594297,1.40410762,0.00868868,0.03755627,0.27053996,0.27397969,0.04041250,0.81089490,0.21887449,0.02928380
-5.87993997,1.48091185,0.01014019,0.03974681,0.28211619,0.29017708,0.04261751,0.85458158,0.22641221,0.03225539
-5.87393697,1.56099154,0.01177060,0.04203033,0.29443126,0.30682763,0.04487677,0.90012987,0.23383308,0.03554653
-5.86793397,1.64427065,0.01358204,0.04441071,0.30740849,0.32394032,0.04719011,0.94748069,0.24110171,0.03916139
-5.86193097,1.73065852,0.01557324,0.04689135,0.32097589,0.34151816,0.04955707,0.99656776,0.24819463,0.04309943
-5.85592796,1.82001846,0.01773901,0.04947426,0.33506105,0.35955216,0.05197610,1.04729994,0.25509718,0.04735405
-5.84992496,1.91213499,0.02006975,0.05215894,0.34958560,0.37801498,0.05444359,1.09954266,0.26179982,0.05191144
-5.84392196,2.00668165,0.02255103,0.05494139,0.36445969,0.39685489,0.05695298,1.15309979,0.26829418,0.05674942
-5.83791896,2.10319210,0.02516344,0.05781314,0.37957687,0.41599029,0.05949395,1.20769727,0.27456917,0.06183664
-5.83191596,2.20103654,0.02788244,0.06076041,0.39480994,0.43530543,0.06205172,1.26296987,0.28060731,0.06713198
-5.82591296,2.29940587,0.03067852,0.06376350,0.41000800,0.45464763,0.06460657,1.31845241,0.28638177,0.07258434
-5.81990995,2.39730538,0.03351755,0.06679646,0.42499516,0.47382627,0.06713363,1.37357624,0.29185423,0.07813286
-5.81390695,2.49355938,0.03636125,0.06982706,0.43957110,0.49261411,0.06960295,1.42767215,0.29697387,0.08370762
-5.80790395,2.58682757,0.03916801,0.07281715,0.45351360,0.51075066,0.07197988,1.47997979,0.30167753,0.08923074
-5.80190095,2.67563330,0.04189378,0.07572334,0.46658306,0.52794805,0.07422578,1.52966390,0.30589121,0.09461800
-5.79589795,2.75840308,0.04449324,0.07849807,0.47852889,0.54389891,0.07629903,1.57583691,0.30953281,0.09978090
-5.78989495,2.83351596,0.04692099,0.08109102,0.48909756,0.55828623,0.07815637,1.61758701,0.31251604,0.10462906
-5.78389195,2.89936088,0.04913295,0.08345080,0.49804182,0.57079465,0.07975434,1.65401076,0.31475528,0.10907291
-5.77788894,2.95439925,0.05108770,0.08552685,0.50513083,0.58112273,0.08105098,1.68424850,0.31617116,0.11302657
-5.77188594,2.99722975,0.05274785,0.08727148,0.51016044,0.58899567,0.08200753,1.70752100,0.31669652,0.11641083
-5.76588294,3.02665222,0.05408134,0.08864191,0.51296327,0.59417764,0.08259017,1.72316541,0.31628242,0.11915596
-5.75987994,3.04172711,0.05506253,0.08960233,0.51341788,0.59648337,0.08277159,1.73066856,0.31490378,0.12120443
-5.75387694,3.04182735,0.05567323,0.09012570,0.51145658,0.59578801,0.08253239,1.72969595,0.31256439,0.12251327
-5.74787394,3.02667995,0.05590332,0.09019541,0.50707137,0.59203516,0.08186224,1.72011464,0.30930088,0.12305598
-5.74187094,2.99639481,0.05575129,0.08980647,0.50031769,0.58524219,0.08076067,1.70200893,0.30518549,0.12282395
-5.73586793,2.95147928,0.05522431,0.08896647,0.49131570,0.57550290,0.07923750,1.67568777,0.30032726,0.12182725
-5.72986493,2.89283751,0.05433816,0.08769596,0.48024905,0.56298714,0.07731290,1.64168354,0.29487176,0.12009487
-5.72386193,2.82175450,0.05311670,0.08602850,0.46736099,0.54793750,0.07501701,1.60074213,0.28899918,0.11767423
-5.71785893,2.73986574,0.05159126,0.08401020,0.45294830,0.53066326,0.07238923,1.55380477,0.28292083,0.11463023
-5.71185593,2.64911380,0.04979959,0.08169885,0.43735298,0.51153172,0.06947713,1.50198253,0.27687435,0.11104363
-5.70585293,2.55169403,0.04778477,0.07916277,0.42095237,0.49095760,0.06633513,1.44652473,0.27111768,0.10700905
-5.69984992,2.44999211,0.04559392,0.07647927,0.40414807,0.46939084,0.06302292,1.38878269,0.26592219,0.10263260
-5.69384692,2.34651628,0.04327678,0.07373294,0.38735411,0.44730339,0.05960376,1.33017068,0.26156530,0.09802926
-5.68784392,2.24382751,0.04088432,0.07101383,0.37098515,0.42517575,0.05614271,1.27212575,0.25832285,0.09332016
-5.68184092,2.14447062,0.03846736,0.06841559,0.35544494,0.40348365,0.05270491,1.21606825,0.25646172,0.08862982
-5.67583792,2.05090934,0.03607522,0.06603360,0.34111585,0.38268550,0.04935390,1.16336476,0.25623299,0.08408359
-5.66983492,1.96546768,0.03375458,0.06396329,0.32834964,0.36321124,0.04615006,1.11529480,0.25786588,0.07980516
-5.66383192,1.89027987,0.03154837,0.06229859,0.31746001,0.34545264,0.04314933,1.07302248,0.26156293,0.07591450
-5.65782891,1.82725021,0.02949496,0.06113058,0.30871703,0.32975570,0.04040208,1.03757410,0.26749640,0.07252600
-5.65182591,1.77802381,0.02762743,0.06054638,0.30234368,0.31641502,0.03795218,1.00982204,0.27580619,0.06974706
-5.64582291,1.74396837,0.02597314,0.06062832,0.29851448,0.30567035,0.03583643,0.99047520,0.28659920,0.06767697
-5.63981991,1.72616675,0.02455340,0.06145324,0.29735612,0.29770516,0.03408409,0.98007572,0.29995023,0.06640619
-5.63381691,1.72541931,0.02338338,0.06309204,0.29894994,0.29264710,0.03271675,0.97900154,0.31590407,0.06601583
-5.62781391,1.74225474,0.02247217,0.06560934,0.30333587,0.29057015,0.03174824,0.98747394,0.33447881,0.06657747
-5.62181091,1.77694771,0.02182293,0.06906315,0.31051761,0.29149806,0.03118484,1.00556922,0.35566991,0.06815303
-5.61580790,1.82954114,0.02143327,0.07350468,0.32046858,0.29540877,0.03102550,1.03323315,0.37945482,0.07079482
-5.60980490,1.89987137,0.02129557,0.07897793,0.33313821,0.30223950,0.03126222,1.07029727,0.40579759,0.07454553
-5.60380190,1.98759381,0.02139753,0.08551932,0.34845808,0.31189208,0.03188044,1.11649565,0.43465336,0.07943816
-5.59779890,2.09220745,0.02172265,0.09315702,0.36634761,0.32423823,0.03285954,1.17148099,0.46597204,0.08549586
-5.59179590,2.21307635,0.02225077,0.10191020,0.38671878,0.33912450,0.03417326,1.23483916,0.49970102,0.09273158
-5.58579290,2.34944683,0.02295872,0.11178799,0.40947968,0.35637665,0.03579026,1.30610121,0.53578656,0.10114751
-5.57978989,2.50045958,0.02382081,0.12278830,0.43453654,0.37580327,0.03767457,1.38475244,0.57417357,0.11073434
-5.57378689,2.66515597,0.02480950,0.13489639,0.46179422,0.39719856,0.03978617,1.47023798,0.61480376,0.12147031
-5.56778389,2.84247885,0.02589590,0.14808343,0.49115502,0.42034431,0.04208149,1.56196500,0.65761210,0.13332016
-5.56178089,3.03126831,0.02705040,0.16230491,0.52251599,0.44501103,0.04451404,1.65930174,0.70252168,0.14623396
-5.55577789,3.23025327,0.02824316,0.17749921,0.55576495,0.47095842,0.04703501,1.76157376,0.74943730,0.16014595
-5.54977489,3.43804055,0.02944470,0.19358624,0.59077538,0.49793532,0.04959400,1.86805825,0.79823799,0.17497349
-5.54377189,3.65310284,0.03062636,0.21046645,0.62740085,0.52567940,0.05213971,1.97797725,0.84876919,0.19061621
-5.53776888,3.87376774,0.03176077,0.22802013,0.66546927,0.55391666,0.05462080,2.09049086,0.90083482,0.20695546
-5.53176588,4.09820974,0.03282234,0.24610738,0.70477746,0.58236130,0.05698676,2.20469153,0.95419013,0.22385422
-5.52576288,4.32444709,0.03378764,0.26456851,0.74508682,0.61071579,0.05918881,2.31960060,1.00853574,0.24115749
-5.51975988,4.55034536,0.03463573,0.28322531,0.78612029,0.63867176,0.06118085,2.43416804,1.06351355,0.25869335
-5.51375688,4.77362910,0.03534851,0.30188290,0.82756127,0.66591158,0.06292046,2.54727625,1.11870505,0.27627459
-5.50775388,4.99190258,0.03591093,0.32033245,0.86905474,0.69211093,0.06436978,2.65774860,1.17363238,0.29370119
-5.50175088,5.20268000,0.03631118,0.33835457,0.91021086,0.71694235,0.06549642,2.76436306,1.22776253,0.31076331
-5.49574787,5.40342516,0.03654078,0.35572339,0.95061100,0.74007974,0.06627426,2.86587083,1.28051465,0.32724509
-5.48974487,5.59159962,0.03659466,0.37221114,0.98981621,0.76120391,0.06668410,2.96101974,1.33127055,0.34292894
-5.48374187,5.76471810,0.03647109,0.38759325,1.02737789,0.78000874,0.06671422,3.04858176,1.37938803,0.35760031
