energy_ev,total_up,Cd_p_up,Cd_d_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.55677839,1.07329624,0.28971295,0.05599040,0.77078734,0.42843660,0.00529879,0.17559840,0.01599836,0.07792372
-3.55077539,1.13429935,0.30394089,0.05986191,0.79860634,0.45472071,0.00587784,0.18539637,0.01709559,0.08310603
-3.54477239,1.19228804,0.31732935,0.06363880,0.82329150,0.47974372,0.00650082,0.19478118,0.01815130,0.08808952
-3.53876938,1.24645314,0.32971940,0.06727630,0.84447057,0.50310608,0.00717151,0.20364887,0.01914907,0.09280000
-3.53276638,1.29602688,0.34096666,0.07073208,0.86180961,0.52441921,0.00789449,0.21190449,0.02007291,0.09716600
-3.52676338,1.34030855,0.35094637,0.07396788,0.87502286,0.54331764,0.00867525,0.21946576,0.02090786,0.10112128
-3.52076038,1.37868973,0.35955829,0.07695105,0.88388217,0.55947130,0.00952013,0.22626643,0.02164046,0.10460731
-3.51475738,1.41067767,0.36673092,0.07965597,0.88822562,0.57259735,0.01043624,0.23225934,0.02225934,0.10757569
-3.50875438,1.43591597,0.37242500,0.08206523,0.88796499,0.58247095,0.01143135,0.23741880,0.02275562,0.10999022
-3.50275138,1.45420107,0.37663598,0.08417048,0.88309166,0.58893461,0.01251362,0.24174224,0.02312335,0.11182876
-3.49674837,1.46549384,0.37939526,0.08597301,0.87368046,0.59190551,0.01369130,0.24525098,0.02335980,0.11308456
-3.49074537,1.46992531,0.38077004,0.08748382,0.85989139,0.59138046,0.01497233,0.24798998,0.02346562,0.11376711
-3.48474237,1.46779611,0.38086173,0.08872327,0.84196885,0.58743819,0.01636385,0.25002648,0.02344494,0.11390235
-3.47873937,1.45956935,0.37980294,0.08972034,0.82023835,0.58023886,0.01787171,0.25144766,0.02330532,0.11353230
-3.47273637,1.44585722,0.37775299,0.09051141,0.79510058,0.57002074,0.01949985,0.25235724,0.02305749,0.11271411
-3.46673337,1.42740155,0.37489233,0.09113867,0.76702331,0.55709413,0.02124980,0.25287124,0.02271509,0.11151840
-3.46073037,1.40504945,0.37141584,0.09164828,0.73653091,0.54183297,0.02312006,0.25311307,0.02229420,0.11002721
-3.45472736,1.37972479,0.36752557,0.09208822,0.70419241,0.52466420,0.02510569,0.25320806,0.02181280,0.10833135
-3.44872436,1.35239724,0.36342303,0.09250608,0.67060805,0.50605573,0.02719787,0.25327796,0.02129018,0.10652755
-3.44272136,1.32404992,0.35930163,0.09294687,0.63639533,0.48650323,0.02938366,0.25343535,0.02074624,0.10471528
-3.43671836,1.29564760,0.35533948,0.09345087,0.60217476,0.46651654,0.03164591,0.25377856,0.02020083,0.10299355
-3.43071536,1.26810664,0.35169302,0.09405176,0.56855608,0.44660626,0.03396339,0.25438722,0.01967307,0.10145775
-3.42471236,1.24226833,0.34849185,0.09477507,0.53612553,0.42727090,0.03631105,0.25531865,0.01918070,0.10019665
-3.41870935,1.21887657,0.34583490,0.09563704,0.50543438,0.40898537,0.03866059,0.25660549,0.01873949,0.09928981
-3.41270635,1.19856104,0.34378822,0.09664392,0.47698944,0.39219097,0.04098118,0.25825448,0.01836275,0.09880528
-3.40670335,1.18182623,0.34238451,0.09779184,0.45124550,0.37728722,0.04324037,0.26024659,0.01806094,0.09879792
-3.40070035,1.16904669,0.34162432,0.09906713,0.42859999,0.36462580,0.04540522,0.26253855,0.01784137,0.09930823
-3.39469735,1.16046840,0.34147884,0.10044721,0.40938983,0.35450649,0.04744347,0.26506553,0.01770811,0.10036183
-3.38869435,1.15621555,0.34189412,0.10190182,0.39389022,0.34717510,0.04932484,0.26774496,0.01766190,0.10196940
-3.38269135,1.15630219,0.34279638,0.10339479,0.38231530,0.34282316,0.05102230,0.27048132,0.01770030,0.10412740
-3.37668834,1.16064752,0.34409813,0.10488586,0.37482012,0.34158910,0.05251326,0.27317141,0.01781793,0.10681904
-3.37068534,1.16909362,0.34570468,0.10633293,0.37150369,0.34356052,0.05378068,0.27571010,0.01800675,0.11001588
-3.36468234,1.18142429,0.34752058,0.10769411,0.37241251,0.34877717,0.05481397,0.27799597,0.01825653,0.11367962
-3.35867934,1.19738359,0.34945577,0.10892990,0.37754422,0.35723425,0.05560961,0.27993676,0.01855530,0.11776412
-3.35267634,1.21669292,0.35143082,0.11000511,0.38685095,0.36888565,0.05617148,0.28145414,0.01888987,0.12221749
-3.34667334,1.23906533,0.35338116,0.11089043,0.40024201,0.38364673,0.05651092,0.28248768,0.01924643,0.12698415
-3.34067034,1.26421639,0.35526000,0.11156377,0.41758563,0.40139652,0.05664638,0.28299766,0.01961102,0.13200671
-3.33466733,1.29187086,0.35703970,0.11201108,0.43870972,0.42197906,0.05660274,0.28296682,0.01997007,0.13722757
-3.32866433,1.32176497,0.35871167,0.11222670,0.46340160,0.44520396,0.05641033,0.28240065,0.02031087,0.14259020
-3.32266133,1.35364442,0.36028476,0.11221325,0.49140673,0.47084617,0.05610367,0.28132651,0.02062193,0.14804007
-3.31665833,1.38725843,0.36178236,0.11198107,0.52242699,0.49864520,0.05571997,0.27979146,0.02089332,0.15352506
-3.31065533,1.42235069,0.36323830,0.11154724,0.55611845,0.52830407,0.05529745,0.27785907,0.02111690,0.15899557
-3.30465233,1.45864808,0.36469205,0.11093423,0.59208960,0.55948837,0.05487365,0.27560528,0.02128642,0.16440425
-3.29864932,1.49584848,0.36618343,0.11016826,0.62990002,0.59182584,0.05448363,0.27311374,0.02139757,0.16970537
-3.29264632,1.53360891,0.36774718,0.10927762,0.66906053,0.62490690,0.05415843,0.27047068,0.02144798,0.17485407
-3.28664332,1.57153525,0.36940801,0.10829077,0.70903485,0.65828660,0.05392349,0.26775990,0.02143704,0.17980550
-3.28064032,1.60917499,0.37117619,0.10723462,0.74924357,0.69148827,0.05379750,0.26505789,0.02136577,0.18451399
-3.27463732,1.64601383,0.37304425,0.10613293,0.78907051,0.72400921,0.05379148,0.26242955,0.02123660,0.18893235
-3.26863432,1.68147723,0.37498495,0.10500494,0.82787171,0.75532853,0.05390814,0.25992477,0.02105309,0.19301151
-3.26263132,1.71493718,0.37695068,0.10386440,0.86498707,0.78491709,0.05414182,0.25757588,0.02081975,0.19670043
-3.25662831,1.74572448,0.37887439,0.10271892,0.89975442,0.81224954,0.05447857,0.25539635,0.02054174,0.19994646
-3.25062531,1.77314630,0.38067215,0.10156979,0.93152559,0.83681786,0.05489686,0.25338065,0.02022470,0.20269622
-3.24462231,1.79650828,0.38224699,0.10041217,0.95968400,0.85814618,0.05536842,0.25150532,0.01987457,0.20489685
-3.23861931,1.81514027,0.38349403,0.09923580,0.98366304,0.87580612,0.05585957,0.24973120,0.01949743,0.20649771
-3.23261631,1.82842441,0.38430650,0.09802593,1.00296437,0.88943199,0.05633264,0.24800662,0.01909946,0.20745240
-3.22661331,1.83582395,0.38458227,0.09676462,1.01717526,0.89873499,0.05674770,0.24627143,0.01868689,0.20772106
-3.22061031,1.83691136,0.38423068,0.09543229,1.02598413,0.90351582,0.05706424,0.24446157,0.01826597,0.20727266
-3.21460730,1.83139380,0.38317888,0.09400930,1.02919334,0.90367479,0.05724300,0.24251391,0.01784308,0.20608732
-3.20860430,1.81913454,0.38137779,0.09247758,1.02672854,0.89921879,0.05724756,0.24037106,0.01742471,0.20415837
-3.20260130,1.80016884,0.37880674,0.09082219,1.01864399,0.89026478,0.05704595,0.23798594,0.01701758,0.20149404
-3.19659830,1.77471320,0.37547700,0.08903269,1.00512333,0.87703919,0.05661190,0.23532571,0.01662866,0.19811865
-3.19059530,1.74316715,0.37143355,0.08710422,0.98647578,0.85987338,0.05592592,0.23237489,0.01626523,0.19407322
-3.18459230,1.70610722,0.36675522,0.08503826,0.96312768,0.83919498,0.05497595,0.22913755,0.01593489,0.18941531
-3.17858929,1.66427315,0.36155295,0.08284310,0.93560973,0.81551551,0.05375782,0.22563831,0.01564546,0.18421823
-3.17258629,1.61854683,0.35596640,0.08053377,0.90454051,0.78941476,0.05227525,0.22192218,0.01540498,0.17856944
-3.16658329,1.56992478,0.35015893,0.07813168,0.87060678,0.76152249,0.05053960,0.21805325,0.01522150,0.17256839
-3.16058029,1.51948551,0.34431130,0.07566395,0.83454170,0.73249835,0.04856928,0.21411227,0.01510293,0.16632364
-3.15457729,1.46835312,0.33861431,0.07316225,0.79710167,0.70301071,0.04638889,0.21019327,0.01505684,0.15994965
-3.14857429,1.41765902,0.33326084,0.07066162,0.75904298,0.67371550,0.04402826,0.20639944,0.01509012,0.15356321
-3.14257129,1.36850331,0.32843768,0.06819893,0.72109916,0.64523580,0.04152120,0.20283847,0.01520881,0.14727972
-3.13656828,1.32191777,0.32431754,0.06581134,0.68396007,0.61814318,0.03890427,0.19961763,0.01541775,0.14120951
-3.13056528,1.27883209,0.32105169,0.06353483,0.64825335,0.59294131,0.03621547,0.19683889,0.01572040,0.13545441
-3.12456228,1.24004475,0.31876353,0.06140266,0.61452919,0.57005274,0.03349306,0.19459426,0.01611856,0.13010464
-3.11855928,1.20619980,0.31754346,0.05944417,0.58324861,0.54980906,0.03077433,0.19296166,0.01661223,0.12523624
-3.11255628,1.17777054,0.31744527,0.05768370,0.55477586,0.53244492,0.02809462,0.19200160,0.01719954,0.12090912
-3.10655328,1.15505043,0.31848418,0.05613982,0.52937468,0.51809583,0.02548647,0.19175470,0.01787671,0.11716577
-3.10055028,1.13815168,0.32063656,0.05482493,0.50720873,0.50679990,0.02297895,0.19224023,0.01863815,0.11403078
-3.09454727,1.12701114,0.32384140,0.05374513,0.48834558,0.49850305,0.02059717,0.19345582,0.01947660,0.11151106
-3.08854427,1.12140311,0.32800326,0.05290041,0.47276402,0.49306756,0.01836204,0.19537813,0.02038340,0.10959680
-3.08254127,1.12095822,0.33299665,0.05228517,0.46036418,0.49028323,0.01629017,0.19796474,0.02134886,0.10826303
-3.07653827,1.12518736,0.33867151,0.05188900,0.45097965,0.48988079,0.01439393,0.20115679,0.02236260,0.10747183
-3.07053527,1.13350937,0.34485946,0.05169765,0.44439122,0.49154675,0.01268171,0.20488248,0.02341409,0.10717483
-3.06453227,1.14528118,0.35138057,0.05169414,0.44034120,0.49493909,0.01115820,0.20906120,0.02449307,0.10731618
-3.05852926,1.15982902,0.35805027,0.05185998,0.43854799,0.49970313,0.00982483,0.21360796,0.02559010,0.10783549
-3.05252626,1.17647910,0.36468609,0.05217635,0.43872004,0.50548686,0.00868017,0.21843795,0.02669696,0.10867095
-3.04652326,1.19458674,0.37111387,0.05262525,0.44056877,0.51195522,0.00772048,0.22347106,0.02780713,0.10976211
-3.04052026,1.21356239,0.37717337,0.05319054,0.44381991,0.51880272,0.00694007,0.22863607,0.02891607,0.11105260
-3.03451726,1.23289375,0.38272280,0.05385880,0.44822302,0.52576399,0.00633179,0.23387423,0.03002147,0.11249223
-3.02851426,1.25216305,0.38764245,0.05461992,0.45355878,0.53262195,0.00588734,0.23914219,0.03112335,0.11403880
-3.02251126,1.27105894,0.39183708,0.05546750,0.45964411,0.53921336,0.00559763,0.24441409,0.03222403,0.11565921
-3.01650825,1.28938265,0.39523720,0.05639898,0.46633494,0.54543162,0.00545298,0.24968262,0.03332793,0.11733005
-3.01050525,1.30704833,0.39779928,0.05741548,0.47352681,0.55122680,0.00544334,0.25495911,0.03444126,0.11903759
-3.00450225,1.32407789,0.39950493,0.05852138,0.48115351,0.55660315,0.00555833,0.26027259,0.03557154,0.12077715
-2.99849925,1.34059065,0.40035925,0.05972371,0.48918387,0.56161419,0.00578738,0.26566785,0.03672702,0.12255204
-2.99249625,1.35678861,0.40038857,0.06103133,0.49761732,0.56635571,0.00611966,0.27120269,0.03791601,0.12437195
-2.98649325,1.37293809,0.39963757,0.06245397,0.50647823,0.57095718,0.00654416,0.27694434,0.03914615,0.12625110
-2.98049025,1.38934891,0.39816631,0.06400117,0.51580980,0.57557194,0.00704961,0.28296533,0.04042361,0.12820615
-2.97448724,1.40635209,0.39604703,0.06568122,0.52566765,0.58036663,0.00762446,0.28933908,0.04175242,0.13025399
-2.96848424,1.42427731,0.39336114,0.06750015,0.53611362,0.58551063,0.00825694,0.29613522,0.04313373,0.13240968
-2.96248124,1.44343139,0.39019646,0.06946075,0.54721015,0.59116562,0.00893502,0.30341515,0.04456529,0.13468444
-2.95647824,1.46407862,0.38664485,0.07156183,0.55901550,0.59747619,0.00964652,0.31122784,0.04604097,0.13708404
-2.95047524,1.48642426,0.38280022,0.07379764,0.57158006,0.60456159,0.01037921,0.31960626,0.04755056,0.13960757
-2.94447224,1.51060177,0.37875722,0.07615748,0.58494402,0.61250920,0.01112096,0.32856452,0.04907967,0.14224661
-2.93846923,1.53666444,0.37461025,0.07862569,0.59913619,0.62136991,0.01185997,0.33809602,0.05060993,0.14498505
-2.93246623,1.56458189,0.37045304,0.08118178,0.61417435,0.63115562,0.01258495,0.34817250,0.05211935,0.14779928
-2.92646323,1.59424131,0.36637860,0.08380093,0.63006656,0.64183893,0.01328544,0.35874435,0.05358289,0.15065907
-2.92046023,1.62545350,0.36247939,0.08645470,0.64681364,0.65335501,0.01395205,0.36974188,0.05497326,0.15352876
-2.91445723,1.65796306,0.35884765,0.08911191,0.66441215,0.66560542,0.01457673,0.38107765,0.05626182,0.15636896
-2.90845423,1.69146219,0.35557571,0.09173977,0.68285789,0.67846372,0.01515304,0.39264979,0.05741964,0.15913846
-2.90245123,1.72560707,0.35275606,0.09430508,0.70214920,0.69178245,0.01567636,0.40434588,0.05841860,0.16179633
-2.89644822,1.76003591,0.35048117,0.09677541,0.72228989,0.70540116,0.01614406,0.41604744,0.05923251,0.16430405
-2.89044522,1.79438737,0.34884278,0.09912036,0.74329134,0.71915486,0.01655559,0.42763459,0.05983819,0.16662760
-2.88444222,1.82831832,0.34793065,0.10131266,0.76517345,0.73288265,0.01691251,0.43899065,0.06021648,0.16873919
-2.87843922,1.86151970,0.34783066,0.10332910,0.78796409,0.74643583,0.01721840,0.45000638,0.06035303,0.17061880
-2.87243622,1.89372956,0.34862231,0.10515126,0.81169704,0.75968514,0.01747875,0.46058363,0.06023903,0.17225516
-2.86643322,1.92474237,0.35037557,0.10676600,0.83640824,0.77252678,0.01770070,0.47063813,0.05987159,0.17364632
-2.86043022,1.95441415,0.35314726,0.10816564,0.86213048,0.78488686,0.01789269,0.48010122,0.05925399,0.17479960
-2.85442721,1.98266308,0.35697710,0.10934780,0.88888678,0.79672413,0.01806412,0.48892048,0.05839560,0.17573110
-2.84842421,2.00946556,0.36188352,0.11031503,0.91668271,0.80803084,0.01822486,0.49705920,0.05731163,0.17646457
-2.84242121,2.03484824,0.36785970,0.11107410,0.94549828,0.81883189,0.01838478,0.50449471,0.05602255,0.17703000
-2.83641821,2.05887655,0.37486990,0.11163514,0.97527977,0.82918235,0.01855327,0.51121569,0.05455343,0.17746174
-2.83041521,2.08164070,0.38284642,0.11201052,1.00593235,0.83916362,0.01873875,0.51721878,0.05293303,0.17779646
-2.82441221,2.10324027,0.39168757,0.11221377,1.03731389,0.84887868,0.01894818,0.52250460,0.05119276,0.17807102
-2.81840920,2.12376870,0.40125674,0.11225836,1.06923075,0.85844672,0.01918674,0.52707362,0.04936568,0.17832035
-2.81240620,2.14329892,0.41138299,0.11215664,1.10143610,0.86799775,0.01945744,0.53092222,0.04748529,0.17857561
-2.80640320,2.16187132,0.42186303,0.11191889,1.13363107,0.87766747,0.01976095,0.53403909,0.04558459,0.17886256
-2.80040020,2.17948531,0.43246494,0.11155253,1.16546914,0.88759296,0.02009547,0.53640264,0.04369497,0.17920048
-2.79439720,2.19609512,0.44293342,0.11106171,1.19656371,0.89790949,0.02045676,0.53797929,0.04184543,0.17960148
-2.78839420,2.21161061,0.45299653,0.11044711,1.22649892,0.90874860,0.02083822,0.53872314,0.04006182,0.18007048
-2.78239120,2.22590306,0.46237373,0.10970604,1.25484320,0.92023768,0.02123119,0.53857697,0.03836635,0.18060570
-2.77638819,2.23881593,0.47078488,0.10883295,1.28116504,0.93250097,0.02162527,0.53747462,0.03677724,0.18119966
-2.77038519,2.25017997,0.47795986,0.10782015,1.30505038,0.94566183,0.02200877,0.53534475,0.03530855,0.18184077
-2.76438219,2.25983176,0.48364845,0.10665881,1.32612055,0.95984596,0.02236920,0.53211557,0.03397032,0.18251517
-2.75837919,2.26763438,0.48762989,0.10534008,1.34405002,0.97518530,0.02269387,0.52772060,0.03276874,0.18320886
-2.75237619,2.27349900,0.48972181,0.10385643,1.35858282,0.99182193,0.02297044,0.52210483,0.03170660,0.18391000
-2.74637319,2.27740569,0.48978798,0.10220289,1.36954672,1.00991161,0.02318749,0.51523105,0.03078374,0.18461107
-2.74037019,2.27942183,0.48774460,0.10037832,1.37686441,1.02962637,0.02333509,0.50708593,0.02999771,0.18531080
-2.73436718,2.27971696,0.48356476,0.09838651,1.38056084,1.05115567,0.02340527,0.49768543,0.02934436,0.18601586
-2.72836418,2.27857245,0.47728085,0.09623702,1.38076631,1.07470565,0.02339239,0.48707915,0.02881853,0.18674191
-2.72236118,2.27638528,0.46898482,0.09394587,1.37771508,1.10049630,0.02329346,0.47535341,0.02841461,0.18751414
-2.71635818,2.27366524,0.45882630,0.09153576,1.37173936,1.12875632,0.02310834,0.46263266,0.02812714,0.18836712
-2.71035518,2.27102536,0.44700863,0.08903607,1.36325911,1.15971565,0.02283975,0.44907925,0.02795119,0.18934399
-2.70435218,2.26916569,0.43378309,0.08648245,1.35276797,1.19359602,0.02249326,0.43489141,0.02788271,0.19049490
-2.69834917,2.26885130,0.41944151,0.08391611,1.34081611,1.23059968,0.02207703,0.42029946,0.02791872,0.19187494
-2.69234617,2.27088519,0.40430766,0.08138281,1.32799078,1.27089702,0.02160160,0.40556052,0.02805733,0.19354145
-2.68634317,2.27607770,0.38872787,0.07893157,1.31489560,1.31461359,0.02107942,0.39095182,0.02829763,0.19555100
-2.68034017,2.28521374,0.37306117,0.07661323,1.30212945,1.36181734,0.02052441,0.37676295,0.02863952,0.19795613
-2.67433717,2.29901964,0.35766946,0.07447886,1.29026606,1.41250686,0.01995142,0.36328742,0.02908330,0.20080203
-2.66833417,2.31813129,0.34290798,0.07257812,1.27983521,1.46660131,0.01937569,0.35081386,0.02962926,0.20412330
-2.66233117,2.34306502,0.32911651,0.07095768,1.27130612,1.52393290,0.01881226,0.33961716,0.03027726,0.20794116
-2.65632816,2.37419301,0.31661146,0.06965966,1.26507403,1.58424245,0.01827546,0.32995012,0.03102615,0.21226095
-2.65032516,2.41172404,0.30567900,0.06872025,1.26145004,1.64717849,0.01777835,0.32203568,0.03187334,0.21707042
-2.64432216,2.45569071,0.29656950,0.06816855,1.26065468,1.71230032,0.01733232,0.31606013,0.03281429,0.22233867
-2.63831916,2.50594368,0.28949310,0.06802555,1.26281525,1.77908494,0.01694672,0.31216753,0.03384221,0.22801593
-2.63231616,2.56215286,0.28461649,0.06830349,1.26796669,1.84693788,0.01662856,0.31045546,0.03494773,0.23403421
-2.62631316,2.62381565,0.28206086,0.06900536,1.27605585,1.91520759,0.01638233,0.31097214,0.03611879,0.24030882
-2.62031016,2.69027148,0.28190075,0.07012475,1.28694859,1.98320274,0.01620993,0.31371500,0.03734059,0.24674059
-2.61430715,2.76072187,0.28416381,0.07164590,1.30043938,2.05021195,0.01611070,0.31863071,0.03859572,0.25321887
-2.60830415,2.83425512,0.28883125,0.07354408,1.31626269,2.11552488,0.01608149,0.32561648,0.03986448,0.25962508
-2.60230115,2.90987416,0.29583891,0.07578603,1.33410562,2.17845411,0.01611690,0.33452257,0.04112519,0.26583663
-2.59629815,2.98652648,0.30507882,0.07833077,1.35362130,2.23835652,0.01620951,0.34515591,0.04235475,0.27173112
-2.59029515,3.06313485,0.31640120,0.08113041,1.37444235,2.29465356,0.01635022,0.35728464,0.04352925,0.27719047
-2.58429215,3.13862749,0.32961688,0.08413122,1.39619407,2.34684943,0.01652863,0.37064334,0.04462460,0.28210500
-2.57828914,3.21196676,0.34450020,0.08727469,1.41850689,2.39454641,0.01673341,0.38493903,0.04561727,0.28637707
-2.57228614,3.28217533,0.36079233,0.09049879,1.44102768,2.43745685,0.01695272,0.39985743,0.04648496,0.28992425
-2.56628314,3.34835922,0.37820522,0.09373916,1.46342984,2.47541130,0.01717462,0.41506978,0.04720732,0.29268186
-2.56028014,3.40972705,0.39642609,0.09693044,1.48542173,2.50836261,0.01738742,0.43023969,0.04776652,0.29460469
-2.55427714,3.46560534,0.41512263,0.10000758,1.50675353,2.53638578,0.01758006,0.44503023,0.04814786,0.29566802
-2.54827414,3.51544965,0.43394894,0.10290710,1.52722236,2.55967379,0.01774242,0.45911097,0.04834016,0.29586768
-2.54227114,3.55885149,0.45255208,0.10556843,1.54667554,2.57852953,0.01786556,0.47216490,0.04833606,0.29521943
-2.53626813,3.59554133,0.47057937,0.10793514,1.56501207,2.59335415,0.01794194,0.48389523,0.04813228,0.29375750
-2.53026513,3.62538768,0.48768611,0.10995613,1.58218232,2.60463230,0.01796558,0.49403178,0.04772962,0.29153247
-2.52426213,3.64839265,0.50354373,0.11158672,1.59818581,2.61291471,0.01793214,0.50233697,0.04713291,0.28860872
-2.51825913,3.66468416,0.51784798,0.11278966,1.61306725,2.61879859,0.01783896,0.50861128,0.04635078,0.28506129
-2.51225613,3.67450512,0.53032697,0.11353599,1.62691079,2.62290652,0.01768503,0.51269787,0.04539543,0.28097269
-2.50625313,3.67819988,0.54074875,0.11380574,1.63983261,2.62586417,0.01747090,0.51448644,0.04428212,0.27642947
-2.50025013,3.67619815,0.54892803,0.11358839,1.65197190,2.62827764,0.01719863,0.51391603,0.04302881,0.27151890
-2.49424712,3.66899681,0.55473178,0.11288318,1.66348053,2.63071092,0.01687155,0.51097671,0.04165555,0.26632584
-2.48824412,3.65713996,0.55808337,0.11169915,1.67451158,2.63366400,0.01649412,0.50570991,0.04018394,0.26092994
-2.48224112,3.64119768,0.55896509,0.11005491,1.68520713,2.63755239,0.01607171,0.49820756,0.03863658,0.25540320
-2.47623812,3.62174404,0.55741870,0.10797820,1.69568576,2.64268871,0.01561038,0.48860975,0.03703649,0.24980814
-2.47023512,3.59933508,0.55354418,0.10550512,1.70603031,2.64926688,0.01511664,0.47710106,0.03540660,0.24419637
-2.46423212,3.57448751,0.54749638,0.10267924,1.71627641,2.65734984,0.01459721,0.46390560,0.03376921,0.23860788
-2.45822911,3.54765903,0.53947996,0.09955038,1.72640258,2.66686128,0.01405885,0.44928088,0.03214561,0.23307081
-2.45222611,3.51923115,0.52974252,0.09617331,1.73632248,2.67758206,0.01350809,0.43351067,0.03055570,0.22760182
-2.44622311,3.48949536,0.51856649,0.09260625,1.74587983,2.68915191,0.01295112,0.41689709,0.02901766,0.22220700
-2.44022011,3.45864366,0.50625986,0.08890935,1.75484682,2.70107667,0.01239362,0.39975223,0.02754776,0.21688312
-2.43421711,3.42676395,0.49314632,0.08514314,1.76292610,2.71274123,0.01184063,0.38238954,0.02616021,0.21161938
-2.42821411,3.39384081,0.47955507,0.08136693,1.76975690,2.72342822,0.01129652,0.36511525,0.02486703,0.20639936
-2.42221111,3.35976199,0.46581089,0.07763744,1.77492505,2.73234192,0.01076489,0.34822028,0.02367809,0.20120319
-2.41620810,3.32433037,0.45222470,0.07400743,1.77797689,2.73863679,0.01024863,0.33197281,0.02260112,0.19600973
-2.41020510,3.28728098,0.43908504,0.07052458,1.77843654,2.74144969,0.00974991,0.31661169,0.02164177,0.19079878
-2.40420210,3.24830236,0.42665075,0.06723057,1.77582593,2.73993456,0.00927026,0.30234115,0.02080371,0.18555312
-2.39819910,3.20706117,0.41514509,0.06416034,1.76968662,2.73329800,0.00881064,0.28932667,0.02008881,0.18026035
-2.39219610,3.16322873,0.40475137,0.06134169,1.75960252,2.72083437,0.00837154,0.27769238,0.01949723,0.17491435
-2.38619310,3.11650799,0.39561027,0.05879499,1.74522229,2.70195856,0.00795309,0.26751981,0.01902756,0.16951638
-2.38019010,3.06665950,0.38781876,0.05653324,1.72628030,2.67623494,0.00755516,0.25884813,0.01867697,0.16407582
-2.37418709,3.01352485,0.38143052,0.05456228,1.70261512,2.64340103,0.00717751,0.25167578,0.01844134,0.15861029
-2.36818409,2.95704622,0.37645784,0.05288121,1.67418447,2.60338470,0.00681981,0.24596328,0.01831533,0.15314548
-2.36218109,2.89728108,0.37287469,0.05148298,1.64107596,2.55631385,0.00648182,0.24163721,0.01829249,0.14771438
-2.35617809,2.83441121,0.37062090,0.05035507,1.60351300,2.50251841,0.00616336,0.23859509,0.01836535,0.14235622
-2.35017509,2.76874567,0.36960714,0.04948037,1.56185559,2.44252429,0.00586443,0.23671092,0.01852548,0.13711500
-2.34417209,2.70071789,0.36972042,0.04883804,1.51659612,2.37703980,0.00558521,0.23584132,0.01876359,0.13203782
-2.33816908,2.63087714,0.37083014,0.04840445,1.46835041,2.30693541,0.00532608,0.23583191,0.01906959,0.12717303
-2.33216608,2.55987525,0.37279424,0.04815413,1.41784454,2.23321777,0.00508759,0.23652375,0.01943273,0.12256831
-2.32616308,2.48844964,0.37546535,0.04806078,1.36589828,2.15699966,0.00487051,0.23775977,0.01984175,0.11826890
-2.32016008,2.41740381,0.37869695,0.04809817,1.31340601,2.07946730,0.00467578,0.23939083,0.02028502,0.11431585
-2.31415708,2.34758673,0.38234909,0.04824107,1.26131605,2.00184676,0.00450452,0.24128138,0.02075081,0.11074470
-2.30815408,2.27987228,0.38629386,0.04846608,1.21060953,1.92537098,0.00435805,0.24331449,0.02122750,0.10758436
-2.30215108,2.21513997,0.39042035,0.04875247,1.16227953,1.85124906,0.00423787,0.24539626,0.02170392,0.10485646
-2.29614807,2.15425793,0.39463895,0.04908284,1.11731132,1.78063882,0.00414577,0.24745927,0.02216966,0.10257508
-2.29014507,2.09806864,0.39888508,0.04944375,1.07666443,1.71462359,0.00408387,0.24946530,0.02261541,0.10074696
-2.28414207,2.04737797,0.40312212,0.04982628,1.04125663,1.65419388,0.00405472,0.25140697,0.02303332,0.09937206
-2.27813907,2.00294733,0.40734346,0.05022635,1.01195030,1.60023400,0.00406146,0.25330841,0.02341738,0.09844452
-2.27213607,1.96548869,0.41157371,0.05064503,0.98954080,1.55351342,0.00410793,0.25522490,0.02376363,0.09795387
-2.26613307,1.93566184,0.41586886,0.05108860,0.97474683,1.51468249,0.00419888,0.25724154,0.02407053,0.09788646
-2.26013007,1.91407317,0.42031540,0.05156856,0.96820233,1.48427177,0.00434015,0.25947083,0.02433905,0.09822698
-2.25412706,1.90127492,0.42502840,0.05210135,0.97044930,1.46269392,0.00453885,0.26204938,0.02457283,0.09895994
-2.24812406,1.89776415,0.43014841,0.05270797,0.98193126,1.45024737,0.00480355,0.26513367,0.02477813,0.10007106
-2.24212106,1.90398037,0.43583736,0.05341343,1.00298673,1.44712078,0.00514441,0.26889513,0.02496375,0.10154839
-2.23611806,1.92030133,0.44227335,0.05424599,1.03384245,1.45339727,0.00557332,0.27351451,0.02514077,0.10338319
-2.23011506,1.94703630,0.44964460,0.05523627,1.07460620,1.46905796,0.00610393,0.27917579,0.02532220,0.10557038
-2.22411206,1.98441684,0.45814261,0.05641623,1.12525919,1.49398421,0.00675165,0.28605976,0.02552257,0.10810864
-2.21810905,2.03258512,0.46795470,0.05781800,1.18564813,1.52795851,0.00753349,0.29433754,0.02575737,0.11100001
-2.21210605,2.09158019,0.47925626,0.05947270,1.25547772,1.57066393,0.00846793,0.30416409,0.02604244,0.11424924
-2.20610305,2.16132306,0.49220300,0.06140916,1.33430379,1.62168257,0.00957451,0.31567211,0.02639331,0.11786263
-2.20010005,2.24160151,0.50692331,0.06365265,1.42152822,1.68049358,0.01087344,0.32896643,0.02682458,0.12184674
-2.19409705,2.33205581,0.52351138,0.06622369,1.51639630,1.74647144,0.01238499,0.34411912,0.02734920,0.12620679
