energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.12106473,0.04473449,0.02841620,0.19342761,0.09817970,0.01705395,0.67863502,0.31925418,0.15284111
-5.99399700,1.11440673,0.04426281,0.02890368,0.19430115,0.09575986,0.01568847,0.67727679,0.32501374,0.15895098
-5.98799400,1.11373157,0.04380491,0.02950443,0.19663340,0.09383346,0.01449960,0.67970395,0.33231345,0.16509695
-5.98199100,1.11881745,0.04336493,0.03020944,0.20037137,0.09239804,0.01348507,0.68577368,0.34105322,0.17122368
-5.97598799,1.12937008,0.04294893,0.03100808,0.20544609,0.09144432,0.01263923,0.69529689,0.35111948,0.17728265
-5.96998499,1.14503432,0.04256527,0.03188830,0.21177453,0.09095738,0.01195358,0.70804468,0.36238701,0.18323281
-5.96398199,1.16540521,0.04222497,0.03283689,0.21926153,0.09091766,0.01141723,0.72375443,0.37472044,0.18904085
-5.95797899,1.19003782,0.04194171,0.03383970,0.22780171,0.09130179,0.01101746,0.74213539,0.38797560,0.19468121
-5.95197599,1.21845590,0.04173172,0.03488186,0.23728144,0.09208325,0.01074021,0.76287370,0.40200065,0.20013562
-5.94597299,1.25015927,0.04161333,0.03594801,0.24758070,0.09323281,0.01057058,0.78563687,0.41663713,0.20539243
-5.93996998,1.28463013,0.04160642,0.03702254,0.25857498,0.09471876,0.01049332,0.81007786,0.43172097,0.21044567
-5.93396698,1.32133852,0.04173157,0.03808976,0.27013719,0.09650710,0.01049320,0.83583895,0.44708364,0.21529399
-5.92796398,1.35974732,0.04200909,0.03913418,0.28213952,0.09856158,0.01055543,0.86255545,0.46255343,0.21993947
-5.92196098,1.39931702,0.04245797,0.04014070,0.29445539,0.10084374,0.01066594,0.88985973,0.47795717,0.22438642
-5.91595798,1.43951084,0.04309471,0.04109486,0.30696139,0.10331301,0.01081164,0.91738545,0.49312212,0.22864037
-5.90995498,1.47980018,0.04393218,0.04198310,0.31953929,0.10592684,0.01098061,0.94477234,0.50787845,0.23270701
-5.90395198,1.51967084,0.04497856,0.04279301,0.33207806,0.10864106,0.01116224,0.97167151,0.52206202,0.23659154
-5.89794897,1.55863007,0.04623637,0.04351351,0.34447584,0.11141032,0.01134728,0.99775123,0.53551751,0.24029805
-5.89194597,1.59621423,0.04770166,0.04413519,0.35664195,0.11418874,0.01152788,1.02270321,0.54810188,0.24382934
-5.88594297,1.63199716,0.04936348,0.04465041,0.36849866,0.11693068,0.01169755,1.04624909,0.55968792,0.24718687
-5.87993997,1.66559876,0.05120357,0.04505359,0.37998296,0.11959175,0.01185113,1.06814694,0.57016783,0.25037105
-5.87393697,1.69669361,0.05319633,0.04534127,0.39104791,0.12212979,0.01198463,1.08819753,0.57945659,0.25338167
-5.86793397,1.72501901,0.05530916,0.04551229,0.40166380,0.12450599,0.01209517,1.10624990,0.58749501,0.25621859
-5.86193097,1.75038210,0.05750302,0.04556778,0.41181888,0.12668599,0.01218081,1.12220605,0.59425216,0.25888248
-5.85592796,1.77266561,0.05973336,0.04551119,0.42151962,0.12864088,0.01224039,1.13602432,0.59972722,0.26137571
-5.84992496,1.79183172,0.06195127,0.04534820,0.43079050,0.13034805,0.01227344,1.14772126,0.60395037,0.26370318
-5.84392196,1.80792373,0.06410491,0.04508658,0.43967325,0.13179196,0.01227996,1.15737170,0.60698280,0.26587315
-5.83791896,1.82106535,0.06614105,0.04473601,0.44822555,0.13296453,0.01226038,1.16510697,0.60891581,0.26789791
-5.83191596,1.83145740,0.06800680,0.04430784,0.45651921,0.13386538,0.01221541,1.17111119,0.60986881,0.26979440
-5.82591296,1.83937194,0.06965134,0.04381477,0.46463785,0.13450179,0.01214594,1.17561569,0.60998644,0.27158446
-5.81990995,1.84514405,0.07102766,0.04327054,0.47267416,0.13488826,0.01205303,1.17889180,0.60943494,0.27329503
-5.81390695,1.84916143,0.07209418,0.04268960,0.48072685,0.13504601,0.01193781,1.18124223,0.60839769,0.27495801
-5.80790395,1.85185235,0.07281626,0.04208671,0.48889733,0.13500206,0.01180152,1.18299132,0.60707036,0.27660985
-5.80190095,1.85367233,0.07316748,0.04147662,0.49728636,0.13478828,0.01164547,1.18447478,0.60565574,0.27829100
-5.79589795,1.85509021,0.07313056,0.04087372,0.50599069,0.13444019,0.01147110,1.18602914,0.60435847,0.28004501
-5.78989495,1.85657420,0.07269814,0.04029173,0.51509993,0.13399577,0.01127995,1.18798154,0.60337996,0.28191756
-5.78389195,1.85857857,0.07187302,0.03974341,0.52469375,0.13349426,0.01107377,1.19064031,0.60291364,0.28395525
-5.77788894,1.86153140,0.07066824,0.03924040,0.53483950,0.13297493,0.01085450,1.19428664,0.60314084,0.28620431
-5.77188594,1.86582415,0.06910668,0.03879297,0.54559040,0.13247606,0.01062432,1.19916783,0.60422732,0.28870932
-5.76588294,1.87180330,0.06722041,0.03840998,0.55698442,0.13203397,0.01038572,1.20549236,0.60632067,0.29151183
-5.75987994,1.87976435,0.06504968,0.03809877,0.56904376,0.13168234,0.01014146,1.21342687,0.60954865,0.29464912
-5.75387694,1.88994843,0.06264177,0.03786521,0.58177508,0.13145159,0.00989464,1.22309521,0.61401845,0.29815301
-5.74787394,1.90254145,0.06004950,0.03771371,0.59517043,0.13136859,0.00964866,1.23457939,0.61981678,0.30204884
-5.74187094,1.91767569,0.05732971,0.03764735,0.60920874,0.13145653,0.00940722,1.24792245,0.62701091,0.30635461
-5.73586793,1.93543344,0.05454164,0.03766797,0.62385781,0.13173490,0.00917428,1.26313269,0.63565027,0.31108031
-5.72986493,1.95585250,0.05174523,0.03777637,0.63907684,0.13221977,0.00895404,1.28018921,0.64576864,0.31622750
-5.72386193,1.97893281,0.04899955,0.03797243,0.65481900,0.13292402,0.00875088,1.29904814,0.65738668,0.32178907
-5.71785893,2.00464383,0.04636127,0.03825531,0.67103432,0.13385776,0.00856929,1.31964921,0.67051454,0.32774921
-5.71185593,2.03293198,0.04388323,0.03862358,0.68767233,0.13502872,0.00841380,1.34192220,0.68515445,0.33408358
-5.70585293,2.06372774,0.04161322,0.03907539,0.70468463,0.13644264,0.00828890,1.36579278,0.70130299,0.34075969
-5.69984992,2.09695166,0.03959295,0.03960855,0.72202699,0.13810359,0.00819896,1.39118744,0.71895292,0.34773735
-5.69384692,2.13251914,0.03785721,0.04022060,0.73966104,0.14001424,0.00814816,1.41803719,0.73809439,0.35496934
-5.68784392,2.17034339,0.03643321,0.04090885,0.75755532,0.14217599,0.00814038,1.44627969,0.75871545,0.36240212
-5.68184092,2.21033667,0.03534024,0.04167036,0.77568573,0.14458899,0.00817912,1.47585990,0.78080181,0.36997668
-5.67583792,2.25240957,0.03458938,0.04250189,0.79403524,0.14725206,0.00826743,1.50672912,0.80433584,0.37762938
-5.66983492,2.29646852,0.03418360,0.04339978,0.81259303,0.15016247,0.00840785,1.53884255,0.82929481,0.38529291
-5.66383192,2.34241192,0.03411789,0.04435983,0.83135291,0.15331567,0.00860234,1.57215565,0.85564865,0.39289732
-5.65782891,2.39012512,0.03437964,0.04537716,0.85031132,0.15670497,0.00885222,1.60661961,0.88335718,0.40037096
-5.65182591,2.43947491,0.03494921,0.04644601,0.86946487,0.16032121,0.00915818,1.64217633,0.91236721,0.40764168
-5.64582291,2.49030401,0.03580058,0.04755959,0.88880769,0.16415246,0.00952024,1.67875338,0.94260969,0.41463788
-5.63981991,2.54242636,0.03690213,0.04870991,0.90832871,0.16818386,0.00993779,1.71625946,0.97399721,0.42128975
-5.63381691,2.59562363,0.03821763,0.04988770,0.92800906,0.17239751,0.01040962,1.75458082,1.00642202,0.42753057
-5.62781391,2.64964376,0.03970717,0.05108230,0.94781993,0.17677264,0.01093397,1.79357909,1.03975513,0.43329798
-5.62181091,2.70420183,0.04132828,0.05228164,0.96772086,0.18128596,0.01150865,1.83309098,1.07384639,0.43853543
-5.61580790,2.75898383,0.04303703,0.05347232,0.98765883,0.18591220,0.01213113,1.87292999,1.10852600,0.44319360
-5.60980490,2.81365323,0.04478917,0.05463976,1.00756822,0.19062494,0.01279866,1.91289041,1.14360740,0.44723186
-5.60380190,2.86786061,0.04654123,0.05576839,1.02737172,0.19539763,0.01350842,1.95275348,1.17889170,0.45061971
-5.59779890,2.92125576,0.04825164,0.05684196,1.04698219,0.20020483,0.01425764,1.99229560,1.21417343,0.45333813
-5.59179590,2.97350205,0.04988168,0.05784397,1.06630556,0.20502353,0.01504377,2.03129821,1.24924751,0.45538081
-5.58579290,3.02429200,0.05139644,0.05875805,1.08524449,0.20983453,0.01586456,2.06955869,1.28391710,0.45675519
-5.57978989,3.07336338,0.05276555,0.05956852,1.10370269,0.21462381,0.01671819,2.10690184,1.31800183,0.45748310
-5.57378689,3.12051453,0.05396379,0.06026086,1.12158958,0.21938373,0.01760332,2.14319079,1.35134605,0.45760118
-5.56778389,3.16561776,0.05497151,0.06082230,1.13882507,0.22411397,0.01851908,2.17833681,1.38382632,0.45716068
-5.56178089,3.20862963,0.05577490,0.06124222,1.15534392,0.22882213,0.01946511,2.21230684,1.41535771,0.45622682
-5.55577789,3.24959690,0.05636595,0.06151269,1.17109942,0.23352386,0.02044139,2.24512809,1.44589817,0.45487751
-5.54977489,3.28865717,0.05674235,0.06162872,1.18606598,0.23824246,0.02144813,2.27688879,1.47545050,0.45320147
-5.54377189,3.32603348,0.05690706,0.06158860,1.20024029,0.24300789,0.02248561,2.30773478,1.50406147,0.45129569
-5.53776888,3.36202244,0.05686782,0.06139390,1.21364076,0.24785514,0.02355386,2.33786128,1.53181773,0.44926229
-5.53176588,3.39697587,0.05663642,0.06104953,1.22630509,0.25282210,0.02465241,2.36750021,1.55883851,0.44720486
-5.52576288,3.43127640,0.05622794,0.06056349,1.23828599,0.25794676,0.02577999,2.39690295,1.58526513,0.44522434
-5.51975988,3.46530784,0.05565985,0.05994656,1.24964498,0.26326414,0.02693416,2.42631946,1.61124764,0.44341461
-5.51375688,3.49942173,0.05495113,0.05921183,1.26044472,0.26880278,0.02811107,2.45597456,1.63692926,0.44185802
-5.50775388,3.53390174,0.05412133,0.05837410,1.27074005,0.27458122,0.02930510,2.48604255,1.66242930,0.44062091
-5.50175088,3.56892781,0.05318975,0.05744925,1.28056844,0.28060456,0.03050872,2.51662173,1.68782548,0.43974955
-5.49574787,3.60454245,0.05217468,0.05645350,1.28994023,0.28686123,0.03171227,2.54771029,1.71313688,0.43926653
-5.48974487,3.64062122,0.05109272,0.05540266,1.29882956,0.29332043,0.03290397,2.57918528,1.73830839,0.43916794
-5.48374187,3.67684973,0.04995831,0.05431150,1.30716651,0.29993013,0.03406991,2.61078614,1.76319810,0.43942151
-5.47773887,3.71270897,0.04878337,0.05319306,1.31483113,0.30661607,0.03519427,2.64210438,1.78756835,0.43996579
-5.47173587,3.74747064,0.04757712,0.05205812,1.32165002,0.31328180,0.03625957,2.67258024,1.81108156,0.44071067
-5.46573287,3.78020337,0.04634605,0.05091488,1.32739585,0.31980974,0.03724705,2.70150746,1.83330127,0.44153904
-5.45972986,3.80979051,0.04509409,0.04976865,1.33179007,0.32606350,0.03813724,2.72804625,1.85369894,0.44230989
-5.45372686,3.83495903,0.04382283,0.04862180,1.33450905,0.33189127,0.03891045,2.75124442,1.87166637,0.44286245
-5.44772386,3.85431894,0.04253195,0.04747387,1.33519339,0.33713015,0.03954750,2.77006606,1.88653350,0.44302154
-5.44172086,3.86641142,0.04121962,0.04632182,1.33346025,0.34161145,0.04003031,2.78342670,1.89759098,0.44260370
-5.43571786,3.86976389,0.03988310,0.04516043,1.32891800,0.34516651,0.04034264,2.79023341,1.90411651,0.44142398
-5.42971486,3.86294919,0.03851917,0.04398284,1.32118276,0.34763292,0.04047069,2.78942803,1.90540370,0.43930309
-5.42371186,3.84464621,0.03712472,0.04278112,1.30989573,0.34886080,0.04040371,2.78003142,1.90079215,0.43607445
-5.41770885,3.81369887,0.03569722,0.04154693,1.29474073,0.34871889,0.04013446,2.76118657,1.88969723,0.43159107
