energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.86793397,2.16303348,0.00717850,0.19270007,0.27143322,1.05867280,0.96117866,0.02183482,0.67248624
-5.86193097,2.24945889,0.00739134,0.20820956,0.28179630,1.13195574,0.98752276,0.02261257,0.69816528
-5.85592796,2.34808902,0.00764755,0.22475236,0.29348298,1.21044898,1.01956812,0.02354685,0.72764155
-5.84992496,2.45790628,0.00794403,0.24216496,0.30636206,1.29325593,1.05695750,0.02463449,0.76066504
-5.84392196,2.57763983,0.00827633,0.26026156,0.32027001,1.37935899,1.09922214,0.02586986,0.79690532
-5.83791896,2.70578421,0.00863868,0.27883668,0.33501270,1.46763706,1.14578841,0.02724477,0.83595611
-5.83191596,2.84062449,0.00902417,0.29766842,0.35036814,1.55688629,1.19598731,0.02874848,0.87734177
-5.82591296,2.98026781,0.00942485,0.31652225,0.36609014,1.64584354,1.24906681,0.03036777,0.92052591
-5.81990995,3.12268017,0.00983198,0.33515544,0.38191295,1.73321188,1.30420654,0.03208701,0.96492153
-5.81390695,3.26572769,0.01023624,0.35332176,0.39755664,1.81768754,1.36053460,0.03388838,1.00990267
-5.80790395,3.40722098,0.01062798,0.37077651,0.41273314,1.89798744,1.41714590,0.03575205,1.05481711
-5.80190095,3.54496133,0.01099754,0.38728167,0.42715275,1.97287643,1.47312140,0.03765647,1.09899971
-5.79589795,3.67678730,0.01133550,0.40261092,0.44053099,2.04119366,1.52754774,0.03957867,1.14178605
-5.78989495,3.80062017,0.01163296,0.41655448,0.45259539,2.10187699,1.57953665,0.04149461,1.18252597
-5.78389195,3.91450691,0.01188183,0.42892354,0.46309225,2.15398500,1.62824333,0.04337959,1.22059654
-5.77788894,4.01665930,0.01207508,0.43955416,0.47179289,2.19671576,1.67288337,0.04520860,1.25541414
-5.77188594,4.10548813,0.01220691,0.44831043,0.47849943,2.22942199,1.71274772,0.04695679,1.28644537
-5.76588294,4.17963151,0.01227297,0.45508690,0.48304966,2.25162216,1.74721515,0.04859985,1.31321645
-5.75987994,4.23797656,0.01227044,0.45981017,0.48532107,2.26300730,1.77576199,0.05011445,1.33532101
-5.75387694,4.27967433,0.01219813,0.46243957,0.48523371,2.26344346,1.79796897,0.05147864,1.35242597
-5.74787394,4.30414751,0.01205643,0.46296697,0.48275197,2.25296990,1.81352513,0.05267221,1.36427574
-5.74187094,4.31109140,0.01184734,0.46141577,0.47788508,2.23179318,1.82222874,0.05367707,1.37069444
-5.73586793,4.30046847,0.01157431,0.45783912,0.47068643,2.20027752,1.82398570,0.05447754,1.37158646
-5.72986493,4.27249716,0.01124210,0.45231754,0.46125172,2.15893192,1.81880543,0.05506067,1.36693534
-5.72386193,4.22763576,0.01085663,0.44495593,0.44971603,2.10839441,1.80679494,0.05541641,1.35680122
-5.71785893,4.16656245,0.01042473,0.43588030,0.43624993,2.04941428,1.78815124,0.05553783,1.34131702
-5.71185593,4.09015231,0.00995391,0.42523422,0.42105480,1.98283264,1.76315276,0.05542122,1.32068363
-5.70585293,3.99945253,0.00945211,0.41317520,0.40435748,1.90956219,1.73215020,0.05506619,1.29516418
-5.69984992,3.89565670,0.00892747,0.39987111,0.38640458,1.83056665,1.69555714,0.05447565,1.26507783
-5.69384692,3.78007903,0.00838810,0.38549678,0.36745641,1.74684044,1.65384088,0.05365576,1.23079302
-5.68784392,3.65412919,0.00784185,0.37023090,0.34778105,1.65938925,1.60751376,0.05261584,1.19272055
-5.68184092,3.51928848,0.00729614,0.35425316,0.32764841,1.56921183,1.55712507,0.05136823,1.15130651
-5.67583792,3.37708748,0.00675779,0.33774188,0.30732466,1.47728339,1.50325380,0.04992802,1.10702521
-5.66983492,3.22908553,0.00623294,0.32087197,0.28706715,1.38454092,1.44650204,0.04831284,1.06037215
-5.66383192,3.07685207,0.00572693,0.30381325,0.26711981,1.29187064,1.38748911,0.04654250,1.01185711
-5.65782891,2.92194959,0.00524429,0.28672918,0.24770923,1.20009761,1.32684609,0.04463870,0.96199743
-5.65182591,2.76591824,0.00478873,0.26977589,0.22904143,1.10997760,1.26521080,0.04262459,0.91131138
-5.64582291,2.61026164,0.00436313,0.25310141,0.21129933,1.02219125,1.20322273,0.04052439,0.86031173
-5.63981991,2.45643378,0.00396964,0.23684514,0.19464087,0.93734019,1.14151803,0.03836298,0.80949960
-5.63381691,2.30582666,0.00360969,0.22113745,0.17919790,0.85594528,1.08072413,0.03616542,0.75935840
-5.62781391,2.15975864,0.00328412,0.20609933,0.16507556,0.77844658,1.02145408,0.03395656,0.71034819
-5.62181091,2.01946329,0.00299323,0.19184212,0.15235228,0.70520484,0.96430045,0.03176059,0.66290030
-5.61580790,1.88607876,0.00273689,0.17846724,0.14108026,0.63650448,0.90982890,0.02960068,0.61741238
-5.60980490,1.76063784,0.00251463,0.16606581,0.13128634,0.57255755,0.85857144,0.02749857,0.57424401
-5.60380190,1.64405876,0.00232571,0.15471843,0.12297324,0.51350864,0.81101962,0.02547428,0.53371284
-5.59779890,1.53713709,0.00216920,0.14449471,0.11612109,0.45944043,0.76761784,0.02354582,0.49609149
-5.59179590,1.44053883,0.00204407,0.13545299,0.11068915,0.41037959,0.72875697,0.02172900,0.46160528
-5.58579290,1.35479514,0.00194920,0.12763988,0.10661776,0.36630298,0.69476862,0.02003721,0.43043073
-5.57978989,1.28029878,0.00188343,0.12108996,0.10383046,0.32714375,0.66592019,0.01848139,0.40269503
-5.57378689,1.21730247,0.00184563,0.11582542,0.10223613,0.29279731,0.64241096,0.01706994,0.37847644
-5.56778389,1.16591931,0.00183466,0.11185581,0.10173134,0.26312698,0.62436935,0.01580877,0.35780553
-5.56178089,1.12612517,0.00184941,0.10917779,0.10220267,0.23796913,0.61185146,0.01470137,0.34066732
-5.55577789,1.09776295,0.00188880,0.10777503,0.10352910,0.21713785,0.60484078,0.01374892,0.32700415
-5.54977489,1.08054865,0.00195173,0.10761814,0.10558439,0.20042887,0.60324921,0.01295045,0.31671908
-5.54377189,1.07407874,0.00203712,0.10866476,0.10823949,0.18762295,0.60691914,0.01230302,0.30967987
-5.53776888,1.07783875,0.00214386,0.11085968,0.11136480,0.17848854,0.61562650,0.01180196,0.30572322
-5.53176588,1.09121269,0.00227074,0.11413510,0.11483239,0.17278386,0.62908462,0.01144102,0.30465912
-5.52576288,1.11349296,0.00241650,0.11841105,0.11851804,0.17025842,0.64694874,0.01121265,0.30627524
-5.51975988,1.14389052,0.00257974,0.12359588,0.12230318,0.17065410,0.66882093,0.01110816,0.31034119
-5.51375688,1.18154525,0.00275892,0.12958697,0.12607653,0.17370595,0.69425545,0.01111793,0.31661251
-5.50775388,1.22553627,0.00295232,0.13627152,0.12973555,0.17914282,0.72276438,0.01123158,0.32483448
-5.50175088,1.27489240,0.00315801,0.14352764,0.13318763,0.18668798,0.75382349,0.01143811,0.33474549
-5.49574787,1.32860284,0.00337384,0.15122561,0.13635102,0.19605989,0.78687847,0.01172607,0.34608032
-5.48974487,1.38562827,0.00359747,0.15922935,0.13915551,0.20697338,0.82135156,0.01208364,0.35857310
-5.48374187,1.44491269,0.00382632,0.16739824,0.14154282,0.21914121,0.85664865,0.01249874,0.37196026
-5.47773887,1.50539623,0.00405759,0.17558907,0.14346687,0.23227623,0.89216708,0.01295917,0.38598341
-5.47173587,1.56602929,0.00428835,0.18365843,0.14489376,0.24609424,0.92730417,0.01345261,0.40039248
-5.46573287,1.62578809,0.00451551,0.19146512,0.14580174,0.26031744,0.96146657,0.01396683,0.41494899
-5.45972986,1.68369174,0.00473592,0.19887299,0.14618095,0.27467866,0.99408051,0.01448970,0.42942969
-5.45372686,1.73882084,0.00494644,0.20575372,0.14603321,0.28892612,1.02460280,0.01500935,0.44363052
-5.44772386,1.79033712,0.00514399,0.21198985,0.14537181,0.30282864,1.05253249,0.01551433,0.45737095
-5.44172086,1.83750397,0.00532570,0.21747762,0.14422118,0.31618122,1.07742291,0.01599369,0.47049850
-5.43571786,1.87970685,0.00548894,0.22212985,0.14261676,0.32881067,1.09889362,0.01643721,0.48289343
-5.42971486,1.91647314,0.00563147,0.22587847,0.14060478,0.34058108,1.11664206,0.01683553,0.49447331
-5.42371186,1.94749014,0.00575151,0.22867675,0.13824210,0.35139885,1.13045410,0.01718034,0.50519725
-5.41770885,1.97262044,0.00584784,0.23050103,0.13559606,0.36121711,1.14021312,0.01746457,0.51506953
-5.41170585,1.99191345,0.00591986,0.23135191,0.13274426,0.37003902,1.14590702,0.01768254,0.52414225
-5.40570285,2.00561233,0.00596766,0.23125475,0.12977427,0.37791996,1.14763256,0.01783008,0.53251683
-5.39969985,2.01415512,0.00599206,0.23025952,0.12678320,0.38496826,1.14559672,0.01790471,0.54034396
-5.39369685,2.01816984,0.00599464,0.22843976,0.12387709,0.39134434,1.14011461,0.01790561,0.54782186
-5.38769385,2.01846285,0.00597768,0.22589088,0.12117002,0.39725805,1.13160382,0.01783377,0.55519268
-5.38169085,2.01600053,0.00594419,0.22272765,0.11878303,0.40296437,1.12057523,0.01769186,0.56273700
-5.37568784,2.01188448,0.00589781,0.21908108,0.11684265,0.40875734,1.10762023,0.01748423,0.57076637
-5.36968484,2.00732094,0.00584273,0.21509462,0.11547913,0.41496227,1.09339501,0.01721675,0.57961421
-5.36368184,2.00358512,0.00578361,0.21091991,0.11482437,0.42192663,1.07860209,0.01689666,0.58962513
-5.35767884,2.00198187,0.00572546,0.20671226,0.11500944,0.43000960,1.06397000,0.01653233,0.60114316
-5.35167584,2.00380399,0.00567349,0.20262590,0.11616196,0.43957074,1.05023170,0.01613304,0.61449926
-5.34567284,2.01028984,0.00563300,0.19880918,0.11840310,0.45095804,1.03810267,0.01570870,0.62999856
-5.33966983,2.02258189,0.00560925,0.19540010,0.12184447,0.46449581,1.02825952,0.01526954,0.64790798
-5.33366683,2.04168791,0.00560732,0.19252197,0.12658492,0.48047272,1.02131995,0.01482587,0.66844462
-5.32766383,2.06844645,0.00563203,0.19027973,0.13270733,0.49913048,1.01782487,0.01438780,0.69176565
-5.32166083,2.10349799,0.00568780,0.18875677,0.14027548,0.52065362,1.01822341,0.01396495,0.71795998
-5.31565783,2.14726292,0.00577864,0.18801253,0.14933117,0.54516058,1.02286127,0.01356630,0.74704222
-5.30965483,2.19992735,0.00590804,0.18808093,0.15989160,0.57269666,1.03197294,0.01319998,0.77894932
-5.30365183,2.26143725,0.00607898,0.18896957,0.17194728,0.60322909,1.04567795,0.01287316,0.81353997
-5.29764882,2.33150107,0.00629393,0.19065987,0.18546042,0.63664441,1.06398112,0.01259198,0.85059694
-5.29164582,2.40960077,0.00655489,0.19310805,0.20036400,0.67274836,1.08677676,0.01236151,0.88983225
-5.28564282,2.49501069,0.00686343,0.19624687,0.21656160,0.71126839,1.11385656,0.01218575,0.93089508
-5.27963982,2.58682332,0.00722075,0.19998814,0.23392795,0.75185881,1.14492050,0.01206776,0.97338205
-5.27363682,2.68398099,0.00762779,0.20422584,0.25231042,0.79410839,1.17959045,0.01200969,1.01684945
-5.26763382,2.78531194,0.00808531,0.20883970,0.27153129,0.83755025,1.21742564,0.01201293,1.06082700
-5.26163082,2.88956932,0.00859401,0.21369923,0.29139088,0.88167379,1.25793936,0.01207820,1.10483246
-5.25562781,2.99547145,0.00915456,0.21866787,0.31167143,0.92593819,1.30061614,0.01220578,1.14838652
-5.24962481,3.10174161,0.00976776,0.22360726,0.33214163,0.96978698,1.34492863,0.01239553,1.19102728
-5.24362181,3.20714582,0.01043449,0.22838143,0.35256168,1.01266330,1.39035362,0.01264706,1.23232373
-5.23761881,3.31052696,0.01115582,0.23286072,0.37268876,1.05402503,1.43638647,0.01295984,1.27188760
-5.23161581,3.41083399,0.01193292,0.23692532,0.39228260,1.09335941,1.48255350,0.01333317,1.30938302
-5.22561281,3.50714511,0.01276705,0.24046844,0.41111108,1.13019638,1.52842198,0.01376629,1.34453364
-5.21960980,3.59868407,0.01365940,0.24339873,0.42895555,1.16412019,1.57360734,0.01425831,1.37712682
-5.21360680,3.68482902,0.01461099,0.24564221,0.44561568,1.19477880,1.61777752,0.01480813,1.40701477
-5.20760380,3.76511396,0.01562243,0.24714339,0.46091369,1.22189051,1.66065445,0.01541439,1.43411257
-5.20160080,3.83922279,0.01669371,0.24786578,0.47469774,1.24524787,1.70201284,0.01607530,1.45839328
-5.19559780,3.90697669,0.01782392,0.24779159,0.48684439,1.26471836,1.74167634,0.01678851,1.47988037
-5.18959480,3.96831561,0.01901100,0.24692092,0.49725996,1.28024223,1.77951170,0.01755092,1.49863797
-5.18359180,4.02327520,0.02025145,0.24527022,0.50588096,1.29182743,1.81542115,0.01835856,1.51475942
-5.17758879,4.07196052,0.02154005,0.24287041,0.51267336,1.29954209,1.84933364,0.01920638,1.52835493
-5.17158579,4.11451812,0.02286970,0.23976451,0.51763097,1.30350501,1.88119551,0.02008813,1.53953890
-5.16558279,4.15110824,0.02423123,0.23600507,0.52077296,1.30387466,1.91096111,0.02099631,1.54841783
-5.15957979,4.18187883,0.02561330,0.23165153,0.52214077,1.30083751,1.93858411,0.02192209,1.55507946
-5.15357679,4.20694284,0.02700244,0.22676751,0.52179452,1.29459612,1.96400980,0.02285532,1.55958376
-5.14757379,4.22636023,0.02838316,0.22141827,0.51980919,1.28535799,1.98716913,0.02378466,1.56195651
-5.14157079,4.24012588,0.02973815,0.21566847,0.51627078,1.27332550,2.00797460,0.02469770,1.56218570
-5.13556778,4.24816393,0.03104863,0.20958019,0.51127269,1.25868764,2.02631852,0.02558121,1.56022118
-5.12956478,4.25032912,0.03229480,0.20321145,0.50491244,1.24161399,2.04207356,0.02642141,1.55597736
-5.12356178,4.24641490,0.03345635,0.19661505,0.49728892,1.22225102,2.05509572,0.02720435,1.54933920
-5.11755878,4.23616789,0.03451311,0.18983803,0.48850026,1.20072098,2.06522942,0.02791632,1.54017072
-5.11155578,4.21930762,0.03544564,0.18292139,0.47864240,1.17712328,2.07231460,0.02854423,1.52832589
-5.10555278,4.19555045,0.03623599,0.17590038,0.46780828,1.15153803,2.07619519,0.02907609,1.51366091
-5.09954977,4.16463608,0.03686832,0.16880499,0.45608773,1.12403153,2.07672861,0.02950144,1.49604748
-5.09354677,4.12635478,0.03732955,0.16166080,0.44356777,1.09466303,2.07379560,0.02981170,1.47538579
-5.08754377,4.08057386,0.03760991,0.15448991,0.43033349,1.06349241,2.06730974,0.03000058,1.45161690
-5.08154077,4.02726133,0.03770341,0.14731204,0.41646898,1.03058798,2.05722617,0.03006426,1.42473328
-5.07553777,3.96650543,0.03760815,0.14014552,0.40205849,0.99603404,2.04354876,0.03000165,1.39478715
-5.06953477,3.89852864,0.03732652,0.13300825,0.38718753,0.95993739,2.02633536,0.02981441,1.36189600
-5.06353177,3.82369519,0.03686524,0.12591852,0.37194364,0.92243257,2.00570076,0.02950696,1.32624483
-5.05752876,3.74251160,0.03623521,0.11889551,0.35641704,0.88368538,1.98181701,0.02908632,1.28808518
-5.05152576,3.65562025,0.03545125,0.11195971,0.34070069,0.84389438,1.95491120,0.02856188,1.24773075
-5.04552276,3.56378606,0.03453170,0.10513294,0.32489009,0.80329040,1.92526068,0.02794507,1.20555009
-5.03951976,3.46787740,0.03349784,0.09843825,0.30908250,0.76213413,1.89318596,0.02724899,1.16195667
-5.03351676,3.36884201,0.03237334,0.09189953,0.29337587,0.72071171,1.85904184,0.02648790,1.11739685
-5.02751376,3.26767961,0.03118348,0.08554100,0.27786739,0.67932895,1.82320706,0.02567675,1.07233660
-5.02151076,3.16541250,0.02995450,0.07938653,0.26265183,0.63830425,1.78607326,0.02483073,1.02724751
-5.01550775,3.06305595,0.02871279,0.07345897,0.24781976,0.59796068,1.74803374,0.02396471,0.98259299
-5.00950475,2.96158988,0.02748425,0.06777942,0.23345577,0.55861785,1.70947270,0.02309284,0.93881524
-5.00350175,2.86193322,0.02629355,0.06236655,0.21963681,0.52058361,1.67075558,0.02222816,0.89632367
-4.99749875,2.76492230,0.02516358,0.05723606,0.20643075,0.48414643,1.63222085,0.02138225,0.85548526
-4.99149575,2.67129399,0.02411491,0.05240020,0.19389528,0.44956836,1.59417386,0.02056500,0.81661721
-4.98549275,2.58167432,0.02316536,0.04786754,0.18207714,0.41707920,1.55688273,0.01978449,0.77998214
-4.97948974,2.49657280,0.02232968,0.04364286,0.17101174,0.38687191,1.52057668,0.01904687,0.74578585
-4.97348674,2.41638220,0.02161932,0.03972720,0.16072329,0.35909938,1.48544652,0.01835640,0.71417755
-4.96748374,2.34138369,0.02104230,0.03611813,0.15122518,0.33387277,1.45164735,0.01771555,0.68525242
-4.96148074,2.27175643,0.02060316,0.03281013,0.14252076,0.31126120,1.41930299,0.01712512,0.65905612
-4.95547774,2.20759089,0.02030303,0.02979507,0.13460446,0.29129293,1.38851208,0.01658450,0.63559093
-4.94947474,2.14890508,0.02013969,0.02706287,0.12746300,0.27395778,1.35935512,0.01609183,0.61482305
-4.94347174,2.09566258,0.02010781,0.02460211,0.12107682,0.25921069,1.33190232,0.01564436,0.59669068
-4.93746873,2.04779146,0.02019916,0.02240073,0.11542153,0.24697630,1.30622164,0.01523862,0.58111237
-4.93146573,2.00520328,0.02040289,0.02044672,0.11046934,0.23715433,1.28238670,0.01487075,0.56799549
-4.92546273,1.96781136,0.02070585,0.01872878,0.10619044,0.22962555,1.26048422,0.01453674,0.55724414
-4.91945973,1.93554765,0.02109299,0.01723689,0.10255425,0.22425825,1.24062059,0.01423264,0.54876667
-4.91345673,1.90837777,0.02154769,0.01596289,0.09953056,0.22091498,1.22292750,0.01395479,0.54248217
-4.90745373,1.88631378,0.02205221,0.01490091,0.09709046,0.21945942,1.20756617,0.01369999,0.53832623
-4.90145073,1.86942452,0.02258811,0.01404778,0.09520719,0.21976317,1.19473028,0.01346562,0.53625545
-4.89544772,1.85784315,0.02313670,0.01340329,0.09385679,0.22171234,1.18464733,0.01324979,0.53625106
-4.88944472,1.85177201,0.02367947,0.01297044,0.09301867,0.22521382,1.17757835,0.01305143,0.53832136
-4.88344172,1.85148447,0.02419855,0.01275557,0.09267604,0.23020094,1.17381596,0.01287032,0.54250304
-4.87743872,1.85732387,0.02467716,0.01276838,0.09281626,0.23663840,1.17368064,0.01270718,0.54886148
-4.87143572,1.86969932,0.02509999,0.01302196,0.09343112,0.24452637,1.17751523,0.01256364,0.55748992
-4.86543272,1.88907838,0.02545361,0.01353265,0.09451700,0.25390344,1.18567762,0.01244226,0.56850751
-4.85942971,1.91597651,0.02572678,0.01431984,0.09607498,0.26484823,1.19853165,0.01234651,0.58205632
-4.85342671,1.95094317,0.02591073,0.01540572,0.09811079,0.27747961,1.21643632,0.01228070,0.59829715
-4.84742371,1.99454473,0.02599941,0.01681486,0.10063465,0.29195521,1.23973334,0.01224988,0.61740419
-4.84142071,2.04734402,0.02598955,0.01857371,0.10366087,0.30846811,1.26873337,0.01225976,0.63955862
-4.83541771,2.10987706,0.02588080,0.02070992,0.10720728,0.32724166,1.30370108,0.01231656,0.66494098
-4.82941471,2.18262700,0.02567561,0.02325164,0.11129431,0.34852229,1.34483952,0.01242680,0.69372257
-4.82341171,2.26599599,0.02537915,0.02622650,0.11594387,0.37257040,1.39227427,0.01259711,0.72605585
-4.81740870,2.36027560,0.02499906,0.02966060,0.12117775,0.39964942,1.44603786,0.01283397,0.76206418
-4.81140570,2.46561675,0.02454522,0.03357729,0.12701586,0.43001317,1.50605520,0.01314341,0.80183091
-4.80540270,2.58200013,0.02402929,0.03799579,0.13347401,0.46389191,1.57213062,0.01353073,0.84538843
-4.79939970,2.70920846,0.02346439,0.04292986,0.14056158,0.50147747,1.64393733,0.01400015,0.89270738
-4.79339670,2.84680179,0.02286453,0.04838624,0.14827885,0.54290794,1.72100988,0.01455448,0.94368649
-4.78739370,2.99409740,0.02224423,0.05436330,0.15661439,0.58825257,1.80274041,0.01519484,0.99814363
-4.78139070,3.15015552,0.02161795,0.06084955,0.16554245,0.63749751,1.88837914,0.01592031,1.05580858
-4.77538769,3.31377226,0.02099964,0.06782253,0.17502058,0.69053321,1.97703947,0.01672773,1.11631799
-4.76938469,3.48348091,0.02040232,0.07524767,0.18498757,0.74714414,2.06770819,0.01761145,1.17921307
-4.76338169,3.65756237,0.01983764,0.08307772,0.19536203,0.80700161,2.15926052,0.01856328,1.24394054
-4.75737869,3.83406543,0.01931565,0.09125230,0.20604158,0.86966030,2.25048009,0.01957245,1.30985693
-4.75137569,4.01083692,0.01884448,0.09969810,0.21690293,0.93455910,2.34008330,0.02062564,1.37623680
-4.74537269,4.18556145,0.01843023,0.10832945,0.22780287,1.00102652,2.42674755,0.02170723,1.44228461
-4.73936968,4.35581010,0.01807692,0.11704944,0.23858025,1.06829105,2.50914240,0.02279957,1.50715029
-4.73336668,4.51909664,0.01778651,0.12575155,0.24905902,1.13549619,2.58596275,0.02388338,1.56994813
-4.72736368,4.67293965,0.01755904,0.13432184,0.25905222,1.20172001,2.65596277,0.02493828,1.62977853
-4.72136068,4.81492847,0.01739283,0.14264148,0.26836678,1.26599869,2.71798937,0.02594332,1.68575178
-4.71535768,4.94279035,0.01728473,0.15058981,0.27680909,1.32735311,2.77101389,0.02687767,1.73701319
-4.70935468,5.05445629,0.01723044,0.15804752,0.28419104,1.38481764,2.81416074,0.02772126,1.78276833
-4.70335168,5.14812269,0.01722485,0.16490004,0.29033624,1.43746993,2.84673173,0.02845547,1.82230757
-4.69734867,5.22230625,0.01726240,0.17104102,0.29508633,1.48446027,2.86822508,0.02906377,1.85502860
-4.69134567,5.27588934,0.01733736,0.17637551,0.29830678,1.52503945,2.87834833,0.02953233,1.88045601
-4.68534267,5.30815405,0.01744419,0.18082302,0.29989225,1.55858354,2.87702447,0.02985050,1.89825691
-4.67933967,5.31880295,0.01757772,0.18432005,0.29977095,1.58461466,2.86439111,0.03001122,1.90825176
-4.67333667,5.30796572,0.01773339,0.18682219,0.29790795,1.60281657,2.84079263,0.03001132,1.91042001
-4.66733367,5.27619115,0.01790732,0.18830547,0.29430723,1.61304444,2.80676584,0.02985159,1.90489997
-4.66133067,5.22442499,0.01809639,0.18876710,0.28901231,1.61532825,2.76301968,0.02953678,1.89198310
-4.65532766,5.15397455,0.01829813,0.18822550,0.28210551,1.60986977,2.71040997,0.02907546,1.87210287
-4.64932466,5.06646188,0.01851066,0.18671951,0.27370583,1.59703327,2.64991041,0.02847968,1.84581879
-4.64332166,4.96376775,0.01873251,0.18430704,0.26396551,1.57733048,2.58258115,0.02776457,1.81379628
-4.63731866,4.84796912,0.01896238,0.18106303,0.25306552,1.55140064,2.50953635,0.02694782,1.77678357
-4.63131566,4.72127303,0.01919895,0.17707692,0.24121016,1.51998670,2.43191220,0.02604906,1.73558654
-4.62531266,4.58594997,0.01944057,0.17244978,0.22862092,1.48390871,2.35083660,0.02508927,1.69104285
-4.61930965,4.44426966,0.01968511,0.16729110,0.21553007,1.44403594,2.26740194,0.02409012,1.64399650
-4.61330665,4.29844179,0.01992970,0.16171554,0.20217403,1.40125883,2.18264170,0.02307331,1.59527391
-4.60730365,4.15056403,0.02017061,0.15583964,0.18878696,1.35646202,2.09751172,0.02206002,1.54566251
-4.60130065,4.00257894,0.02040320,0.14977871,0.17559468,1.31049965,2.01287655,0.02107035,1.49589261
-4.59529765,3.85624080,0.02062186,0.14364396,0.16280916,1.26417369,1.92950083,0.02012286,1.44662302
-4.58929465,3.71309280,0.02082014,0.13753993,0.15062379,1.21821597,1.84804567,0.01923424,1.39843077
-4.58329165,3.57445427,0.02099089,0.13156238,0.13920945,1.17327438,1.76906941,0.01841900,1.35180484
-4.57728864,3.44141725,0.02112646,0.12579651,0.12871147,1.12990328,1.69303212,0.01768929,1.30714375
-4.57128564,3.31485111,0.02121901,0.12031574,0.11924755,1.08855799,1.62030300,0.01705482,1.26475661
-4.56528264,3.19541351,0.02126079,0.11518083,0.11090652,1.04959322,1.55116968,0.01652279,1.22486689
-4.55927964,3.08356613,0.02124454,0.11043946,0.10374800,1.01326474,1.48584843,0.01609798,1.18761842
-4.55327664,2.97959324,0.02116380,0.10612614,0.09780274,0.97973390,1.42449453,0.01578278,1.15308287
-4.54727364,2.88362137,0.02101324,0.10226249,0.09307370,0.94907426,1.36721176,0.01557738,1.12126790
-4.54127064,2.79563882,0.02078899,0.09885774,0.08953764,0.92127976,1.31406062,0.01547984,1.09212562
-4.53526763,2.71551369,0.02048885,0.09590948,0.08714718,0.89627390,1.26506480,0.01548631,1.06556063
-4.52926463,2.64300996,0.02011248,0.09340458,0.08583330,0.87391930,1.22021552,0.01559117,1.04143755
-4.52326163,2.57780097,0.01966152,0.09132023,0.08550799,0.85402745,1.17947416,0.01578722,1.01958759
-4.51725863,2.51948076,0.01913958,0.08962516,0.08606723,0.83636822,1.14277300,0.01606582,0.99981447
-4.51125563,2.46757347,0.01855224,0.08828079,0.08739406,0.82067913,1.11001475,0.01641712,0.98189945
-4.50525263,2.42154149,0.01790690,0.08724264,0.08936175,0.80667411,1.08107129,0.01683020,0.96560598
-4.49924962,2.38079333,0.01721259,0.08646165,0.09183700,0.79405206,1.05578228,0.01729329,0.95068400
-4.49324662,2.34469200,0.01647977,0.08588560,0.09468317,0.78250502,1.03395416,0.01779396,0.93687436
