energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-2.94447224,3.20190822,-3.46225848,0.73065299,-0.72742735,0.88520788,-0.90129188,0.98823081,-1.19865481,1.33428797,-1.59279853,0.00511778,-0.00476636,0.13569209,-0.12582875,0.07025806,-0.06187532,0.88224921,-0.91193534
-2.93846923,3.18378437,-3.43850456,0.72910492,-0.73018702,0.87806870,-0.90013757,0.97810926,-1.18469336,1.32039310,-1.55891821,0.00518832,-0.00480452,0.13761768,-0.12831320,0.07100637,-0.06369451,0.88288407,-0.91739206
-2.93246623,3.16158048,-3.41164972,0.72593340,-0.73217851,0.86910821,-0.89759761,0.96691217,-1.16923141,1.30685968,-1.52497289,0.00526509,-0.00484822,0.13920622,-0.13071104,0.07147059,-0.06532874,0.88145530,-0.92146266
-2.92646323,3.13478737,-3.38153802,0.72095251,-0.73317976,0.85823151,-0.89353989,0.95450553,-1.15233011,1.29344736,-1.49120977,0.00534868,-0.00489818,0.14040090,-0.13297922,0.07163975,-0.06674683,0.87782332,-0.92395913
-2.92046023,3.10299442,-3.34795992,0.71400956,-0.73295602,0.84537214,-0.88783041,0.94078616,-1.13403211,1.27994089,-1.45781572,0.00543972,-0.00495496,0.14114989,-0.13507026,0.07150903,-0.06791976,0.87188742,-0.92470291
-2.91445723,3.06591423,-3.31067128,0.70499493,-0.73127189,0.83049862,-0.88034078,0.92568856,-1.11436568,1.26616113,-1.42491931,0.00553881,-0.00501905,0.14140861,-0.13693394,0.07108026,-0.06882182,0.86359030,-0.92353106
-2.90845423,3.02340243,-3.26941541,0.69385003,-0.72790363,0.81361951,-0.87095610,0.90919024,-1.09335007,1.25197410,-1.39259567,0.00564657,-0.00509085,0.14114176,-0.13851913,0.07036213,-0.06943165,0.85292125,-0.92030235
-2.90245123,2.97547139,-3.22394675,0.68057279,-0.72265114,0.79478697,-0.85958265,0.89131526,-1.07100152,1.23729762,-1.36087362,0.00576360,-0.00517071,0.14032495,-0.13977577,0.06937023,-0.06973317,0.83991775,-0.91490320
-2.89644822,2.92229722,-3.17405494,0.66522051,-0.71534887,0.77409829,-0.84615488,0.87213574,-1.04733965,1.22210543,-1.32974459,0.00589041,-0.00525900,0.13894603,-0.14065675,0.06812673,-0.06971635,0.82466549,-0.90725293
-2.89044522,2.86421958,-3.11958783,0.64790991,-0.70587525,0.75169563,-0.83064163,0.85177138,-1.02239384,1.20642834,-1.29917282,0.00602741,-0.00535608,0.13700588,-0.14111981,0.06665984,-0.06937776,0.80729660,-0.89730835
-2.88444222,2.80173436,-3.06047221,0.62881445,-0.69416002,0.72776363,-0.81305083,0.83038701,-0.99620919,1.19035255,-1.26910625,0.00617483,-0.00546236,0.13451877,-0.14112920,0.06500299,-0.06872092,0.78798626,-0.88506707
-2.87843922,2.73547931,-2.99673124,0.60815911,-0.68018924,0.70252529,-0.79343274,0.80818832,-0.96885184,1.17401505,-1.23948741,0.00633263,-0.00557829,0.13151221,-0.14065715,0.06319383,-0.06775635,0.76694788,-0.87056968
-2.87243622,2.66621360,-2.92849747,0.58621289,-0.66400779,0.67623619,-0.77188146,0.78541587,-0.94041325,1.15759634,-1.21026378,0.00650045,-0.00570434,0.12802635,-0.13968506,0.06127303,-0.06650141,0.74442686,-0.85390044
-2.86643322,2.59479195,-2.85602119,0.56327956,-0.64571935,0.64917732,-0.74853464,0.76233776,-0.91101345,1.14131081,-1.18139720,0.00667751,-0.00584097,0.12411291,-0.13820432,0.05928296,-0.06497989,0.72069345,-0.83518647
-2.86043022,2.52213488,-2.77967338,0.53968712,-0.62548389,0.62164698,-0.72357142,0.73924121,-0.88080296,1.12539523,-1.15287174,0.00686258,-0.00598857,0.11983376,-0.13621689,0.05726632,-0.06322134,0.69603493,-0.81459554
-2.85442721,2.44919632,-2.69994353,0.51577651,-0.60351303,0.59395206,-0.69720878,0.71642351,-0.84996348,1.11009589,-1.12469979,0.00705388,-0.00614742,0.11525922,-0.13373547,0.05526476,-0.06126021,0.67074756,-0.79233236
-2.84842421,2.37693021,-2.61743236,0.49189016,-0.58006353,0.56639922,-0.66969652,0.69418259,-0.81870718,1.09565503,-1.09692612,0.00724910,-0.00631761,0.11046614,-0.13078339,0.05331754,-0.05913489,0.64512859,-0.76863382
-2.84242121,2.30625777,-2.53284001,0.46836091,-0.55542923,0.53928617,-0.64131102,0.67280784,-0.78727493,1.08229733,-1.06962986,0.00744536,-0.00649893,0.10553587,-0.12739416,0.05146033,-0.05688654,0.61946884,-0.74376304
-2.83641821,2.23803688,-2.44695032,0.44550188,-0.52993218,0.51289378,-0.61234826,0.65257135,-0.75593321,1.07021700,-1.04292424,0.00763923,-0.00669081,0.10055219,-0.12361082,0.04972412,-0.05455798,0.59404613,-0.71800288
-2.83041521,2.17303508,-2.36061202,0.42359754,-0.50391302,0.48747892,-0.58311629,0.63372008,-0.72497022,1.05956632,-1.01695436,0.00782682,-0.00689224,0.09559933,-0.11948502,0.04813437,-0.05219240,0.56911979,-0.69164892
-2.82441221,2.11190741,-2.27471788,0.40289649,-0.47772140,0.46326876,-0.55392764,0.61646927,-0.69469099,1.05044619,-0.99189312,0.00800382,-0.00710168,0.09076019,-0.11507597,0.04671038,-0.04983229,0.54492661,-0.66500242
-2.81840920,2.05517991,-2.19018252,0.38360618,-0.45170666,0.44045631,-0.52509180,0.60099728,-0.66541196,1.04289915,-0.96793556,0.00816567,-0.00731703,0.08611464,-0.11044928,0.04546489,-0.04751830,0.52167818,-0.63836350
-2.81240620,2.00323959,-2.10792023,0.36588949,-0.42620917,0.41919760,-0.49690829,0.58744206,-0.63745504,1.03690532,-0.94529196,0.00830764,-0.00753559,0.08173829,-0.10567569,0.04440391,-0.04528827,0.49955985,-0.61202480
-2.80640320,1.95633094,-2.02882323,0.34986347,-0.40155258,0.39961042,-0.46966033,0.57589938,-0.61114125,1.03238154,-0.92418006,0.00842505,-0.00775408,0.07770143,-0.10082989,0.04352685,-0.04317640,0.47873098,-0.58626600
-2.80040020,1.91455900,-1.95374159,0.33559999,-0.37803728,0.38177450,-0.44360950,0.56642273,-0.58678435,1.02918360,-0.90481685,0.00851339,-0.00796866,0.07406833,-0.09598926,0.04282688,-0.04121259,0.45932660,-0.56134924
-2.79439720,1.87789856,-1.88346508,0.32312810,-0.35593499,0.36573319,-0.41899132,0.55902483,-0.56468432,1.02711171,-0.88741013,0.00856852,-0.00817501,0.07089690,-0.09123276,0.04229142,-0.03942189,0.44146004,-0.53751568
-2.78839420,1.84620856,-1.81870778,0.31243800,-0.33548473,0.35149627,-0.39601203,0.55368055,-0.54512102,1.02591866,-0.87215044,0.00858688,-0.00836841,0.06823862,-0.08663987,0.04190293,-0.03782419,0.42522631,-0.51498323
-2.78239120,1.81925094,-1.76009536,0.30348617,-0.31689006,0.33904370,-0.37484630,0.55033103,-0.52834800,1.02532046,-0.85920343,0.00856558,-0.00854392,0.06613872,-0.08228961,0.04163973,-0.03643405,0.41070587,-0.49394535
-2.77638819,1.79671239,-1.70815560,0.29620133,-0.30031748,0.32833011,-0.35563612,0.54888856,-0.51458674,1.02500875,-0.84870318,0.00850255,-0.00869649,0.06463656,-0.07825977,0.04147701,-0.03526069,0.39796840,-0.47457095
-2.77038519,1.77822792,-1.66331170,0.29049100,-0.28589588,0.31928971,-0.33849049,0.54924197,-0.50402117,1.02466436,-0.84074649,0.00839671,-0.00882118,0.06376619,-0.07462615,0.04138784,-0.03430810,0.38707629,-0.45700512
-2.76438219,1.76340462,-1.62587856,0.28624800,-0.27371700,0.31184124,-0.32348598,0.55126213,-0.49679277,1.02397139,-0.83538845,0.00824794,-0.00891331,0.06355685,-0.07146196,0.04134424,-0.03357530,0.37808737,-0.44137059
-2.75837919,1.75184439,-1.59606154,0.28335688,-0.26383659,0.30589281,-0.31066791,0.55480719,-0.49299626,1.02263091,-0.83263921,0.00805717,-0.00896867,0.06403357,-0.06883724,0.04131818,-0.03305665,0.37105675,-0.42776954
-2.75237619,1.74316423,-1.57395739,0.28169969,-0.25627614,0.30134636,-0.30005199,0.55972725,-0.49267586,1.02037375,-0.83246228,0.00782636,-0.00898369,0.06521753,-0.06681837,0.04128260,-0.03274229,0.36603754,-0.41628559
-2.74637319,1.73701318,-1.55955697,0.28116089,-0.25102508,0.29810144,-0.29162629,0.56586824,-0.49582236,1.01697153,-0.83477397,0.00755843,-0.00895561,0.06712637,-0.06546756,0.04121223,-0.03261861,0.36308018,-0.40698567
-2.74037019,1.73308484,-1.55274940,0.28163130,-0.24804320,0.29605832,-0.28535339,0.57307473,-0.50237096,1.01224557,-0.83944431,0.00725715,-0.00888259,0.06977410,-0.06484231,0.04108440,-0.03266873,0.36223055,-0.39992157
-2.73436718,1.73112514,-1.55332709,0.28301072,-0.24726324,0.29512020,-0.28117259,0.58119174,-0.51220002,1.00607318,-0.84629908,0.00692705,-0.00876383,0.07317087,-0.06499482,0.04087964,-0.03287302,0.36352689,-0.39513091
-2.72836418,1.73093493,-1.56099142,0.28520941,-0.24859349,0.29519453,-0.27900196,0.59006534,-0.52513076,0.99839099,-0.85512292,0.00657325,-0.00859961,0.07732228,-0.06597130,0.04058212,-0.03320967,0.36699552,-0.39263741
-2.72236118,1.73236755,-1.57535888,0.28814817,-0.25192029,0.29619346,-0.27874045,0.59954239,-0.54092813,0.98919537,-0.86566350,0.00620129,-0.00839130,0.08222852,-0.06781117,0.04018000,-0.03365515,0.37264590,-0.39245039
-2.71635818,1.73532174,-1.59596720,0.29175728,-0.25711044,0.29803352,-0.28026964,0.60946935,-0.55930266,0.97853979,-0.87763636,0.00581692,-0.00814134,0.08788304,-0.07054605,0.03966553,-0.03418479,0.38046517,-0.39456351
-2.71035518,1.73973061,-1.62228171,0.29597444,-0.26401340,0.30063460,-0.28345547,0.61969068,-0.57991368,0.96652953,-0.89073058,0.00542594,-0.00785314,0.09427115,-0.07419871,0.03903503,-0.03477322,0.39041252,-0.39895278
-2.70435218,1.74554738,-1.65370165,0.30074175,-0.27246335,0.30391843,-0.28814981,0.63004688,-0.60237375,0.95331399,-0.90461482,0.00503404,-0.00753100,0.10136835,-0.07878181,0.03828876,-0.03539489,0.40241403,-0.40557402
-2.69834917,1.75272931,-1.68956663,0.30600222,-0.28228098,0.30780673,-0.29419186,0.64037271,-0.62625428,0.93907705,-0.91894375,0.00464658,-0.00717993,0.10913862,-0.08429658,0.03743055,-0.03602453,0.41635810,-0.41435998
-2.69234617,1.76122068,-1.72916327,0.31169585,-0.29327519,0.31221924,-0.30140966,0.65049584,-0.65109257,0.92402615,-0.93336470,0.00426848,-0.00680549,0.11753278,-0.09073141,0.03646743,-0.03663756,0.43209208,-0.42521732
-2.68634317,1.77093631,-1.77173228,0.31775589,-0.30524461,0.31707184,-0.30962155,0.66023626,-0.67639997,0.90838060,-0.94752433,0.00390413,-0.00641361,0.12648707,-0.09806046,0.03540914,-0.03721054,0.44942041,-0.43802381
-2.68034017,1.78174673,-1.81647606,0.32410522,-0.31797911,0.32227495,-0.31863773,0.66940658,-0.70167111,0.89235982,-0.96107518,0.00355721,-0.00601037,0.13592198,-0.10624234,0.03426751,-0.03772151,0.46810443,-0.45262610
-2.67433717,1.79346613,-1.86256704,0.33065353,-0.33126114,0.32773241,-0.32826215,0.67781367,-0.72639413,0.87617218,-0.97368197,0.00323073,-0.00560183,0.14574166,-0.11521896,0.03305593,-0.03815039,0.48786423,-0.46883811
-2.66833417,1.80584403,-1.90915688,0.33729520,-0.34486734,0.33334087,-0.33829443,0.68526142,-0.75006162,0.86000496,-0.98502760,0.00292693,-0.00519383,0.15583385,-0.12491467,0.03178867,-0.03847927,0.50838245,-0.48644067
-2.66233117,1.81856133,-1.95538665,0.34390838,-0.35857001,0.33899000,-0.34853223,0.69155473,-0.77218193,0.84401587,-0.99481854,0.00264734,-0.00479183,0.16607051,-0.13523573,0.03048036,-0.03869270,0.52931017,-0.50518226
-2.65632816,1.83123130,-2.00039799,0.35035520,-0.37213900,0.34456332,-0.35877372,0.69650464,-0.79229071,0.82832672,-1.00278972,0.00239275,-0.00440078,0.17630921,-0.14607026,0.02914541,-0.03877788,0.55027461,-0.52478130
-2.65032516,1.84340539,-2.04334518,0.35648330,-0.38534365,0.34993983,-0.36882044,0.69993426,-0.80996212,0.81301933,-1.00870868,0.00216329,-0.00402496,0.18639536,-0.15728877,0.02779753,-0.03872487,0.57088844,-0.54492987
-2.64432216,1.85458395,-2.08340808,0.36212863,-0.39795514,0.35499630,-0.37848028,0.70168529,-0.82481952,0.79813384,-1.01237899,0.00195851,-0.00366798,0.19616515,-0.16874529,0.02644934,-0.03852666,0.59076039,-0.56529884
-2.63831916,1.86423114,-2.11980554,0.36711941,-0.40974906,0.35961018,-0.38757056,0.70162460,-0.83654507,0.78366955,-1.01364288,0.00177748,-0.00333265,0.20544925,-0.18027916,0.02511204,-0.03817924,0.60950665,-0.58554447
-2.63231616,1.87179350,-2.15180920,0.37128110,-0.42050839,0.36366286,-0.39592126,0.69965068,-0.84488801,0.76958790,-1.01238295,0.00161882,-0.00302104,0.21407711,-0.19171756,0.02379521,-0.03768159,0.62676256,-0.60531611
-2.62631316,1.87672088,-2.17875717,0.37444218,-0.43002669,0.36704326,-0.40337804,0.69569927,-0.84967117,0.75581762,-1.00852318,0.00148088,-0.00273443,0.22188166,-0.20287870,0.02250671,-0.03703554,0.64219416,-0.62426476
-2.62031016,1.87848896,-2.20006714,0.37644035,-0.43811161,0.36965147,-0.40980518,0.68974799,-0.85079550,0.74226142,-1.00202903,0.00136182,-0.00247341,0.22870438,-0.21357556,0.02125261,-0.03624568,0.65550894,-0.64205222
-2.61430715,1.87662185,-2.21524864,0.37712894,-0.44458853,0.37140226,-0.41508819,0.68181943,-0.84824226,0.72880395,-0.99290675,0.00125968,-0.00223792,0.23440035,-0.22362027,0.02003730,-0.03531911,0.66646535,-0.65836040
-2.60830415,1.87071360,-2.22391378,0.37638311,-0.44930428,0.37222815,-0.41913593,0.67198261,-0.84207288,0.71532045,-0.98120202,0.00117253,-0.00202734,0.23884311,-0.23282884,0.01886360,-0.03426520,0.67488063,-0.67290036
-2.60230115,1.86044749,-2.22578615,0.37410554,-0.45213082,0.37208211,-0.42188233,0.66035247,-0.83242630,0.70168565,-0.96699786,0.00109852,-0.00184060,0.24192918,-0.24102605,0.01773297,-0.03309527,0.68063649,-0.68542067
-2.59629815,1.84561201,-2.22070740,0.37023128,-0.45296864,0.37093943,-0.42328740,0.64708743,-0.81951398,0.68778237,-0.95041201,0.00103597,-0.00167627,0.24358185,-0.24805053,0.01664576,-0.03182226,0.68368256,-0.69571476
-2.59029515,1.82611272,-2.20864118,0.36473150,-0.45174985,0.36879894,-0.42333765,0.63238501,-0.80361253,0.67350939,-0.93159375,0.00098346,-0.00153269,0.24375427,-0.25375957,0.01560142,-0.03046039,0.68403731,-0.70362682
-2.58429215,1.80197938,-2.18967419,0.35761592,-0.44844072,0.36568324,-0.42204574,0.61647578,-0.78505445,0.65878828,-0.91072034,0.00093987,-0.00140808,0.24243148,-0.25803364,0.01459886,-0.02902479,0.68178641,-0.70905607
-2.57828914,1.77336808,-2.16401414,0.34893381,-0.44304346,0.36163814,-0.41944953,0.59961579,-0.76421716,0.64356881,-0.88799312,0.00090443,-0.00130066,0.23963138,-0.26078029,0.01363662,-0.02753113,0.67707888,-0.71195907
-2.57228614,1.74055846,-2.13198460,0.33877351,-0.43559732,0.35673130,-0.41561036,0.58207792,-0.74151077,0.62783281,-0.86363338,0.00087676,-0.00120871,0.23540461,-0.26193736,0.01271317,-0.02599528,0.67012096,-0.71235017
-2.56628314,1.70394621,-2.09401698,0.32726047,-0.42617857,0.35105008,-0.41061082,0.56414263,-0.71736515,0.61159647,-0.83787813,0.00085689,-0.00113069,0.22983328,-0.26147523,0.01182709,-0.02443297,0.66116837,-0.71029985
-2.56028014,1.66403156,-2.05063968,0.31455397,-0.41489967,0.34469878,-0.40455196,0.54608845,-0.69221665,0.59491096,-0.81097581,0.00084529,-0.00106533,0.22302870,-0.25939811,0.01097724,-0.02285953,0.65051711,-0.70593131
-2.55427714,1.62140445,-2.00246499,0.30084262,-0.40190728,0.33779547,-0.39755012,0.52818288,-0.66649517,0.57786171,-0.78318202,0.00084287,-0.00101167,0.21512811,-0.25574423,0.01016288,-0.02128961,0.63849354,-0.69941536
-2.54827414,1.57672747,-1.95017415,0.28633897,-0.38737942,0.33046860,-0.38973350,0.51067397,-0.64061193,0.56056637,-0.75475555,0.00085096,-0.00096913,0.20629073,-0.25058494,0.00938373,-0.01973697,0.62544419,-0.69096390
-2.54227114,1.53071755,-1.89450119,0.27127344,-0.37152160,0.32285346,-0.38123865,0.49378318,-0.61494850,0.54317184,-0.72595457,0.00087135,-0.00093755,0.19669325,-0.24402276,0.00864001,-0.01821430,0.61172574,-0.68082250
-2.53626813,1.48412749,-1.83621632,0.25588790,-0.35456223,0.31508883,-0.37220700,0.47769970,-0.58984746,0.52585066,-0.69703327,0.00090621,-0.00091722,0.18652487,-0.23618849,0.00793242,-0.01673310,0.59769579,-0.66926232
-2.53026513,1.43772833,-1.77610946,0.24042917,-0.33674745,0.30731394,-0.36278158,0.46257668,-0.56560504,0.50879707,-0.66823894,0.00095809,-0.00090889,0.17598237,-0.22723746,0.00726208,-0.01530360,0.58370480,-0.65657192
-2.52426213,1.39229343,-1.71497474,0.22514275,-0.31833547,0.29966581,-0.35310410,0.44852926,-0.54246598,0.49222291,-0.63980967,0.00102986,-0.00091378,0.16526518,-0.21734518,0.00663049,-0.01393466,0.57008943,-0.64304935
-2.51825913,1.34858490,-1.65359655,0.21026692,-0.29959076,0.29227718,-0.34331246,0.43563471,-0.52062064,0.47635387,-0.61197267,0.00112470,-0.00093356,0.15457075,-0.20670253,0.00603937,-0.01263383,0.55716762,-0.62899490
-2.51225613,1.30734285,-1.59273770,0.19602765,-0.28077820,0.28527497,-0.33353888,0.42393439,-0.50020459,0.46142597,-0.58494329,0.00124597,-0.00097038,0.14409041,-0.19551070,0.00549061,-0.01140730,0.54523534,-0.61470498
-2.50625313,1.26927749,-1.53313026,0.18263412,-0.26215751,0.27877934,-0.32390856,0.41343747,-0.48130039,0.44768261,-0.55892482,0.00139718,-0.00102676,0.13400575,-0.18397618,0.00498612,-0.01026000,0.53456508,-0.60046711
-2.50025013,1.23506406,-1.47546906,0.17027527,-0.24397805,0.27290327,-0.31453900,0.40412596,-0.46394155,0.43537203,-0.53410892,0.00158186,-0.00110561,0.12448569,-0.17230586,0.00452776,-0.00919560,0.52540574,-0.58655652
-2.49424712,1.20534016,-1.42040822,0.15911711,-0.22647422,0.26775255,-0.30553992,0.39596092,-0.44811820,0.42474520,-0.51067674,0.00180350,-0.00121014,0.11568419,-0.16070253,0.00411720,-0.00821664,0.51798378,-0.57323418
-2.48824412,1.18070480,-1.36856036,0.14930100,-0.20986156,0.26342605,-0.29701371,0.38888920,-0.43378436,0.41605404,-0.48880069,0.00206536,-0.00134378,0.10773865,-0.14936094,0.00375587,-0.00732463,0.51250507,-0.56074621
-2.48224112,1.16171840,-1.32049818,0.14094263,-0.19433359,0.26001611,-0.28905626,0.38285036,-0.42086616,0.40954961,-0.46864643,0.00237037,-0.00151011,0.10076883,-0.13846442,0.00344483,-0.00652009,0.50915712,-0.54932460
-2.47623812,1.14890296,-1.27675796,0.13413170,-0.18005945,0.25760889,-0.28175819,0.37778333,-0.40927077,0.40548008,-0.45037526,0.00272099,-0.00171277,0.09487643,-0.12818220,0.00318478,-0.00580270,0.50811105,-0.53918886
-2.47023512,1.14274127,-1.23784416,0.12893214,-0.16718237,0.25628440,-0.27520609,0.37363231,-0.39889532,0.40408834,-0.43414642,0.00311904,-0.00195527,0.09014490,-0.11866741,0.00297596,-0.00517140,0.50952306,-0.53054825
-2.46423212,1.14367450,-1.20423438,0.12538267,-0.15581882,0.25611627,-0.26948375,0.37035158,-0.38963564,0.40560870,-0.42011909,0.00356553,-0.00224093,0.08663964,-0.11005575,0.00281811,-0.00462446,0.51353479,-0.52360416
-2.45822911,1.15209732,-1.17638383,0.12349766,-0.14605831,0.25717085,-0.26467319,0.36790884,-0.38139413,0.41026275,-0.40845396,0.00406056,-0.00257269,0.08440834,-0.10246476,0.00271052,-0.00415960,0.52027223,-0.51855228
-2.45222611,1.16835015,-1.15472832,0.12326804,-0.13796371,0.25950582,-0.26085526,0.36628699,-0.37408646,0.41825407,-0.39931393,0.00460311,-0.00295295,0.08348134,-0.09599360,0.00265193,-0.00377402,0.52984322,-0.51558397
-2.44622311,1.19270824,-1.13968513,0.12466233,-0.13157202,0.26316810,-0.25810962,0.36548408,-0.36764679,0.42976165,-0.39286379,0.00519097,-0.00338343,0.08387196,-0.09072315,0.00264058,-0.00346454,0.54233310,-0.51488649
-2.44022011,1.22536769,-1.13165097,0.12762755,-0.12689540,0.26819120,-0.25651417,0.36551157,-0.36203129,0.44493231,-0.38926873,0.00582063,-0.00386496,0.08557670,-0.08671647,0.00267418,-0.00322759,0.55779893,-0.51664184
-2.43421711,1.26642882,-1.13099654,0.13209009,-0.12392243,0.27459212,-0.25614363,0.36639086,-0.35721966,0.46387199,-0.38869136,0.00648720,-0.00439738,0.08857534,-0.08401929,0.00274997,-0.00305930,0.57626232,-0.52102381
-2.42821411,1.31587764,-1.13805759,0.13795659,-0.12261936,0.28236777,-0.25706738,0.36814854,-0.35321480,0.48663648,-0.39128746,0.00718443,-0.00497932,0.09283083,-0.08266055,0.00286468,-0.00295550,0.59770129,-0.52819333
-2.42221111,1.37356644,-1.15312227,0.14511469,-0.12293155,0.29149149,-0.25934661,0.37081047,-0.35004059,0.51322169,-0.39720017,0.00790471,-0.00560816,0.09828914,-0.08265292,0.00301458,-0.00291178,0.62204177,-0.53829202
-2.41620810,1.43919476,-1.17641539,0.15343395,-0.12478478,0.30190946,-0.26303075,0.37439512,-0.34773785,0.54355423,-0.40655303,0.00863917,-0.00627985,0.10487898,-0.08399305,0.00319552,-0.00292347,0.64914922,-0.55143416
-2.41020510,1.51229225,-1.20807995,0.16276684,-0.12808657,0.31353773,-0.26815354,0.37890679,-0.34635894,0.57748274,-0.41944190,0.00937780,-0.00698893,0.11251165,-0.08666174,0.00340294,-0.00298568,0.67882120,-0.56769753
-2.40420210,1.59220483,-1.24815702,0.17295004,-0.13272756,0.32625978,-0.27472871,0.38432897,-0.34596112,0.61477059,-0.43592616,0.01010967,-0.00772847,0.12108098,-0.09062388,0.00363194,-0.00309327,0.71078146,-0.58711337
-2.39819910,1.67808567,-1.29656497,0.18380599,-0.13858287,0.33992517,-0.28274570,0.39061842,-0.34659924,0.65509065,-0.45601962,0.01082316,-0.00849015,0.13046353,-0.09582825,0.00387734,-0.00324090,0.74467627,-0.60965629
-2.39219610,1.76889245,-1.35307946,0.19514493,-0.14551360,0.35434926,-0.29216561,0.39770043,-0.34831806,0.69802261,-0.47968154,0.01150625,-0.00926433,0.14051925,-0.10220716,0.00413373,-0.00342303,0.78007358,-0.63523457
-2.38619310,1.86339181,-1.41731548,0.20676735,-0.15336842,0.36931445,-0.30291768,0.40546559,-0.35114471,0.74305349,-0.50680839,0.01214684,-0.01004023,0.15109245,-0.10967622,0.00439560,-0.00363390,0.81646543,-0.66368174
-2.38019010,1.96017201,-1.48871298,0.21846706,-0.16198546,0.38457284,-0.31489658,0.41376841,-0.35508184,0.78958167,-0.53722675,0.01273314,-0.01080615,0.16201352,-0.11813402,0.00465737,-0.00386761,0.85327400,-0.69474991
-2.37418709,2.05766398,-1.56652727,0.23003458,-0.17119442,0.39985044,-0.32796079,0.42242792,-0.36010168,0.83692465,-0.57068800,0.01325398,-0.01154970,0.17310112,-0.12746223,0.00491358,-0.00411813,0.88986125,-0.72810576
-2.36818409,2.15417084,-1.64982556,0.24126124,-0.18081888,0.41485293,-0.34193226,0.43123048,-0.36614154,0.88433072,-0.60686521,0.01369921,-0.01225818,0.18416502,-0.13752585,0.00515894,-0.00437935,0.92554216,-0.76332946
-2.36218109,2.24790529,-1.73749047,0.25194345,-0.19067908,0.42927271,-0.35659752,0.43993454,-0.37310105,0.93099421,-0.64535267,0.01406004,-0.01291888,0.19500956,-0.14817400,0.00538850,-0.00464517,0.95960122,-0.79991720
-2.35617809,2.33703378,-1.82823105,0.26188743,-0.20059477,0.44279718,-0.37171034,0.44827739,-0.38084120,0.97607423,-0.68566831,0.01432931,-0.01351945,0.20543763,-0.15924122,0.00559775,-0.00490953,0.99131157,-0.83728737
-2.35017509,2.41972618,-1.92060174,0.27091398,-0.21038846,0.45511773,-0.38699597,0.45598352,-0.38918548,1.01871617,-0.72725921,0.01450179,-0.01404834,0.21525502,-0.17054937,0.00578277,-0.00516656,1.01995624,-0.87479053
-2.34417209,2.49420889,-2.01302897,0.27886329,-0.21988870,0.46593935,-0.40215684,0.46277422,-0.39792297,1.05807528,-0.76951022,0.01457436,-0.01449510,0.22427512,-0.18191010,0.00594034,-0.00541063,1.04485037,-0.91172310
-2.33816908,2.55881942,-2.10384484,0.28559956,-0.22893348,0.47499020,-0.41687965,0.46837803,-0.40681337,1.09334149,-0.81175556,0.01454615,-0.01485077,0.23232368,-0.19312800,0.00606808,-0.00563649,1.06536368,-0.94734425
-2.33216608,2.61206014,-2.19132687,0.29101519,-0.23737359,0.48203091,-0.43084357,0.47254143,-0.41559368,1.12376457,-0.85329303,0.01441855,-0.01510821,0.23924350,-0.20400430,0.00616452,-0.00583937,1.08094211,-0.98089557
-2.32616308,2.65264874,-2.27374258,0.29503444,-0.24507580,0.48686307,-0.44372923,0.47503946,-0.42398633,1.14867843,-0.89340056,0.01419524,-0.01526231,0.24489881,-0.21434099,0.00622920,-0.00601508,1.09112754,-1.01162274
-2.32016008,2.67956332,-2.34939711,0.29761642,-0.25192576,0.48933658,-0.45522826,0.47568543,-0.43170832,1.16752369,-0.93135428,0.01388204,-0.01531021,0.24917919,-0.22394542,0.00626274,-0.00616015,1.09557477,-1.03879837
-2.31415708,2.69207986,-2.41668203,0.29875707,-0.25783059,0.48935544,-0.46505282,0.47433964,-0.43848096,1.17986746,-0.96644771,0.01348675,-0.01525140,0.25200284,-0.23263492,0.00626686,-0.00627186,1.09406488,-1.06174502
-2.30815408,2.68980048,-2.47412347,0.29849026,-0.26272092,0.48688179,-0.47294490,0.47091633,-0.44403976,1.18541953,-0.99801116,0.01301890,-0.01508776,0.25331898,-0.24024165,0.00624440,-0.00634839,1.08651436,-1.07985742
-2.30215108,2.67267110,-2.52042738,0.29688773,-0.26655242,0.48193794,-0.47868490,0.46538883,-0.44814405,1.18404415,-1.02543063,0.01248948,-0.01482354,0.25310932,-0.24661705,0.00619933,-0.00638884,1.07297957,-1.09262295
-2.29614807,2.64098771,-2.55452011,0.29405794,-0.26930677,0.47460628,-0.48209907,0.45779244,-0.45058582,1.17576706,-1.04816540,0.01191057,-0.01446517,0.25138852,-0.25163613,0.00613666,-0.00639331,1.05365621,-1.09963938
-2.29014507,2.59539083,-2.57558258,0.29014376,-0.27099198,0.46502709,-0.48306558,0.44822515,-0.45119749,1.16077730,-1.06576379,0.01129498,-0.01402112,0.24820352,-0.25520105,0.00606242,-0.00636286,1.02887404,-1.10062916
-2.28414207,2.53684860,-2.58307650,0.28531909,-0.27164208,0.45339434,-0.48151891,0.43684598,-0.44985812,1.13942385,-1.07787617,0.01065591,-0.01350160,0.24363188,-0.25724399,0.00598354,-0.00629957,0.99908683,-1.09544947
