energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Ni_p_up,Ni_d_up,Se_s_up,Se_p_up
-5.27363682,0.77676058,0.00910154,0.02134214,0.10372813,0.10385384,0.24557740,0.38992524,0.00977011,0.30878067
-5.26763382,0.78863301,0.01041302,0.02118937,0.10617674,0.11205057,0.26048211,0.37723145,0.01096039,0.30628593
-5.26163082,0.81368591,0.01183518,0.02139035,0.11030766,0.12186306,0.27951990,0.37138326,0.01226839,0.30926589
-5.25562781,0.85115243,0.01336100,0.02191386,0.11599202,0.13318811,0.30247001,0.37201258,0.01368520,0.31740304
-5.24962481,0.90010990,0.01498032,0.02272529,0.12308017,0.14589614,0.32905195,0.37868692,0.01519927,0.33032562
-5.24362181,0.95948772,0.01667966,0.02378717,0.13140290,0.15983072,0.35892477,0.39091765,0.01679646,0.34761211
-5.23761881,1.02807783,0.01844228,0.02505962,0.14077305,0.17480883,0.39168779,0.40816859,0.01846013,0.36879616
-5.23161581,1.10454857,0.02024826,0.02650100,0.15098757,0.19062202,0.42688317,0.42986520,0.02017145,0.39337249
-5.22561281,1.18746255,0.02207476,0.02806845,0.16183020,0.20703866,0.46400047,0.45540436,0.02190975,0.42080369
-5.21960980,1.27529887,0.02389643,0.02971864,0.17307464,0.22380718,0.50248365,0.48416504,0.02365299,0.45052840
-5.21360680,1.36647989,0.02568590,0.03140846,0.18448845,0.24066055,0.54174036,0.51551979,0.02537836,0.48197070
-5.20760380,1.45940224,0.02741442,0.03309582,0.19583741,0.25732169,0.58115359,0.54884701,0.02706289,0.51455079
-5.20160080,1.55247145,0.02905265,0.03474053,0.20689043,0.27350982,0.62009535,0.58354380,0.02868425,0.54769675
-5.19559780,1.64413914,0.03057142,0.03630505,0.21742468,0.28894751,0.65794199,0.61903901,0.03022136,0.58085706
-5.18959480,1.73294154,0.03194263,0.03775542,0.22723104,0.30336816,0.69409066,0.65480614,0.03165525,0.61351342
-5.18359180,1.81753755,0.03314011,0.03906194,0.23611927,0.31652362,0.72797610,0.69037541,0.03296962,0.64519335
-5.17758879,1.89674469,0.03414048,0.04019992,0.24392310,0.32819155,0.75908717,0.72534443,0.03415149,0.67548199
-5.17158579,1.96957091,0.03492394,0.04115019,0.25050458,0.33818222,0.78698214,0.75938686,0.03519166,0.70403237
-5.16558279,2.03524059,0.03547493,0.04189955,0.25575783,0.34634441,0.81130201,0.79225840,0.03608500,0.73057360
-5.15957979,2.09321291,0.03578272,0.04244097,0.25961173,0.35257007,0.83178121,0.82379962,0.03683061,0.75491638
-5.15357679,2.14319160,0.03584177,0.04277362,0.26203155,0.35679748,0.84825485,0.85393514,0.03743178,0.77695547
-5.14757379,2.18512489,0.03565194,0.04290271,0.26301928,0.35901272,0.86066226,0.88266912,0.03789573,0.79666864
-5.14157079,2.21919557,0.03521857,0.04283907,0.26261283,0.35924944,0.86904648,0.91007692,0.03823319,0.81411228
-5.13556778,2.24580128,0.03455225,0.04259860,0.26088389,0.35758680,0.87354959,0.93629323,0.03845783,0.82941352
-5.12956478,2.26552595,0.03366852,0.04220153,0.25793470,0.35414570,0.87440427,0.96149714,0.03858553,0.84275928
-5.12356178,2.27910368,0.03258738,0.04167155,0.25389384,0.34908364,0.87192173,0.98589491,0.03863355,0.85438286
-5.11755878,2.28737705,0.03133262,0.04103487,0.24891127,0.34258815,0.86647687,1.00970125,0.03861968,0.86454858
-5.11155578,2.29125193,0.02993109,0.04031920,0.24315275,0.33486954,0.85849137,1.03312024,0.03856134,0.87353546
-5.10555278,2.29165148,0.02841191,0.03955276,0.23679416,0.32615290,0.84841550,1.05632701,0.03847479,0.88162071
-5.09954977,2.28947169,0.02680562,0.03876337,0.23001563,0.31667016,0.83670980,1.07945121,0.03837438,0.88906406
-5.09354677,2.28554093,0.02514332,0.03797756,0.22299612,0.30665223,0.82382739,1.10256343,0.03827194,0.89609383
-5.08754377,2.28058574,0.02345591,0.03721986,0.21590838,0.29632187,0.81019790,1.12566542,0.03817639,0.90289532
-5.08154077,2.27520459,0.02177335,0.03651219,0.20891461,0.28588745,0.79621373,1.14868474,0.03809350,0.90960241
-5.07553777,2.26985072,0.02012406,0.03587352,0.20216298,0.27553783,0.78221918,1.17147444,0.03802584,0.91629260
-5.06953477,2.26482487,0.01853433,0.03531951,0.19578495,0.26543863,0.76850292,1.19381749,0.03797297,0.92298572
-5.06353177,2.26027759,0.01702799,0.03486251,0.18989359,0.25572983,0.75529389,1.21543623,0.03793179,0.92964622
-5.05752876,2.25622069,0.01562611,0.03451153,0.18458266,0.24652484,0.74276049,1.23600580,0.03789708,0.93618886
-5.05152576,2.25254645,0.01434683,0.03427244,0.17992652,0.23791075,0.73101300,1.25517111,0.03786211,0.94248703
-5.04552276,2.24905282,0.01320529,0.03414821,0.17598062,0.22994977,0.72010849,1.27256605,0.03781935,0.94838337
-5.03951976,2.24547259,0.01221368,0.03413915,0.17278248,0.22268158,0.71005783,1.28783379,0.03776122,0.95370145
-5.03351676,2.24150428,0.01138136,0.03424328,0.17035300,0.21612621,0.70083407,1.30064700,0.03768080,0.95825807
-5.02751376,2.23684233,0.01071493,0.03445657,0.16869781,0.21028740,0.69238142,1.31072643,0.03757245,0.96187498
-5.02151076,2.23120459,0.01021849,0.03477323,0.16780877,0.20515596,0.68462416,1.31785696,0.03743236,0.96438943
-5.01550775,2.22435520,0.00989374,0.03518589,0.16766516,0.20071298,0.67747501,1.32189990,0.03725888,0.96566279
-5.00950475,2.21612146,0.00974023,0.03568577,0.16823481,0.19693270,0.67084213,1.32280097,0.03705271,0.96558682
-5.00350175,2.20640376,0.00975544,0.03626274,0.16947492,0.19378475,0.66463482,1.32059332,0.03681696,0.96408724
-4.99749875,2.19517828,0.00993498,0.03690533,0.17133265,0.19123588,0.65876731,1.31539564,0.03655687,0.96112455
-4.99149575,2.18249266,0.01027261,0.03760078,0.17374552,0.18925094,0.65316095,1.30740548,0.03627954,0.95669233
-4.98549275,2.16845547,0.01076041,0.03833497,0.17664167,0.18779321,0.64774471,1.29688831,0.03599338,0.95081320
-4.97948974,2.15322063,0.01138876,0.03909243,0.17994021,0.18682428,0.64245437,1.28416313,0.03570751,0.94353317
-4.97348674,2.13696840,0.01214645,0.03985638,0.18355152,0.18630339,0.63723071,1.26958564,0.03543108,0.93491480
-4.96748374,2.11988469,0.01302076,0.04060880,0.18737793,0.18618659,0.63201718,1.25353005,0.03517259,0.92502992
-4.96148074,2.10214067,0.01399750,0.04133062,0.19131457,0.18642585,0.62675739,1.23637076,0.03493918,0.91395268
-4.95547774,2.08387422,0.01506121,0.04200199,0.19525079,0.18696817,0.62139301,1.21846510,0.03473611,0.90175337
-4.94947474,2.06517508,0.01619532,0.04260264,0.19907186,0.18775514,0.61586233,1.20013811,0.03456623,0.88849373
-4.94347174,2.04607473,0.01738238,0.04311232,0.20266128,0.18872277,0.61009978,1.18167020,0.03442974,0.87422400
-4.93746873,2.02654201,0.01860446,0.04351139,0.20590340,0.18980198,0.60403661,1.16328853,0.03432398,0.85898198
-4.93146573,2.00648474,0.01984345,0.04378137,0.20868649,0.19091961,0.59760281,1.14516224,0.03424355,0.84279416
-4.92546273,1.98575739,0.02108155,0.04390562,0.21090597,0.19200004,0.59073015,1.12740179,0.03418056,0.82567874
-4.91945973,1.96417415,0.02230176,0.04386998,0.21246779,0.19296741,0.58335611,1.11006223,0.03412500,0.80765027
-4.91345673,1.94152659,0.02348841,0.04366335,0.21329174,0.19374822,0.57542862,1.09314991,0.03406541,0.78872560
-4.90745373,1.91760450,0.02462768,0.04327824,0.21331453,0.19427432,0.56691106,1.07663209,0.03398951,0.76893038
-4.90145073,1.89221862,0.02570810,0.04271122,0.21249243,0.19448602,0.55778724,1.06044867,0.03388503,0.74830593
-4.89544772,1.86522350,0.02672105,0.04196321,0.21080341,0.19433513,0.54806596,1.04452503,0.03374050,0.72691553
-4.88944472,1.83653901,0.02766107,0.04103967,0.20824849,0.19378780,0.53778476,1.02878529,0.03354607,0.70484999
-4.88344172,1.80616892,0.02852619,0.03995054,0.20485243,0.19282692,0.52701265,1.01316497,0.03329422,0.68223171
-4.87743872,1.77421532,0.02931802,0.03871012,0.20066342,0.19145386,0.51585130,0.99762220,0.03298042,0.65921724
-4.87143572,1.74088789,0.03004175,0.03733674,0.19575199,0.18968949,0.50443493,0.98214703,0.03260358,0.63599781
-4.86543272,1.70650726,0.03070594,0.03585224,0.19020906,0.18757433,0.49292844,0.96676805,0.03216634,0.61279794
-4.85942971,1.67150215,0.03132220,0.03428136,0.18414317,0.18516773,0.48152405,0.95155627,0.03167522,0.58987210
-4.85342671,1.63640050,0.03190462,0.03265108,0.17767707,0.18254620,0.47043651,0.93662592,0.03114050,0.56749960
-4.84742371,1.60181471,0.03246914,0.03098980,0.17094384,0.17980075,0.45989703,0.92213237,0.03057588,0.54597791
-4.84142071,1.56842195,0.03303272,0.02932651,0.16408254,0.17703352,0.45014631,0.90826729,0.02999801,0.52561483
-4.83541771,1.53694048,0.03361248,0.02768999,0.15723379,0.17435367,0.44142680,0.89525155,0.02942582,0.50671980
-4.82941471,1.50810307,0.03422476,0.02610801,0.15053528,0.17187290,0.43397475,0.88332626,0.02887967,0.48959485
-4.82341171,1.48262892,0.03488415,0.02460659,0.14411752,0.16970058,0.42801224,0.87274259,0.02838047,0.47452553
-4.81740870,1.46119548,0.03560267,0.02320934,0.13809992,0.16793893,0.42373967,0.86375094,0.02794872,0.46177224
-4.81140570,1.44441144,0.03638892,0.02193688,0.13258741,0.16667836,0.42132884,0.85659013,0.02760346,0.45156240
-4.80540270,1.43279233,0.03724745,0.02080646,0.12766769,0.16599315,0.42091719,0.85147721,0.02736139,0.44408354
-4.79939970,1.42673972,0.03817834,0.01983157,0.12340917,0.16593790,0.42260313,0.84859839,0.02723594,0.43947787
-4.79339670,1.42652507,0.03917690,0.01902183,0.11985977,0.16654464,0.42644290,0.84810161,0.02723659,0.43783823
-4.78739370,1.43227893,0.04023373,0.01838287,0.11704647,0.16782098,0.43244890,0.85009100,0.02736818,0.43920571
-4.78139070,1.44398598,0.04133499,0.01791642,0.11497572,0.16974927,0.44058957,0.85462358,0.02763058,0.44356891
-4.77538769,1.46148607,0.04246286,0.01762049,0.11363457,0.17228692,0.45079092,0.86170819,0.02801849,0.45086485
-4.76938469,1.48448120,0.04359636,0.01748966,0.11299249,0.17536776,0.46293946,0.87130672,0.02852140,0.46098144
-4.76338169,1.51254804,0.04471230,0.01751543,0.11300384,0.17890451,0.47688641,0.88333743,0.02912389,0.47376138
-4.75737869,1.54515538,0.04578636,0.01768666,0.11361070,0.18279222,0.49245311,0.89768013,0.02980608,0.48900732
-4.75137569,1.58168572,0.04679443,0.01799008,0.11474615,0.18691246,0.50943716,0.91418282,0.03054426,0.50648796
-4.74537269,1.62145980,0.04771383,0.01841080,0.11633761,0.19113821,0.52761921,0.93266947,0.03131176,0.52594495
-4.73936968,1.66376309,0.04852463,0.01893287,0.11831029,0.19533915,0.54676985,0.95294831,0.03207988,0.54710016
-4.73336668,1.70787284,0.04921089,0.01953981,0.12059046,0.19938712,0.56665643,0.97482023,0.03281898,0.56966311
-4.72736368,1.75308448,0.04976172,0.02021516,0.12310851,0.20316151,0.58704951,0.99808687,0.03349962,0.59333812
-4.72136068,1.79873614,0.05017219,0.02094292,0.12580155,0.20655439,0.60772839,1.02255771,0.03409367,0.61783097
-4.71535768,1.84423015,0.05044394,0.02170805,0.12861556,0.20947510,0.62848575,1.04805607,0.03457544,0.64285470
-4.70935468,1.88905065,0.05058561,0.02249680,0.13150696,0.21185408,0.64913105,1.07442352,0.03492267,0.66813446
-4.70335168,1.93277655,0.05061290,0.02329703,0.13444351,0.21364592,0.66949259,1.10152260,0.03511745,0.69341096
-4.69734867,1.97508943,0.05054833,0.02409841,0.13740463,0.21483129,0.68941817,1.12923777,0.03514695,0.71844279
-4.69134567,2.01577624,0.05042070,0.02489260,0.14038107,0.21541785,0.70877445,1.15747471,0.03500399,0.74300724
-4.68534267,2.05472692,0.05026433,0.02567329,0.14337396,0.21544008,0.72744508,1.18615803,0.03468732,0.76689994
-4.67933967,2.09192733,0.05011798,0.02643619,0.14639345,0.21495804,0.74532794,1.21522786,0.03420184,0.78993338
-4.67333667,2.12744828,0.05002361,0.02717895,0.14945680,0.21405506,0.76233160,1.24463546,0.03355842,0.81193460
-4.66733367,2.16143133,0.05002498,0.02790102,0.15258636,0.21283468,0.77837149,1.27433843,0.03277361,0.83274229
-4.66133067,2.19407250,0.05016618,0.02860350,0.15580722,0.21141676,0.79336613,1.30429591,0.03186912,0.85220377
-4.65532766,2.22560480,0.05049010,0.02928890,0.15914494,0.20993311,0.80723361,1.33446408,0.03087117,0.87017205
-4.64932466,2.25628060,0.05103696,0.02996090,0.16262335,0.20852267,0.81988894,1.36479231,0.02980957,0.88650347
-4.64332166,2.28635488,0.05184288,0.03062420,0.16626248,0.20732666,0.83124230,1.39522035,0.02871682,0.90105617
