energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-5.75987994,3.17765517,0.00709860,0.34745825,0.00643387,1.91663473,0.94662157,0.42537699,1.09518122,0.48234405
-5.75387694,3.09777332,0.00728619,0.32871618,0.00594069,1.87929912,0.91929426,0.41611172,1.05023921,0.47321390
-5.74787394,3.01412636,0.00744374,0.30951352,0.00547840,1.83967586,0.89085660,0.40659647,1.00347261,0.46338103
-5.74187094,2.92782388,0.00756669,0.29003733,0.00504660,1.79838339,0.86161735,0.39697244,0.95546787,0.45300990
-5.73586793,2.84004766,0.00765107,0.27047797,0.00464448,1.75609053,0.83190956,0.38738915,0.90682763,0.44227975
-5.72986493,2.75202823,0.00769367,0.25102435,0.00427100,1.71350353,0.80208303,0.37800184,0.85815654,0.43138109
-5.72386193,2.66501879,0.00769214,0.23185936,0.00392492,1.67135107,0.77249597,0.36896831,0.81004712,0.42051167
-5.71785893,2.58026725,0.00764509,0.21315553,0.00360498,1.63036762,0.74350601,0.36044538,0.76306633,0.40987201
-5.71185593,2.49898728,0.00755216,0.19507125,0.00330996,1.59127565,0.71546098,0.35258501,0.71774315,0.39966077
-5.70585293,2.42232920,0.00741400,0.17774753,0.00303878,1.55476717,0.68868982,0.34553024,0.67455764,0.39006989
-5.69984992,2.35135160,0.00723229,0.16130557,0.00279053,1.52148521,0.66349385,0.33941105,0.63393180,0.38127968
-5.69384692,2.28699449,0.00700966,0.14584505,0.00256454,1.49200572,0.64013885,0.33434028,0.59622239,0.37345410
-5.68784392,2.23005498,0.00674962,0.13144326,0.00236042,1.46682075,0.61884801,0.33040981,0.56171588,0.36673623
-5.68184092,2.18116607,0.00645639,0.11815503,0.00217805,1.44632322,0.59979625,0.32768714,0.53062546,0.36124415
-5.67583792,2.14077946,0.00613482,0.10601328,0.00201764,1.43079412,0.58310583,0.32621246,0.50309013,0.35706741
-5.66983492,2.10915296,0.00579020,0.09503028,0.00187967,1.42039250,0.56884359,0.32599644,0.47917573,0.35426409
-5.66383192,2.08634287,0.00542808,0.08519939,0.00176493,1.41514885,0.55701976,0.32701882,0.45887762,0.35285873
-5.65782891,2.07220194,0.00505414,0.07649719,0.00167448,1.41496214,0.54758849,0.32922781,0.44212502,0.35284108
-5.65182591,2.06638288,0.00467395,0.06888584,0.00160965,1.41960073,0.54045004,0.33254060,0.42878649,0.35416590
-5.64582291,2.06834753,0.00429293,0.06231560,0.00157198,1.42870740,0.53545442,0.33684472,0.41867647,0.35675367
-5.63981991,2.07738143,0.00391609,0.05672742,0.00156316,1.44180813,0.53240655,0.34200039,0.41156259,0.36049243
-5.63381691,2.09261336,0.00354803,0.05205532,0.00158506,1.45832466,0.53107264,0.34784386,0.40717342,0.36524046
-5.62781391,2.11303933,0.00319276,0.04822872,0.00163956,1.47759024,0.53118747,0.35419150,0.40520652,0.37082995
-5.62181091,2.13755001,0.00285372,0.04517451,0.00172858,1.49886814,0.53246248,0.36084454,0.40533653,0.37707141
-5.61580790,2.16496085,0.00253368,0.04281879,0.00185390,1.52137209,0.53459424,0.36759446,0.40722307,0.38375873
-5.60980490,2.19404372,0.00223475,0.04108834,0.00201715,1.54428804,0.53727302,0.37422854,0.41051831,0.39067470
-5.60380190,2.22355902,0.00195842,0.03991184,0.00221966,1.56679635,0.54019118,0.38053566,0.41487411,0.39759675
-5.59779890,2.25228706,0.00170555,0.03922062,0.00246236,1.58809358,0.54305104,0.38631197,0.41994852,0.40430278
-5.59179590,2.27905778,0.00147646,0.03894933,0.00274568,1.60741314,0.54557209,0.39136628,0.42541160,0.41057687
-5.58579290,2.30277780,0.00127096,0.03903618,0.00306942,1.62404407,0.54749710,0.39552499,0.43095055,0.41621457
-5.57978989,2.32245398,0.00108842,0.03942306,0.00343264,1.63734743,0.54859725,0.39863636,0.43627402,0.42102779
-5.57378689,2.33721299,0.00092788,0.04005548,0.00383360,1.64676971,0.54867595,0.40057411,0.44111560,0.42484898
-5.56778389,2.34631640,0.00078806,0.04088238,0.00426962,1.65185315,0.54757139,0.40124010,0.44523663,0.42753452
-5.56178089,2.34917124,0.00066752,0.04185585,0.00473707,1.65224268,0.54515793,0.40056613,0.44842817,0.42896739
-5.55577789,2.34533591,0.00056464,0.04293086,0.00523135,1.64768965,0.54134621,0.39851490,0.45051231,0.42905889
-5.54977489,2.33452181,0.00047774,0.04406496,0.00574683,1.63805238,0.53608227,0.39507999,0.45134282,0.42774957
-5.54377189,2.31659104,0.00040511,0.04521810,0.00627696,1.62329391,0.52934582,0.39028512,0.45080524,0.42500931
-5.53776888,2.29155062,0.00034505,0.04635241,0.00681433,1.60347730,0.52114769,0.38418257,0.44881647,0.42083668
-5.53176588,2.25954385,0.00029594,0.04743219,0.00735078,1.57875883,0.51152687,0.37685104,0.44532388,0.41525760
-5.52576288,2.22083933,0.00025622,0.04842397,0.00787760,1.54937974,0.50054719,0.36839289,0.44030413,0.40832352
-5.51975988,2.17581845,0.00022445,0.04929659,0.00838568,1.51565662,0.48829384,0.35893106,0.43376165,0.40010907
-5.51375688,2.12496152,0.00019932,0.05002153,0.00886580,1.47797123,0.47486986,0.34860555,0.42572684,0.39070935
-5.50775388,2.06883339,0.00017962,0.05057319,0.00930883,1.43675977,0.46039280,0.33756981,0.41625416,0.38023708
-5.50175088,2.00806860,0.00016430,0.05092928,0.00970603,1.39250208,0.44499156,0.32598697,0.40541999,0.36881945
-5.49574787,1.94335661,0.00015244,0.05107125,0.01004930,1.34571084,0.42880348,0.31402596,0.39332039,0.35659496
-5.48974487,1.87542708,0.00014322,0.05098468,0.01033146,1.29692105,0.41197166,0.30185784,0.38006872,0.34371027
-5.48374187,1.80503548,0.00013597,0.05065969,0.01054645,1.24667978,0.39464261,0.28965202,0.36579326,0.33031698
-5.47773887,1.73294893,0.00013012,0.05009122,0.01068956,1.19553619,0.37696404,0.27757282,0.35063462,0.31656857
-5.47173587,1.65993253,0.00012520,0.04927927,0.01075758,1.14403203,0.35908298,0.26577605,0.33474322,0.30261742
-5.46573287,1.58673603,0.00012084,0.04822899,0.01074892,1.09269245,0.34114384,0.25440598,0.31827663,0.28861193
-5.45972986,1.51408101,0.00011675,0.04695067,0.01066366,1.04201733,0.32328680,0.24359248,0.30139696,0.27469385
-5.45372686,1.44264867,0.00011270,0.04545956,0.01050352,0.99247304,0.30564610,0.23344857,0.28426823,0.26099578
-5.44772386,1.37306841,0.00010856,0.04377556,0.01027182,0.94448494,0.28834851,0.22406832,0.26705382,0.24763891
-5.44172086,1.30590751,0.00010421,0.04192278,0.00997337,0.89843063,0.27151180,0.21552525,0.24991396,0.23473108
-5.43571786,1.24166203,0.00009960,0.03992895,0.00961428,0.85463421,0.25524339,0.20787113,0.23300341,0.22236504
-5.42971486,1.18074949,0.00009473,0.03782480,0.00920174,0.81336171,0.23963904,0.20113548,0.21646929,0.21061727
-5.42371186,1.12350340,0.00008959,0.03564331,0.00874380,0.77481804,0.22478183,0.19532560,0.20044921,0.19954703
-5.41770885,1.07017026,0.00008422,0.03341891,0.00824910,0.73914551,0.21074129,0.19042722,0.18506960,0.18919603
-5.41170585,1.02090899,0.00007868,0.03118672,0.00772660,0.70642418,0.19757294,0.18640592,0.17044440,0.17958851
-5.40570285,0.97579314,0.00007303,0.02898175,0.00718530,0.67667410,0.18531805,0.18320908,0.15667412,0.17073184
-5.39969985,0.93481594,0.00006733,0.02683820,0.00663400,0.64985953,0.17400393,0.18076853,0.14384520,0.16261773
-5.39369685,0.89789791,0.00006166,0.02478873,0.00608106,0.62589493,0.16364445,0.17900376,0.13202972,0.15522382
-5.38769385,0.86489707,0.00005607,0.02286396,0.00553421,0.60465269,0.15424109,0.17782547,0.12128552,0.14851578
-5.38169085,0.83562114,0.00005063,0.02109189,0.00500041,0.58597222,0.14578426,0.17713957,0.11165649,0.14244981
-5.37568784,0.80984128,0.00004540,0.01949753,0.00448567,0.56966999,0.13825491,0.17685128,0.10317321,0.13697538
-5.36968484,0.78730676,0.00004042,0.01810262,0.00399504,0.55555017,0.13162635,0.17686919,0.09585370,0.13203817
-5.36368184,0.76775980,0.00003574,0.01692536,0.00353254,0.54341526,0.12586623,0.17710920,0.08970436,0.12758307
-5.35767884,0.75094982,0.00003137,0.01598034,0.00310116,0.53307621,0.12093844,0.17749797,0.08472088,0.12355704
-5.35167584,0.73664636,0.00002734,0.01527844,0.00270292,0.52436152,0.11680503,0.17797591,0.08088927,0.11991182
-5.34567284,0.72465005,0.00002366,0.01482686,0.00233891,0.51712479,0.11342779,0.17849939,0.07818675,0.11660623
-5.33966983,0.71480098,0.00002033,0.01462912,0.00200940,0.51125041,0.11076967,0.17904215,0.07658256,0.11360801
-5.33366683,0.70698401,0.00001734,0.01468524,0.00171391,0.50665704,0.10879582,0.17959577,0.07603877,0.11089517
-5.32766383,0.70113098,0.00001469,0.01499178,0.00145139,0.50329870,0.10747421,0.18016923,0.07651089,0.10845667
-5.32166083,0.69721948,0.00001235,0.01554207,0.00122025,0.50116357,0.10677587,0.18078755,0.07794844,0.10629248
-5.31565783,0.69526859,0.00001032,0.01632635,0.00101856,0.50027044,0.10667481,0.18148953,0.08029555,0.10441296
-5.30965483,0.69533181,0.00000856,0.01733206,0.00084411,0.50066332,0.10714755,0.18232486,0.08349147,0.10283777
-5.30365183,0.69748776,0.00000706,0.01854406,0.00069452,0.50240435,0.10817235,0.18335058,0.08747123,0.10159411
-5.29764882,0.70182926,0.00000579,0.01994496,0.00056735,0.50556569,0.10972841,0.18462727,0.09216643,0.10071466
-5.29164582,0.70845164,0.00000472,0.02151550,0.00046014,0.51022082,0.11179485,0.18621498,0.09750620,0.10023516
-5.28564282,0.71744094,0.00000384,0.02323498,0.00037053,0.51643587,0.11434980,0.18816938,0.10341836,0.10019184
-5.27963982,0.72886294,0.00000311,0.02508174,0.00029625,0.52426152,0.11736956,0.19053810,0.10983089,0.10061892
-5.27363682,0.74275361,0.00000253,0.02703365,0.00023519,0.53372605,0.12082805,0.19335764,0.11667361,0.10154615
-5.26763382,0.75911166,0.00000208,0.02906875,0.00018540,0.54482984,0.12469643,0.19665091,0.12388007,0.10299665
-5.26163082,0.77789365,0.00000173,0.03116578,0.00014515,0.55754177,0.12894311,0.20042559,0.13138957,0.10498525
-5.25562781,0.79901181,0.00000148,0.03330484,0.00011288,0.57179763,0.13353405,0.20467339,0.13914925,0.10751712
-5.24962481,0.82233487,0.00000131,0.03546796,0.00008723,0.58750062,0.13843333,0.20937012,0.14711615,0.11058717
-5.24362181,0.84769155,0.00000122,0.03763959,0.00006702,0.60452382,0.14360406,0.21447671,0.15525897,0.11417985
-5.23761881,0.87487648,0.00000120,0.03980713,0.00005123,0.62271443,0.14900939,0.21994094,0.16355959,0.11826963
-5.23161581,0.90365807,0.00000125,0.04196122,0.00003903,0.64189940,0.15461368,0.22569989,0.17201400,0.12282197
-5.22561281,0.93378766,0.00000136,0.04409597,0.00002970,0.66189204,0.16038359,0.23168279,0.18063269,0.12779473
-5.21960980,0.96500937,0.00000154,0.04620903,0.00002266,0.68249911,0.16628914,0.23781420,0.18944020,0.13313996
-5.21360680,0.99706961,0.00000178,0.04830139,0.00001743,0.70352785,0.17230449,0.24401722,0.19847388,0.13880586
-5.20760380,1.02972594,0.00000208,0.05037714,0.00001362,0.72479250,0.17840846,0.25021665,0.20778188,0.14473889
-5.20160080,1.06275419,0.00000245,0.05244292,0.00001092,0.74611974,0.18458459,0.25634175,0.21742010,0.15088569
-5.19559780,1.09595355,0.00000289,0.05450725,0.00000911,0.76735286,0.19082090,0.26232852,0.22744857,0.15719492
-5.18959480,1.12914921,0.00000340,0.05657974,0.00000797,0.78835415,0.19710909,0.26812143,0.23792700,0.16361865
-5.18359180,1.16219218,0.00000399,0.05867013,0.00000737,0.80900556,0.20344340,0.27367432,0.24890999,0.17011331
-5.17758879,1.19495649,0.00000466,0.06078730,0.00000720,0.82920758,0.20981907,0.27895068,0.26044186,0.17664018
-5.17158579,1.22733374,0.00000541,0.06293828,0.00000736,0.84887631,0.21623053,0.28392313,0.27255152,0.18316526
-5.16558279,1.25922562,0.00000623,0.06512720,0.00000780,0.86793922,0.22266936,0.28857226,0.28524760,0.18965859
-5.15957979,1.29053474,0.00000713,0.06735447,0.00000845,0.88632971,0.22912231,0.29288494,0.29851409,0.19609306
-5.15357679,1.32115462,0.00000811,0.06961601,0.00000927,0.90398110,0.23556926,0.29685215,0.31230682,0.20244284
-5.14757379,1.35095953,0.00000915,0.07190266,0.00001024,0.92082043,0.24198152,0.30046671,0.32655093,0.20868151
-5.14157079,1.37979506,0.00001026,0.07419990,0.00001133,0.93676262,0.24832048,0.30372080,0.34113961,0.21477998
-5.13556778,1.40747022,0.00001142,0.07648774,0.00001251,0.95170551,0.25453665,0.30660376,0.35593421,0.22070457
-5.12956478,1.43375172,0.00001262,0.07874095,0.00001375,0.96552617,0.26056942,0.30910016,0.37076580,0.22641524
-5.12356178,1.45836118,0.00001384,0.08092951,0.00001504,0.97807894,0.26634734,0.31118834,0.38543820,0.23186420
-5.11755878,1.48097557,0.00001508,0.08301935,0.00001635,0.98919534,0.27178913,0.31283958,0.39973242,0.23699510
-5.11155578,1.50123125,0.00001630,0.08497329,0.00001766,0.99868610,0.27680535,0.31401796,0.41341224,0.24174288
-5.10555278,1.51873154,0.00001750,0.08675225,0.00001895,1.00634530,0.28130071,0.31468090,0.42623098,0.24603435
-5.09954977,1.53305767,0.00001866,0.08831647,0.00002019,1.01195641,0.28517683,0.31478050,0.43793894,0.24978957
-5.09354677,1.54378267,0.00001974,0.08962693,0.00002136,1.01530010,0.28833554,0.31426546,0.44829136,0.25292392
-5.08754377,1.55048763,0.00002075,0.09064678,0.00002244,1.01616337,0.29068240,0.31308361,0.45705652,0.25535099
-5.08154077,1.55277951,0.00002164,0.09134267,0.00002341,1.01434963,0.29213033,0.31118482,0.46402359,0.25698581
-5.07553777,1.55030965,0.00002241,0.09168604,0.00002425,1.00968907,0.29260328,0.30852420,0.46901008,0.25774869
-5.06953477,1.54279204,0.00002304,0.09165423,0.00002494,1.00204900,0.29203959,0.30506540,0.47186833,0.25756903
-5.06353177,1.53002033,0.00002352,0.09123144,0.00002546,0.99134341,0.29039509,0.30078367,0.47249096,0.25638927
-5.05752876,1.51188278,0.00002384,0.09040938,0.00002581,0.97754132,0.28764561,0.29566881,0.47081502,0.25416844
-5.05152576,1.48837423,0.00002399,0.08918773,0.00002599,0.96067345,0.28378889,0.28972750,0.46682460,0.25088530
-5.04552276,1.45960444,0.00002397,0.08757428,0.00002598,0.94083682,0.27884580,0.28298510,0.46055194,0.24654083
-5.03951976,1.42580231,0.00002378,0.08558483,0.00002580,0.91819697,0.27286070,0.27548665,0.45207693,0.24115984
-5.03351676,1.38731573,0.00002343,0.08324279,0.00002544,0.89298767,0.26590107,0.26729717,0.44152497,0.23479173
-5.02751376,1.34460684,0.00002291,0.08057854,0.00002493,0.86550794,0.25805631,0.25850104,0.42906351,0.22751020
-5.02151076,1.29824295,0.00002225,0.07762862,0.00002427,0.83611656,0.24943576,0.24920057,0.41489721,0.21941205
-5.01550775,1.24888334,0.00002146,0.07443466,0.00002349,0.80522421,0.24016606,0.23951376,0.39926197,0.21061502
-5.00950475,1.19726261,0.00002056,0.07104225,0.00002262,0.77328342,0.23038796,0.22957143,0.38241817,0.20125490
-5.00350175,1.14417100,0.00001957,0.06749965,0.00002167,0.74077676,0.22025257,0.21951367,0.36464328,0.19148186
-4.99749875,1.09043280,0.00001850,0.06385650,0.00002069,0.70820371,0.20991742,0.20948586,0.34622413,0.18145646
-4.99149575,1.03688333,0.00001738,0.06016251,0.00001971,0.67606668,0.19954220,0.19963449,0.32744909,0.17134527
-4.98549275,0.98434583,0.00001624,0.05646619,0.00001877,0.64485668,0.18928461,0.19010270,0.30860055,0.16131649
-4.97948974,0.93360874,0.00001510,0.05281368,0.00001791,0.61503922,0.17929625,0.18102604,0.28994782,0.15153571
-4.97348674,0.88540460,0.00001398,0.04924770,0.00001718,0.58704095,0.16971882,0.17252839,0.27174063,0.14216199
-4.96748374,0.84039118,0.00001290,0.04580659,0.00001662,0.56123753,0.16068070,0.16471828,0.25420368,0.13334442
-4.96148074,0.79913553,0.00001189,0.04252366,0.00001628,0.53794328,0.15229408,0.15768576,0.23753203,0.12521934
-4.95547774,0.76210159,0.00001097,0.03942657,0.00001622,0.51740284,0.14465264,0.15149997,0.22188780,0.11790821
-4.94947474,0.72964169,0.00001015,0.03653703,0.00001649,0.49978529,0.13782993,0.14620747,0.20739792,0.11151626
-4.94347174,0.70199220,0.00000945,0.03387069,0.00001717,0.48518100,0.13187849,0.14183134,0.19415325,0.10613189
-4.93746873,0.67927345,0.00000889,0.03143715,0.00001830,0.47360106,0.12682958,0.13837127,0.18220882,0.10182676
-4.93146573,0.66149364,0.00000849,0.02924027,0.00001997,0.46497970,0.12269374,0.13580438,0.17158528,0.09865650
-4.92546273,0.64855671,0.00000825,0.02727861,0.00002224,0.45917920,0.11946188,0.13408698,0.16227138,0.09666202
-4.91945973,0.64027357,0.00000820,0.02554600,0.00002520,0.45599742,0.11710705,0.13315704,0.15422739,0.09587114
-4.91345673,0.63637617,0.00000833,0.02403227,0.00002892,0.45517738,0.11558662,0.13293725,0.14738927,0.09630060
-4.90745373,0.63653378,0.00000867,0.02272407,0.00003349,0.45641866,0.11484488,0.13333873,0.14167345,0.09795810
-4.90145073,0.64037077,0.00000923,0.02160573,0.00003899,0.45939009,0.11481589,0.13426496,0.13698194,0.10084439
-4.89544772,0.64748497,0.00001000,0.02066022,0.00004551,0.46374315,0.11542646,0.13561606,0.13320769,0.10495523
-4.88944472,0.65746595,0.00001100,0.01986998,0.00005314,0.46912568,0.11659913,0.13729294,0.13023982,0.11028310
-4.88344172,0.66991240,0.00001223,0.01921784,0.00006196,0.47519509,0.11825500,0.13920137,0.12796870,0.11681849
-4.87743872,0.68444780,0.00001369,0.01868777,0.00007205,0.48163079,0.12031640,0.14125571,0.12629058,0.12455092
-4.87143572,0.70073388,0.00001538,0.01826558,0.00008348,0.48814510,0.12270915,0.14338212,0.12511157,0.13346937
-4.86543272,0.71848116,0.00001731,0.01793945,0.00009632,0.49449240,0.12536445,0.14552108,0.12435094,0.14356232
-4.85942971,0.73745639,0.00001946,0.01770035,0.00011062,0.50047601,0.12822035,0.14762928,0.12394355,0.15481729
-4.85342671,0.75748641,0.00002183,0.01754224,0.00012642,0.50595263,0.13122266,0.14968056,0.12384141,0.16721994
-4.84742371,0.77845849,0.00002440,0.01746220,0.00014375,0.51083418,0.13432545,0.15166601,0.12401416,0.18075282
-4.84142071,0.80031721,0.00002717,0.01746023,0.00016260,0.51508707,0.13749105,0.15359324,0.12444872,0.19539379
-4.83541771,0.82305799,0.00003010,0.01753904,0.00018296,0.51872886,0.14068964,0.15548472,0.12514800,0.21111421
-4.82941471,0.84671775,0.00003319,0.01770355,0.00020480,0.52182271,0.14389847,0.15737547,0.12612870,0.22787702
-4.82341171,0.87136319,0.00003640,0.01796039,0.00022804,0.52446969,0.14710083,0.15930995,0.12741849,0.24563478
-4.81740870,0.89707721,0.00003970,0.01831715,0.00025261,0.52679961,0.15028481,0.16133857,0.12905260,0.26432781
-4.81140570,0.92394421,0.00004307,0.01878166,0.00027839,0.52896057,0.15344192,0.16351378,0.13106990,0.28388245
-4.80540270,0.95203500,0.00004647,0.01936117,0.00030525,0.53110790,0.15656571,0.16588601,0.13350893,0.30420971
-4.79939970,0.98139206,0.00004986,0.02006157,0.00033301,0.53339294,0.15965049,0.16849964,0.13640373,0.32520420
-4.79339670,1.01201588,0.00005321,0.02088655,0.00036150,0.53595217,0.16269011,0.17138919,0.13977991,0.34674363
-4.78739370,1.04385310,0.00005648,0.02183696,0.00039050,0.53889725,0.16567696,0.17457591,0.14365112,0.36868878
-4.78139070,1.07678709,0.00005965,0.02291016,0.00041979,0.54230633,0.16860124,0.17806500,0.14801591,0.39088415
-4.77538769,1.11063150,0.00006267,0.02409962,0.00044913,0.54621711,0.17145045,0.18184345,0.15285541,0.41315930
-4.76938469,1.14512713,0.00006551,0.02539456,0.00047826,0.55062193,0.17420923,0.18587883,0.15813173,0.43533077
-4.76338169,1.17994252,0.00006815,0.02677992,0.00050693,0.55546502,0.17685939,0.19011890,0.16378727,0.45720485
-4.75737869,1.21467819,0.00007056,0.02823640,0.00053486,0.56064226,0.17938033,0.19449225,0.16974501,0.47858091
-4.75137569,1.24887467,0.00007274,0.02974078,0.00056180,0.56600321,0.18174959,0.19890984,0.17590967,0.49925538
-4.74537269,1.28202382,0.00007465,0.03126644,0.00058750,0.57135548,0.18394366,0.20326743,0.18216992,0.51902620
-4.73936968,1.31358329,0.00007630,0.03278401,0.00061171,0.57647123,0.18593896,0.20744883,0.18840128,0.53769770
-4.73336668,1.34299323,0.00007767,0.03426219,0.00063424,0.58109546,0.18771279,0.21132980,0.19446984,0.55508556
-4.72736368,1.36969483,0.00007878,0.03566873,0.00065488,0.58495576,0.18924447,0.21478245,0.20023648,0.57102183
-4.72136068,1.39314958,0.00007963,0.03697145,0.00067348,0.58777309,0.19051625,0.21767992,0.20556152,0.58535967
-4.71535768,1.41285847,0.00008024,0.03813927,0.00068992,0.58927301,0.19151426,0.21990119,0.21030944,0.59797757
-4.70935468,1.42838018,0.00008061,0.03914333,0.00070411,0.58919699,0.19222916,0.22133570,0.21435363,0.60878282
-4.70335168,1.43934729,0.00008077,0.03995788,0.00071602,0.58731316,0.19265661,0.22188770,0.21758078,0.61771407
-4.69734867,1.44547968,0.00008074,0.04056126,0.00072564,0.58342605,0.19279746,0.22147993,0.21989489,0.62474262
-4.69134567,1.44659442,0.00008055,0.04093655,0.00073301,0.57738487,0.19265761,0.22005676,0.22122047,0.62987249
-4.68534267,1.44261167,0.00008022,0.04107215,0.00073819,0.56908993,0.19224757,0.21758631,0.22150502,0.63313904
-4.67933967,1.43355619,0.00007978,0.04096214,0.00074130,0.55849701,0.19158169,0.21406171,0.22072056,0.63460629
-4.67333667,1.41955437,0.00007925,0.04060638,0.00074245,0.54561936,0.19067713,0.20950135,0.21886416,0.63436290
-4.66733367,1.40082714,0.00007867,0.04001041,0.00074181,0.53052742,0.18955265,0.20394815,0.21595745,0.63251704
-4.66133067,1.37767890,0.00007803,0.03918517,0.00073951,0.51334620,0.18822714,0.19746788,0.21204524,0.62919047
-4.65532766,1.35048339,0.00007738,0.03814647,0.00073572,0.49425059,0.18671825,0.19014661,0.20719325,0.62451201
-4.64932466,1.31966717,0.00007670,0.03691433,0.00073060,0.47345882,0.18504091,0.18208758,0.20148511,0.61861097
-4.64332166,1.28569161,0.00007602,0.03551220,0.00072428,0.45122442,0.18320608,0.17340739,0.19501883,0.61161069
