energy_ev,total_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,3.26687068,0.00870771,0.61813244,0.76319123,0.18463951,0.01218576,1.48317501,1.71551681,0.94073005
-5.99399700,3.20741311,0.00869497,0.61343077,0.74370795,0.18261062,0.01211842,1.45166821,1.70466560,0.91575145
-5.98799400,3.14465217,0.00866269,0.61002069,0.72247683,0.18005386,0.01205320,1.41674865,1.69390357,0.88980855
-5.98199100,3.08097657,0.00861563,0.60846281,0.69998247,0.17707062,0.01200338,1.37937636,1.68448356,0.86365170
-5.97598799,3.01875217,0.00855963,0.60925636,0.67672910,0.17377453,0.01198345,1.34056368,1.67760600,0.83800373
-5.96998499,2.96024212,0.00850142,0.61281730,0.65322651,0.17028815,0.01200867,1.30134610,1.67436946,0.81353647
-5.96398199,2.90753013,0.00844842,0.61945903,0.62997560,0.16673938,0.01209463,1.26275214,1.67572380,0.79084911
-5.95797899,2.86244945,0.00840850,0.62937649,0.60745435,0.16325752,0.01225677,1.22577322,1.68242791,0.77044941
-5.95197599,2.82652027,0.00838968,0.64263447,0.58610446,0.15996916,0.01250987,1.19133454,1.69501394,0.75273837
-5.94597299,2.80089793,0.00839990,0.65916054,0.56631915,0.15699417,0.01286755,1.16026775,1.71375953,0.73799879
-5.93996998,2.78633373,0.00844668,0.67874319,0.54843252,0.15444176,0.01334170,1.13328659,1.73866961,0.72638836
-5.93396698,2.78315008,0.00853685,0.70103527,0.53271089,0.15240682,0.01394206,1.11096603,1.76946846,0.71793723
-5.92796398,2.79123067,0.00867624,0.72556275,0.51934621,0.15096668,0.01467568,1.09372571,1.80560286,0.71255035
-5.92196098,2.81002618,0.00886946,0.75173864,0.50845192,0.15017840,0.01554653,1.08181821,1.84625629,0.71001428
-5.91595798,2.83857527,0.00911962,0.77888154,0.50006123,0.15007669,0.01655514,1.07532244,1.89037376,0.71000817
-5.90995498,2.87553995,0.00942814,0.80623823,0.49412798,0.15067249,0.01769830,1.07414240,1.93669649,0.71211856
-5.90395198,2.91925399,0.00979465,0.83300948,0.49052985,0.15195235,0.01896888,1.07801125,1.98380513,0.71585727
-5.89794897,2.96778238,0.01021681,0.85837799,0.48907385,0.15387858,0.02035572,1.08650048,2.03016962,0.72068159
-5.89194597,3.01898956,0.01069037,0.88153751,0.48950385,0.15639017,0.02184368,1.09903402,2.07420399,0.72601613
-5.88594297,3.07061374,0.01120911,0.90172184,0.49150991,0.15940445,0.02341379,1.11490648,2.11432347,0.73127530
-5.87993997,3.12034442,0.01176500,0.91823251,0.49473889,0.16281948,0.02504350,1.13330524,2.14900175,0.73588552
-5.87393697,3.16590018,0.01234833,0.93046409,0.49880623,0.16651707,0.02670713,1.15333540,2.17682594,0.73930644
-5.86793397,3.20510383,0.01294793,0.93792601,0.50330825,0.17036632,0.02837637,1.17404691,2.19654693,0.74105022
-5.86193097,3.23595219,0.01355143,0.94025996,0.50783468,0.17422754,0.03002097,1.19446298,2.20712306,0.74069818
-5.85592796,3.25667810,0.01414565,0.93725222,0.51198102,0.17795651,0.03160945,1.21360887,2.20775551,0.73791430
-5.84992496,3.26580245,0.01471689,0.92884038,0.51536036,0.18140886,0.03310998,1.23054020,2.19791386,0.73245511
-5.84392196,3.26217488,0.01525137,0.91511427,0.51761426,0.18444444,0.03449118,1.24436986,2.17735116,0.72417570
-5.83791896,3.24500177,0.01573564,0.89631115,0.51842236,0.18693160,0.03572312,1.25429279,2.14610802,0.71303167
-5.83191596,3.21386114,0.01615694,0.87280539,0.51751068,0.18875105,0.03677813,1.25960774,2.10450597,0.69907727
-5.82591296,3.16870440,0.01650366,0.84509324,0.51465801,0.18979947,0.03763167,1.25973562,2.05313056,0.68245979
-5.81990995,3.10984541,0.01676565,0.81377348,0.50970071,0.18999242,0.03826310,1.25423368,1.99280534,0.66341068
-5.81390695,3.03793782,0.01693458,0.77952467,0.50253547,0.18926675,0.03865630,1.24280527,1.92455821,0.64223388
-5.80790395,2.95394202,0.01700413,0.74308035,0.49312021,0.18758217,0.03880021,1.22530498,1.84958158,0.61929193
-5.80190095,2.85908353,0.01697025,0.70520292,0.48147311,0.18492211,0.03868914,1.20173905,1.76918851,0.59499050
-5.79589795,2.75480455,0.01683125,0.66665759,0.46766992,0.18129386,0.03832292,1.17226113,1.68476649,0.56976209
-5.78989495,2.64271092,0.01658780,0.62818726,0.45183962,0.17672782,0.03770691,1.13716377,1.59773104,0.54404951
-5.78389195,2.52451664,0.01624294,0.59048936,0.43415877,0.17127611,0.03685176,1.09686594,1.50948076,0.51828984
-5.77788894,2.40198793,0.01580190,0.55419544,0.41484471,0.16501049,0.03577302,1.05189725,1.42135568,0.49289941
-5.77188594,2.27688905,0.01527193,0.51985412,0.39414789,0.15801975,0.03449061,1.00287943,1.33460006,0.46826036
-5.76588294,2.15093159,0.01466204,0.48791800,0.37234372,0.15040660,0.03302814,0.95050590,1.25033104,0.44470925
-5.75987994,2.02572890,0.01398267,0.45873466,0.34972414,0.14228435,0.03141212,0.89552028,1.16951375,0.42252792
-5.75387694,1.90275695,0.01324534,0.43254187,0.32658931,0.13377328,0.02967112,0.83869449,1.09294347,0.40193696
-5.74787394,1.78332270,0.01246233,0.40946702,0.30323959,0.12499713,0.02783489,0.78080741,1.02123495,0.38309178
-5.74187094,1.66854054,0.01164621,0.38953048,0.27996818,0.11607963,0.02593349,0.72262475,0.95481886,0.36608133
-5.73586793,1.55931721,0.01080957,0.37265240,0.25705453,0.10714120,0.02399649,0.66488073,0.89394482,0.35092943
-5.72986493,1.45634516,0.00996461,0.35866269,0.23475879,0.09829613,0.02205216,0.60826230,0.83869060,0.33759840
-5.72386193,1.36010390,0.00912288,0.34731343,0.21331728,0.08965006,0.02012685,0.55339590,0.78897652,0.32599481
-5.71785893,1.27086883,0.00829498,0.33829312,0.19293915,0.08129802,0.01824441,0.50083749,0.74458414,0.31597695
-5.71185593,1.18872653,0.00749037,0.33124229,0.17380416,0.07332293,0.01642582,0.45106546,0.70517831,0.30736373
-5.70585293,1.11359537,0.00671723,0.32576957,0.15606153,0.06579467,0.01468884,0.40447671,0.67033134,0.29994450
-5.69984992,1.04525023,0.00598233,0.32146779,0.13982982,0.05876959,0.01304792,0.36138551,0.63954825,0.29348934
-5.69384692,0.98334989,0.00529102,0.31792952,0.12519763,0.05229059,0.01151414,0.32202493,0.61229215,0.28775950
-5.68784392,0.92746573,0.00464723,0.31476142,0.11222497,0.04638747,0.01009527,0.28655034,0.58800861,0.28251744
-5.68184092,0.87711027,0.00405351,0.31159703,0.10094516,0.04107772,0.00879601,0.25504467,0.56614822,0.27753610
-5.67583792,0.83176446,0.00351116,0.30810775,0.09136708,0.03636754,0.00761820,0.22752485,0.54618664,0.27260716
-5.66983492,0.79090240,0.00302033,0.30401144,0.08347752,0.03225300,0.00656115,0.20394899,0.52764148,0.26754789
-5.66383192,0.75401269,0.00258017,0.29907883,0.07724354,0.02872137,0.00562200,0.18422386,0.51008562,0.26220638
-5.65782891,0.72061580,0.00218901,0.29313747,0.07261480,0.02575243,0.00479609,0.16821230,0.49315672,0.25646514
-5.65182591,0.69027680,0.00184451,0.28607317,0.06952549,0.02331978,0.00407732,0.15574024,0.47656293,0.25024286
-5.64582291,0.66261366,0.00154383,0.27782933,0.06789616,0.02139208,0.00345853,0.14660305,0.46008480,0.24349454
-5.63981991,0.63730093,0.00128377,0.26840408,0.06763517,0.01993413,0.00293184,0.14057127,0.44357371,0.23620990
