energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.00865813,0.01608411,0.05389154,0.00326189,0.36254158,0.19694600,0.04593668,0.37036693,0.23502990
-5.99399700,1.11854523,0.01837241,0.06019928,0.00365984,0.40147839,0.21876845,0.05143416,0.41194073,0.26035879
-5.98799400,1.23499384,0.02093182,0.06687764,0.00410161,0.44278994,0.24220942,0.05734364,0.45596415,0.28709861
-5.98199100,1.35723050,0.02376337,0.07388203,0.00458604,0.48621674,0.26713900,0.06363815,0.50216446,0.31504558
-5.97598799,1.48436433,0.02686449,0.08115751,0.00511155,0.53146426,0.29340502,0.07028333,0.55021667,0.34396721
-5.96998499,1.61539326,0.03022866,0.08863884,0.00567606,0.57820579,0.32083348,0.07723735,0.59974553,0.37360376
-5.96398199,1.74921450,0.03384501,0.09625085,0.00627700,0.62608646,0.34922980,0.08445092,0.65032925,0.40367080
-5.95797899,1.88463887,0.03769817,0.10390923,0.00691123,0.67472834,0.37838072,0.09186769,0.70150490,0.43386289
-5.95197599,2.02040887,0.04176810,0.11152158,0.00757504,0.72373653,0.40805699,0.09942485,0.75277533,0.46385822
-5.94597299,2.15521992,0.04603015,0.11898896,0.00826417,0.77270597,0.43801670,0.10705402,0.80361772,0.49332416
-5.93996998,2.28774408,0.05045528,0.12620772,0.00897382,0.82122870,0.46800909,0.11468233,0.85349323,0.52192350
-5.93396698,2.41665553,0.05501033,0.13307164,0.00969866,0.86890124,0.49777883,0.12223377,0.90185780,0.54932130
-5.92796398,2.54065688,0.05965853,0.13947438,0.01043296,0.91533198,0.52707051,0.12963071,0.94817350,0.57519195
-5.92196098,2.65850532,0.06436011,0.14531210,0.01117057,0.96014798,0.55563313,0.13679553,0.99192019,0.59922637
-5.91595798,2.76903766,0.06907296,0.15048616,0.01190509,1.00300114,0.58322450,0.14365230,1.03260714,0.62113892
-5.90995498,2.87119327,0.07375344,0.15490586,0.01262989,1.04357341,0.60961533,0.15012854,1.06978389,0.64067387
