energy_ev,total_up,Al_p_up,Al_d_up,Cu_p_up,Cu_d_up,S_s_up,S_p_up
-6.00000000,1.28226889,0.07568743,0.00000000,0.76369680,0.29816687,0.00715523,0.54702159
-5.99399700,1.26281578,0.07576022,0.00000000,0.76189453,0.29578551,0.00649091,0.53382145
-5.98799400,1.25006179,0.07689718,0.00000000,0.76344694,0.29455970,0.00594912,0.52260773
-5.98199100,1.24502712,0.07920403,0.00000000,0.76893988,0.29471059,0.00553621,0.51374793
-5.97598799,1.24867943,0.08277489,0.00000000,0.77893475,0.29645796,0.00525799,0.50759591
-5.96998499,1.26191327,0.08768987,0.00000000,0.79395159,0.30001567,0.00511988,0.50448610
-5.96398199,1.28552694,0.09401254,0.00000000,0.81445041,0.30558631,0.00512711,0.50472667
-5.95797899,1.32019691,0.10178736,0.00000000,0.84081114,0.31335506,0.00528487,0.50859166
-5.95197599,1.36645082,0.11103699,0.00000000,0.87331303,0.32348289,0.00559840,0.51631227
-5.94597299,1.42463979,0.12175975,0.00000000,0.91211453,0.33609955,0.00607299,0.52806765
-5.93996998,1.49491155,0.13392726,0.00000000,0.95723441,0.35129634,0.00671393,0.54397556
-5.93396698,1.57718581,0.14748243,0.00000000,1.00853562,0.36911936,0.00752641,0.56408337
-5.92796398,1.67113335,0.16233799,0.00000000,1.06571257,0.38956333,0.00851532,0.58835991
-5.92196098,1.77616055,0.17837566,0.00000000,1.12828337,0.41256652,0.00968501,0.61668880
-5.91595798,1.89140087,0.19544619,0.00000000,1.19558754,0.43800714,0.01103903,0.64886361
-5.90995498,2.01571450,0.21337035,0.00000000,1.26679022,0.46570150,0.01257976,0.68458561
-5.90395198,2.14769735,0.23194102,0.00000000,1.34089313,0.49540422,0.01430815,0.72346423
-5.89794897,2.28569979,0.25092633,0.00000000,1.41675256,0.52681066,0.01622336,0.76502074
-5.89194597,2.42785558,0.27007399,0.00000000,1.49310407,0.55956174,0.01832250,0.80869518
-5.88594297,2.57212038,0.28911664,0.00000000,1.56859336,0.59325096,0.02060038,0.85385658
-5.87993997,2.71631912,0.30777816,0.00000000,1.64181246,0.62743369,0.02304936,0.89981626
-5.87393697,2.85820082,0.32578069,0.00000000,1.71133973,0.66163827,0.02565921,0.94584392
-5.86793397,2.99549901,0.34285220,0.00000000,1.77578240,0.69537874,0.02841723,0.99118606
-5.86193097,3.12599538,0.35873423,0.00000000,1.83381980,0.72816856,0.03130822,1.03508589
-5.85592796,3.24758434,0.37318959,0.00000000,1.88424535,0.75953488,0.03431482,1.07680427
-5.84992496,3.35833555,0.38600957,0.00000000,1.92600560,0.78903281,0.03741772,1.11564062
-5.84392196,3.45655191,0.39702040,0.00000000,1.95823454,0.81625892,0.04059606,1.15095302
-5.83791896,3.54082023,0.40608868,0.00000000,1.98028144,0.84086354,0.04382789,1.18217668
-5.83191596,3.61005234,0.41312540,0.00000000,1.99173117,0.86256114,0.04709060,1.20883988
-5.82591296,3.66351467,0.41808843,0.00000000,1.99241590,0.88113845,0.05036141,1.23057675
-5.81990995,3.70084494,0.42098336,0.00000000,1.98241776,0.89645977,0.05361780,1.24713627
-5.81390695,3.72205498,0.42186250,0.00000000,1.96206226,0.90846938,0.05683790,1.25838708
-5.80790395,3.72751981,0.42082222,0.00000000,1.93190304,0.91719072,0.06000079,1.26431792
-5.80190095,3.71795313,0.41799864,0.00000000,1.89269848,0.92272259,0.06308672,1.26503366
-5.79589795,3.69437064,0.41356192,0.00000000,1.84538157,0.92523235,0.06607713,1.26074708
-5.78989495,3.65804291,0.40770933,0.00000000,1.79102437,0.92494659,0.06895472,1.25176696
-5.78389195,3.61043992,0.40065752,0.00000000,1.73079877,0.92213959,0.07170320,1.23848280
-5.77788894,3.55316998,0.39263428,0.00000000,1.66593538,0.91712029,0.07430711,1.22134720
-5.77188594,3.48791598,0.38387021,0.00000000,1.59768237,0.91021822,0.07675149,1.20085654
-5.76588294,3.41637176,0.37459055,0.00000000,1.52726603,0.90176927,0.07902153,1.17753088
-5.75987994,3.34018154,0.36500773,0.00000000,1.45585463,0.89210176,0.08110223,1.15189421
-5.75387694,3.26088510,0.35531475,0.00000000,1.38452694,0.88152366,0.08297813,1.12445565
-5.74787394,3.17987086,0.34567973,0.00000000,1.31424648,0.87031141,0.08463307,1.09569263
-5.74187094,3.09833875,0.33624188,0.00000000,1.24584217,0.85870089,0.08605016,1.06603673
-5.73586793,3.01727406,0.32710882,0.00000000,1.17999580,0.84688084,0.08721179,1.03586255
-5.72986493,2.93743279,0.31835549,0.00000000,1.11723628,0.83498899,0.08809995,1.00548013
-5.72386193,2.85933869,0.31002448,0.00000000,1.05794033,0.82311097,0.08869658,0.97513099
-5.71785893,2.78329109,0.30212769,0.00000000,1.00233911,0.81128179,0.08898420,0.94498777
-5.71185593,2.70938268,0.29464917,0.00000000,0.95052975,0.79948988,0.08894660,0.91515720
-5.70585293,2.63752532,0.28754895,0.00000000,0.90249098,0.78768309,0.08856967,0.88568604
-5.69984992,2.56748220,0.28076751,0.00000000,0.85810157,0.77577642,0.08784226,0.85656940
-5.69384692,2.49890410,0.27423075,0.00000000,0.81716046,0.76366081,0.08675704,0.82776092
-5.68784392,2.43136752,0.26785514,0.00000000,0.77940758,0.75121253,0.08531135,0.79918401
-5.68184092,2.36441260,0.26155273,0.00000000,0.74454407,0.73830258,0.08350780,0.77074347
-5.67583792,2.29757879,0.25523600,0.00000000,0.71225128,0.72480570,0.08135488,0.74233696
-5.66983492,2.23043668,0.24882208,0.00000000,0.68220758,0.71060840,0.07886718,0.71386552
-5.66383192,2.16261459,0.24223645,0.00000000,0.65410257,0.69561569,0.07606548,0.68524286
-5.65782891,2.09381906,0.23541589,0.00000000,0.62764836,0.67975642,0.07297655,0.65640288
-5.65182591,2.02384877,0.22831063,0.00000000,0.60258765,0.66298683,0.06963271,0.62730526
-5.64582291,1.95260175,0.22088578,0.00000000,0.57869885,0.64529243,0.06607109,0.59793903
-5.63981991,1.88007637,0.21312191,0.00000000,0.55579827,0.62668826,0.06233276,0.56832406
-5.63381691,1.80636662,0.20501505,0.00000000,0.53373986,0.60721765,0.05846163,0.53851067
-5.62781391,1.73165264,0.19657601,0.00000000,0.51241285,0.58694971,0.05450331,0.50857762
-5.62181091,1.65618770,0.18782921,0.00000000,0.49173784,0.56597583,0.05050386,0.47862867
-5.61580790,1.58028260,0.17881115,0.00000000,0.47166181,0.54440553,0.04650852,0.44878810
-5.60980490,1.50428895,0.16956854,0.00000000,0.45215267,0.52236191,0.04256060,0.41919564
-5.60380190,1.42858229,0.16015631,0.00000000,0.43319368,0.49997703,0.03870039,0.39000098
-5.59779890,1.35354608,0.15063554,0.00000000,0.41477828,0.47738757,0.03496427,0.36135839
-5.59179590,1.27955750,0.14107134,0.00000000,0.39690567,0.45473084,0.03138398,0.33342153
-5.58579290,1.20697566,0.13153089,0.00000000,0.37957729,0.43214154,0.02798614,0.30633892
-5.57978989,1.13613262,0.12208159,0.00000000,0.36279449,0.40974916,0.02479190,0.28025001
-5.57378689,1.06732755,0.11278935,0.00000000,0.34655740,0.38767636,0.02181692,0.25528217
-5.56778389,1.00082400,0.10371718,0.00000000,0.33086503,0.36603811,0.01907144,0.23154856
-5.56178089,0.93685010,0.09492396,0.00000000,0.31571643,0.34494174,0.01656055,0.20914689
-5.55577789,0.87560159,0.08646343,0.00000000,0.30111301,0.32448775,0.01428463,0.18815915
-5.54977489,0.81724707,0.07838354,0.00000000,0.28706154,0.30477133,0.01223989,0.16865213
-5.54377189,0.76193514,0.07072593,0.00000000,0.27357787,0.28588439,0.01041898,0.15067866
-5.53776888,0.70980290,0.06352569,0.00000000,0.26069104,0.26791803,0.00881161,0.13427963
-5.53176588,0.66098525,0.05681133,0.00000000,0.24844760,0.25096530,0.00740527,0.11948636
-5.52576288,0.61562451,0.05060501,0.00000000,0.23691586,0.23512398,0.00618582,0.10632352
-5.51975988,0.57387979,0.04492281,0.00000000,0.22618995,0.22049936,0.00513813,0.09481226
-5.51375688,0.53593574,0.03977528,0.00000000,0.21639353,0.20720673,0.00424663,0.08497348
-5.50775388,0.50201025,0.03516802,0.00000000,0.20768279,0.19537359,0.00349577,0.07683109
-5.50175088,0.47236058,0.03110240,0.00000000,0.20024890,0.18514117,0.00287042,0.07041520
-5.49574787,0.44728784,0.02757624,0.00000000,0.19431946,0.17666545,0.00235621,0.06576495
-5.48974487,0.42713932,0.02458458,0.00000000,0.19015910,0.17011731,0.00193974,0.06293101
-5.48374187,0.41230861,0.02212035,0.00000000,0.18806888,0.16568182,0.00160875,0.06197747
-5.47773887,0.40323308,0.02017501,0.00000000,0.18838461,0.16355649,0.00135223,0.06298310
-5.47173587,0.40038891,0.01873911,0.00000000,0.19147381,0.16394862,0.00116044,0.06604178
-5.46573287,0.40428322,0.01780261,0.00000000,0.19773129,0.16707142,0.00102489,0.07126201
-5.45972986,0.41544349,0.01735521,0.00000000,0.20757324,0.17313914,0.00093826,0.07876546
-5.45372686,0.43440427,0.01738638,0.00000000,0.22142984,0.18236117,0.00089436,0.08868433
-5.44772386,0.46169119,0.01788531,0.00000000,0.23973622,0.19493508,0.00088795,0.10115772
-5.44172086,0.49780263,0.01884065,0.00000000,0.26292188,0.21103893,0.00091466,0.11632676
-5.43571786,0.54318923,0.02024012,0.00000000,0.29139864,0.23082292,0.00097082,0.13432880
-5.42971486,0.59823190,0.02207000,0.00000000,0.32554712,0.25440053,0.00105331,0.15529052
-5.42371186,0.66321865,0.02431453,0.00000000,0.36570218,0.28183970,0.00115943,0.17932036
-5.41770885,0.73832128,0.02695521,0.00000000,0.41213743,0.31315411,0.00128679,0.20650030
-5.41170585,0.82357246,0.02997022,0.00000000,0.46504938,0.34829512,0.00143313,0.23687738
-5.40570285,0.91884443,0.03333370,0.00000000,0.52454164,0.38714470,0.00159628,0.27045532
-5.39969985,1.02383013,0.03701531,0.00000000,0.59060978,0.42950986,0.00177402,0.30718649
-5.39369685,1.13802793,0.04097976,0.00000000,0.66312768,0.47511883,0.00196403,0.34696473
-5.38769385,1.26073108,0.04518666,0.00000000,0.74183579,0.52361951,0.00216386,0.38961950
-5.38169085,1.39102267,0.04959050,0.00000000,0.82633237,0.57458045,0.00237086,0.43491160
-5.37568784,1.52777709,0.05414089,0.00000000,0.91606825,0.62749462,0.00258222,0.48253096
-5.36968484,1.66966861,0.05878303,0.00000000,1.01034569,0.68178607,0.00279495,0.53209681
-5.36368184,1.81518747,0.06345852,0.00000000,1.10832215,0.73681951,0.00300595,0.58316040
-5.35767884,1.96266363,0.06810626,0.00000000,1.20901899,0.79191279,0.00321203,0.63521055
-5.35167584,2.11029784,0.07266368,0.00000000,1.31133563,0.84635187,0.00341000,0.68768184
-5.34567284,2.25619959,0.07706808,0.00000000,1.41406885,0.89940801,0.00359678,0.73996561
-5.33966983,2.39843090,0.08125807,0.00000000,1.51593705,0.95035668,0.00376943,0.79142320
-5.33366683,2.53505472,0.08517509,0.00000000,1.61560893,0.99849747,0.00392528,0.84140145
-5.32766383,2.66418634,0.08876490,0.00000000,1.71173574,1.04317443,0.00406205,0.88924955
-5.32166083,2.78404606,0.09197900,0.00000000,1.80298598,1.08379603,0.00417787,0.93433699
-5.31565783,2.89301109,0.09477588,0.00000000,1.88808151,1.11985393,0.00427142,0.97607175
-5.30965483,2.98966478,0.09712211,0.00000000,1.96583347,1.15093996,0.00434197,1.01391804
-5.30365183,3.07284102,0.09899312,0.00000000,2.03517680,1.17676042,0.00438940,1.04741292
-5.29764882,3.14166218,0.10037374,0.00000000,2.09520174,1.19714736,0.00441426,1.07618099
-5.29164582,3.19556881,0.10125840,0.00000000,2.14518103,1.21206615,0.00441776,1.09994661
-5.28564282,3.23433980,0.10165106,0.00000000,2.18459163,1.22161914,0.00440174,1.11854309
-5.27963982,3.25810231,0.10156473,0.00000000,2.21312992,1.22604523,0.00436858,1.13191839
-5.27363682,3.26733063,0.10102085,0.00000000,2.23071970,1.22571532,0.00432122,1.14013707
-5.26763382,3.26283424,0.10004828,0.00000000,2.23751258,1.22112380,0.00426298,1.14337846
-5.26163082,3.24573543,0.09868221,0.00000000,2.23388087,1.21287653,0.00419749,1.14193109
-5.25562781,3.21743725,0.09696283,0.00000000,2.22040299,1.20167547,0.00412854,1.13618350
-5.24962481,3.17958320,0.09493396,0.00000000,2.19784240,1.18830089,0.00405998,1.12661204
-5.24362181,3.13401009,0.09264168,0.00000000,2.16712081,1.17359145,0.00399557,1.11376595
-5.23761881,3.08269599,0.09013294,0.00000000,2.12928688,1.15842303,0.00393884,1.09825047
-5.23161581,3.02770527,0.08745430,0.00000000,2.08548193,1.14368695,0.00389296,1.08070860
-5.22561281,2.97113256,0.08465078,0.00000000,2.03690406,1.13026827,0.00386065,1.06180224
-5.21960980,2.91504780,0.08176487,0.00000000,1.98477231,1.11902479,0.00384406,1.04219339
-5.21360680,2.86144425,0.07883579,0.00000000,1.93029221,1.11076736,0.00384472,1.02252622
-5.20760380,2.81219093,0.07589891,0.00000000,1.87462432,1.10624202,0.00386347,1.00341037
-5.20160080,2.76899111,0.07298537,0.00000000,1.81885659,1.10611432,0.00390046,0.98540628
-5.19559780,2.73334785,0.07012200,0.00000000,1.76398189,1.11095632,0.00395513,0.96901284
-5.18959480,2.70653744,0.06733131,0.00000000,1.71088087,1.12123629,0.00402625,0.95465774
-5.18359180,2.68959109,0.06463175,0.00000000,1.66031093,1.13731143,0.00411199,0.94269059
-5.17758879,2.68328513,0.06203808,0.00000000,1.61290100,1.15942365,0.00421001,0.93337916
-5.17158579,2.68813942,0.05956180,0.00000000,1.56915199,1.18769832,0.00431753,0.92690843
-5.16558279,2.70442352,0.05721174,0.00000000,1.52944240,1.22214598,0.00443145,0.92338257
-5.15957979,2.73216993,0.05499465,0.00000000,1.49403829,1.26266679,0.00454851,0.92282940
-5.15357679,2.77119343,0.05291573,0.00000000,1.46310663,1.30905755,0.00466541,0.92520730
-5.14757379,2.82111532,0.05097927,0.00000000,1.43673113,1.36102095,0.00477894,0.93041393
-5.14157079,2.88139152,0.04918908,0.00000000,1.41492924,1.41817664,0.00488612,0.93829656
-5.13556778,2.95134298,0.04754896,0.00000000,1.39766949,1.48007387,0.00498431,0.94866342
-5.12956478,3.03018722,0.04606300,0.00000000,1.38488792,1.54620502,0.00507135,0.96129562
-5.12356178,3.11706944,0.04473581,0.00000000,1.37650276,1.61601971,0.00514562,0.97595911
-5.11755878,3.21109216,0.04357256,0.00000000,1.37242673,1.68893873,0.00520612,0.99241619
-5.11155578,3.31134192,0.04257902,0.00000000,1.37257613,1.76436747,0.00525254,1.01043605
-5.10555278,3.41691220,0.04176135,0.00000000,1.37687660,1.84170822,0.00528525,1.02980391
-5.09954977,3.52692155,0.04112590,0.00000000,1.38526529,1.92037074,0.00530533,1.05032830
-5.09354677,3.64052648,0.04067886,0.00000000,1.39768957,1.99978092,0.00531453,1.07184622
-5.08754377,3.75692864,0.04042587,0.00000000,1.41410245,2.07938709,0.00531524,1.09422588
-5.08154077,3.87537646,0.04037160,0.00000000,1.43445542,2.15866372,0.00531043,1.11736694
-5.07553777,3.99516140,0.04051928,0.00000000,1.45868906,2.23711278,0.00530358,1.14119826
