energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.65782891,6.52574971,0.29882885,0.23428562,0.94606070,0.97863659,2.56202553,0.00000000,1.41959591,1.08330817
-5.65182591,6.37943241,0.29599209,0.23178675,0.92639027,0.95871064,2.49102302,0.00000000,1.39231624,1.05965309
-5.64582291,6.22351260,0.29218180,0.22871760,0.90630278,0.93758094,2.41817264,0.00000000,1.36297401,1.03343213
-5.63981991,6.05844829,0.28745120,0.22503261,0.88565173,0.91522871,2.34364895,0.00000000,1.33155892,1.00486617
-5.63381691,5.88478825,0.28187030,0.22069659,0.86432369,0.89164819,2.26762985,0.00000000,1.29810436,0.97420210
-5.62781391,5.70318175,0.27552343,0.21568712,0.84224265,0.86685065,2.19030298,0.00000000,1.26269034,0.94170868
-5.62181091,5.51438267,0.26850615,0.20999636,0.81937181,0.84086752,2.11187059,0.00000000,1.22544354,0.90767158
-5.61580790,5.31924766,0.26092181,0.20363226,0.79571311,0.81375242,2.03255233,0.00000000,1.18653467,0.87238786
-5.60980490,5.11872817,0.25287795,0.19661905,0.77130459,0.78558206,1.95258619,0.00000000,1.14617336,0.83616000
-5.60380190,4.91385682,0.24448256,0.18899699,0.74621595,0.75645591,1.87222723,0.00000000,1.10460100,0.79928976
-5.59779890,4.70572883,0.23584059,0.18082155,0.72054279,0.72649477,1.79174457,0.00000000,1.06208216,0.76207200
-5.59179590,4.49547958,0.22705065,0.17216187,0.69439992,0.69583838,1.71141679,0.00000000,1.01889500,0.72478875
-5.58579290,4.28425969,0.21820233,0.16309877,0.66791438,0.66464205,1.63152617,0.00000000,0.97532153,0.68770382
-5.57978989,4.07320907,0.20937394,0.15372227,0.64121841,0.63307276,1.55235230,0.00000000,0.93163812,0.65105812
-5.57378689,3.86343155,0.20063103,0.14412895,0.61444306,0.60130484,1.47416550,0.00000000,0.88810698,0.61506586
-5.56778389,3.65597152,0.19202551,0.13441906,0.58771262,0.56951540,1.39722069,0.00000000,0.84496901,0.57991192
-5.56178089,3.45179402,0.18359564,0.12469371,0.56114021,0.53788002,1.32175202,0.00000000,0.80243841,0.54575027
-5.55577789,3.25176920,0.17536654,0.11505213,0.53482474,0.50656869,1.24796876,0.00000000,0.76069927,0.51270375
-5.54977489,3.05666208,0.16735145,0.10558928,0.50884924,0.47574224,1.17605267,0.00000000,0.71990427,0.48086493
-5.54377189,2.86712786,0.15955343,0.09639376,0.48328060,0.44554952,1.10615704,0.00000000,0.68017538,0.45029822
-5.53776888,2.68371290,0.15196752,0.08754615,0.45817054,0.41612534,1.03840732,0.00000000,0.64160649,0.42104283
-5.53176588,2.50686092,0.14458311,0.07911785,0.43355762,0.38758920,0.97290343,0.00000000,0.60426755,0.39311660
-5.52576288,2.33692383,0.13738647,0.07117044,0.40947015,0.36004487,0.90972323,0.00000000,0.56821005,0.36652043
-5.51975988,2.17417624,0.13036326,0.06375553,0.38592950,0.33358064,0.84892721,0.00000000,0.53347321,0.34124295
-5.51375688,2.01883251,0.12350081,0.05691505,0.36295369,0.30827033,0.79056366,0.00000000,0.50009065,0.31726537
-5.50775388,1.87106518,0.11679024,0.05068202,0.34056093,0.28417471,0.73467421,0.00000000,0.46809691,0.29456611
-5.50175088,1.73102363,0.11022817,0.04508156,0.31877275,0.26134332,0.68129920,0.00000000,0.43753365,0.27312509
-5.49574787,1.59885164,0.10381794,0.04013229,0.29761671,0.23981650,0.63048260,0.00000000,0.40845490,0.25292743
-5.48974487,1.47470310,0.09757047,0.03584782,0.27712826,0.21962746,0.58227602,0.00000000,0.38093141,0.23396646
-5.48374187,1.35875491,0.09150456,0.03223828,0.25735198,0.20080425,0.53674183,0.00000000,0.35505359,0.21624598
-5.47773887,1.25121642,0.08564682,0.02931191,0.23834184,0.18337151,0.49395502,0.00000000,0.33093310,0.19978158
-5.47173587,1.15233525,0.08003106,0.02707650,0.22016075,0.16735198,0.45400376,0.00000000,0.30870308,0.18460119
-5.46573287,1.06239894,0.07469745,0.02554055,0.20287941,0.15276747,0.41698886,0.00000000,0.28851682,0.17074472
-5.45972986,0.98173292,0.06969126,0.02471427,0.18657445,0.13963960,0.38302188,0.00000000,0.27054516,0.15826305
-5.45372686,0.91069448,0.06506147,0.02461013,0.17132620,0.12798993,0.35222233,0.00000000,0.25497267,0.14721620
-5.44772386,0.84966352,0.06085919,0.02524307,0.15721608,0.11783977,0.32471392,0.00000000,0.24199272,0.13767104
-5.44172086,0.79903003,0.05713599,0.02663024,0.14432386,0.10920950,0.30062015,0.00000000,0.23180157,0.12969849
-5.43571786,0.75917918,0.05394225,0.02879038,0.13272489,0.10211755,0.28005937,0.00000000,0.22459179,0.12337033
-5.42971486,0.73047416,0.05132554,0.03174262,0.12248737,0.09657904,0.26313958,0.00000000,0.22054511,0.11875583
-5.42371186,0.71323759,0.04932908,0.03550502,0.11366989,0.09260417,0.24995301,0.00000000,0.21982480,0.11591820
-5.41770885,0.70773190,0.04799032,0.04009263,0.10631923,0.09019643,0.24057085,0.00000000,0.22256797,0.11491095
-5.41170585,0.71413925,0.04733970,0.04551535,0.10046840,0.08935064,0.23503807,0.00000000,0.22887780,0.11577443
-5.40570285,0.73254173,0.04739957,0.05177548,0.09613514,0.09005098,0.23336861,0.00000000,0.23881609,0.11853234
-5.39969985,0.76290236,0.04818324,0.05886531,0.09332070,0.09226912,0.23554096,0.00000000,0.25239616,0.12318867
-5.39369685,0.80504760,0.04969430,0.06676459,0.09200899,0.09596237,0.24149441,0.00000000,0.26957659,0.12972476
-5.38769385,0.85865214,0.05192608,0.07543825,0.09216611,0.10107218,0.25112589,0.00000000,0.29025585,0.13809701
-5.38169085,0.92322662,0.05486136,0.08483444,0.09374013,0.10752286,0.26428765,0.00000000,0.31426819,0.14823491
-5.37568784,0.99810896,0.05847224,0.09488293,0.09666130,0.11522077,0.28078589,0.00000000,0.34138111,0.16003983
-5.36968484,1.08246011,0.06272028,0.10549420,0.10084248,0.12405398,0.30038042,0.00000000,0.37129451,0.17338443
-5.36368184,1.17526470,0.06755681,0.11655908,0.10617995,0.13389245,0.32278537,0.00000000,0.40364189,0.18811291
-5.35767884,1.27533702,0.07292351,0.12794930,0.11255447,0.14458887,0.34767123,0.00000000,0.43799366,0.20404202
-5.35167584,1.38133274,0.07875317,0.13951885,0.11983267,0.15598008,0.37466803,0.00000000,0.47386272,0.22096305
-5.34567284,1.49176628,0.08497065,0.15110610,0.12786880,0.16788912,0.40336985,0.00000000,0.51071220,0.23864454
-5.33966983,1.60503380,0.09149409,0.16253693,0.13650670,0.18012796,0.43334040,0.00000000,0.54796543,0.25683600
-5.33366683,1.71944119,0.09823619,0.17362849,0.14558210,0.19250065,0.46411990,0.00000000,0.58501770,0.27527219
-5.32766383,1.83323647,0.10510572,0.18419367,0.15492522,0.20480701,0.49523268,0.00000000,0.62124974,0.29367821
-5.32166083,1.94464560,0.11200905,0.19404610,0.16436349,0.21684665,0.52619571,0.00000000,0.65604223,0.31177497
-5.31565783,2.05191041,0.11885176,0.20300540,0.17372458,0.22842310,0.55652751,0.00000000,0.68879108,0.32928502
-5.30965483,2.15332750,0.12554029,0.21090257,0.18283944,0.23934811,0.58575734,0.00000000,0.71892274,0.34593845
-5.30365183,2.24728648,0.13198345,0.21758525,0.19154543,0.24944573,0.61343426,0.00000000,0.74590899,0.36147872
-5.29764882,2.33230638,0.13809393,0.22292259,0.19968938,0.25855616,0.63913591,0.00000000,0.76928068,0.37566815
-5.29164582,2.40706856,0.14378966,0.22680951,0.20713061,0.26653916,0.66247650,0.00000000,0.78863979,0.38829286
-5.28564282,2.47044530,0.14899499,0.22917023,0.21374365,0.27327698,0.68311411,0.00000000,0.80366931,0.39916707
-5.27963982,2.52152282,0.15364170,0.22996078,0.21942083,0.27867658,0.70075673,0.00000000,0.81414070,0.40813655
-5.27363682,2.55961829,0.15766986,0.22917050,0.22407440,0.28267127,0.71516730,0.00000000,0.81991849,0.41508113
-5.26763382,2.58429029,0.16102844,0.22682232,0.22763849,0.28522156,0.72616726,0.00000000,0.82096204,0.41991624
-5.26163082,2.59534291,0.16367582,0.22297200,0.23007048,0.28631542,0.73363909,0.00000000,0.81732447,0.42259353
-5.25562781,2.59282352,0.16558005,0.21770623,0.23135215,0.28596789,0.73752747,0.00000000,0.80914888,0.42310047
-5.24962481,2.57701507,0.16671908,0.21113972,0.23149030,0.28422017,0.73783941,0.00000000,0.79666222,0.42145923
-5.24362181,2.54842350,0.16708077,0.20341148,0.23051714,0.28113829,0.73464353,0.00000000,0.78016720,0.41772468
-5.23761881,2.50776124,0.16666286,0.19468050,0.22849023,0.27681151,0.72806844,0.00000000,0.76003263,0.41198201
-5.23161581,2.45592789,0.16547290,0.18512089,0.22549217,0.27135056,0.71830070,0.00000000,0.73668289,0.40434366
-5.22561281,2.39398912,0.16352803,0.17491689,0.22163001,0.26488579,0.70558220,0.00000000,0.71058680,0.39494618
-5.21960980,2.32315461,0.16085480,0.16425787,0.21703445,0.25756542,0.69020738,0.00000000,0.68224667,0.38394676
-5.21360680,2.24475604,0.15748881,0.15333354,0.21185876,0.24955394,0.67252024,0.00000000,0.65218765,0.37151980
-5.20760380,2.16022561,0.15347443,0.14232956,0.20627751,0.24103067,0.65291119,0.00000000,0.62094801,0.35785350
-5.20160080,2.07107578,0.14886427,0.13142372,0.20048514,0.23218858,0.63181385,0.00000000,0.58907042,0.34314654
-5.19559780,1.97888020,0.14371870,0.12078272,0.19469421,0.22323328,0.60970163,0.00000000,0.55709446,0.32760493
-5.18959480,1.88525609,0.13810515,0.11055973,0.18913333,0.21438226,0.58708411,0.00000000,0.52555041,0.31143905
-5.18359180,1.79184779,0.13209730,0.10089268,0.18404489,0.20586410,0.56450308,0.00000000,0.49495419,0.29486081
-5.17758879,1.70031134,0.12577419,0.09190321,0.17968220,0.19791785,0.54252809,0.00000000,0.46580340,0.27808104
-5.17158579,1.61229948,0.11921911,0.08369632,0.17630625,0.19079224,0.52175132,0.00000000,0.43857424,0.26130693
-5.16558279,1.52944687,0.11251843,0.07636060,0.17418191,0.18474467,0.50278177,0.00000000,0.41371890,0.24473969
-5.15957979,1.45335487,0.10576024,0.06996883,0.17357347,0.18003994,0.48623847,0.00000000,0.39166351,0.22857222
-5.15357679,1.38557560,0.09903305,0.06457905,0.17473956,0.17694852,0.47274275,0.00000000,0.37280592,0.21298690
-5.14757379,1.32759487,0.09242426,0.06023569,0.17792744,0.17574425,0.46290945,0.00000000,0.35751350,0.19815354
-5.14157079,1.28081383,0.08601876,0.05697090,0.18336667,0.17670148,0.45733707,0.00000000,0.34612046,0.18422731
-5.13556778,1.24652922,0.07989753,0.05480574,0.19126215,0.18009147,0.45659694,0.00000000,0.33892475,0.17134688
-5.12956478,1.22591226,0.07413624,0.05375141,0.20178693,0.18617816,0.46122152,0.00000000,0.33618433,0.15963274
-5.12356178,1.21998660,0.06880409,0.05381010,0.21507464,0.19521309,0.47169195,0.00000000,0.33811297,0.14918560
-5.11755878,1.22960555,0.06396267,0.05497582,0.23121206,0.20742981,0.48842524,0.00000000,0.34487552,0.14008516
-5.11155578,1.25542928,0.05966505,0.05723476,0.25023198,0.22303757,0.51176126,0.00000000,0.35658294,0.13238908
-5.10555278,1.29790269,0.05595506,0.06056560,0.27210674,0.24221457,0.54195003,0.00000000,0.37328726,0.12613231
-5.09954977,1.35723478,0.05286668,0.06493951,0.29674275,0.26510093,0.57913960,0.00000000,0.39497672,0.12132674
-5.09354677,1.43338034,0.05042375,0.07031995,0.32397654,0.29179144,0.62336513,0.00000000,0.42157147,0.11796126
-5.08754377,1.52602506,0.04863973,0.07666243,0.35357244,0.32232853,0.67453956,0.00000000,0.45292011,0.11600222
-5.08154077,1.63457486,0.04751768,0.08391418,0.38522245,0.35669553,0.73244632,0.00000000,0.48879745,0.11539426
-5.07553777,1.75815037,0.04705043,0.09201388,0.41854847,0.39481064,0.79673464,0.00000000,0.52890371,0.11606160
-5.06953477,1.89558737,0.04722083,0.10089140,0.45310704,0.43652184,0.86691779,0.00000000,0.57286549,0.11790962
-5.06353177,2.04544383,0.04800213,0.11046785,0.48839682,0.48160299,0.94237467,0.00000000,0.62023874,0.12082693
-5.05752876,2.20601392,0.04935848,0.12065569,0.52386855,0.52975161,1.02235493,0.00000000,0.67051369,0.12468762
-5.05152576,2.37534928,0.05124550,0.13135916,0.55893749,0.58058829,1.10598784,0.00000000,0.72312201,0.12935387
-5.04552276,2.55128746,0.05361099,0.14247506,0.59299800,0.63365827,1.19229482,0.00000000,0.77744595,0.13467873
-5.03951976,2.73148716,0.05639564,0.15389368,0.62543969,0.68843505,1.28020565,0.00000000,0.83282932,0.14050910
-5.03351676,2.91346978,0.05953389,0.16550014,0.65566477,0.74432636,1.36857790,0.00000000,0.88859021,0.14668873
-5.02751376,3.09466624,0.06295490,0.17717592,0.68310577,0.80068240,1.45621937,0.00000000,0.94403486,0.15306132
-5.02151076,3.27246794,0.06658348,0.18880068,0.70724303,0.85680630,1.54191268,0.00000000,0.99847248,0.15947347
-5.01550775,3.44428064,0.07034131,0.20025420,0.72762112,0.91196655,1.62444171,0.00000000,1.05123044,0.16577761
-5.00950475,3.60757952,0.07414806,0.21141850,0.74386357,0.96541132,1.70261871,0.00000000,1.10166928,0.17183463
-5.00350175,3.75996391,0.07792274,0.22217997,0.75568508,1.01638418,1.77531156,0.00000000,1.14919712,0.17751639
-4.99749875,3.89921001,0.08158502,0.23243151,0.76290083,1.06414083,1.84147008,0.00000000,1.19328281,0.18270779
-4.99149575,4.02331975,0.08505670,0.24207457,0.76543215,1.10796640,1.90015066,0.00000000,1.23346749,0.18730860
-4.98549275,4.13056450,0.08826313,0.25102103,0.76330865,1.14719269,1.95053828,0.00000000,1.26937391,0.19123480
-4.97948974,4.21952190,0.09113471,0.25919481,0.75666626,1.18121489,1.99196519,0.00000000,1.30071333,0.19441966
-4.97348674,4.28910484,0.09360827,0.26653325,0.74574159,1.20950714,2.02392569,0.00000000,1.32728964,0.19681423
-4.96748374,4.33858156,0.09562846,0.27298803,0.73086271,1.23163634,2.04608633,0.00000000,1.34900047,0.19838751
-4.96148074,4.36758626,0.09714896,0.27852574,0.71243682,1.24727380,2.05829141,0.00000000,1.36583537,0.19912622
-4.95547774,4.37611992,0.09813352,0.28312802,0.69093528,1.25620428,2.06056348,0.00000000,1.37787094,0.19903409
-4.94947474,4.36454149,0.09855688,0.28679118,0.66687690,1.25833191,2.05309892,0.00000000,1.38526334,0.19813091
-4.94347174,4.33354980,0.09840532,0.28952548,0.64080996,1.25368308,2.03625885,0.00000000,1.38823817,0.19645120
-4.93746873,4.28415707,0.09767707,0.29135389,0.61329404,1.24240582,2.01055577,0.00000000,1.38707845,0.19404264
-4.93146573,4.21765510,0.09638232,0.29231049,0.58488223,1.22476600,1.97663650,0.00000000,1.38211103,0.19096428
-4.92546273,4.13557542,0.09454301,0.29243865,0.55610455,1.20114036,1.93526214,0.00000000,1.37369200,0.18728466
-4.91945973,4.03964525,0.09219231,0.29178890,0.52745322,1.17200666,1.88728589,0.00000000,1.36219195,0.18307985
-4.91345673,3.93174071,0.08937378,0.29041671,0.49937035,1.13793138,1.83362961,0.00000000,1.34798148,0.17843141
-4.90745373,3.81383933,0.08614036,0.28838031,0.47223833,1.09955554,1.77526001,0.00000000,1.33141782,0.17342456
-4.90145073,3.68797350,0.08255306,0.28573860,0.44637333,1.05757899,1.71316548,0.00000000,1.31283316,0.16814635
-4.89544772,3.55618661,0.07867953,0.28254925,0.42202189,1.01274400,1.64833424,0.00000000,1.29252508,0.16268405
-4.88944472,3.42049327,0.07459253,0.27886723,0.39936059,0.96581863,1.58173472,0.00000000,1.27074976,0.15712377
-4.88344172,3.28284493,0.07036828,0.27474364,0.37849856,0.91758043,1.51429859,0.00000000,1.24771802,0.15154930
-4.87743872,3.14510157,0.06608483,0.27022512,0.35948262,0.86880112,1.44690704,0.00000000,1.22359451,0.14604124
-4.87143572,3.00901007,0.06182048,0.26535365,0.34230443,0.82023250,1.38038040,0.00000000,1.19849994,0.14067636
-4.86543272,2.87618930,0.05765220,0.26016695,0.32690936,0.77259408,1.31547116,0.00000000,1.17251607,0.13552723
-4.85942971,2.74812143,0.05365429,0.25469925,0.31320642,0.72656256,1.25286034,0.00000000,1.14569324,0.13066195
-4.85342671,2.62614894,0.04989703,0.24898244,0.30107871,0.68276326,1.19315668,0.00000000,1.11805973,0.12614420
-4.84742371,2.51147617,0.04644559,0.24304750,0.29039394,0.64176347,1.13689834,0.00000000,1.08963245,0.12203318
-4.84142071,2.40517421,0.04335901,0.23692605,0.28101429,0.60406763,1.08455639,0.00000000,1.06042806,0.11838375
-4.83541771,2.30818769,0.04068942,0.23065191,0.27280553,0.57011411,1.03653949,0.00000000,1.03047401,0.11524637
-4.82941471,2.22134219,0.03848129,0.22426250,0.26564462,0.54027333,0.99319916,0.00000000,0.99981851,0.11266701
-4.82341171,2.14535095,0.03677094,0.21779993,0.25942592,0.51484697,0.95483485,0.00000000,0.96853895,0.11068692
-4.81740870,2.08081979,0.03558599,0.21131176,0.25406560,0.49406797,0.92169852,0.00000000,0.93674814,0.10934206
-4.81140570,2.02824966,0.03494509,0.20485127,0.24950427,0.47810112,0.89399819,0.00000000,0.90459797,0.10866251
-4.80540270,1.98803637,0.03485757,0.19847714,0.24570795,0.46704403,0.87190040,0.00000000,0.87228038,0.10867148
-4.79939970,1.96046766,0.03532330,0.19225273,0.24266746,0.46092847,0.85553142,0.00000000,0.84002551,0.10938429
-4.79339670,1.94571821,0.03633251,0.18624476,0.24039644,0.45972201,0.84497752,0.00000000,0.80809729,0.11080714
-4.78739370,1.94384332,0.03786584,0.18052168,0.23892845,0.46333004,0.84028464,0.00000000,0.77678686,0.11293594
-4.78139070,1.95477284,0.03989436,0.17515171,0.23831330,0.47159844,0.84145780,0.00000000,0.74640421,0.11575513
-4.77538769,1.97830641,0.04237979,0.17020071,0.23861308,0.48431694,0.84846109,0.00000000,0.71726883,0.11923675
-4.76938469,2.01411186,0.04527494,0.16573008,0.23989824,0.50122359,0.86121856,0.00000000,0.68969994,0.12333977
-4.76338169,2.06172793,0.04852416,0.16179482,0.24224401,0.52201038,0.87961668,0.00000000,0.66400704,0.12800989
-4.75737869,2.12057270,0.05206421,0.15844190,0.24572741,0.54633032,0.90350896,0.00000000,0.64048134,0.13317975
-4.75137569,2.18995836,0.05582521,0.15570898,0.25042511,0.57380600,0.93272265,0.00000000,0.61938874,0.13876981
-4.74537269,2.26911260,0.05973189,0.15362374,0.25641215,0.60403963,0.96706794,0.00000000,0.60096468,0.14468981
-4.73936968,2.35720643,0.06370504,0.15220369,0.26376156,0.63662435,1.00634915,0.00000000,0.58541098,0.15084078
-4.73336668,2.45338722,0.06766322,0.15145658,0.27254487,0.67115652,1.05037761,0.00000000,0.57289497,0.15711766
-4.72736368,2.55681558,0.07152462,0.15138130,0.28283306,0.70724851,1.09898534,0.00000000,0.56355049,0.16341239
-4.72136068,2.66670372,0.07520905,0.15196918,0.29469806,0.74454139,1.15203859,0.00000000,0.55748055,0.16961729
-4.71535768,2.78235283,0.07863995,0.15320565,0.30821410,0.78271689,1.20945009,0.00000000,0.55476120,0.17562868
-4.70935468,2.90318652,0.08174651,0.15507194,0.32345877,0.82150766,1.27118873,0.00000000,0.55544597,0.18135046
-4.70335168,3.02877752,0.08446553,0.15754687,0.34051335,0.86070543,1.33728542,0.00000000,0.55957026,0.18669743
-4.69734867,3.15886476,0.08674323,0.16060832,0.35946205,0.90016597,1.40783407,0.00000000,0.56715502,0.19159837
-4.69134567,3.29335866,0.08853672,0.16423446,0.38038995,0.93981056,1.48298668,0.00000000,0.57820927,0.19599833
-4.68534267,3.43233291,0.08981513,0.16840438,0.40337939,0.97962350,1.56294211,0.00000000,0.59273077,0.19986036
-4.67933967,3.57600201,0.09056037,0.17309827,0.42850479,1.01964540,1.64792829,0.00000000,0.61070471,0.20316629
-4.67333667,3.72468456,0.09076743,0.17829692,0.45582600,1.05996242,1.73817822,0.00000000,0.63210029,0.20591664
-4.66733367,3.87875384,0.09044419,0.18398058,0.48538032,1.10069189,1.83390061,0.00000000,0.65686515,0.20812959
-4.66133067,4.03857757,0.08961077,0.19012743,0.51717368,1.14196482,1.93524649,0.00000000,0.68491814,0.20983906
-4.65532766,4.20445046,0.08829851,0.19671149,0.55117136,1.18390632,2.04227349,0.00000000,0.71614077,0.21109206
-4.64932466,4.37652333,0.08654846,0.20370037,0.58728897,1.22661507,2.15491004,0.00000000,0.75036818,0.21194538
-4.64332166,4.55473348,0.08440958,0.21105299,0.62538426,1.27014297,2.27292177,0.00000000,0.78738029,0.21246187
