energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,7.86946202,0.04312101,0.68436395,6.00527626,4.28920238,2.25546176,0.00000000,1.35362429,0.37771812
-5.99399700,7.87499628,0.04355501,0.68974071,5.99431546,4.27300455,2.27714678,0.00000000,1.37656780,0.38542834
-5.98799400,7.89055622,0.04390447,0.69615550,5.98698057,4.26424410,2.30017529,0.00000000,1.39938990,0.39341711
-5.98199100,7.91460772,0.04416542,0.70338779,5.98209187,4.26207228,2.32420377,0.00000000,1.42189541,0.40166007
-5.97598799,7.94560578,0.04433503,0.71121809,5.97854631,4.26561062,2.34889537,0.00000000,1.44389087,0.41013380
-5.96998499,7.98202778,0.04441166,0.71943211,5.97534449,4.27397109,2.37392560,0.00000000,1.46518756,0.41881434
-5.96398199,8.02240255,0.04439487,0.72782476,5.97161286,4.28627440,2.39898660,0.00000000,1.48560409,0.42767544
-5.95797899,8.06533436,0.04428542,0.73620373,5.96662025,4.30166560,2.42378975,0.00000000,1.50496859,0.43668687
-5.95197599,8.10952166,0.04408522,0.74439269,5.95978865,4.31932717,2.44806692,0.00000000,1.52312058,0.44581275
-5.94597299,8.15377047,0.04379734,0.75223402,5.95069786,4.33848903,2.47157050,0.00000000,1.53991241,0.45501018
-5.93996998,8.19700259,0.04342593,0.75959094,5.93908429,4.35843591,2.49407242,0.00000000,1.55521060,0.46422805
-5.93396698,8.23825938,0.04297614,0.76634903,5.92483423,4.37851199,2.51536254,0.00000000,1.56889700,0.47340637
-5.92796398,8.27670145,0.04245409,0.77241715,5.90797225,4.39812331,2.53524680,0.00000000,1.58086997,0.48247607
-5.92196098,8.31160539,0.04186672,0.77772761,5.88864543,4.41673819,2.55354540,0.00000000,1.59104565,0.49135925
-5.91595798,8.34235828,0.04122173,0.78223577,5.86710437,4.43388636,2.57009145,0.00000000,1.59935938,0.49997014
-5.90995498,8.36845097,0.04052746,0.78591891,5.84368190,4.44915703,2.58473023,0.00000000,1.60576731,0.50821645
-5.90395198,8.38947094,0.03979276,0.78877460,5.81877054,4.46219657,2.59731945,0.00000000,1.61024821,0.51600138
-5.89794897,8.40509559,0.03902688,0.79081849,5.79279964,4.47270620,2.60773049,0.00000000,1.61280529,0.52322602
-5.89194597,8.41508649,0.03823933,0.79208170,5.76621323,4.48043989,2.61585065,0.00000000,1.61346821,0.52979214
-5.88594297,8.41928501,0.03743976,0.79260789,5.73944934,4.48520299,2.62158644,0.00000000,1.61229476,0.53560523
-5.87993997,8.41760968,0.03663780,0.79245015,5.71292157,4.48685148,2.62486769,0.00000000,1.60937239,0.54057763
-5.87393697,8.41005513,0.03584300,0.79166778,5.68700359,4.48529207,2.62565218,0.00000000,1.60481925,0.54463177
-5.86793397,8.39669265,0.03506461,0.79032318,5.66201689,4.48048287,2.62393066,0.00000000,1.59878454,0.54770314
-5.86193097,8.37767178,0.03431155,0.78847892,5.63822227,4.47243465,2.61973166,0.00000000,1.59144809,0.54974302
-5.85592796,8.35322279,0.03359225,0.78619510,5.61581496,4.46121232,2.61312605,0.00000000,1.58301903,0.55072083
-5.84992496,8.32365916,0.03291457,0.78352719,5.59492368,4.44693634,2.60423065,0.00000000,1.57373339,0.55062594
-5.84392196,8.28937975,0.03228567,0.78052431,5.57561311,4.42978369,2.59321082,0.00000000,1.56385069,0.54946885
-5.83791896,8.25086985,0.03171199,0.77722813,5.55788968,4.40998823,2.58028160,0.00000000,1.55364943,0.54728176
-5.83191596,8.20870069,0.03119916,0.77367233,5.54171015,4.38783985,2.56570721,0.00000000,1.54342168,0.54411840
-5.82591296,8.16352689,0.03075192,0.76988268,5.52699233,4.36368259,2.54979881,0.00000000,1.53346676,0.54005321
-5.81990995,8.11608149,0.03037412,0.76587771,5.51362740,4.33791111,2.53291030,0.00000000,1.52408433,0.53517980
-5.81390695,8.06716842,0.03006868,0.76166982,5.50149292,4.31096587,2.51543244,0.00000000,1.51556695,0.52960883
-5.80790395,8.01765225,0.02983756,0.75726697,5.49046597,4.28332670,2.49778516,0.00000000,1.50819254,0.52346536
-5.80190095,7.96844548,0.02968181,0.75267452,5.48043551,4.25550512,2.48040841,0.00000000,1.50221681,0.51688575
-5.79589795,7.92049345,0.02960154,0.74789743,5.47131330,4.22803545,2.46375175,0.00000000,1.49786613,0.51001430
-5.78989495,7.87475740,0.02959599,0.74294244,5.46304273,4.20146516,2.44826312,0.00000000,1.49533093,0.50299959
-5.78389195,7.83219620,0.02966356,0.73782026,5.45560505,4.17634464,2.43437699,0.00000000,1.49475996,0.49599086
-5.77788894,7.79374716,0.02980186,0.73254748,5.44902261,4.15321683,2.42250253,0.00000000,1.49625564,0.48913446
-5.77188594,7.76030681,0.03000778,0.72714831,5.44335885,4.13260707,2.41301210,0.00000000,1.49987061,0.48257039
-5.76588294,7.73271210,0.03027759,0.72165577,5.43871509,4.11501357,2.40623041,0.00000000,1.50560570,0.47642923
-5.75987994,7.71172279,0.03060697,0.71611247,5.43522414,4.10089874,2.40242497,0.00000000,1.51340931,0.47082943
-5.75387694,7.69800552,0.03099117,0.71057086,5.43304125,4.09068167,2.40179799,0.00000000,1.52317830,0.46587505
-5.74787394,7.69212022,0.03142499,0.70509288,5.43233265,4.08473200,2.40448005,0.00000000,1.53476044,0.46165401
-5.74187094,7.69450905,0.03190298,0.69974908,5.43326259,4.08336524,2.41052593,0.00000000,1.54795820,0.45823689
-5.73586793,7.70548845,0.03241943,0.69461724,5.43597947,4.08683961,2.41991260,0.00000000,1.56253389,0.45567628
-5.72986493,7.72524426,0.03296849,0.68978050,5.44060186,4.09535432,2.43253945,0.00000000,1.57821608,0.45400661
-5.72386193,7.75383013,0.03354424,0.68532521,5.44720544,4.10904927,2.44823088,0.00000000,1.59470692,0.45324459
-5.71785893,7.79116906,0.03414073,0.68133842,5.45581146,4.12800591,2.46674109,0.00000000,1.61169031,0.45338993
-5.71185593,7.83705802,0.03475206,0.67790534,5.46637763,4.15224913,2.48776085,0.00000000,1.62884062,0.45442662
-5.70585293,7.89117540,0.03537242,0.67510667,5.47879193,4.18175001,2.51092617,0.00000000,1.64583166,0.45632436
-5.69984992,7.95309080,0.03599613,0.67301614,5.49286998,4.21642913,2.53582838,0.00000000,1.66234578,0.45904035
-5.69384692,8.02227715,0.03661770,0.67169815,5.50835600,4.25616025,2.56202557,0.00000000,1.67808258,0.46252112
-5.68784392,8.09812435,0.03723183,0.67120577,5.52492773,4.30077432,2.58905464,0.00000000,1.69276717,0.46670459
-5.68184092,8.17995433,0.03783350,0.67157910,5.54220494,4.35006349,2.61644401,0.00000000,1.70615758,0.47152197
-5.67583792,8.26703699,0.03841796,0.67284402,5.55976139,4.40378526,2.64372620,0.00000000,1.71805121,0.47689976
-5.66983492,8.35860656,0.03898078,0.67501145,5.57713951,4.46166645,2.67045024,0.00000000,1.72828995,0.48276156
-5.66383192,8.45387818,0.03951791,0.67807704,5.59386747,4.52340734,2.69619335,0.00000000,1.73676396,0.48902985
-5.65782891,8.55206422,0.04002573,0.68202132,5.60947751,4.58868565,2.72057160,0.00000000,1.74341392,0.49562747
-5.65182591,8.65239007,0.04050104,0.68681026,5.62352500,4.65716070,2.74324951,0.00000000,1.74823173,0.50247916
