energy_ev,total_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up,Zr_p_up,Zr_d_up
-5.54377189,0.45686807,0.00596093,0.07691722,0.23431793,0.00000000,0.10387306,0.08105497,0.31314686,0.08089220
-5.53776888,0.47976874,0.00598119,0.08563864,0.23909194,0.00000000,0.10673797,0.08178995,0.33247093,0.08712098
-5.53176588,0.50653207,0.00604391,0.09505918,0.24583082,0.00000000,0.11089489,0.08309932,0.35369548,0.09413255
-5.52576288,0.53710568,0.00615557,0.10508738,0.25461456,0.00000000,0.11640377,0.08503592,0.37674598,0.10187797
-5.51975988,0.57136149,0.00632175,0.11561492,0.26549072,0.00000000,0.12330954,0.08764044,0.40148993,0.11029362
-5.51375688,0.60908696,0.00654689,0.12651725,0.27846712,0.00000000,0.13163716,0.09093863,0.42773432,0.11930038
-5.50775388,0.64997915,0.00683402,0.13765479,0.29350579,0.00000000,0.14138712,0.09493899,0.45522562,0.12880342
-5.50175088,0.69364228,0.00718461,0.14887486,0.31051852,0.00000000,0.15253149,0.09963092,0.48365239,0.13869252
-5.49574787,0.73958896,0.00759844,0.16001421,0.32936417,0.00000000,0.16501088,0.10498348,0.51265047,0.14884318
-5.48974487,0.78724529,0.00807348,0.17090227,0.34984807,0.00000000,0.17873243,0.11094492,0.54181081,0.15911830
-5.48374187,0.83595996,0.00860591,0.18136481,0.37172357,0.00000000,0.19356897,0.11744286,0.57068944,0.16937064
-5.47773887,0.88501700,0.00919015,0.19122814,0.39469569,0.00000000,0.20935959,0.12438524,0.59881954,0.17944577
-5.47173587,0.93365206,0.00981894,0.20032357,0.41842711,0.00000000,0.22591156,0.13166213,0.62572495,0.18918568
-5.46573287,0.98107172,0.01048352,0.20849194,0.44254609,0.00000000,0.24300372,0.13914816,0.65093473,0.19843271
-5.45972986,1.02647513,0.01117387,0.21558821,0.46665626,0.00000000,0.26039130,0.14670577,0.67399813,0.20703382
-5.45372686,1.06907735,0.01187898,0.22148572,0.49034801,0.00000000,0.27781198,0.15418894,0.69449948,0.21484498
-5.44772386,1.10813361,0.01258720,0.22608015,0.51321106,0.00000000,0.29499310,0.16144754,0.71207226,0.22173554
-5.44172086,1.14296344,0.01328655,0.22929284,0.53484773,0.00000000,0.31165969,0.16833195,0.72641187,0.22759241
-5.43571786,1.17297397,0.01396516,0.23107349,0.55488653,0.00000000,0.32754309,0.17469790,0.73728658,0.23232384
-5.42971486,1.19768138,0.01461162,0.23140205,0.57299544,0.00000000,0.34238975,0.18041138,0.74454620,0.23586279
-5.42371186,1.21672968,0.01521536,0.23028975,0.58889438,0.00000000,0.35596987,0.18535328,0.74812807,0.23816953
-5.41770885,1.22990608,0.01576699,0.22777924,0.60236643,0.00000000,0.36808544,0.18942381,0.74806028,0.23923361
-5.41170585,1.23715234,0.01625861,0.22394386,0.61326708,0.00000000,0.37857733,0.19254635,0.74446185,0.23907495
-5.40570285,1.23857162,0.01668404,0.21888612,0.62153146,0.00000000,0.38733112,0.19467055,0.73754006,0.23774406
-5.39969985,1.23443042,0.01703901,0.21273536,0.62717876,0.00000000,0.39428129,0.19577471,0.72758490,0.23532138
-5.39369685,1.22515575,0.01732120,0.20564486,0.63031405,0.00000000,0.39941365,0.19586718,0.71496105,0.23191581
-5.38769385,1.21132725,0.01753033,0.19778834,0.63112704,0.00000000,0.40276575,0.19498681,0.70009769,0.22766233
-5.38169085,1.19366490,0.01766803,0.18935617,0.62988800,0.00000000,0.40442544,0.19320232,0.68347655,0.22271908
-5.37568784,1.17301238,0.01773773,0.18055132,0.62694086,0.00000000,0.40452739,0.19061076,0.66561864,0.21726362
-5.36968484,1.15031693,0.01774444,0.17158513,0.62269373,0.00000000,0.40324796,0.18733492,0.64707041,0.21148889
-5.36368184,1.12660617,0.01769450,0.16267320,0.61760730,0.00000000,0.40079854,0.18352001,0.62838948,0.20559868
-5.35767884,1.10296273,0.01759528,0.15403133,0.61218134,0.00000000,0.39741768,0.17932953,0.61013074,0.19980295
-5.35167584,1.08049744,0.01745488,0.14587164,0.60694000,0.00000000,0.39336244,0.17494058,0.59283311,0.19431304
-5.34567284,1.06032180,0.01728178,0.13839900,0.60241621,0.00000000,0.38889933,0.17053877,0.57700737,0.18933690
-5.33966983,1.04352054,0.01708459,0.13180765,0.59913587,0.00000000,0.38429521,0.16631291,0.56312529,0.18507445
-5.33366683,1.03112487,0.01687176,0.12627820,0.59760223,0.00000000,0.37980858,0.16244963,0.55161032,0.18171324
-5.32766383,1.02408719,0.01665136,0.12197481,0.59828102,0.00000000,0.37568156,0.15912807,0.54283001,0.17942426
-5.32166083,1.02325750,0.01643094,0.11904276,0.60158660,0.00000000,0.37213291,0.15651491,0.53708997,0.17835830
-5.31565783,1.02936225,0.01621736,0.11760616,0.60786968,0.00000000,0.36935222,0.15475972,0.53462966,0.17864258
-5.30965483,1.04298585,0.01601680,0.11776593,0.61740679,0.00000000,0.36749550,0.15399088,0.53561955,0.18037789
-5.30365183,1.06455511,0.01583473,0.11959808,0.63039170,0.00000000,0.36668219,0.15431215,0.54015984,0.18363614
-5.29764882,1.09432701,0.01567595,0.12315205,0.64692914,0.00000000,0.36699360,0.15579986,0.54828040,0.18845853
-5.29164582,1.13237988,0.01554465,0.12844949,0.66703069,0.00000000,0.36847272,0.15850095,0.55994180,0.19485412
-5.28564282,1.17860834,0.01544455,0.13548321,0.69061323,0.00000000,0.37112529,0.16243176,0.57503740,0.20279905
-5.27963982,1.23272208,0.01537892,0.14421652,0.71749958,0.00000000,0.37492194,0.16757769,0.59339632,0.21223634
-5.27363682,1.29424878,0.01535071,0.15458305,0.74742181,0.00000000,0.37980131,0.17389369,0.61478721,0.22307635
-5.26763382,1.36254122,0.01536258,0.16648699,0.78002669,0.00000000,0.38567386,0.18130560,0.63892295,0.23519798
-5.26163082,1.43678881,0.01541695,0.17980403,0.81488365,0.00000000,0.39242631,0.18971236,0.66546604,0.24845053
-5.25562781,1.51603359,0.01551592,0.19438295,0.85149477,0.00000000,0.39992637,0.19898895,0.69403509,0.26265646
-5.24962481,1.59919058,0.01566127,0.21004799,0.88930695,0.00000000,0.40802783,0.20899014,0.72421204,0.27761490
-5.24362181,1.68507248,0.01585430,0.22660204,0.92772581,0.00000000,0.41657571,0.21955484,0.75555054,0.29310596
-5.23761881,1.77241818,0.01609570,0.24383065,0.96613115,0.00000000,0.42541136,0.23051117,0.78758524,0.30889584
-5.23161581,1.85992489,0.01638538,0.26150689,1.00389362,0.00000000,0.43437754,0.24168179,0.81984206,0.32474266
-5.22561281,1.94628288,0.01672231,0.27939690,1.04039215,0.00000000,0.44332326,0.25288970,0.85184938,0.34040278
-5.21960980,2.03021216,0.01710429,0.29726613,1.07503171,0.00000000,0.45210835,0.26396409,0.88314983,0.35563773
-5.21360680,2.11049992,0.01752780,0.31488601,1.10726075,0.00000000,0.46060774,0.27474615,0.91331255,0.37022113
-5.20760380,2.18603749,0.01798793,0.33204093,1.13658789,0.00000000,0.46871520,0.28509463,0.94194549,0.38394586
-5.20160080,2.25585551,0.01847823,0.34853516,1.16259710,0.00000000,0.47634666,0.29489084,0.96870735,0.39663072
-5.19559780,2.31915585,0.01899075,0.36419961,1.18496089,0.00000000,0.48344292,0.30404303,0.99331861,0.40812673
-5.18959480,2.37533888,0.01951609,0.37889803,1.20345081,0.00000000,0.48997160,0.31248976,1.01557129,0.41832250
-5.18359180,2.42402477,0.02004354,0.39253230,1.21794494,0.00000000,0.49592836,0.32020223,1.03533668,0.42714847
-5.17758879,2.46506770,0.02056132,0.40504679,1.22843180,0.00000000,0.50133724,0.32718528,1.05257082,0.43457989
-5.17158579,2.49856200,0.02105685,0.41643119,1.23501042,0.00000000,0.50625003,0.33347707,1.06731703,0.44063820
-5.16558279,2.52483969,0.02151713,0.42672192,1.23788660,0.00000000,0.51074471,0.33914730,1.07970541,0.44539078
-5.15957979,2.54445906,0.02192910,0.43600186,1.23736517,0.00000000,0.51492287,0.34429410,1.08994895,0.44894889
-5.15357679,2.55818452,0.02228015,0.44439819,1.23383859,0.00000000,0.51890614,0.34903947,1.09833622,0.45146398
-5.14757379,2.56695825,0.02255846,0.45207863,1.22777227,0.00000000,0.52283178,0.35352361,1.10522090,0.45312232
-5.14157079,2.57186452,0.02275351,0.45924587,1.21968708,0.00000000,0.52684737,0.35789830,1.11100825,0.45413814
-5.13556778,2.57408812,0.02285641,0.46613054,1.21013983,0.00000000,0.53110504,0.36231946,1.11613908,0.45474567
-5.12956478,2.57486835,0.02286028,0.47298283,1.19970237,0.00000000,0.53575506,0.36693945,1.12107188,0.45519019
-5.12356178,2.57545060,0.02276047,0.48006313,1.18894036,0.00000000,0.54093940,0.37189923,1.12626371,0.45571859
-5.11755878,2.57703748,0.02255475,0.48763196,1.17839245,0.00000000,0.54678531,0.37732082,1.13215080,0.45656981
-5.11155578,2.58074146,0.02224340,0.49593965,1.16855088,0.00000000,0.55339917,0.38330054,1.13912965,0.45796550
-5.10555278,2.58754129,0.02182915,0.50521610,1.15984427,0.00000000,0.56086109,0.38990314,1.14753957,0.46010139
-5.09954977,2.59824383,0.02131711,0.51566108,1.15262334,0.00000000,0.56922033,0.39715730,1.15764744,0.46313965
-5.09354677,2.61345312,0.02071452,0.52743538,1.14715028,0.00000000,0.57849184,0.40505270,1.16963543,0.46720264
-5.08754377,2.63354791,0.02003050,0.54065332,1.14359206,0.00000000,0.58865414,0.41353878,1.18359234,0.47236822
-5.08154077,2.65866858,0.01927566,0.55537671,1.14201798,0.00000000,0.59964872,0.42252531,1.19950893,0.47866689
-5.07553777,2.68871398,0.01846175,0.57161070,1.14240163,0.00000000,0.61138088,0.43188489,1.21727758,0.48608084
-5.06953477,2.72334820,0.01760125,0.58930164,1.14462687,0.00000000,0.62372213,0.44145701,1.23669615,0.49454485
-5.06353177,2.76201685,0.01670691,0.60833694,1.14849769,0.00000000,0.63651410,0.45105384,1.25747606,0.50394908
-5.05752876,2.80397191,0.01579140,0.62854715,1.15375125,0.00000000,0.64957370,0.46046723,1.27925407,0.51414352
-5.05152576,2.84830407,0.01486688,0.64970995,1.16007349,0.00000000,0.66269934,0.46947673,1.30160718,0.52494393
-5.04552276,2.89398074,0.01394476,0.67155612,1.16711646,0.00000000,0.67567802,0.47785820,1.32407003,0.53613888
-5.03951976,2.93988822,0.01303536,0.69377712,1.17451651,0.00000000,0.68829285,0.48539266,1.34615387,0.54749777
-5.03351676,2.98487573,0.01214776,0.71603406,1.18191240,0.00000000,0.70033071,0.49187491,1.36736613,0.55877921
-5.02751376,3.02779959,0.01128965,0.73796768,1.18896235,0.00000000,0.71158972,0.49712150,1.38722980,0.56973960
-5.02151076,3.06756540,0.01046726,0.75920900,1.19535945,0.00000000,0.72188603,0.50097779,1.40530151,0.58014145
-5.01550775,3.10316645,0.00968538,0.77939025,1.20084430,0.00000000,0.73105982,0.50332364,1.42118769,0.58976115
-5.00950475,3.13371679,0.00894737,0.79815555,1.20521472,0.00000000,0.73898008,0.50407755,1.43455782,0.59839580
-5.00350175,3.15847768,0.00825531,0.81517115,1.20833178,0.00000000,0.74554799,0.50319904,1.44515441,0.60586901
-4.99749875,3.17687640,0.00761007,0.83013468,1.21012214,0.00000000,0.75069876,0.50068929,1.45279924,0.61203528
-4.99149575,3.18851702,0.00701155,0.84278315,1.21057659,0.00000000,0.75440199,0.49658991,1.45739567,0.61678299
-4.98549275,3.19318293,0.00645875,0.85289947,1.20974499,0.00000000,0.75666030,0.49098005,1.45892703,0.62003591
-4.97948974,3.19083138,0.00595002,0.86031720,1.20772808,0.00000000,0.75750672,0.48397197,1.45745137,0.62175316
-4.97348674,3.18158086,0.00548322,0.86492354,1.20466649,0.00000000,0.75700061,0.47570542,1.45309290,0.62192785
-4.96748374,3.16569219,0.00505584,0.86666036,1.20072794,0.00000000,0.75522276,0.46634107,1.44603088,0.62058439
-4.96148074,3.14354473,0.00466516,0.86552347,1.19609318,0.00000000,0.75226964,0.45605335,1.43648638,0.61777491
-4.95547774,3.11560929,0.00430840,0.86156022,1.19094162,0.00000000,0.74824746,0.44502318,1.42470809,0.61357469
-4.94947474,3.08241927,0.00398277,0.85486559,1.18543759,0.00000000,0.74326606,0.43343078,1.41095778,0.60807726
-4.94347174,3.04454193,0.00368555,0.84557714,1.17971796,0.00000000,0.73743339,0.42144919,1.39549632,0.60138922
-4.93746873,3.00255139,0.00341419,0.83386910,1.17388188,0.00000000,0.73085057,0.40923845,1.37857124,0.59362516
-4.93146573,2.95700477,0.00316627,0.81994593,1.16798342,0.00000000,0.72360801,0.39694105,1.36040634,0.58490294
-4.92546273,2.90842308,0.00293960,0.80403581,1.16202745,0.00000000,0.71578291,0.38467863,1.34119412,0.57533969
-4.91945973,2.85727753,0.00273215,0.78638435,1.15596911,0.00000000,0.70743802,0.37255003,1.32109134,0.56504859
-4.91345673,2.80398216,0.00254209,0.76724880,1.14971697,0.00000000,0.69862210,0.36063087,1.30021805,0.55413663
-4.90745373,2.74889289,0.00236775,0.74689312,1.14313969,0.00000000,0.68937174,0.34897439,1.27866000,0.54270354
-4.90145073,2.69231284,0.00220765,0.72558401,1.13607592,0.00000000,0.67971464,0.33761365,1.25647436,0.53084174
-4.89544772,2.63450341,0.00206043,0.70358803,1.12834682,0.00000000,0.66967403,0.32656468,1.23369818,0.51863733
-4.88944472,2.57570000,0.00192486,0.68116981,1.11977048,0.00000000,0.65927393,0.31583048,1.21035923,0.50617203
-4.88344172,2.51613116,0.00179983,0.65859125,1.11017744,0.00000000,0.64854497,0.30540550,1.18648824,0.49352569
-4.87743872,2.45603959,0.00168437,0.63611158,1.09942629,0.00000000,0.63753017,0.29528035,1.16213189,0.48077939
-4.87143572,2.39570327,0.00157756,0.61398793,1.08741841,0.00000000,0.62629044,0.28544638,1.13736545,0.46801853
-4.86543272,2.33545490,0.00147863,0.59247620,1.07411090,0.00000000,0.61490918,0.27589988,1.11230425,0.45533587
-4.85942971,2.27569811,0.00138690,0.57183195,1.05952680,0.00000000,0.60349567,0.26664561,1.08711309,0.44283399
-4.85342671,2.21691868,0.00130180,0.55231076,1.04376186,0.00000000,0.59218683,0.25769951,1.06201274,0.43062711
-4.84742371,2.15968978,0.00122289,0.53416808,1.02698727,0.00000000,0.58114707,0.24909037,1.03728293,0.41884179
-4.84142071,2.10467016,0.00114983,0.51765796,1.00944820,0.00000000,0.57056618,0.24086037,1.01326147,0.40761658
-4.83541771,2.05259501,0.00108245,0.50303080,0.99145774,0.00000000,0.56065503,0.23306456,0.99033911,0.39710037
-4.82941471,2.00425950,0.00102070,0.49052979,0.97338674,0.00000000,0.55163931,0.22576920,0.96895038,0.38744938
-4.82341171,1.96049543,0.00096468,0.48038621,0.95564985,0.00000000,0.54375156,0.21904928,0.94956055,0.37882311
-4.81740870,1.92214220,0.00091465,0.47281362,0.93868832,0.00000000,0.53722170,0.21298506,0.93264928,0.37137914
-4.81140570,1.89001338,0.00087102,0.46800119,0.92295071,0.00000000,0.53226661,0.20765824,0.91869174,0.36526723
-4.80540270,1.86486065,0.00083435,0.46610647,0.90887221,0.00000000,0.52907939,0.20314766,0.90813804,0.36062286
-4.79939970,1.84733717,0.00080534,0.46724803,0.89685395,0.00000000,0.52781871,0.19952505,0.90139206,0.35756076
-4.79339670,1.83796238,0.00078487,0.47149834,0.88724325,0.00000000,0.52859906,0.19685089,0.89879085,0.35616864
-4.78739370,1.83709050,0.00077390,0.47887737,0.88031608,0.00000000,0.53148238,0.19517078,0.90058561,0.35650160
-4.78139070,1.84488446,0.00077356,0.48934741,0.87626256,0.00000000,0.53647165,0.19451246,0.90692547,0.35857754
-4.77538769,1.86129719,0.00078507,0.50280944,0.87517654,0.00000000,0.54350702,0.19488366,0.91784495,0.36237388
-4.76938469,1.88606138,0.00080975,0.51910146,0.87704970,0.00000000,0.55246462,0.19627096,0.93325595,0.36782596
-4.76338169,1.91868882,0.00084897,0.53799898,0.88177066,0.00000000,0.56315839,0.19863968,0.95294487,0.37482696
-4.75737869,1.95847953,0.00090418,0.55921790,0.88912921,0.00000000,0.57534496,0.20193480,0.97657520,0.38322989
-4.75137569,2.00454059,0.00097683,0.58241967,0.89882545,0.00000000,0.58873139,0.20608293,1.00369569,0.39285113
-4.74537269,2.05581402,0.00106838,0.60721880,0.91048341,0.00000000,0.60298557,0.21099516,1.03375383,0.40347574
-4.73936968,2.11111247,0.00118025,0.63319236,0.92366849,0.00000000,0.61774871,0.21657070,1.06611436,0.41486415
-4.73336668,2.16916125,0.00131379,0.65989115,0.93790789,0.00000000,0.63264962,0.22270099,1.10008187,0.42676002
-4.72736368,2.22864456,0.00147026,0.68685218,0.95271284,0.00000000,0.64731976,0.22927424,1.13492677,0.43889879
-4.72136068,2.28825401,0.00165077,0.71361185,0.96760171,0.00000000,0.66140870,0.23618003,1.16991346,0.45101669
-4.71535768,2.34673696,0.00185627,0.73971941,0.98212272,0.00000000,0.67459904,0.24331377,1.20432952,0.46285962
-4.70935468,2.40294251,0.00208751,0.76474995,0.99587512,0.00000000,0.68662012,0.25058075,1.23751461,0.47419164
-4.70335168,2.45586306,0.00234503,0.78831660,1.00852789,0.00000000,0.69725998,0.25789969,1.26888792,0.48480257
-4.69734867,2.50466949,0.00262909,0.81008119,1.01983500,0.00000000,0.70637477,0.26520543,1.29797292,0.49451445
-4.69134567,2.54873839,0.00293973,0.82976318,1.02964657,0.00000000,0.71389544,0.27245086,1.32441830,0.50318657
-4.68534267,2.58767039,0.00327667,0.84714629,1.03791536,0.00000000,0.71983115,0.27960773,1.34801424,0.51071886
-4.67933967,2.62129867,0.00363940,0.86208282,1.04469853,0.00000000,0.72426943,0.28666656,1.36870322,0.51705361
-4.67333667,2.64968758,0.00402710,0.87449538,1.05015435,0.00000000,0.72737299,0.29363551,1.38658498,0.52217542
-4.66733367,2.67312165,0.00443873,0.88437606,1.05453434,0.00000000,0.72937331,0.30053834,1.40191518,0.52610949
-4.66133067,2.69208542,0.00487298,0.89178321,1.05817113,0.00000000,0.73056143,0.30741147,1.41509791,0.52891843
-4.65532766,2.70723549,0.00532837,0.89683605,1.06146258,0.00000000,0.73127611,0.31430048,1.42667216,0.53069771
-4.64932466,2.71936580,0.00580320,0.89970724,1.06485299,0.00000000,0.73189004,0.32125596,1.43729269,0.53157008
-4.64332166,2.72936788,0.00629561,0.90061399,1.06881215,0.00000000,0.73279462,0.32832915,1.44770590,0.53167914
