energy_ev,total_up,Cu_p_up,Cu_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-3.28664332,5.48955405,0.44741034,4.24481448,0.22376695,0.73002350,0.00347843,0.03380133,0.01565453,0.26261436
-3.28064032,5.47690287,0.45206609,4.20745609,0.22819576,0.75494108,0.00359227,0.03443000,0.01539161,0.26341708
-3.27463732,5.46734052,0.45732500,4.17091064,0.23336091,0.78183290,0.00369545,0.03507858,0.01510691,0.26451982
-3.26863432,5.46147578,0.46323632,4.13599283,0.23924015,0.81041571,0.00378638,0.03573821,0.01480826,0.26593678
-3.26263132,5.45967571,0.46982876,4.10333776,0.24579421,0.84036462,0.00386361,0.03639978,0.01450328,0.26767091
-3.25662831,5.46205091,0.47710888,4.07338310,0.25296666,0.87131791,0.00392588,0.03705403,0.01419921,0.26971344
-3.25062531,5.46845454,0.48506046,4.04636192,0.26068462,0.90288384,0.00397219,0.03769176,0.01390277,0.27204399
-3.24462231,5.47849502,0.49364487,4.02230634,0.26886004,0.93464910,0.00400177,0.03830398,0.01362011,0.27463127
-3.23861931,5.49156088,0.50280234,4.00106101,0.27739182,0.96618882,0.00401415,0.03888209,0.01335674,0.27743420
-3.23261631,5.50685643,0.51245422,3.98230520,0.28616841,0.99707751,0.00400915,0.03941797,0.01311750,0.28040361
-3.22661331,5.52344557,0.52250591,3.96558190,0.29507098,1.02690079,0.00398691,0.03990417,0.01290659,0.28348424
-3.22061031,5.54030137,0.53285045,3.95033192,0.30397691,1.05526703,0.00394785,0.04033397,0.01272756,0.28661704
-3.21460730,5.55635843,0.54337249,3.93593083,0.31276352,1.08181876,0.00389271,0.04070153,0.01258336,0.28974160
-3.20860430,5.57056521,0.55395261,3.92172666,0.32131183,1.10624301,0.00382245,0.04100195,0.01247641,0.29279865
-3.20260130,5.58193364,0.56447154,3.90707643,0.32951013,1.12828036,0.00373832,0.04123138,0.01240861,0.29573238
-3.19659830,5.58958338,0.57481434,3.89137937,0.33725737,1.14773199,0.00364174,0.04138707,0.01238139,0.29849273
-3.19059530,5.59277895,0.58487417,3.87410573,0.34446594,1.16446467,0.00353430,0.04146749,0.01239573,0.30103720
-3.18459230,5.59095794,0.59455561,3.85481967,0.35106399,1.17841323,0.00341772,0.04147235,0.01245219,0.30333244
-3.17858929,5.58374931,0.60377731,3.83319553,0.35699703,1.18958036,0.00329380,0.04140264,0.01255088,0.30535528
-3.17258629,5.57098135,0.61247384,3.80902721,0.36222871,1.19803393,0.00316438,0.04126074,0.01269149,0.30709340
-3.16658329,5.55267930,0.62059681,3.78223054,0.36674091,1.20390162,0.00303128,0.04105035,0.01287319,0.30854539
-3.16058029,5.52905332,0.62811507,3.75283906,0.37053294,1.20736336,0.00289630,0.04077651,0.01309465,0.30972039
-3.15457729,5.50047771,0.63501409,3.72099388,0.37362005,1.20864164,0.00276118,0.04044554,0.01335395,0.31063721
-3.14857429,5.46746300,0.64129452,3.68692863,0.37603133,1.20799043,0.00262755,0.04006494,0.01364857,0.31132306
-3.14257129,5.43062256,0.64697017,3.65095056,0.37780691,1.20568287,0.00249693,0.03964327,0.01397533,0.31181190
-3.13656828,5.39063567,0.65206528,3.61341909,0.37899497,1.20199855,0.00237071,0.03918989,0.01433038,0.31214252
-3.13056528,5.34820918,0.65661148,3.57472313,0.37964831,1.19721080,0.00225015,0.03871477,0.01470919,0.31235640
-3.12456228,5.30403974,0.66064457,3.53525844,0.37982103,1.19157469,0.00213634,0.03822817,0.01510657,0.31249553
-3.11855928,5.25877853,0.66420120,3.49540633,0.37956520,1.18531617,0.00203024,0.03774029,0.01551676,0.31260026
-3.11255628,5.21300031,0.66731579,3.45551459,0.37892794,1.17862292,0.00193269,0.03726096,0.01593349,0.31270721
-3.10655328,5.16717818,0.67001777,3.41588184,0.37794888,1.17163732,0.00184435,0.03679923,0.01635013,0.31284749
-3.10055028,5.12166518,0.67232941,3.37674563,0.37665824,1.16445181,0.00176579,0.03636303,0.01675988,0.31304519
-3.09454727,5.07668353,0.67426426,3.33827505,0.37507559,1.15710679,0.00169744,0.03595885,0.01715594,0.31331634
-3.08854427,5.03232167,0.67582633,3.30056776,0.37320937,1.14959127,0.00163963,0.03559144,0.01753175,0.31366823
-3.08254127,4.98853917,0.67701010,3.26365155,0.37105715,1.14184597,0.00159256,0.03526363,0.01788129,0.31409930
-3.07653827,4.94517883,0.67780129,3.22749000,0.36860665,1.13376886,0.00155637,0.03497622,0.01819927,0.31459945
-3.07053527,4.90198520,0.67817831,3.19199182,0.36583742,1.12522279,0.00153107,0.03472791,0.01848147,0.31515092
-3.06453227,4.85862827,0.67811436,3.15702307,0.36272312,1.11604464,0.00151661,0.03451547,0.01872496,0.31572950
-3.05852926,4.81473087,0.67757998,3.12242151,0.35923413,1.10605575,0.00151282,0.03433388,0.01892831,0.31630613
-3.05252626,4.76989826,0.67654589,3.08801216,0.35534054,1.09507296,0.00151947,0.03417667,0.01909184,0.31684881
-3.04652326,4.72374821,0.67498592,3.05362317,0.35101515,1.08291972,0.00153620,0.03403632,0.01921770,0.31732459
-3.04052026,4.67593999,0.67287982,3.01910100,0.34623641,1.06943675,0.00156256,0.03390470,0.01930998,0.31770166
-3.03451726,4.62620065,0.67021579,2.98432421,0.34099110,1.05449181,0.00159802,0.03377365,0.01937472,0.31795136
-3.02851426,4.57434743,0.66699260,2.94921506,0.33527662,1.03798803,0.00164189,0.03363546,0.01941986,0.31805002
-3.02251126,4.52030502,0.66322103,2.91374833,0.32910270,1.01987063,0.00169341,0.03348347,0.01945507,0.31798043
-3.01650825,4.46411705,0.65892469,2.87795703,0.32249252,1.00013154,0.00175168,0.03331251,0.01949155,0.31773310
-3.01050525,4.40595120,0.65414006,2.84193459,0.31548314,0.97881198,0.00181567,0.03311933,0.01954173,0.31730689
-3.00450225,4.34609780,0.64891581,2.80583365,0.30812525,0.95600281,0.00188427,0.03290295,0.01961892,0.31670935
-2.99849925,4.28496207,0.64331141,2.76986145,0.30048214,0.93184282,0.00195623,0.03266484,0.01973685,0.31595643
-2.99249625,4.22305050,0.63739503,2.73427201,0.29262820,0.90651495,0.00203023,0.03240894,0.01990925,0.31507177
-2.98649325,4.16095188,0.63124104,2.69935562,0.28464670,0.88024087,0.00210485,0.03214162,0.02014933,0.31408554
-2.98049025,4.09931405,0.62492698,2.66542600,0.27662725,0.85327395,0.00217864,0.03187144,0.02046923,0.31303290
-2.97448724,4.03881727,0.61853039,2.63280577,0.26866292,0.82589122,0.00225009,0.03160875,0.02087957,0.31195211
-2.96848424,3.98014550,0.61212546,2.60181076,0.26084710,0.79838448,0.00231772,0.03136518,0.02138891,0.31088246
-2.96248124,3.92395664,0.60577978,2.57273396,0.25327044,0.77105105,0.00238006,0.03115311,0.02200332,0.30986202
-2.95647824,3.87085310,0.59955130,2.54582958,0.24601781,0.74418448,0.00243572,0.03098497,0.02272600,0.30892544
-2.95047524,3.82135383,0.59348558,2.52129804,0.23916544,0.71806560,0.00248341,0.03087254,0.02355696,0.30810174
-2.94447224,3.77586900,0.58761354,2.49927246,0.23277849,0.69295424,0.00252198,0.03082632,0.02449281,0.30741238
-2.93846923,3.73467836,0.58194975,2.47980721,0.22690899,0.66908184,0.00255045,0.03085488,0.02552670,0.30686951
-2.93246623,3.69791425,0.57649129,2.46286904,0.22159424,0.64664537,0.00256803,0.03096430,0.02664829,0.30647465
-2.92646323,3.66554998,0.57121734,2.44833144,0.21685584,0.62580251,0.00257419,0.03115780,0.02784393,0.30621777
-2.92046023,3.63739438,0.56608945,2.43597227,0.21269928,0.60666843,0.00256862,0.03143539,0.02909693,0.30607686
-2.91445723,3.61309267,0.56105257,2.42547530,0.20911408,0.58931416,0.00255125,0.03179384,0.03038798,0.30601804
-2.90845423,3.59213407,0.55603671,2.41643553,0.20607460,0.57376653,0.00252231,0.03222666,0.03169567,0.30599618
-2.90245123,3.57386602,0.55095937,2.40836844,0.20354133,0.56000978,0.00248227,0.03272439,0.03299712,0.30595610
-2.89644822,3.55751463,0.54572846,2.40072298,0.20146269,0.54798852,0.00243183,0.03327496,0.03426867,0.30583429
-2.89044522,3.54221090,0.54024588,2.39289797,0.19977724,0.53761216,0.00237195,0.03386427,0.03548667,0.30556106
-2.88444222,3.52702166,0.53441144,2.38426150,0.19841627,0.52876033,0.00230377,0.03447682,0.03662829,0.30506315
-2.87843922,3.51098426,0.52812707,2.37417254,0.19730653,0.52128925,0.00222862,0.03509645,0.03767226,0.30426660
-2.87243622,3.49314366,0.52130118,2.36200409,0.19637314,0.51503864,0.00214794,0.03570714,0.03859969,0.30309984
-2.86643322,3.47259019,0.51385296,2.34716685,0.19554247,0.50983893,0.00206330,0.03629376,0.03939470,0.30149688
-2.86043022,3.44849655,0.50571647,2.32913246,0.19474483,0.50551843,0.00197632,0.03684281,0.04004500,0.29940038
-2.85442721,3.42015221,0.49684426,2.30745515,0.19391699,0.50191008,0.00188861,0.03734301,0.04054233,0.29676456
-2.84842421,3.38699364,0.48721041,2.28179087,0.19300429,0.49885763,0.00180180,0.03778587,0.04088276,0.29355770
-2.84242121,3.34862876,0.47681278,2.25191283,0.19196228,0.49622082,0.00171741,0.03816595,0.04106675,0.28976426
-2.83641821,3.30485445,0.46567431,2.21772269,0.19075782,0.49387946,0.00163691,0.03848108,0.04109909,0.28538632
-2.83041521,3.25566608,0.45384338,2.17925665,0.18936969,0.49173614,0.00156159,0.03873226,0.04098865,0.28044437
-2.82441221,3.20125850,0.44139293,2.13668620,0.18778847,0.48971765,0.00149260,0.03892349,0.04074786,0.27497743
-2.81840920,3.14201848,0.42841868,2.09031320,0.18601592,0.48777494,0.00143091,0.03906131,0.04039220,0.26904234
-2.81240620,3.07850872,0.41503615,2.04055969,0.18406380,0.48588176,0.00137727,0.03915426,0.03993943,0.26271240
-2.80640320,3.01144456,0.40137696,1.98795267,0.18195225,0.48403214,0.00133222,0.03921218,0.03940875,0.25607537
-2.80040020,2.94166431,0.38758423,1.93310475,0.17970775,0.48223691,0.00129606,0.03924545,0.03881999,0.24923085
-2.79439720,2.87009502,0.37380760,1.87669165,0.17736090,0.48051949,0.00126888,0.03926422,0.03819267,0.24228732
-2.78839420,2.79771542,0.36019797,1.81942755,0.17494411,0.47891138,0.00125053,0.03927757,0.03754524,0.23535881
-2.78239120,2.72551812,0.34690220,1.76203978,0.17248930,0.47744750,0.00124064,0.03929286,0.03689425,0.22856162
-2.77638819,2.65447301,0.33405822,1.70524400,0.17002581,0.47616187,0.00123865,0.03931514,0.03625379,0.22201093
-2.77038519,2.58549389,0.32179063,1.64972123,0.16757863,0.47508383,0.00124382,0.03934669,0.03563495,0.21581773
-2.76438219,2.51940993,0.31020714,1.59609769,0.16516709,0.47423502,0.00125524,0.03938678,0.03504556,0.21008608
-2.75837919,2.45694341,0.29939598,1.54492863,0.16280398,0.47362746,0.00127187,0.03943167,0.03449008,0.20491085
-2.75237619,2.39869453,0.28942440,1.49668654,0.16049532,0.47326268,0.00129258,0.03947472,0.03396967,0.20037595
-2.74637319,2.34513396,0.28033841,1.45175438,0.15824060,0.47313195,0.00131619,0.03950684,0.03348246,0.19655316
-2.74037019,2.29660283,0.27216354,1.41042359,0.15603363,0.47321765,0.00134148,0.03951700,0.03302396,0.19350157
-2.73436718,2.25331991,0.26490683,1.37289699,0.15386377,0.47349551,0.00136724,0.03949295,0.03258768,0.19126744
-2.72836418,2.21539476,0.25855960,1.33929573,0.15171765,0.47393761,0.00139231,0.03942210,0.03216575,0.18988466
-2.72236118,2.18284579,0.25310103,1.30966971,0.14958098,0.47451584,0.00141561,0.03929235,0.03174967,0.18937543
-2.71635818,2.15562141,0.24850214,1.28401048,0.14744062,0.47520548,0.00143619,0.03909303,0.03133106,0.18975130
-2.71035518,2.13362274,0.24473008,1.26226550,0.14528649,0.47598868,0.00145320,0.03881573,0.03090234,0.19101426
-2.70435218,2.11672609,0.24175222,1.24435277,0.14311340,0.47685752,0.00146598,0.03845509,0.03045742,0.19315794
-2.69834917,2.10480349,0.23953999,1.23017476,0.14092248,0.47781637,0.00147402,0.03800940,0.02999218,0.19616858
-2.69234617,2.09773997,0.23807204,1.21963054,0.13872225,0.47888339,0.00147699,0.03748102,0.02950491,0.20002602
-2.68634317,2.09544627,0.23733670,1.21262555,0.13652919,0.48009100,0.00147477,0.03687665,0.02899655,0.20470432
-2.68034017,2.09786642,0.23733337,1.20907826,0.13436770,0.48148527,0.00146736,0.03620728,0.02847071,0.21017221
-2.67433717,2.10497947,0.23807288,1.20892340,0.13226958,0.48312429,0.00145497,0.03548797,0.02793361,0.21639324
-2.66833417,2.11679565,0.23957679,1.21211164,0.13027295,0.48507552,0.00143792,0.03473741,0.02739378,0.22332575
-2.66233117,2.13334720,0.24187554,1.21860599,0.12842064,0.48741239,0.00141667,0.03397725,0.02686166,0.23092262
-2.65632816,2.15467460,0.24500566,1.22837501,0.12675830,0.49021025,0.00139176,0.03323129,0.02634905,0.23913091
-2.65032516,2.18080920,0.24900612,1.24138369,0.12533216,0.49354196,0.00136380,0.03252449,0.02586847,0.24789143
-2.64432216,2.21175355,0.25391407,1.25758242,0.12418665,0.49747338,0.00133343,0.03188196,0.02543248,0.25713841
-2.63831916,2.24746070,0.25976020,1.27689509,0.12336209,0.50205902,0.00130133,0.03132786,0.02505297,0.26679919
-2.63231616,2.28781399,0.26656392,1.29920708,0.12289243,0.50733811,0.00126812,0.03088436,0.02474049,0.27679415
-2.62631316,2.33260855,0.27432881,1.32435397,0.12280333,0.51333120,0.00123440,0.03057068,0.02450360,0.28703683
-2.62031016,2.38153603,0.28303846,1.35211196,0.12311058,0.52003769,0.00120073,0.03040217,0.02434834,0.29743436
-2.61430715,2.43417352,0.29265310,1.38219061,0.12381904,0.52743414,0.00116757,0.03038964,0.02427786,0.30788816
-2.60830415,2.48997769,0.30310722,1.41422860,0.12492213,0.53547372,0.00113531,0.03053886,0.02429208,0.31829505
-2.60230115,2.54828477,0.31430837,1.44779300,0.12640186,0.54408661,0.00110428,0.03085024,0.02438763,0.32854856
-2.59629815,2.60831673,0.32613738,1.48238237,0.12822955,0.55318152,0.00107471,0.03131879,0.02455786,0.33854067
-2.59029515,2.66919386,0.33844994,1.51743369,0.13036708,0.56264810,0.00104677,0.03193428,0.02479305,0.34816376
-2.58429215,2.72995346,0.35107977,1.55233322,0.13276864,0.57236034,0.00102060,0.03268170,0.02508077,0.35731283
-2.57828914,2.78957407,0.36384306,1.58643088,0.13538304,0.58218066,0.00099628,0.03354184,0.02540637,0.36588793
-2.57228614,2.84700458,0.37654432,1.61905770,0.13815624,0.59196469,0.00097392,0.03449215,0.02575354,0.37379671
-2.56628314,2.90119707,0.38898314,1.64954571,0.14103421,0.60156639,0.00095362,0.03550769,0.02610503,0.38095711
-2.56028014,2.95114215,0.40096185,1.67724950,0.14396583,0.61084356,0.00093554,0.03656221,0.02644333,0.38729997
-2.55427714,2.99590539,0.41229348,1.70156852,0.14690586,0.61966333,0.00091993,0.03762932,0.02675145,0.39277166
-2.54827414,3.03466316,0.42280982,1.72196912,0.14981759,0.62790747,0.00090711,0.03868365,0.02701357,0.39733651
-2.54227114,3.06673656,0.43236912,1.73800544,0.15267537,0.63547745,0.00089757,0.03970195,0.02721577,0.40097904
-2.53626813,3.09162156,0.44086301,1.74933793,0.15546659,0.64229877,0.00089192,0.04066415,0.02734659,0.40370580
-2.53026513,3.10901411,0.44822219,1.75574895,0.15819327,0.64832467,0.00089094,0.04155425,0.02739749,0.40554692
-2.52426213,3.11882888,0.45442070,1.75715424,0.16087299,0.65353876,0.00089559,0.04236107,0.02736322,0.40655700
-2.51825913,3.12121052,0.45947841,1.75360997,0.16353930,0.65795663,0.00090701,0.04307877,0.02724200,0.40681559
-2.51225613,3.11653683,0.46346150,1.74531481,0.16624137,0.66162616,0.00092651,0.04370711,0.02703563,0.40642698
-2.50625313,3.10541331,0.46648098,1.73260671,0.16904307,0.66462658,0.00095556,0.04425160,0.02674934,0.40551924
-2.50025013,3.08865927,0.46868907,1.71595468,0.17202150,0.66706613,0.00099579,0.04472325,0.02639167,0.40424272
-2.49424712,3.06728572,0.47027378,1.69594560,0.17526486,0.66907844,0.00104890,0.04513819,0.02597401,0.40276767
-2.48824412,3.04246594,0.47145183,1.67326676,0.17886993,0.67081775,0.00111670,0.04551711,0.02551027,0.40128134
-2.48224112,3.01549977,0.47246012,1.64868472,0.18293922,0.67245301,0.00120099,0.04588440,0.02501630,0.39998436
-2.47623812,2.98777306,0.47354640,1.62302147,0.18757771,0.67416114,0.00130356,0.04626732,0.02450933,0.39908653
-2.47023512,2.96071385,0.47495939,1.59712877,0.19288963,0.67611971,0.00142607,0.04669492,0.02400737,0.39880222
-2.46423212,2.93574709,0.47693882,1.57186182,0.19897499,0.67849931,0.00157004,0.04719698,0.02352865,0.39934536
-2.45822911,2.91424955,0.47970603,1.54805328,0.20592637,0.68145602,0.00173675,0.04780298,0.02309102,0.40092414
-2.45222611,2.89750670,0.48345540,1.52648857,0.21382566,0.68512408,0.00192714,0.04854098,0.02271142,0.40373566
-2.44622311,2.88667312,0.48834699,1.50788342,0.22274114,0.68960939,0.00214181,0.04943668,0.02240549,0.40796054
-2.44022011,2.88273768,0.49450085,1.49286435,0.23272485,0.69498388,0.00238087,0.05051254,0.02218710,0.41375768
-2.43421711,2.88649462,0.50199299,1.48195260,0.24381015,0.70128105,0.00264396,0.05178698,0.02206816,0.42125925
-2.42821411,2.89852115,0.51085320,1.47555196,0.25600984,0.70849304,0.00293015,0.05327379,0.02205831,0.43056612
-2.42221111,2.91916209,0.52106479,1.47394047,0.26931443,0.71656906,0.00323791,0.05498161,0.02216486,0.44174366
-2.41620810,2.94852143,0.53256599,1.47726617,0.28369095,0.72541550,0.00356514,0.05691361,0.02239268,0.45481827
-2.41020510,2.98646083,0.54525286,1.48554646,0.29908211,0.73489755,0.00390910,0.05906730,0.02274425,0.46977446
-2.40420210,3.03260440,0.55898347,1.49867089,0.31540578,0.74484230,0.00426649,0.06143443,0.02321966,0.48655272
-2.39819910,3.08634918,0.57358308,1.51640691,0.33255498,0.75504321,0.00463345,0.06400114,0.02381674,0.50504834
-2.39219610,3.14688073,0.58884981,1.53840806,0.35039827,0.76526560,0.00500566,0.06674805,0.02453114,0.52511103
-2.38619310,3.21319277,0.60456068,1.56422411,0.36878051,0.77525318,0.00537837,0.06965064,0.02535648,0.54654557
-2.38019010,3.28411038,0.62047756,1.59331279,0.38752426,0.78473516,0.00574655,0.07267961,0.02628446,0.56911358
-2.37418709,3.35831581,0.63635290,1.62505255,0.40643163,0.79343374,0.00610497,0.07580139,0.02730502,0.59253634
-2.36818409,3.43437648,0.65193489,1.65875616,0.42528670,0.80107176,0.00644834,0.07897873,0.02840647,0.61649876
-2.36218109,3.51077442,0.66697213,1.69368481,0.44385858,0.80738023,0.00677142,0.08217138,0.02957560,0.64065447
-2.35617809,3.58593691,0.68121765,1.72906260,0.46190510,0.81210557,0.00706918,0.08533686,0.03079789,0.66463211
-2.35017509,3.65826783,0.69443222,1.76409121,0.47917711,0.81501623,0.00733691,0.08843132,0.03205761,0.68804252
-2.34417209,3.72617938,0.70638725,1.79796479,0.49542333,0.81590869,0.00757034,0.09141040,0.03333807,0.71048696
-2.33816908,3.78812389,0.71686718,1.82988488,0.51039571,0.81461265,0.00776574,0.09423026,0.03462174,0.73156605
-2.33216608,3.84262529,0.72567167,1.85907541,0.52385522,0.81099526,0.00792005,0.09684853,0.03589059,0.75088920
-2.32616308,3.88830979,0.73261753,1.88479749,0.53557778,0.80496437,0.00803092,0.09922536,0.03712631,0.76808434
-2.32016008,3.92393520,0.73754078,1.90636396,0.54536023,0.79647069,0.00809675,0.10132437,0.03831063,0.78280761
-2.31415708,3.94841827,0.74029864,1.92315335,0.55302615,0.78550893,0.00811676,0.10311361,0.03942566,0.79475255
-2.30815408,3.96085926,0.74077171,1.93462291,0.55843114,0.77211780,0.00809097,0.10456635,0.04045428,0.80365870
-2.30215108,3.96056291,0.73886624,1.94032045,0.56146748,0.75637900,0.00802017,0.10566183,0.04138045,0.80931894
-2.29614807,3.94705509,0.73451639,1.93989439,0.56206779,0.73841506,0.00790590,0.10638573,0.04218964,0.81158547
-2.29014507,3.92009424,0.72768646,1.93310173,0.56020756,0.71838633,0.00775039,0.10673054,0.04286913,0.81037410
-2.28414207,3.87967692,0.71837283,1.91981340,0.55590641,0.69648696,0.00755647,0.10669560,0.04340836,0.80566652
-2.27813907,3.82603723,0.70660556,1.90001682,0.54922789,0.67294024,0.00732751,0.10628702,0.04379912,0.79751057
-2.27213607,3.75963944,0.69244938,1.87381525,0.54027785,0.64799314,0.00706731,0.10551722,0.04403581,0.78601833
-2.26613307,3.68116427,0.67600387,1.84142392,0.52920140,0.62191049,0.00678000,0.10440441,0.04411549,0.77136224
-2.26013007,3.59148895,0.65740289,1.80316291,0.51617860,0.59496888,0.00646995,0.10297171,0.04403794,0.75376923
-2.25412706,3.49166181,0.63681293,1.75944708,0.50141906,0.56745042,0.00614166,0.10124620,0.04380556,0.73351326
-2.24812406,3.38287231,0.61443049,1.71077329,0.48515562,0.53963672,0.00579968,0.09925786,0.04342328,0.71090652
-2.24212106,3.26641785,0.59047853,1.65770553,0.46763755,0.51180323,0.00544853,0.09703839,0.04289827,0.68628981
-2.23611806,3.14366869,0.56520204,1.60085852,0.44912349,0.48421414,0.00509259,0.09462014,0.04223970,0.66002230
-2.23011506,3.01603255,0.53886283,1.54088057,0.42987446,0.45711808,0.00473611,0.09203496,0.04145842,0.63247149
-2.22411206,2.88492036,0.51173390,1.47843635,0.41014731,0.43074476,0.00438308,0.08931331,0.04056659,0.60400344
-2.21810905,2.75171467,0.48409351,1.41419043,0.39018887,0.40530256,0.00403725,0.08648344,0.03957732,0.57497397
-2.21210605,2.61774205,0.45621918,1.34879223,0.37023097,0.38097733,0.00370208,0.08357082,0.03850438,0.54572100
-2.20610305,2.48425023,0.42838202,1.28286295,0.35048663,0.35793216,0.00338074,0.08059777,0.03736181,0.51655834
-2.20010005,2.35239108,0.40084145,1.21698497,0.33114732,0.33630825,0.00307609,0.07758333,0.03616375,0.48777117
-2.19409705,2.22320927,0.37384066,1.15169398,0.31238156,0.31622658,0.00279074,0.07454337,0.03492418,0.45961315
-2.18809405,2.09763706,0.34760286,1.08747395,0.29433455,0.29779041,0.00252702,0.07149092,0.03365679,0.43230526
-2.18209105,1.97649436,0.32232851,1.02475490,0.27712884,0.28108814,0.00228704,0.06843656,0.03237493,0.40603614
-2.17608804,1.86049370,0.29819351,0.96391320,0.26086593,0.26619657,0.00207271,0.06538912,0.03109156,0.38096374
-2.17008504,1.75024891,0.27534834,0.90527400,0.24562838,0.25318402,0.00188577,0.06235630,0.02981927,0.35721814
-2.16408204,1.64628648,0.25391811,0.84911541,0.23148240,0.24211330,0.00172786,0.05934537,0.02857035,0.33490499
-2.15807904,1.54905821,0.23400339,0.79567374,0.21848056,0.23304405,0.00160052,0.05636390,0.02735688,0.31410948
-2.15207604,1.45895409,0.21568160,0.74514939,0.20666441,0.22603449,0.00150523,0.05342030,0.02619075,0.29490034
-2.14607304,1.37631410,0.19900896,0.69771257,0.19606685,0.22114224,0.00144343,0.05052434,0.02508377,0.27733365
-2.14007004,1.30143799,0.18402255,0.65350873,0.18671406,0.21842414,0.00141655,0.04768748,0.02404765,0.26145619
-2.13406703,1.23459221,0.17074258,0.61266284,0.17862682,0.21793515,0.00142598,0.04492306,0.02309401,0.24730808
-2.12806403,1.17601351,0.15917448,0.57528259,0.17182131,0.21972612,0.00147307,0.04224628,0.02223427,0.23492462
-2.12206103,1.12590905,0.14931082,0.54146011,0.16630923,0.22384077,0.00155911,0.03967403,0.02147954,0.22433719
-2.11605803,1.08445284,0.14113293,0.51127221,0.16209731,0.23031183,0.00168523,0.03722457,0.02084041,0.21557332
-2.11005503,1.05177911,0.13461206,0.48477924,0.15918641,0.23915665,0.00185241,0.03491705,0.02032672,0.20865583
-2.10405203,1.02797300,0.12971019,0.46202271,0.15757015,0.25037242,0.00206135,0.03277094,0.01994727,0.20360127
-2.09804902,1.01305931,0.12638043,0.44302198,0.15723337,0.26393137,0.00231237,0.03080537,0.01970946,0.20041782
-2.09204602,1.00699026,0.12456705,0.42777033,0.15815045,0.27977607,0.00260537,0.02903843,0.01961902,0.19910276
-2.08604302,1.00963318,0.12420528,0.41623076,0.16028369,0.29781531,0.00293966,0.02748649,0.01967963,0.19963976
-2.08004002,1.02075901,0.12522085,0.40833197,0.16358194,0.31792057,0.00331390,0.02616350,0.01989262,0.20199624
-2.07403702,1.04003260,0.12752951,0.40396482,0.16797954,0.33992357,0.00372600,0.02508042,0.02025670,0.20612093
-2.06803402,1.06700562,0.13103660,0.40297968,0.17339561,0.36361486,0.00417302,0.02424467,0.02076774,0.21194187
-2.06203102,1.10111266,0.13563676,0.40518488,0.17973397,0.38874378,0.00465115,0.02365976,0.02141861,0.21936501
-2.05602801,1.14167110,0.14121381,0.41034645,0.18688346,0.41501979,0.00515564,0.02332497,0.02219915,0.22827346
-2.05002501,1.18788506,0.14764110,0.41818936,0.19471892,0.44211533,0.00568083,0.02323519,0.02309618,0.23852754
-2.04402201,1.23885348,0.15478212,0.42840024,0.20310261,0.46966998,0.00622018,0.02338099,0.02409362,0.24996566
-2.03801901,1.29358225,0.16249163,0.44063156,0.21188615,0.49729619,0.00676634,0.02374865,0.02517274,0.26240599
-2.03201601,1.35100020,0.17061715,0.45450709,0.22091289,0.52458607,0.00731129,0.02432052,0.02631246,0.27564894
-2.02601301,1.40997834,0.17900097,0.46962864,0.23002061,0.55111943,0.00784646,0.02507533,0.02748977,0.28948028
-2.02001001,1.46935183,0.18748247,0.48558356,0.23904445,0.57647265,0.00836296,0.02598874,0.02868022,0.30367488
-2.01400700,1.52794406,0.19590077,0.50195305,0.24782001,0.60022813,0.00885180,0.02703388,0.02985847,0.31800090
-2.00800400,1.58459179,0.20409764,0.51832071,0.25618657,0.62198412,0.00930409,0.02818204,0.03099888,0.33222432
-2.00200100,1.63817070,0.21192060,0.53428114,0.26399018,0.64136463,0.00971133,0.02940337,0.03207613,0.34611356
-1.99599800,1.68762049,0.21922590,0.54944832,0.27108674,0.65802898,0.01006568,0.03066758,0.03306587,0.35944410
-1.98999500,1.73196849,0.22588163,0.56346340,0.27734482,0.67168085,0.01036015,0.03194473,0.03394528,0.37200305
-1.98399200,1.77035130,0.23177049,0.57600166,0.28264821,0.68207640,0.01058887,0.03320590,0.03469369,0.38359327
-1.97798899,1.80203346,0.23679235,0.58677855,0.28689827,0.68903121,0.01074726,0.03442387,0.03529305,0.39403720
-1.97198599,1.82642286,0.24086638,0.59555446,0.29001572,0.69242581,0.01083220,0.03557380,0.03572839,0.40318012
-1.96598299,1.84308230,0.24393280,0.60213825,0.29194220,0.69220964,0.01084209,0.03663368,0.03598814,0.41089287
-1.95997999,1.85173690,0.24595405,0.60638952,0.29264125,0.68840310,0.01077694,0.03758488,0.03606438,0.41707392
-1.95397699,1.85227736,0.24691544,0.60821946,0.29209893,0.68109788,0.01063835,0.03841248,0.03595297,0.42165080
-1.94797399,1.84475898,0.24682525,0.60759052,0.29032387,0.67045522,0.01042942,0.03910551,0.03565358,0.42458092
-1.94197099,1.82939665,0.24571423,0.60451489,0.28734697,0.65670237,0.01015466,0.03965714,0.03516952,0.42585172
-1.93596798,1.80655610,0.24363461,0.59905193,0.28322047,0.64012727,0.00981983,0.04006469,0.03450766,0.42548033
-1.92996498,1.77674174,0.24065857,0.59130477,0.27801671,0.62107147,0.00943174,0.04032961,0.03367803,0.42351258
-1.92396198,1.74058170,0.23687632,0.58141618,0.27182637,0.59992173,0.00899797,0.04045730,0.03269348,0.42002166
