energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.53176588,2.03808996,0.00121348,0.29651722,0.32200252,1.02646082,0.56265124,0.46206549,0.24694425,0.00000000
-5.52576288,1.98315300,0.00122645,0.27567068,0.31866444,1.00841462,0.53151840,0.45279284,0.24791093,0.00000000
-5.51975988,1.93468561,0.00124014,0.25487952,0.31713836,0.99447317,0.50129322,0.44464415,0.25024291,0.00000000
-5.51375688,1.89305707,0.00125378,0.23441307,0.31740734,0.98468445,0.47230215,0.43766357,0.25389293,0.00000000
-5.50775388,1.85849867,0.00126666,0.21451503,0.31942159,0.97901810,0.44482614,0.43188321,0.25879166,0.00000000
-5.50175088,1.83109558,0.00127806,0.19539869,0.32309777,0.97736146,0.41909576,0.42732413,0.26484773,0.00000000
-5.49574787,1.81078401,0.00128736,0.17724364,0.32831913,0.97951819,0.39528858,0.42399778,0.27194837,0.00000000
-5.48974487,1.79735418,0.00129396,0.16019402,0.33493674,0.98520997,0.37352877,0.42190810,0.27996079,0.00000000
-5.48374187,1.79045929,0.00129736,0.14435808,0.34277185,0.99408152,0.35388871,0.42105388,0.28873436,0.00000000
-5.47773887,1.78963026,0.00129715,0.12980931,0.35161950,1.00570908,0.33639254,0.42143151,0.29810365,0.00000000
-5.47173587,1.79429591,0.00129300,0.11658853,0.36125327,1.01961228,0.32102131,0.42303783,0.30789226,0.00000000
-5.46573287,1.80380767,0.00128469,0.10470711,0.37143118,1.03526898,0.30771931,0.42587294,0.31791746,0.00000000
-5.45972986,1.81746801,0.00127213,0.09415088,0.38190248,1.05213267,0.29640142,0.42994279,0.32799528,0.00000000
-5.45372686,1.83456111,0.00125529,0.08488453,0.39241519,1.06965185,0.28696087,0.43526153,0.33794617,0.00000000
-5.44772386,1.85438455,0.00123426,0.07685630,0.40272412,1.08729027,0.27927717,0.44185317,0.34760065,0.00000000
-5.44172086,1.87628051,0.00120922,0.07000270,0.41259887,1.10454750,0.27322390,0.44975284,0.35680499,0.00000000
-5.43571786,1.89966501,0.00118044,0.06425304,0.42183177,1.12097850,0.26867591,0.45900718,0.36542643,0.00000000
-5.42971486,1.92405369,0.00114825,0.05953361,0.43024500,1.13621150,0.26551574,0.46967417,0.37335778,0.00000000
-5.42371186,1.94908307,0.00111305,0.05577136,0.43769692,1.14996300,0.26363904,0.48182208,0.38052101,0.00000000
-5.41770885,1.97452592,0.00107528,0.05289703,0.44408700,1.16204932,0.26295884,0.49552776,0.38686988,0.00000000
-5.41170585,2.00030011,0.00103543,0.05084751,0.44935925,1.17239386,0.26340842,0.51087422,0.39239103,0.00000000
-5.40570285,2.02647042,0.00099401,0.04956760,0.45350388,1.18102959,0.26494295,0.52794763,0.39710387,0.00000000
-5.39969985,2.05324289,0.00095154,0.04901100,0.45655708,1.18809667,0.26753964,0.54683375,0.40105883,0.00000000
-5.39369685,2.08095214,0.00090856,0.04914062,0.45859889,1.19383504,0.27119667,0.56761395,0.40433434,0.00000000
-5.38769385,2.11004178,0.00086559,0.04992836,0.45974928,1.19857229,0.27593084,0.59036084,0.40703243,0.00000000
-5.38169085,2.14103911,0.00082314,0.05135428,0.46016250,1.20270733,0.28177408,0.61513379,0.40927322,0.00000000
-5.37568784,2.17452476,0.00078171,0.05340530,0.46002001,1.20669051,0.28876915,0.64197416,0.41118856,0.00000000
-5.36968484,2.21109900,0.00074176,0.05607368,0.45952234,1.21100123,0.29696447,0.67090070,0.41291510,0.00000000
-5.36368184,2.25134598,0.00070370,0.05935522,0.45888018,1.21612396,0.30640862,0.70190496,0.41458712,0.00000000
-5.35767884,2.29579762,0.00066794,0.06324732,0.45830509,1.22252396,0.31714449,0.73494692,0.41632940,0.00000000
-5.35167584,2.34489898,0.00063480,0.06774716,0.45800042,1.23062379,0.32920355,0.76995107,0.41825063,0.00000000
-5.34567284,2.39897651,0.00060457,0.07284991,0.45815265,1.24078195,0.34260038,0.80680295,0.42043756,0.00000000
-5.33966983,2.45821097,0.00057748,0.07854727,0.45892368,1.25327449,0.35732781,0.84534631,0.42295015,0.00000000
-5.33366683,2.52261626,0.00055369,0.08482618,0.46044435,1.26828074,0.37335289,0.88538110,0.42581811,0.00000000
-5.32766383,2.59202531,0.00053330,0.09166801,0.46280948,1.28587378,0.39061385,0.92666243,0.42903880,0.00000000
-5.32166083,2.66608377,0.00051636,0.09904811,0.46607464,1.30601616,0.40901832,0.96890060,0.43257680,0.00000000
-5.31565783,2.74425196,0.00050282,0.10693573,0.47025466,1.32856108,0.42844287,1.01176236,0.43636495,0.00000000
-5.30965483,2.82581512,0.00049260,0.11529441,0.47532410,1.35325901,0.44873392,1.05487356,0.44030701,0.00000000
-5.30365183,2.90990162,0.00048554,0.12408271,0.48121934,1.37976926,0.46971001,1.09782315,0.44428160,0.00000000
-5.29764882,2.99550836,0.00048141,0.13325515,0.48784237,1.40767612,0.49116546,1.14016870,0.44814747,0.00000000
-5.29164582,3.08153234,0.00047996,0.14276349,0.49506586,1.43650850,0.51287507,1.18144334,0.45174960,0.00000000
-5.28564282,3.16680689,0.00048087,0.15255806,0.50273937,1.46576220,0.53459984,1.22116405,0.45492597,0.00000000
-5.27963982,3.25014123,0.00048381,0.16258908,0.51069632,1.49492354,0.55609338,1.25884112,0.45751474,0.00000000
-5.27363682,3.33036124,0.00048840,0.17280789,0.51876136,1.52349335,0.57710862,1.29398869,0.45936134,0.00000000
-5.26763382,3.40635000,0.00049428,0.18316806,0.52675776,1.55100982,0.59740464,1.32613586,0.46032531,0.00000000
-5.26163082,3.47708606,0.00050108,0.19362612,0.53451466,1.57706937,0.61675324,1.35483831,0.46028648,0.00000000
-5.25562781,3.54167786,0.00050845,0.20414197,0.54187364,1.60134433,0.63494484,1.37968981,0.45915036,0.00000000
-5.24962481,3.59939299,0.00051610,0.21467900,0.54869458,1.62359677,0.65179361,1.40033335,0.45685237,0.00000000
-5.24362181,3.64968087,0.00052374,0.22520370,0.55486043,1.64368769,0.66714143,1.41647146,0.45336086,0.00000000
-5.23761881,3.69218823,0.00053118,0.23568503,0.56028088,1.66158149,0.68086064,1.42787524,0.44867881,0.00000000
-5.23161581,3.72676676,0.00053826,0.24609343,0.56489480,1.67734532,0.69285548,1.43439186,0.44284418,0.00000000
-5.22561281,3.75347292,0.00054493,0.25639965,0.56867141,1.69114374,0.70306210,1.43595012,0.43592883,0.00000000
-5.21960980,3.77256005,0.00055118,0.26657348,0.57161029,1.70322886,0.71144751,1.43256383,0.42803631,0.00000000
-5.21360680,3.78446353,0.00055711,0.27658252,0.57374013,1.71392674,0.71800722,1.42433300,0.41929842,0.00000000
-5.20760380,3.78977972,0.00056287,0.28639106,0.57511660,1.72362059,0.72276217,1.41144252,0.40987082,0.00000000
-5.20160080,3.78923986,0.00056870,0.29595926,0.57581922,1.73273189,0.72575497,1.39415858,0.39992797,0.00000000
-5.19559780,3.78368024,0.00057489,0.30524265,0.57594756,1.74170007,0.72704580,1.37282288,0.38965743,0.00000000
-5.18959480,3.77400981,0.00058178,0.31419215,0.57561683,1.75096190,0.72670829,1.34784481,0.37925390,0.00000000
-5.18359180,3.76117691,0.00058973,0.32275447,0.57495313,1.76093142,0.72482557,1.31969186,0.36891317,0.00000000
-5.17758879,3.74613610,0.00059916,0.33087308,0.57408840,1.77198115,0.72148682,1.28887865,0.35882616,0.00000000
-5.17158579,3.72981654,0.00061044,0.33848956,0.57315533,1.78442546,0.71678436,1.25595495,0.34917338,0.00000000
-5.16558279,3.71309278,0.00062396,0.34554542,0.57228233,1.79850650,0.71081155,1.22149297,0.34011976,0.00000000
-5.15957979,3.69675903,0.00064006,0.35198412,0.57158872,1.81438329,0.70366139,1.18607440,0.33181022,0.00000000
-5.15357679,3.68150735,0.00065903,0.35775330,0.57118025,1.83212420,0.69542588,1.15027758,0.32436601,0.00000000
-5.14757379,3.66791038,0.00068110,0.36280696,0.57114504,1.85170286,0.68619607,1.11466507,0.31788178,0.00000000
-5.14157079,3.65640872,0.00070642,0.36710758,0.57155020,1.87299775,0.67606252,1.07977195,0.31242368,0.00000000
-5.13556778,3.64730321,0.00073504,0.37062786,0.57243902,1.89579510,0.66511617,1.04609517,0.30802830,0.00000000
-5.12956478,3.64075184,0.00076694,0.37335206,0.57382899,1.91979509,0.65344931,1.01408405,0.30470257,0.00000000
-5.12356178,3.63677120,0.00080199,0.37527693,0.57571066,1.94462092,0.64115646,0.98413217,0.30242450,0.00000000
-5.11755878,3.63524218,0.00083997,0.37641185,0.57804744,1.96983049,0.62833500,0.95657078,0.30114483,0.00000000
-5.11155578,3.63591939,0.00088060,0.37677852,0.58077629,1.99493020,0.61508539,0.93166371,0.30078934,0.00000000
-5.10555278,3.63844410,0.00092348,0.37640992,0.58380948,2.01939050,0.60151090,0.90960390,0.30126195,0.00000000
-5.09954977,3.64236002,0.00096820,0.37534874,0.58703725,2.04266267,0.58771670,0.89051162,0.30244826,0.00000000
-5.09354677,3.64713164,0.00101429,0.37364534,0.59033134,2.06419647,0.57380850,0.87443420,0.30421965,0.00000000
-5.08754377,3.65216455,0.00106126,0.37135528,0.59354945,2.08345805,0.55989056,0.86134738,0.30643760,0.00000000
-5.08154077,3.65682723,0.00110866,0.36853668,0.59654025,2.09994779,0.54606343,0.85115817,0.30895828,0.00000000
-5.07553777,3.66047397,0.00115604,0.36524745,0.59914907,2.11321756,0.53242136,0.84370926,0.31163717,0.00000000
-5.06953477,3.66246830,0.00120305,0.36154261,0.60122384,2.12288697,0.51904967,0.83878466,0.31433354,0.00000000
-5.06353177,3.66220641,0.00124941,0.35747187,0.60262119,2.12865821,0.50602229,0.83611680,0.31691482,0.00000000
-5.05752876,3.65914018,0.00129498,0.35307753,0.60321251,2.13032907,0.49339957,0.83539465,0.31926052,0.00000000
-5.05152576,3.65279914,0.00133975,0.34839291,0.60288961,2.12780378,0.48122660,0.83627299,0.32126585,0.00000000
-5.04552276,3.64281081,0.00138391,0.34344127,0.60156990,2.12110125,0.46953215,0.83838239,0.32284463,0.00000000
-5.03951976,3.62891890,0.00142781,0.33823552,0.59920076,2.11036059,0.45832840,0.84133992,0.32393172,0.00000000
-5.03351676,3.61099872,0.00147204,0.33277834,0.59576298,2.09584332,0.44761141,0.84476021,0.32448464,0.00000000
-5.02751376,3.58906915,0.00151736,0.32706314,0.59127301,2.07793242,0.43736236,0.84826655,0.32448455,0.00000000
-5.02151076,3.56330071,0.00156477,0.32107547,0.58578407,2.05712770,0.42754962,0.85150190,0.32393643,0.00000000
-5.01550775,3.53401907,0.00161548,0.31479493,0.57938581,2.03403771,0.41813137,0.85413933,0.32286841,0.00000000
-5.00950475,3.50170356,0.00167088,0.30819747,0.57220270,2.00936789,0.40905876,0.85589150,0.32133054,0.00000000
-5.00350175,3.46698045,0.00173251,0.30125795,0.56439102,1.98390528,0.40027935,0.85651915,0.31939262,0.00000000
-4.99749875,3.43061052,0.00180208,0.29395273,0.55613455,1.95849981,0.39174069,0.85583790,0.31714151,0.00000000
-4.99149575,3.39347120,0.00188133,0.28626228,0.54763911,1.93404261,0.38339377,0.85372337,0.31467783,0.00000000
-4.98549275,3.35653320,0.00197208,0.27817357,0.53912610,1.91144170,0.37519620,0.85011430,0.31211211,0.00000000
-4.97948974,3.32083220,0.00207609,0.26968215,0.53082515,1.89159566,0.36711488,0.84501348,0.30956061,0.00000000
-4.97348674,3.28743628,0.00219502,0.26079375,0.52296630,1.87536600,0.35912799,0.83848650,0.30714085,0.00000000
-4.96748374,3.25740997,0.00233036,0.25152539,0.51577178,1.86354908,0.35122627,0.83065827,0.30496701,0.00000000
-4.96148074,3.23177619,0.00248336,0.24190596,0.50944784,1.85684851,0.34341349,0.82170745,0.30314539,0.00000000
-4.95547774,3.21147751,0.00265494,0.23197610,0.50417690,1.85584914,0.33570598,0.81185904,0.30177004,0.00000000
-4.94947474,3.19733837,0.00284562,0.22178757,0.50011028,1.86099363,0.32813148,0.80137534,0.30091877,0.00000000
-4.94347174,3.19002997,0.00305547,0.21140205,0.49736193,1.87256278,0.32072724,0.79054571,0.30064961,0.00000000
-4.93746873,3.19003954,0.00328406,0.20088945,0.49600336,1.89066070,0.31353751,0.77967555,0.30099808,0.00000000
-4.93146573,3.19764590,0.00353041,0.19032588,0.49606011,1.91520569,0.30661072,0.76907494,0.30197509,0.00000000
-4.92546273,3.21290257,0.00379300,0.17979133,0.49750992,1.94592774,0.29999642,0.75904740,0.30356596,0.00000000
-4.91945973,3.23563003,0.00406976,0.16936725,0.50028276,1.98237309,0.29374216,0.74987931,0.30573031,0.00000000
-4.91345673,3.26541766,0.00435809,0.15913409,0.50426285,2.02391633,0.28789075,0.74183022,0.30840314,0.00000000
-4.90745373,3.30163624,0.00465492,0.14916904,0.50929266,2.06977979,0.28247769,0.73512464,0.31149685,0.00000000
-4.90145073,3.34346063,0.00495683,0.13954395,0.51517871,2.11906005,0.27752934,0.72994543,0.31490443,0.00000000
-4.89544772,3.38990221,0.00526008,0.13032362,0.52169920,2.17076067,0.27306157,0.72642897,0.31850350,0.00000000
-4.88944472,3.43984988,0.00556077,0.12156448,0.52861298,2.22383014,0.26907926,0.72466229,0.32216117,0.00000000
-4.88344172,3.49211811,0.00585497,0.11331378,0.53566966,2.27720360,0.26557646,0.72468216,0.32573952,0.00000000
-4.87743872,3.54549969,0.00613886,0.10560917,0.54262045,2.32984659,0.26253721,0.72647590,0.32910144,0.00000000
-4.87143572,3.59882105,0.00640885,0.09847881,0.54922924,2.38079904,0.25993704,0.72998400,0.33211661,0.00000000
-4.86543272,3.65099726,0.00666173,0.09194189,0.55528344,2.42921732,0.25774486,0.73510403,0.33466736,0.00000000
-4.85942971,3.70108413,0.00689482,0.08600943,0.56060407,2.47441255,0.25592528,0.74169595,0.33665407,0.00000000
-4.85342671,3.74832469,0.00710601,0.08068545,0.56505477,2.51588311,0.25444100,0.74958809,0.33799991,0.00000000
-4.84742371,3.79218759,0.00729392,0.07596828,0.56854907,2.55333966,0.25325526,0.75858397,0.33865470,0.00000000
-4.84142071,3.83239547,0.00745784,0.07185189,0.57105583,2.58672138,0.25233403,0.76846934,0.33859761,0.00000000
-4.83541771,3.86894162,0.00759782,0.06832730,0.57260239,2.61620233,0.25164802,0.77901933,0.33783866,0.00000000
-4.82941471,3.90209398,0.00771462,0.06538380,0.57327527,2.64218740,0.25117412,0.79000549,0.33641892,0.00000000
-4.82341171,3.93238616,0.00780963,0.06301002,0.57321855,2.66529789,0.25089643,0.80120247,0.33440927,0.00000000
-4.81740870,3.96059577,0.00788478,0.06119470,0.57262968,2.68634710,0.25080671,0.81239420,0.33190799,0.00000000
-4.81140570,3.98771094,0.00794240,0.05992723,0.57175312,2.70630693,0.25090428,0.82337941,0.32903710,0.00000000
-4.80540270,4.01488671,0.00798511,0.05919780,0.57087200,2.72626698,0.25119548,0.83397642,0.32593775,0.00000000
-4.79939970,4.04339314,0.00801562,0.05899729,0.57029799,2.74738779,0.25169263,0.84402710,0.32276476,0.00000000
-4.79339670,4.07455773,0.00803657,0.05931685,0.57036003,2.77085040,0.25241266,0.85339984,0.31968073,0.00000000
-4.78739370,4.10970461,0.00805040,0.06014720,0.57139221,2.79780453,0.25337559,0.86199162,0.31684978,0.00000000
-4.78139070,4.15009346,0.00805918,0.06147780,0.57372129,2.82931753,0.25460280,0.86972907,0.31443138,0.00000000
-4.77538769,4.19686073,0.00806446,0.06329583,0.57765438,2.86632650,0.25611539,0.87656845,0.31257444,0.00000000
-4.76938469,4.25096580,0.00806725,0.06558513,0.58346726,2.90959559,0.25793256,0.88249468,0.31141190,0.00000000
-4.76338169,4.31314433,0.00806793,0.06832523,0.59139366,2.95968027,0.26007027,0.88751934,0.31105605,0.00000000
-4.75737869,4.38387060,0.00806619,0.07149043,0.60161606,3.01690009,0.26254003,0.89167778,0.31159480,0.00000000
-4.75137569,4.46333039,0.00806115,0.07504904,0.61425805,3.08132083,0.26534810,0.89502544,0.31308886,0.00000000
-4.74537269,4.55140505,0.00805134,0.07896291,0.62937880,3.15274666,0.26849487,0.89763347,0.31557004,0.00000000
-4.73936968,4.64766739,0.00803483,0.08318720,0.64696948,3.23072244,0.27197458,0.89958390,0.31904061,0.00000000
-4.73336668,4.75138895,0.00800935,0.08767048,0.66695199,3.31454566,0.27577525,0.90096454,0.32347366,0.00000000
-4.72736368,4.86155815,0.00797243,0.09235511,0.68917978,3.40328732,0.27987881,0.90186378,0.32881444,0.00000000
-4.72136068,4.97690820,0.00792157,0.09717799,0.71344083,3.49582055,0.28426137,0.90236567,0.33498248,0.00000000
-4.71535768,5.09595319,0.00785436,0.10207159,0.73946250,3.59085552,0.28889356,0.90254537,0.34187445,0.00000000
-4.70935468,5.21703086,0.00776868,0.10696514,0.76691825,3.68697900,0.29374086,0.90246522,0.34936747,0.00000000
-4.70335168,5.33834990,0.00766277,0.11178617,0.79543577,3.78269678,0.29876396,0.90217172,0.35732280,0.00000000
-4.69734867,5.45804004,0.00753539,0.11646207,0.82460638,3.87647720,0.30391902,0.90169334,0.36558976,0.00000000
-4.69134567,5.57420277,0.00738590,0.12092175,0.85399531,3.96679414,0.30915782,0.90103953,0.37400963,0.00000000
-4.68534267,5.68496113,0.00721426,0.12509729,0.88315258,4.05216778,0.31442787,0.90020064,0.38241948,0.00000000
-4.67933967,5.78850660,0.00702113,0.12892556,0.91162412,4.13120197,0.31967251,0.89914896,0.39065582,0.00000000
-4.67333667,5.88314207,0.00680779,0.13234960,0.93896275,4.20261707,0.32483088,0.89784068,0.39855797,0.00000000
-4.66733367,5.96731945,0.00657611,0.13531991,0.96473892,4.26527739,0.32983804,0.89621866,0.40597104,0.00000000
-4.66133067,6.03967145,0.00632852,0.13779542,0.98855059,4.31821300,0.33462516,0.89421581,0.41274864,0.00000000
-4.65532766,6.09903684,0.00606787,0.13974422,1.01003236,4.36063551,0.33911979,0.89175897,0.41875519,0.00000000
-4.64932466,6.14447928,0.00579740,0.14114400,1.02886338,4.39194800,0.34324653,0.88877297,0.42386779,0.00000000
-4.64332166,6.17529962,0.00552056,0.14198218,1.04477397,4.41174946,0.34692782,0.88518480,0.42797795,0.00000000
