energy_ev,total_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up
-5.86793397,1.04124331,0.16343141,0.41126834,0.05234953,0.04736098,0.13756526,0.00010256
-5.86193097,0.94504013,0.14992143,0.37133580,0.04884356,0.04340758,0.12582354,0.00009259
-5.85592796,0.85197941,0.13662176,0.33295163,0.04535353,0.03952278,0.11432082,0.00008302
-5.84992496,0.76296732,0.12368070,0.29646052,0.04194381,0.03574973,0.10318053,0.00007391
-5.84392196,0.67874434,0.11122650,0.26213369,0.03867743,0.03212569,0.09250773,0.00006535
-5.83791896,0.59988430,0.09936604,0.23016973,0.03561555,0.02868165,0.08238825,0.00005738
-5.83191596,0.52679901,0.08818431,0.20069775,0.03281714,0.02544222,0.07288847,0.00005003
-5.82591296,0.45974769,0.07774459,0.17378244,0.03033892,0.02242578,0.06405586,0.00004332
-5.81990995,0.39885014,0.06808934,0.14943064,0.02823538,0.01964472,0.05591986,0.00003725
-5.81390695,0.34410286,0.05924161,0.12759886,0.02655898,0.01710597,0.04849338,0.00003181
-5.80790395,0.29539696,0.05120694,0.10820148,0.02536038,0.01481156,0.04177459,0.00002697
-5.80190095,0.25253700,0.04397547,0.09111911,0.02468874,0.01275933,0.03574886,0.00002272
-5.79589795,0.21525987,0.03752441,0.07620687,0.02459194,0.01094367,0.03039092,0.00001900
-5.78989495,0.18325300,0.03182046,0.06330216,0.02511663,0.00935630,0.02566704,0.00001579
-5.78389195,0.15617116,0.02682226,0.05223187,0.02630822,0.00798707,0.02153710,0.00001303
-5.77788894,0.13365169,0.02248285,0.04281874,0.02821058,0.00682472,0.01795661,0.00001069
-5.77188594,0.11532743,0.01875181,0.03488673,0.03086552,0.00585758,0.01487848,0.00000873
-5.76588294,0.10083768,0.01557733,0.02826563,0.03431201,0.00507427,0.01225466,0.00000709
-5.75987994,0.08983674,0.01290793,0.02279453,0.03858518,0.00446431,0.01003752,0.00000573
-5.75387694,0.08200042,0.01069406,0.01832452,0.04371506,0.00401868,0.00818094,0.00000464
-5.74787394,0.07703053,0.00888929,0.01472059,0.04972521,0.00373028,0.00664124,0.00000376
-5.74187094,0.07465769,0.00745138,0.01186277,0.05663121,0.00359441,0.00537787,0.00000307
-5.73586793,0.07464278,0.00634304,0.00964669,0.06443917,0.00360913,0.00435382,0.00000255
-5.72986493,0.07677721,0.00553255,0.00798372,0.07314439,0.00377560,0.00353601,0.00000217
-5.72386193,0.08088262,0.00499413,0.00680067,0.08273017,0.00409840,0.00289535,0.00000192
-5.71785893,0.08680999,0.00470822,0.00603927,0.09316705,0.00458576,0.00240683,0.00000179
-5.71185593,0.09443875,0.00466163,0.00565545,0.10441240,0.00524985,0.00204945,0.00000177
-5.70585293,0.10367588,0.00484759,0.00561859,0.11641063,0.00610694,0.00180609,0.00000185
-5.69984992,0.11445546,0.00526570,0.00591060,0.12909395,0.00717763,0.00166332,0.00000204
-5.69384692,0.12673847,0.00592187,0.00652513,0.14238382,0.00848695,0.00161127,0.00000233
-5.68784392,0.14051319,0.00682821,0.00746675,0.15619300,0.01006450,0.00164337,0.00000275
-5.68184092,0.15579598,0.00800284,0.00875018,0.17042821,0.01194450,0.00175620,0.00000329
-5.67583792,0.17263257,0.00946968,0.01039957,0.18499334,0.01416579,0.00194927,0.00000397
-5.66983492,0.19109939,0.01125823,0.01244777,0.19979296,0.01677174,0.00222487,0.00000481
-5.66383192,0.21130517,0.01340328,0.01493572,0.21473614,0.01981006,0.00258788,0.00000584
-5.65782891,0.23339218,0.01594448,0.01791171,0.22974023,0.02333252,0.00304559,0.00000707
-5.65182591,0.25753708,0.01892599,0.02143068,0.24473454,0.02739456,0.00360755,0.00000855
-5.64582291,0.28395102,0.02239582,0.02555338,0.25966353,0.03205463,0.00428536,0.00001029
-5.63981991,0.31287873,0.02640527,0.03034550,0.27448951,0.03737356,0.00509247,0.00001234
-5.63381691,0.34459628,0.03100806,0.03587656,0.28919447,0.04341357,0.00604390,0.00001472
-5.62781391,0.37940741,0.03625941,0.04221876,0.30378103,0.05023719,0.00715596,0.00001749
-5.62181091,0.41763817,0.04221497,0.04944553,0.31827237,0.05790602,0.00844587,0.00002069
-5.61580790,0.45962990,0.04892951,0.05762994,0.33271113,0.06647922,0.00993134,0.00002434
-5.60980490,0.50573047,0.05645554,0.06684288,0.34715715,0.07601195,0.01163006,0.00002850
-5.60380190,0.55628393,0.06484179,0.07715112,0.36168439,0.08655354,0.01355919,0.00003320
-5.59779890,0.61161879,0.07413152,0.08861516,0.37637691,0.09814572,0.01573469,0.00003848
-5.59179590,0.67203534,0.08436085,0.10128696,0.39132428,0.11082065,0.01817068,0.00004437
-5.58579290,0.73779224,0.09555704,0.11520773,0.40661653,0.12459908,0.02087877,0.00005090
-5.57978989,0.80909311,0.10773680,0.13040564,0.42233895,0.13948848,0.02386736,0.00005810
-5.57378689,0.88607354,0.12090480,0.14689376,0.43856699,0.15548142,0.02714099,0.00006596
-5.56778389,0.96878919,0.13505231,0.16466823,0.45536146,0.17255416,0.03069976,0.00007451
-5.56178089,1.05720564,0.15015623,0.18370671,0.47276433,0.19066552,0.03453887,0.00008372
-5.55577789,1.15119047,0.16617845,0.20396744,0.49079529,0.20975624,0.03864824,0.00009359
-5.54977489,1.25050832,0.18306571,0.22538878,0.50944915,0.22974878,0.04301239,0.00010409
-5.54377189,1.35481908,0.20074997,0.24788941,0.52869432,0.25054764,0.04761048,0.00011519
-5.53776888,1.46367979,0.21914940,0.27136934,0.54847219,0.27204034,0.05241664,0.00012682
-5.53176588,1.57655026,0.23816996,0.29571160,0.56869758,0.29409893,0.05740047,0.00013894
-5.52576288,1.69280238,0.25770753,0.32078471,0.58926005,0.31658213,0.06252786,0.00015148
-5.51975988,1.81173293,0.27765069,0.34644592,0.61002606,0.33933801,0.06776204,0.00016437
-5.51375688,1.93257949,0.29788384,0.37254489,0.63084167,0.36220715,0.07306484,0.00017753
-5.50775388,2.05453881,0.31829082,0.39892806,0.65153585,0.38502615,0.07839812,0.00019088
-5.50175088,2.17678696,0.33875859,0.42544306,0.67192397,0.40763136,0.08372530,0.00020435
-5.49574787,2.29850036,0.35918107,0.45194338,0.69181146,0.42986273,0.08901300,0.00021788
-5.48974487,2.41887673,0.37946274,0.47829275,0.71099753,0.45156750,0.09423255,0.00023139
-5.48374187,2.53715516,0.39952196,0.50436915,0.72927866,0.47260373,0.09936151,0.00024483
-5.47773887,2.65263425,0.41929371,0.53006819,0.74645194,0.49284327,0.10438490,0.00025818
-5.47173587,2.76468761,0.43873165,0.55530559,0.76231816,0.51217430,0.10929623,0.00027140
-5.46573287,2.87277612,0.45780940,0.58001869,0.77668461,0.53050310,0.11409817,0.00028450
-5.45972986,2.97645639,0.47652082,0.60416680,0.78936763,0.54775511,0.11880281,0.00029749
-5.45372686,3.07538538,0.49487941,0.62773047,0.80019501,0.56387520,0.12343163,0.00031040
-5.44772386,3.16932106,0.51291680,0.65070951,0.80900814,0.57882719,0.12801492,0.00032330
-5.44172086,3.25811944,0.53068027,0.67312015,0.81566423,0.59259265,0.13259090,0.00033626
-5.43571786,3.34172844,0.54822971,0.69499122,0.82003834,0.60516916,0.13720445,0.00034939
-5.42971486,3.42017925,0.56563396,0.71635991,0.82202557,0.61656811,0.14190554,0.00036279
-5.42371186,3.49357597,0.58296683,0.73726705,0.82154318,0.62681224,0.14674749,0.00037659
-5.41770885,3.56208431,0.60030306,0.75775260,0.81853277,0.63593309,0.15178508,0.00039094
-5.41170585,3.62592019,0.61771442,0.77785133,0.81296244,0.64396859,0.15707261,0.00040599
-5.40570285,3.68533910,0.63526618,0.79758925,0.80482878,0.65096086,0.16266211,0.00042190
-5.39969985,3.74062662,0.65301420,0.81698087,0.79415866,0.65695446,0.16860164,0.00043883
-5.39369685,3.79209077,0.67100267,0.83602759,0.78101072,0.66199517,0.17493382,0.00045695
-5.38769385,3.84005630,0.68926270,0.85471731,0.76547624,0.66612923,0.18169474,0.00047641
-5.38169085,3.88486088,0.70781177,0.87302526,0.74767947,0.66940323,0.18891306,0.00049737
-5.37568784,3.92685313,0.72665398,0.89091608,0.72777717,0.67186447,0.19660958,0.00051997
-5.36968484,3.96639193,0.74578101,0.90834682,0.70595720,0.67356176,0.20479695,0.00054434
-5.36368184,4.00384653,0.76517368,0.92527086,0.68243629,0.67454644,0.21347981,0.00057060
-5.35767884,4.03959676,0.78480385,0.94164222,0.65745678,0.67487361,0.22265503,0.00059883
-5.35167584,4.07403262,0.80463655,0.95742013,0.63128242,0.67460322,0.23231213,0.00062911
-5.34567284,4.10755269,0.82463203,0.97257331,0.60419341,0.67380106,0.24243370,0.00066148
-5.33966983,4.14056062,0.84474754,0.98708371,0.57648066,0.67253922,0.25299588,0.00069596
-5.33366683,4.17345943,0.86493871,1.00094941,0.54843958,0.67089621,0.26396868,0.00073252
-5.32766383,4.20664329,0.88516031,1.01418630,0.52036361,0.66895636,0.27531616,0.00077111
-5.32166083,4.24048684,0.90536637,1.02682843,0.49253764,0.66680868,0.28699644,0.00081163
-5.31565783,4.27533220,0.92550956,1.03892688,0.46523171,0.66454497,0.29896154,0.00085395
-5.30965483,4.31147430,0.94554000,1.05054721,0.43869515,0.66225750,0.31115698,0.00089789
-5.30365183,4.34914497,0.96540336,1.06176551,0.41315146,0.66003607,0.32352133,0.00094321
-5.29764882,4.38849683,0.98503868,1.07266319,0.38879412,0.65796486,0.33598560,0.00098965
-5.29164582,4.42958772,1.00437586,1.08332099,0.36578338,0.65611897,0.34847275,0.00103688
-5.28564282,4.47236687,1.02333316,1.09381225,0.34424439,0.65456113,0.36089715,0.00108455
-5.27963982,4.51666355,1.04181494,1.10419613,0.32426645,0.65333853,0.37316439,0.00113224
-5.27363682,4.56217933,1.05970976,1.11451094,0.30590352,0.65248012,0.38517133,0.00117952
-5.26763382,4.60848446,1.07688918,1.12476813,0.28917593,0.65199445,0.39680644,0.00122591
-5.26163082,4.65501917,1.09320734,1.13494729,0.27407316,0.65186832,0.40795072,0.00127090
-5.25562781,4.70110000,1.10850146,1.14499245,0.26055739,0.65206618,0.41847899,0.00131400
-5.24962481,4.74593154,1.12259335,1.15481004,0.24856794,0.65253057,0.42826168,0.00135467
-5.24362181,4.78862306,1.13529193,1.16426860,0.23802606,0.65318335,0.43716712,0.00139238
-5.23761881,4.82820995,1.14639673,1.17320041,0.22884006,0.65392802,0.44506424,0.00142664
-5.23161581,4.86367914,1.15570226,1.18140497,0.22091043,0.65465269,0.45182556,0.00145696
-5.22561281,4.89399758,1.16300310,1.18865432,0.21413483,0.65523395,0.45733042,0.00148289
-5.21960980,4.91814299,1.16809955,1.19469987,0.20841272,0.65554122,0.46146837,0.00150402
-5.21360680,4.93513548,1.17080352,1.19928064,0.20364938,0.65544150,0.46414247,0.00152002
-5.20760380,4.94406895,1.17094462,1.20213243,0.19975930,0.65480433,0.46527244,0.00153059
-5.20160080,4.94414101,1.16837596,1.20299754,0.19666883,0.65350677,0.46479747,0.00153553
-5.19559780,4.93468023,1.16297960,1.20163470,0.19431786,0.65143807,0.46267863,0.00153470
-5.18959480,4.91516955,1.15467133,1.19782866,0.19266075,0.64850391,0.45890067,0.00152806
-5.18359180,4.88526489,1.14340465,1.19139911,0.19166627,0.64463009,0.45347323,0.00151564
-5.17758879,4.84480819,1.12917361,1.18220838,0.19131671,0.63976524,0.44643124,0.00149755
-5.17158579,4.79383422,1.11201466,1.17016777,0.19160628,0.63388282,0.43783469,0.00147399
-5.16558279,4.73257080,1.09200712,1.15524204,0.19253872,0.62698187,0.42776757,0.00144525
-5.15957979,4.66143242,1.06927249,1.13745191,0.19412436,0.61908685,0.41633611,0.00141165
-5.15357679,4.58100730,1.04397242,1.11687453,0.19637675,0.61024634,0.40366640,0.00137362
-5.14757379,4.49203852,1.01630559,1.09364173,0.19930900,0.60053070,0.38990138,0.00133161
-5.14157079,4.39539975,0.98650336,1.06793629,0.20292993,0.59002889,0.37519748,0.00128613
-5.13556778,4.29206664,0.95482469,1.03998630,0.20724030,0.57884442,0.35972089,0.00123770
-5.12956478,4.18308511,0.92155019,1.01005787,0.21222922,0.56709081,0.34364363,0.00118689
-5.12356178,4.06953765,0.88697574,0.97844661,0.21787094,0.55488663,0.32713969,0.00113425
-5.11755878,3.95250932,0.85140584,0.94546818,0.22412217,0.54235045,0.31038124,0.00108033
-5.11155578,3.83305476,0.81514697,0.91144834,0.23092008,0.52959591,0.29353515,0.00102568
-5.10555278,3.71216770,0.77850122,0.87671303,0.23818107,0.51672722,0.27675986,0.00097079
-5.09954977,3.59075440,0.74176044,0.84157890,0.24580047,0.50383523,0.26020285,0.00091615
-5.09354677,3.46961212,0.70520105,0.80634468,0.25365323,0.49099436,0.24399859,0.00086220
-5.08754377,3.34941361,0.66907990,0.77128372,0.26159551,0.47826055,0.22826723,0.00080933
-5.08154077,3.23069828,0.63363108,0.73663818,0.26946734,0.46567029,0.21311393,0.00075786
-5.07553777,3.11387042,0.59906393,0.70261486,0.27709614,0.45324089,0.19862880,0.00070810
-5.06953477,2.99920440,0.56556228,0.66938295,0.28430105,0.44097181,0.18488756,0.00066027
-5.06353177,2.88685645,0.53328484,0.63707366,0.29089800,0.42884720,0.17195271,0.00061458
-5.05752876,2.77688237,0.50236668,0.60578165,0.29670510,0.41683934,0.15987518,0.00057115
-5.05152576,2.66926007,0.47292172,0.57556811,0.30154851,0.40491284,0.14869638,0.00053009
-5.04552276,2.56391564,0.44504598,0.54646521,0.30526814,0.39302942,0.13845046,0.00049148
-5.03951976,2.46075150,0.41882133,0.51848161,0.30772326,0.38115292,0.12916674,0.00045535
-5.03351676,2.35967498,0.39431971,0.49160869,0.30879764,0.36925429,0.12087202,0.00042171
-5.02751376,2.26062578,0.37160718,0.46582701,0.30840393,0.35731629,0.11359285,0.00039056
-5.02151076,2.16360070,0.35074786,0.44111271,0.30648723,0.34533760,0.10735739,0.00036190
-5.01550775,2.06867430,0.33180734,0.41744353,0.30302758,0.33333606,0.10219696,0.00033571
-5.00950475,1.97601425,0.31485528,0.39480389,0.29804121,0.32135093,0.09814703,0.00031197
-5.00350175,1.88589066,0.29996714,0.37318904,0.29158071,0.30944397,0.09524759,0.00029068
-4.99749875,1.79867856,0.28722467,0.35260789,0.28373375,0.29769921,0.09354293,0.00027181
-4.99149575,1.71485371,0.27671532,0.33308452,0.27462078,0.28622149,0.09308072,0.00025536
-4.98549275,1.63498153,0.26853023,0.31465826,0.26439155,0.27513378,0.09391044,0.00024135
-4.97948974,1.55970003,0.26276111,0.29738244,0.25322069,0.26457329,0.09608108,0.00022977
-4.97348674,1.48969727,0.25949589,0.28132194,0.24130256,0.25468675,0.09963844,0.00022064
-4.96748374,1.42568465,0.25881339,0.26654968,0.22884553,0.24562489,0.10462179,0.00021395
-4.96148074,1.36836717,0.26077727,0.25314236,0.21606604,0.23753643,0.11106024,0.00020971
-4.95547774,1.31841221,0.26542941,0.24117562,0.20318244,0.23056186,0.11896900,0.00020791
-4.94947474,1.27641819,0.27278317,0.23071906,0.19040914,0.22482735,0.12834547,0.00020851
-4.94347174,1.24288468,0.28281677,0.22183128,0.17795101,0.22043891,0.13916562,0.00021148
-4.93746873,1.21818527,0.29546721,0.21455527,0.16599837,0.21747722,0.15138073,0.00021674
-4.93146573,1.20254447,0.31062514,0.20891444,0.15472264,0.21599330,0.16491463,0.00022419
-4.92546273,1.19601975,0.32813085,0.20490941,0.14427279,0.21600521,0.17966180,0.00023370
-4.91945973,1.19848940,0.34777191,0.20251583,0.13477258,0.21749592,0.19548635,0.00024510
-4.91345673,1.20964696,0.36928256,0.20168321,0.12631879,0.22041246,0.21222204,0.00025819
-4.90745373,1.22900228,0.39234510,0.20233496,0.11898016,0.22466643,0.22967358,0.00027273
-4.90145073,1.25588938,0.41659339,0.20436946,0.11279729,0.23013583,0.24761902,0.00028847
-4.89544772,1.28948064,0.44161846,0.20766225,0.10778322,0.23666809,0.26581349,0.00030510
-4.88944472,1.32880695,0.46697613,0.21206912,0.10392471,0.24408429,0.28399394,0.00032231
-4.88344172,1.37278284,0.49219655,0.21742998,0.10118412,0.25218432,0.30188506,0.00033975
-4.87743872,1.42023570,0.51679521,0.22357332,0.09950178,0.26075283,0.31920591,0.00035708
-4.87143572,1.46993795,0.54028524,0.23032100,0.09879873,0.26956571,0.33567727,0.00037395
-4.86543272,1.52064076,0.56219040,0.23749327,0.09897974,0.27839686,0.35102920,0.00038999
-4.85942971,1.57110824,0.58205838,0.24491360,0.09993658,0.28702502,0.36500870,0.00040488
-4.85342671,1.62015055,0.59947382,0.25241330,0.10155136,0.29524027,0.37738703,0.00041831
-4.84742371,1.66665493,0.61407048,0.25983562,0.10369992,0.30285014,0.38796637,0.00042998
-4.84142071,1.70961326,0.62554214,0.26703916,0.10625518,0.30968499,0.39658561,0.00043965
-4.83541771,1.74814550,0.63365166,0.27390062,0.10909032,0.31560244,0.40312489,0.00044711
-4.82941471,1.78151798,0.63823786,0.28031656,0.11208195,0.32049080,0.40750876,0.00045222
-4.82341171,1.80915618,0.63921991,0.28620442,0.11511283,0.32427129,0.40970776,0.00045486
-4.81740870,1.83065171,0.63659902,0.29150255,0.11807452,0.32689913,0.40973838,0.00045499
-4.81140570,1.84576346,0.63045735,0.29616955,0.12086961,0.32836335,0.40766144,0.00045262
-4.80540270,1.85441320,0.62095426,0.30018278,0.12341355,0.32868545,0.40357892,0.00044779
-4.79939970,1.85667611,0.60831998,0.30353634,0.12563622,0.32791709,0.39762937,0.00044062
-4.79339670,1.85276688,0.59284705,0.30623861,0.12748298,0.32613676,0.38998227,0.00043127
-4.78739370,1.84302237,0.57487998,0.30830948,0.12891539,0.32344581,0.38083143,0.00041993
-4.78139070,1.82788162,0.55480341,0.30977744,0.12991145,0.31996393,0.37038794,0.00040682
-4.77538769,1.80786430,0.53302948,0.31067679,0.13046550,0.31582429,0.35887281,0.00039219
-4.76938469,1.78354868,0.50998488,0.31104488,0.13058772,0.31116863,0.34650979,0.00037633
-4.76338169,1.75554998,0.48609798,0.31091983,0.13030333,0.30614244,0.33351853,0.00035950
-4.75737869,1.72450008,0.46178683,0.31033849,0.12965150,0.30089043,0.32010851,0.00034200
-4.75137569,1.69102929,0.43744811,0.30933497,0.12868396,0.29555253,0.30647384,0.00032410
-4.74537269,1.65575072,0.41344778,0.30793960,0.12746352,0.29026045,0.29278922,0.00030606
-4.73936968,1.61924770,0.39011336,0.30617845,0.12606237,0.28513489,0.27920699,0.00028815
-4.73336668,1.58206441,0.36772832,0.30407333,0.12456034,0.28028358,0.26585549,0.00027059
-4.72736368,1.54469973,0.34652844,0.30164216,0.12304299,0.27580002,0.25283865,0.00025359
-4.72136068,1.50760411,0.32670027,0.29889982,0.12159982,0.27176294,0.24023662,0.00023733
-4.71535768,1.47117920,0.30838150,0.29585925,0.12032229,0.26823639,0.22810749,0.00022196
-4.70935468,1.43577959,0.29166309,0.29253268,0.11930191,0.26527050,0.21648975,0.00020760
-4.70335168,1.40171640,0.27659287,0.28893308,0.11862829,0.26290251,0.20540547,0.00019436
-4.69734867,1.36926177,0.26318041,0.28507555,0.11838714,0.26115825,0.19486379,0.00018230
-4.69134567,1.33865401,0.25140260,0.28097861,0.11865824,0.26005366,0.18486472,0.00017146
-4.68534267,1.31010242,0.24120994,0.27666531,0.11951342,0.25959644,0.17540286,0.00016188
-4.67933967,1.28379169,0.23253281,0.27216413,0.12101449,0.25978746,0.16647092,0.00015354
-4.67333667,1.25988506,0.22528776,0.26750950,0.12321118,0.26062200,0.15806300,0.00014644
-4.66733367,1.23852628,0.21938327,0.26274197,0.12613918,0.26209073,0.15017725,0.00014054
-4.66133067,1.21983996,0.21472494,0.25790799,0.12981829,0.26418013,0.14281805,0.00013580
-4.65532766,1.20393052,0.21121976,0.25305924,0.13425078,0.26687269,0.13599753,0.00013216
-4.64932466,1.19087969,0.20877948,0.24825165,0.13942006,0.27014659,0.12973645,0.00012955
-4.64332166,1.18074294,0.20732301,0.24354394,0.14528983,0.27397512,0.12406434,0.00012790
-4.63731866,1.17354521,0.20677768,0.23899598,0.15180362,0.27832571,0.11901916,0.00012711
-4.63131566,1.16927638,0.20707972,0.23466681,0.15888516,0.28315895,0.11464625,0.00012712
-4.62531266,1.16788696,0.20817373,0.23061258,0.16643925,0.28842745,0.11099685,0.00012781
-4.61930965,1.16928462,0.21001159,0.22688446,0.17435358,0.29407492,0.10812622,0.00012911
-4.61330665,1.17333193,0.21255076,0.22352656,0.18250118,0.30003540,0.10609140,0.00013091
-4.60730365,1.17984579,0.21575228,0.22057412,0.19074380,0.30623296,0.10494876,0.00013312
-4.60130065,1.18859889,0.21957862,0.21805192,0.19893582,0.31258187,0.10475145,0.00013564
-4.59529765,1.19932327,0.22399159,0.21597318,0.20692880,0.31898732,0.10554679,0.00013839
-4.58929465,1.21171619,0.22895052,0.21433881,0.21457649,0.32534687,0.10737383,0.00014127
-4.58329165,1.22544795,0.23441073,0.21313733,0.22173992,0.33155242,0.11026093,0.00014422
-4.57728864,1.24017167,0.24032257,0.21234523,0.22829249,0.33749285,0.11422379,0.00014717
-4.57128564,1.25553430,0.24663098,0.21192801,0.23412482,0.34305710,0.11926366,0.00015006
-4.56528264,1.27118860,0.25327568,0.21184165,0.23914898,0.34813772,0.12536606,0.00015285
-4.55927964,1.28680532,0.26019186,0.21203462,0.24330189,0.35263452,0.13249994,0.00015551
-4.55327664,1.30208495,0.26731152,0.21245023,0.24654781,0.35645831,0.14061739,0.00015804
-4.54727364,1.31676845,0.27456514,0.21302925,0.24887959,0.35953446,0.14965387,0.00016045
-4.54127064,1.33064627,0.28188376,0.21371264,0.25031861,0.36180604,0.15952904,0.00016276
-4.53526763,1.34356519,0.28920119,0.21444432,0.25091348,0.36323645,0.17014816,0.00016503
-4.52926463,1.35543261,0.29645631,0.21517373,0.25073742,0.36381129,0.18140399,0.00016731
-4.52326163,1.36621791,0.30359520,0.21585808,0.24988442,0.36353938,0.19317919,0.00016968
-4.51725863,1.37595095,0.31057312,0.21646424,0.24846447,0.36245293,0.20534913,0.00017225
-4.51125563,1.38471766,0.31735598,0.21697009,0.24659804,0.36060661,0.21778497,0.00017510
-4.50525263,1.39265306,0.32392145,0.21736529,0.24441000,0.35807590,0.23035696,0.00017835
-4.49924962,1.39993197,0.33025947,0.21765144,0.24202351,0.35495443,0.24293779,0.00018211
-4.49324662,1.40675810,0.33637217,0.21784159,0.23955396,0.35135075,0.25540581,0.00018649
-4.48724362,1.41335191,0.34227321,0.21795924,0.23710351,0.34738441,0.26764807,0.00019160
-4.48124062,1.41993810,0.34798662,0.21803677,0.23475632,0.34318183,0.27956298,0.00019752
-4.47523762,1.42673322,0.35354506,0.21811345,0.23257488,0.33887194,0.29106248,0.00020433
-4.46923462,1.43393412,0.35898777,0.21823315,0.23059746,0.33458192,0.30207367,0.00021209
-4.46323162,1.44170787,0.36435825,0.21844185,0.22883705,0.33043321,0.31253976,0.00022083
-4.45722861,1.45018343,0.36970174,0.21878516,0.22728148,0.32653797,0.32242040,0.00023058
-4.45122561,1.45944567,0.37506274,0.21930583,0.22589504,0.32299613,0.33169126,0.00024130
-4.44522261,1.46953184,0.38048268,0.22004150,0.22462127,0.31989318,0.34034308,0.00025297
-4.43921961,1.48043050,0.38599776,0.22102277,0.22338681,0.31729867,0.34838012,0.00026550
-4.43321661,1.49208307,0.39163727,0.22227164,0.22210612,0.31526560,0.35581811,0.00027881
-4.42721361,1.50438760,0.39742222,0.22380036,0.22068679,0.31383051,0.36268200,0.00029277
-4.42121061,1.51720460,0.40336455,0.22561084,0.21903516,0.31301430,0.36900334,0.00030725
-4.41520760,1.53036446,0.40946684,0.22769442,0.21706193,0.31282369,0.37481778,0.00032207
-4.40920460,1.54367617,0.41572256,0.23003220,0.21468756,0.31325315,0.38016253,0.00033708
-4.40320160,1.55693669,0.42211675,0.23259579,0.21184717,0.31428728,0.38507408,0.00035208
-4.39719860,1.56994067,0.42862724,0.23534836,0.20849471,0.31590334,0.38958622,0.00036689
-4.39119560,1.58248998,0.43522619,0.23824612,0.20460630,0.31807396,0.39372841,0.00038131
-4.38519260,1.59440279,0.44188195,0.24123991,0.20018258,0.32076983,0.39752467,0.00039517
-4.37918959,1.60552179,0.44856115,0.24427704,0.19525006,0.32396228,0.40099281,0.00040828
-4.37318659,1.61572139,0.45523091,0.24730328,0.18986138,0.32762572,0.40414421,0.00042047
-4.36718359,1.62491374,0.46186113,0.25026476,0.18409469,0.33173973,0.40698394,0.00043162
-4.36118059,1.63305351,0.46842675,0.25310997,0.17805201,0.33629105,0.40951133,0.00044158
-4.35517759,1.64014140,0.47490992,0.25579164,0.17185688,0.34127505,0.41172083,0.00045025
-4.34917459,1.64622652,0.48130204,0.25826852,0.16565130,0.34669704,0.41360306,0.00045756
-4.34317159,1.65140752,0.48760560,0.26050706,0.15959217,0.35257317,0.41514612,0.00046345
-4.33716858,1.65583278,0.49383575,0.26248280,0.15384730,0.35893100,0.41633697,0.00046792
-4.33116558,1.65969947,0.50002158,0.26418166,0.14859115,0.36580969,0.41716288,0.00047098
-4.32516258,1.66325176,0.50620703,0.26560091,0.14400046,0.37325984,0.41761283,0.00047267
-4.31915958,1.66677793,0.51245142,0.26674980,0.14024973,0.38134283,0.41767888,0.00047307
-4.31315658,1.67060646,0.51882938,0.26765001,0.13750678,0.39012973,0.41735749,0.00047231
-4.30715358,1.67510098,0.52543038,0.26833550,0.13592837,0.39969973,0.41665059,0.00047053
