energy_ev,total_up,P_s_up,P_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.86193097,1.88325227,0.01076339,0.77560293,0.00920415,0.34260164,0.53026942,0.47289190
-5.85592796,1.96657059,0.01145468,0.81162093,0.00968524,0.35538903,0.56719553,0.49780954
-5.84992496,2.05115841,0.01222200,0.84820721,0.01013956,0.36823857,0.60541960,0.52353162
-5.84392196,2.13575451,0.01305589,0.88479604,0.01055645,0.38098418,0.64443848,0.54967308
-5.83791896,2.21903634,0.01394596,0.92079786,0.01092591,0.39344938,0.68371129,0.57582704
-5.83191596,2.29964297,0.01488100,0.95561050,0.01123891,0.40544934,0.72266845,0.60157233
-5.82591296,2.37620079,0.01584900,0.98863150,0.01148766,0.41679356,0.76072220,0.62648189
-5.81990995,2.44735143,0.01683734,1.01927093,0.01166580,0.42728910,0.79727819,0.65013169
-5.81390695,2.51178132,0.01783290,1.04696472,0.01176857,0.43674448,0.83174820,0.67211010
-5.80790395,2.56825210,0.01882226,1.07118788,0.01179299,0.44497391,0.86356325,0.69202727
-5.80190095,2.61563105,0.01979195,1.09146743,0.01173786,0.45180203,0.89218715,0.70952457
-5.79589795,2.65292032,0.02072864,1.10739434,0.01160380,0.45706869,0.91712972,0.72428342
-5.78989495,2.67928414,0.02161953,1.11863443,0.01139321,0.46063380,0.93795936,0.73603355
-5.78389195,2.69407279,0.02245256,1.12493747,0.01111015,0.46238193,0.95431451,0.74456021
-5.77788894,2.69684238,0.02321678,1.12614435,0.01076018,0.46222651,0.96591360,0.74971002
-5.77188594,2.68736964,0.02390263,1.12219194,0.01035017,0.46011333,0.97256292,0.75139546
-5.76588294,2.66566080,0.02450223,1.11311543,0.00988806,0.45602324,0.97416234,0.74959750
-5.75987994,2.63195436,0.02500965,1.09904800,0.00938259,0.44997395,0.97070833,0.74436643
-5.75387694,2.58671720,0.02542109,1.08021778,0.00884305,0.44202059,0.96229433,0.73582078
-5.74787394,2.53063420,0.02573504,1.05694221,0.00827902,0.43225527,0.94910838,0.72414427
-5.74187094,2.46459158,0.02595235,1.02961984,0.00770009,0.42080544,0.93142788,0.70958083
-5.73586793,2.38965453,0.02607619,0.99871994,0.00711565,0.40783111,0.90961193,0.69242795
-5.72986493,2.30703979,0.02611200,0.96477026,0.00653471,0.39352113,0.88409127,0.67302840
-5.72386193,2.21808424,0.02606725,0.92834323,0.00596570,0.37808862,0.85535622,0.65176070
-5.71785893,2.12421059,0.02595117,0.89004116,0.00541642,0.36176565,0.82394319,0.62902864
-5.71185593,2.02689145,0.02577443,0.85048104,0.00489391,0.34479758,0.79042012,0.60525004
-5.70585293,1.92761296,0.02554866,0.81027917,0.00440447,0.32743709,0.75537134,0.58084548
-5.69984992,1.82783942,0.02528605,0.77003650,0.00395371,0.30993826,0.71938257,0.55622698
-5.69384692,1.72898005,0.02499876,0.73032492,0.00354653,0.29255090,0.68302643,0.53178737
-5.68784392,1.63235908,0.02469849,0.69167506,0.00318731,0.27551528,0.64684908,0.50789055
-5.68184092,1.53919007,0.02439596,0.65456593,0.00287999,0.25905753,0.61135833,0.48486296
-5.67583792,1.45055525,0.02410042,0.61941686,0.00262822,0.24338574,0.57701372,0.46298675
-5.66983492,1.36739046,0.02381933,0.58658172,0.00243552,0.22868702,0.54421877,0.44249459
-5.66383192,1.29047591,0.02355800,0.55634581,0.00230541,0.21512535,0.51331562,0.42356658
-5.65782891,1.22043277,0.02331942,0.52892523,0.00224161,0.20284041,0.48458217,0.40632906
-5.65182591,1.15772543,0.02310413,0.50446874,0.00224810,0.19194724,0.45823163,0.39085558
-5.64582291,1.10266886,0.02291030,0.48306188,0.00232928,0.18253665,0.43441447,0.37716967
-5.63981991,1.05544045,0.02273383,0.46473313,0.00248999,0.17467635,0.41322232,0.36524944
-5.63381691,1.01609542,0.02256861,0.44946160,0.00273559,0.16841245,0.39469384,0.35503368
-5.62781391,0.98458478,0.02240688,0.43718598,0.00307193,0.16377144,0.37882184,0.34642905
-5.62181091,0.96077480,0.02223968,0.42781413,0.00350530,0.16076223,0.36556149,0.33931819
-5.61580790,0.94446698,0.02205729,0.42123295,0.00404229,0.15937826,0.35483903,0.33356817
-5.60980490,0.93541725,0.02184978,0.41731788,0.00468971,0.15959944,0.34656055,0.32903895
-5.60380190,0.93335372,0.02160754,0.41594176,0.00545434,0.16139386,0.34062051,0.32559144
-5.59779890,0.93799206,0.02132177,0.41698245,0.00634272,0.16471924,0.33690949,0.32309484
-5.59179590,0.94904786,0.02098494,0.42032906,0.00736086,0.16952392,0.33532095,0.32143287
-5.58579290,0.96624576,0.02059117,0.42588645,0.00851399,0.17574760,0.33575672,0.32050865
-5.57978989,0.98932502,0.02013653,0.43357784,0.00980622,0.18332174,0.33813103,0.32024811
-5.57378689,1.01804177,0.01961923,0.44334566,0.01124024,0.19216976,0.34237306,0.32060182
-5.56778389,1.05216819,0.01903973,0.45515051,0.01281702,0.20220711,0.34842803,0.32154521
-5.56178089,1.09148905,0.01840071,0.46896863,0.01453553,0.21334145,0.35625686,0.32307732
-5.55577789,1.13579640,0.01770694,0.48478796,0.01639251,0.22547282,0.36583464,0.32521818
-5.54977489,1.18488294,0.01696510,0.50260318,0.01838228,0.23849428,0.37714805,0.32800517
-5.54377189,1.23853490,0.01618348,0.52241018,0.02049661,0.25229271,0.39019203,0.33148843
-5.53776888,1.29652514,0.01537162,0.54420017,0.02272466,0.26675020,0.40496592,0.33572582
-5.53176588,1.35860701,0.01453995,0.56795397,0.02505302,0.28174574,0.42146937,0.34077769
-5.52576288,1.42450947,0.01369939,0.59363668,0.02746579,0.29715734,0.43969815,0.34670163
-5.51975988,1.49393382,0.01286094,0.62119309,0.02994480,0.31286448,0.45964024,0.35354768
-5.51375688,1.56655207,0.01203529,0.65054405,0.03246985,0.32875066,0.48127215,0.36135407
-5.50775388,1.64200687,0.01123252,0.68158389,0.03501909,0.34470595,0.50455571,0.37014375
-5.50175088,1.71991293,0.01046179,0.71417894,0.03756937,0.36062928,0.52943537,0.37992177
-5.49574787,1.79985932,0.00973108,0.74816730,0.04009676,0.37643035,0.55583599,0.39067362
-5.48974487,1.88141242,0.00904706,0.78335949,0.04257698,0.39203085,0.58366116,0.40236451
-5.48374187,1.96411896,0.00841495,0.81954012,0.04498592,0.40736487,0.61279204,0.41493951
-5.47773887,2.04750873,0.00783850,0.85647034,0.04730014,0.42237845,0.64308664,0.42832447
-5.47173587,2.13109656,0.00731997,0.89389082,0.04949737,0.43702809,0.67437950,0.44242763
-5.46573287,2.21438355,0.00686020,0.93152514,0.05155688,0.45127839,0.70648188,0.45714173
-5.45972986,2.29685728,0.00645869,0.96908357,0.05345991,0.46509877,0.73918241,0.47234651
-5.45372686,2.37799131,0.00611379,1.00626688,0.05518997,0.47845966,0.77224819,0.48791140
-5.44772386,2.45724429,0.00582275,1.04277031,0.05673307,0.49132828,0.80542656,0.50369839
-5.44172086,2.53405904,0.00558198,1.07828760,0.05807785,0.50366435,0.83844756,0.51956487
-5.43571786,2.60786241,0.00538717,1.11251507,0.05921569,0.51541613,0.87102710,0.53536645
-5.42971486,2.67806635,0.00523345,1.14515580,0.06014066,0.52651712,0.90287116,0.55095960
-5.42371186,2.74407100,0.00511561,1.17592391,0.06084948,0.53688379,0.93368083,0.56620430
-5.41770885,2.80527026,0.00502819,1.20454917,0.06134130,0.54641459,0.96315842,0.58096647
-5.41170585,2.86106026,0.00496567,1.23078168,0.06161758,0.55499039,0.99101441,0.59512029
-5.40570285,2.91085090,0.00492258,1.25439689,0.06168183,0.56247670,1.01697532,0.60855048
-5.39969985,2.95408037,0.00489362,1.27520074,0.06153930,0.56872728,1.04079212,0.62115447
-5.39369685,2.99023226,0.00487374,1.29303495,0.06119681,0.57358944,1.06224898,0.63284445
-5.38769385,3.01885470,0.00485828,1.30778215,0.06066239,0.57691047,1.08117197,0.64354942
-5.38169085,3.03958039,0.00484297,1.31937082,0.05994510,0.57854502,1.09743728,0.65321698
-5.37568784,3.05214667,0.00482403,1.32777959,0.05905480,0.57836290,1.11097846,0.66181509
-5.36968484,3.05641416,0.00479823,1.33304071,0.05800192,0.57625702,1.12179215,0.66933342
-5.36368184,3.05238268,0.00476286,1.33524243,0.05679737,0.57215067,1.12994201,0.67578442
-5.35767884,3.04020327,0.00471582,1.33452986,0.05545234,0.56600391,1.13556006,0.68120398
-5.35167584,3.02018504,0.00465557,1.33110412,0.05397830,0.55781849,1.13884553,0.68565140
-5.34567284,2.99279601,0.00458113,1.32521961,0.05238690,0.54764101,1.14006062,0.68920882
-5.33966983,2.95865737,0.00449208,1.31717921,0.05068992,0.53556399,1.13952339,0.69197985
-5.33366683,2.91853085,0.00438853,1.30732743,0.04889931,0.52172483,1.13759764,0.69408740
-5.32766383,2.87329950,0.00427104,1.29604159,0.04702717,0.50630255,1.13468030,0.69567072
-5.32166083,2.82394232,0.00414060,1.28372126,0.04508575,0.48951257,1.13118647,0.69688158
-5.31565783,2.77150391,0.00399858,1.27077628,0.04308748,0.47159970,1.12753308,0.69787982
-5.30965483,2.71706038,0.00384664,1.25761376,0.04104495,0.45282979,1.12412156,0.69882815
-5.30365183,2.66168303,0.00368668,1.24462468,0.03897093,0.43348047,1.12132059,0.69988660
-5.29764882,2.60640186,0.00352078,1.23217059,0.03687831,0.41383146,1.11944970,0.70120672
-5.29164582,2.55217044,0.00335113,1.22057107,0.03478010,0.39415507,1.11876467,0.70292573
-5.28564282,2.49983420,0.00317997,1.21009259,0.03268939,0.37470733,1.11944555,0.70516100
-5.27963982,2.45010372,0.00300957,1.20093933,0.03061924,0.35572017,1.12158798,0.70800504
-5.27363682,2.40353440,0.00284214,1.19324649,0.02858262,0.33739519,1.12519849,0.71152140
-5.26763382,2.36051365,0.00267983,1.18707650,0.02659236,0.31989910,1.13019416,0.71574157
-5.26163082,2.32125618,0.00252471,1.18241837,0.02466097,0.30336121,1.13640663,0.72066327
-5.25562781,2.28580776,0.00237876,1.17919032,0.02280060,0.28787284,1.14359068,0.72625014
-5.24962481,2.25405690,0.00224387,1.17724565,0.02102291,0.27348872,1.15143674,0.73243302
-5.24362181,2.22575408,0.00212182,1.17638149,0.01933891,0.26023008,1.15958703,0.73911275
-5.23761881,2.20053714,0.00201432,1.17635022,0.01775892,0.24808934,1.16765431,0.74616444
-5.23161581,2.17796140,0.00192306,1.17687278,0.01629236,0.23703576,1.17524249,0.75344303
-5.22561281,2.15753284,0.00184965,1.17765335,0.01494773,0.22702200,1.18196785,0.76078985
-5.21960980,2.13874237,0.00179572,1.17839449,0.01373243,0.21799088,1.18747990,0.76803984
-5.21360680,2.12109915,0.00176287,1.17881207,0.01265266,0.20988208,1.19148054,0.77502901
-5.20760380,2.10416115,0.00175273,1.17864896,0.01171335,0.20263830,1.19374064,0.78160182
-5.20160080,2.08756121,0.00176693,1.17768695,0.01091801,0.19621060,1.19411296,0.78761782
-5.19559780,2.07102706,0.00180708,1.17575598,0.01026867,0.19056256,1.19254078,0.79295739
-5.18959480,2.05439428,0.00187479,1.17274040,0.00976577,0.18567313,1.18906152,0.79752601
-5.18359180,2.03761152,0.00197156,1.16858176,0.00940811,0.18153793,1.18380541,0.80125683
-5.17758879,2.02073782,0.00209883,1.16327804,0.00919275,0.17816916,1.17698895,0.80411155
-5.17158579,2.00393217,0.00225779,1.15687940,0.00911500,0.17559388,1.16890366,0.80607916
-5.16558279,1.98743629,0.00244943,1.14948085,0.00916840,0.17385110,1.15990064,0.80717307
-5.15957979,1.97155155,0.00267439,1.14121218,0.00934471,0.17298768,1.15037182,0.80742649
-5.15357679,1.95661176,0.00293286,1.13222595,0.00963398,0.17305335,1.14072889,0.80688660
-5.14757379,1.94295333,0.00322456,1.12268435,0.01002463,0.17409518,1.13138103,0.80560779
-5.14157079,1.93088509,0.00354861,1.11274574,0.01050360,0.17615174,1.12271279,0.80364460
-5.13556778,1.92065926,0.00390344,1.10255193,0.01105655,0.17924747,1.11506314,0.80104483
-5.12956478,1.91244588,0.00428679,1.09221685,0.01166806,0.18338733,1.10870697,0.79784340
-5.12356178,1.90631198,0.00469563,1.08181763,0.01232199,0.18855227,1.10384010,0.79405736
-5.11755878,1.90220714,0.00512613,1.07138856,0.01300179,0.19469564,1.10056844,0.78968266
-5.11155578,1.89995625,0.00557371,1.06091841,0.01369090,0.20174088,1.09890201,0.78469280
-5.10555278,1.89926015,0.00603304,1.05035132,0.01437319,0.20958047,1.09875414,0.77903964
-5.09954977,1.89970406,0.00649813,1.03959128,0.01503339,0.21807651,1.09994588,0.77265641
-5.09354677,1.90077365,0.00696244,1.02850989,0.01565756,0.22706263,1.10221532,0.76546268
-5.08754377,1.90187770,0.00741898,1.01695694,0.01623354,0.23634749,1.10523142,0.75737115
-5.08154077,1.90237628,0.00786048,1.00477325,0.01675133,0.24571947,1.10861156,0.74829577
-5.07553777,1.90161287,0.00827958,0.99180483,0.01720350,0.25495263,1.11194197,0.73816072
-5.06953477,1.89894862,0.00866900,0.97791758,0.01758548,0.26381349,1.11479991,0.72690960
-5.06353177,1.89379702,0.00902176,0.96301162,0.01789574,0.27206842,1.11677651,0.71451433
-5.05752876,1.88565694,0.00933141,0.94703433,0.01813598,0.27949137,1.11749916,0.70098315
-5.05152576,1.87414246,0.00959215,0.92999133,0.01831108,0.28587149,1.11665232,0.68636709
-5.04552276,1.85900775,0.00979908,0.91195473,0.01842906,0.29102041,1.11399575,0.67076465
-5.03951976,1.84016590,0.00994836,0.89306824,0.01850085,0.29477880,1.10937933,0.65432419
-5.03351676,1.81770064,0.01003728,0.87354867,0.01854000,0.29702187,1.10275375,0.63724402
-5.02751376,1.79187053,0.01006441,0.85368400,0.01856230,0.29766367,1.09417673,0.61977002
-5.02151076,1.76310550,0.01002959,0.83382798,0.01858527,0.29665997,1.08381440,0.60219103
-5.01550775,1.73199602,0.00993401,0.81439159,0.01862770,0.29400949,1.07193800,0.58483227
-5.00950475,1.69927562,0.00978010,0.79583202,0.01870902,0.28975358,1.05891609,0.56804706
-5.00350175,1.66579778,0.00957149,0.77863962,0.01884878,0.28397436,1.04520269,0.55220748
-4.99749875,1.63250838,0.00931288,0.76332371,0.01906606,0.27679125,1.03132211,0.53769438
-4.99149575,1.60041536,0.00900986,0.75039788,0.01937894,0.26835637,1.01785109,0.52488736
-4.98549275,1.57055681,0.00866880,0.74036561,0.01980406,0.25884870,1.00539932,0.51415519
-4.97948974,1.54396926,0.00829654,0.73370686,0.02035617,0.24846748,0.99458903,0.50584728
-4.97348674,1.52165749,0.00790027,0.73086625,0.02104784,0.23742516,0.98603481,0.50028635
-4.96748374,1.50456703,0.00748729,0.73224330,0.02188919,0.22594004,0.98032437,0.49776290
-4.96148074,1.49356050,0.00706478,0.73818494,0.02288777,0.21422906,0.97800096,0.49853131
-4.95547774,1.48939823,0.00663961,0.74898054,0.02404843,0.20250107,0.97954832,0.50280784
-4.94947474,1.49272383,0.00621821,0.76485920,0.02537338,0.19095060,0.98537827,0.51077027
-4.94347174,1.50405450,0.00580638,0.78598935,0.02686220,0.17975265,0.99582153,0.52255895
-4.93746873,1.52377590,0.00540918,0.81247995,0.02851193,0.16905843,1.01112164,0.53827893
-4.93146573,1.55214112,0.00503087,0.84438303,0.03031719,0.15899235,1.03143196,0.55800268
-4.92546273,1.58927286,0.00467486,0.88169694,0.03227032,0.14965012,1.05681542,0.58177303
-4.91945973,1.63516793,0.00434366,0.92436961,0.03436143,0.14109810,1.08724666,0.60960563
-4.91345673,1.68970322,0.00403895,0.97230134,0.03657851,0.13337383,1.12261599,0.64149065
-4.90745373,1.75264201,0.00376157,1.02534648,0.03890749,0.12648761,1.16273454,0.67739320
-4.90145073,1.82363988,0.00351164,1.08331372,0.04133223,0.12042492,1.20734020,0.71725217
-4.89544772,1.90224959,0.00328860,1.14596466,0.04383449,0.11514976,1.25610349,0.76097743
-4.88944472,1.98792432,0.00309133,1.21301048,0.04639394,0.11060840,1.30863331,0.80844513
-4.88344172,2.08001935,0.00291825,1.28410715,0.04898810,0.10673371,1.36448183,0.85949159
-4.87743872,2.17779218,0.00276745,1.35884909,0.05159233,0.10344961,1.42314862,0.91390576
-4.87143572,2.28040162,0.00263680,1.43676228,0.05417987,0.10067566,1.48408402,0.97142102
-4.86543272,2.38690668,0.00252402,1.51729708,0.05672197,0.09833155,1.54669171,1.03170674
-4.85942971,2.49626601,0.00242684,1.59982196,0.05918804,0.09634142,1.61033108,1.09436046
-4.85342671,2.60733930,0.00234307,1.68361882,0.06154606,0.09463795,1.67431978,1.15890139
-4.84742371,2.71889150,0.00227068,1.76788089,0.06376295,0.09316608,1.73793687,1.22476615
-4.84142071,2.82960129,0.00220793,1.85171411,0.06580523,0.09188638,1.80042751,1.29130732
-4.83541771,2.93807453,0.00215334,1.93414256,0.06763974,0.09077811,1.86100943,1.35779566
-4.82941471,3.04286355,0.00210587,2.01411874,0.06923445,0.08984184,1.91888199,1.42342635
-4.82341171,3.14249266,0.00206489,2.09053864,0.07055950,0.08910181,1.97323796,1.48732959
-4.81740870,3.23548981,0.00203026,2.16226193,0.07158813,0.08860797,2.02327847,1.54858564
-4.81140570,3.32042391,0.00200234,2.22813660,0.07229779,0.08843771,2.06823088,1.60624403
-4.80540270,3.39594700,0.00198208,2.28702774,0.07267110,0.08869732,2.10736943,1.65934653
-4.79939970,3.46083974,0.00197095,2.33784921,0.07269679,0.08952318,2.14003809,1.70695309
-4.79339670,3.51405853,0.00197106,2.37959719,0.07237050,0.09108261,2.16567490,1.74816984
-4.78739370,3.55478217,0.00198508,2.41138409,0.07169539,0.09357429,2.18383662,1.78217796
-4.78139070,3.58245570,0.00201625,2.43247135,0.07068253,0.09722824,2.19422287,1.80826221
-4.77538769,3.59682911,0.00206841,2.44229945,0.06935100,0.10230508,2.19669809,1.82583767
-4.76938469,3.59798851,0.00214591,2.44051375,0.06772776,0.10909453,2.19131040,1.83447356
-4.76338169,3.58637764,0.00225356,2.42698454,0.06584718,0.11791298,2.17830583,1.83391276
-4.75737869,3.56280783,0.00239661,2.40182039,0.06375033,0.12909973,2.15813689,1.82408603
-4.75137569,3.52845506,0.00258056,2.36537368,0.06148396,0.14301209,2.13146459,1.80512015
-4.74537269,3.48484317,0.00281114,2.31823801,0.05909925,0.16001881,2.09915301,1.77733928
-4.73936968,3.43381297,0.00309410,2.26123706,0.05665044,0.18049198,2.06225627,1.74125951
-4.73336668,3.37747763,0.00343505,2.19540546,0.05419320,0.20479727,2.02199763,1.69757642
-4.72736368,3.31816531,0.00383929,2.12196204,0.05178303,0.23328257,1.97974121,1.64714630
-4.72136068,3.25835069,0.00431157,2.04227654,0.04947358,0.26626517,1.93695685,1.59096157
-4.71535768,3.20057769,0.00485588,1.95783113,0.04731501,0.30401772,1.89517919,1.53012140
-4.70935468,3.14737598,0.00547522,1.87017802,0.04535250,0.34675338,1.85596228,1.46579878
-4.70335168,3.10117441,0.00617135,1.78089507,0.04362489,0.39461067,1.82083135,1.39920532
-4.69734867,3.06421476,0.00694458,1.69154098,0.04216348,0.44763860,1.79123327,1.33155515
-4.69134567,3.03846918,0.00779356,1.60361174,0.04099121,0.50578269,1.76848796,1.26402952
-4.68534267,3.02556477,0.00871512,1.51850013,0.04012193,0.56887288,1.75374225,1.19774318
-4.67933967,3.02671858,0.00970413,1.43745953,0.03956019,0.63661378,1.74792846,1.13371414
-4.67333667,3.04268580,0.01075342,1.36157343,0.03930111,0.70857832,1.75172909,1.07283756
-4.66733367,3.07372365,0.01185382,1.29173151,0.03933077,0.78420530,1.76554943,1.01586486
-4.66133067,3.11957276,0.01299416,1.22861298,0.03962675,0.86280151,1.78949919,0.96338847
-4.65532766,3.17945710,0.01416145,1.17267752,0.04015903,0.94354871,1.82338413,0.91583278
-4.64932466,3.25210296,0.01534109,1.12416394,0.04089111,1.02551593,1.86670815,0.87345117
-4.64332166,3.33577643,0.01651719,1.08309611,0.04178135,1.10767670,1.91868605,0.83632904
-4.63731866,3.42833825,0.01767288,1.04929584,0.04278446,1.18893118,1.97826656,0.80439249
-4.63131566,3.52731399,0.01879076,1.02240175,0.04385315,1.26813254,2.04416478,0.77742188
-4.62531266,3.62997702,0.01985339,1.00189325,0.04493979,1.34411671,2.11490306,0.75506971
-4.61930965,3.73344091,0.02084376,0.98711855,0.04599812,1.41573449,2.18885859,0.73688174
-4.61330665,3.83475770,0.02174578,0.97732532,0.04698482,1.48188489,2.26431595,0.72232047
-4.60730365,3.93101804,0.02254478,0.97169296,0.04786107,1.54154811,2.33952252,0.71079003
-4.60130065,4.01944927,0.02322799,0.96936505,0.04859387,1.59381699,2.41274462,0.70166131
-4.59529765,4.09750739,0.02378490,0.96948088,0.04915713,1.63792540,2.48232196,0.69429657
-4.58929465,4.16295924,0.02420760,0.97120493,0.04953251,1.67327234,2.54671858,0.68807251
-4.58329165,4.21395189,0.02449101,0.97375332,0.04971001,1.69944065,2.60456790,0.68240115
-4.57728864,4.24906632,0.02463302,0.97641643,0.04968812,1.71620937,2.65471048,0.67674783
-4.57128564,4.26735370,0.02463453,0.97857711,0.04947378,1.72355933,2.69622299,0.67064588
-4.56528264,4.26835310,0.02449937,0.97972395,0.04908188,1.72167158,2.72843737,0.66370759
-4.55927964,4.25209029,0.02423408,0.97945948,0.04853456,1.71091875,2.75094981,0.65563134
-4.55327664,4.21905835,0.02384771,0.97750336,0.04786016,1.69184986,2.76361939,0.64620496
-4.54727364,4.17018125,0.02335142,0.97369051,0.04709195,1.66516916,2.76655680,0.63530530
-4.54127064,4.10676257,0.02275805,0.96796479,0.04626668,1.63171008,2.76010411,0.62289441
-4.53526763,4.03042198,0.02208170,0.96036869,0.04542298,1.59240546,2.74480662,0.60901268
-4.52926463,3.94302253,0.02133725,0.95102961,0.04459972,1.54825531,2.72137843,0.59376938
-4.52326163,3.84659210,0.02053984,0.94014356,0.04383432,1.50029359,2.69066350,0.57733122
-4.51725863,3.74324251,0.01970441,0.92795724,0.04316119,1.44955529,2.65359399,0.55990953
-4.51125563,3.63508964,0.01884533,0.91474906,0.04261027,1.39704525,2.61114788,0.54174655
-4.50525263,3.52417792,0.01797597,0.90081034,0.04220573,1.34370965,2.56430769,0.52310169
-4.49924962,3.41241188,0.01710838,0.88642724,0.04196496,1.29041145,2.51402206,0.50423804
-4.49324662,3.30149732,0.01625310,0.87186429,0.04189780,1.23791022,2.46117165,0.48540999
-4.48724362,3.19289393,0.01541898,0.85735014,0.04200609,1.18684712,2.40654068,0.46685214
-4.48124062,3.08778072,0.01461307,0.84306620,0.04228358,1.13773520,2.35079494,0.44877003
-4.47523762,2.98703489,0.01384064,0.82913825,0.04271609,1.09095494,2.29446693,0.43133298
-4.46923462,2.89122422,0.01310521,0.81563168,0.04328204,1.04675502,2.23794835,0.41466913
-4.46323162,2.80061264,0.01240868,0.80254994,0.04395329,1.00525774,2.18148978,0.39886281
-4.45722861,2.71517774,0.01175150,0.78983664,0.04469622,0.96646868,2.12520718,0.38395416
-4.45122561,2.63463897,0.01113284,0.77738055,0.04547295,0.93028973,2.06909450,0.36994093
-4.44522261,2.55849462,0.01055084,0.76502347,0.04624291,0.89653490,2.01304135,0.35678211
-4.43921961,2.48606550,0.01000285,0.75257041,0.04696427,0.86494799,1.95685480,0.34440324
-4.43321661,2.41654314,0.00948565,0.73980129,0.04759561,0.83522126,1.90028390,0.33270296
-4.42721361,2.34904021,0.00899569,0.72648388,0.04809742,0.80701448,1.84304560,0.32156033
-4.42121061,2.28264085,0.00852931,0.71238695,0.04843359,0.77997336,1.78485099,0.31084274
-4.41520760,2.21644896,0.00808295,0.69729324,0.04857271,0.75374700,1.72543031,0.30041376
-4.40920460,2.14963239,0.00765327,0.68101150,0.04848916,0.72800351,1.66455599,0.29014070
-4.40320160,2.08146165,0.00723734,0.66338714,0.04816400,0.70244357,1.60206234,0.27990150
-4.39719860,2.01134166,0.00683267,0.64431092,0.04758552,0.67681155,1.53786159,0.26959067
-4.39119560,1.93883597,0.00643734,0.62372549,0.04674956,0.65090387,1.47195546,0.25912407
-4.38519260,1.86368265,0.00605000,0.60162943,0.04565951,0.62457478,1.40444203,0.24844241
-4.37918959,1.78580209,0.00566987,0.57807887,0.04432602,0.59773925,1.33551798,0.23751333
-4.37318659,1.70529671,0.00529672,0.55318653,0.04276649,0.57037340,1.26547627,0.22633220
-4.36718359,1.62244342,0.00493084,0.52711853,0.04100431,0.54251253,1.19469967,0.21492153
-4.36118059,1.53767949,0.00457292,0.50008917,0.03906787,0.51424709,1.12365064,0.20332936
-4.35517759,1.45158312,0.00422406,0.47235392,0.03698958,0.48571692,1.05285832,0.19162652
-4.34917459,1.36484973,0.00388559,0.44420116,0.03480464,0.45710411,0.98290320,0.17990323
-4.34317159,1.27826540,0.00355906,0.41594308,0.03254990,0.42862489,0.91440044,0.16826509
-4.33716858,1.19267867,0.00324609,0.38790604,0.03026270,0.40052100,0.84798241,0.15682873
-4.33116558,1.10897182,0.00294834,0.36042089,0.02797975,0.37305069,0.78428121,0.14571734
-4.32516258,1.02803295,0.00266740,0.33381366,0.02573618,0.34647996,0.72391186,0.13505630
-4.31915958,0.95072946,0.00240476,0.30839681,0.02356466,0.32107403,0.66745651,0.12496898
-4.31315658,0.87788391,0.00216172,0.28446135,0.02149470,0.29708953,0.61545014,0.11557292
-4.30715358,0.81025266,0.00193938,0.26227005,0.01955207,0.27476731,0.56836809,0.10697649
