energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Ti_p_up,Ti_p_down,Ti_d_up,Ti_d_down
-5.77188594,0.91848815,-2.46890365,0.00930962,-0.01112268,0.10104525,-0.43285420,0.96759250,-2.12180704,0.27111350,-0.92679516,0.50182727,-1.13367612,0.00000000,-0.00000000,0.30696086,-0.60554462,0.07261200,-0.16998450
-5.76588294,0.83545277,-2.39295849,0.00857228,-0.01039581,0.08760008,-0.43234609,0.89339072,-2.05579686,0.24068295,-0.91236927,0.46376422,-1.08205691,0.00000000,-0.00000000,0.28674478,-0.57940041,0.06655636,-0.16222464
-5.75987994,0.75750756,-2.30992486,0.00785382,-0.00968330,0.07544483,-0.42896743,0.82174151,-1.98358154,0.21290784,-0.89360398,0.42722157,-1.02935930,0.00000000,-0.00000000,0.26698359,-0.55280429,0.06078112,-0.15416765
-5.75387694,0.68464303,-2.22052809,0.00715961,-0.00899056,0.06455294,-0.42276054,0.75290659,-1.90592183,0.18770546,-0.87067101,0.39224674,-0.97603175,0.00000000,-0.00000000,0.24772066,-0.52598691,0.05529812,-0.14589715
-5.74787394,0.61680114,-2.12559144,0.00649429,-0.00832243,0.05487840,-0.41382835,0.68711091,-1.82364651,0.16496347,-0.84382069,0.35888301,-0.92250915,0.00000000,-0.00000000,0.22900355,-0.49916534,0.05011648,-0.13749720
-5.74187094,0.55388443,-2.02601405,0.00586168,-0.00768307,0.04635989,-0.40233065,0.62454305,-1.73762862,0.14454784,-0.81337542,0.32716915,-0.86920199,0.00000000,-0.00000000,0.21088286,-0.47253736,0.04524263,-0.12905004
-5.73586793,0.49576451,-1.92274808,0.00526478,-0.00707578,0.03892492,-0.38847861,0.56535614,-1.64876240,0.12631007,-0.77972100,0.29713897,-0.81648772,0.00000000,-0.00000000,0.19341087,-0.44627735,0.04068040,-0.12063394
-5.72986493,0.44228999,-1.81677590,0.00470581,-0.00650298,0.03249373,-0.37252754,0.50966922,-1.55794157,0.11009385,-0.74329593,0.26882076,-0.76470437,0.00000000,-0.00000000,0.17664009,-0.42053377,0.03643115,-0.11232149
-5.72386193,0.39329366,-1.70908776,0.00418621,-0.00596619,0.02698288,-0.35476839,0.45756908,-1.46603963,0.09574080,-0.70457936,0.24223671,-0.71414643,0.00000000,-0.00000000,0.16062162,-0.39542810,0.03249395,-0.10417830
-5.71785893,0.34859889,-1.60066072,0.00370674,-0.00546605,0.02230841,-0.33551828,0.40911266,-1.37389263,0.08309535,-0.66407794,0.21740245,-0.66506300,0.00000000,-0.00000000,0.14540370,-0.37105527,0.02886584,-0.09626197
-5.71185593,0.30802537,-1.49243921,0.00326756,-0.00500241,0.01838870,-0.31511057,0.36433000,-1.28228473,0.07200881,-0.62231225,0.19432677,-0.61765777,0.00000000,-0.00000000,0.13103035,-0.34748524,0.02554203,-0.08862159
-5.70585293,0.27139422,-1.38531785,0.00286830,-0.00457446,0.01514677,-0.29388482,0.32322779,-1.19193680,0.06234255,-0.57980332,0.17301165,-0.57209084,0.00000000,-0.00000000,0.11754023,-0.32476557,0.02251627,-0.08129748
-5.69984992,0.23853264,-1.28012672,0.00250822,-0.00418082,0.01251228,-0.27217715,0.28579353,-1.10349795,0.05397046,-0.53705970,0.15345255,-0.52848179,0.00000000,-0.00000000,0.10496585,-0.30292469,0.01978115,-0.07432132
-5.69384692,0.20927817,-1.17761953,0.00218622,-0.00381968,0.01042309,-0.25031120,0.25200026,-1.01754014,0.04678081,-0.49456563,0.13563919,-0.48691388,0.00000000,-0.00000000,0.09333311,-0.28197557,0.01732851,-0.06771655
-5.68784392,0.18348275,-1.07846470,0.00190106,-0.00348899,0.00882651,-0.22859027,0.22181185,-0.93455553,0.04067758,-0.45277072,0.11955661,-0.44743888,0.00000000,-0.00000000,0.08266124,-0.26191957,0.01514984,-0.06149899
-5.68184092,0.16101660,-0.98323946,0.00165135,-0.00318655,0.00768028,-0.20729064,0.19518873,-0.85495635,0.03558133,-0.41208131,0.10518672,-0.41008222,0.00000000,-0.00000000,0.07296309,-0.24275018,0.01323667,-0.05567763
-5.67583792,0.14177202,-0.89242697,0.00143571,-0.00291014,0.00695318,-0.18665641,0.17209399,-0.77907703,0.03142985,-0.37285394,0.09251010,-0.37484829,0.00000000,-0.00000000,0.06424577,-0.22445653,0.01158108,-0.05025557
-5.66983492,0.12566711,-0.80641624,0.00125285,-0.00265767,0.00662559,-0.16689584,0.15249966,-0.70717820,0.02817848,-0.33539087,0.08150818,-0.34172552,0.00000000,-0.00000000,0.05651172,-0.20702642,0.01017607,-0.04523099
-5.66383192,0.11264932,-0.72550465,0.00110164,-0.00242723,0.00668973,-0.14817930,0.13639299,-0.63945207,0.02580031,-0.29993773,0.07216556,-0.31069109,0.00000000,-0.00000000,0.04975987,-0.19044880,0.00901605,-0.04059821
-5.65782891,0.10269879,-0.64990275,0.00098118,-0.00221721,0.00714979,-0.13063872,0.12378245,-0.57602912,0.02428622,-0.26668318,0.06447243,-0.28171514,0.00000000,-0.00000000,0.04398710,-0.17471570,0.00809722,-0.03634865
-5.65182591,0.09583134,-0.57974103,0.00089086,-0.00202631,0.00802188,-0.11436837,0.11470331,-0.51698544,0.02364476,-0.23576045,0.05842699,-0.25476449,0.00000000,-0.00000000,0.03918977,-0.15982357,0.00741793,-0.03247179
-5.64582291,0.09210077,-0.51507830,0.00083042,-0.00185364,0.00933380,-0.09942686,0.10922231,-0.46235065,0.02390185,-0.20725048,0.05403760,-0.22980567,0.00000000,-0.00000000,0.03536520,-0.14577399,0.00697907,-0.02895612
-5.63981991,0.09160044,-0.45591119,0.00080000,-0.00169867,0.01112462,-0.08584015,0.10744125,-0.41211600,0.02510026,-0.18118639,0.05132470,-0.20680747,0.00000000,-0.00000000,0.03251308,-0.13257401,0.00678422,-0.02578990
-5.63381691,0.09446370,-0.40218451,0.00080013,-0.00156132,0.01344399,-0.07360534,0.10949916,-0.36624250,0.02729879,-0.15755901,0.05032215,-0.18574293,0.00000000,-0.00000000,0.03063668,-0.12023600,0.00683990,-0.02296190
-5.62781391,0.10086293,-0.35380208,0.00083177,-0.00144191,0.01635126,-0.06269490,0.11557260,-0.32466893,0.03057105,-0.13632311,0.05107796,-0.16659094,0.00000000,-0.00000000,0.02974374,-0.10877724,0.00715552,-0.02046202
-5.62181091,0.11100690,-0.31063758,0.00089628,-0.00134117,0.01991414,-0.05306132,0.12587395,-0.28731949,0.03500380,-0.11740405,0.05365423,-0.14933739,0.00000000,-0.00000000,0.02984693,-0.09821937,0.00774338,-0.01828185
-5.61580790,0.12513628,-0.27254522,0.00099541,-0.00126023,0.02420714,-0.04464179,0.14064730,-0.25411114,0.04069472,-0.10070456,0.05812617,-0.13397614,0.00000000,-0.00000000,0.03096394,-0.08858767,0.00861841,-0.01641502
-5.60980490,0.14351693,-0.23936998,0.00113127,-0.00120061,0.02930951,-0.03736286,0.16016181,-0.22496044,0.04774950,-0.08611145,0.06458010,-0.12050970,0.00000000,-0.00000000,0.03311696,-0.07991043,0.00979774,-0.01485763
-5.60380190,0.16643099,-0.21095701,0.00130624,-0.00116419,0.03530276,-0.03114477,0.18470233,-0.19978974,0.05627834,-0.07350191,0.07311039,-0.10894968,0.00000000,-0.00000000,0.03633167,-0.07221826,0.01130022,-0.01360841
-5.59779890,0.19416564,-0.18716019,0.00152289,-0.00115316,0.04226774,-0.02590561,0.21455744,-0.17853294,0.06639167,-0.06274944,0.08381533,-0.09931718,0.00000000,-0.00000000,0.04063564,-0.06554357,0.01314561,-0.01266891
-5.59179590,0.22699962,-0.16784946,0.00178388,-0.00117006,0.05028134,-0.02156493,0.25000485,-0.16114039,0.07819519,-0.05372910,0.09679193,-0.09164283,0.00000000,-0.00000000,0.04605620,-0.05992009,0.01535377,-0.01204352
-5.58579290,0.26518779,-0.15291694,0.00209186,-0.00121766,0.05941274,-0.01804693,0.29129448,-0.14758304,0.09178432,-0.04632212,0.11212978,-0.08596667,0.00000000,-0.00000000,0.05261785,-0.05538242,0.01794355,-0.01173941
-5.57978989,0.30894400,-0.14228162,0.00244928,-0.00129896,0.06971936,-0.01528322,0.33862981,-0.13785577,0.10723812,-0.04041976,0.12990416,-0.08233768,0.00000000,-0.00000000,0.06033920,-0.05196564,0.02093165,-0.01176634
-5.57378689,0.35842289,-0.13589246,0.00285829,-0.00141715,0.08124268,-0.01321499,0.39214780,-0.13197963,0.12461288,-0.03592644,0.15016858,-0.08081290,0.00000000,-0.00000000,0.06922975,-0.04970486,0.02433140,-0.01213638
-5.56778389,0.41370122,-0.13372993,0.00332056,-0.00157549,0.09400396,-0.01179485,0.45189849,-0.13000297,0.14393561,-0.03276212,0.17294707,-0.08145606,0.00000000,-0.00000000,0.07928637,-0.04863458,0.02815138,-0.01286344
-5.56178089,0.47475962,-0.13580585,0.00383711,-0.00177726,0.10800009,-0.01098808,0.51782491,-0.13200134,0.16519773,-0.03086397,0.19822666,-0.08433561,0.00000000,-0.00000000,0.09048998,-0.04878801,0.03239422,-0.01396272
-5.55577789,0.54146566,-0.14216149,0.00440820,-0.00202566,0.12319979,-0.01077357,0.58974448,-0.13807605,0.18834916,-0.03018735,0.22595027,-0.08952213,0.00000000,-0.00000000,0.10280229,-0.05019597,0.03705534,-0.01545002
-5.54977489,0.61355927,-0.15286406,0.00503314,-0.00232369,0.13954038,-0.01114432,0.66733297,-0.14835121,0.21329336,-0.03070610,0.25601063,-0.09708501,0.00000000,-0.00000000,0.11616311,-0.05288559,0.04212191,-0.01734086
-5.54377189,0.69064151,-0.16800141,0.00571025,-0.00267404,0.15692531,-0.01210751,0.75011218,-0.16296929,0.23988344,-0.03241228,0.28824560,-0.10708851,0.00000000,-0.00000000,0.13048823,-0.05687872,0.04757202,-0.01964953
-5.53776888,0.77216782,-0.18767530,0.00643672,-0.00307893,0.17522269,-0.01368430,0.83744230,-0.18208522,0.26791989,-0.03531523,0.32243532,-0.11958714,0.00000000,-0.00000000,0.14566809,-0.06218992,0.05337417,-0.02238806
-5.53176588,0.85744640,-0.21199324,0.00720861,-0.00354001,0.19426503,-0.01590912,0.92852017,-0.20585885,0.29715006,-0.03944010,0.35830153,-0.13462058,0.00000000,-0.00000000,0.16156755,-0.06882427,0.05948703,-0.02556504
-5.52576288,0.94564279,-0.24105916,0.00802086,-0.00405816,0.21385036,-0.01882870,1.02238390,-0.23444621,0.32726975,-0.04482585,0.39550947,-0.15220821,0.00000000,-0.00000000,0.17802669,-0.07677497,0.06585973,-0.02918452
-5.51975988,1.03579089,-0.27496321,0.00886737,-0.00463344,0.23374479,-0.02250059,1.11792473,-0.26798945,0.35792708,-0.05152269,0.43367253,-0.17234355,0.00000000,-0.00000000,0.19486297,-0.08602079,0.07243257,-0.03324488
-5.51375688,1.12681069,-0.31377099,0.00974109,-0.00526490,0.25368658,-0.02699133,1.21390605,-0.30660589,0.38872862,-0.05958902,0.47235967,-0.19498887,0.00000000,-0.00000000,0.21187450,-0.09652364,0.07913812,-0.03773776
-5.50775388,1.21753264,-0.35751272,0.01063425,-0.00595055,0.27339174,-0.03237413,1.30898968,-0.35037644,0.41924781,-0.06908799,0.51110563,-0.22007021,0.00000000,-0.00000000,0.22884469,-0.10822635,0.08590291,-0.04264719
-5.50175088,1.30672806,-0.40617260,0.01153855,-0.00668726,0.29256098,-0.03872613,1.40176863,-0.39933378,0.44903551,-0.08008354,0.54942363,-0.24747326,0.00000000,-0.00000000,0.24554789,-0.12105077,0.09264947,-0.04794894
-5.49574787,1.39314475,-0.45967897,0.01244545,-0.00747079,0.31088781,-0.04612525,1.49080561,-0.45345079,0.47763228,-0.09263612,0.58682025,-0.27704034,0.00000000,-0.00000000,0.26175607,-0.13489649,0.09929869,-0.05361010
-5.48974487,1.47554640,-0.51789576,0.01334649,-0.00829578,0.32806759,-0.05464658,1.57467579,-0.51262966,0.50458210,-0.10679818,0.62281183,-0.30856885,0.00000000,-0.00000000,0.27724612,-0.14964030,0.10577261,-0.05958900
-5.48374187,1.55275446,-0.58061554,0.01423358,-0.00915584,0.34380715,-0.06435842,1.65201230,-0.57669230,0.52944689,-0.12260940,0.65694179,-0.34181143,0.00000000,-0.00000000,0.29180757,-0.16513651,0.11199717,-0.06583558
-5.47773887,1.62369033,-0.64755473,0.01509935,-0.01004375,0.35783452,-0.07531814,1.72155241,-0.64537240,0.55182126,-0.14009195,0.68879802,-0.37647807,0.00000000,-0.00000000,0.30525031,-0.18121828,0.11790514,-0.07229204
-5.47173587,1.68741606,-0.71835135,0.01593746,-0.01095157,0.36990850,-0.08756778,1.78218237,-0.71830979,0.57134688,-0.15924585,0.71802948,-0.41224026,0.00000000,-0.00000000,0.31741195,-0.19770001,0.12343883,-0.07889405
-5.46573287,1.74317145,-0.79256542,0.01674282,-0.01187094,0.37982745,-0.10112970,1.83297872,-0.79504752,0.58772562,-0.18004454,0.74436114,-0.44873721,0.00000000,-0.00000000,0.32816447,-0.21438085,0.12855256,-0.08557225
-5.45972986,1.79040547,-0.86968238,0.01751187,-0.01279331,0.38743697,-0.11600244,1.87324408,-0.87503191,0.60073105,-0.20243102,0.76760629,-0.48558405,0.00000000,-0.00000000,0.33741964,-0.23104913,0.13321466,-0.09225414
-5.45372686,1.82880028,-0.94911945,0.01824264,-0.01371031,0.39263610,-0.13215687,1.90253532,-0.95761603,0.61021744,-0.22631461,0.78767559,-0.52238175,0.00000000,-0.00000000,0.34513311,-0.24748782,0.13740897,-0.09886631
-5.44772386,1.85828630,-1.03023493,0.01893486,-0.01461400,0.39538165,-0.14953301,1.92068282,-1.04206660,0.61612595,-0.25156855,0.80458209,-0.55872852,0.00000000,-0.00000000,0.35130662,-0.26348063,0.14113556,-0.10533683
-5.44172086,1.87904719,-1.11234011,0.01958985,-0.01549724,0.39569043,-0.16803760,1.92779936,-1.12757443,0.61848751,-0.27802877,0.81844182,-0.59423201,0.00000000,-0.00000000,0.35598835,-0.27881864,0.14441083,-0.11159775
-5.43571786,1.89151427,-1.19471361,0.02021045,-0.01635393,0.39363933,-0.18754272,1.92427820,-1.21326824,0.61742233,-0.30549377,0.82946968,-0.62852212,0.00000000,-0.00000000,0.35927122,-0.29330707,0.14726662,-0.11758758
-5.42971486,1.89635020,-1.27661740,0.02080068,-0.01717929,0.38936303,-0.20788561,1.91078009,-1.29823154,0.61313588,-0.33372595,0.83797063,-0.66126342,0.00000000,-0.00000000,0.36128915,-0.30677196,0.14974875,-0.12325366
-5.42371186,1.89442253,-1.35731420,0.02136550,-0.01797004,0.38304969,-0.22886977,1.88820975,-1.38152219,0.60591150,-0.36245434,0.84432656,-0.69216687,0.00000000,-0.00000000,0.36221139,-0.31906635,0.15191459,-0.12855414
-5.41770885,1.88676825,-1.43608527,0.02191031,-0.01872447,0.37493455,-0.25026752,1.85768278,-1.46219395,0.59610012,-0.39137880,0.84897918,-0.72099996,0.00000000,-0.00000000,0.36223528,-0.33007567,0.15383014,-0.13345968
-5.41170585,1.87455086,-1.51224812,0.02244057,-0.01944249,0.36529194,-0.27182405,1.82048456,-1.53931945,0.58410735,-0.42017562,0.85240982,-0.74759489,0.00000000,-0.00000000,0.36157753,-0.33972200,0.15556652,-0.13795449
-5.40570285,1.85901221,-1.58517318,0.02296129,-0.02012556,0.35442601,-0.29326280,1.77802307,-1.61201361,0.57037879,-0.44850448,0.85511713,-0.77185404,0.00000000,-0.00000000,0.36046465,-0.34796690,0.15719614,-0.14203685
-5.39969985,1.84142120,-1.65429877,0.02347651,-0.02077647,0.34266056,-0.31429208,1.73177782,-1.67945673,0.55538413,-0.47601639,0.85759369,-0.79375256,0.00000000,-0.00000000,0.35912290,-0.35481269,0.15878872,-0.14571898
-5.39369685,1.82302225,-1.71914363,0.02398890,-0.02139908,0.33032864,-0.33461288,1.68324752,-1.74091625,0.53960088,-0.50236258,0.86030272,-0.81333771,0.00000000,-0.00000000,0.35776828,-0.36030203,0.16040738,-0.14902607
-5.38769385,1.80498592,-1.77931650,0.02449935,-0.02199800,0.31776220,-0.35392728,1.63389873,-1.79576635,0.52349849,-0.52720377,0.86365629,-0.83072485,0.00000000,-0.00000000,0.35659707,-0.36451563,0.16210503,-0.15199488
-5.38169085,1.78836425,-1.83452217,0.02500667,-0.02257812,0.30528243,-0.37194742,1.58511815,-1.84350447,0.50752375,-0.55021962,0.86799590,-0.84609024,0.00000000,-0.00000000,0.35577739,-0.36756839,0.16392125,-0.15467146
-5.37568784,1.77405314,-1.88456385,0.02550740,-0.02314417,0.29319113,-0.38840446,1.53817053,-1.88376400,0.49208787,-0.57111794,0.87357678,-0.85966090,0.00000000,-0.00000000,0.35544228,-0.36960395,0.16587988,-0.15710861
-5.36968484,1.76276357,-1.92934154,0.02599575,-0.02370026,0.28176351,-0.40305719,1.49416422,-1.91632256,0.47755621,-0.58964305,0.88055648,-0.87170196,0.00000000,-0.00000000,0.35568453,-0.37078787,0.16798734,-0.15936271
-5.36368184,1.75500308,-1.96884674,0.02646367,-0.02424940,0.27124273,-0.41569984,1.45402549,-1.94110557,0.46424063,-0.60558326,0.88898866,-0.88250214,0.00000000,-0.00000000,0.35655364,-0.37129997,0.17023201,-0.16149052
-5.35767884,1.75106819,-2.00315356,0.02690107,-0.02479307,0.26183623,-0.42616886,1.41848281,-1.95818460,0.45239515,-0.61877675,0.89882212,-0.89235797,0.00000000,-0.00000000,0.35805498,-0.37132591,0.17258448,-0.16354578
-5.35167584,1.75104813,-2.03240696,0.02729618,-0.02533087,0.25371403,-0.43434804,1.38806114,-1.96777095,0.44221462,-0.62911583,0.90990541,-0.90155776,0.00000000,-0.00000000,0.36015115,-0.37104869,0.17499883,-0.16557599
-5.34567284,1.75483921,-2.05680854,0.02763596,-0.02586032,0.24700894,-0.44017212,1.36308614,-1.97020442,0.43383656,-0.63654927,0.92199657,-0.91036594,0.00000000,-0.00000000,0.36276553,-0.37064035,0.17741482,-0.16761947
