energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.52576288,3.00215369,0.18897910,0.00000000,0.06467919,0.31747513,0.07712609,1.52282982,0.99247565,0.61789080
-5.51975988,2.90269138,0.18462817,0.00000000,0.05943814,0.29930234,0.07178092,1.47673115,0.96626428,0.59321252
-5.51375688,2.80593647,0.18006022,0.00000000,0.05446558,0.28183218,0.06664605,1.43180392,0.94142029,0.56930164
-5.50775388,2.71429367,0.17542533,0.00000000,0.04980771,0.26533164,0.06177630,1.38927274,0.91868720,0.54666633
-5.50175088,2.62995056,0.17086798,0.00000000,0.04550065,0.25003110,0.05721729,1.35025964,0.89873207,0.52576295
-5.49574787,2.55481137,0.16652193,0.00000000,0.04157046,0.23611962,0.05300493,1.31574903,0.88212438,0.50698353
-5.48974487,2.49044079,0.16250566,0.00000000,0.03803337,0.22374150,0.04916520,1.28655772,0.86931834,0.49064537
-5.48374187,2.43801993,0.15891857,0.00000000,0.03489624,0.21299429,0.04571419,1.26331101,0.86063956,0.47698338
-5.47773887,2.39831592,0.15583789,0.00000000,0.03215729,0.20392811,0.04265842,1.24642582,0.85627639,0.46614504
-5.47173587,2.37166625,0.15331663,0.00000000,0.02980688,0.19654645,0.03999531,1.23610130,0.85627628,0.45818839
-5.46573287,2.35797803,0.15138259,0.00000000,0.02782856,0.19080813,0.03771390,1.23231728,0.86054717,0.45308294
-5.45972986,2.35674219,0.15003834,0.00000000,0.02620005,0.18663059,0.03579573,1.23484032,0.86886375,0.45071344
-5.45372686,2.36706151,0.14926219,0.00000000,0.02489439,0.18389407,0.03421587,1.24323714,0.88087831,0.45088629
-5.44772386,2.38769141,0.14901017,0.00000000,0.02388102,0.18244688,0.03294403,1.25689451,0.89613546,0.45333837
-5.44172086,2.41709131,0.14921872,0.00000000,0.02312688,0.18211121,0.03194584,1.27504486,0.91409006,0.45774783
-5.43571786,2.45348459,0.14980805,0.00000000,0.02259748,0.18268959,0.03118402,1.29679627,0.93412762,0.46374645
-5.42971486,2.49492439,0.15068602,0.00000000,0.02225784,0.18397155,0.03061975,1.32116558,0.95558605,0.47093311
-5.42371186,2.53936271,0.15175220,0.00000000,0.02207342,0.18574050,0.03021388,1.34711331,0.97777799,0.47888777
-5.41770885,2.58471998,0.15290210,0.00000000,0.02201089,0.18778041,0.02992818,1.37357878,1.00001274,0.48718551
-5.41170585,2.62895250,0.15403125,0.00000000,0.02203882,0.18988228,0.02972641,1.39951434,1.02161692,0.49541011
-5.40570285,2.67011526,0.15503903,0.00000000,0.02212827,0.19185005,0.02957539,1.42391718,1.04195320,0.50316672
-5.39969985,2.70641822,0.15583208,0.00000000,0.02225320,0.19350592,0.02944587,1.44585787,1.06043643,0.51009315
-5.39369685,2.73627404,0.15632715,0.00000000,0.02239083,0.19469491,0.02931321,1.46450470,1.07654687,0.51586957
-5.38769385,2.75833638,0.15645339,0.00000000,0.02252186,0.19528839,0.02915799,1.47914320,1.08984018,0.52022621
-5.38169085,2.77152772,0.15615398,0.00000000,0.02263058,0.19518686,0.02896631,1.48919050,1.09995428,0.52294906
-5.37568784,2.77505669,0.15538703,0.00000000,0.02270488,0.19432150,0.02872998,1.49420450,1.10661302,0.52388339
-5.36968484,2.76842512,0.15412596,0.00000000,0.02273619,0.19265490,0.02844651,1.49388796,1.10962714,0.52293523
-5.36368184,2.75142539,0.15235923,0.00000000,0.02271932,0.19018066,0.02811886,1.48808789,1.10889281,0.52007087
-5.35767884,2.72412935,0.15008957,0.00000000,0.02265225,0.18692226,0.02775510,1.47679082,1.10438826,0.51531454
-5.35167584,2.68686997,0.14733286,0.00000000,0.02253588,0.18293095,0.02736785,1.46011465,1.09616899,0.50874459
-5.34567284,2.64021731,0.14411666,0.00000000,0.02237371,0.17828314,0.02697363,1.43829779,1.08436216,0.50048854
-5.33966983,2.58495039,0.14047857,0.00000000,0.02217151,0.17307720,0.02659208,1.41168639,1.06916059,0.49071707
-5.33366683,2.52202658,0.13646444,0.00000000,0.02193697,0.16742989,0.02624510,1.38072046,1.05081672,0.47963757
-5.32766383,2.45254994,0.13212669,0.00000000,0.02167937,0.16147263,0.02595603,1.34591950,1.02963700,0.46748738
-5.32166083,2.37773981,0.12752252,0.00000000,0.02140920,0.15534774,0.02574865,1.30786832,1.00597669,0.45452707
-5.31565783,2.29890074,0.12271243,0.00000000,0.02113784,0.14920478,0.02564642,1.26720345,0.98023544,0.44103396
-5.30965483,2.21739459,0.11775872,0.00000000,0.02087720,0.14319715,0.02567154,1.22460046,0.95285333,0.42729620
-5.30365183,2.13461541,0.11272434,0.00000000,0.02063945,0.13747901,0.02584431,1.18076248,0.92430751,0.41360732
-5.29764882,2.05196717,0.10767178,0.00000000,0.02043671,0.13220262,0.02618240,1.13640997,0.89510913,0.40026164
-5.29164582,1.97084477,0.10266221,0.00000000,0.02028082,0.12751614,0.02670038,1.09227165,0.86580029,0.38755031
-5.28564282,1.89261777,0.09775482,0.00000000,0.02018310,0.12356194,0.02740928,1.04907655,0.83695089,0.37575806
-5.27963982,1.81861699,0.09300617,0.00000000,0.02015416,0.12047526,0.02831638,1.00754705,0.80915497,0.36516071
-5.27363682,1.75012318,0.08846981,0.00000000,0.02020376,0.11838341,0.02942510,0.96839251,0.78302644,0.35602315
-5.26763382,1.68835760,0.08419585,0.00000000,0.02034069,0.11740519,0.03073503,0.93230359,0.75919392,0.34859780
-5.26163082,1.63447391,0.08023064,0.00000000,0.02057270,0.11765064,0.03224216,0.89994676,0.73829465,0.34312347
-5.25562781,1.58955099,0.07661657,0.00000000,0.02090644,0.11922095,0.03393915,0.87195902,0.72096731,0.33982426
-5.24962481,1.55458621,0.07339176,0.00000000,0.02134747,0.12220840,0.03581580,0.84894251,0.70784388,0.33890869
-5.24362181,1.53048895,0.07058989,0.00000000,0.02190032,0.12669636,0.03785961,0.83145918,0.69954050,0.34056869
-5.23761881,1.51807402,0.06824003,0.00000000,0.02256851,0.13275912,0.04005631,0.82002518,0.69664759,0.34497841
-5.23161581,1.51805499,0.06636646,0.00000000,0.02335472,0.14046164,0.04239064,0.81510511,0.69971932,0.35229289
-5.22561281,1.53103722,0.06498860,0.00000000,0.02426088,0.14985899,0.04484696,0.81710629,0.70926275,0.36264639
-5.21960980,1.55751081,0.06412090,0.00000000,0.02528834,0.16099563,0.04741001,0.82637289,0.72572682,0.37615051
-5.21360680,1.59784358,0.06377287,0.00000000,0.02643804,0.17390448,0.05006556,0.84318029,0.74949167,0.39289206
-5.20760380,1.65227427,0.06394910,0.00000000,0.02771071,0.18860572,0.05280109,0.86772972,0.78085834,0.41293077
-5.20160080,1.72090635,0.06464942,0.00000000,0.02910702,0.20510551,0.05560637,0.90014344,0.82003947,0.43629688
-5.19559780,1.80370280,0.06586904,0.00000000,0.03062781,0.22339457,0.05847394,0.94046064,0.86715114,0.46298896
-5.18959480,1.90048224,0.06759885,0.00000000,0.03227422,0.24344686,0.06139953,0.98863442,0.92220619,0.49297179
-5.18359180,2.01091698,0.06982573,0.00000000,0.03404784,0.26521831,0.06438239,1.04452994,0.98510946,0.52617479
-5.17758879,2.13453321,0.07253295,0.00000000,0.03595078,0.28864581,0.06742538,1.10792414,1.05565506,0.56249099
-5.17158579,2.27071402,0.07570062,0.00000000,0.03798581,0.31364659,0.07053510,1.17850712,1.13352609,0.60177679
-5.16558279,2.41870531,0.07930621,0.00000000,0.04015630,0.34011804,0.07372171,1.25588552,1.21829683,0.64385261
-5.15957979,2.57762503,0.08332503,0.00000000,0.04246621,0.36793800,0.07699877,1.33958778,1.30943768,0.68850460
-5.15357679,2.74647575,0.08773085,0.00000000,0.04491997,0.39696580,0.08038284,1.42907155,1.40632279,0.73548741
-5.14757379,2.92416051,0.09249642,0.00000000,0.04752232,0.42704386,0.08389297,1.52373301,1.50824038,0.78452807
-5.14157079,3.10950177,0.09759407,0.00000000,0.05027809,0.45799999,0.08755013,1.62291809,1.61440553,0.83533091
-5.13556778,3.30126293,0.10299625,0.00000000,0.05319189,0.48965032,0.09137644,1.72593510,1.72397520,0.88758328
-5.12956478,3.49817187,0.10867603,0.00000000,0.05626778,0.52180279,0.09539436,1.83206860,1.83606512,0.94096207
-5.12356178,3.69894562,0.11460757,0.00000000,0.05950885,0.55426112,0.09962585,1.94059380,1.94976792,0.99514057
-5.11755878,3.90231532,0.12076648,0.00000000,0.06291687,0.58682907,0.10409140,2.05079112,2.06417205,1.04979539
-5.11155578,4.10705030,0.12713008,0.00000000,0.06649177,0.61931492,0.10880909,2.16196007,2.17838070,1.10461324
-5.10555278,4.31198026,0.13367763,0.00000000,0.07023129,0.65153581,0.11379368,2.27343200,2.29153011,1.15929704
-5.09954977,4.51601448,0.14039029,0.00000000,0.07413053,0.68332203,0.11905570,2.38458096,2.40280648,1.21357111
-5.09354677,4.71815705,0.14725103,0.00000000,0.07818161,0.71452070,0.12460066,2.49483221,2.51146096,1.26718522
-5.08754377,4.91751752,0.15424439,0.00000000,0.08237338,0.74499904,0.13042833,2.60366791,2.61682194,1.31991705
-5.08154077,5.11331617,0.16135603,0.00000000,0.08669122,0.77464677,0.13653217,2.71062978,2.71830445,1.37157327
-5.07553777,5.30488395,0.16857217,0.00000000,0.09111697,0.80337774,0.14289898,2.81531850,2.81541621,1.42198880
-5.06953477,5.49165701,0.17587894,0.00000000,0.09562891,0.83113057,0.14950861,2.91739019,2.90776026,1.47102470
-5.06353177,5.67316645,0.18326158,0.00000000,0.10020193,0.85786842,0.15633399,3.01655006,2.99503440,1.51856453
-5.05752876,5.84902387,0.19070364,0.00000000,0.10480783,0.88357779,0.16334124,3.11254388,3.07702759,1.56450970
-5.05152576,6.01890414,0.19818620,0.00000000,0.10941569,0.90826657,0.17049009,3.20514793,3.15361391,1.60877407
-5.04552276,6.18252640,0.20568705,0.00000000,0.11399243,0.93196130,0.17773440,3.29415826,3.22474464,1.65127812
-5.03951976,6.33963497,0.21318015,0.00000000,0.11850339,0.95470410,0.18502286,3.37938005,3.29043924,1.69194334
-5.03351676,6.48998171,0.22063511,0.00000000,0.12291305,0.97654907,0.19229987,3.46061806,3.35077601,1.73068714
-5.02751376,6.63331111,0.22801706,0.00000000,0.12718582,0.99755882,0.19950651,3.53766902,3.40588314,1.76741863
-5.02151076,6.76934951,0.23528667,0.00000000,0.13128675,1.01780090,0.20658159,3.61031652,3.45593095,1.80203586
-5.01550775,6.89779944,0.24240056,0.00000000,0.13518239,1.03734470,0.21346280,3.67832909,3.50112576,1.83442445
-5.00950475,7.01833955,0.24931204,0.00000000,0.13884149,1.05625868,0.22008782,3.74146170,3.54170579,1.86445805
-5.00350175,7.13063032,0.25597206,0.00000000,0.14223574,1.07460818,0.22639550,3.79946067,3.57793927,1.89200039
-4.99749875,7.23432534,0.26233056,0.00000000,0.14534036,1.09245381,0.23232697,3.85207184,3.61012454,1.91690901
-4.99149575,7.32908716,0.26833795,0.00000000,0.14813457,1.10985043,0.23782674,3.89905143,3.63859186,1.93904026
-4.98549275,7.41460662,0.27394677,0.00000000,0.15060208,1.12684659,0.24284370,3.94017880,3.66370639,1.95825535
-4.97948974,7.49062401,0.27911337,0.00000000,0.15273122,1.14348434,0.24733203,3.97527031,3.68587133,1.97442698
-4.97348674,7.55695035,0.28379958,0.00000000,0.15451515,1.15979930,0.25125202,4.00419303,3.70553060,1.98744601
-4.96748374,7.61348667,0.28797413,0.00000000,0.15595173,1.17582062,0.25457080,4.02687732,3.72316985,1.99722781
-4.96148074,7.66023960,0.29161390,0.00000000,0.15704339,1.19157085,0.25726283,4.04332712,3.73931501,2.00371770
-4.95547774,7.69733140,0.29470473,0.00000000,0.15779678,1.20706536,0.25931035,4.05362695,3.75452744,2.00689512
-4.94947474,7.72500321,0.29724183,0.00000000,0.15822230,1.22231132,0.26070355,4.05794496,3.76939509,2.00677615
-4.94347174,7.74361038,0.29922971,0.00000000,0.15833356,1.23730599,0.26144063,4.05653131,3.78451928,2.00341425
-4.93746873,7.75360983,0.30068158,0.00000000,0.15814665,1.25203445,0.26152758,4.04971183,3.80049699,1.99689907
-4.93146573,7.75553932,0.30161833,0.00000000,0.15767943,1.26646673,0.26097784,4.03787693,3.81789908,1.98735341
-4.92546273,7.74998979,0.30206701,0.00000000,0.15695075,1.28055451,0.25981168,4.02146639,3.83724498,1.97492850
-4.91945973,7.73757202,0.30205898,0.00000000,0.15597958,1.29422769,0.25805538,4.00095055,3.85897498,1.95979794
-4.91345673,7.71887965,0.30162786,0.00000000,0.15478428,1.30739092,0.25574032,3.97680924,3.88342148,1.94215073
-4.90745373,7.69445090,0.30080726,0.00000000,0.15338183,1.31992069,0.25290181,3.94950942,3.91078071,1.92218382
-4.90145073,7.66473159,0.29962869,0.00000000,0.15178716,1.33166304,0.24957791,3.91948319,3.94108688,1.90009474
-4.89544772,7.63004206,0.29811944,0.00000000,0.15001258,1.34243256,0.24580816,3.88710738,3.97419033,1.87607485
-4.88944472,7.59055057,0.29630097,0.00000000,0.14806745,1.35201263,0.24163235,3.85268622,4.00974173,1.85030362
-4.88344172,7.54625543,0.29418756,0.00000000,0.14595789,1.36015756,0.23708938,3.81643827,4.04718367,1.82294438
-4.87743872,7.49697749,0.29178555,0.00000000,0.14368676,1.36659641,0.23221620,3.77848857,4.08575102,1.79414180
-4.87143572,7.44236432,0.28909318,0.00000000,0.14125382,1.37103886,0.22704704,3.73886667,4.12448085,1.76402134
-4.86543272,7.38190622,0.28610100,0.00000000,0.13865611,1.37318281,0.22161285,3.69751081,4.16223241,1.73269050
-4.85942971,7.31496398,0.28279288,0.00000000,0.13588845,1.37272372,0.21594103,3.65427821,4.19771676,1.70024191
-4.85342671,7.24080705,0.27914756,0.00000000,0.13294416,1.36936526,0.21005541,3.60896083,4.22953544,1.66675798
-4.84742371,7.15866035,0.27514075,0.00000000,0.12981593,1.36283086,0.20397667,3.56130587,4.25622684,1.63231654
-4.84142071,7.06775722,0.27074738,0.00000000,0.12649674,1.35287566,0.19772283,3.51103972,4.27631833,1.59699722
-4.83541771,6.96739557,0.26594428,0.00000000,0.12298078,1.33929826,0.19131011,3.45789393,4.28838206,1.56088790
-4.82941471,6.85699395,0.26071271,0.00000000,0.11926449,1.32195177,0.18475390,3.40163166,4.29109164,1.52409075
-4.82341171,6.73614434,0.25504092,0.00000000,0.11534743,1.30075331,0.17806981,3.34207297,4.28327723,1.48672726
-4.81740870,6.60465827,0.24892635,0.00000000,0.11123303,1.27569180,0.17127473,3.27911727,4.26397614,1.44894197
-4.81140570,6.46260363,0.24237745,0.00000000,0.10692926,1.24683322,0.16438778,3.21276180,4.23247635,1.41090433
-4.80540270,6.31032971,0.23541496,0.00000000,0.10244907,1.21432316,0.15743113,3.14311460,4.18835085,1.37280868
-4.79939970,6.14847891,0.22807265,0.00000000,0.09781055,1.17838648,0.15043062,3.07040162,4.13148081,1.33487218
-4.79339670,5.97798412,0.22039724,0.00000000,0.09303691,1.13932388,0.14341600,2.99496717,4.06206652,1.29733071
-4.78739370,5.80005198,0.21244780,0.00000000,0.08815625,1.09750556,0.13642095,2.91726788,3.98062525,1.26043307
-4.78139070,5.61613260,0.20429437,0.00000000,0.08320104,1.05336222,0.12948278,2.83786064,3.88797641,1.22443389
-4.77538769,5.42787741,0.19601607,0.00000000,0.07820741,1.00737370,0.12264175,2.75738512,3.78521454,1.18958543
-4.76938469,5.23708756,0.18769862,0.00000000,0.07321434,0.96005582,0.11594021,2.67654209,3.67367160,1.15612924
-4.76338169,5.04565541,0.17943158,0.00000000,0.06826267,0.91194598,0.10942147,2.59606884,3.55487049,1.12428783
-4.75737869,4.85550244,0.17130523,0.00000000,0.06339403,0.86358815,0.10312857,2.51671321,3.43047221,1.09425717
-4.75137569,4.66851680,0.16340749,0.00000000,0.05864980,0.81551793,0.09710296,2.43920768,3.30221911,1.06620054
-4.74537269,4.48649367,0.15582076,0.00000000,0.05407009,0.76824827,0.09138321,2.36424503,3.17187719,1.04024386
-4.73936968,4.31108153,0.14861911,0.00000000,0.04969273,0.72225656,0.08600382,2.29245689,3.04118007,1.01647323
-4.73336668,4.14373657,0.14186574,0.00000000,0.04555248,0.67797345,0.08099420,2.22439621,2.91177702,0.99493442
-4.72736368,3.98568760,0.13561091,0.00000000,0.04168030,0.63577391,0.07637790,2.16052432,2.78518749,0.97563456
-4.72136068,3.83791230,0.12989052,0.00000000,0.03810279,0.59597082,0.07217207,2.10120324,2.66276355,0.95854580
-4.71535768,3.70112570,0.12472520,0.00000000,0.03484189,0.55881121,0.06838729,2.04669298,2.54566166,0.94361063
-4.70935468,3.57578054,0.12012011,0.00000000,0.03191467,0.52447520,0.06502762,1.99715382,2.43482437,0.93074835
-4.70335168,3.46207867,0.11606544,0.00000000,0.02933332,0.49307745,0.06209097,1.95265285,2.33097189,0.91986241
-4.69734867,3.35999222,0.11253744,0.00000000,0.02710531,0.46467111,0.05956977,1.91317392,2.23460324,0.91084776
-4.69134567,3.26929244,0.10950005,0.00000000,0.02523368,0.43925363,0.05745177,1.87863016,2.14600592,0.90359792
-4.68534267,3.18958422,0.10690706,0.00000000,0.02371741,0.41677435,0.05572101,1.84887779,2.06527283,0.89801103
-4.67933967,3.12034376,0.10470452,0.00000000,0.02255193,0.39714312,0.05435893,1.82373025,1.99232488,0.89399455
-4.67333667,3.06095717,0.10283350,0.00000000,0.02172961,0.38023974,0.05334541,1.80297167,1.92693758,0.89146825
-4.66733367,3.01075778,0.10123292,0.00000000,0.02124033,0.36592349,0.05265982,1.78636875,1.86876971,0.89036530
-4.66133067,2.96906027,0.09984233,0.00000000,0.02107197,0.35404243,0.05228196,1.77368045,1.81739264,0.89063136
-4.65532766,2.93519001,0.09860465,0.00000000,0.02121101,0.34444206,0.05219287,1.76466510,1.77231852,0.89222182
-4.64932466,2.90850667,0.09746859,0.00000000,0.02164290,0.33697288,0.05237537,1.75908473,1.73302630,0.89509755
-4.64332166,2.88842137,0.09639069,0.00000000,0.02235252,0.33149666,0.05281452,1.75670680,1.69898448,0.89921938
