energy_ev,total_up,Hf_p_up,Hf_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,1.32978046,0.67571213,0.54036833,0.08131260,0.00104693,0.87746848,0.00000000
-5.99399700,1.29033911,0.65319206,0.52458711,0.07883741,0.00101831,0.84739263,0.00000000
-5.98799400,1.25645043,0.63330075,0.51076898,0.07653933,0.00099676,0.82116357,0.00000000
-5.98199100,1.22875527,0.61624650,0.49917618,0.07451237,0.00098249,0.79922493,0.00000000
-5.97598799,1.20771809,0.60215607,0.48999790,0.07284425,0.00097550,0.78190492,0.00000000
-5.96998499,1.19361688,0.59107500,0.48334627,0.07161333,0.00097559,0.76941014,0.00000000
-5.96398199,1.18653913,0.58297063,0.47925515,0.07088589,0.00098237,0.76182307,0.00000000
-5.95797899,1.18638348,0.57773726,0.47768137,0.07071377,0.00099529,0.75910300,0.00000000
-5.95197599,1.19286691,0.57520328,0.47850853,0.07113235,0.00101363,0.76109052,0.00000000
-5.94597299,1.20553701,0.57513981,0.48155287,0.07215914,0.00103655,0.76751496,0.00000000
-5.93996998,1.22378876,0.57727048,0.48657110,0.07379279,0.00106313,0.77800463,0.00000000
-5.93396698,1.24688502,0.58128185,0.49326983,0.07601273,0.00109235,0.79209942,0.00000000
-5.92796398,1.27398008,0.58683413,0.50131605,0.07877938,0.00112317,0.80926520,0.00000000
-5.92196098,1.30414539,0.59357186,0.51034844,0.08203490,0.00115455,0.82890967,0.00000000
-5.91595798,1.33639656,0.60113409,0.51998903,0.08570460,0.00118546,0.85039911,0.00000000
-5.90995498,1.36972095,0.60916389,0.52985474,0.08969880,0.00121492,0.87307552,0.00000000
-5.90395198,1.40310483,0.61731690,0.53956854,0.09391529,0.00124204,0.89627368,0.00000000
-5.89794897,1.43555948,0.62526881,0.54876984,0.09824218,0.00126600,0.91933770,0.00000000
-5.89194597,1.46614550,0.63272159,0.55712377,0.10256108,0.00128613,0.94163658,0.00000000
-5.88594297,1.49399456,0.63940841,0.56432916,0.10675060,0.00130185,0.96257845,0.00000000
-5.87993997,1.51832826,0.64509729,0.57012502,0.11068996,0.00131275,0.98162297,0.00000000
-5.87393697,1.53847343,0.64959337,0.57429540,0.11426265,0.00131853,0.99829189,0.00000000
-5.86793397,1.55387371,0.65274001,0.57667247,0.11735996,0.00131904,1.01217718,0.00000000
-5.86193097,1.56409711,0.65441865,0.57713797,0.11988427,0.00131427,1.02294681,0.00000000
-5.85592796,1.56883955,0.65454761,0.57562295,0.12175204,0.00130432,1.03034808,0.00000000
-5.84992496,1.56792437,0.65308000,0.57210605,0.12289626,0.00128939,1.03420835,0.00000000
-5.84392196,1.56129813,0.65000080,0.56661025,0.12326834,0.00126980,1.03443342,0.00000000
-5.83791896,1.54902302,0.64532333,0.55919866,0.12283939,0.00124592,1.03100373,0.00000000
-5.83191596,1.53126627,0.63908536,0.54996922,0.12160078,0.00121820,1.02396862,0.00000000
-5.82591296,1.50828737,0.63134496,0.53904883,0.11956399,0.00118712,1.01343896,0.00000000
-5.81990995,1.48042353,0.62217637,0.52658718,0.11675982,0.00115317,0.99957878,0.00000000
-5.81390695,1.44807425,0.61166609,0.51275043,0.11323689,0.00111685,0.98259607,0.00000000
-5.80790395,1.41168577,0.59990940,0.49771518,0.10905966,0.00107867,0.96273347,0.00000000
-5.80190095,1.37173595,0.58700739,0.48166282,0.10430589,0.00103909,0.94025922,0.00000000
-5.79589795,1.32872047,0.57306484,0.46477470,0.09906387,0.00099855,0.91545881,0.00000000
-5.78989495,1.28314068,0.55818881,0.44722806,0.09342933,0.00095746,0.88862765,0.00000000
-5.78389195,1.23549365,0.54248821,0.42919291,0.08750240,0.00091618,0.86006521,0.00000000
-5.77788894,1.18626474,0.52607416,0.41083002,0.08138449,0.00087504,0.83007057,0.00000000
-5.77188594,1.13592262,0.50906123,0.39228983,0.07517547,0.00083431,0.79893967,0.00000000
-5.76588294,1.08491686,0.49156929,0.37371236,0.06897109,0.00079425,0.76696405,0.00000000
-5.75987994,1.03367773,0.47372590,0.35522790,0.06286074,0.00075509,0.73443105,0.00000000
-5.75387694,0.98261798,0.45566898,0.33695840,0.05692573,0.00071704,0.70162503,0.00000000
-5.74787394,0.93213597,0.43754946,0.31901927,0.05123792,0.00068028,0.66882954,0.00000000
-5.74187094,0.88261968,0.41953373,0.30152145,0.04585893,0.00064503,0.63632979,0.00000000
-5.73586793,0.83445104,0.40180553,0.28457348,0.04083975,0.00061149,0.60441513,0.00000000
-5.72986493,0.78800990,0.38456707,0.26828340,0.03622078,0.00057987,0.57338117,0.00000000
-5.72386193,0.74367706,0.36803915,0.25276024,0.03203222,0.00055040,0.54353107,0.00000000
-5.71785893,0.70183601,0.35246006,0.23811495,0.02829482,0.00052335,0.51517569,0.00000000
-5.71185593,0.66287287,0.33808320,0.22446069,0.02502080,0.00049898,0.48863240,0.00000000
