energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,1.64566018,0.07069375,0.00000000,0.26372129,0.56776579,0.03761537,0.27967463
-5.99399700,1.66159251,0.07288837,0.00000000,0.26612760,0.56612265,0.03797354,0.27662569
-5.98799400,1.67559325,0.07506120,0.00000000,0.26836604,0.56335809,0.03834800,0.27340544
-5.98199100,1.68780444,0.07720603,0.00000000,0.27047914,0.55959411,0.03875858,0.27008862
-5.97598799,1.69851574,0.07931980,0.00000000,0.27252717,0.55502528,0.03923198,0.26678482
-5.96998499,1.70816181,0.08140239,0.00000000,0.27458707,0.54991808,0.03980167,0.26363812
-5.96398199,1.71731322,0.08345622,0.00000000,0.27675065,0.54460755,0.04050762,0.26082540
-5.95797899,1.72666087,0.08548559,0.00000000,0.27912191,0.53949122,0.04139563,0.25855331
-5.95197599,1.73699433,0.08749591,0.00000000,0.28181365,0.53502034,0.04251646,0.25705384
-5.94597299,1.74917464,0.08949273,0.00000000,0.28494337,0.53168870,0.04392460,0.25657875
-5.93996998,1.76410251,0.09148073,0.00000000,0.28862855,0.53001930,0.04567674,0.25739280
-5.93396698,1.78268319,0.09346258,0.00000000,0.29298168,0.53054914,0.04782999,0.25976609
-5.92796398,1.80578923,0.09543798,0.00000000,0.29810495,0.53381288,0.05043990,0.26396562
-5.92196098,1.83422293,0.09740265,0.00000000,0.30408511,0.54032551,0.05355822,0.27024638
-5.91595798,1.86867980,0.09934758,0.00000000,0.31098845,0.55056498,0.05723064,0.27884222
-5.90995498,1.90971476,0.10125851,0.00000000,0.31885644,0.56495506,0.06149447,0.28995677
-5.90395198,1.95771260,0.10311568,0.00000000,0.32770198,0.58384927,0.06637632,0.30375469
-5.89794897,2.01286394,0.10489390,0.00000000,0.33750658,0.60751629,0.07189006,0.32035365
-5.89194597,2.07514790,0.10656293,0.00000000,0.34821869,0.63612753,0.07803489,0.33981717
-5.88594297,2.14432214,0.10808829,0.00000000,0.35975310,0.66974720,0.08479391,0.36214882
-5.87993997,2.21992097,0.10943224,0.00000000,0.37199167,0.70832544,0.09213303,0.38728778
-5.87393697,2.30126155,0.11055513,0.00000000,0.38478532,0.75169478,0.10000046,0.41510623
-5.86793397,2.38745804,0.11141694,0.00000000,0.39795718,0.79957009,0.10832680,0.44540853
-5.86193097,2.47744310,0.11197886,0.00000000,0.41130690,0.85155219,0.11702576,0.47793247
-5.85592796,2.56999607,0.11220503,0.00000000,0.42461582,0.90713503,0.12599557,0.51235255
-5.84992496,2.66377644,0.11206409,0.00000000,0.43765302,0.96571631,0.13512100,0.54828525
-5.84392196,2.75736157,0.11153073,0.00000000,0.45018178,1.02661108,0.14427598,0.58529627
-5.83791896,2.84928692,0.11058695,0.00000000,0.46196640,1.08906812,0.15332684,0.62290953
-5.83191596,2.93808740,0.10922301,0.00000000,0.47277902,1.15228818,0.16213581,0.66061756
-5.82591296,3.02233807,0.10743815,0.00000000,0.48240616,1.21544372,0.17056497,0.69789318
-5.81990995,3.10069277,0.10524083,0.00000000,0.49065486,1.27769929,0.17848020,0.73420185
-5.81390695,3.17191926,0.10264872,0.00000000,0.49735805,1.33823168,0.18575515,0.76901441
-5.80790395,3.23492958,0.09968829,0.00000000,0.50237907,1.39624928,0.19227501,0.80181971
-5.80190095,3.28880466,0.09639404,0.00000000,0.50561519,1.45100973,0.19793981,0.83213674
-5.79589795,3.33281262,0.09280752,0.00000000,0.50699995,1.50183549,0.20266727,0.85952572
-5.78989495,3.36642014,0.08897612,0.00000000,0.50650435,1.54812650,0.20639493,0.88359784
-5.78389195,3.38929716,0.08495170,0.00000000,0.50413693,1.58936987,0.20908155,0.90402340
-5.77788894,3.40131488,0.08078915,0.00000000,0.49994264,1.62514635,0.21070767,0.92053796
