energy_ev,total_up,Cu_p_up,Cu_d_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up
-6.00000000,2.69626942,0.76332959,0.54692685,0.00453621,0.00000000,0.48265440,1.33315653
-5.99399700,2.69297636,0.76647498,0.55163460,0.00470051,0.00000000,0.45867510,1.35142309
-5.98799400,2.68658934,0.76935439,0.55589901,0.00486360,0.00000000,0.43306863,1.36900621
-5.98199100,2.67690472,0.77179496,0.55958854,0.00502251,0.00000000,0.40622965,1.38544345
-5.97598799,2.66361085,0.77357997,0.56254515,0.00517399,0.00000000,0.37855725,1.40020001
-5.96998499,2.64630244,0.77445719,0.56458994,0.00531459,0.00000000,0.35044460,1.41268668
-5.96398199,2.62450170,0.77414940,0.56553010,0.00544082,0.00000000,0.32226925,1.42228158
-5.95797899,2.59768518,0.77236653,0.56516715,0.00554920,0.00000000,0.29438448,1.42835463
-5.95197599,2.56531497,0.76881892,0.56330588,0.00563643,0.00000000,0.26711203,1.43029377
-5.94597299,2.52687254,0.76323105,0.55976363,0.00569949,0.00000000,0.24073619,1.42753147
-5.93996998,2.48189341,0.75535504,0.55437945,0.00573575,0.00000000,0.21549969,1.41957049
-5.93396698,2.43000055,0.74498316,0.54702259,0.00574309,0.00000000,0.19160115,1.40600733
-5.92796398,2.37093470,0.73195896,0.53760000,0.00571997,0.00000000,0.16919426,1.38655231
-5.92196098,2.30457982,0.71618610,0.52606227,0.00566549,0.00000000,0.14838840,1.36104525
-5.91595798,2.23098216,0.69763476,0.51240783,0.00557947,0.00000000,0.12925066,1.32946588
-5.90995498,2.15036193,0.67634513,0.49668511,0.00546242,0.00000000,0.11180898,1.29193860
-5.90395198,2.06311685,0.65242790,0.47899259,0.00531556,0.00000000,0.09605614,1.24873122
-5.89794897,1.96981744,0.62606171,0.45947675,0.00514075,0.00000000,0.08195443,1.20024789
-5.89194597,1.87119439,0.59748787,0.43832799,0.00494047,0.00000000,0.06944068,1.14701666
-5.88594297,1.76811872,0.56700246,0.41577481,0.00471770,0.00000000,0.05843132,1.08967230
-5.87993997,1.66157586,0.53494644,0.39207660,0.00447585,0.00000000,0.04882753,1.02893531
-5.87393697,1.55263525,0.50169423,0.36751525,0.00421864,0.00000000,0.04051996,0.96558830
-5.86793397,1.44241688,0.46764131,0.34238623,0.00394995,0.00000000,0.03339316,0.90045071
-5.86193097,1.33205664,0.43319153,0.31698942,0.00367376,0.00000000,0.02732940,0.83435340
-5.85592796,1.22267227,0.39874470,0.29162022,0.00339400,0.00000000,0.02221200,0.76811386
-5.84992496,1.11533129,0.36468496,0.26656121,0.00311445,0.00000000,0.01792802,0.70251343
-5.84392196,1.01102243,0.33137046,0.24207482,0.00283863,0.00000000,0.01437036,0.63827722
