energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-2.86643322,1.02578931,0.00021983,0.03620067,0.15553392,0.72533444,0.00572363,0.14972074,0.31736227,0.10307502
-2.86043022,1.12157478,0.00023853,0.03844899,0.17020010,0.79056545,0.00622442,0.16293791,0.35144094,0.11448274
-2.85442721,1.22178936,0.00025798,0.04061177,0.18552812,0.85841680,0.00673831,0.17668616,0.38781162,0.12671262
-2.84842421,1.32613304,0.00027811,0.04266339,0.20146161,0.92867454,0.00726223,0.19090524,0.42642212,0.13975090
-2.84242121,1.43424441,0.00029886,0.04458072,0.21793440,1.00109514,0.00779282,0.20553101,0.46717651,0.15356953
-2.83641821,1.54569301,0.00032014,0.04634371,0.23486962,1.07540233,0.00832638,0.22049494,0.50992859,0.16812398
-2.83041521,1.65997185,0.00034184,0.04793592,0.25217887,1.15128358,0.00885895,0.23572352,0.55447595,0.18335126
-2.82441221,1.77649051,0.00036385,0.04934487,0.26976150,1.22838646,0.00938624,0.25113774,0.60055499,0.19916827
-2.81840920,1.89456956,0.00038599,0.05056231,0.28750406,1.30631534,0.00990368,0.26665252,0.64783742,0.21547073
-2.81240620,2.01343720,0.00040809,0.05158426,0.30528008,1.38462875,0.01040644,0.28217629,0.69592876,0.23213266
-2.80640320,2.13222874,0.00042995,0.05241097,0.32295029,1.46283806,0.01088946,0.29761080,0.74436917,0.24900673
-2.80040020,2.24998973,0.00045134,0.05304667,0.34036325,1.54040766,0.01134747,0.31285108,0.79263699,0.26592544
-2.79439720,2.36568337,0.00047202,0.05349920,0.35735670,1.61675731,0.01177506,0.32778582,0.84015533,0.28270332
-2.78839420,2.47820253,0.00049171,0.05377957,0.37375940,1.69126678,0.01216676,0.34229808,0.88630165,0.29914004
-2.78239120,2.58638648,0.00051015,0.05390134,0.38939375,1.76328307,0.01251714,0.35626641,0.93042041,0.31502461
-2.77638819,2.68904242,0.00052707,0.05388000,0.40407898,1.83213009,0.01282090,0.36956642,0.97183856,0.33014031
-2.77038519,2.78497094,0.00054221,0.05373230,0.41763491,1.89712078,0.01307303,0.38207271,1.00988331,0.34427054
-2.76438219,2.87299505,0.00055533,0.05347559,0.42988621,1.95757114,0.01326891,0.39366121,1.04390180,0.35720508
-2.75837919,2.95199143,0.00056621,0.05312712,0.44066694,2.01281583,0.01340452,0.40421166,1.07328176,0.36874679
-2.75237619,3.02092263,0.00057468,0.05270352,0.44982523,2.06222451,0.01347654,0.41361041,1.09747247,0.37871827
-2.74637319,3.07886896,0.00058065,0.05222022,0.45722781,2.10521827,0.01348252,0.42175311,1.11600497,0.38696840
-2.74037019,3.12505827,0.00058405,0.05169104,0.46276436,2.14128531,0.01342100,0.42854735,1.12851061,0.39337827
-2.73436718,3.15889240,0.00058493,0.05112785,0.46635120,2.16999506,0.01329166,0.43391506,1.13473713,0.39786634
-2.72836418,3.17996880,0.00058339,0.05054036,0.46793437,2.19101011,0.01309534,0.43779453,1.13456136,0.40039260
-2.72236118,3.18809628,0.00057963,0.04993595,0.46749172,2.20409527,0.01283415,0.44014199,1.12799787,0.40096141
-2.71635818,3.18330407,0.00057396,0.04931973,0.46503412,2.20912336,0.01251144,0.44093261,1.11520312,0.39962301
-2.71035518,3.16584381,0.00056678,0.04869453,0.46060546,2.20607766,0.01213181,0.44016096,1.09647488,0.39647357
-2.70435218,3.13618432,0.00055856,0.04806116,0.45428170,2.19505073,0.01170100,0.43784085,1.07224671,0.39165371
-2.69834917,3.09499955,0.00054988,0.04741860,0.44616876,2.17624015,0.01122579,0.43400465,1.04307786,0.38534561
-2.69234617,3.04315040,0.00054141,0.04676434,0.43639964,2.14994128,0.01071385,0.42870214,1.00963885,0.37776886
-2.68634317,2.98166121,0.00053386,0.04609471,0.42513057,2.11653775,0.01017356,0.42199894,0.97269341,0.36917509
-2.68034017,2.91169235,0.00052802,0.04540536,0.41253672,2.07649016,0.00961379,0.41397466,0.93307740,0.35984170
-2.67433717,2.83450989,0.00052470,0.04469158,0.39880747,2.03032380,0.00904372,0.40472091,0.89167572,0.35006489
-2.66833417,2.75145386,0.00052475,0.04394884,0.38414147,1.97861597,0.00847255,0.39433924,0.84939796,0.34015217
-2.66233117,2.66390627,0.00052900,0.04317312,0.36874180,1.92198337,0.00790931,0.38293911,0.80715368,0.33041471
-2.65632816,2.57326002,0.00053825,0.04236140,0.35281125,1.86107029,0.00736263,0.37063598,0.76582844,0.32115965
-2.65032516,2.48088963,0.00055326,0.04151194,0.33654812,1.79653765,0.00684056,0.35754963,0.72626098,0.31268264
-2.64432216,2.38812441,0.00057471,0.04062465,0.32014239,1.72905336,0.00635037,0.34380259,0.68922268,0.30526075
-2.63831916,2.29622471,0.00060317,0.03970131,0.30377254,1.65928378,0.00589844,0.32951888,0.65539945,0.29914598
-2.63231616,2.20636141,0.00063909,0.03874576,0.28760300,1.58788642,0.00549010,0.31482281,0.62537685,0.29455944
-2.62631316,2.11959873,0.00068277,0.03776393,0.27178220,1.51550366,0.00512962,0.29983803,0.59962845,0.29168626
-2.62031016,2.03688034,0.00073432,0.03676389,0.25644128,1.44275717,0.00482013,0.28468662,0.57850775,0.29067148
-2.61430715,1.95901862,0.00079368,0.03575573,0.24169335,1.37024289,0.00456362,0.26948820,0.56224369,0.29161678
-2.60830415,1.88668691,0.00086056,0.03475134,0.22763319,1.29852627,0.00436097,0.25435906,0.55093968,0.29457828
-2.60230115,1.82041441,0.00093449,0.03376417,0.21433747,1.22813765,0.00421204,0.23941124,0.54457590,0.29956534
-2.59629815,1.76058383,0.00101473,0.03280886,0.20186525,1.15956764,0.00411569,0.22475150,0.54301488,0.30654043
-2.59029515,1.70743144,0.00110038,0.03190078,0.19025877,1.09326249,0.00406993,0.21048030,0.54600989,0.31542012
-2.58429215,1.66104954,0.00119031,0.03105560,0.17954448,1.02961949,0.00407202,0.19669060,0.55321588,0.32607718
-2.57828914,1.62139144,0.00128319,0.03028877,0.16973419,0.96898263,0.00411857,0.18346676,0.56420264,0.33834373
-2.57228614,1.58827872,0.00137755,0.02961499,0.16082639,0.91163873,0.00420572,0.17088337,0.57846980,0.35201542
-2.56628314,1.56141102,0.00147179,0.02904767,0.15280759,0.85781414,0.00432922,0.15900420,0.59546308,0.36685665
-2.56028014,1.54037806,0.00156422,0.02859847,0.14565378,0.80767255,0.00448455,0.14788133,0.61459163,0.38260661
-2.55427714,1.52467396,0.00165308,0.02827679,0.13933189,0.76131383,0.00466709,0.13755438,0.63524572,0.39898606
-2.54827414,1.51371355,0.00173666,0.02808940,0.13380131,0.71877441,0.00487217,0.12805008,0.65681440,0.41570468
-2.54227114,1.50685045,0.00181326,0.02804010,0.12901538,0.68002906,0.00509521,0.11938213,0.67870274,0.43246875
-2.53626813,1.50339632,0.00188131,0.02812942,0.12492292,0.64499427,0.00533177,0.11155130,0.70034801,0.44898903
-2.53026513,1.50264108,0.00193939,0.02835451,0.12146968,0.61353314,0.00557762,0.10454595,0.72123447,0.46498844
-2.52426213,1.50387332,0.00198628,0.02870905,0.11859980,0.58546163,0.00582882,0.09834280,0.74090632,0.48020951
-2.51825913,1.50640031,0.00202099,0.02918327,0.11625717,0.56055600,0.00608175,0.09290804,0.75897853,0.49442122
-2.51225613,1.50956718,0.00204284,0.02976413,0.11438673,0.53856118,0.00633310,0.08819866,0.77514523,0.50742506
-2.50625313,1.51277460,0.00205140,0.03043554,0.11293563,0.51919968,0.00657998,0.08416399,0.78918556,0.51906021
-2.50025013,1.51549440,0.00204657,0.03117874,0.11185430,0.50218086,0.00681982,0.08074743,0.80096684,0.52920764
-2.49424712,1.51728292,0.00202858,0.03197272,0.11109738,0.48721006,0.00705045,0.07788825,0.81044518,0.53779306
-2.48824412,1.51779161,0.00199793,0.03279480,0.11062447,0.47399746,0.00727010,0.07552335,0.81766366,0.54478874
-2.48224112,1.51677486,0.00195544,0.03362122,0.11040077,0.46226618,0.00747732,0.07358912,0.82274815,0.55021411
-2.47623812,1.51409481,0.00190215,0.03442781,0.11039756,0.45175964,0.00767107,0.07202314,0.82590133,0.55413524
-2.47023512,1.50972337,0.00183936,0.03519077,0.11059247,0.44224774,0.00785063,0.07076573,0.82739498,0.55666333
-2.46423212,1.50374138,0.00176850,0.03588730,0.11096966,0.43353192,0.00801563,0.06976142,0.82756107,0.55795213
-2.45822911,1.49633513,0.00169116,0.03649643,0.11151980,0.42544893,0.00816603,0.06896010,0.82678195,0.55819460
-2.45222611,1.48779052,0.00160899,0.03699968,0.11223992,0.41787332,0.00830211,0.06831803,0.82547992,0.55761877
-2.44622311,1.47848492,0.00152366,0.03738167,0.11313305,0.41071859,0.00842443,0.06779861,0.82410664,0.55648287
-2.44022011,1.46887707,0.00143684,0.03763072,0.11420781,0.40393721,0.00853382,0.06737279,0.82313243,0.55507001
-2.43421711,1.45949516,0.00135009,0.03773928,0.11547773,0.39751938,0.00863134,0.06701938,0.82303577,0.55368228
-2.42821411,1.45092340,0.00126490,0.03770423,0.11696048,0.39149084,0.00871827,0.06672496,0.82429310,0.55263438
-2.42221111,1.44378714,0.00118258,0.03752704,0.11867693,0.38590976,0.00879603,0.06648365,0.82736901,0.55224696
-2.41620810,1.43873696,0.00110431,0.03721382,0.12065009,0.38086283,0.00886614,0.06629660,0.83270678,0.55283965
-2.41020510,1.43643182,0.00103105,0.03677512,0.12290390,0.37646083,0.00893017,0.06617131,0.84071937,0.55472376
-2.40420210,1.43752163,0.00096361,0.03622570,0.12546196,0.37283374,0.00898968,0.06612080,0.85178088,0.55819501
-2.39819910,1.44262960,0.00090258,0.03558398,0.12834617,0.37012560,0.00904610,0.06616258,0.86621834,0.56352613
-2.39219610,1.45233475,0.00084840,0.03487159,0.13157539,0.36848931,0.00910074,0.06631757,0.88430411,0.57095961
-2.38619310,1.46715491,0.00080135,0.03411259,0.13516408,0.36808151,0.00915466,0.06660897,0.90624870,0.58070084
-2.38019010,1.48753078,0.00076157,0.03333277,0.13912106,0.36905772,0.00920863,0.06706112,0.93219433,0.59291161
-2.37418709,1.51381153,0.00072909,0.03255885,0.14344844,0.37156778,0.00926310,0.06769831,0.96220926,0.60770440
-2.36818409,1.54624228,0.00070389,0.03181764,0.14814068,0.37575188,0.00931812,0.06854376,0.99628305,0.62513756
-2.36218109,1.58495394,0.00068591,0.03113528,0.15318392,0.38173695,0.00937335,0.06961860,1.03432308,0.64521157
-2.35617809,1.62995586,0.00067505,0.03053643,0.15855564,0.38963379,0.00942806,0.07094105,1.07615233,0.66786655
-2.35017509,1.68113135,0.00067129,0.03004361,0.16422451,0.39953461,0.00948111,0.07252565,1.12150878,0.69298129
-2.34417209,1.73823632,0.00067462,0.02967659,0.17015070,0.41151112,0.00953099,0.07438275,1.17004646,0.72037364
-2.33816908,1.80090111,0.00068514,0.02945185,0.17628637,0.42561306,0.00957589,0.07651799,1.22133840,0.74980263
-2.33216608,1.86863527,0.00070301,0.02938220,0.18257654,0.44186698,0.00961376,0.07893210,1.27488134,0.78097192
-2.32616308,1.94083505,0.00072853,0.02947647,0.18896010,0.46027523,0.00964234,0.08162068,1.33010241,0.81353488
-2.32016008,2.01679344,0.00076207,0.02973932,0.19537114,0.48081502,0.00965931,0.08457416,1.38636752,0.84710084
-2.31415708,2.09571204,0.00080410,0.03017115,0.20174029,0.50343739,0.00966233,0.08777787,1.44299144,0.88124256
-2.30815408,2.17671459,0.00085519,0.03076816,0.20799619,0.52806601,0.00964912,0.09121212,1.49924924,0.91550451
-2.30215108,2.25886143,0.00091593,0.03152236,0.21406693,0.55459586,0.00961758,0.09485234,1.55438899,0.94941183
-2.29614807,2.34116461,0.00098694,0.03242184,0.21988142,0.58289160,0.00956585,0.09866933,1.60764522,0.98247969
-2.29014507,2.42260311,0.00106883,0.03345098,0.22537066,0.61278591,0.00949235,0.10262942,1.65825300,1.01422269
-2.28414207,2.50213799,0.00116212,0.03459078,0.23046881,0.64407772,0.00939586,0.10669479,1.70546215,1.04416420
-2.27813907,2.57872703,0.00126723,0.03581922,0.23511409,0.67653063,0.00927556,0.11082363,1.74855137,1.07184529
-2.27213607,2.65133890,0.00138438,0.03711171,0.23924951,0.70987172,0.00913102,0.11497059,1.78684187,1.09683316
-2.26613307,2.71896679,0.00151360,0.03844155,0.24282334,0.74379090,0.00896224,0.11908702,1.81971018,1.11872881
-2.26013007,2.78064134,0.00165462,0.03978046,0.24578947,0.77794121,0.00876962,0.12312149,1.84660001,1.13717394
-2.25412706,2.83544319,0.00180689,0.04109913,0.24810759,0.81194028,0.00855396,0.12702029,1.86703275,1.15185689
-2.24812406,2.88251509,0.00196948,0.04236785,0.24974325,0.84537305,0.00831642,0.13072805,1.88061648,1.16251766
-2.24212106,2.92107358,0.00214112,0.04355705,0.25066792,0.87779622,0.00805847,0.13418851,1.88705327,1.16895185
-2.23611806,2.95042047,0.00232016,0.04463805,0.25085897,0.90874412,0.00778188,0.13734540,1.88614471,1.17101364
-2.23011506,2.96995389,0.00250457,0.04558358,0.25029969,0.93773647,0.00748865,0.14014340,1.87779543,1.16861766
-2.22411206,2.97917885,0.00269198,0.04636850,0.24897931,0.96428752,0.00718096,0.14252926,1.86201463,1.16173982
-2.21810905,2.97771716,0.00287973,0.04697035,0.24689315,0.98791667,0.00686114,0.14445296,1.83891551,1.15041711
-2.21210605,2.96531623,0.00306487,0.04736991,0.24404278,1.00816013,0.00653160,0.14586893,1.80871263,1.13474626
-2.20610305,2.94185662,0.00324429,0.04755169,0.24043618,1.02458322,0.00619481,0.14673725,1.77171721,1.11488141
-2.20010005,2.90735767,0.00341478,0.04750433,0.23608806,1.03679291,0.00585322,0.14702486,1.72833044,1.09103074
-2.19409705,2.86198101,0.00357310,0.04722087,0.23102004,1.04445007,0.00550927,0.14670658,1.67903491,1.06345203
-2.18809405,2.80603136,0.00371610,0.04669896,0.22526084,1.04728079,0.00516534,0.14576607,1.62438443,1.03244737
-2.18209105,2.73995443,0.00384082,0.04594089,0.21884642,1.04508633,0.00482370,0.14419650,1.56499231,0.99835698
-2.17608804,2.66433158,0.00394456,0.04495353,0.21181997,1.03775123,0.00448651,0.14200108,1.50151861,0.96155226
-2.17008504,2.57987123,0.00402499,0.04374810,0.20423169,1.02524900,0.00415578,0.13919326,1.43465644,0.92242838
-2.16408204,2.48739696,0.00408025,0.04233984,0.19613849,1.00764528,0.00383336,0.13579658,1.36511789,0.88139633
-2.15807904,2.38783260,0.00410896,0.04074757,0.18760337,0.98509804,0.00352091,0.13184438,1.29361991,0.83887499
-2.15207604,2.28218464,0.00411032,0.03899315,0.17869473,0.95785489,0.00321993,0.12737905,1.22087052,0.79528303
-2.14607304,2.17152242,0.00408411,0.03710083,0.16948533,0.92624751,0.00293170,0.12245107,1.14755584,0.75103129
-2.14007004,2.05695678,0.00403069,0.03509660,0.16005118,0.89068341,0.00265727,0.11711790,1.07432816,0.70651557
-2.13406703,1.93961784,0.00395101,0.03300750,0.15047027,0.85163531,0.00239752,0.11144249,1.00179560,0.66211015
-2.12806403,1.82063267,0.00384658,0.03086088,0.14082119,0.80962853,0.00215309,0.10549185,0.93051342,0.61816224
-2.12206103,1.70110361,0.00371939,0.02868377,0.13118165,0.76522708,0.00192443,0.09933535,0.86097725,0.57498747
-2.11605803,1.58208792,0.00357183,0.02650222,0.12162711,0.71901876,0.00171178,0.09304317,0.79361839,0.53286649
-2.11005503,1.46457937,0.00340666,0.02434077,0.11222937,0.67160008,0.00151520,0.08668464,0.72880113,0.49204276
-2.10405203,1.34949248,0.00322688,0.02222193,0.10305530,0.62356142,0.00133455,0.08032677,0.66682206,0.45272148
-2.09804902,1.23764952,0.00303566,0.02016584,0.09416574,0.57547306,0.00116955,0.07403286,0.60791122,0.41506963
-2.09204602,1.12977080,0.00283622,0.01819000,0.08561459,0.52787262,0.00101977,0.06786134,0.55223485,0.37921701
-2.08604302,1.02646817,0.00263173,0.01630905,0.07744805,0.48125410,0.00088464,0.06186480,0.49989957,0.34525808
-2.08004002,0.92824186,0.00242528,0.01453474,0.06970419,0.43605908,0.00076352,0.05608923,0.45095757,0.31325455
-2.07403702,0.83548039,0.00221976,0.01287596,0.06241270,0.39267007,0.00065567,0.05057354,0.40541254,0.28323843
-2.06803402,0.74846329,0.00201778,0.01133884,0.05559488,0.35140622,0.00056028,0.04534933,0.36322617,0.25521538
-2.06203102,0.66736637,0.00182168,0.00992696,0.04926387,0.31252125,0.00047653,0.04044080,0.32432464,0.22916835
-2.05602801,0.59226903,0.00163345,0.00864158,0.04342504,0.27620361,0.00040358,0.03586501,0.28860521,0.20506104
-2.05002501,0.52316324,0.00145473,0.00748199,0.03807661,0.24257858,0.00034060,0.03163222,0.25594233,0.18284140
-2.04402201,0.45996370,0.00128679,0.00644580,0.03321033,0.21171208,0.00028681,0.02774639,0.22619340,0.16244486
-2.03801901,0.40251872,0.00113056,0.00552937,0.02881233,0.18361583,0.00024146,0.02420588,0.19920386,0.14379723
-2.03201601,0.35062150,0.00098661,0.00472812,0.02486398,0.15825365,0.00020388,0.02100414,0.17481173,0.12681733
-2.02601301,0.30402139,0.00085522,0.00403694,0.02134279,0.13554842,0.00017352,0.01813055,0.15285137,0.11141931
-2.02001001,0.26243482,0.00073639,0.00345053,0.01822336,0.11538945,0.00014992,0.01557119,0.13315664,0.09751457
-2.01400700,0.22555569,0.00062986,0.00296380,0.01547822,0.09763998,0.00013275,0.01330971,0.11556345,0.08501344
-2.00800400,0.19306505,0.00053521,0.00257210,0.01307867,0.08214448,0.00012184,0.01132809,0.09991176,0.07382659
-2.00200100,0.16463990,0.00045184,0.00227157,0.01099552,0.06873559,0.00011719,0.00960740,0.08604711,0.06386622
-1.99599800,0.13996110,0.00037903,0.00205940,0.00919980,0.05724051,0.00011898,0.00812850,0.07382180,0.05504711
-1.98999500,0.11872028,0.00031599,0.00193400,0.00766329,0.04748669,0.00012760,0.00687265,0.06309569,0.04728752
-1.98399200,0.10062587,0.00026188,0.00189521,0.00635906,0.03930687,0.00014366,0.00582211,0.05373691,0.04051001
-1.97798899,0.08540817,0.00021586,0.00194443,0.00526181,0.03254322,0.00016802,0.00496054,0.04562229,0.03464225
-1.97198599,0.07282357,0.00017708,0.00208471,0.00434823,0.02705085,0.00020181,0.00427348,0.03863771,0.02961773
-1.96598299,0.06265800,0.00014475,0.00232075,0.00359721,0.02270046,0.00024643,0.00374864,0.03267839,0.02537653
-1.95997999,0.05472962,0.00011810,0.00265893,0.00298997,0.01938043,0.00030356,0.00337615,0.02764912,0.02186598
-1.95397699,0.04889074,0.00009644,0.00310722,0.00251018,0.01699819,0.00037522,0.00314878,0.02346441,0.01904133
-1.94797399,0.04502918,0.00007915,0.00367504,0.00214398,0.01548107,0.00046373,0.00306205,0.02004860,0.01686638
-1.94197099,0.04306892,0.00006568,0.00437309,0.00187998,0.01477668,0.00057172,0.00311428,0.01733594,0.01531400
-1.93596798,0.04297007,0.00005555,0.00521305,0.00170916,0.01485279,0.00070212,0.00330660,0.01527056,0.01436654
-1.92996498,0.04472823,0.00004837,0.00620733,0.00162484,0.01569687,0.00085817,0.00364289,0.01380632,0.01401609
-1.92396198,0.04837305,0.00004383,0.00736862,0.00162250,0.01731515,0.00104337,0.00412963,0.01290664,0.01426456
-1.91795898,0.05396610,0.00004166,0.00870952,0.00169971,0.01973147,0.00126141,0.00477571,0.01254404,0.01512350
-1.91195598,0.06159788,0.00004168,0.01024202,0.00185586,0.02298558,0.00151617,0.00559214,0.01269966,0.01661367
-1.90595298,0.07138391,0.00004375,0.01197702,0.00209204,0.02713119,0.00181159,0.00659171,0.01336249,0.01876427
-1.89994997,0.08345992,0.00004780,0.01392376,0.00241079,0.03223360,0.00215164,0.00778853,0.01452851,0.02161182
-1.89394697,0.09797608,0.00005379,0.01608932,0.00281587,0.03836691,0.00254013,0.00919752,0.01619955,0.02519871
-1.88794397,0.11509027,0.00006171,0.01847810,0.00331194,0.04561085,0.00298068,0.01083377,0.01838198,0.02957129
-1.88194097,0.13496040,0.00007157,0.02109134,0.00390434,0.05404725,0.00347649,0.01271192,0.02108523,0.03477766
-1.87593797,0.15773600,0.00008342,0.02392673,0.00459876,0.06375610,0.00403027,0.01484533,0.02432017,0.04086504
-1.86993497,0.18354913,0.00009729,0.02697808,0.00540088,0.07481143,0.00464405,0.01724532,0.02809727,0.04787684
-1.86393197,0.21250486,0.00011323,0.03023516,0.00631611,0.08727692,0.00531901,0.01992030,0.03242476,0.05584957
-1.85792896,0.24467178,0.00013126,0.03368360,0.00734923,0.10120155,0.00605536,0.02287494,0.03730674,0.06480947
-1.85192596,0.28007262,0.00015140,0.03730503,0.00850412,0.11661532,0.00685218,0.02610934,0.04274129,0.07476924
-1.84592296,0.31867572,0.00017363,0.04107729,0.00978347,0.13352529,0.00770731,0.02961827,0.04871874,0.08572482
-1.83991996,0.36038764,0.00019790,0.04497490,0.01118860,0.15191222,0.00861724,0.03339052,0.05522013,0.09765245
-1.83391696,0.40504744,0.00022414,0.04896962,0.01271933,0.17172791,0.00957707,0.03740843,0.06221596,0.11050629
-1.82791396,0.45242312,0.00025223,0.05303121,0.01437389,0.19289362,0.01058048,0.04164755,0.06966527,0.12421648
-1.82191096,0.50221073,0.00028202,0.05712827,0.01614901,0.21529960,0.01161976,0.04607659,0.07751528,0.13868823
-1.81590795,0.55403647,0.00031334,0.06122928,0.01804009,0.23880617,0.01268590,0.05065762,0.08570148,0.15380168
-1.80990495,0.60746202,0.00034598,0.06530358,0.02004146,0.26324621,0.01376872,0.05534658,0.09414832,0.16941295
-1.80390195,0.66199341,0.00037972,0.06932254,0.02214684,0.28842931,0.01485704,0.06009407,0.10277055,0.18535630
-1.79789895,0.71709316,0.00041436,0.07326055,0.02434981,0.31414745,0.01593899,0.06484650,0.11147514,0.20144752
-1.79189595,0.77219575,0.00044971,0.07709609,0.02664452,0.34018223,0.01700219,0.06954749,0.12016382,0.21748845
-1.78589295,0.82672578,0.00048564,0.08081263,0.02902632,0.36631324,0.01803420,0.07413952,0.12873610,0.23327258
-1.77988994,0.88011839,0.00052208,0.08439940,0.03149255,0.39232752,0.01902277,0.07856588,0.13709281,0.24859157
-1.77388694,0.93184105,0.00055908,0.08785197,0.03404329,0.41802940,0.01995629,0.08277268,0.14513987,0.26324245
-1.76788394,0.98141591,0.00059684,0.09117261,0.03668205,0.44325063,0.02082410,0.08671094,0.15279225,0.27703524
-1.76188094,1.02844149,0.00063574,0.09437041,0.03941637,0.46785984,0.02161688,0.09033873,0.15997790,0.28980060
-1.75587794,1.07261279,0.00067637,0.09746115,0.04225833,0.49177122,0.02232696,0.09362308,0.16664150,0.30139727
-1.74987494,1.11373862,0.00071962,0.10046686,0.04522474,0.51495149,0.02294862,0.09654178,0.17274774,0.31171888
-1.74387194,1.15175508,0.00076666,0.10341517,0.04833722,0.53742491,0.02347826,0.09908481,0.17828413,0.32069968
-1.73786893,1.18673438,0.00081905,0.10633834,0.05162192,0.55927579,0.02391457,0.10125539,0.18326299,0.32831900
-1.73186593,1.21888814,0.00087871,0.10927215,0.05510900,0.58064820,0.02425859,0.10307057,0.18772256,0.33460413
-1.72586293,1.24856488,0.00094804,0.11225455,0.05883177,0.60174271,0.02451368,0.10456129,0.19172717,0.33963134
-1.71985993,1.27624130,0.00102986,0.11532409,0.06282558,0.62281011,0.02468539,0.10577194,0.19536632,0.34352491
-1.71385693,1.30250759,0.00112751,0.11851841,0.06712645,0.64414222,0.02478131,0.10675931,0.19875279,0.34645426
-1.70785393,1.32804720,0.00124484,0.12187254,0.07176953,0.66606025,0.02481074,0.10759103,0.20201962,0.34862907
-1.70185093,1.35361178,0.00138621,0.12541726,0.07678737,0.68890090,0.02478437,0.10834358,0.20531629,0.35029264
-1.69584792,1.37999217,0.00155646,0.12917757,0.08220819,0.71300109,0.02471391,0.10909985,0.20880404,0.35171366
-1.68984492,1.40798691,0.00176092,0.13317122,0.08805418,0.73868188,0.02461163,0.10994632,0.21265057,0.35317678
-1.68384192,1.43836935,0.00200531,0.13740751,0.09433993,0.76623229,0.02448991,0.11097018,0.21702435,0.35497235
-1.67783892,1.47185503,0.00229573,0.14188625,0.10107105,0.79589403,0.02436084,0.11225618,0.22208868,0.35738563
-1.67183592,1.50907061,0.00263847,0.14659706,0.10824314,0.82784761,0.02423576,0.11388367,0.22799578,0.36068604
-1.66583292,1.55052583,0.00303995,0.15151898,0.11584106,0.86220080,0.02412486,0.11592359,0.23488113,0.36511690
-1.65982991,1.59658968,0.00350655,0.15662041,0.12383864,0.89897984,0.02403691,0.11843593,0.24285821,0.37088598
-1.65382691,1.64747168,0.00404438,0.16185947,0.13219881,0.93812383,0.02397891,0.12146732,0.25201391,0.37815724
-1.64782391,1.70320918,0.00465909,0.16718460,0.14087415,0.97948262,0.02395596,0.12504924,0.26240467,0.38704423
-1.64182091,1.76366102,0.00535564,0.17253565,0.14980777,1.02281821,0.02397113,0.12919664,0.27405355,0.39760522
-1.63581791,1.82850763,0.00613800,0.17784517,0.15893463,1.06780952,0.02402538,0.13390704,0.28694830,0.40984034
-1.62981491,1.89725764,0.00700892,0.18304002,0.16818300,1.11406026,0.02411769,0.13916037,0.30104041,0.42369081
-1.62381191,1.96926026,0.00796959,0.18804322,0.17747620,1.16110946,0.02424512,0.14491916,0.31624524,0.43904023
-1.61780890,2.04372311,0.00901944,0.19277594,0.18673435,1.20844402,0.02440303,0.15112941,0.33244320,0.45571793
-1.61180590,2.11973442,0.01015584,0.19715951,0.19587608,1.25551283,0.02458531,0.15772194,0.34948182,0.47350416
-1.60580290,2.19628870,0.01137388,0.20111760,0.20482028,1.30174154,0.02478467,0.16461412,0.36717883,0.49213700
-1.59979990,2.27231503,0.01266625,0.20457818,0.21348754,1.34654766,0.02499299,0.17171207,0.38532597,0.51132061
-1.59379690,2.34670662,0.01402310,0.20747543,0.22180142,1.38935513,0.02520164,0.17891312,0.40369355,0.53073475
-1.58779390,2.41835097,0.01543203,0.20975150,0.22968956,1.42960805,0.02540182,0.18610851,0.42203558,0.55004490
-1.58179090,2.48615944,0.01687814,0.21135787,0.23708445,1.46678309,0.02558492,0.19318624,0.44009544,0.56891298
-1.57578789,2.54909558,0.01834421,0.21225661,0.24392404,1.50040040,0.02574283,0.20003402,0.45761180,0.58700804
-1.56978489,2.60620142,0.01981095,0.21242120,0.25015215,1.53003275,0.02586822,0.20654215,0.47432481,0.60401676
-1.56378189,2.65662110,0.02125738,0.21183702,0.25571881,1.55531297,0.02595481,0.21260632,0.48998238,0.61965320
-1.55777889,2.69962148,0.02266124,0.21050154,0.26058047,1.57593968,0.02599755,0.21813026,0.50434629,0.63366775
-1.55177589,2.73460909,0.02399959,0.20842421,0.26470026,1.59168137,0.02599280,0.22302812,0.51719821,0.64585466
-1.54577289,2.76114340,0.02524936,0.20562593,0.26804826,1.60237903,0.02593840,0.22722654,0.52834518,0.65605818
-1.53976988,2.77894591,0.02638805,0.20213842,0.27060189,1.60794741,0.02583374,0.23066633,0.53762470,0.66417693
-1.53376688,2.78790501,0.02739437,0.19800318,0.27234630,1.60837501,0.02567972,0.23330375,0.54490900,0.67016629
-1.52776388,2.78807648,0.02824892,0.19327038,0.27327496,1.60372286,0.02547872,0.23511128,0.55010850,0.67403895
-1.52176088,2.77967951,0.02893482,0.18799759,0.27339014,1.59412223,0.02523443,0.23607796,0.55317430,0.67586331
-1.51575788,2.76308829,0.02943827,0.18224831,0.27270347,1.57977106,0.02495170,0.23620909,0.55409948,0.67575994
-1.50975488,2.73881936,0.02974905,0.17609059,0.27123635,1.56092928,0.02463634,0.23552558,0.55291930,0.67389619
-1.50375188,2.70751482,0.02986083,0.16959551,0.26902020,1.53791283,0.02429488,0.23406266,0.54971012,0.67047914
