energy_ev,total_up,P_s_up,P_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,2.21938264,0.00992138,0.75539035,0.67666169,0.00000000,0.50640253,0.70663492
-5.99399700,2.22541013,0.00973354,0.75910309,0.67983853,0.00000000,0.51965294,0.71148643
-5.98799400,2.23346523,0.00955202,0.76268616,0.68482300,0.00000000,0.53405539,0.71620392
-5.98199100,2.24397439,0.00937974,0.76638456,0.69163114,0.00000000,0.54960455,0.72103102
-5.97598799,2.25720324,0.00921883,0.77042597,0.70018766,0.00000000,0.56625057,0.72620204
-5.96998499,2.27324390,0.00907056,0.77501266,0.71032661,0.00000000,0.58389841,0.73193439
-5.96398199,2.29201165,0.00893529,0.78031494,0.72179658,0.00000000,0.60240935,0.73842227
-5.95797899,2.31325118,0.00881248,0.78646640,0.73427038,0.00000000,0.62160467,0.74583180
-5.95197599,2.33655196,0.00870077,0.79356086,0.74735880,0.00000000,0.64127115,0.75429740
-5.94597299,2.36137166,0.00859804,0.80165109,0.76062771,0.00000000,0.66116828,0.76391976
-5.93996998,2.38706627,0.00850161,0.81074896,0.77361789,0.00000000,0.68103656,0.77476477
-5.93396698,2.41292489,0.00840837,0.82082689,0.78586645,0.00000000,0.70060655,0.78686358
-5.92796398,2.43820718,0.00831501,0.83182010,0.79692882,0.00000000,0.71960812,0.80021328
-5.92196098,2.46218121,0.00821815,0.84362949,0.80640035,0.00000000,0.73777926,0.81477793
-5.91595798,2.48415932,0.00811464,0.85612468,0.81393611,0.00000000,0.75487420,0.83048978
-5.90995498,2.50353023,0.00800164,0.86914704,0.81926814,0.00000000,0.77067012,0.84725039
-5.90395198,2.51978527,0.00787687,0.88251247,0.82221911,0.00000000,0.78497244,0.86493154
-5.89794897,2.53253770,0.00773867,0.89601389,0.82271165,0.00000000,0.79761827,0.88337590
-5.89194597,2.54153401,0.00758616,0.90942341,0.82077291,0.00000000,0.80847800,0.90239745
-5.88594297,2.54665693,0.00741924,0.92249431,0.81653399,0.00000000,0.81745515,0.92178190
-5.87993997,2.54792032,0.00723862,0.93496307,0.81022429,0.00000000,0.82448462,0.94128725
-5.87393697,2.54545663,0.00704580,0.94655163,0.80216109,0.00000000,0.82952954,0.96064475
-5.86793397,2.53949799,0.00684297,0.95697009,0.79273472,0.00000000,0.83257728,0.97956058
-5.86193097,2.53035247,0.00663293,0.96592030,0.78239021,0.00000000,0.83363475,0.99771851
-5.85592796,2.51837720,0.00641895,0.97310033,0.77160629,0.00000000,0.83272371,1.01478369
-5.84992496,2.50395012,0.00620461,0.97821002,0.76087281,0.00000000,0.82987622,1.03040782
-5.84392196,2.48744235,0.00599364,0.98095761,0.75066766,0.00000000,0.82513075,1.04423563
-5.83791896,2.46919278,0.00578976,0.98106739,0.74143450,0.00000000,0.81852916,1.05591270
-5.83191596,2.44948649,0.00559652,0.97828802,0.73356235,0.00000000,0.81011476,1.06509425
-5.82591296,2.42853817,0.00541716,0.97240135,0.72736803,0.00000000,0.79993146,1.07145488
-5.81990995,2.40648146,0.00525450,0.96323114,0.72308240,0.00000000,0.78802411,1.07469856
-5.81390695,2.38336459,0.00511084,0.95065133,0.72084111,0.00000000,0.77443982,1.07456864
-5.80790395,2.35915257,0.00498793,0.93459331,0.72068021,0.00000000,0.75923009,1.07085729
-5.80190095,2.33373541,0.00488689,0.91505172,0.72253686,0.00000000,0.74245353,1.06341392
-5.79589795,2.30694185,0.00480831,0.89208829,0.72625504,0.00000000,0.72417884,1.05215206
-5.78989495,2.27855765,0.00475220,0.86583356,0.73159598,0.00000000,0.70448784,1.03705441
-5.78389195,2.24834705,0.00471814,0.83648604,0.73825257,0.00000000,0.68347809,1.01817570
-5.77788894,2.21607629,0.00470533,0.80430891,0.74586709,0.00000000,0.66126507,0.99564327
-5.77188594,2.18153758,0.00471272,0.76962435,0.75405115,0.00000000,0.63798354,0.96965512
-5.76588294,2.14457205,0.00473911,0.73280548,0.76240689,0.00000000,0.61378802,0.94047575
-5.75987994,2.10509048,0.00478326,0.69426662,0.77054803,0.00000000,0.58885228,0.90842972
-5.75387694,2.06309028,0.00484404,0.65445192,0.77811992,0.00000000,0.56336781,0.87389340
-5.74787394,2.01866793,0.00492046,0.61382318,0.78481721,0.00000000,0.53754134,0.83728512
-5.74187094,1.97202596,0.00501176,0.57284725,0.79039841,0.00000000,0.51159148,0.79905415
-5.73586793,1.92347388,0.00511748,0.53198355,0.79469634,0.00000000,0.48574464,0.75966904
-5.72986493,1.87342310,0.00523740,0.49167235,0.79762419,0.00000000,0.46023036,0.71960560
-5.72386193,1.82237569,0.00537157,0.45232409,0.79917662,0.00000000,0.43527630,0.67933509
-5.71785893,1.77090764,0.00552021,0.41431028,0.79942610,0.00000000,0.41110298,0.63931288
-5.71185593,1.71964728,0.00568365,0.37795618,0.79851467,0.00000000,0.38791861,0.59996805
-5.70585293,1.66924989,0.00586220,0.34353534,0.79664166,0.00000000,0.36591409,0.56169410
-5.69984992,1.62036975,0.00605603,0.31126624,0.79404815,0.00000000,0.34525839,0.52484110
-5.69384692,1.57363105,0.00626503,0.28131091,0.79099909,0.00000000,0.32609445,0.48970933
-5.68784392,1.52959913,0.00648868,0.25377527,0.78776418,0.00000000,0.30853579,0.45654468
-5.68184092,1.48875351,0.00672592,0.22871133,0.78459866,0.00000000,0.29266386,0.42553569
-5.67583792,1.45146422,0.00697503,0.20612065,0.78172510,0.00000000,0.27852629,0.39681231
-5.66983492,1.41797265,0.00723362,0.18595899,0.77931727,0.00000000,0.26613599,0.37044642
-5.66383192,1.38837793,0.00749849,0.16814188,0.77748707,0.00000000,0.25547125,0.34645377
-5.65782891,1.36262972,0.00776573,0.15255072,0.77627519,0.00000000,0.24647675,0.32479753
-5.65182591,1.34052771,0.00803072,0.13903913,0.77564595,0.00000000,0.23906546,0.30539299
-5.64582291,1.32172805,0.00828823,0.12743952,0.77548675,0.00000000,0.23312144,0.28811342
