energy_ev,total_up,C_s_up,C_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up,V_p_up,V_d_up
-5.89794897,2.52013959,0.04396637,0.09183818,0.06313600,1.45869358,0.38475250,0.10081292,0.40310936,0.40183219
-5.89194597,2.59099036,0.04555111,0.09451793,0.06436721,1.50057641,0.40017349,0.10424596,0.42040363,0.41092770
-5.88594297,2.67096569,0.04724276,0.09765757,0.06571515,1.54765290,0.41799819,0.10806555,0.43928791,0.42111969
-5.87993997,2.75961698,0.04902017,0.10126489,0.06715785,1.59963735,0.43828951,0.11225667,0.45963535,0.43231666
-5.87393697,2.85634028,0.05085912,0.10534392,0.06866911,1.65615151,0.46108606,0.11680160,0.48129612,0.44440219
-5.86793397,2.96041640,0.05273318,0.10989628,0.07021972,1.71674746,0.48640522,0.12168201,0.50410277,0.45724229
-5.86193097,3.07105350,0.05461458,0.11492256,0.07177873,1.78093230,0.51424673,0.12688105,0.52787642,0.47069320
-5.85592796,3.18742976,0.05647507,0.12042350,0.07331469,1.84819292,0.54459644,0.13238525,0.55243323,0.48460918
-5.84992496,3.30873335,0.05828680,0.12640101,0.07479676,1.91801956,0.57742983,0.13818613,0.57759097,0.49884974
-5.84392196,3.43419748,0.06002299,0.13285881,0.07619578,1.98992681,0.61271513,0.14428150,0.60317528,0.51328593
-5.83791896,3.56312867,0.06165856,0.13980274,0.07748504,2.06347082,0.65041569,0.15067618,0.62902536,0.52780550
-5.83191596,3.69492657,0.06317069,0.14724053,0.07864090,2.13826210,0.69049139,0.15738217,0.65499880,0.54231643
-5.82591296,3.82909467,0.06453908,0.15518119,0.07964312,2.21397318,0.73289895,0.16441830,0.68097531,0.55674898
-5.81990995,3.96524142,0.06574624,0.16363389,0.08047504,2.29034097,0.77759090,0.17180917,0.70685927,0.57105587
-5.81390695,4.10307194,0.06677755,0.17260646,0.08112342,2.36716385,0.82451342,0.17958359,0.73258088,0.58521094
-5.80790395,4.24237117,0.06762125,0.18210350,0.08157825,2.44429394,0.87360277,0.18777245,0.75809601,0.59920626
-5.80190095,4.38297958,0.06826836,0.19212423,0.08183236,2.52162495,0.92478051,0.19640618,0.78338457,0.61304792
-5.79589795,4.52476299,0.06871248,0.20266028,0.08188092,2.59907664,0.97794782,0.20551187,0.80844763,0.62675082
-5.78989495,4.66757833,0.06894962,0.21369330,0.08172096,2.67657665,1.03297879,0.21511018,0.83330329,0.64033280
-5.78389195,4.81123733,0.06897795,0.22519283,0.08135094,2.75404090,1.08971336,0.22521222,0.85798150,0.65380838
-5.77788894,4.95547019,0.06879764,0.23711424,0.08077034,2.83135350,1.14794988,0.23581651,0.88251810,0.66718255
-5.77188594,5.09989131,0.06841059,0.24939720,0.07997937,2.90834741,1.20743803,0.24690618,0.90694813,0.68044489
-5.76588294,5.24396895,0.06782032,0.26196449,0.07897883,2.98478684,1.26787229,0.25844655,0.93129902,0.69356436
-5.75987994,5.38700063,0.06703184,0.27472146,0.07777007,3.06035238,1.32888657,0.27038327,0.95558357,0.70648511
-5.75387694,5.52809589,0.06605149,0.28755607,0.07635512,3.13462974,1.39005046,0.28264112,0.97979348,0.71912343
-5.74787394,5.66616749,0.06488694,0.30033971,0.07473690,3.20710294,1.45086762,0.29512343,1.00389353,0.73136604
-5.74187094,5.79993229,0.06354706,0.31292864,0.07291953,3.27715239,1.51077667,0.30771253,1.02781676,0.74306995
-5.73586793,5.92792217,0.06204196,0.32516627,0.07090871,3.34405848,1.56915504,0.32027087,1.05146121,0.75406382
-5.72986493,6.04850537,0.06038285,0.33688601,0.06871205,3.40701079,1.62532606,0.33264315,1.07468831,0.76415085
-5.72386193,6.15991810,0.05858206,0.34791481,0.06633946,3.46512302,1.67856933,0.34465925,1.09732323,0.77311322
-5.71785893,6.26030571,0.05665293,0.35807717,0.06380339,3.51745337,1.72813456,0.35613798,1.11915740,0.78071785
-5.71185593,6.34777254,0.05460970,0.36719962,0.06111901,3.56302997,1.77325841,0.36689153,1.13995321,0.78672330
-5.70585293,6.42043895,0.05246745,0.37511540,0.05830431,3.60088069,1.81318428,0.37673053,1.15945079,0.79088778
-5.69984992,6.47650359,0.05024188,0.38166926,0.05537999,3.63006623,1.84718412,0.38546951,1.17737679,0.79297766
-5.69384692,6.51430890,0.04794923,0.38672225,0.05236933,3.64971557,1.87458182,0.39293259,1.19345472,0.79277652
-5.68784392,6.53240710,0.04560605,0.39015613,0.04929782,3.65906220,1.89477706,0.39895926,1.20741648,0.79009416
-5.68184092,6.52962412,0.04322908,0.39187747,0.04619277,3.65747972,1.90726876,0.40340986,1.21901446,0.78477533
-5.67583792,6.50511862,0.04083500,0.39182108,0.04308287,3.64451527,1.91167686,0.40617076,1.22803372,0.77670782
-5.66983492,6.45843333,0.03844033,0.38995274,0.03999760,3.61991911,1.90776164,0.40715885,1.23430339,0.76582954
-5.66383192,6.38953623,0.03606128,0.38627095,0.03696676,3.58366901,1.89543931,0.40632514,1.23770680,0.75213427
-5.65782891,6.29884922,0.03371356,0.38080783,0.03401993,3.53598792,1.87479310,0.40365750,1.23818961,0.73567593
-5.65182591,6.18726280,0.03141232,0.37362889,0.03118601,3.47735407,1.84607921,0.39918211,1.23576551,0.71657095
-5.64582291,6.05613528,0.02917206,0.36483179,0.02849291,3.40850261,1.80972707,0.39296375,1.23051895,0.69499883
-5.63981991,5.90727640,0.02700653,0.35454409,0.02596718,3.33041849,1.76633373,0.38510486,1.22260480,0.67120064
-5.63381691,5.74291539,0.02492876,0.34292003,0.02363391,3.24432054,1.71665247,0.37574331,1.21224488,0.64547554
-5.62781391,5.56565445,0.02295094,0.33013653,0.02151664,3.15163735,1.66157606,0.36504904,1.19972128,0.61817552
-5.62181091,5.37840944,0.02108446,0.31638847,0.01963736,3.05397559,1.60211510,0.35321963,1.18536713,0.58969826
-5.61580790,5.18433976,0.01933990,0.30188356,0.01801661,2.95308203,1.53937248,0.34047508,1.16955491,0.56047870
-5.60980490,4.98677026,0.01772699,0.28683681,0.01667367,2.85080071,1.47451482,0.32705184,1.15268325,0.53097921
-5.60380190,4.78910792,0.01625463,0.27146505,0.01562666,2.74902677,1.40874199,0.31319647,1.13516253,0.50167903
-5.59779890,4.59475650,0.01493082,0.25598151,0.01489274,2.64965863,1.34325596,0.29915911,1.11740041,0.47306312
-5.59179590,4.40703190,0.01376268,0.24059073,0.01448821,2.55455025,1.27922997,0.28518696,1.09978754,0.44561074
-5.58579290,4.22908130,0.01275635,0.22548398,0.01442850,2.46546490,1.21777914,0.27151808,1.08268453,0.41978423
-5.57978989,4.06380812,0.01191694,0.21083534,0.01472814,2.38403189,1.15993345,0.25837559,1.06641035,0.39601821
-5.57378689,3.91380518,0.01124845,0.19679845,0.01540051,2.31170739,1.10661376,0.24596255,1.05123292,0.37470944
-5.56778389,3.78129714,0.01075364,0.18350416,0.01645752,2.24974019,1.05861158,0.23445758,1.03736181,0.35620765
-5.56178089,3.66809371,0.01043395,0.17105888,0.01790909,2.19914314,1.01657284,0.22401134,1.02494353,0.34080749
-5.55577789,3.57555374,0.01028932,0.15954387,0.01976251,2.16067057,0.98098599,0.21474385,1.01405915,0.32874181
-5.54977489,3.50456077,0.01031811,0.14901517,0.02202173,2.13480188,0.95217451,0.20674279,1.00472418,0.32017625
-5.54377189,3.45550963,0.01051694,0.13950432,0.02468650,2.12173153,0.93029364,0.20006266,0.99689059,0.31520548
-5.53776888,3.42830398,0.01088058,0.13101962,0.02775149,2.12136515,0.91533129,0.19472477,0.99045046,0.31385087
-5.53176588,3.42236428,0.01140185,0.12354783,0.03120543,2.13332184,0.90711285,0.19071804,0.98524118,0.31605994
-5.52576288,3.43664562,0.01207159,0.11705641,0.03503033,2.15694242,0.90530961,0.18800055,0.98105172,0.32170730
-5.51975988,3.46966509,0.01287862,0.11149580,0.03920077,2.19130366,0.90945046,0.18650170,0.97762974,0.33059738
-5.51375688,3.51953814,0.01380976,0.10680210,0.04368349,2.23523815,0.91893665,0.18612500,0.97468929,0.34246876
-5.50775388,3.58402346,0.01484998,0.10289968,0.04843710,2.28735988,0.93305909,0.18675131,0.97191894,0.35700012
-5.50175088,3.66057593,0.01598256,0.09970387,0.05341220,2.34609520,0.95101806,0.18824252,0.96899011,0.37381775
-5.49574787,3.74640700,0.01718929,0.09712364,0.05855180,2.40971893,0.97194470,0.19044563,0.96556562,0.39250446
-5.48974487,3.83855174,0.01845084,0.09506409,0.06379206,2.47639514,0.99492417,0.19319706,0.96130832,0.41260979
-5.48374187,3.93394151,0.01974711,0.09342896,0.06906347,2.54422204,1.01901967,0.19632716,0.95588975,0.43366129
-5.47773887,4.02948097,0.02105766,0.09212291,0.07429231,2.61128004,1.04329714,0.19966486,0.94899880,0.45517649
-5.47173587,4.12212764,0.02236223,0.09105367,0.07940246,2.67568186,1.06684987,0.20304230,0.94035021,0.47667546
-5.46573287,4.20897213,0.02364120,0.09013400,0.08431739,2.73562353,1.08882243,0.20629936,0.92969287,0.49769342
-5.45972986,4.28731665,0.02487611,0.08928355,0.08896239,2.78943446,1.10843337,0.20928803,0.91681763,0.51779302
-5.45372686,4.35474937,0.02605015,0.08843038,0.09326680,2.83562519,1.12499600,0.21187640,0.90156445,0.53657596
-5.44772386,4.40921192,0.02714859,0.08751237,0.09716622,2.87293085,1.13793660,0.21395226,0.88382869,0.55369351
-5.44172086,4.44905766,0.02815916,0.08647838,0.10060458,2.90034882,1.14680946,0.21542610,0.86356617,0.56885549
-5.43571786,4.47309827,0.02907232,0.08528908,0.10353596,2.91716890,1.15130851,0.21623347,0.84079677,0.58183753
-5.42971486,4.48063682,0.02988141,0.08391758,0.10592597,2.92299485,1.15127484,0.21633669,0.81560644,0.59248614
-5.42371186,4.47148590,0.03058275,0.08234974,0.10775285,2.91775625,1.14670026,0.21572568,0.78814727,0.60072167
-5.41770885,4.44597009,0.03117552,0.08058413,0.10900791,2.90171031,1.13772666,0.21441804,0.75863567,0.60653891
-5.41170585,4.40491270,0.03166158,0.07863178,0.10969555,2.87543348,1.12464139,0.21245836,0.72734862,0.61000536
-5.40570285,4.34960752,0.03204517,0.07651554,0.10983269,2.83980346,1.10786904,0.20991677,0.69461805,0.61125754
-5.39969985,4.28177704,0.03233252,0.07426923,0.10944774,2.79597240,1.08795991,0.20688681,0.66082357,0.61049525
-5.39369685,4.20351901,0.03253132,0.07193646,0.10857908,2.74533280,1.06557586,0.20348272,0.62638390,0.60797433
-5.38769385,4.11724416,0.03265027,0.06956929,0.10727321,2.68947747,1.04147418,0.19983636,0.59174727,0.60399817
-5.38169085,4.02560752,0.03269852,0.06722669,0.10558261,2.63015573,1.01648999,0.19609368,0.55738126,0.59890844
-5.37568784,3.93143667,0.03268518,0.06497288,0.10356345,2.56922746,0.99151797,0.19241115,0.52376246,0.59307533
-5.36968484,3.83765943,0.03261886,0.06287556,0.10127333,2.50861698,0.96749380,0.18895200,0.49136648,0.58688780
-5.36368184,3.74723396,0.03250732,0.06100414,0.09876905,2.45026844,0.94537601,0.18588262,0.46065848,0.58074408
-5.35767884,3.66308310,0.03235721,0.05942793,0.09610463,2.39610399,0.92612823,0.18336904,0.43208483,0.57504267
-5.35167584,3.58803488,0.03217397,0.05821448,0.09332966,2.34798588,0.91070243,0.18157367,0.40606580,0.57017417
-5.34567284,3.52477017,0.03196183,0.05742788,0.09048797,2.30768310,0.90002290,0.18065223,0.38298966,0.56651386
-5.33966983,3.47577781,0.03172396,0.05712728,0.08761681,2.27684272,0.89497106,0.18075107,0.36320806,0.56441514
-5.33366683,3.44331737,0.03146276,0.05736551,0.08474642,2.25696591,0.89637102,0.18200460,0.34703279,0.56420389
-5.32766383,3.42938873,0.03118027,0.05818782,0.08190011,2.24938822,0.90497557,0.18453313,0.33473351,0.56617347
-5.32166083,3.43570771,0.03087863,0.05963086,0.07909467,2.25526344,0.92145254,0.18844077,0.32653655,0.57058044
-5.31565783,3.46368663,0.03056066,0.06172176,0.07634120,2.27555031,0.94637137,0.19381364,0.32262424,0.57764076
-5.30965483,3.51441874,0.03023037,0.06447742,0.07364618,2.31100150,0.98018980,0.20071815,0.32313473,0.58752637
-5.30365183,3.58866538,0.02989358,0.06790400,0.07101272,2.36215398,1.02324085,0.20919949,0.32816193,0.60036216
-5.29764882,3.68684539,0.02955831,0.07199656,0.06844192,2.42932060,1.07572016,0.21928021,0.33775541,0.61622317
-5.29164582,3.80902621,0.02923530,0.07673892,0.06593419,2.51258257,1.13767421,0.23095903,0.35192011,0.63513220
-5.28564282,3.95491679,0.02893814,0.08210373,0.06349046,2.61178288,1.20898985,0.24420985,0.37061583,0.65705778
-5.27963982,4.12386269,0.02868352,0.08805275,0.06111331,2.72652117,1.28938568,0.25898110,0.39375642,0.68191268
-5.27363682,4.31484418,0.02849107,0.09453732,0.05880768,2.85615052,1.37840613,0.27519537,0.42120884,0.70955319
-5.26763382,4.52647837,0.02838315,0.10149907,0.05658150,2.99977700,1.47541881,0.29274961,0.45279230,0.73977922
-5.26163082,4.75702642,0.02838443,0.10887086,0.05444584,3.15626278,1.57961584,0.31151578,0.48827749,0.77233553
-5.25562781,5.00440707,0.02852123,0.11657793,0.05241489,3.32423366,1.69001975,0.33134210,0.52738640,0.80691422
-5.24962481,5.26621743,0.02882076,0.12453921,0.05050552,3.50209180,1.80549429,0.35205499,0.56979277,0.84315848
-5.24362181,5.53976155,0.02931013,0.13266886,0.04873670,3.68803393,1.92476046,0.37346159,0.61512350,0.88066777
-5.23761881,5.82208723,0.03001537,0.14087785,0.04712861,3.88007549,2.04641748,0.39535293,0.66296119,0.91900434
-5.23161581,6.11003049,0.03096019,0.14907579,0.04570165,4.07608034,2.16896866,0.41750763,0.71284798,0.95770093
-5.22561281,6.40026720,0.03216490,0.15717262,0.04447533,4.27379558,2.29085123,0.43969608,0.76429060,0.99626946
-5.21960980,6.68937034,0.03364519,0.16508048,0.04346712,4.47089063,2.41046950,0.46168489,0.81676676,1.03421051
-5.21360680,6.97387133,0.03541106,0.17271538,0.04269138,4.66499927,2.52623019,0.48324154,0.86973263,1.07102302
-5.20760380,7.25032319,0.03746581,0.17999885,0.04215829,4.85376331,2.63657859,0.50413893,0.92263129,1.10621418
-5.20160080,7.51536350,0.03980523,0.18685938,0.04187302,5.03487623,2.74003431,0.52415985,0.97490186,1.13930877
-5.19559780,7.76577477,0.04241696,0.19323369,0.04183504,5.20612533,2.83522521,0.54310096,1.02598893,1.16985791
-5.18959480,7.99854017,0.04528013,0.19906776,0.04203765,5.36543075,2.92091825,0.56077634,1.07535206,1.19744673
-5.18359180,8.21089290,0.04836524,0.20431762,0.04246776,5.51088019,2.99604610,0.57702039,1.12247502,1.22170072
-5.17758879,8.40035777,0.05163439,0.20894980,0.04310596,5.64075841,3.05972851,0.59169001,1.16687434,1.24229080
-5.17158579,8.56478418,0.05504177,0.21294166,0.04392674,5.75357059,3.11128799,0.60466607,1.20810701,1.25893683
-5.16558279,8.70237013,0.05853449,0.21628131,0.04489911,5.84805968,3.15025916,0.61585419,1.24577715,1.27140978
-5.15957979,8.81167759,0.06205374,0.21896739,0.04598732,5.92321752,3.17639194,0.62518479,1.27954146,1.27953255
-5.15357679,8.89163978,0.06553614,0.22100862,0.04715180,5.97829039,3.18964871,0.63261261,1.30911336,1.28317978
-5.14757379,8.94156154,0.06891541,0.22242315,0.04835031,6.01277958,3.19019600,0.63811579,1.33426595,1.28227676
-5.14157079,8.96111385,0.07212418,0.22323782,0.04953916,6.02643790,3.17839142,0.64169457,1.35483371,1.27679782
-5.13556778,8.95032414,0.07509589,0.22348720,0.05067447,6.01926310,3.15476672,0.64336981,1.37071318,1.26676437
-5.12956478,8.90956332,0.07776679,0.22321267,0.05171354,5.99148904,3.12000792,0.64318143,1.38186264,1.25224281
-5.12356178,8.83953098,0.08007785,0.22246135,0.05261605,5.94357547,3.07493360,0.64118687,1.38830102,1.23334255
-5.11755878,8.74123934,0.08197662,0.22128505,0.05334533,5.87619699,3.02047212,0.63745964,1.39010611,1.21021418
-5.11155578,8.61599651,0.08341886,0.21973919,0.05386934,5.79023160,2.95763876,0.63208805,1.38741219,1.18304785
-5.10555278,8.46538919,0.08436994,0.21788172,0.05416165,5.68674879,2.88751342,0.62517403,1.38040725,1.15207175
-5.09954977,8.29126465,0.08480591,0.21577209,0.05420207,5.56699736,2.81121935,0.61683220,1.36932977,1.11755063
-5.09354677,8.09571144,0.08471423,0.21347028,0.05397714,5.43239235,2.72990334,0.60718900,1.35446505,1.07978426
-5.08754377,7.88103837,0.08409413,0.21103579,0.05348037,5.28450085,2.64471761,0.59638190,1.33614129,1.03910546
-5.08154077,7.64975103,0.08295650,0.20852685,0.05271223,5.12502625,2.55680330,0.58455869,1.31472515,0.99587771
-5.07553777,7.40452536,0.08132348,0.20599958,0.05167990,4.95579036,2.46727570,0.57187664,1.29061702,0.95049209
-5.06953477,7.14817783,0.07922762,0.20350738,0.05039682,4.77871331,2.37721103,0.55850165,1.26424590,0.90336345
-5.06353177,6.88363229,0.07671071,0.20110029,0.04888207,4.59579106,2.28763458,0.54460729,1.23606387,0.85492566
-5.05752876,6.61388356,0.07382237,0.19882462,0.04715953,4.40907055,2.19951026,0.53037359,1.20654036,0.80562615
-5.05152576,6.34195853,0.07061842,0.19672264,0.04525699,4.22062313,2.11373131,0.51598585,1.17615615,0.75591968
-5.04552276,6.07087548,0.06715907,0.19483234,0.04320517,4.03251659,2.03111215,0.50163319,1.14539733,0.70626151
-5.03951976,5.80360300,0.06350710,0.19318746,0.04103671,3.84678683,1.95238153,0.48750702,1.11474927,0.65710026
-5.03351676,5.54301964,0.05972604,0.19181746,0.03878514,3.66540997,1.87817692,0.47379944,1.08469084,0.60887072
-5.02751376,5.29187583,0.05587838,0.19074767,0.03648397,3.49027595,1.80904027,0.46070159,1.05568892,0.56198691
-5.02151076,5.05275929,0.05202402,0.18999943,0.03416581,3.32316456,1.74541532,0.44840191,1.02819347,0.51683558
-5.01550775,4.82806519,0.04821883,0.18959030,0.03186160,3.16572482,1.68764661,0.43708446,1.00263312,0.47377062
-5.00950475,4.61997188,0.04451347,0.18953414,0.02960005,3.01945825,1.63598014,0.42692716,0.97941145,0.43310848
-5.00350175,4.43042285,0.04095246,0.18984120,0.02740710,2.88570670,1.59056587,0.41810008,0.95890402,0.39512481
-4.99749875,4.26111495,0.03757357,0.19051804,0.02530565,2.76564466,1.55146191,0.41076362,0.94145597,0.36005239
-4.99149575,4.11349288,0.03440739,0.19156743,0.02331534,2.66027619,1.51864042,0.40506679,0.92738036,0.32808054
-4.98549275,3.98874930,0.03147721,0.19298791,0.02145250,2.57043592,1.49199478,0.40114527,0.91695696,0.29935570
-4.97948974,3.88782970,0.02879916,0.19477343,0.01973023,2.49679365,1.47134800,0.39911953,0.91043155,0.27398326
-4.97348674,3.81144116,0.02638246,0.19691269,0.01815857,2.43986172,1.45646193,0.39909285,0.90801542,0.25203045
-4.96748374,3.76006363,0.02422992,0.19938847,0.01674469,2.40000433,1.44704692,0.40114928,0.90988511,0.23352988
-4.96148074,3.73396273,0.02233856,0.20217695,0.01549323,2.37744782,1.44277147,0.40535162,0.91618227,0.21848372
-4.95547774,3.73320290,0.02070029,0.20524696,0.01440658,2.37229116,1.44327177,0.41173950,0.92701337,0.20686804
-4.94947474,3.75765996,0.01930264,0.20855946,0.01348521,2.38451571,1.44816051,0.42032749,0.94244958,0.19863713
-4.94347174,3.80703249,0.01812962,0.21206713,0.01272800,2.41399375,1.45703499,0.43110361,0.96252643,0.19372762
-4.93746873,3.88085140,0.01716244,0.21571424,0.01213250,2.46049537,1.46948414,0.44402802,0.98724361,0.19206204
-4.93146573,3.97848765,0.01638030,0.21943692,0.01169521,2.52369329,1.48509462,0.45903232,1.01656480,0.19355176
-4.92546273,4.09915825,0.01576114,0.22316373,0.01141176,2.60316589,1.50345579,0.47601930,1.05041775,0.19809926
-4.91945973,4.24193076,0.01528227,0.22681678,0.01127710,2.69839841,1.52416376,0.49486338,1.08869466,0.20559951
-4.91345673,4.40572698,0.01492104,0.23031323,0.01128556,2.80878279,1.54682461,0.51541177,1.13125300,0.21594068
-4.90745373,4.58932629,0.01465536,0.23356719,0.01143098,2.93361665,1.57105704,0.53748633,1.17791693,0.22900412
-4.90145073,4.79136959,0.01446420,0.23649212,0.01170669,3.07210198,1.59649450,0.56088621,1.22847933,0.24466370
-4.89544772,5.01036430,0.01432802,0.23900336,0.01210553,3.22334417,1.62278711,0.58539107,1.28270450,0.26278486
-4.88944472,5.24469128,0.01422911,0.24102102,0.01261983,3.38635202,1.64960350,0.61076501,1.34033156,0.28322328
-4.88344172,5.49261397,0.01415190,0.24247281,0.01324135,3.56003927,1.67663266,0.63676085,1.40107843,0.30582363
-4.87743872,5.75229025,0.01408319,0.24329686,0.01396126,3.74322810,1.70358574,0.66312481,1.46464628,0.33041835
-4.87143572,6.02178704,0.01401229,0.24344427,0.01477013,3.93465497,1.73019803,0.68960125,1.53072429,0.35682682
-4.86543272,6.29909752,0.01393114,0.24288134,0.01565788,4.13297884,1.75623079,0.71593742,1.59899447,0.38485502
-4.85942971,6.58216074,0.01383436,0.24159126,0.01661383,4.33679192,1.78147288,0.74188795,1.66913627,0.41429570
-4.85342671,6.86888304,0.01371918,0.23957519,0.01762670,4.54463251,1.80574210,0.76721891,1.74083079,0.44492926
-4.84742371,7.15716051,0.01358540,0.23685266,0.01868473,4.75499979,1.82888589,0.79171139,1.81376413,0.47652525
-4.84142071,7.44490172,0.01343518,0.23346127,0.01977573,4.96636979,1.85078130,0.81516432,1.88762980,0.50884450
-4.83541771,7.73004967,0.01327288,0.22945555,0.02088728,5.17721204,1.87133402,0.83739657,1.96212977,0.54164171
-4.82941471,8.01060192,0.01310474,0.22490524,0.02200681,5.38600603,1.89047634,0.85824826,2.03697417,0.57466848
-4.82341171,8.28462810,0.01293857,0.21989283,0.02312183,5.59125666,1.90816397,0.87758120,2.11187927,0.60767647
-4.81740870,8.55028356,0.01278339,0.21451064,0.02422011,5.79150801,1.92437166,0.89527862,2.18656399,0.64042054
-4.81140570,8.80581879,0.01264896,0.20885747,0.02528983,5.98535458,1.93908781,0.91124410,2.26074473,0.67266173
-4.80540270,9.04958384,0.01254540,0.20303506,0.02631979,6.17144956,1.95230807,0.92539997,2.33412891,0.70416970
-4.79939970,9.28002767,0.01248270,0.19714439,0.02729959,6.34850961,1.96402829,0.93768516,2.40640737,0.73472469
-4.79339670,9.49569253,0.01247027,0.19128216,0.02821970,6.51531616,1.97423707,0.94805276,2.47724611,0.76411871
-4.78739370,9.69520401,0.01251648,0.18553746,0.02907163,6.67071343,1.98290832,0.95646733,2.54627778,0.79215600
-4.78139070,9.87725747,0.01262825,0.17998890,0.02984795,6.81360338,1.98999408,0.96290226,2.61309366,0.81865264
-4.77538769,10.04060248,0.01281067,0.17470220,0.03054233,6.94293874,1.99541826,0.96733721,2.67723658,0.84343560
-4.76938469,10.18402664,0.01306669,0.16972840,0.03114954,7.05771488,1.99907152,0.96975592,2.73819574,0.86634119
-4.76338169,10.30634083,0.01339682,0.16510281,0.03166540,7.15696183,2.00080782,0.97014441,2.79540378,0.88721320
-4.75737869,10.40636787,0.01379904,0.16084460,0.03208668,7.23973794,2.00044295,0.96848976,2.84823714,0.90590104
-4.75137569,10.48293652,0.01426866,0.15695710,0.03241104,7.30512653,1.99775524,0.96477963,2.89601985,0.92225810
-4.74537269,10.53488285,0.01479835,0.15342886,0.03263691,7.35223680,1.99248881,0.95900243,2.93803148,0.93614064
-4.73936968,10.56106017,0.01537830,0.15023517,0.03276339,7.38021024,1.98435927,0.95114833,2.97351925,0.94740758
-4.73336668,10.56035880,0.01599637,0.14734029,0.03279016,7.38823322,1.97306192,0.94121105,3.00171436,0.95592120
-4.72736368,10.53173589,0.01663849,0.14469996,0.03271739,7.37555619,1.95828222,0.92919036,3.02185229,0.96154916
-4.72136068,10.47425492,0.01728899,0.14226433,0.03254575,7.34151930,1.93970821,0.91509521,3.03319646,0.96416764
-4.71535768,10.38713369,0.01793111,0.13998097,0.03227630,7.28558372,1.91704448,0.89894738,3.03506455,0.96366583
-4.70935468,10.26979897,0.01854751,0.13779802,0.03191063,7.20736739,1.89002702,0.88078539,3.02685627,0.95995127
-4.70335168,10.12194487,0.01912087,0.13566724,0.03145081,7.10668352,1.85843842,0.86066856,3.00808162,0.95295615
-4.69734867,9.94359198,0.01963443,0.13354682,0.03089955,6.98357942,1.82212257,0.83868091,2.97838793,0.94264393
-4.69134567,9.73514332,0.02007259,0.13140394,0.03026025,6.83837346,1.78099825,0.81493459,2.93758455,0.92901596
-4.68534267,9.49743346,0.02042144,0.12921683,0.02953715,6.67168724,1.73507073,0.78957275,2.88566361,0.91211775
-4.67933967,9.23176684,0.02066924,0.12697641,0.02873541,6.48447060,1.68444080,0.76277138,2.82281562,0.89204417
-4.67333667,8.93994209,0.02080683,0.12468730,0.02786121,6.27801705,1.62931063,0.73474007,2.74943876,0.86894340
-4.66733367,8.62425924,0.02082794,0.12236821,0.02692185,6.05396760,1.56998601,0.70572141,2.66614115,0.84301911
-4.66133067,8.28750812,0.02072939,0.12005174,0.02592574,5.81430182,1.50687469,0.67598901,2.57373544,0.81453053
-4.65532766,7.93293671,0.02051120,0.11778343,0.02488240,5.56131526,1.44048070,0.64584400,2.47322581,0.78379037
-4.64932466,7.56419952,0.02017650,0.11562033,0.02380238,5.29758336,1.37139484,0.61561002,2.36578748,0.75116044
-4.64332166,7.18528740,0.01973146,0.11362885,0.02269715,5.02591280,1.30028156,0.58562698,2.25273950,0.71704508
