energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-3.43071536,0.08993712,0.00000244,0.00931808,0.01916549,0.01345505,0.00002101,0.06744765,0.01491632,0.02254979
-3.42471236,0.09498362,0.00000197,0.01017093,0.02085436,0.01228472,0.00001931,0.07350773,0.01636281,0.02364893
-3.41870935,0.10130371,0.00000165,0.01110153,0.02272173,0.01163214,0.00001921,0.08013355,0.01797061,0.02506020
-3.41270635,0.10876889,0.00000148,0.01209888,0.02474313,0.01146386,0.00002072,0.08723907,0.01973130,0.02674977
-3.40670335,0.11726436,0.00000143,0.01315151,0.02689404,0.01175940,0.00002395,0.09473483,0.02163837,0.02868653
-3.40070035,0.12669161,0.00000150,0.01424775,0.02915040,0.01251127,0.00002907,0.10252974,0.02368806,0.03084290
-3.39469735,0.13697106,0.00000169,0.01537606,0.03148916,0.01372486,0.00003637,0.11053325,0.02588021,0.03319570
-3.38869435,0.14804494,0.00000200,0.01652540,0.03388892,0.01541814,0.00004624,0.11865771,0.02821917,0.03572702
-3.38269135,0.15988008,0.00000246,0.01768563,0.03633057,0.01762138,0.00005917,0.12682081,0.03071485,0.03842508
-3.37668834,0.17247065,0.00000308,0.01884784,0.03879804,0.02037663,0.00007575,0.13494816,0.03338364,0.04128506
-3.37068534,0.18584037,0.00000388,0.02000478,0.04127887,0.02373709,0.00009672,0.14297560,0.03624933,0.04430981
-3.36468234,0.20004429,0.00000490,0.02115112,0.04376481,0.02776627,0.00012294,0.15085135,0.03934383,0.04751037
-3.35867934,0.21516962,0.00000618,0.02228377,0.04625223,0.03253703,0.00015539,0.15853760,0.04270776,0.05090634
-3.35267634,0.23133563,0.00000775,0.02340202,0.04874234,0.03813032,0.00019520,0.16601157,0.04639073,0.05452592
-3.34667334,0.24869218,0.00000967,0.02450765,0.05124123,0.04463376,0.00024362,0.17326594,0.05045125,0.05840560
-3.34067034,0.26741710,0.00001199,0.02560491,0.05375966,0.05213997,0.00030204,0.18030836,0.05495628,0.06258952
-3.33466733,0.28771193,0.00001478,0.02670035,0.05631259,0.06074471,0.00037198,0.18716023,0.05998036,0.06712835
-3.32866433,0.30979641,0.00001809,0.02780257,0.05891846,0.07054487,0.00045504,0.19385469,0.06560424,0.07207781
-3.32266133,0.33390161,0.00002201,0.02892188,0.06159829,0.08163630,0.00055291,0.20043383,0.07191307,0.07749675
-3.31665833,0.36026189,0.00002660,0.03006978,0.06437449,0.09411164,0.00066733,0.20694530,0.07899416,0.08344484
-3.31065533,0.38910610,0.00003194,0.03125848,0.06726968,0.10805807,0.00080006,0.21343851,0.08693439,0.08998001
-3.30465233,0.42064825,0.00003811,0.03250027,0.07030531,0.12355526,0.00095280,0.21996061,0.09581719,0.09715561
-3.29864932,0.45507815,0.00004517,0.03380690,0.07350035,0.14067342,0.00112721,0.22655242,0.10571950,0.10501757
-3.29264632,0.49255241,0.00005320,0.03518902,0.07687007,0.15947172,0.00132478,0.23324473,0.11670856,0.11360149
-3.28664332,0.53318633,0.00006227,0.03665561,0.08042495,0.17999695,0.00154678,0.24005503,0.12883880,0.12293000
-3.28064032,0.57704723,0.00007243,0.03821348,0.08416985,0.20228270,0.00179427,0.24698503,0.14214901,0.13301045
-3.27463732,0.62414942,0.00008373,0.03986686,0.08810348,0.22634899,0.00206793,0.25401911,0.15665997,0.14383310
-3.26863432,0.67445145,0.00009622,0.04161715,0.09221817,0.25220240,0.00236807,0.26112375,0.17237261,0.15536992
-3.26263132,0.72785573,0.00010992,0.04346273,0.09650010,0.27983672,0.00269458,0.26824823,0.18926705,0.16757425
-3.25662831,0.78421075,0.00012485,0.04539893,0.10092982,0.30923413,0.00304683,0.27532634,0.20730241,0.18038127
-3.25062531,0.84331595,0.00014102,0.04741810,0.10548316,0.34036676,0.00342370,0.28227917,0.22641773,0.19370940
-3.24462231,0.90492904,0.00015842,0.04950978,0.11013244,0.37319869,0.00382351,0.28901886,0.24653387,0.20746267
-3.23861931,0.96877571,0.00017705,0.05166099,0.11484802,0.40768814,0.00424405,0.29545304,0.26755653,0.22153402
-3.23261631,1.03456108,0.00019690,0.05385656,0.11959988,0.44378988,0.00468260,0.30148964,0.28938026,0.23580942
-3.22661331,1.10198269,0.00021794,0.05607951,0.12435942,0.48145759,0.00513596,0.30704201,0.31189327,0.25017269
-3.22061031,1.17074419,0.00024016,0.05831148,0.12910119,0.52064608,0.00560050,0.31203380,0.33498307,0.26451084
-3.21460730,1.24056915,0.00026357,0.06053311,0.13380449,0.56131321,0.00607224,0.31640345,0.35854244,0.27871972
-3.20860430,1.31121426,0.00028818,0.06272443,0.13845478,0.60342138,0.00654697,0.32010800,0.38247562,0.29270971
-3.20260130,1.38248119,0.00031404,0.06486526,0.14304478,0.64693841,0.00702032,0.32312594,0.40670432,0.30641113
-3.19659830,1.45422635,0.00034122,0.06693550,0.14757521,0.69183768,0.00748792,0.32545900,0.43117307,0.31977916
-3.19059530,1.52636793,0.00036983,0.06891545,0.15205502,0.73809744,0.00794548,0.32713265,0.45585381,0.33279788
-3.18459230,1.59888959,0.00040003,0.07078605,0.15650124,0.78569925,0.00838898,0.32819543,0.48074901,0.34548326
-3.17858929,1.67184054,0.00043205,0.07252912,0.16093831,0.83462540,0.00881473,0.32871698,0.50589338,0.35788482
-3.17258629,1.74533149,0.00046615,0.07412758,0.16539685,0.88485537,0.00921950,0.32878502,0.53135350,0.37008574
-3.16658329,1.81952652,0.00050265,0.07556565,0.16991214,0.93636141,0.00960065,0.32850123,0.55722561,0.38220141
-3.16058029,1.89463100,0.00054197,0.07682904,0.17452209,0.98910323,0.00995618,0.32797653,0.58363109,0.39437625
-3.15457729,1.97087574,0.00058454,0.07790519,0.17926497,1.04302201,0.01028476,0.32732573,0.61070999,0.40677897
-3.14857429,2.04849810,0.00063088,0.07878348,0.18417689,1.09803400,0.01058580,0.32666196,0.63861255,0.41959627
-3.14257129,2.12772057,0.00068154,0.07945545,0.18928924,1.15402385,0.01085944,0.32609116,0.66748910,0.43302524
-3.13656828,2.20872797,0.00073711,0.07991506,0.19462609,1.21083811,0.01110647,0.32570685,0.69747868,0.44726480
-3.13056528,2.29164419,0.00079819,0.08015883,0.20020175,1.26827936,0.01132835,0.32558548,0.72869701,0.46250644
-3.12456228,2.37650985,0.00086539,0.08018614,0.20601864,1.32610118,0.01152704,0.32578256,0.76122418,0.47892464
-3.11855928,2.46326188,0.00093930,0.07999929,0.21206549,1.38400464,0.01170498,0.32632971,0.79509299,0.49666756
-3.11255628,2.55171660,0.00102048,0.07960365,0.21831607,1.44163668,0.01186488,0.32723290,0.83027837,0.51584826
-3.10655328,2.64155721,0.00110939,0.07900766,0.22472852,1.49859075,0.01200965,0.32847179,0.86668869,0.53653695
-3.10055028,2.73232688,0.00120641,0.07822279,0.23124528,1.55441013,0.01214224,0.33000034,0.90415949,0.55875474
-3.09454727,2.82342827,0.00131181,0.07726341,0.23779380,1.60859417,0.01226549,0.33174863,0.94245011,0.58246909
-3.08854427,2.91412984,0.00142568,0.07614653,0.24428788,1.66060752,0.01238199,0.33362572,0.98124374,0.60759132
-3.08254127,3.00357935,0.00154794,0.07489150,0.25062977,1.70989234,0.01249401,0.33552358,1.02015090,0.63397627
-3.07653827,3.09082423,0.00167832,0.07351962,0.25671288,1.75588326,0.01260334,0.33732178,1.05871660,0.66142431
-3.07053527,3.17483823,0.00181632,0.07205368,0.26242503,1.79802463,0.01271123,0.33889284,1.09643082,0.68968540
-3.06453227,3.25455342,0.00196121,0.07051742,0.26765217,1.83578947,0.01281835,0.34010792,1.13274222,0.71846534
-3.05852926,3.32889617,0.00211200,0.06893505,0.27228233,1.86869930,0.01292473,0.34084264,1.16707433,0.74743368
-3.05252626,3.39682547,0.00226747,0.06733065,0.27620974,1.89634394,0.01302979,0.34098272,1.19884368,0.77623314
-3.04652326,3.45737180,0.00242615,0.06572770,0.27933887,1.91840028,0.01313230,0.34042930,1.22747911,0.80449003
-3.04052026,3.50967451,0.00258634,0.06414849,0.28158818,1.93464882,0.01323049,0.33910350,1.25244132,0.83182517
-3.03451726,3.55301582,0.00274614,0.06261378,0.28289352,1.94498723,0.01332209,0.33695019,1.27324181,0.85786498
-3.02851426,3.58684961,0.00290347,0.06114229,0.28321088,1.94943959,0.01340440,0.33394071,1.28946039,0.88225209
-3.02251126,3.61082335,0.00305611,0.05975045,0.28251838,1.94816102,0.01347440,0.33007439,1.30076032,0.90465515
-3.01650825,3.62479200,0.00320177,0.05845211,0.28081749,1.94143667,0.01352884,0.32537881,1.30690062,0.92477738
-3.01050525,3.62882296,0.00333810,0.05725835,0.27813333,1.92967525,0.01356437,0.31990884,1.30774476,0.94236362
-3.00450225,3.62319180,0.00346279,0.05617738,0.27451394,1.91339673,0.01357766,0.31374447,1.30326556,0.95720563
-2.99849925,3.60836888,0.00357360,0.05521446,0.27002880,1.89321489,0.01356550,0.30698742,1.29354605,0.96914545
-2.99249625,3.58499754,0.00366845,0.05437197,0.26476637,1.86981516,0.01352491,0.29975695,1.27877634,0.97807695
-2.98649325,3.55386495,0.00374544,0.05364940,0.25883098,1.84392875,0.01345324,0.29218480,1.25924669,0.98394550
-2.98049025,3.51586725,0.00380297,0.05304352,0.25233914,1.81630428,0.01334830,0.28440967,1.23533725,0.98674599
-2.97448724,3.47197065,0.00383974,0.05254847,0.24541534,1.78767820,0.01320839,0.27657146,1.20750490,0.98651939
-2.96848424,3.42317065,0.00385481,0.05215601,0.23818775,1.75874538,0.01303239,0.26880553,1.17626797,0.98334823
-2.96248124,3.37045135,0.00384763,0.05185567,0.23078381,1.73013139,0.01281984,0.26123723,1.14218940,0.97735117
-2.95647824,3.31474709,0.00381809,0.05163502,0.22332605,1.70236784,0.01257093,0.25397701,1.10585934,0.96867710
-2.95047524,3.25690813,0.00376650,0.05147990,0.21592815,1.67587191,0.01228657,0.24711628,1.06787761,0.95749907
-2.94447224,3.19767204,0.00369359,0.05137475,0.20869167,1.65093117,0.01196833,0.24072415,1.02883706,0.94400837
-2.93846923,3.13764225,0.00360052,0.05130282,0.20170325,1.62769436,0.01161851,0.23484534,0.98930825,0.92840892
-2.93246623,3.07727439,0.00348881,0.05124657,0.19503270,1.60616868,0.01124002,0.22949913,0.94982600,0.91091244
-2.92646323,3.01687100,0.00336034,0.05118796,0.18873174,1.58622348,0.01083640,0.22467948,0.91087832,0.89173420
-2.92046023,2.95658467,0.00321726,0.05110881,0.18283370,1.56760033,0.01041168,0.22035629,0.87289787,0.87108981
-2.91445723,2.89642898,0.00306197,0.05099118,0.17735390,1.54992884,0.00997039,0.21647766,0.83625623,0.84919287
-2.90845423,2.83629659,0.00289701,0.05081772,0.17229081,1.53274741,0.00951737,0.21297302,0.80126083,0.82625358
-2.90245123,2.77598323,0.00272503,0.05057208,0.16762789,1.51552792,0.00905773,0.20975706,0.76815459,0.80247818
-2.89644822,2.71521615,0.00254871,0.05023930,0.16333598,1.49770304,0.00859671,0.20673405,0.73711797,0.77806918
-2.89044522,2.65368562,0.00237067,0.04980618,0.15937603,1.47869499,0.00813959,0.20380262,0.70827315,0.75322627
-2.88444222,2.59107755,0.00219341,0.04926164,0.15570221,1.45794431,0.00769153,0.20086050,0.68168997,0.72814761
-2.87843922,2.52710578,0.00201931,0.04859710,0.15226504,1.43493733,0.00725750,0.19780927,0.65739321,0.70303157
-2.87243622,2.46154238,0.00185048,0.04780674,0.14901461,1.40923123,0.00684215,0.19455868,0.63537086,0.67807849
-2.86643322,2.39424456,0.00168881,0.04688777,0.14590352,1.38047541,0.00644974,0.19103053,0.61558278,0.65349249
-2.86043022,2.32517697,0.00153590,0.04584066,0.14288963,1.34842868,0.00608402,0.18716193,0.59796953,0.62948307
-2.85442721,2.25442852,0.00139303,0.04466921,0.13993835,1.31297124,0.00574820,0.18290779,0.58246085,0.60626639
-2.84842421,2.18222307,0.00126119,0.04338064,0.13702453,1.27411145,0.00544488,0.17824247,0.56898357,0.58406599
-2.84242121,2.10892360,0.00114105,0.04198556,0.13413373,1.23198710,0.00517604,0.17316060,0.55746857,0.56311312
-2.83641821,2.03503008,0.00103298,0.04049777,0.13126300,1.18686136,0.00494300,0.16767703,0.54785671,0.54364626
-2.83041521,1.96117095,0.00093706,0.03893412,0.12842104,1.13911390,0.00474645,0.16182603,0.54010342,0.52591000
-2.82441221,1.88808912,0.00085314,0.03731417,0.12562781,1.08922763,0.00458646,0.15565965,0.53418212,0.51015322
-2.81840920,1.81662294,0.00078082,0.03565974,0.12291363,1.03777193,0.00446253,0.14924554,0.53008615,0.49662643
-2.81240620,1.74768323,0.00071954,0.03399454,0.12031782,0.98538316,0.00437361,0.14266421,0.52782947,0.48557851
-2.80640320,1.68222718,0.00066856,0.03234355,0.11788697,0.93274339,0.00431820,0.13600592,0.52744608,0.47725267
-2.80040020,1.62123040,0.00062705,0.03073247,0.11567283,0.88055832,0.00429443,0.12936733,0.52898821,0.47188177
-2.79439720,1.56565791,0.00059409,0.02918713,0.11373013,0.82953519,0.00430006,0.12284807,0.53252355,0.46968317
-2.78839420,1.51643527,0.00056874,0.02773283,0.11211414,0.78036166,0.00433263,0.11654731,0.53813145,0.47085308
-2.78239120,1.47442067,0.00055005,0.02639374,0.11087829,0.73368621,0.00438950,0.11056058,0.54589832,0.47556053
-2.77638819,1.44037874,0.00053709,0.02519231,0.11007180,0.69010079,0.00446794,0.10497671,0.55591233,0.48394120
-2.77038519,1.41495688,0.00052899,0.02414869,0.10973754,0.65012606,0.00456515,0.09987531,0.56825753,0.49609117
-2.76438219,1.39866455,0.00052497,0.02328025,0.10990996,0.61419955,0.00467836,0.09532449,0.58300756,0.51206083
-2.75837919,1.39185595,0.00052433,0.02260115,0.11061342,0.58266690,0.00480484,0.09137918,0.60021901,0.53184908
-2.75237619,1.39471642,0.00052649,0.02212194,0.11186078,0.55577618,0.00494195,0.08807987,0.61992464,0.55539801
-2.74637319,1.40725276,0.00053097,0.02184932,0.11365233,0.53367512,0.00508715,0.08545184,0.64212669,0.58258847
-2.74037019,1.42928751,0.00053744,0.02178593,0.11597513,0.51641120,0.00523801,0.08350486,0.66679030,0.61323646
-2.73436718,1.46045735,0.00054565,0.02193028,0.11880269,0.50393419,0.00539221,0.08223337,0.69383748,0.64709084
-2.72836418,1.50021548,0.00055548,0.02227667,0.12209513,0.49610094,0.00554754,0.08161702,0.72314166,0.68383233
-2.72236118,1.54783804,0.00056690,0.02281538,0.12579962,0.49268200,0.00570185,0.08162154,0.75452329,0.72307427
-2.71635818,1.60243440,0.00057996,0.02353272,0.12985123,0.49336986,0.00585308,0.08220002,0.78774656,0.76436500
-2.71035518,1.66296125,0.00059478,0.02441134,0.13417421,0.49778832,0.00599922,0.08329428,0.82251769,0.80719227
-2.70435218,1.72824028,0.00061151,0.02543057,0.13868343,0.50550295,0.00613828,0.08483658,0.85848485,0.85098942
-2.69834917,1.79697923,0.00063031,0.02656674,0.14328624,0.51603211,0.00626828,0.08675140,0.89524012,0.89514367
-2.69234617,1.86779601,0.00065137,0.02779373,0.14788449,0.52885851,0.00638728,0.08895735,0.93232341,0.93900613
-2.68634317,1.93924556,0.00067481,0.02908342,0.15237678,0.54344103,0.00649333,0.09136908,0.96922862,0.98190356
-2.68034017,2.00984886,0.00070074,0.03040629,0.15666083,0.55922656,0.00658452,0.09389931,1.00541188,1.02315150
-2.67433717,2.07812375,0.00072917,0.03173202,0.16063593,0.57566188,0.00665900,0.09646077,1.04030181,1.06206863
-2.66833417,2.14261664,0.00076006,0.03303014,0.16420536,0.59220525,0.00671498,0.09896810,1.07331152,1.09799166
-2.66233117,2.20193462,0.00079323,0.03427068,0.16727885,0.60833763,0.00675079,0.10133969,1.10385217,1.13029070
-2.65632816,2.25477696,0.00082845,0.03542482,0.16977483,0.62357339,0.00676496,0.10349943,1.13134743,1.15838427
-2.65032516,2.29996522,0.00086534,0.03646556,0.17162253,0.63747031,0.00675617,0.10537828,1.15524856,1.18175366
-2.64432216,2.33647115,0.00090344,0.03736836,0.17276379,0.64963869,0.00672341,0.10691568,1.17504948,1.19995601
-2.63831916,2.36344131,0.00094221,0.03811166,0.17315465,0.65974942,0.00666594,0.10806085,1.19030117,1.21263574
-2.63231616,2.38021778,0.00098099,0.03867747,0.17276645,0.66754074,0.00658338,0.10877371,1.20062500,1.21953380
-2.62631316,2.38635405,0.00101908,0.03905178,0.17158667,0.67282353,0.00647571,0.10902574,1.20572419,1.22049448
-2.62031016,2.38162562,0.00105574,0.03922488,0.16961917,0.67548494,0.00634330,0.10880039,1.20539323,1.21546943
-2.61430715,2.36603470,0.00109018,0.03919164,0.16688416,0.67549020,0.00618694,0.10809336,1.19952450,1.20451867
-2.60830415,2.33980883,0.00112164,0.03895159,0.16341757,0.67288245,0.00600781,0.10691243,1.18811210,1.18780870
-2.60230115,2.30339325,0.00114939,0.03850890,0.15927008,0.66778048,0.00580747,0.10527712,1.17125249,1.16560762
-2.59629815,2.25743728,0.00117274,0.03787225,0.15450567,0.66037438,0.00558784,0.10321791,1.14914209,1.13827737
-2.59029515,2.20277487,0.00119109,0.03705454,0.14919986,0.65091913,0.00535114,0.10077527,1.12207173,1.10626356
-2.58429215,2.14040011,0.00120393,0.03607247,0.14343762,0.63972616,0.00509986,0.09799831,1.09041837,1.07008302
-2.57828914,2.07143830,0.00121088,0.03494603,0.13731097,0.62715313,0.00483669,0.09494331,1.05463423,1.03030966
-2.57228614,1.99711345,0.00121169,0.03369786,0.13091654,0.61359213,0.00456447,0.09167193,1.01523396,0.98755907
-2.56628314,1.91871351,0.00120625,0.03235260,0.12435290,0.59945665,0.00428611,0.08824934,0.97278020,0.94247242
-2.56028014,1.83755425,0.00119458,0.03093609,0.11771801,0.58516772,0.00400453,0.08474227,0.92786809,0.89570015
-2.55427714,1.75494306,0.00117688,0.02947467,0.11110661,0.57113961,0.00372261,0.08121698,0.88110951,0.84788610
-2.54827414,1.67214397,0.00115344,0.02799433,0.10460792,0.55776567,0.00344314,0.07773734,0.83311730,0.79965249
-2.54227114,1.59034495,0.00112470,0.02652005,0.09830346,0.54540471,0.00316875,0.07436300,0.78449036,0.75158629
-2.53626813,1.51062869,0.00109121,0.02507513,0.09226522,0.53436856,0.00290188,0.07114775,0.73579983,0.70422736
-2.53026513,1.43394771,0.00105361,0.02368054,0.08655419,0.52491123,0.00264479,0.06813815,0.68757698,0.65805870
-2.52426213,1.36110472,0.00101260,0.02235453,0.08121923,0.51722010,0.00239950,0.06537240,0.64030306,0.61349903
-2.51825913,1.29273875,0.00096894,0.02111223,0.07629643,0.51140966,0.00216779,0.06287966,0.59440134,0.57089786
-2.51225613,1.22931749,0.00092342,0.01996543,0.07180887,0.50751795,0.00195125,0.06067963,0.55023159,0.53053315
-2.50625313,1.17113596,0.00087683,0.01892252,0.06776679,0.50550597,0.00175127,0.05878260,0.50808697,0.49261139
-2.50025013,1.11832136,0.00082996,0.01798854,0.06416819,0.50526021,0.00156906,0.05718982,0.46819319,0.45727012
-2.49424712,1.07084391,0.00078358,0.01716539,0.06099981,0.50659809,0.00140569,0.05589432,0.43071006,0.42458247
-2.48824412,1.02853292,0.00073841,0.01645209,0.05823839,0.50927635,0.00126218,0.05488194,0.39573489,0.39456366
-2.48224112,0.99109743,0.00069514,0.01584525,0.05585224,0.51300181,0.00113948,0.05413273,0.36330771,0.36717889
-2.47623812,0.95815047,0.00065441,0.01533950,0.05380297,0.51744433,0.00103856,0.05362253,0.33341781,0.34235231
-2.47023512,0.92923575,0.00061678,0.01492809,0.05204742,0.52225129,0.00096046,0.05332466,0.30601135,0.31997672
-2.46423212,0.90385562,0.00058281,0.01460344,0.05053955,0.52706296,0.00090631,0.05321171,0.28099953,0.29992336
-2.45822911,0.88149919,0.00055296,0.01435767,0.04923235,0.53152817,0.00087743,0.05325725,0.25826706,0.28205160
-2.45222611,0.86166917,0.00052769,0.01418323,0.04807967,0.53531954,0.00087530,0.05343748,0.23768052,0.26621795
-2.44622311,0.84390645,0.00050738,0.01407330,0.04703786,0.53814750,0.00090162,0.05373258,0.21909626,0.25228410
-2.44022011,0.82781127,0.00049241,0.01402229,0.04606721,0.53977266,0.00095832,0.05412793,0.20236753,0.24012366
-2.43421711,0.81306020,0.00048309,0.01402610,0.04513313,0.54001570,0.00104753,0.05461483,0.18735073,0.22962745
-2.42821411,0.79941806,0.00047972,0.01408234,0.04420701,0.53876454,0.00117161,0.05519098,0.17391048,0.22070698
-2.42221111,0.78674462,0.00048256,0.01419045,0.04326681,0.53597832,0.00133304,0.05586044,0.16192344,0.21329625
-2.41620810,0.77499558,0.00049184,0.01435165,0.04229722,0.53168804,0.00153442,0.05663327,0.15128084,0.20735169
-2.41020510,0.76421809,0.00050771,0.01456875,0.04128966,0.52599392,0.00177833,0.05752464,0.14188978,0.20285049
-2.40420210,0.75454113,0.00053030,0.01484593,0.04024187,0.51905950,0.00206728,0.05855371,0.13367325,0.19978728
-2.39819910,0.74616118,0.00055964,0.01518833,0.03915727,0.51110285,0.00240354,0.05974206,0.12656917,0.19816952
-2.39219610,0.73932413,0.00059571,0.01560159,0.03804409,0.50238528,0.00278904,0.06111194,0.12052841,0.19801186
-2.38619310,0.73430428,0.00063836,0.01609134,0.03691441,0.49319821,0.00322519,0.06268435,0.11551210,0.19932973
-2.38019010,0.73138161,0.00068735,0.01666262,0.03578299,0.48384867,0.00371273,0.06447708,0.11148852,0.20213261
-2.37418709,0.73081841,0.00074229,0.01731933,0.03466611,0.47464433,0.00425159,0.06650272,0.10842954,0.20641725
-2.36818409,0.73283652,0.00080271,0.01806367,0.03358041,0.46587865,0.00484071,0.06876688,0.10630708,0.21216133
-2.36218109,0.73759643,0.00086794,0.01889566,0.03254183,0.45781685,0.00547793,0.07126667,0.10508969,0.21931782
-2.35617809,0.74517916,0.00093722,0.01981273,0.03156456,0.45068355,0.00615986,0.07398950,0.10473943,0.22781041
-2.35017509,0.75557202,0.00100964,0.02080939,0.03066028,0.44465232,0.00688180,0.07691229,0.10520927,0.23753032
-2.34417209,0.76865899,0.00108419,0.02187708,0.02983751,0.43983801,0.00763771,0.08000119,0.10644111,0.24833463
-2.33816908,0.78421616,0.00115976,0.02300412,0.02910120,0.43629186,0.00842022,0.08321183,0.10836454,0.26004641
-2.33216608,0.80191275,0.00123519,0.02417583,0.02845251,0.43399974,0.00922064,0.08649008,0.11089636,0.27245654
-2.32616308,0.82131753,0.00130928,0.02537483,0.02788889,0.43288362,0.01002915,0.08977336,0.11394101,0.28532743
-2.32016008,0.84191062,0.00138088,0.02658145,0.02740423,0.43280601,0.01083490,0.09299235,0.11739172,0.29839841
-2.31415708,0.86310011,0.00144889,0.02777431,0.02698937,0.43357719,0.01162626,0.09607323,0.12113247,0.31139262
-2.30815408,0.88424286,0.00151235,0.02893100,0.02663262,0.43496498,0.01239109,0.09894012,0.12504061,0.32402523
-2.30215108,0.90466850,0.00157050,0.03002894,0.02632051,0.43670633,0.01311708,0.10151783,0.12899003,0.33601263
-2.29614807,0.92370578,0.00162281,0.03104616,0.02603854,0.43852042,0.01379205,0.10373463,0.13285478,0.34708224
-2.29014507,0.94070996,0.00166909,0.03196225,0.02577206,0.44012245,0.01440435,0.10552502,0.13651294,0.35698255
-2.28414207,0.95509018,0.00170950,0.03275927,0.02550705,0.44123773,0.01494321,0.10683239,0.13985051,0.36549294
-2.27813907,0.96633547,0.00174464,0.03342258,0.02523099,0.44161522,0.01539915,0.10761131,0.14276531,0.37243297
-2.27213607,0.97403853,0.00177559,0.03394164,0.02493350,0.44104013,0.01576428,0.10782955,0.14517059,0.37767058
-2.26613307,0.97791610,0.00180394,0.03431071,0.02460706,0.43934496,0.01603259,0.10746957,0.14699814,0.38112900
-2.26013007,0.97782506,0.00183182,0.03452940,0.02424745,0.43641866,0.01620026,0.10652953,0.14820099,0.38279200
-2.25412706,0.97377380,0.00186196,0.03460304,0.02385414,0.43221353,0.01626576,0.10502371,0.14875525,0.38270720
-2.24812406,0.96592825,0.00189762,0.03454297,0.02343052,0.42674963,0.01623003,0.10298238,0.14866131,0.38098735
-2.24212106,0.95461253,0.00194266,0.03436654,0.02298395,0.42011675,0.01609646,0.10045110,0.14794417,0.37780951
-2.23611806,0.94030407,0.00200144,0.03409701,0.02252573,0.41247385,0.01587087,0.09748957,0.14665291,0.37341201
-2.23011506,0.92362370,0.00207884,0.03376325,0.02207086,0.40404610,0.01556134,0.09416993,0.14485939,0.36808943
-2.22411206,0.90532090,0.00218014,0.03339927,0.02163781,0.39511988,0.01517806,0.09057475,0.14265610,0.36218559
-2.21810905,0.88625511,0.00231095,0.03304366,0.02124806,0.38603585,0.01473298,0.08679476,0.14015342,0.35608494
-2.21210605,0.86737349,0.00247710,0.03273880,0.02092567,0.37718064,0.01423957,0.08292632,0.13747626,0.35020245
-2.20610305,0.84968632,0.00268452,0.03253010,0.02069678,0.36897734,0.01371235,0.07906888,0.13476022,0.34497238
-2.20010005,0.83424057,0.00293904,0.03246504,0.02058907,0.36187536,0.01316659,0.07532237,0.13214757,0.34083631
-2.19409705,0.82209275,0.00324625,0.03259225,0.02063122,0.35633981,0.01261781,0.07178476,0.12978295,0.33823069
-2.18809405,0.81428171,0.00361131,0.03296045,0.02085238,0.35284096,0.01208143,0.06854970,0.12780921,0.33757427
-2.18209105,0.81180213,0.00403869,0.03361752,0.02128163,0.35184391,0.01157233,0.06570442,0.12636334,0.33925588
-2.17608804,0.81557956,0.00453199,0.03460939,0.02194753,0.35379867,0.01110454,0.06332794,0.12557270,0.34362269
-2.17008504,0.82644732,0.00509371,0.03597907,0.02287763,0.35913101,0.01069085,0.06148950,0.12555162,0.35096949
-2.16408204,0.84512595,0.00572502,0.03776565,0.02409803,0.36823388,0.01034255,0.06024732,0.12639859,0.36152906
-2.15807904,0.87220543,0.00642555,0.04000334,0.02563296,0.38145974,0.01006923,0.05964778,0.12819390,0.37546416
-2.15207604,0.90813054,0.00719324,0.04272051,0.02750438,0.39911361,0.00987856,0.05972474,0.13099795,0.39286112
-2.14607304,0.95318947,0.00802417,0.04593886,0.02973156,0.42144687,0.00977621,0.06049934,0.13485012,0.41372549
-2.14007004,1.00750587,0.00891248,0.04967253,0.03233069,0.44865178,0.00976578,0.06197994,0.13976838,0.43797967
-2.13406703,1.07103432,0.00985030,0.05392742,0.03531448,0.48085664,0.00984879,0.06416244,0.14574931,0.46546293
-2.12806403,1.14355928,0.01082783,0.05870048,0.03869172,0.51812159,0.01002475,0.06703074,0.15276881,0.49593360
-2.12206103,1.22469742,0.01183340,0.06397917,0.04246684,0.56043495,0.01029124,0.07055747,0.16078322,0.52907375
-2.11605803,1.31390334,0.01285366,0.06974104,0.04663950,0.60771027,0.01064407,0.07470490,0.16973089,0.56449600
-2.11005503,1.41047832,0.01387384,0.07595352,0.05120414,0.65978399,0.01107742,0.07942596,0.17953406,0.60175258
-2.10405203,1.51358226,0.01487804,0.08257377,0.05614961,0.71641384,0.01158409,0.08466543,0.19010103,0.64034632
-2.09804902,1.62224820,0.01584966,0.08954890,0.06145875,0.77727824,0.01215568,0.09036125,0.20132843,0.67974322
-2.09204602,1.73539937,0.01677183,0.09681630,0.06710814,0.84197660,0.01278289,0.09644576,0.21310369,0.71938639
-2.08604302,1.85186837,0.01762787,0.10430429,0.07306788,0.91003091,0.01345573,0.10284716,0.22530739,0.75871074
-2.08004002,1.97041800,0.01840182,0.11193300,0.07930147,0.98088866,0.01416378,0.10949080,0.23781571,0.79715808
-2.07403702,2.08976329,0.01907889,0.11961553,0.08576594,1.05392727,0.01489646,0.11630049,0.25050260,0.83419191
-2.06803402,2.20859435,0.01964599,0.12725932,0.09241198,1.12846008,0.01564326,0.12319974,0.26324195,0.86931161
