energy_ev,total_up,C_s_up,C_p_up,Ca_p_up,Ca_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,4.98001971,0.04514978,0.20981875,0.02878865,0.00000000,0.07976975,2.78375879,1.06166971,0.41353051
-5.99399700,5.07143047,0.04405674,0.21197905,0.02856345,0.00000000,0.08237536,2.83937663,1.09870529,0.42117660
-5.98799400,5.16202388,0.04290350,0.21371111,0.02836943,0.00000000,0.08478452,2.89532184,1.13704356,0.42871921
-5.98199100,5.25286044,0.04172401,0.21504772,0.02822670,0.00000000,0.08698114,2.95220063,1.17672756,0.43625642
-5.97598799,5.34487279,0.04055154,0.21602533,0.02815315,0.00000000,0.08895213,3.01053178,1.21773228,0.44388028
-5.96998499,5.43882909,0.03941799,0.21668342,0.02816389,0.00000000,0.09068777,3.07072485,1.25995855,0.45167408
-5.96398199,5.53530639,0.03835326,0.21706406,0.02827081,0.00000000,0.09218183,3.13306424,1.30323041,0.45971024
-5.95797899,5.63467457,0.03738476,0.21721166,0.02848233,0.00000000,0.09343179,3.19769967,1.34729603,0.46804893
-5.95197599,5.73709098,0.03653709,0.21717294,0.02880329,0.00000000,0.09443878,3.26464319,1.39183229,0.47673744
-5.94597299,5.84250564,0.03583182,0.21699692,0.02923490,0.00000000,0.09520752,3.33377242,1.43645275,0.48581016
-5.93996998,5.95067580,0.03528736,0.21673512,0.02977498,0.00000000,0.09574613,3.40483978,1.48071888,0.49528927
-5.93396698,6.06118887,0.03491899,0.21644173,0.03041816,0.00000000,0.09606580,3.47748682,1.52415393,0.50518581
-5.92796398,6.17349204,0.03473894,0.21617378,0.03115630,0.00000000,0.09618045,3.55126277,1.56625891,0.51550130
-5.92196098,6.28692663,0.03475654,0.21599127,0.03197889,0.00000000,0.09610626,3.62564623,1.60653000,0.52622949
-5.91595798,6.40076532,0.03497848,0.21595712,0.03287358,0.00000000,0.09586118,3.70006892,1.64447656,0.53735836
-5.90995498,6.51425031,0.03540897,0.21613708,0.03382663,0.00000000,0.09546444,3.77394006,1.67963898,0.54887206
-5.90395198,6.62663029,0.03605007,0.21659931,0.03482347,0.00000000,0.09493601,3.84667057,1.71160559,0.56075280
-5.89794897,6.73719482,0.03690188,0.21741385,0.03584912,0.00000000,0.09429608,3.91769566,1.74002785,0.57298255
-5.89194597,6.84530436,0.03796281,0.21865184,0.03688868,0.00000000,0.09356463,3.98649520,1.76463311,0.58554447
-5.88594297,6.95041500,0.03922977,0.22038455,0.03792762,0.00000000,0.09276094,4.05261087,1.78523455,0.59842400
-5.87993997,7.05209705,0.04069834,0.22268217,0.03895215,0.00000000,0.09190326,4.11565976,1.80173773,0.61160961
-5.87393697,7.15004698,0.04236296,0.22561254,0.03994940,0.00000000,0.09100847,4.17534398,1.81414358,0.62509325
-5.86793397,7.24409275,0.04421701,0.22923967,0.04090763,0.00000000,0.09009178,4.23145609,1.82254780,0.63887035
-5.86193097,7.33419263,0.04625289,0.23362224,0.04181631,0.00000000,0.08916660,4.28388061,1.82713669,0.65293956
-5.85592796,7.42042802,0.04846212,0.23881207,0.04266617,0.00000000,0.08824437,4.33259165,1.82817972,0.66730215
-5.84992496,7.50299090,0.05083528,0.24485261,0.04344924,0.00000000,0.08733446,4.37764702,1.82601920,0.68196113
-5.84392196,7.58216667,0.05336209,0.25177746,0.04415878,0.00000000,0.08644418,4.41917938,1.82105750,0.69692008
-5.83791896,7.65831317,0.05603134,0.25960910,0.04478930,0.00000000,0.08557880,4.45738471,1.81374247,0.71218175
-5.83191596,7.73183661,0.05883084,0.26835758,0.04533649,0.00000000,0.08474163,4.49250863,1.80455160,0.72774647
-5.82591296,7.80316525,0.06174735,0.27801947,0.04579716,0.00000000,0.08393410,4.52483113,1.79397558,0.74361025
-5.81990995,7.87272133,0.06476645,0.28857695,0.04616920,0.00000000,0.08315597,4.55464987,1.78250178,0.75976277
-5.81390695,7.94089191,0.06787247,0.29999698,0.04645155,0.00000000,0.08240547,4.58226268,1.77059826,0.77618505
-5.80790395,8.00799920,0.07104829,0.31223068,0.04664410,0.00000000,0.08167954,4.60794945,1.75869875,0.79284702
-5.80190095,8.07427072,0.07427522,0.32521286,0.04674767,0.00000000,0.08097401,4.63195377,1.74718902,0.80970498
-5.79589795,8.13981011,0.07753283,0.33886165,0.04676393,0.00000000,0.08028387,4.65446478,1.73639492,0.82669893
-5.78989495,8.20456907,0.08079877,0.35307835,0.04669532,0.00000000,0.07960346,4.67559951,1.72657241,0.84374993
-5.78389195,8.26832134,0.08404869,0.36774745,0.04654492,0.00000000,0.07892672,4.69538628,1.71789966,0.86075769
-5.77788894,8.33063971,0.08725610,0.38273686,0.04631635,0.00000000,0.07824731,4.71374979,1.71047143,0.87759841
-5.77188594,8.39087721,0.09039235,0.39789843,0.04601358,0.00000000,0.07755883,4.73049840,1.70429577,0.89412309
-5.76588294,8.44815378,0.09342669,0.41306876,0.04564081,0.00000000,0.07685492,4.74531452,1.69929305,0.91015663
-5.75987994,8.50134990,0.09632639,0.42807042,0.04520225,0.00000000,0.07612931,4.75774884,1.69529741,0.92549771
-5.75387694,8.54910844,0.09905702,0.44271366,0.04470192,0.00000000,0.07537592,4.76721914,1.69206064,0.93991976
-5.74787394,8.58984608,0.10158283,0.45679851,0.04414348,0.00000000,0.07458879,4.77301445,1.68925829,0.95317320
-5.74187094,8.62177524,0.10386725,0.47011753,0.04353011,0.00000000,0.07376212,4.77430508,1.68649818,0.96498894
-5.73586793,8.64293714,0.10587359,0.48245903,0.04286429,0.00000000,0.07289018,4.77015893,1.68333106,0.97508329
-5.72986493,8.65124600,0.10756578,0.49361089,0.04214779,0.00000000,0.07196729,4.75956408,1.67926326,0.98316415
-5.72386193,8.64454393,0.10890926,0.50336481,0.04138161,0.00000000,0.07098775,4.74145733,1.67377116,0.98893846
-5.71785893,8.62066513,0.10987193,0.51152102,0.04056599,0.00000000,0.06994584,4.71475828,1.66631717,0.99212062
-5.71185593,8.57750769,0.11042516,0.51789318,0.03970051,0.00000000,0.06883580,4.67840755,1.65636669,0.99244166
