energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.86193097,2.61714385,0.01319400,0.18503037,0.57326240,0.71203230,0.91626315,1.28634762,0.00000000
-5.85592796,2.60787394,0.01219684,0.18468382,0.55931541,0.70441355,0.91841909,1.28190976,0.00000000
-5.84992496,2.59223801,0.01125437,0.18417109,0.54448473,0.69607630,0.91817706,1.27374674,0.00000000
-5.84392196,2.57017681,0.01037252,0.18342504,0.52886386,0.68691067,0.91559494,1.26176414,0.00000000
-5.83791896,2.54178169,0.00955549,0.18238515,0.51255581,0.67682701,0.91080057,1.24593670,0.00000000
-5.83191596,2.50728823,0.00880583,0.18099902,0.49567229,0.66575915,0.90398497,1.22630863,0.00000000
-5.82591296,2.46706724,0.00812466,0.17922384,0.47833272,0.65366752,0.89539401,1.20299288,0.00000000
-5.81990995,2.42161358,0.00751185,0.17702769,0.46066311,0.64054208,0.88531878,1.17616961,0.00000000
-5.81390695,2.37153294,0.00696628,0.17439068,0.44279472,0.62640474,0.87408511,1.14608377,0.00000000
-5.80790395,2.31752716,0.00648606,0.17130583,0.42486254,0.61131129,0.86204249,1.11304172,0.00000000
-5.80190095,2.26037832,0.00606879,0.16777965,0.40700364,0.59535251,0.84955301,1.07740697,0.00000000
-5.79589795,2.20093185,0.00571173,0.16383239,0.38935542,0.57865445,0.83698031,1.03959496,0.00000000
-5.78989495,2.14007913,0.00541202,0.15949786,0.37205372,0.56137769,0.82467928,1.00006680,0.00000000
-5.78389195,2.07873967,0.00516679,0.15482291,0.35523099,0.54371547,0.81298642,0.95932218,0.00000000
-5.77788894,2.01784346,0.00497330,0.14986649,0.33901456,0.52589082,0.80221144,0.91789125,0.00000000
-5.77188594,1.95831348,0.00482896,0.14469837,0.32352491,0.50815255,0.79263005,0.87632590,0.00000000
-5.76588294,1.90104905,0.00473140,0.13939748,0.30887424,0.49077023,0.78447820,0.83519027,0.00000000
-5.75987994,1.84690995,0.00467846,0.13405004,0.29516522,0.47402841,0.77794795,0.79505085,0.00000000
-5.75387694,1.79670200,0.00466812,0.12874742,0.28249002,0.45822006,0.77318479,0.75646646,0.00000000
-5.74787394,1.75116404,0.00469850,0.12358387,0.27092955,0.44363955,0.77028665,0.71997815,0.00000000
-5.74187094,1.71095680,0.00476772,0.11865428,0.26055306,0.43057546,0.76930442,0.68609946,0.00000000
-5.73586793,1.67665377,0.00487390,0.11405185,0.25141794,0.41930331,0.77024383,0.65530726,0.00000000
-5.72986493,1.64873427,0.00501502,0.10986593,0.24356974,0.41007856,0.77306875,0.62803330,0.00000000
-5.72386193,1.62757872,0.00518890,0.10618001,0.23704238,0.40313008,0.77770550,0.60465692,0.00000000
-5.71785893,1.61346634,0.00539312,0.10306993,0.23185852,0.39865434,0.78404820,0.58549886,0.00000000
-5.71185593,1.60657509,0.00562501,0.10060233,0.22802997,0.39681042,0.79196479,0.57081652,0.00000000
-5.70585293,1.60698382,0.00588161,0.09883346,0.22555824,0.39771613,0.80130362,0.56080063,0.00000000
-5.69984992,1.61467655,0.00615974,0.09780826,0.22443502,0.40144516,0.81190026,0.55557346,0.00000000
-5.69384692,1.62954857,0.00645597,0.09755973,0.22464275,0.40802552,0.82358443,0.55518858,0.00000000
-5.68784392,1.65141421,0.00676674,0.09810870,0.22615517,0.41743917,0.83618670,0.55963209,0.00000000
-5.68184092,1.68001592,0.00708844,0.09946382,0.22893785,0.42962288,0.84954485,0.56882526,0.00000000
-5.67583792,1.71503425,0.00741748,0.10162182,0.23294882,0.44447024,0.86350956,0.58262843,0.00000000
-5.66983492,1.75609855,0.00775045,0.10456805,0.23813916,0.46183473,0.87794933,0.60084602,0.00000000
-5.66383192,1.80279770,0.00808419,0.10827715,0.24445377,0.48153363,0.89275437,0.62323247,0.00000000
-5.65782891,1.85469066,0.00841596,0.11271395,0.25183214,0.50335280,0.90783932,0.64949883,0.00000000
-5.65182591,1.91131627,0.00874353,0.11783436,0.26020929,0.52705187,0.92314470,0.67931977,0.00000000
-5.64582291,1.97220197,0.00906527,0.12358650,0.26951678,0.55236985,0.93863690,0.71234075,0.00000000
-5.63981991,2.03687086,0.00938025,0.12991166,0.27968387,0.57903082,0.95430675,0.74818513,0.00000000
-5.63381691,2.10484707,0.00968829,0.13674543,0.29063866,0.60674951,0.97016658,0.78646081,0.00000000
-5.62781391,2.17565884,0.00998998,0.14401865,0.30230929,0.63523661,0.98624590,0.82676639,0.00000000
-5.62181091,2.24883943,0.01028668,0.15165841,0.31462509,0.66420350,1.00258570,0.86869646,0.00000000
-5.61580790,2.32392572,0.01058050,0.15958891,0.32751755,0.69336647,1.01923170,0.91184598,0.00000000
-5.60980490,2.40045462,0.01087420,0.16773225,0.34092114,0.72245017,1.03622674,0.95581358,0.00000000
-5.60380190,2.47795766,0.01117113,0.17600914,0.35477376,0.75119021,1.05360252,1.00020390,0.00000000
-5.59779890,2.55595406,0.01147510,0.18433957,0.36901695,0.77933513,1.07137133,1.04462887,0.00000000
-5.59179590,2.63394303,0.01179023,0.19264337,0.38359557,0.80664750,1.08951790,1.08870811,0.00000000
-5.58579290,2.71139581,0.01212081,0.20084079,0.39845710,0.83290455,1.10799202,1.13206869,0.00000000
-5.57978989,2.78774835,0.01247108,0.20885303,0.41355052,0.85789819,1.12670226,1.17434445,0.00000000
-5.57378689,2.86239535,0.01284514,0.21660288,0.42882475,0.88143476,1.14551129,1.21517516,0.00000000
-5.56778389,2.93468651,0.01324669,0.22401529,0.44422673,0.90333471,1.16423311,1.25420582,0.00000000
-5.56178089,3.00392559,0.01367892,0.23101818,0.45969934,0.92343215,1.18263260,1.29108643,0.00000000
-5.55577789,3.06937298,0.01414433,0.23754321,0.47517908,0.94157471,1.20042746,1.32547242,0.00000000
-5.54977489,3.13025206,0.01464458,0.24352676,0.49059391,0.95762361,1.21729273,1.35702602,0.00000000
-5.54377189,3.18575964,0.01518039,0.24891103,0.50586118,0.97145422,1.23286791,1.38541869,0.00000000
-5.53776888,3.23508032,0.01575140,0.25364519,0.52088598,0.98295689,1.24676645,1.41033456,0.00000000
-5.53176588,3.27740464,0.01635608,0.25768673,0.53556003,0.99203835,1.25858727,1.43147510,0.00000000
-5.52576288,3.31195023,0.01699174,0.26100281,0.54976120,0.99862335,1.26792819,1.44856457,0.00000000
-5.51975988,3.33798548,0.01765438,0.26357173,0.56335392,1.00265665,1.27440038,1.46135631,0.00000000
-5.51375688,3.35485457,0.01833880,0.26538432,0.57619046,1.00410508,1.27764356,1.46963947,0.00000000
-5.50775388,3.36200293,0.01903854,0.26644534,0.58811309,1.00295971,1.27734126,1.47324581,0.00000000
-5.50175088,3.35900197,0.01974594,0.26677480,0.59895735,0.99923781,1.27323529,1.47205642,0.00000000
-5.49574787,3.34557185,0.02045228,0.26640900,0.60855601,0.99298457,1.26513907,1.46600766,0.00000000
-5.48974487,3.32160123,0.02114783,0.26540149,0.61674401,0.98427444,1.25294899,1.45509637,0.00000000
-5.48374187,3.28716306,0.02182203,0.26382362,0.62336381,0.97321198,1.23665335,1.43938370,0.00000000
-5.47773887,3.24252536,0.02246369,0.26176481,0.62827127,0.95993207,1.21633843,1.41899752,0.00000000
-5.47173587,3.18815649,0.02306120,0.25933232,0.63134164,0.94459962,1.19219138,1.39413315,0.00000000
-5.46573287,3.12472435,0.02360276,0.25665062,0.63247530,0.92740845,1.16449955,1.36505226,0.00000000
-5.45972986,3.05308919,0.02407672,0.25386013,0.63160316,0.90857963,1.13364653,1.33207998,0.00000000
-5.45372686,2.97429018,0.02447181,0.25111539,0.62869125,0.88835897,1.10010453,1.29560015,0.00000000
-5.44772386,2.88952583,0.02477750,0.24858261,0.62374427,0.86701395,1.06442368,1.25604894,0.00000000
-5.44172086,2.80012865,0.02498430,0.24643655,0.61680782,0.84482990,1.02721825,1.21390682,0.00000000
-5.43571786,2.70753482,0.02508408,0.24485670,0.60796924,0.82210544,0.98915054,1.16968924,0.00000000
-5.42971486,2.61324956,0.02507032,0.24402284,0.59735666,0.79914740,0.95091259,1.12393619,0.00000000
-5.42371186,2.51880912,0.02493841,0.24411003,0.58513657,0.77626497,0.91320665,1.07720086,0.00000000
-5.41770885,2.42574066,0.02468578,0.24528305,0.57150953,0.75376341,0.87672488,1.03003783,0.00000000
-5.41170585,2.33552108,0.02431212,0.24769051,0.55670455,0.73193718,0.84212895,0.98299098,0.00000000
-5.40570285,2.24953610,0.02381941,0.25145873,0.54097190,0.71106285,0.81003041,0.93658146,0.00000000
-5.39969985,2.16904099,0.02321193,0.25668564,0.52457508,0.69139170,0.78097235,0.89129617,0.00000000
-5.39369685,2.09512417,0.02249618,0.26343488,0.50778189,0.67314244,0.75541305,0.84757686,0.00000000
-5.38769385,2.02867520,0.02168074,0.27173050,0.49085525,0.65649424,0.73371230,0.80581037,0.00000000
-5.38169085,1.97035817,0.02077606,0.28155240,0.47404409,0.64158031,0.71612090,0.76632028,0.00000000
-5.37568784,1.92059177,0.01979415,0.29283281,0.45757478,0.62848246,0.70277362,0.72936017,0.00000000
-5.36968484,1.87953697,0.01874824,0.30545425,0.44164340,0.61722689,0.69368624,0.69510882,0.00000000
-5.36368184,1.84709295,0.01765247,0.31924895,0.42640945,0.60778154,0.68875653,0.66366758,0.00000000
-5.35767884,1.82290189,0.01652141,0.33400014,0.41199101,0.60005535,0.68776948,0.63505997,0.00000000
-5.35167584,1.80636260,0.01536975,0.34944518,0.39846182,0.59389950,0.69040652,0.60923370,0.00000000
-5.34567284,1.79665286,0.01421183,0.36528062,0.38585037,0.58911089,0.69625852,0.58606503,0.00000000
-5.33966983,1.79275988,0.01306136,0.38116920,0.37414088,0.58543784,0.70484208,0.56536531,0.00000000
-5.33366683,1.79351790,0.01193106,0.39674844,0.36327633,0.58258783,0.71561870,0.54688976,0.00000000
-5.32766383,1.79765165,0.01083239,0.41164077,0.35316319,0.58023726,0.72801586,0.53034786,0.00000000
-5.32166083,1.80382406,0.00977536,0.42546475,0.34367767,0.57804263,0.74144954,0.51541527,0.00000000
-5.31565783,1.81068636,0.00876840,0.43784693,0.33467318,0.57565294,0.75534691,0.50174671,0.00000000
-5.30965483,1.81692856,0.00781824,0.44843396,0.32598850,0.57272263,0.76916865,0.48898927,0.00000000
-5.30365183,1.82132817,0.00692994,0.45690432,0.31745641,0.56892460,0.78242970,0.47679580,0.00000000
-5.29764882,1.82279530,0.00610691,0.46297922,0.30891212,0.56396255,0.79471769,0.46483762,0.00000000
-5.29164582,1.82041198,0.00535097,0.46643224,0.30020136,0.55758226,0.80570834,0.45281625,0.00000000
-5.28564282,1.81346425,0.00466257,0.46709705,0.29118749,0.54958111,0.81517694,0.44047359,0.00000000
-5.27963982,1.80146568,0.00404085,0.46487316,0.28175753,0.53981550,0.82300582,0.42760024,0.00000000
-5.27363682,1.78417131,0.00348393,0.45972911,0.27182675,0.52820574,0.82918708,0.41404158,0.00000000
-5.26763382,1.76158174,0.00298901,0.45170326,0.26134170,0.51473835,0.83382090,0.39970163,0.00000000
-5.26163082,1.73393729,0.00255266,0.44090198,0.25028163,0.49946550,0.83710923,0.38454440,0.00000000
-5.25562781,1.70170283,0.00217097,0.42749542,0.23865834,0.48250192,0.83934547,0.36859298,0.00000000
-5.24962481,1.66554409,0.00183972,0.41171106,0.22651453,0.46401936,0.84090037,0.35192643,0.00000000
-5.24362181,1.62629700,0.00155460,0.39382549,0.21392087,0.44423889,0.84220505,0.33467483,0.00000000
-5.23761881,1.58493143,0.00131132,0.37415463,0.20097201,0.42342165,0.84373179,0.31701278,0.00000000
-5.23161581,1.54251127,0.00110574,0.35304308,0.18778183,0.40185844,0.84597345,0.29915168,0.00000000
-5.22561281,1.50015272,0.00093397,0.33085297,0.17447821,0.37985868,0.84942237,0.28133146,0.00000000
-5.21960980,1.45898260,0.00079247,0.30795284,0.16119759,0.35773936,0.85454974,0.26381186,0.00000000
-5.21360680,1.42009857,0.00067807,0.28470697,0.14807964,0.33581438,0.86178608,0.24686393,0.00000000
-5.20760380,1.38453256,0.00058806,0.26146575,0.13526230,0.31438481,0.87150366,0.23076199,0.00000000
-5.20160080,1.35321908,0.00052015,0.23855710,0.12287733,0.29373045,0.88400148,0.21577631,0.00000000
-5.19559780,1.32696898,0.00047255,0.21627958,0.11104659,0.27410283,0.89949322,0.20216681,0.00000000
-5.18959480,1.30644965,0.00044390,0.19489698,0.09987910,0.25571999,0.91809864,0.19017791,0.00000000
-5.18359180,1.29217174,0.00043329,0.17463469,0.08946893,0.23876301,0.93983844,0.18003447,0.00000000
-5.17758879,1.28448249,0.00044023,0.15567778,0.07989392,0.22337424,0.96463288,0.17193888,0.00000000
-5.17158579,1.28356539,0.00046463,0.13817050,0.07121520,0.20965725,0.99230391,0.16606927,0.00000000
-5.16558279,1.28944545,0.00050674,0.12221733,0.06347730,0.19767806,1.02258077,0.16257844,0.00000000
-5.15957979,1.30199955,0.00056715,0.10788503,0.05670893,0.18746777,1.05510860,0.16159359,0.00000000
-5.15357679,1.32097083,0.00064672,0.09520575,0.05092409,0.17902589,1.08945990,0.16321649,0.00000000
-5.14757379,1.34598615,0.00074652,0.08418062,0.04612347,0.17232453,1.12514819,0.16752386,0.00000000
-5.14157079,1.37657565,0.00086782,0.07478390,0.04229604,0.16731277,1.16164344,0.17456783,0.00000000
-5.13556778,1.41219337,0.00101202,0.06696712,0.03942062,0.16392126,1.19838867,0.18437624,0.00000000
-5.12956478,1.45223804,0.00118055,0.06066327,0.03746736,0.16206660,1.23481711,0.19695267,0.00000000
-5.12356178,1.49607307,0.00137488,0.05579073,0.03639911,0.16165541,1.27036928,0.21227618,0.00000000
-5.11755878,1.54304511,0.00159639,0.05225686,0.03617248,0.16258800,1.30450944,0.23030065,0.00000000
-5.11155578,1.59250055,0.00184635,0.04996118,0.03673880,0.16476132,1.33674074,0.25095375,0.00000000
-5.10555278,1.64379948,0.00212583,0.04879806,0.03804470,0.16807147,1.36661851,0.27413580,0.00000000
-5.09954977,1.69632689,0.00243562,0.04865901,0.04003254,0.17241542,1.39376133,0.29971840,0.00000000
-5.09354677,1.74950096,0.00277619,0.04943447,0.04264071,0.17769223,1.41785942,0.32754327,0.00000000
-5.08754377,1.80277847,0.00314762,0.05101527,0.04580372,0.18380369,1.43868001,0.35742125,0.00000000
-5.08154077,1.85565757,0.00354951,0.05329377,0.04945230,0.19065448,1.45606983,0.38913195,0.00000000
-5.07553777,1.90767819,0.00398097,0.05616477,0.05351353,0.19815207,1.46995440,0.42242398,0.00000000
-5.06953477,1.95842061,0.00444058,0.05952618,0.05791095,0.20620631,1.48033456,0.45701613,0.00000000
-5.06353177,2.00750260,0.00492630,0.06327967,0.06256492,0.21472887,1.48728038,0.49259957,0.00000000
-5.05752876,2.05457575,0.00543553,0.06733124,0.06739311,0.22363281,1.49092298,0.52884119,0.00000000
-5.05152576,2.09932164,0.00596508,0.07159166,0.07231119,0.23283205,1.49144468,0.56538812,0.00000000
-5.04552276,2.14144829,0.00651120,0.07597710,0.07723375,0.24224116,1.48906827,0.60187338,0.00000000
-5.03951976,2.18068749,0.00706960,0.08040957,0.08207545,0.25177531,1.48404581,0.63792259,0.00000000
-5.03351676,2.21679342,0.00763558,0.08481747,0.08675236,0.26135050,1.47664774,0.67316164,0.00000000
-5.02751376,2.24954285,0.00820405,0.08913608,0.09118350,0.27088416,1.46715289,0.70722495,0.00000000
-5.02151076,2.27873702,0.00876970,0.09330808,0.09529239,0.28029597,1.45583983,0.73976432,0.00000000
-5.01550775,2.30420548,0.00932717,0.09728387,0.09900877,0.28950905,1.44297996,0.77045785,0.00000000
-5.00950475,2.32581144,0.00987113,0.10102198,0.10227023,0.29845131,1.42883263,0.79901872,0.00000000
-5.00350175,2.34345865,0.01039657,0.10448927,0.10502376,0.30705714,1.41364245,0.82520357,0.00000000
-4.99749875,2.35709929,0.01089895,0.10766109,0.10722718,0.31526916,1.39763854,0.84882007,0.00000000
-4.99149575,2.36674244,0.01137447,0.11052130,0.10885026,0.32304010,1.38103580,0.86973350,0.00000000
-4.98549275,2.37246258,0.01182023,0.11306221,0.10987567,0.33033468,1.36403761,0.88787206,0.00000000
-4.97948974,2.37440740,0.01223455,0.11528448,0.11029953,0.33713145,1.34683975,0.90323066,0.00000000
-4.97348674,2.37280453,0.01261711,0.11719685,0.11013163,0.34342457,1.32963489,0.91587315,0.00000000
-4.96748374,2.36796636,0.01296916,0.11881593,0.10939528,0.34922529,1.31261713,0.92593272,0.00000000
-4.96148074,2.36029246,0.01329369,0.12016586,0.10812679,0.35456326,1.29598611,0.93361061,0.00000000
-4.95547774,2.35026928,0.01359555,0.12127799,0.10637459,0.35948751,1.27995009,0.93917294,0.00000000
-4.94947474,2.33846651,0.01388146,0.12219053,0.10419804,0.36406700,1.26472767,0.94294579,0.00000000
-4.94347174,2.32553005,0.01416004,0.12294815,0.10166592,0.36839079,1.25054766,0.94530858,0.00000000
-4.93746873,2.31217138,0.01444167,0.12360150,0.09885473,0.37256761,1.23764704,0.94668588,0.00000000
-4.93146573,2.29915349,0.01473834,0.12420676,0.09584674,0.37672499,1.22626677,0.94753774,0.00000000
-4.92546273,2.28727348,0.01506339,0.12482497,0.09272804,0.38100766,1.21664570,0.94834881,0.00000000
-4.91945973,2.27734226,0.01543112,0.12552133,0.08958640,0.38557541,1.20901258,0.94961637,0.00000000
-4.91345673,2.27016194,0.01585638,0.12636434,0.08650923,0.39060021,1.20357668,0.95183768,0.00000000
-4.90745373,2.26650160,0.01635406,0.12742475,0.08358155,0.39626267,1.20051743,0.95549671,0.00000000
-4.90145073,2.26707219,0.01693848,0.12877435,0.08088414,0.40274796,1.19997367,0.96105084,0.00000000
-4.89544772,2.27250174,0.01762284,0.13048464,0.07849179,0.41024098,1.20203304,0.96891770,0.00000000
-4.88944472,2.28331160,0.01841853,0.13262531,0.07647180,0.41892116,1.20672240,0.97946265,0.00000000
-4.88344172,2.29989507,0.01933456,0.13526263,0.07488271,0.42895686,1.21399972,0.99298730,0.00000000
-4.87743872,2.32249925,0.02037694,0.13845781,0.07377329,0.44049952,1.22374817,1.00971943,0.00000000
-4.87143572,2.35121117,0.02154815,0.14226535,0.07318176,0.45367786,1.23577300,1.02980480,0.00000000
-4.86543272,2.38594908,0.02284673,0.14673147,0.07313542,0.46859222,1.24980144,1.05330116,0.00000000
-4.85942971,2.42645933,0.02426697,0.15189268,0.07365040,0.48530937,1.26548613,1.08017482,0.00000000
-4.85342671,2.47231956,0.02579875,0.15777458,0.07473180,0.50385793,1.28241189,1.11029995,0.00000000
-4.84742371,2.52294797,0.02742749,0.16439090,0.07637403,0.52422477,1.30010597,1.14346078,0.00000000
-4.84142071,2.57761866,0.02913437,0.17174289,0.07856138,0.54635241,1.31805121,1.17935672,0.00000000
-4.83541771,2.63548248,0.03089660,0.17981897,0.08126879,0.57013764,1.33570183,1.21761014,0.00000000
-4.82941471,2.69559243,0.03268800,0.18859478,0.08446275,0.59543160,1.35250101,1.25777669,0.00000000
-4.82341171,2.75693253,0.03447957,0.19803347,0.08810235,0.62204112,1.36789950,1.29935764,0.00000000
-4.81740870,2.81844889,0.03624038,0.20808625,0.09214036,0.64973145,1.38137438,1.34181369,0.00000000
-4.81140570,2.87908122,0.03793834,0.21869320,0.09652433,0.67823029,1.39244693,1.38457974,0.00000000
-4.80540270,2.93779360,0.03954127,0.22978413,0.10119767,0.70723294,1.40069889,1.42707982,0.00000000
-4.79939970,2.99360255,0.04101779,0.24127953,0.10610069,0.73640826,1.40578595,1.46874157,0.00000000
-4.79339670,3.04560149,0.04233836,0.25309159,0.11117147,0.76540544,1.40744812,1.50900959,0.00000000
-4.78739370,3.09298015,0.04347612,0.26512505,0.11634670,0.79386108,1.40551622,1.54735710,0.00000000
-4.78139070,3.13503838,0.04440777,0.27727807,0.12156232,0.82140647,1.39991431,1.58329548,0.00000000
-4.77538769,3.17119394,0.04511418,0.28944297,0.12675404,0.84767479,1.39065801,1.61638141,0.00000000
-4.76938469,3.20098424,0.04558098,0.30150697,0.13185779,0.87230793,1.37784886,1.64622149,0.00000000
-4.76338169,3.22406270,0.04579885,0.31335285,0.13681001,0.89496299,1.36166531,1.67247447,0.00000000
-4.75737869,3.24019041,0.04576371,0.32485976,0.14154796,0.91531806,1.34235082,1.69485133,0.00000000
-4.75137569,3.24922440,0.04547668,0.33590411,0.14600992,0.93307748,1.32020009,1.71311362,0.00000000
-4.74537269,3.25110391,0.04494385,0.34636077,0.15013553,0.94797641,1.29554411,1.72707065,0.00000000
-4.73936968,3.24583603,0.04417595,0.35610451,0.15386611,0.95978483,1.26873522,1.73657610,0.00000000
-4.73336668,3.23348239,0.04318783,0.36501194,0.15714519,0.96831095,1.24013293,1.74152467,0.00000000
-4.72736368,3.21414801,0.04199782,0.37296374,0.15991907,0.97340424,1.21009146,1.74184934,0.00000000
-4.72136068,3.18797351,0.04062708,0.37984744,0.16213764,0.97495793,1.17894953,1.73751970,0.00000000
-4.71535768,3.15513126,0.03909886,0.38556046,0.16375527,0.97291120,1.14702295,1.72854166,0.00000000
-4.70935468,3.11582576,0.03743776,0.39001348,0.16473190,0.96725102,1.11460027,1.71495863,0.00000000
-4.70335168,3.07029804,0.03566905,0.39313393,0.16503417,0.95801348,1.08194140,1.69685418,0.00000000
-4.69734867,3.01883348,0.03381799,0.39486942,0.16463657,0.94528467,1.04927895,1.67435576,0.00000000
-4.69134567,2.96177197,0.03190927,0.39519086,0.16352266,0.92920097,1.01682190,1.64763921,0.00000000
-4.68534267,2.89951910,0.02996649,0.39409519,0.16168603,0.90994839,0.98476099,1.61693323,0.00000000
-4.67933967,2.83255688,0.02801175,0.39160728,0.15913121,0.88776116,0.95327498,1.58252339,0.00000000
-4.67333667,2.76145245,0.02606536,0.38778099,0.15587423,0.86291902,0.92253709,1.54475467,0.00000000
-4.66733367,2.68686321,0.02414563,0.38269911,0.15194290,0.83574335,0.89272083,1.50403217,0.00000000
-4.66133067,2.60953719,0.02226871,0.37647210,0.14737669,0.80659197,0.86400454,1.46081913,0.00000000
-4.65532766,2.53030760,0.02044857,0.36923561,0.14222622,0.77585255,0.83657397,1.41563203,0.00000000
-4.64932466,2.45008120,0.01869698,0.36114673,0.13655237,0.74393481,0.81062267,1.36903251,0.00000000
-4.64332166,2.36982025,0.01702360,0.35237920,0.13042492,0.71126151,0.78634987,1.32161608,0.00000000
-4.63731866,2.29051864,0.01543605,0.34311764,0.12392098,0.67825865,0.76395586,1.27399799,0.00000000
-4.63131566,2.21317296,0.01394008,0.33355109,0.11712297,0.64534502,0.74363516,1.22679665,0.00000000
-4.62531266,2.13875001,0.01253969,0.32386615,0.11011655,0.61292168,0.72556791,1.18061538,0.00000000
-4.61930965,2.06815231,0.01123727,0.31424013,0.10298837,0.58136155,0.70990995,1.13602331,0.00000000
-4.61330665,2.00218348,0.01003379,0.30483441,0.09582379,0.55099981,0.69678235,1.09353642,0.00000000
-4.60730365,1.94151551,0.00892894,0.29578845,0.08870473,0.52212529,0.68626114,1.05359974,0.00000000
-4.60130065,1.88665984,0.00792128,0.28721481,0.08170771,0.49497348,0.67836793,1.01657163,0.00000000
-4.59529765,1.83794394,0.00700835,0.27919530,0.07490211,0.46972129,0.67306225,0.98271110,0.00000000
-4.58929465,1.79549495,0.00618689,0.27177858,0.06834879,0.44648393,0.67023610,0.95216887,0.00000000
-4.58329165,1.75923131,0.00545287,0.26497931,0.06209904,0.42531400,0.66971121,0.92498264,0.00000000
-4.57728864,1.72886321,0.00480168,0.25877883,0.05619395,0.40620283,0.67123947,0.90107705,0.00000000
-4.57128564,1.70390176,0.00422825,0.25312741,0.05066420,0.38908400,0.67450651,0.88026814,0.00000000
-4.56528264,1.68367682,0.00372710,0.24794784,0.04553015,0.37383891,0.67913839,0.86227235,0.00000000
-4.55927964,1.66736238,0.00329253,0.24314028,0.04080234,0.36030399,0.68471129,0.84671946,0.00000000
-4.55327664,1.65400857,0.00291866,0.23858791,0.03648225,0.34827938,0.69076370,0.83316894,0.00000000
-4.54727364,1.64257861,0.00259956,0.23416331,0.03256331,0.33753852,0.69681057,0.82112889,0.00000000
-4.54127064,1.63198902,0.00232933,0.22973506,0.02903205,0.32783826,0.70235882,0.81007664,0.00000000
-4.53526763,1.62115123,0.00210219,0.22517425,0.02586936,0.31892916,0.70692353,0.79948013,0.00000000
-4.52926463,1.60901262,0.00191254,0.22036062,0.02305183,0.31056529,0.71004400,0.78881901,0.00000000
-4.52326163,1.59459538,0.00175506,0.21518809,0.02055299,0.30251346,0.71129905,0.77760462,0.00000000
-4.51725863,1.57703139,0.00162473,0.20956925,0.01834456,0.29456128,0.71032087,0.76539807,0.00000000
-4.51125563,1.55559195,0.00151690,0.20343887,0.01639752,0.28652390,0.70680684,0.75182564,0.00000000
-4.50525263,1.52971116,0.00142733,0.19675613,0.01468307,0.27824930,0.70052895,0.73659101,0.00000000
-4.49924962,1.49900236,0.00135219,0.18950564,0.01317343,0.26962191,0.69134038,0.71948411,0.00000000
-4.49324662,1.46326734,0.00128811,0.18169724,0.01184249,0.26056456,0.67917912,0.70038623,0.00000000
