energy_ev,total_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-3.49074537,1.49635496,0.00016424,0.08344465,0.11099480,0.99894521,0.00510913,0.21076827,0.25832572,0.17869670
-3.48474237,1.51480978,0.00015734,0.08681264,0.11740435,1.00422839,0.00521391,0.21684458,0.26375116,0.18291920
-3.47873937,1.53530164,0.00015163,0.09042555,0.12440417,1.01154715,0.00532432,0.22284615,0.26847090,0.18723996
-3.47273637,1.55810499,0.00014722,0.09431332,0.13203652,1.02105668,0.00544140,0.22883594,0.27252360,0.19169485
-3.46673337,1.58345994,0.00014415,0.09850385,0.14033486,1.03286715,0.00556609,0.23488340,0.27597275,0.19631910
-3.46073037,1.61156625,0.00014247,0.10302147,0.14932101,1.04704448,0.00569926,0.24106075,0.27890458,0.20114534
-3.45472736,1.64257566,0.00014214,0.10788513,0.15900234,1.06361042,0.00584157,0.24743878,0.28142475,0.20620133
-3.44872436,1.67658242,0.00014310,0.11310665,0.16936902,1.08254191,0.00599348,0.25408222,0.28365377,0.21150763
-3.44272136,1.71361247,0.00014526,0.11868885,0.18039159,1.10376952,0.00615516,0.26104500,0.28572143,0.21707512
-3.43671836,1.75361181,0.00014850,0.12462393,0.19201889,1.12717501,0.00632644,0.26836567,0.28776034,0.22290272
-3.43071536,1.79643485,0.00015265,0.13089194,0.20417666,1.15258838,0.00650677,0.27606314,0.28989910,0.22897526
-3.42471236,1.84183360,0.00015752,0.13745967,0.21676677,1.17978465,0.00669513,0.28413311,0.29225522,0.23526193
-3.41870935,1.88944871,0.00016294,0.14427988,0.22966730,1.20848082,0.00689005,0.29254530,0.29492833,0.24171509
-3.41270635,1.93880337,0.00016868,0.15129106,0.24273362,1.23833375,0.00708958,0.30124178,0.29799390,0.24826992
-3.40670335,1.98930097,0.00017453,0.15841776,0.25580031,1.26893929,0.00729126,0.31013647,0.30149800,0.25484468
-3.40070035,2.04022722,0.00018028,0.16557142,0.26868409,1.29983329,0.00749220,0.31911592,0.30545316,0.26134186
-3.39469735,2.09075747,0.00018575,0.17265188,0.28118769,1.33049506,0.00768908,0.32804141,0.30983585,0.26765009
-3.38869435,2.13996924,0.00019074,0.17954945,0.29310447,1.36035333,0.00787823,0.33675222,0.31458553,0.27364678
-3.38269135,2.18686016,0.00019511,0.18614740,0.30422375,1.38879514,0.00805576,0.34507016,0.31960554,0.27920147
-3.37668834,2.23037096,0.00019873,0.19232501,0.31433654,1.41517758,0.00821759,0.35280493,0.32476566,0.28417966
-3.37068534,2.26941267,0.00020152,0.19796087,0.32324163,1.43884206,0.00835964,0.35976028,0.32990637,0.28844707
-3.36468234,2.30289737,0.00020342,0.20293636,0.33075161,1.45913088,0.00847790,0.36574064,0.33484462,0.29187407
-3.35867934,2.32977113,0.00020444,0.20713930,0.33669873,1.47540551,0.00856860,0.37055789,0.33938077,0.29434013
-3.35267634,2.34904788,0.00020462,0.21046737,0.34094022,1.48706575,0.00862832,0.37403810,0.34330648,0.29573804
-3.34667334,2.35984279,0.00020404,0.21283146,0.34336300,1.49356923,0.00865410,0.37602776,0.34641306,0.29597782
-3.34067034,2.36140360,0.00020285,0.21415854,0.34388742,1.49445005,0.00864358,0.37639948,0.34850008,0.29499001
-3.33466733,2.35313859,0.00020121,0.21439409,0.34246998,1.48933607,0.00859503,0.37505665,0.34938356,0.29272838
-3.32866433,2.33463995,0.00019935,0.21350401,0.33910489,1.47796373,0.00850748,0.37193711,0.34890364,0.28917176
-3.32266133,2.30570134,0.00019751,0.21147574,0.33382438,1.46018979,0.00838071,0.36701556,0.34693119,0.28432505
-3.31665833,2.26632900,0.00019598,0.20831886,0.32669783,1.43599949,0.00821530,0.36030465,0.34337312,0.27821940
-3.31065533,2.21674581,0.00019506,0.20406480,0.31782964,1.40551053,0.00801260,0.35185482,0.33817621,0.27091142
-3.30465233,2.15738813,0.00019507,0.19876599,0.30735609,1.36897273,0.00777469,0.34175273,0.33132926,0.26248169
-3.29864932,2.08889564,0.00019632,0.19249425,0.29544122,1.32676341,0.00750433,0.33011867,0.32286355,0.25303244
-3.29264632,2.01209461,0.00019915,0.18533870,0.28227200,1.27937857,0.00720490,0.31710280,0.31285153,0.24268463
-3.28664332,1.92797530,0.00020385,0.17740308,0.26805289,1.22742022,0.00688023,0.30288055,0.30140405,0.23157459
-3.28064032,1.83766458,0.00021071,0.16880280,0.25300009,1.17158056,0.00653459,0.28764746,0.28866612,0.21985024
-3.27463732,1.74239496,0.00021999,0.15966161,0.23733577,1.11262354,0.00617249,0.27161349,0.27481150,0.20766712
-3.26863432,1.64347115,0.00023189,0.15010830,0.22128228,1.05136465,0.00579857,0.25499718,0.26003646,0.19518442
-3.26263132,1.54223582,0.00024659,0.14027325,0.20505681,0.98864974,0.00541753,0.23801986,0.24455302,0.18256106
-3.25662831,1.44003557,0.00026419,0.13028518,0.18886647,0.92533377,0.00503394,0.22090010,0.22858185,0.16995200
-3.25062531,1.33818860,0.00028475,0.12026818,0.17290406,0.86226022,0.00465218,0.20384858,0.21234537,0.15750495
-3.24462231,1.23795505,0.00030824,0.11033896,0.15734452,0.80024204,0.00427634,0.18706358,0.19606117,0.14535742
-3.23861931,1.14051099,0.00033459,0.10060457,0.14234229,0.74004452,0.00391012,0.17072714,0.17993608,0.13363435
-3.23261631,1.04692675,0.00036364,0.09116059,0.12802943,0.68237085,0.00355678,0.15500204,0.16416101,0.12244628
-3.22661331,0.95815012,0.00039516,0.08208976,0.11451462,0.62785055,0.00321910,0.14002960,0.14890686,0.11188805
-3.22061031,0.87499444,0.00042889,0.07346113,0.10188292,0.57703095,0.00289934,0.12592829,0.13432143,0.10203810
-3.21460730,0.79813180,0.00046447,0.06532969,0.09019625,0.53037182,0.00259922,0.11279318,0.12052747,0.09295832
-3.20860430,0.72809096,0.00050150,0.05773648,0.07949448,0.48824300,0.00231999,0.10069604,0.10762175,0.08469441
-3.20260130,0.66525959,0.00053954,0.05070905,0.06979705,0.45092478,0.00206235,0.08968614,0.09567520,0.07727662
-3.19659830,0.60989032,0.00057813,0.04426232,0.06110498,0.41861077,0.00182659,0.07979161,0.08473391,0.07072095
-3.19059530,0.56210990,0.00061676,0.03839969,0.05340309,0.39141269,0.00161256,0.07102114,0.07482095,0.06503059
-3.18459230,0.52193079,0.00065492,0.03311439,0.04666244,0.36936689,0.00141976,0.06336607,0.06593869,0.06019761
-3.17858929,0.48926437,0.00069212,0.02839093,0.04084281,0.35244194,0.00124738,0.05680262,0.05807171,0.05620481
-3.17258629,0.46393530,0.00072787,0.02420667,0.03589508,0.34054696,0.00109439,0.05129421,0.05118993,0.05302756
-3.16658329,0.44569618,0.00076170,0.02053334,0.03176356,0.33354030,0.00095956,0.04679382,0.04525187,0.05063577
-3.16058029,0.43424208,0.00079318,0.01733859,0.02838810,0.33123828,0.00084156,0.04324617,0.04020801,0.04899569
-3.15457729,0.42922464,0.00082195,0.01458733,0.02570600,0.33342363,0.00073901,0.04058989,0.03600395,0.04807173
-3.14857429,0.43026519,0.00084768,0.01224308,0.02365368,0.33985355,0.00065051,0.03875939,0.03258349,0.04782803
-3.14257129,0.43696689,0.00087009,0.01026904,0.02216810,0.35026721,0.00057470,0.03768658,0.02989136,0.04822998
-3.13656828,0.44892566,0.00088899,0.00862907,0.02118796,0.36439262,0.00051032,0.03730234,0.02787575,0.04924552
-3.13056528,0.46573995,0.00090425,0.00728843,0.02065463,0.38195291,0.00045624,0.03753781,0.02649048,0.05084629
-3.12456228,0.48701921,0.00091578,0.00621439,0.02051293,0.40267191,0.00041145,0.03832542,0.02569685,0.05300857
-3.11855928,0.51239130,0.00092359,0.00537666,0.02071168,0.42627917,0.00037516,0.03959976,0.02546514,0.05571414
-3.11255628,0.54150868,0.00092773,0.00474763,0.02120416,0.45251425,0.00034674,0.04129825,0.02577584,0.05895086
-3.10655328,0.57405355,0.00092831,0.00430253,0.02194835,0.48113054,0.00032579,0.04336167,0.02662056,0.06271320
-3.10055028,0.60974189,0.00092552,0.00401940,0.02290716,0.51189828,0.00031213,0.04573453,0.02800265,0.06700254
-3.09454727,0.64832633,0.00091958,0.00387902,0.02404849,0.54460690,0.00030581,0.04836534,0.02993750,0.07182731
-3.08854427,0.68959790,0.00091078,0.00386474,0.02534523,0.57906661,0.00030710,0.05120671,0.03245257,0.07720303
-3.08254127,0.73338642,0.00089944,0.00396226,0.02677518,0.61510904,0.00031651,0.05421542,0.03558720,0.08315210
-3.07653827,0.77955957,0.00088595,0.00415936,0.02832092,0.65258690,0.00033477,0.05735230,0.03939196,0.08970341
-3.07053527,0.82802051,0.00087073,0.00444563,0.02996957,0.69137261,0.00036284,0.06058211,0.04392782,0.09689177
-3.06453227,0.87870386,0.00085425,0.00481216,0.03171247,0.73135577,0.00040188,0.06387326,0.04926493,0.10475705
-3.05852926,0.93157024,0.00083703,0.00525131,0.03354481,0.77243957,0.00045322,0.06719749,0.05548097,0.11334315
-3.05252626,0.98659924,0.00081963,0.00575638,0.03546520,0.81453613,0.00051840,0.07052945,0.06265920,0.12269657
-3.04652326,1.04378096,0.00080263,0.00632143,0.03747504,0.85756089,0.00059905,0.07384630,0.07088613,0.13286490
-3.04052026,1.10310642,0.00078666,0.00694103,0.03957804,0.90142634,0.00069693,0.07712718,0.08024871,0.14389482
-3.03451726,1.16455699,0.00077238,0.00761011,0.04177944,0.94603523,0.00081385,0.08035274,0.09083128,0.15583007
-3.02851426,1.22809341,0.00076046,0.00832379,0.04408540,0.99127373,0.00095160,0.08350473,0.10271208,0.16870899
-3.02251126,1.29364458,0.00075159,0.00907725,0.04650221,1.03700483,0.00111194,0.08656552,0.11595965,0.18256203
-3.01650825,1.36109687,0.00074646,0.00986568,0.04903561,1.08306231,0.00129649,0.08951778,0.13062893,0.19740905
-3.01050525,1.43028435,0.00074574,0.01068418,0.05169009,1.12924590,0.00150666,0.09234428,0.14675740,0.21325660
-3.00450225,1.50098047,0.00075008,0.01152773,0.05446822,1.17531774,0.00174358,0.09502772,0.16436125,0.23009527
-2.99849925,1.57289168,0.00076008,0.01239117,0.05737014,1.22100059,0.00200803,0.09755079,0.18343187,0.24789719
-2.99249625,1.64565351,0.00077628,0.01326917,0.06039303,1.26597813,0.00230032,0.09989629,0.20393260,0.26661374
-2.98649325,1.71882939,0.00079916,0.01415627,0.06353087,1.30989724,0.00262025,0.10204746,0.22579622,0.28617375
-2.98049025,1.79191245,0.00082908,0.01504685,0.06677413,1.35237258,0.00296703,0.10398834,0.24892307,0.30648214
-2.97448724,1.86433059,0.00086631,0.01593518,0.07010981,1.39299327,0.00333923,0.10570434,0.27318009,0.32741926
-2.96848424,1.93545458,0.00091100,0.01681544,0.07352147,1.43133149,0.00373472,0.10718283,0.29840095,0.34884092
-2.96248124,2.00460930,0.00096315,0.01768180,0.07698952,1.46695273,0.00415067,0.10841372,0.32438721,0.37057929
-2.95647824,2.07108761,0.00102262,0.01852842,0.08049158,1.49942740,0.00458355,0.10939019,0.35091082,0.39244465
-2.95047524,2.13416673,0.00108915,0.01934954,0.08400299,1.52834321,0.00502916,0.11010920,0.37771764,0.41422811
-2.94447224,2.19312622,0.00116228,0.02013959,0.08749743,1.55331787,0.00548267,0.11057210,0.40453235,0.43570521
-2.93846923,2.24726738,0.00124143,0.02089325,0.09094765,1.57401160,0.00593872,0.11078498,0.43106425,0.45664035
-2.93246623,2.29593301,0.00132587,0.02160557,0.09432615,1.59013890,0.00639152,0.11075899,0.45701411,0.47679202
-2.92646323,2.33852693,0.00141474,0.02227209,0.09760604,1.60147896,0.00683501,0.11051041,0.48208171,0.49591864
-2.92046023,2.37453261,0.00150702,0.02288897,0.10076179,1.60788440,0.00726296,0.11006054,0.50597387,0.51378480
-2.91445723,2.40352989,0.00160164,0.02345311,0.10377004,1.60928776,0.00766919,0.10943545,0.52841269,0.53016782
-2.90845423,2.42520940,0.00169738,0.02396224,0.10661023,1.60570554,0.00804769,0.10866544,0.54914377,0.54486422
-2.90245123,2.43938379,0.00179300,0.02441510,0.10926533,1.59723956,0.00839285,0.10778433,0.56794398,0.55769597
-2.89644822,2.44599555,0.00188718,0.02481143,0.11172232,1.58407540,0.00869962,0.10682858,0.58462858,0.56851627
-2.89044522,2.44512076,0.00197861,0.02515209,0.11397264,1.56647817,0.00896363,0.10583629,0.59905739,0.57721455
-2.88444222,2.43696882,0.00206599,0.02543901,0.11601252,1.54478556,0.00918137,0.10484594,0.61113975,0.58372059
-2.87843922,2.42187796,0.00214804,0.02567521,0.11784308,1.51939847,0.00935030,0.10389521,0.62083814,0.58800741
-2.87243622,2.40030679,0.00222356,0.02586468,0.11947041,1.49076961,0.00946890,0.10301964,0.62817017,0.59009299
-2.86643322,2.37282213,0.00229145,0.02601223,0.12090543,1.45939055,0.00953674,0.10225133,0.63320908,0.59004058
-2.86043022,2.34008358,0.00235071,0.02612338,0.12216361,1.42577767,0.00955450,0.10161776,0.63608248,0.58795771
-2.85442721,2.30282560,0.00240050,0.02620406,0.12326459,1.39045757,0.00952392,0.10114063,0.63696958,0.58399376
-2.84842421,2.26183758,0.00244013,0.02626043,0.12423163,1.35395262,0.00944775,0.10083495,0.63609690,0.57833639
-2.84242121,2.21794287,0.00246910,0.02629857,0.12509097,1.31676720,0.00932965,0.10070833,0.63373261,0.57120668
-2.83641821,2.17197756,0.00248709,0.02632424,0.12587111,1.27937507,0.00917405,0.10076051,0.63017972,0.56285351
-2.83041521,2.12476968,0.00249397,0.02634264,0.12660195,1.24220851,0.00898602,0.10098321,0.62576836,0.55354702
-2.82441221,2.07711979,0.00248980,0.02635816,0.12731396,1.20564948,0.00877109,0.10136031,0.62084729,0.54357166
-2.81840920,2.02978338,0.00247485,0.02637423,0.12803723,1.17002321,0.00853505,0.10186837,0.61577508,0.53321889
-2.81240620,1.98345579,0.00244955,0.02639319,0.12880059,1.13559424,0.00828382,0.10247737,0.61091105,0.52277987
-2.80640320,1.93875991,0.00241449,0.02641622,0.12963072,1.10256504,0.00802322,0.10315189,0.60660628,0.51253831
-2.80040020,1.89623701,0.00237042,0.02644338,0.13055132,1.07107709,0.00775882,0.10385248,0.60319503,0.50276373
-2.79439720,1.85634064,0.00231818,0.02647365,0.13158237,1.04121421,0.00749580,0.10453715,0.60098666,0.49370524
-2.78839420,1.81943355,0.00225871,0.02650508,0.13273950,1.01300774,0.00723878,0.10516315,0.60025834,0.48558610
-2.78239120,1.78578757,0.00219301,0.02653498,0.13403348,0.98644333,0.00699177,0.10568867,0.60124869,0.47859913
-2.77638819,1.75558587,0.00212211,0.02656015,0.13546995,0.96146869,0.00675805,0.10607454,0.60415261,0.47290299
-2.77038519,1.72892736,0.00204705,0.02657711,0.13704924,0.93800198,0.00654013,0.10628587,0.60911729,0.46861958
-2.76438219,1.70583291,0.00196882,0.02658238,0.13876640,0.91594026,0.00633975,0.10629341,0.61623958,0.46583236
-2.75837919,1.68625265,0.00188838,0.02657272,0.14061156,0.89516759,0.00615788,0.10607469,0.62556488,0.46458580
-2.75237619,1.67007426,0.00180661,0.02654534,0.14257029,0.87556246,0.00599477,0.10561486,0.63708738,0.46488585
-2.74637319,1.65713170,0.00172432,0.02649813,0.14462434,0.85700416,0.00585000,0.10490712,0.65075194,0.46670134
-2.74037019,1.64721428,0.00164219,0.02642973,0.14675251,0.83937792,0.00572259,0.10395284,0.66645736,0.46996642
-2.73436718,1.64007561,0.00156085,0.02633970,0.14893164,0.82257880,0.00561106,0.10276128,0.68406116,0.47458382
-2.72836418,1.63544268,0.00148080,0.02622850,0.15113778,0.80651426,0.00551362,0.10134897,0.70338570,0.48042896
-2.72236118,1.63302478,0.00140245,0.02609754,0.15334752,0.79110555,0.00542821,0.09973886,0.72422553,0.48735473
-2.71635818,1.63252229,0.00132614,0.02594906,0.15553922,0.77628815,0.00535266,0.09795916,0.74635578,0.49519693
-2.71035518,1.63363559,0.00125214,0.02578615,0.15769444,0.76201136,0.00528483,0.09604211,0.76954143,0.50378011
-2.70435218,1.63607390,0.00118065,0.02561259,0.15979919,0.74823754,0.00522271,0.09402265,0.79354711,0.51292384
-2.69834917,1.63956420,0.00111185,0.02543276,0.16184512,0.73494105,0.00516448,0.09193710,0.81814712,0.52244909
-2.69234617,1.64386013,0.00104587,0.02525159,0.16383058,0.72210729,0.00510869,0.08982191,0.84313537,0.53218463
-2.68634317,1.64875075,0.00098285,0.02507446,0.16576141,0.70973203,0.00505425,0.08771262,0.86833471,0.54197315
-2.68034017,1.65406896,0.00092292,0.02490716,0.16765152,0.69782103,0.00500051,0.08564292,0.89360529,0.55167706
-2.67433717,1.65969913,0.00086621,0.02475585,0.16952306,0.68639027,0.00494732,0.08364407,0.91885148,0.56118349
-2.66833417,1.66558371,0.00081289,0.02462712,0.17140626,0.67546652,0.00489501,0.08174441,0.94402686,0.57040850
-2.66233117,1.67172817,0.00076311,0.02452796,0.17333890,0.66508828,0.00484442,0.07996919,0.96913691,0.57930007
-2.65632816,1.67820386,0.00071708,0.02446586,0.17536523,0.65530696,0.00479682,0.07834059,0.99423905,0.58783982
-2.65032516,1.68514825,0.00067497,0.02444880,0.17753458,0.64618792,0.00475392,0.07687789,1.01943972,0.59604323
-2.64432216,1.69276219,0.00063701,0.02448535,0.17989949,0.63781132,0.00471779,0.07559773,1.04488840,0.60395828
-2.63831916,1.70130378,0.00060338,0.02458466,0.18251343,0.63027244,0.00469078,0.07451447,1.07076858,0.61166239
-2.63231616,1.71107891,0.00057427,0.02475647,0.18542830,0.62368121,0.00467544,0.07364052,1.09728588,0.61925782
-2.62631316,1.72242828,0.00054985,0.02501100,0.18869162,0.61816090,0.00467443,0.07298668,1.12465363,0.62686563
-2.62031016,1.73571151,0.00053024,0.02535890,0.19234361,0.61384576,0.00469042,0.07256230,1.15307645,0.63461826
-2.61430715,1.75128863,0.00051554,0.02581102,0.19641435,0.61087771,0.00472595,0.07237542,1.18273266,0.64265131
-2.60830415,1.76949995,0.00050578,0.02637822,0.20092104,0.60940199,0.00478339,0.07243277,1.21375620,0.65109466
-2.60230115,1.79064508,0.00050095,0.02707106,0.20586558,0.60956215,0.00486478,0.07273964,1.24621916,0.66006355
-2.59629815,1.81496248,0.00050097,0.02789945,0.21123266,0.61149448,0.00497178,0.07329967,1.28011583,0.66964996
-2.59029515,1.84261055,0.00050574,0.02887231,0.21698844,0.61532227,0.00510556,0.07411454,1.31534941,0.67991492
-2.58429215,1.87365154,0.00051507,0.02999714,0.22307993,0.62115018,0.00526672,0.07518372,1.35172212,0.69088211
-2.57828914,1.90803945,0.00052875,0.03127962,0.22943525,0.62905927,0.00545527,0.07650418,1.38892979,0.70253333
-2.57228614,1.94561286,0.00054653,0.03272326,0.23596475,0.63910281,0.00567058,0.07807018,1.42656126,0.71480598
-2.56628314,1.98609339,0.00056814,0.03432900,0.24256304,0.65130338,0.00591134,0.07987315,1.46410313,0.72759291
-2.56028014,2.02909019,0.00059329,0.03609496,0.24911182,0.66565147,0.00617560,0.08190183,1.50094994,0.74074482
-2.55427714,2.07411059,0.00062172,0.03801618,0.25548351,0.68210572,0.00646080,0.08414240,1.53641950,0.75407492
-2.54827414,2.12057651,0.00065317,0.04008451,0.26154555,0.70059477,0.00676379,0.08657896,1.56977281,0.76736596
-2.54227114,2.16784602,0.00068743,0.04228853,0.26716503,0.72102093,0.00708094,0.08919403,1.60023798,0.78037905
-2.53626813,2.21523899,0.00072434,0.04461367,0.27221366,0.74326515,0.00740822,0.09196934,1.62703676,0.79286398
-2.53026513,2.26206558,0.00076379,0.04704235,0.27657267,0.76719340,0.00774130,0.09488658,1.64941285,0.80457049
-2.52426213,2.30765609,0.00080577,0.04955425,0.28013746,0.79266376,0.00807570,0.09792832,1.66666026,0.81525971
-2.51825913,2.35139048,0.00085031,0.05212672,0.28282176,0.81953408,0.00840689,0.10107889,1.67815065,0.82471540
-2.51225613,2.39272618,0.00089756,0.05473527,0.28456112,0.84766962,0.00873046,0.10432514,1.68335814,0.83275410
-2.50625313,2.43122235,0.00094770,0.05735409,0.28531545,0.87695020,0.00904224,0.10765719,1.68188042,0.83923379
-2.50025013,2.46655964,0.00100100,0.05995667,0.28507055,0.90727655,0.00933843,0.11106886,1.67345523,0.84406055
-2.49424712,2.49855405,0.00105778,0.06251650,0.28383858,0.93857535,0.00961572,0.11455799,1.65797139,0.84719280
-2.48824412,2.52716446,0.00111837,0.06500769,0.28165730,0.97080270,0.00987137,0.11812639,1.63547385,0.84864292
-2.48224112,2.55249327,0.00118312,0.06740569,0.27858833,1.00394588,0.01010334,0.12177955,1.60616291,0.84847627
-2.47623812,2.57478032,0.00125236,0.06968790,0.27471434,1.03802311,0.01031029,0.12552609,1.57038735,0.84680761
-2.47023512,2.59439053,0.00132636,0.07183428,0.27013549,1.07308157,0.01049166,0.12937688,1.52863235,0.84379515
-2.46423212,2.61179590,0.00140531,0.07382782,0.26496516,1.10919363,0.01064762,0.13334394,1.48150264,0.83963279
-2.45822911,2.62755319,0.00148928,0.07565502,0.25932530,1.14645152,0.01077911,0.13743925,1.42970197,0.83454077
-2.45222611,2.64227831,0.00157819,0.07730615,0.25334165,1.18496089,0.01088776,0.14167332,1.37400984,0.82875548
-2.44622311,2.65661908,0.00167182,0.07877542,0.24713896,1.22483353,0.01097580,0.14605386,1.31525672,0.82251905
-2.44022011,2.67122769,0.00176971,0.08006108,0.24083659,1.26617970,0.01104602,0.15058439,1.25429892,0.81606907
-2.43421711,2.68673434,0.00187125,0.08116532,0.23454455,1.30910052,0.01110167,0.15526313,1.19199404,0.80962935
-2.42821411,2.70372339,0.00197558,0.08209403,0.22836028,1.35368082,0.01114629,0.16008198,1.12917821,0.80340183
-2.42221111,2.72271300,0.00208166,0.08285657,0.22236617,1.39998279,0.01118369,0.16502588,1.06664567,0.79756037
-2.41620810,2.74413917,0.00218826,0.08346527,0.21662796,1.44804083,0.01121778,0.17007248,1.00513158,0.79224638
-2.41020510,2.76834450,0.00229399,0.08393494,0.21119404,1.49785754,0.01125247,0.17519216,0.94529823,0.78756657
-2.40420210,2.79557196,0.00239732,0.08428238,0.20609554,1.54940126,0.01129161,0.18034850,0.88772499,0.78359280
-2.39819910,2.82596345,0.00249666,0.08452569,0.20134723,1.60260476,0.01133887,0.18549905,0.83290198,0.78036378
-2.39219610,2.85956247,0.00259034,0.08468372,0.19694906,1.65736530,0.01139772,0.19059650,0.78122724,0.77788847
-2.38619310,2.89632047,0.00267676,0.08477544,0.19288821,1.71354546,0.01147129,0.19559006,0.73300707,0.77615073
-2.38019010,2.93610555,0.00275436,0.08481937,0.18914147,1.77097471,0.01156240,0.20042709,0.68845911,0.77511484
-2.37418709,2.97871279,0.00282174,0.08483305,0.18567776,1.82945112,0.01167351,0.20505482,0.64771763,0.77473141
-2.36818409,3.02387490,0.00287768,0.08483257,0.18246079,1.88874311,0.01180664,0.20942208,0.61084038,0.77494319
-2.36218109,3.07127229,0.00292118,0.08483215,0.17945141,1.94859061,0.01196342,0.21348095,0.57781664,0.77569050
-2.35617809,3.12054166,0.00295156,0.08484384,0.17660984,2.00870565,0.01214501,0.21718825,0.54857563,0.77691566
-2.35017509,3.17128252,0.00296843,0.08487721,0.17389746,2.06877206,0.01235211,0.22050674,0.52299517,0.77856638
-2.34417209,3.22306125,0.00297177,0.08493918,0.17127823,2.12844432,0.01258493,0.22340601,0.50090991,0.78059786
-2.33816908,3.27541261,0.00296188,0.08503392,0.16871964,2.18734575,0.01284316,0.22586302,0.48211905,0.78297344
-2.33216608,3.32783914,0.00293945,0.08516276,0.16619323,2.24506623,0.01312596,0.22786228,0.46639328,0.78566405
-2.32616308,3.37980879,0.00290550,0.08532422,0.16367469,2.30115996,0.01343193,0.22939558,0.45348085,0.78864639
-2.32016008,3.43075173,0.00286138,0.08551406,0.16114369,2.35514381,0.01375909,0.23046146,0.44311286,0.79190031
-2.31415708,3.48005732,0.00280876,0.08572539,0.15858331,2.40649670,0.01410490,0.23106438,0.43500781,0.79540553
-2.30815408,3.52707219,0.00274954,0.08594886,0.15597951,2.45466087,0.01446622,0.23121362,0.42887545,0.79913812
-2.30215108,3.57110062,0.00268588,0.08617287,0.15332034,2.49904547,0.01483933,0.23092213,0.42442030,0.80306716
-2.29614807,3.61140809,0.00262010,0.08638385,0.15059532,2.53903287,0.01522003,0.23020526,0.42134485,0.80715178
-2.29014507,3.64722871,0.00255465,0.08656660,0.14779482,2.57398823,0.01560360,0.22907961,0.41935268,0.81133905
-2.28414207,3.67777696,0.00249209,0.08670466,0.14490971,2.60327219,0.01598498,0.22756194,0.41815162,0.81556282
-2.27813907,3.70226391,0.00243501,0.08678079,0.14193113,2.62625667,0.01635880,0.22566830,0.41745701,0.81974371
-2.27213607,3.71991754,0.00238598,0.08677739,0.13885056,2.64234338,0.01671955,0.22341347,0.41699523,0.82379028
-2.26613307,3.73000652,0.00234755,0.08667707,0.13566012,2.65098429,0.01706169,0.22081055,0.41650731,0.82760140
-2.26013007,3.73186642,0.00232217,0.08646318,0.13235299,2.65170338,0.01737983,0.21787098,0.41575266,0.83106955
-2.25412706,3.72492705,0.00231218,0.08612037,0.12892411,2.64411839,0.01766888,0.21460477,0.41451285,0.83408495
-2.24812406,3.70873949,0.00231974,0.08563509,0.12537087,2.62796156,0.01792421,0.21102099,0.41259514,0.83654016
-2.24212106,3.68300103,0.00234681,0.08499617,0.12169389,2.60309817,0.01814179,0.20712846,0.40983576,0.83833490
-2.23611806,3.64757663,0.00239512,0.08419522,0.11789773,2.56954156,0.01831833,0.20293665,0.40610268,0.83938066
-2.23011506,3.60251535,0.00246608,0.08322707,0.11399146,2.52746385,0.01845140,0.19845654,0.40129764,0.83960484
-2.22411206,3.54806052,0.00256081,0.08209002,0.10998914,2.47720129,0.01853949,0.19370163,0.39535748,0.83895417
-2.21810905,3.48465280,0.00268004,0.08078604,0.10590993,2.41925380,0.01858206,0.18868878,0.38825447,0.83739707
-2.21210605,3.41292564,0.00282409,0.07932086,0.10177807,2.35427844,0.01857955,0.18343900,0.37999573,0.83492485
-2.20610305,3.33369307,0.00299280,0.07770385,0.09762250,2.28307686,0.01853335,0.17797798,0.37062162,0.83155166
-2.20010005,3.24793020,0.00318552,0.07594791,0.09347625,2.20657707,0.01844573,0.17233651,0.36020319,0.82731328
-2.19409705,3.15674721,0.00340108,0.07406909,0.08937555,2.12581038,0.01831973,0.16655055,0.34883881,0.82226462
-2.18809405,3.06135798,0.00363774,0.07208619,0.08535877,2.04188435,0.01815906,0.16066112,0.33665003,0.81647642
-2.18209105,2.96304490,0.00389319,0.07002024,0.08146514,1.95595294,0.01796791,0.15471383,0.32377692,0.81003106
-2.17608804,2.86312132,0.00416453,0.06789389,0.07773342,1.86918532,0.01775081,0.14875823,0.31037304,0.80301798
-2.17008504,2.76289358,0.00444836,0.06573077,0.07420053,1.78273440,0.01751245,0.14284694,0.29660018,0.79552900
-2.16408204,2.66362415,0.00474074,0.06355477,0.07090021,1.69770683,0.01725748,0.13703455,0.28262325,0.78765366
-2.15807904,2.56649766,0.00503728,0.06138942,0.06786177,1.61513527,0.01699038,0.13137635,0.26860524,0.77947513
-2.15207604,2.47259115,0.00533325,0.05925715,0.06510904,1.53595438,0.01671529,0.12592706,0.25470271,0.77106683
-2.14607304,2.38284973,0.00562363,0.05717875,0.06265949,1.46098115,0.01643584,0.12073944,0.24106173,0.76248990
-2.14007004,2.29806849,0.00590329,0.05517276,0.06052365,1.39090035,0.01615511,0.11586293,0.22781447,0.75379181
-2.13406703,2.21888109,0.00616708,0.05325507,0.05870472,1.32625530,0.01587548,0.11134237,0.21507655,0.74500611
-2.12806403,2.14575534,0.00640997,0.05143853,0.05719852,1.26744422,0.01559864,0.10721685,0.20294512,0.73615326
