energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-5.21960980,6.44672540,1.04725806,0.01460422,0.05526779,3.96062449,2.63181404,2.58265385
-5.21360680,6.63672711,1.07751328,0.01509135,0.05634211,4.08636506,2.71755927,2.66665018
-5.20760380,6.80719665,1.10468956,0.01554412,0.05723031,4.19970458,2.79440437,2.74254743
-5.20160080,6.95570663,1.12836311,0.01595678,0.05792135,4.29907934,2.86126165,2.80928017
-5.19559780,7.08021217,1.14816600,0.01632416,0.05840838,4.38316652,2.91722647,2.86593278
-5.18959480,7.17909761,1.16379561,0.01664179,0.05868893,4.45091264,2.96159792,2.91175920
-5.18359180,7.25121240,1.17502282,0.01690601,0.05876509,4.50155530,2.99389418,2.94619888
-5.17758879,7.29589528,1.18169867,0.01711398,0.05864336,4.53463728,3.01386195,2.96888838
-5.17158579,7.31298574,1.18375915,0.01726376,0.05833454,4.55001294,3.02147968,2.97966827
-5.16558279,7.30282254,1.18122789,0.01735439,0.05785338,4.54784657,3.01695452,2.97858525
-5.15957979,7.26622950,1.17421653,0.01738581,0.05721820,4.52860307,3.00071318,2.96588926
-5.15357679,7.20448888,1.16292272,0.01735895,0.05645032,4.49303133,2.97338712,2.94202586
-5.14757379,7.11930367,1.14762560,0.01727566,0.05557361,4.44214107,2.93579265,2.90762407
-5.14157079,7.01274971,1.12867900,0.01713867,0.05461382,4.37717397,2.88890678,2.86347998
-5.13556778,6.88721961,1.10650223,0.01695153,0.05359803,4.29957020,2.83383960,2.81053678
-5.12956478,6.74535997,1.08156904,0.01671855,0.05255410,4.21093141,2.77180435,2.74986160
-5.12356178,6.59000418,1.05439475,0.01644470,0.05151010,4.11298136,2.70408609,2.68262003
-5.11755878,6.42410254,1.02552222,0.01613550,0.05049386,4.00752536,2.63201008,2.61004883
-5.11155578,6.25065207,0.99550697,0.01579691,0.04953257,3.89640969,2.55691081,2.53342765
-5.10555278,6.07262777,0.96490199,0.01543518,0.04865240,3.78148202,2.48010270,2.45405056
-5.09954977,5.89291732,0.93424283,0.01505676,0.04787821,3.66455375,2.40285319,2.37319801
-5.09354677,5.71426097,0.90403345,0.01466813,0.04723333,3.54736526,2.32635891,2.29211002
-5.08754377,5.53919809,0.87473343,0.01427571,0.04673939,3.43155470,2.25172557,2.21196125
-5.08154077,5.37002165,0.84674685,0.01388567,0.04641612,3.31863083,2.17995185,2.13383856
-5.07553777,5.20874163,0.82041342,0.01350387,0.04628123,3.20995066,2.11191752,2.05872163
-5.06953477,5.05705808,0.79600208,0.01313571,0.04635027,3.10670182,2.04837590,1.98746701
-5.06353177,4.91634417,0.77370722,0.01278605,0.04663652,3.00989022,1.98995053,1.92079612
-5.05752876,4.78763932,0.75364780,0.01245916,0.04715080,2.92033277,1.93713580,1.85928723
-5.05152576,4.67165214,0.73586909,0.01215859,0.04790132,2.83865528,1.89030117,1.80337172
-5.04552276,4.56877263,0.72034715,0.01188723,0.04889351,2.76529520,1.84969850,1.75333453
-5.03951976,4.47909279,0.70699549,0.01164720,0.05012978,2.70050893,1.81547194,1.70931863
-5.03351676,4.40243450,0.69567387,0.01143992,0.05160937,2.64438331,1.78766972,1.67133326
-5.02751376,4.33838335,0.68619855,0.01126611,0.05332811,2.59685066,1.76625718,1.63926556
-5.02151076,4.28632704,0.67835354,0.01112583,0.05527827,2.55770677,1.75113036,1.61289507
-5.01550775,4.24549651,0.67190243,0.01101855,0.05744844,2.52663120,1.74212955,1.59191047
-5.00950475,4.21500847,0.66660015,0.01094320,0.05982342,2.50320900,1.73905208,1.57592789
-5.00350175,4.19390747,0.66220406,0.01089829,0.06238423,2.48695330,1.74166398,1.56451013
-4.99749875,4.18120612,0.65848419,0.01088195,0.06510818,2.47732773,1.74971001,1.55718602
-4.99149575,4.17592209,0.65523189,0.01089206,0.06796907,2.47376818,1.76292173,1.55346924
-4.98549275,4.17711076,0.65226680,0.01092627,0.07093745,2.47570311,1.78102362,1.55287590
-4.97948974,4.18389255,0.64944191,0.01098218,0.07398101,2.48257179,1.80373698,1.55494045
-4.97348674,4.19547451,0.64664654,0.01105733,0.07706507,2.49384012,1.83078196,1.55922925
-4.96748374,4.21116572,0.64380734,0.01114928,0.08015317,2.50901355,1.86187780,1.56535162
-4.96148074,4.23038661,0.64088738,0.01125570,0.08320777,2.52764702,1.89674174,1.57296803
-4.95547774,4.25267237,0.63788356,0.01137439,0.08619093,2.54935169,1.93508697,1.58179550
-4.94947474,4.27767109,0.63482266,0.01150329,0.08906512,2.57379872,1.97661999,1.59161002
-4.94347174,4.30513730,0.63175621,0.01164056,0.09179400,2.60072004,2.02103812,1.60224643
-4.93746873,4.33492162,0.62875472,0.01178451,0.09434320,2.62990667,2.06802735,1.61359574
-4.93146573,4.36695761,0.62590154,0.01193369,0.09668108,2.66120472,2.11726107,1.62560056
-4.92546273,4.40124663,0.62328661,0.01208683,0.09877935,2.69450960,2.16839996,1.63824867
-4.91945973,4.43784158,0.62100053,0.01224284,0.10061368,2.72975888,2.22109323,1.65156549
-4.91345673,4.47683031,0.61912907,0.01240080,0.10216418,2.76692424,2.27498128,1.66560570
-4.90745373,4.51831937,0.61774846,0.01255995,0.10341571,2.80600281,2.32969972,1.68044450
-4.90145073,4.56241855,0.61692141,0.01271966,0.10435809,2.84700843,2.38488461,1.69616879
-4.89544772,4.60922668,0.61669402,0.01287940,0.10498614,2.88996296,2.44017849,1.71286878
-4.88944472,4.65881874,0.61709361,0.01303871,0.10529961,2.93488803,2.49523699,1.73063012
-4.88344172,4.71123458,0.61812736,0.01319722,0.10530298,2.98179724,2.54973541,1.74952680
-4.87743872,4.76646904,0.61978178,0.01335454,0.10500510,3.03068894,2.60337496,1.76961499
-4.87143572,4.82446369,0.62202289,0.01351033,0.10441876,3.08153975,2.65588804,1.79092789
-4.86543272,4.88509986,0.62479699,0.01366419,0.10356021,3.13429866,2.70704237,1.81347157
-4.85942971,4.94819323,0.62803205,0.01381571,0.10244857,3.18888187,2.75664352,1.83722182
-4.85342671,5.01348971,0.63163952,0.01396438,0.10110524,3.24516829,2.80453568,1.86212208
-4.84742371,5.08066298,0.63551663,0.01410964,0.09955330,3.30299577,2.85060076,1.88808221
-4.84142071,5.14931368,0.63954901,0.01425082,0.09781695,3.36215824,2.89475574,1.91497837
-4.83541771,5.21897072,0.64361379,0.01438716,0.09592092,3.42240378,2.93694864,1.94265366
-4.82941471,5.28909474,0.64758299,0.01451780,0.09388998,3.48343393,2.97715349,1.97091990
-4.82341171,5.35908449,0.65132730,0.01464180,0.09174851,3.54490445,3.01536476,1.99956025
-4.81740870,5.42828605,0.65472011,0.01475818,0.08952011,3.60642786,3.05159179,2.02833295
-4.81140570,5.49600554,0.65764193,0.01486591,0.08722727,3.66757798,3.08585388,2.05697612
-4.80540270,5.56152532,0.65998493,0.01496398,0.08489120,3.72789683,3.11817661,2.08521368
-4.79939970,5.62412362,0.66165757,0.01505144,0.08253160,3.78690398,3.14858975,2.11276237
-4.79339670,5.68309771,0.66258931,0.01512746,0.08016664,3.84410856,3.17712745,2.13933993
-4.78739370,5.73778975,0.66273493,0.01519140,0.07781285,3.89902374,3.20383054,2.16467424
-4.78139070,5.78761503,0.66207864,0.01524285,0.07548523,3.95118350,3.22875141,2.18851332
-4.77538769,5.83209121,0.66063739,0.01528171,0.07319725,4.00016137,3.25196089,2.21063587
-4.76938469,5.87086769,0.65846347,0.01530828,0.07096099,4.04559029,3.27355706,2.23086206
-4.76338169,5.90375338,0.65564596,0.01532324,0.06878725,4.08718285,3.29367514,2.24906406
-4.75737869,5.93074134,0.65231091,0.01532776,0.06668569,4.12475102,3.31249782,2.26517593
-4.75137569,5.95202873,0.64862015,0.01532348,0.06466498,4.15822395,3.33026502,2.27920211
-4.74537269,5.96803017,0.64476846,0.01531253,0.06273290,4.18766283,3.34728200,2.29122404
-4.73936968,5.97938321,0.64097922,0.01529750,0.06089644,4.21327159,3.36392491,2.30140439
-4.73336668,5.98694450,0.63749842,0.01528142,0.05916188,4.23540210,3.38064267,2.30998816
-4.72736368,5.99177572,0.63458726,0.01526766,0.05753480,4.25455311,3.39795440,2.31730037
-4.72136068,5.99511896,0.63251338,0.01525985,0.05602006,4.27136214,3.41644166,2.32373994
-4.71535768,5.99836138,0.63154117,0.01526176,0.05462172,4.28658984,3.43673530,2.32976972
-4.70935468,6.00299000,0.63192130,0.01527717,0.05334296,4.30109701,3.45949679,2.33590258
-4.70335168,6.01053778,0.63388007,0.01530972,0.05218588,4.31581448,3.48539432,2.34268389
-4.69734867,6.02252288,0.63760888,0.01536270,0.05115134,4.33170694,3.51507454,2.35067098
-4.69134567,6.04038343,0.64325438,0.01543897,0.05023882,4.34973191,3.54913096,2.36041017
-4.68534267,6.06541079,0.65090975,0.01554074,0.04944617,4.37079558,3.58807036,2.37241232
-4.67933967,6.09868424,0.66060763,0.01566943,0.04876952,4.39570759,3.63227901,2.38712811
-4.67333667,6.14101066,0.67231500,0.01582561,0.04820317,4.42513693,3.68199050,2.40492402
-4.66733367,6.19287221,0.68593053,0.01600885,0.04773958,4.45957131,3.73725705,2.42606046
-4.66133067,6.25438537,0.70128448,0.01621769,0.04736941,4.49928241,3.79792631,2.45067314
-4.65532766,6.32527374,0.71814145,0.01644964,0.04708172,4.54429898,3.86362529,2.47875891
-4.64932466,6.40485691,0.73620584,0.01670123,0.04686421,4.59438974,3.93375278,2.51016692
-4.64332166,6.49205663,0.75513004,0.01696808,0.04670365,4.64905747,4.00748152,2.54459598
-4.63731866,6.58542079,0.77452506,0.01724504,0.04658630,4.70754502,4.08377051,2.58159843
-4.63131566,6.68316491,0.79397314,0.01752637,0.04649850,4.76885367,4.16138755,2.62059076
-4.62531266,6.78322967,0.81304194,0.01780596,0.04642730,4.83177320,4.23894160,2.66087061
-4.61930965,6.88335229,0.83129968,0.01807752,0.04636106,4.89492278,4.31492376,2.70163978
-4.61330665,6.98114881,0.84833057,0.01833490,0.04629013,4.95680092,4.38775536,2.74203205
-4.60730365,7.07420346,0.86374985,0.01857229,0.04620742,5.01584222,4.45584118,2.78114482
-4.60130065,7.16016104,0.87721776,0.01878451,0.04610894,5.07047835,4.51762532,2.81807311
-4.59529765,7.23681792,0.88845179,0.01896719,0.04599419,5.11920030,4.57164730,2.85194413
-4.58929465,7.30220730,0.89723663,0.01911701,0.04586644,5.16061880,4.61659569,2.88195097
-4.58329165,7.35467457,0.90343136,0.01923182,0.04573280,5.19352012,4.65135661,2.90738370
-4.57728864,7.39293913,0.90697365,0.01931076,0.04560419,5.21691419,4.67505502,2.92765623
-4.57128564,7.41613976,0.90788060,0.01935427,0.04549504,5.23007297,4.68708658,2.94232782
-4.56528264,7.42386143,0.90624640,0.01936412,0.04542286,5.23255704,4.68713870,2.95111805
-4.55927964,7.41614237,0.90223692,0.01934332,0.04540763,5.22422920,4.67519984,2.95391463
-4.55327664,7.39346149,0.89608142,0.01929597,0.04547100,5.20525467,4.65155666,2.95077375
-4.54727364,7.35670689,0.88806196,0.01922711,0.04563548,5.17608784,4.61677936,2.94191303
-4.54127064,7.30712745,0.87850105,0.01914252,0.04592340,5.13744673,4.57169597,2.92769752
-4.53526763,7.24627024,0.86774804,0.01904843,0.04635594,5.09027642,4.51735714,2.90861968
-4.52926463,7.17590710,0.85616502,0.01895130,0.04695213,5.03570362,4.45499306,2.88527437
-4.52326163,7.09795413,0.84411291,0.01885751,0.04772782,4.97498485,4.38596489,2.85833029
-4.51725863,7.01438839,0.83193825,0.01877317,0.04869484,4.90945080,4.31171293,2.82849921
-4.51125563,6.92716550,0.81996130,0.01870381,0.04986019,4.84044985,4.23370395,2.79650484
-4.50525263,6.83814235,0.80846599,0.01865420,0.05122538,4.76929333,4.15338013,2.76305256
-4.49924962,6.74900790,0.79769187,0.01862817,0.05278602,4.69720521,4.07211171,2.72880160
-4.49324662,6.66122531,0.78782850,0.01862850,0.05453149,4.62527828,3.99115521,2.69434085
-4.48724362,6.57598705,0.77901211,0.01865678,0.05644490,4.55443870,3.91161878,2.66016924
-4.48124062,6.49418469,0.77132471,0.01871342,0.05850322,4.48542008,3.83443568,2.62668146
-4.47523762,6.41639370,0.76479531,0.01879766,0.06067763,4.41874787,3.76034652,2.59415927
-4.46923462,6.34287302,0.75940315,0.01890757,0.06293408,4.35473421,3.68989046,2.56276858
-4.46323162,6.27357861,0.75508241,0.01904018,0.06523400,4.29348281,3.62340505,2.53256214
-4.45722861,6.20818940,0.75172832,0.01919161,0.06753521,4.23490317,3.56103412,2.50348716
-4.45122561,6.14614363,0.74920395,0.01935718,0.06979295,4.17873283,3.50274279,2.47539746
-4.44522261,6.08668338,0.74734756,0.01953161,0.07196102,4.12456616,3.44833838,2.44806905
-4.43921961,6.02890474,0.74598008,0.01970914,0.07399300,4.07188809,3.39749597,2.42121843
-4.43321661,5.97181130,0.74491232,0.01988381,0.07584352,4.02011081,3.34978709,2.39452250
-4.42721361,5.91436820,0.74395180,0.02004953,0.07746948,3.96861177,3.30471028,2.36763910
-4.42121061,5.85555489,0.74290897,0.02020032,0.07883128,3.91677123,3.26172202,2.34022734
-4.41520760,5.79441427,0.74160264,0.02033045,0.07989397,3.86400765,3.22026687,2.31196677
-4.40920460,5.73009675,0.73986458,0.02043459,0.08062825,3.80980973,3.17980558,2.28257484
-4.40320160,5.66189775,0.73754340,0.02050794,0.08101131,3.75376378,3.13984039,2.25182183
-4.39719860,5.58928776,0.73450752,0.02054632,0.08102757,3.69557563,3.09993661,2.21954301
-4.39119560,5.51193419,0.73064743,0.02054632,0.08066913,3.63508646,3.05973996,2.18564768
-4.38519260,5.42971482,0.72587732,0.02050529,0.07993602,3.57228226,3.01898927,2.15012484
-4.37918959,5.34272280,0.72013600,0.02042146,0.07883622,3.50729677,2.97752440,2.11304562
-4.37318659,5.25126344,0.71338741,0.02029394,0.07738545,3.44040821,2.93528934,2.07456248
-4.36718359,5.15584347,0.70562057,0.02012272,0.07560673,3.37203019,2.89233071,2.03490541
-4.36118059,5.05715337,0.69684913,0.01990869,0.07352965,3.30269746,2.84879197,1.99437547
-4.35517759,4.95604390,0.68711054,0.01965356,0.07118956,3.23304730,2.80490394,1.95333598
-4.34917459,4.85349790,0.67646493,0.01935988,0.06862655,3.16379745,2.76097214,1.91220189
-4.34317159,4.75059851,0.66499356,0.01903090,0.06588422,3.09572186,2.71736188,1.87142783
-4.33716858,4.64849545,0.65279709,0.01867054,0.06300849,3.02962502,2.67448182,1.83149519
-4.33116558,4.54837045,0.63999353,0.01828327,0.06004632,2.96631641,2.63276696,1.79289907
-4.32516258,4.45140346,0.62671604,0.01787400,0.05704435,2.90658583,2.59266194,1.75613530
-4.31915958,4.35874087,0.61311048,0.01744802,0.05404778,2.85118090,2.55460556,1.72168823
-4.31315658,4.27146698,0.59933294,0.01701079,0.05109913,2.80078743,2.51901722,1.69001971
-4.30715358,4.19057981,0.58554715,0.01656791,0.04823727,2.75601365,2.48628605,1.66155956
