energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.81990995,7.58602184,2.13094279,0.67458765,0.01256336,0.71565797,2.40230304,3.62848638,0.04406833,2.53522800
-5.81390695,7.53407301,2.15359879,0.67059993,0.01270961,0.70874790,2.40494047,3.58514555,0.04329662,2.53551232
-5.80790395,7.49343273,2.17861982,0.66708271,0.01290801,0.70385932,2.41462369,3.54574182,0.04268393,2.53869766
-5.80190095,7.46469360,2.20572004,0.66398350,0.01315881,0.70107867,2.43166576,3.51076772,0.04223443,2.54478445
-5.79589795,7.44827710,2.23455334,0.66123119,0.01346163,0.70046675,2.45629329,3.48064954,0.04195121,2.55373042
-5.78989495,7.44442915,2.26471861,0.65873819,0.01381556,0.70205596,2.48863638,3.45574286,0.04183638,2.56545365
-5.78389195,7.45321495,2.29576567,0.65640302,0.01421922,0.70584731,2.52871717,3.43632818,0.04189119,2.57983526
-5.77788894,7.47451356,2.32720153,0.65411333,0.01467081,0.71180711,2.57643763,3.42260685,0.04211601,2.59672158
-5.77188594,7.50801286,2.35849714,0.65174922,0.01516823,0.71986377,2.63156752,3.41469763,0.04251029,2.61592603
-5.76588294,7.55320611,2.38909433,0.64918681,0.01570916,0.72990500,2.69373345,3.41263433,0.04307256,2.63723070
-5.75987994,7.60939124,2.41841317,0.64630194,0.01629115,0.74177563,2.76241031,3.41636488,0.04380025,2.66038811
-5.75387694,7.67567416,2.44585986,0.64297399,0.01691173,0.75527642,2.83691631,3.42575231,0.04468968,2.68512326
-5.74787394,7.75097731,2.47083519,0.63908967,0.01756852,0.77016430,2.91641262,3.44057785,0.04573587,2.71113647
-5.74187094,7.83405428,2.49274380,0.63454676,0.01825930,0.78615405,2.99990873,3.46054644,0.04693257,2.73810723
-5.73586793,7.92351115,2.51100441,0.62925778,0.01898208,0.80292182,3.08627409,3.48529447,0.04827213,2.76569925
-5.72986493,8.01783450,2.52506084,0.62315335,0.01973519,0.82011042,3.17425636,3.51439984,0.04974556,2.79356682
-5.72386193,8.11542560,2.53439414,0.61618543,0.02051726,0.83733638,3.26250615,3.54739366,0.05134258,2.82136250
-5.71785893,8.21463973,2.53853534,0.60833009,0.02132726,0.85419870,3.34960770,3.58377320,0.05305174,2.84874570
-5.71185593,8.31382908,2.53707878,0.59958993,0.02216447,0.87028896,3.43411459,3.62301535,0.05486053,2.87539209
-5.70585293,8.41138712,2.52969550,0.58999593,0.02302836,0.88520238,3.51458890,3.66458972,0.05675562,2.90100308
-5.69984992,8.50579219,2.51614625,0.57960869,0.02391851,0.89854952,3.58964241,3.70797057,0.05872301,2.92531481
-5.69384692,8.59564784,2.49629355,0.56851899,0.02483442,0.90996800,3.65797764,3.75264674,0.06074826,2.94810617
-5.68784392,8.67971741,2.47011200,0.55684752,0.02577537,0.91913374,3.71842693,3.79812891,0.06281667,2.96920489
-5.68184092,8.75695091,2.43769636,0.54474375,0.02674014,0.92577120,3.76998745,3.84395357,0.06491339,2.98849138
-5.67583792,8.82650215,2.39926674,0.53238393,0.02772683,0.92966206,3.81185041,3.88968360,0.06702356,3.00589971
-5.66983492,8.88773530,2.35517017,0.51996802,0.02873259,0.93065204,3.84342280,3.93490522,0.06913231,3.02141547
-5.66383192,8.94022019,2.30587841,0.50771592,0.02975338,0.92865531,3.86434074,3.97922183,0.07122473,3.03507042
-5.65782891,8.98371673,2.25198150,0.49586258,0.03078384,0.92365651,3.87447351,4.02224519,0.07328585,3.04693412
-5.65182591,9.01814967,2.19417721,0.48465253,0.03181704,0.91571007,3.87391828,4.06358481,0.07530043,3.05710289
-5.64582291,9.04357527,2.13325636,0.47433366,0.03284448,0.90493701,3.86298595,4.10283661,0.07725287,3.06568678
-5.63981991,9.06014243,2.07008448,0.46515063,0.03385601,0.89151932,3.84217877,4.13957218,0.07912700,3.07279525
-5.63381691,9.06805103,2.00558048,0.45733791,0.03483992,0.87569222,3.81216132,4.17332952,0.08090600,3.07852269
-5.62781391,9.06751057,1.94069286,0.45111295,0.03578309,0.85773477,3.77372641,4.20360684,0.08257224,3.08293452
-5.62181091,9.05870201,1.87637467,0.44666955,0.03667126,0.83795915,3.72775782,4.22986009,0.08410732,3.08605516
-5.61580790,9.04174582,1.81355790,0.44417168,0.03748933,0.81669933,3.67519200,4.25150523,0.08549208,3.08785856
-5.60980490,9.01667839,1.75312862,0.44374819,0.03822180,0.79429953,3.61698070,4.26792541,0.08670683,3.08826216
-5.60380190,8.98343869,1.69590368,0.44548841,0.03885322,0.77110298,3.55405642,4.27848346,0.08773164,3.08712484
-5.59779890,8.94186613,1.64260999,0.44943898,0.03936870,0.74744165,3.48730240,4.28253897,0.08854672,3.08424901
-5.59179590,8.89170964,1.59386716,0.45560198,0.03975448,0.72362713,3.41752823,4.27946969,0.08913301,3.07938706
-5.58579290,8.83264759,1.55017408,0.46393453,0.03999840,0.69994311,3.34545212,4.26869574,0.08947272,3.07225167
-5.57978989,8.76431676,1.51189988,0.47434974,0.04009042,0.67663973,3.27169016,4.24970569,0.08955006,3.06252950
-5.57378689,8.68634842,1.47927949,0.48671912,0.04002304,0.65392970,3.19675246,4.22208274,0.08935191,3.04989747
-5.56778389,8.59840886,1.45241364,0.50087621,0.03979165,0.63198648,3.12104586,4.18552953,0.08886857,3.03404061
-5.56178089,8.50024141,1.43127314,0.51662134,0.03939476,0.61094409,3.04488213,4.13988996,0.08809433,3.01467040
-5.55577789,8.39170681,1.41570691,0.53372725,0.03883418,0.59089869,2.96849080,4.08516654,0.08702811,2.99154251
-5.54977489,8.27281916,1.40545324,0.55194533,0.03811498,0.57191134,2.89203509,4.02153224,0.08567383,2.96447278
-5.54377189,8.14377478,1.40015344,0.57101218,0.03724543,0.55401189,2.81562969,3.94933572,0.08404076,2.93335047
-5.53776888,8.00497190,1.39936717,0.59065621,0.03623676,0.53720353,2.73935883,3.86909970,0.08214356,2.89814810
-5.53176588,7.85701965,1.40258871,0.61060395,0.03510281,0.52146764,2.66329349,3.78151208,0.08000226,2.85892715
-5.52576288,7.70073578,1.40926330,0.63058591,0.03385965,0.50676874,2.58750658,3.68741044,0.07764192,2.81583943
-5.51975988,7.53713293,1.41880300,0.65034166,0.03252509,0.49305911,2.51208515,3.58776033,0.07509221,2.76912401
-5.51375688,7.36739429,1.43060145,0.66962403,0.03111813,0.48028301,2.43713913,3.48362847,0.07238674,2.71909995
-5.50775388,7.19284001,1.44404715,0.68820237,0.02965841,0.46838012,2.36280624,3.37615223,0.06956231,2.66615532
-5.50175088,7.01488623,1.45853502,0.70586472,0.02816569,0.45728838,2.28925311,3.26650663,0.06665795,2.61073319
-5.49574787,6.83499914,1.47347610,0.72241904,0.02665931,0.44694588,2.21667277,3.15587054,0.06371402,2.55331534
-5.48974487,6.65464648,1.48830540,0.73769353,0.02515770,0.43729209,2.14527917,3.04539358,0.06077110,2.49440475
-5.48374187,6.47524930,1.50248814,0.75153625,0.02367802,0.42826836,2.07529913,2.93616508,0.05786904,2.43450768
-5.47773887,6.29813634,1.51552452,0.76381405,0.02223575,0.41981782,2.00696281,2.82918643,0.05504598,2.37411644
-5.47173587,6.12450345,1.52695334,0.77441132,0.02084453,0.41188493,1.94049321,2.72534789,0.05233740,2.31369353
-5.46573287,5.95537993,1.53635481,0.78322845,0.01951593,0.40441468,1.87609575,2.62541047,0.04977537,2.25365811
-5.45972986,5.79160334,1.54335287,0.79018045,0.01825944,0.39735182,1.81394852,2.52999370,0.04738791,2.19437520
-5.45372686,5.63380374,1.54761719,0.79519576,0.01708242,0.39064001,1.75419403,2.43956918,0.04519842,2.13614801
-5.44772386,5.48239783,1.54886513,0.79821554,0.01599029,0.38422131,1.69693271,2.35446001,0.04322541,2.07921380
-5.44172086,5.33759288,1.54686375,0.79919334,0.01498658,0.37803587,1.64221881,2.27484586,0.04148226,2.02374300
-5.43571786,5.19940000,1.54143188,0.79809544,0.01407325,0.37202209,1.59005866,2.20077292,0.03997724,1.96984159
-5.42971486,5.06765549,1.53244220,0.79490160,0.01325090,0.36611711,1.54041142,2.13216832,0.03871363,1.91755639
-5.42371186,4.94204923,1.51982319,0.78960637,0.01251905,0.36025783,1.49319210,2.06885786,0.03769002,1.86688259
-5.41770885,4.82215815,1.50356073,0.78222072,0.01187644,0.35438216,1.44827671,2.01058646,0.03690065,1.81777330
-5.41170585,4.70748313,1.48369906,0.77277387,0.01132137,0.34843075,1.40550904,1.95704000,0.03633595,1.77015015
-5.40570285,4.59748738,1.46034104,0.76131514,0.01085192,0.34234881,1.36470873,1.90786793,0.03598309,1.72391444
-5.39969985,4.49163437,1.43364714,0.74791572,0.01046625,0.33608812,1.32567999,1.86270538,0.03582659,1.67895824
-5.39369685,4.38942357,1.40383325,0.73266997,0.01016279,0.32960905,1.28822071,1.82119411,0.03584898,1.63517481
-5.38769385,4.29042231,1.37116704,0.71569631,0.00994045,0.32288240,1.25213126,1.78300137,0.03603139,1.59246779
-5.38169085,4.19429251,1.33596279,0.69713734,0.00979869,0.31589112,1.21722265,1.74783609,0.03635426,1.55075885
-5.37568784,4.10081104,1.29857473,0.67715933,0.00973762,0.30863163,1.18332373,1.71546167,0.03679785,1.50999348
-5.36968484,4.00988318,1.25938910,0.65595071,0.00975802,0.30111475,1.15028700,1.68570518,0.03734282,1.47014474
-5.36368184,3.92154857,1.21881503,0.63371983,0.00986122,0.29336619,1.11799302,1.65846251,0.03797073,1.43121497
-5.35767884,3.83597978,1.17727462,0.61069186,0.01004906,0.28542659,1.08635318,1.63369951,0.03866436,1.39323552
-5.35167584,3.75347374,1.13519254,0.58710493,0.01032369,0.27735092,1.05531092,1.61144900,0.03940813,1.35626470
-5.34567284,3.67443668,1.09298562,0.56320580,0.01068734,0.26920755,1.02484141,1.59180413,0.04018827,1.32038423
-5.33966983,3.59936341,1.05105279,0.53924491,0.01114210,0.26107676,0.99494998,1.57490815,0.04099304,1.28569455
-5.33366683,3.52881228,1.00976582,0.51547131,0.01168963,0.25304887,0.96566929,1.56094136,0.04181279,1.25230930
-5.32766383,3.46337685,0.96946130,0.49212749,0.01233089,0.24522208,0.93705581,1.55010570,0.04263998,1.22034952
-5.32166083,3.40365604,0.93043408,0.46944436,0.01306580,0.23769997,0.90918558,1.54260786,0.04346916,1.18993779
-5.31565783,3.35022385,0.89293247,0.44763655,0.01389304,0.23058897,0.88214984,1.53864154,0.04429692,1.16119281
-5.30965483,3.30360050,0.85715539,0.42689816,0.01480976,0.22399558,0.85605053,1.53836995,0.04512170,1.13422466
-5.30365183,3.26422608,0.82325140,0.40739923,0.01581145,0.21802378,0.83099616,1.54190920,0.04594370,1.10913102
-5.29764882,3.23243800,0.79131975,0.38928289,0.01689176,0.21277241,0.80709806,1.54931357,0.04676474,1.08599452
-5.29164582,3.20845336,0.76141307,0.37266328,0.01804253,0.20833275,0.78446728,1.56056335,0.04758807,1.06488128
-5.28564282,3.19235688,0.73354164,0.35762431,0.01925381,0.20478634,0.76321219,1.57555598,0.04841825,1.04584067
-5.27963982,3.18409493,0.70767890,0.34421930,0.02051399,0.20220311,0.74343683,1.59410096,0.04926104,1.02890621
-5.27363682,3.18347587,0.68376778,0.33247131,0.02181010,0.20063976,0.72523991,1.61591893,0.05012324,1.01409747
-5.26763382,3.19017664,0.66172764,0.32237421,0.02312810,0.20013858,0.70871455,1.64064503,0.05101266,1.00142268
-5.26163082,3.20375502,0.64146124,0.31389443,0.02445330,0.20072655,0.69394834,1.66783655,0.05193801,0.99088198
-5.25562781,3.22366707,0.62286163,0.30697320,0.02577089,0.20241494,0.68102394,1.69698461,0.05290883,0.98247083
-5.24962481,3.24928873,0.60581852,0.30152922,0.02706644,0.20519913,0.67001965,1.72752926,0.05393545,0.97618343
-5.24362181,3.27994040,0.59022383,0.29746174,0.02832646,0.20905896,0.66101005,1.75887757,0.05502892,0.97201583
-5.23761881,3.31491342,0.57597649,0.29465384,0.02953897,0.21395928,0.65406644,1.79042372,0.05620089,0.96996845
-5.23161581,3.35349694,0.56298605,0.29297590,0.03069403,0.21985089,0.64925681,1.82157012,0.05746348,0.97004791
-5.22561281,3.39500386,0.55117531,0.29228915,0.03178417,0.22667176,0.64664544,1.85174874,0.05882913,0.97226781
-5.21960980,3.43879466,0.54048192,0.29244922,0.03280479,0.23434849,0.64629188,1.88044136,0.06031033,0.97664861
-5.21360680,3.48429780,0.53085895,0.29330972,0.03375438,0.24279794,0.64824939,1.90719790,0.06191936,0.98321629
-5.20760380,3.53102585,0.52227463,0.29472564,0.03463467,0.25192905,0.65256275,1.93165186,0.06366792,0.99200007
-5.20160080,3.57858639,0.51471147,0.29655661,0.03545056,0.26164477,0.65926564,1.95353207,0.06556672,1.00302907
-5.19559780,3.62668740,0.50816470,0.29866997,0.03620998,0.27184401,0.66837770,1.97267015,0.06762498,1.01632816
-5.18959480,3.67513678,0.50264050,0.30094355,0.03692349,0.28242365,0.67990130,1.98900335,0.06984996,1.03191310
-5.18359180,3.72383622,0.49815389,0.30326809,0.03760379,0.29328045,0.69381847,2.00257256,0.07224641,1.04978527
-5.17758879,3.77276973,0.49472671,0.30554927,0.03826518,0.30431298,0.71008792,2.01351566,0.07481601,1.06992623
-5.17158579,3.82198762,0.49238558,0.30770935,0.03892275,0.31542330,0.72864266,2.02205652,0.07755689,1.09229225
-5.16558279,3.87158680,0.49116007,0.30968819,0.03959165,0.32651867,0.74938820,2.02849030,0.08046313,1.11680928
-5.15957979,3.92168866,0.49108115,0.31144385,0.04028627,0.33751292,0.77220174,2.03316575,0.08352438,1.14336852
-5.15357679,3.97241562,0.49217988,0.31295256,0.04101943,0.34832778,0.79693238,2.03646548,0.08672557,1.17182289
-5.14757379,4.02386801,0.49448653,0.31420813,0.04180165,0.35889400,0.82340248,2.03878524,0.09004671,1.20198459
-5.14157079,4.07610236,0.49802990,0.31522085,0.04264045,0.36915225,0.85141035,2.04051331,0.09346288,1.23362405
-5.13556778,4.12911263,0.50283710,0.31601584,0.04353987,0.37905389,0.88073413,2.04201098,0.09694433,1.26647034
-5.12956478,4.18281542,0.50893341,0.31663102,0.04450002,0.38856166,0.91113692,2.04359512,0.10045680,1.30021319
-5.12356178,4.23704011,0.51634259,0.31711466,0.04551696,0.39765008,0.94237296,2.04552387,0.10396194,1.33450672
-5.11755878,4.29152474,0.52508714,0.31752280,0.04658261,0.40630590,0.97419462,2.04798582,0.10741794,1.36897474
-5.11155578,4.34591782,0.53518880,0.31791646,0.04768500,0.41452837,1.00636011,2.05109342,0.11078034,1.40321771
-5.10555278,4.39978627,0.54666901,0.31835889,0.04880860,0.42232936,1.03864135,2.05488080,0.11400286,1.43682100
-5.09954977,4.45262911,0.55954929,0.31891297,0.04993487,0.42973349,1.07083192,2.05930587,0.11703850,1.46936438
-5.09354677,4.50389630,0.57385155,0.31963876,0.05104297,0.43677808,1.10275456,2.06425667,0.11984056,1.50043240
-5.08754377,4.55301178,0.58959807,0.32059153,0.05211053,0.44351297,1.13426786,2.06956135,0.12236383,1.52962525
-5.08154077,4.59939953,0.60681135,0.32182005,0.05311458,0.45000023,1.16527191,2.07500126,0.12456573,1.55656977
-5.07553777,4.64251137,0.62551344,0.32336542,0.05403242,0.45631363,1.19571250,2.08032629,0.12640741,1.58093016
-5.06953477,4.68185486,0.64572503,0.32526027,0.05484258,0.46253795,1.22558361,2.08527164,0.12785483,1.60241788
-5.06353177,4.71702001,0.66746403,0.32752855,0.05552563,0.46876801,1.25492816,2.08957506,0.12887968,1.62080050
-5.05752876,4.74770320,0.69074385,0.33018560,0.05606498,0.47510742,1.28383670,2.09299372,0.12946021,1.63590885
-5.05152576,4.77372717,0.71557120,0.33323863,0.05644749,0.48166700,1.31244421,2.09531971,0.12958183,1.64764240
-5.04552276,4.79505592,0.74194368,0.33668749,0.05666403,0.48856299,1.34092503,2.09639372,0.12923758,1.65597241
-5.03951976,4.81180378,0.76984713,0.34052564,0.05670974,0.49591480,1.36948604,2.09611596,0.12842837,1.66094273
-5.03351676,4.82423823,0.79925287,0.34474125,0.05658421,0.50384259,1.39835848,2.09445421,0.12716300,1.66266828
-5.02751376,4.83277620,0.83011497,0.34931827,0.05629142,0.51246453,1.42778853,2.09144853,0.12545793,1.66133114
-5.02151076,4.83797423,0.86236781,0.35423757,0.05583959,0.52189386,1.45802721,2.08721276,0.12333693,1.65717440
-5.01550775,4.84051283,0.89592390,0.35947795,0.05524076,0.53223579,1.48931985,2.08193275,0.12083043,1.65049410
-5.00950475,4.84117600,0.93067227,0.36501706,0.05451031,0.54358433,1.52189562,2.07586178,0.11797481,1.64162947
-5.00350175,4.84082671,0.96647747,0.37083210,0.05366641,0.55601919,1.55595740,2.06931330,0.11481144,1.63095195
-4.99749875,4.84037957,1.00317937,0.37690054,0.05272930,0.56960267,1.59167254,2.06265177,0.11138567,1.61885341
-4.99149575,4.84077188,1.04059380,0.38320053,0.05172056,0.58437692,1.62916463,2.05628177,0.10774575,1.60573399
-4.98549275,4.84293423,1.07851410,0.38971127,0.05066245,0.60036133,1.66850666,2.05063620,0.10394166,1.59199009
-4.97948974,4.84776176,1.11671347,0.39641332,0.04957716,0.61755054,1.70971571,2.04616381,0.10002397,1.57800282
-4.97348674,4.85608713,1.15494826,0.40328875,0.04848615,0.63591270,1.75274938,2.04331668,0.09604273,1.56412748
-4.96748374,4.86865596,1.19296196,0.41032125,0.04740955,0.65538855,1.79750399,2.04253787,0.09204639,1.55068425
-4.96148074,4.88610551,1.23048982,0.41749620,0.04636565,0.67589099,1.84381452,2.04424967,0.08808083,1.53795039
-4.95547774,4.90894694,1.26726393,0.42480068,0.04537051,0.69730536,1.89145634,2.04884242,0.08418846,1.52615422
-4.94947474,4.93755143,1.30301855,0.43222338,0.04443757,0.71949056,1.94014865,2.05666431,0.08040753,1.51547089
-4.94347174,4.97214031,1.33749555,0.43975447,0.04357746,0.74228074,1.98955938,2.06801190,0.07677146,1.50602004
-4.93746873,5.01277908,1.37044974,0.44738530,0.04279789,0.76548790,2.03931162,2.08312170,0.07330843,1.49786531
-4.93146573,5.05937516,1.40165384,0.45510811,0.04210358,0.78890507,2.08899123,2.10216247,0.07004107,1.49101560
-4.92546273,5.11167910,1.43090300,0.46291542,0.04149629,0.81231015,2.13815549,2.12522853,0.06698627,1.48542798
-4.91945973,5.16928891,1.45801864,0.47079940,0.04097497,0.83547033,2.18634270,2.15233385,0.06415520,1.48101198
-4.91345673,5.23165734,1.48285152,0.47875102,0.04053594,0.85814699,2.23308227,2.18340723,0.06155346,1.47763516
-4.90745373,5.29810163,1.50528398,0.48675913,0.04017308,0.88010085,2.27790537,2.21828842,0.05918132,1.47512966
-4.90145073,5.36781555,1.52523118,0.49480935,0.03987812,0.90109735,2.32035560,2.25672550,0.05703408,1.47329950
-4.89544772,5.43988354,1.54264151,0.50288300,0.03964094,0.92091207,2.35999965,2.29837374,0.05510258,1.47192838
-4.88944472,5.51329663,1.55749591,0.51095601,0.03944991,0.93933601,2.39643747,2.34279611,0.05337374,1.47078767
-4.88344172,5.58697020,1.56980647,0.51899797,0.03929219,0.95618057,2.42931193,2.38946572,0.05183114,1.46964445
-4.87743872,5.65976320,1.57961416,0.52697136,0.03915412,0.97128205,2.45831751,2.43777053,0.05045575,1.46826931
-4.87143572,5.73049899,1.58698582,0.53483109,0.03902156,0.98450568,2.48320780,2.48702053,0.04922652,1.46644368
-4.86543272,5.79798742,1.59201068,0.54252444,0.03888022,0.99574878,2.50380172,2.53645755,0.04812113,1.46396649
-4.85942971,5.86104812,1.59479647,0.54999147,0.03871602,1.00494327,2.51998811,2.58526780,0.04711663,1.46066015
-4.85342671,5.91853479,1.59546522,0.55716596,0.03851543,1.01205722,2.53172867,2.63259719,0.04619006,1.45637542
-4.84742371,5.96936011,1.59414912,0.56397688,0.03826575,1.01709551,2.53905913,2.67756913,0.04531906,1.45099545
-4.84142071,6.01252088,1.59098637,0.57035047,0.03795539,1.02009965,2.54208856,2.71930465,0.04448238,1.44443862
-4.83541771,6.04712292,1.58611741,0.57621281,0.03757416,1.02114663,2.54099698,2.75694436,0.04366037,1.43666029
-4.82941471,6.07240519,1.57968157,0.58149275,0.03711348,1.02034702,2.53603123,2.78967149,0.04283531,1.42765349
-4.82341171,6.08776224,1.57181424,0.58612528,0.03656652,1.01784228,2.52749932,2.81673549,0.04199180,1.41744853
-4.81740870,6.09276436,1.56264476,0.59005493,0.03592841,1.01380143,2.51576337,2.83747518,0.04111691,1.40611166
-4.81140570,6.08717462,1.55229502,0.59323922,0.03519628,1.00841716,2.50123141,2.85134063,0.04020037,1.39374271
-4.80540270,6.07096171,1.54087883,0.59565182,0.03436934,1.00190148,2.48434816,2.85791268,0.03923463,1.38047202
-4.79939970,6.04430808,1.52850195,0.59728532,0.03344885,0.99448101,2.46558513,2.85691937,0.03821487,1.36645660
-4.79339670,6.00761226,1.51526281,0.59815328,0.03243810,0.98639202,2.44543008,2.84824823,0.03713890,1.35187562
-4.78739370,5.96148504,1.50125376,0.59829158,0.03134228,0.97787529,2.42437624,2.83195382,0.03600706,1.33692549
-4.78139070,5.90673880,1.48656267,0.59775860,0.03016835,0.96917085,2.40291124,2.80825983,0.03482204,1.32181434
-4.77538769,5.84436984,1.47127466,0.59663452,0.02892486,0.96051271,2.38150605,2.77755550,0.03358860,1.30675629
-4.76938469,5.77553383,1.45547387,0.59501929,0.02762168,0.95212359,2.36060402,2.74038619,0.03231337,1.29196537
-4.76338169,5.70151452,1.43924496,0.59302956,0.02626982,0.94420973,2.34061014,2.69743816,0.03100451,1.27764933
-4.75737869,5.62368650,1.42267409,0.59079450,0.02488109,0.93695590,2.32188070,2.64951811,0.02967140,1.26400326
-4.75137569,5.54347299,1.40584939,0.58845066,0.02346781,0.93052052,2.30471343,2.59752803,0.02832428,1.25120334
-4.74537269,5.46229980,1.38886056,0.58613611,0.02204255,0.92503120,2.28933845,2.54243622,0.02697397,1.23940069
-4.73936968,5.38154719,1.37179769,0.58398405,0.02061780,0.92058062,2.27591001,2.48524572,0.02563147,1.22871549
-4.73336668,5.30250129,1.35474921,0.58211614,0.01920571,0.91722296,2.26449958,2.42696120,0.02430767,1.21923159
-4.72736368,5.22630712,1.33779903,0.58063603,0.01781780,0.91497099,2.25509039,2.36855582,0.02301301,1.21099176
-4.72136068,5.15392509,1.32102302,0.57962320,0.01646475,0.91379396,2.24757370,2.31093924,0.02175722,1.20399378
-4.71535768,5.08609309,1.30448495,0.57912760,0.01515620,0.91361647,2.24174740,2.25492830,0.02054905,1.19818762
-4.70935468,5.02329599,1.28823233,0.57916527,0.01390056,0.91431848,2.23731696,2.20122153,0.01939607,1.19347388
-4.70335168,4.96574419,1.27229216,0.57971534,0.01270494,0.91573648,2.23389914,2.15037849,0.01830447,1.18970371
-4.69734867,4.91336250,1.25666714,0.58071844,0.01157505,0.91766613,2.23102873,2.10280506,0.01727898,1.18668037
-4.69134567,4.86579040,1.24133259,0.58207685,0.01051517,0.91986617,2.22816831,2.05874508,0.01632274,1.18416252
-4.68534267,4.82239397,1.22623432,0.58365630,0.00952820,0.92206385,2.22472107,2.01827880,0.01543732,1.18186928
-4.67933967,4.78228947,1.21128777,0.58528950,0.00861568,0.92396165,2.22004649,1.98132823,0.01462275,1.17948710
-4.67333667,4.74437792,1.19637862,0.58678123,0.00777789,0.92524526,2.21347855,1.94766898,0.01387755,1.17667817
-4.66733367,4.70738951,1.18136490,0.58791492,0.00701398,0.92559257,2.20434603,1.91694824,0.01319891,1.17309038
-4.66133067,4.66993617,1.16608071,0.58846029,0.00632212,0.92468338,2.19199419,1.88870781,0.01258280,1.16836823
-4.65532766,4.63057010,1.15034148,0.58818190,0.00569963,0.92220968,2.17580701,1.86241134,0.01202420,1.16216471
-4.64932466,4.58784586,1.13395048,0.58684818,0.00514315,0.91788580,2.15522929,1.83747435,0.01151731,1.15415324
-4.64332166,4.54038333,1.11670648,0.58424051,0.00464882,0.91145839,2.12978756,1.81329568,0.01105574,1.14403964
