energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-3.19659830,10.16759386,0.02190554,0.14884751,1.08062923,7.99356873,0.51140062,0.45906298,0.02308179,1.20392574
-3.19059530,10.11329203,0.02203137,0.14470411,1.05598244,7.97769868,0.49822755,0.45467031,0.02313026,1.16940082
-3.18459230,10.08183322,0.02228112,0.14083411,1.03261185,7.98033374,0.48559967,0.45175238,0.02322139,1.13651385
-3.17858929,10.07368515,0.02265338,0.13725775,1.01071647,8.00161253,0.47366009,0.45034559,0.02335511,1.10554719
-3.17258629,10.08900712,0.02314469,0.13398969,0.99045986,8.04145744,0.46253082,0.45046125,0.02353089,1.07673631
-3.16658329,10.12766071,0.02374970,0.13103880,0.97196889,8.09958576,0.45231064,0.45208635,0.02374773,1.05026748
-3.16058029,10.18922901,0.02446128,0.12840830,0.95533368,8.17552685,0.44307377,0.45518476,0.02400416,1.02627674
-3.15457729,10.27304360,0.02527073,0.12609597,0.94060855,8.26864477,0.43486950,0.45969883,0.02429821,1.00485025
-3.14857429,10.37821793,0.02616801,0.12409458,0.92781381,8.37816537,0.42772264,0.46555124,0.02462746,0.98602576
-3.14257129,10.50368570,0.02714201,0.12239248,0.91693832,8.50320673,0.42163470,0.47264712,0.02498904,0.96979518
-3.13656828,10.64824245,0.02818084,0.12097424,0.90794248,8.64281161,0.41658575,0.48087626,0.02537968,0.95610791
-3.13056528,10.81058859,0.02927215,0.11982133,0.90076165,8.79598052,0.41253679,0.49011548,0.02579577,0.94487495
-3.12456228,10.98937193,0.03040344,0.11891295,0.89530963,8.96170390,0.40943248,0.50023099,0.02623338,0.93597344
-3.11855928,11.18322787,0.03156238,0.11822673,0.89148219,9.13899196,0.40720411,0.51108070,0.02668839,0.92925151
-3.11255628,11.39081579,0.03273714,0.11773944,0.88916042,9.32690102,0.40577267,0.52251664,0.02715653,0.92453323
-3.10655328,11.61084995,0.03391660,0.11742764,0.88821387,9.52455495,0.40505188,0.53438712,0.02763346,0.92162366
-3.10055028,11.84212409,0.03509069,0.11726824,0.88850345,9.73116108,0.40495109,0.54653902,0.02811487,0.92031367
-3.09454727,12.08352872,0.03625053,0.11723897,0.88988400,9.94601986,0.40537795,0.55881985,0.02859658,0.92038461
-3.08854427,12.33406099,0.03738864,0.11731874,0.89220665,10.16852797,0.40624079,0.57107981,0.02907456,0.92161274
-3.08254127,12.59282697,0.03849903,0.11748791,0.89532093,10.39817500,0.40745073,0.58317379,0.02954505,0.92377325
-3.07653827,12.85903681,0.03957731,0.11772844,0.89907676,10.63453411,0.40892337,0.59496322,0.03000464,0.92664410
-3.07053527,13.13199359,0.04062068,0.11802400,0.90332641,10.87724719,0.41058018,0.60631787,0.03045025,0.93000935
-3.06453227,13.41107669,0.04162794,0.11836000,0.90792633,11.12600561,0.41234962,0.61711752,0.03087925,0.93366227
-3.05852926,13.69572107,0.04259942,0.11872352,0.91273915,11.38052769,0.41416781,0.62725354,0.03128945,0.93740801
-3.05252626,13.98539377,0.04353689,0.11910331,0.91763566,11.64053396,0.41597909,0.63663028,0.03167910,0.94106598
-3.04652326,14.27956900,0.04444343,0.11948966,0.92249688,11.90572188,0.41773620,0.64516627,0.03204692,0.94447184
-3.04052026,14.57770333,0.04532334,0.11987432,0.92721614,12.17574101,0.41940035,0.65279521,0.03239207,0.94747904
-3.03451726,14.87921222,0.04618192,0.12025046,0.93170109,12.45017015,0.42094100,0.65946671,0.03271414,0.94996015
-3.02851426,15.18344914,0.04702533,0.12061252,0.93587572,12.72849740,0.42233559,0.66514671,0.03301309,0.95180759
-3.02251126,15.48968828,0.04786044,0.12095625,0.93968197,13.01010416,0.42356906,0.66981763,0.03328922,0.95293413
-3.01650825,15.79711155,0.04869464,0.12127857,0.94308120,13.29425376,0.42463327,0.67347821,0.03354314,0.95327291
-3.01050525,16.10480044,0.04953565,0.12157760,0.94605509,13.58008516,0.42552641,0.67614291,0.03377566,0.95277713
-3.00450225,16.41173294,0.05039142,0.12185262,0.94860614,13.86661185,0.42625222,0.67784119,0.03398783,0.95141936
-2.99849925,16.71678556,0.05126989,0.12210403,0.95075744,14.15272597,0.42681925,0.67861630,0.03418079,0.94919058
-2.99249625,17.01874007,0.05217887,0.12233330,0.95255189,14.43720725,0.42724010,0.67852398,0.03435582,0.94609897
-2.98649325,17.31629469,0.05312588,0.12254296,0.95405075,14.71873625,0.42753062,0.67763086,0.03451423,0.94216853
-2.98049025,17.60807881,0.05411798,0.12273646,0.95533147,14.99591111,0.42770913,0.67601276,0.03465737,0.93743753
-2.97448724,17.89267062,0.05516160,0.12291814,0.95648496,15.26726704,0.42779575,0.67375287,0.03478664,0.93195701
-2.96848424,18.16861668,0.05626239,0.12309304,0.95761239,15.53129761,0.42781170,0.67093991,0.03490342,0.92578921
-2.96248124,18.43445254,0.05742504,0.12326677,0.95882147,15.78647680,0.42777873,0.66766635,0.03500911,0.91900614
-2.95647824,18.68872341,0.05865312,0.12344534,0.96022254,16.03128095,0.42771864,0.66402664,0.03510513,0.91168820
-2.95047524,18.93000406,0.05994893,0.12363490,0.96192450,16.26420974,0.42765288,0.66011558,0.03519295,0.90392296
-2.94447224,19.15691726,0.06131332,0.12384156,0.96403077,16.48380555,0.42760222,0.65602686,0.03527403,0.89580407
-2.93846923,19.36815000,0.06274559,0.12407115,0.96663543,16.68867056,0.42758656,0.65185171,0.03534993,0.88743024
-2.93246623,19.56246717,0.06424337,0.12432897,0.96981973,16.87748120,0.42762473,0.64767774,0.03542220,0.87890436
-2.92646323,19.73872243,0.06580255,0.12461958,0.97364904,17.04899993,0.42773446,0.64358792,0.03549247,0.87033254
-2.92046023,19.89586620,0.06741725,0.12494661,0.97817047,17.20208421,0.42793225,0.63965972,0.03556235,0.86182322
-2.91445723,20.03295095,0.06907986,0.12531258,0.98341116,17.33569294,0.42823338,0.63596432,0.03563345,0.85348616
-2.90845423,20.14913412,0.07078109,0.12571877,0.98937729,17.44889074,0.42865185,0.63256599,0.03570731,0.84543129
-2.90245123,20.24367905,0.07251020,0.12616514,0.99605403,17.54085048,0.42920029,0.62952148,0.03578538,0.83776736
-2.89644822,20.31595468,0.07425514,0.12665028,1.00340621,17.61085475,0.42988988,0.62687952,0.03586893,0.83060050
-2.89044522,20.36543444,0.07600292,0.12717142,1.01137976,17.65829664,0.43073017,0.62468028,0.03595901,0.82403245
-2.88444222,20.39169508,0.07773991,0.12772451,1.01990393,17.68268059,0.43172888,0.62295497,0.03605642,0.81815873
-2.87843922,20.39441596,0.07945226,0.12830431,1.02889405,17.68362376,0.43289166,0.62172539,0.03616163,0.81306664
-2.87243622,20.37337942,0.08112639,0.12890452,1.03825484,17.66085807,0.43422181,0.62100358,0.03627482,0.80883317
-2.86643322,20.32847234,0.08274940,0.12951800,1.04788398,17.61423357,0.43571996,0.62079151,0.03639579,0.80552293
-2.86043022,20.25968931,0.08430957,0.13013693,1.05767589,17.54372274,0.43738382,0.62108092,0.03652407,0.80318629
-2.85442721,20.16713736,0.08579680,0.13075309,1.06752545,17.44942600,0.43920795,0.62185323,0.03665891,0.80185759
-2.84842421,20.05104194,0.08720301,0.13135800,1.07733155,17.33157795,0.44118360,0.62307971,0.03679936,0.80155376
-2.84242121,19.91175406,0.08852246,0.13194325,1.08700027,17.19055402,0.44329864,0.62472181,0.03694439,0.80227340
-2.83641821,19.74975785,0.08975199,0.13250064,1.09644754,17.02687691,0.44553777,0.62673176,0.03709296,0.80399629
-2.83041521,19.56567816,0.09089116,0.13302241,1.10560116,16.84122239,0.44788272,0.62905349,0.03724417,0.80668356
-2.82441221,19.36028742,0.09194218,0.13350143,1.11440212,16.63442363,0.45031283,0.63162383,0.03739738,0.81027849
-2.81840920,19.13451112,0.09290987,0.13393137,1.12280517,16.40747358,0.45280579,0.63437405,0.03755230,0.81470801
-2.81240620,18.88943128,0.09380134,0.13430683,1.13077856,16.16152477,0.45533861,0.63723172,0.03770911,0.81988484
-2.80640320,18.62628736,0.09462559,0.13462350,1.13830318,15.89788608,0.45788878,0.64012287,0.03786850,0.82571031
-2.80040020,18.34647404,0.09539306,0.13487821,1.14537097,15.61801618,0.46043573,0.64297435,0.03803174,0.83207770
-2.79439720,18.05153576,0.09611501,0.13506908,1.15198291,15.32351348,0.46296234,0.64571651,0.03820065,0.83887614
-2.78839420,17.74315756,0.09680293,0.13519556,1.15814661,15.01610242,0.46545659,0.64828584,0.03837756,0.84599475
-2.78239120,17.42315250,0.09746781,0.13525852,1.16387382,14.69761660,0.46791325,0.65062773,0.03856522,0.85332708
-2.77638819,17.09344554,0.09811952,0.13526028,1.16917785,14.36997863,0.47033546,0.65269914,0.03876665,0.86077549
-2.77038519,16.75605425,0.09876624,0.13520466,1.17407132,14.03517752,0.47273620,0.65447096,0.03898501,0.86825536
-2.76438219,16.41306671,0.09941388,0.13509699,1.17856414,13.69524387,0.47513943,0.65593016,0.03922339,0.87569895
-2.75837919,16.06661695,0.10006569,0.13494411,1.18266211,13.35222364,0.47758086,0.65708139,0.03948464,0.88305871
-2.75237619,15.71885850,0.10072200,0.13475434,1.18636602,13.00815104,0.48010834,0.65794801,0.03977113,0.89030972
-2.74637319,15.37193645,0.10138010,0.13453738,1.18967141,12.66502121,0.48278152,0.65857244,0.04008462,0.89745132
-2.74037019,15.02795863,0.10203429,0.13430424,1.19256906,12.32476328,0.48567106,0.65901580,0.04042607,0.90450762
-2.73436718,14.68896631,0.10267610,0.13406704,1.19504591,11.98921443,0.48885697,0.65935663,0.04079556,0.91152685
-2.72836418,14.35690497,0.10329465,0.13383885,1.19708668,11.66009533,0.49242647,0.65968887,0.04119216,0.91857951
-2.72236118,14.03359561,0.10387718,0.13363337,1.19867571,11.33898757,0.49647103,0.66011901,0.04161400,0.92575530
-2.71635818,13.72070711,0.10440969,0.13346469,1.19979918,11.02731334,0.50108290,0.66076246,0.04205824,0.93315898
-2.71035518,13.41973010,0.10487758,0.13334691,1.20044725,10.72631767,0.50635110,0.66173935,0.04252120,0.94090514
-2.70435218,13.13195304,0.10526648,0.13329379,1.20061624,10.43705362,0.51235713,0.66316982,0.04299850,0.94911222
-2.69834917,12.85844090,0.10556293,0.13331836,1.20031048,10.16037065,0.51917044,0.66516906,0.04348524,0.95789593
-2.69234617,12.60001725,0.10575514,0.13343254,1.19954379,9.89690631,0.52684392,0.66784228,0.04397623,0.96736238
-2.68634317,12.35725037,0.10583358,0.13364685,1.19834050,9.64708161,0.53540971,0.67127984,0.04446625,0.97760130
-2.68034017,12.13044398,0.10579157,0.13397004,1.19673593,9.41110014,0.54487537,0.67555280,0.04495025,0.98867951
-2.67433717,11.91963333,0.10562565,0.13440889,1.19477623,9.18895119,0.55522081,0.68070924,0.04542365,1.00063526
-2.66833417,11.72458708,0.10533583,0.13496807,1.19251783,8.98041691,0.56639603,0.68677131,0.04588257,1.01347347
-2.66233117,11.54481546,0.10492573,0.13565011,1.19002622,8.78508354,0.57831992,0.69373344,0.04632400,1.02716235
-2.65632816,11.37958483,0.10440248,0.13645538,1.18737445,8.60235666,0.59088024,0.70156176,0.04674602,1.04163147
-2.65032516,11.22793864,0.10377656,0.13738236,1.18464125,8.43148020,0.60393475,0.71019467,0.04714790,1.05677159
-2.64432216,11.08872442,0.10306138,0.13842777,1.18190892,8.27155889,0.61731359,0.71954474,0.04753018,1.07243615
-2.63831916,10.96062611,0.10227290,0.13958703,1.17926119,8.12158353,0.63082288,0.72950181,0.04789475,1.08844449
-2.63231616,10.84220088,0.10142900,0.14085455,1.17678092,7.98045860,0.64424931,0.73993699,0.04824478,1.10458666
-2.62631316,10.73191899,0.10054888,0.14222424,1.17454801,7.84703112,0.65736559,0.75070759,0.04858468,1.12062964
-2.62031016,10.62820544,0.09965237,0.14368990,1.17263730,7.72012003,0.66993668,0.76166255,0.04891997,1.13632457
-2.61430715,10.52948152,0.09875928,0.14524561,1.17111662,7.59854501,0.68172630,0.77264810,0.04925716,1.15141487
-2.60830415,10.43420485,0.09788867,0.14688611,1.17004508,7.48115373,0.69250368,0.78351341,0.04960349,1.16564464
-2.60230115,10.34090597,0.09705824,0.14860699,1.16947141,7.36684659,0.70205013,0.79411580,0.04996677,1.17876707
-2.59629815,10.24822033,0.09628373,0.15040489,1.16943258,7.25459808,0.71016518,0.80432534,0.05035505,1.19055250
-2.59029515,10.15491417,0.09557838,0.15227741,1.16995246,7.14347409,0.71667217,0.81402854,0.05077639,1.20079567
-2.58429215,10.05990367,0.09495253,0.15422307,1.17104078,7.03264476,0.72142287,0.82313098,0.05123855,1.20932193
-2.57828914,9.96226687,0.09441321,0.15624101,1.17269224,6.92139260,0.72430116,0.83155876,0.05174870,1.21599220
-2.57228614,9.86124832,0.09396397,0.15833063,1.17488584,6.80911605,0.72522562,0.83925881,0.05231314,1.22070641
-2.56628314,9.75625708,0.09360467,0.16049117,1.17758458,6.69532868,0.72415088,0.84619805,0.05293702,1.22340551
-2.56028014,9.64685883,0.09333151,0.16272122,1.18073546,6.57965475,0.72106789,0.85236159,0.05362416,1.22407194
-2.55427714,9.53276333,0.09313705,0.16501820,1.18427000,6.46182179,0.71600308,0.85775019,0.05437678,1.22272872
-2.54827414,9.41380869,0.09301043,0.16737795,1.18810518,6.34165109,0.70901652,0.86237716,0.05519544,1.21943729
-2.54227114,9.28994404,0.09293766,0.16979431,1.19214501,6.21904712,0.70019925,0.86626508,0.05607891,1.21429436
-2.53626813,9.16121207,0.09290198,0.17225889,1.19628267,6.09398671,0.68966993,0.86944253,0.05702420,1.20742794
-2.53026513,9.02773286,0.09288437,0.17476093,1.20040316,5.96650891,0.67757097,0.87194116,0.05802661,1.19899291
-2.52426213,8.88969027,0.09286407,0.17728734,1.20438661,5.83670615,0.66406434,0.87379324,0.05907989,1.18916629
-2.51825913,8.74732148,0.09281921,0.17982291,1.20811189,5.70471720,0.64932721,0.87503002,0.06017641,1.17814246
-2.51225613,8.60091042,0.09272747,0.18235069,1.21146060,5.57072217,0.63354764,0.87568072,0.06130747,1.16612860
-2.50625313,8.45078486,0.09256678,0.18485248,1.21432117,5.43493958,0.61692031,0.87577250,0.06246357,1.15334040
-2.50025013,8.29731687,0.09231598,0.18730947,1.21659287,5.29762526,0.59964264,0.87533102,0.06363483,1.13999819
-2.49424712,8.14092599,0.09195551,0.18970292,1.21818956,5.15907269,0.58191113,0.87438178,0.06481126,1.12632352
-2.48824412,7.98208409,0.09146805,0.19201492,1.21904296,5.01961413,0.56391821,0.87295175,0.06598318,1.11253626
-2.48224112,7.82132062,0.09083905,0.19422905,1.21910515,4.87962197,0.54584945,0.87107131,0.06714148,1.09885207
-2.47623812,7.65922726,0.09005726,0.19633107,1.21835033,4.73950965,0.52788127,0.86877611,0.06827796,1.08548027
-2.47023512,7.49646062,0.08911504,0.19830939,1.21677550,4.59973135,0.51017918,0.86610867,0.06938543,1.07262199
-2.46423212,7.33374201,0.08800869,0.20015551,1.21440018,4.46078006,0.49289638,0.86311944,0.07045791,1.06046851
-2.45822911,7.17185354,0.08673853,0.20186419,1.21126509,4.32318362,0.47617279,0.85986724,0.07149056,1.04919973
-2.45222611,7.01163008,0.08530890,0.20343349,1.20742989,4.18749837,0.46013452,0.85641887,0.07247966,1.03898265
-2.44622311,6.85394692,0.08372810,0.20486458,1.20297004,4.05430059,0.44489361,0.85284791,0.07342238,1.02996982
-2.44022011,6.69970344,0.08200807,0.20616147,1.19797309,3.92417580,0.43054805,0.84923270,0.07431656,1.02229781
-2.43421711,6.54980333,0.08016409,0.20733043,1.19253452,3.79770627,0.41718200,0.84565364,0.07516038,1.01608557
-2.42821411,6.40513223,0.07821433,0.20837950,1.18675346,3.67545734,0.40486620,0.84218997,0.07595198,1.01143274
-2.42221111,6.26653388,0.07617933,0.20931770,1.18072844,3.55796311,0.39365841,0.83891623,0.07668912,1.00841805
-2.41620810,6.13478604,0.07408148,0.21015445,1.17455355,3.44571222,0.38360386,0.83589873,0.07736881,1.00709767
-2.41020510,6.01057742,0.07194440,0.21089881,1.16831510,3.33913437,0.37473576,0.83319218,0.07798707,1.00750380
-2.40420210,5.89448677,0.06979239,0.21155893,1.16208911,3.23858837,0.36707558,0.83083695,0.07853867,1.00964337
-2.39819910,5.78696540,0.06764987,0.21214155,1.15593963,3.14435220,0.36063340,0.82885696,0.07901709,1.01349710
-2.39219610,5.68832391,0.06554085,0.21265168,1.14991798,3.05661550,0.35540795,0.82725862,0.07941452,1.01901880
-2.38619310,5.59872387,0.06348846,0.21309238,1.14406301,2.97547504,0.35138668,0.82603075,0.07972207,1.02613520
-2.38019010,5.51817480,0.06151457,0.21346489,1.13840229,2.90093314,0.34854559,0.82514581,0.07993010,1.03474612
-2.37418709,5.44653665,0.05963943,0.21376872,1.13295404,2.83289913,0.34684911,0.82456205,0.08002866,1.04472520
-2.36818409,5.38352758,0.05788146,0.21400217,1.12772981,2.77119385,0.34624986,0.82422694,0.08000806,1.05592118
-2.36218109,5.32873673,0.05625702,0.21416277,1.12273765,2.71555679,0.34668855,0.82408134,0.07985955,1.06815967
-2.35617809,5.28164136,0.05478031,0.21424806,1.11798557,2.66565571,0.34809397,0.82406441,0.07957604,1.08124558
-2.35017509,5.24162762,0.05346335,0.21425632,1.11348511,2.62109808,0.35038323,0.82411901,0.07915280,1.09496603
-2.34417209,5.20801422,0.05231596,0.21418739,1.10925484,2.58144423,0.35346232,0.82419717,0.07858820,1.10909398
-2.33816908,5.18007793,0.05134582,0.21404353,1.10532357,2.54622132,0.35722707,0.82426551,0.07788425,1.12339231
-2.33216608,5.15708013,0.05055855,0.21383018,1.10173304,2.51493801,0.36156450,0.82431017,0.07704719,1.13761849
-2.32616308,5.13829352,0.04995783,0.21355666,1.09854016,2.48709902,0.36635472,0.82434117,0.07608775,1.15152979
-2.32016008,5.12302787,0.04954551,0.21323671,1.09581837,2.46221936,0.37147331,0.82439575,0.07502137,1.16488883
-2.31415708,5.11065434,0.04932173,0.21288892,1.09365835,2.43983767,0.37679410,0.82454077,0.07386809,1.17746953
-2.30815408,5.10062720,0.04928507,0.21253689,1.09216778,2.41952833,0.38219233,0.82487378,0.07265230,1.18906320
-2.30215108,5.09250260,0.04943263,0.21220919,1.09147023,2.40091194,0.38754819,0.82552290,0.07140230,1.19948467
-2.29614807,5.08595341,0.04976015,0.21193912,1.09170324,2.38366398,0.39275032,0.82664528,0.07014953,1.20857819
-2.29014507,5.08077989,0.05026206,0.21176423,1.09301544,2.36752119,0.39769942,0.82842440,0.06892778,1.21622298
-2.28414207,5.07691545,0.05093158,0.21172556,1.09556294,2.35228571,0.40231155,0.83106600,0.06777212,1.22233803
-2.27813907,5.07442728,0.05176072,0.21186675,1.09950495,2.33782664,0.40652110,0.83479301,0.06671783,1.22688596
-2.27213607,5.07351168,0.05274035,0.21223288,1.10499882,2.32407905,0.41028312,0.83983942,0.06579917,1.22987572
-2.26613307,5.07448392,0.05386017,0.21286927,1.11219452,2.31104048,0.41357494,0.84644343,0.06504823,1.23136386
-2.26013007,5.07776277,0.05510875,0.21382009,1.12122887,2.29876490,0.41639692,0.85483997,0.06449376,1.23145412
-2.25412706,5.08385023,0.05647353,0.21512687,1.13221950,2.28735447,0.41877225,0.86525287,0.06416009,1.23029536
-2.24812406,5.09330670,0.05794080,0.21682713,1.14525899,2.27694936,0.42074580,0.87788694,0.06406620,1.22807761
-2.24212106,5.10672269,0.05949582,0.21895291,1.16040911,2.26771590,0.42238193,0.89292015,0.06422496,1.22502649
-2.23611806,5.12468784,0.06112275,0.22152944,1.17769564,2.25983373,0.42376154,0.91049630,0.06464252,1.22139586
-2.23011506,5.14775849,0.06280484,0.22457390,1.19710384,2.25348235,0.42497823,0.93071825,0.06531802,1.21745919
-2.22411206,5.17642512,0.06452444,0.22809441,1.21857478,2.24882757,0.42613400,0.95364214,0.06624343,1.21349978
-2.21810905,5.21108089,0.06626325,0.23208916,1.24200280,2.24600874,0.42733444,0.97927275,0.06740368,1.20980029
-2.21210605,5.25199278,0.06800241,0.23654577,1.26723412,2.24512693,0.42868383,1.00756013,0.06877706,1.20663203
-2.20610305,5.29927646,0.06972275,0.24144091,1.29406673,2.24623492,0.43028031,1.03839771,0.07033577,1.20424432
-2.20010005,5.35287600,0.07140505,0.24674021,1.32225171,2.24932917,0.43221125,1.07162201,0.07204669,1.20285462
-2.19409705,5.41254941,0.07303026,0.25239834,1.35149579,2.25434423,0.43454922,1.10701384,0.07387238,1.20263965
-2.18809405,5.47786048,0.07457982,0.25835943,1.38146520,2.26114969,0.43734850,1.14430109,0.07577207,1.20372798
-2.18209105,5.54817731,0.07603588,0.26455766,1.41179066,2.26954979,0.44064246,1.18316290,0.07770287,1.20619437
-2.17608804,5.62267741,0.07738160,0.27091813,1.44207340,2.27928546,0.44444176,1.22323512,0.07962095,1.21005617
-2.17008504,5.70035929,0.07860136,0.27735791,1.47189187,2.29003879,0.44873351,1.26411675,0.08148272,1.21527168
-2.16408204,5.78005964,0.07968095,0.28378727,1.50080915,2.30143941,0.45348128,1.30537715,0.08324598,1.22174084
-2.15807904,5.86047566,0.08060775,0.29011110,1.52838068,2.31307254,0.45862606,1.34656382,0.08487097,1.22930783
-2.15207604,5.94019141,0.08137082,0.29623041,1.55416224,2.32448826,0.46408793,1.38721029,0.08632126,1.23776573
-2.14607304,6.01770730,0.08196099,0.30204409,1.57771795,2.33521157,0.46976856,1.42684406,0.08756460,1.24686280
-2.14007004,6.09147177,0.08237083,0.30745065,1.59862807,2.34475283,0.47555415,1.46499427,0.08857343,1.25631028
-2.13406703,6.15991419,0.08259467,0.31235013,1.61649673,2.35261836,0.48131892,1.50119899,0.08932537,1.26579128
-2.12806403,6.22147827,0.08262851,0.31664605,1.63095923,2.35832080,0.48692893,1.53501194,0.08980342,1.27497051
-2.12206103,6.27465527,0.08247003,0.32024746,1.64168903,2.36138914,0.49224609,1.56600883,0.08999603,1.28350458
-2.11605803,6.31801650,0.08211843,0.32307095,1.64840437,2.36137828,0.49713229,1.59379308,0.08989698,1.29105242
-2.11005503,6.35024474,0.08157445,0.32504273,1.65087442,2.35787816,0.50145349,1.61800119,0.08950518,1.29728570
-2.10405203,6.37016427,0.08084030,0.32610058,1.64892497,2.35052228,0.50508373,1.63830782,0.08882427,1.30189882
-2.09804902,6.37676917,0.07991965,0.32619576,1.64244357,2.33899586,0.50790894,1.65443072,0.08786222,1.30461844
-2.09204602,6.36924974,0.07881770,0.32529474,1.63138406,2.32304348,0.50983042,1.66613555,0.08663083,1.30521210
-2.08604302,6.34701659,0.07754121,0.32338072,1.61577034,2.30247627,0.51076800,1.67324075,0.08514523,1.30349585
-2.08004002,6.30972205,0.07609860,0.32045482,1.59569923,2.27717853,0.51066277,1.67562243,0.08342335,1.29934076
-2.07403702,6.25727829,0.07450011,0.31653701,1.57134225,2.24711369,0.50947923,1.67321922,0.08148548,1.29267800
-2.06803402,6.18987153,0.07275785,0.31166655,1.54294621,2.21232933,0.50720689,1.66603693,0.07935379,1.28350241
-2.06203102,6.10797156,0.07088598,0.30590202,1.51083221,2.17296109,0.50386121,1.65415280,0.07705195,1.27187436
-2.05602801,6.01233572,0.06890078,0.29932080,1.47539316,2.12923499,0.49948381,1.63771899,0.07460477,1.25791991
-2.05002501,5.90400657,0.06682065,0.29201814,1.43708945,2.08146805,0.49414193,1.61696508,0.07203791,1.24182894
-2.04402201,5.78430242,0.06466614,0.28410559,1.39644281,2.03006666,0.48792709,1.59219901,0.06937763,1.22385142
-2.03801901,5.65480030,0.06245981,0.27570901,1.35402831,1.97552253,0.48095299,1.56380627,0.06665054,1.20429173
-2.03201601,5.51731086,0.06022604,0.26696614,1.31046461,1.91840606,0.47335256,1.53224690,0.06388338,1.18350109
-2.02601301,5.37384536,0.05799075,0.25802372,1.26640248,1.85935688,0.46527447,1.49805009,0.06110280,1.16186826
-2.02001001,5.22657501,0.05578102,0.24903439,1.22251201,1.79907178,0.45687880,1.46180622,0.05833516,1.13980876
-2.01400700,5.07778356,0.05362459,0.24015334,1.17946865,1.73829013,0.44833245,1.42415635,0.05560626,1.11775288
-2.00800400,4.92981421,0.05154935,0.23153486,1.13793866,1.67777711,0.43980401,1.38577935,0.05294107,1.09613293
-2.00200100,4.78501258,0.04958269,0.22332895,1.09856417,1.61830531,0.43145862,1.34737686,0.05036348,1.07537010
-1.99599800,4.64566758,0.04775089,0.21567804,1.06194857,1.56063536,0.42345281,1.30965672,0.04789598,1.05586154
-1.98999500,4.51395232,0.04607843,0.20871397,1.02864253,1.50549607,0.41592957,1.27331530,0.04555935,1.03796799
-1.98399200,4.39186751,0.04458736,0.20255532,0.99913132,1.45356523,0.40901394,1.23901954,0.04337235,1.02200280
-1.97798899,4.28118945,0.04329667,0.19730512,0.97382366,1.40545146,0.40280918,1.20738940,0.04135147,1.00822248
-1.97198599,4.18342499,0.04222177,0.19304913,0.95304271,1.36167821,0.39739380,1.17898152,0.03951066,0.99681944
-1.96598299,4.09977527,0.04137404,0.18985458,0.93701936,1.32267035,0.39281952,1.15427489,0.03786115,0.98791722
-1.95997999,4.03110980,0.04076045,0.18776948,0.92588815,1.28874404,0.38911025,1.13365906,0.03641130,0.98156834
-1.95397699,3.97795199,0.04038339,0.18682249,0.91968597,1.26010023,0.38626219,1.11742565,0.03516658,0.97775492
-1.94797399,3.94047662,0.04024056,0.18702326,0.91835350,1.23682206,0.38424496,1.10576334,0.03412955,0.97639212
-1.94197099,3.91851918,0.04032506,0.18836332,0.92173938,1.21887618,0.38300376,1.09875663,0.03330001,0.97733403
-1.93596798,3.91159645,0.04062554,0.19081728,0.92960696,1.20611790,0.38246239,1.09638843,0.03267517,0.98038178
-1.92996498,3.91893718,0.04112662,0.19434441,0.94164331,1.19829974,0.38252706,1.09854614,0.03224988,0.98529352
-1.92396198,3.93952100,0.04180930,0.19889049,0.95747020,1.19508304,0.38309071,1.10503094,0.03201696,0.99179558
-1.91795898,3.97212385,0.04265156,0.20438975,0.97665669,1.19605188,0.38403766,1.11556967,0.03196750,0.99959430
-1.91195598,4.01536728,0.04362900,0.21076698,0.99873271,1.20072882,0.38524843,1.12982872,0.03209128,1.00838801
-1.90595298,4.06776953,0.04471560,0.21793957,1.02320345,1.20859151,0.38660441,1.14742897,0.03237707,1.01787843
-1.89994997,4.12779590,0.04588447,0.22581950,1.04956379,1.21908958,0.38799222,1.16796126,0.03281297,1.02778099
-1.89394697,4.19390624,0.04710861,0.23431525,1.07731247,1.23166113,0.38930761,1.19100137,0.03338672,1.03783369
-1.88794397,4.26459776,0.04836171,0.24333350,1.10596556,1.24574814,0.39045873,1.21612398,0.03408594,1.04780404
-1.88194097,4.33844177,0.04961889,0.25278072,1.13506881,1.26081038,0.39136859,1.24291498,0.03489831,1.05749392
-1.87593797,4.41411325,0.05085729,0.26256455,1.16420858,1.27633742,0.39197683,1.27098164,0.03581169,1.06674231
-1.86993497,4.49041293,0.05205677,0.27259499,1.19302109,1.29185851,0.39224058,1.29996042,0.03681417,1.07542589
-1.86393197,4.56628188,0.05320030,0.28278552,1.22119986,1.30695030,0.39213462,1.32952239,0.03789414,1.08345775
-1.85792896,4.64080916,0.05427439,0.29305408,1.24850117,1.32124238,0.39165077,1.35937625,0.03904019,1.09078445
-1.85192596,4.71323352,0.05526939,0.30332393,1.27474763,1.33442084,0.39079678,1.38926925,0.04024117,1.09738202
-1.84592296,4.78294024,0.05617959,0.31352457,1.29982972,1.34623004,0.38959465,1.41898640,0.04148605,1.10325103
-1.83991996,4.84945462,0.05700329,0.32359259,1.32370563,1.35647301,0.38807871,1.44834844,0.04276398,1.10841163
-1.83391696,4.91243356,0.05774273,0.33347252,1.34639932,1.36501059,0.38629353,1.47720913,0.04406424,1.11289856
