energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,7.37632787,2.76732617,0.00000000,4.77285865,4.50366539,1.31499482,0.00000000
-5.99399700,7.36667153,2.78572313,0.00000000,4.74117867,4.50696005,1.29388983,0.00000000
-5.98799400,7.34841276,2.80045295,0.00000000,4.70794366,4.50326298,1.27189057,0.00000000
-5.98199100,7.32199860,2.81123473,0.00000000,4.67400783,4.49260187,1.24947958,0.00000000
-5.97598799,7.28797496,2.81784974,0.00000000,4.64017871,4.47511097,1.22713699,0.00000000
-5.96998499,7.24694745,2.82013913,0.00000000,4.60716966,4.45101637,1.20532207,0.00000000
-5.96398199,7.19954011,2.81799956,0.00000000,4.57555632,4.42061790,1.18445530,0.00000000
-5.95797899,7.14635444,2.81137726,0.00000000,4.54573907,4.38426892,1.16490164,0.00000000
-5.95197599,7.08793150,2.80026126,0.00000000,4.51791395,4.34235550,1.14695582,0.00000000
-5.94597299,7.02471931,2.78467644,0.00000000,4.49205362,4.29527616,1.13083046,0.00000000
-5.93996998,6.95704785,2.76467712,0.00000000,4.46789976,4.24342369,1.11664741,0.00000000
-5.93396698,6.88511320,2.74034172,0.00000000,4.44496776,4.18717006,1.10443299,0.00000000
-5.92796398,6.80897205,2.71176885,0.00000000,4.42256368,4.12685533,1.09411737,0.00000000
-5.92196098,6.72854691,2.67907513,0.00000000,4.39981302,4.06278106,1.08553816,0.00000000
-5.91595798,6.64364178,2.64239480,0.00000000,4.37570014,3.99520847,1.07844830,0.00000000
-5.90995498,6.55396734,2.60188082,0.00000000,4.34911648,3.92436109,1.07252773,0.00000000
-5.90395198,6.45917417,2.55770737,0.00000000,4.31891523,3.85043160,1.06739865,0.00000000
-5.89794897,6.35889188,2.51007304,0.00000000,4.28396996,3.77359188,1.06264348,0.00000000
-5.89194597,6.25277189,2.45920448,0.00000000,4.24323406,3.69400561,1.05782497,0.00000000
-5.88594297,6.14053115,2.40535970,0.00000000,4.19579826,3.61184205,1.05250738,0.00000000
-5.87993997,6.02199440,2.34883071,0.00000000,4.14094317,3.52729023,1.04627785,0.00000000
-5.87393697,5.89713232,2.28994486,0.00000000,4.07818433,3.44057221,1.03876708,0.00000000
-5.86793397,5.76609350,2.22906472,0.00000000,4.00730758,3.35195463,1.02966817,0.00000000
-5.86193097,5.62922847,2.16658612,0.00000000,3.92839289,3.26175772,1.01875295,0.00000000
-5.85592796,5.48710428,2.10293448,0.00000000,3.84182571,3.17036113,1.00588488,0.00000000
-5.84992496,5.34050896,2.03855930,0.00000000,3.74829511,3.07820629,0.99102799,0.00000000
-5.84392196,5.19044556,1.97392719,0.00000000,3.64877900,2.98579506,0.97425142,0.00000000
-5.83791896,5.03811581,1.90951367,0.00000000,3.54451700,2.89368467,0.95572923,0.00000000
-5.83191596,4.88489424,1.84579409,0.00000000,3.43697227,2.80247934,0.93573554,0.00000000
-5.82591296,4.73229376,1.78323418,0.00000000,3.32778405,2.71281872,0.91463514,0.00000000
-5.81990995,4.58192410,1.72228056,0.00000000,3.21871276,2.62536383,0.89286992,0.00000000
-5.81390695,4.43544487,1.66335158,0.00000000,3.11158034,2.54078091,0.87094175,0.00000000
-5.80790395,4.29451495,1.60682899,0.00000000,3.00820796,2.45972398,0.84939244,0.00000000
-5.80190095,4.16074039,1.55305046,0.00000000,2.91035386,2.38281659,0.82878180,0.00000000
