energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.90221322,-3.91675592,0.05499402,-0.05535692,0.36689131,-0.36819452,0.39178055,-0.39352011,0.39314683,-0.39375178,0.36262467,-0.36465391,0.32429376,-0.32563923,0.13912050,-0.13931469,1.69176948,-1.69870133
-5.99399700,3.77178845,-3.78600767,0.05153485,-0.05187409,0.36194489,-0.36323572,0.39524303,-0.39695530,0.37724782,-0.37784057,0.34439822,-0.34632685,0.31594998,-0.31729776,0.13538916,-0.13559361,1.62704584,-1.63379833
-5.98799400,3.64489101,-3.65871766,0.04820832,-0.04852412,0.35747307,-0.35874562,0.40122896,-0.40290809,0.36157127,-0.36214278,0.32771642,-0.32953564,0.30717876,-0.30852330,0.13133420,-0.13154836,1.56392917,-1.57047173
-5.98199100,3.52201896,-3.53539064,0.04501762,-0.04531047,0.35347963,-0.35472830,0.40967093,-0.41131013,0.34617340,-0.34671599,0.31266321,-0.31436613,0.29805209,-0.29938772,0.12696633,-0.12718944,1.50269809,-1.50900337
-5.97598799,3.40362635,-3.41648655,0.04196512,-0.04223570,0.34995692,-0.35117628,0.42045893,-0.42205032,0.33110772,-0.33161501,0.29929393,-0.30087539,0.28864985,-0.28997075,0.12230315,-0.12253421,1.44361544,-1.44965900
-5.96998499,3.29012898,-3.30242625,0.03905263,-0.03930175,0.34688679,-0.34807145,0.43344063,-0.43497516,0.31642606,-0.31689276,0.28763764,-0.28909399,0.27905946,-0.28035968,0.11736917,-0.11760697,1.38693049,-1.39269048
-5.96398199,3.18190996,-3.19359715,0.03628161,-0.03651024,0.34424172,-0.34538626,0.44842342,-0.44989082,0.30217942,-0.30260124,0.27769985,-0.27902874,0.26937511,-0.27064862,0.11219564,-0.11243872,1.33288087,-1.33833774
-5.95797899,3.07932456,-3.09035815,0.03365344,-0.03386259,0.34198642,-0.34308533,0.46517799,-0.46656684,0.28841880,-0.28879225,0.26946566,-0.27066580,0.25969653,-0.26093728,0.10681998,-0.10706672,1.28169359,-1.28682983
-5.95197599,2.98270374,-2.99304342,0.03116954,-0.03136027,0.34007975,-0.34112736,0.48344366,-0.48474147,0.27519566,-0.27551790,0.26290293,-0.26397392,0.25012736,-0.25132939,0.10128509,-0.10153368,1.23358528,-1.23838522
-5.94597299,2.89235668,-2.90196515,0.02883151,-0.02900491,0.33847691,-0.33946743,0.50293520,-0.50412869,0.26256230,-0.26283097,0.25796550,-0.25890764,0.24077323,-0.24193077,0.09563832,-0.09588685,1.18876128,-1.19321106
-5.93996998,2.80857212,-2.81741515,0.02664121,-0.02679835,0.33713201,-0.33805954,0.52335122,-0.52442651,0.25057186,-0.25078499,0.25459622,-0.25541042,0.23173956,-0.23284715,0.08993035,-0.09017684,1.14741399,-1.15150157
-5.93396698,2.73161915,-2.73966596,0.02460079,-0.02474272,0.33600085,-0.33685950,0.54438364,-0.54532664,0.23927828,-0.23943413,0.25272974,-0.25341740,0.22312937,-0.22418202,0.08421397,-0.08445640,1.10972052,-1.11343580
-5.92796398,2.66174778,-2.66897156,0.02271270,-0.02284042,0.33504399,-0.33582797,0.56572822,-0.56652503,0.22873596,-0.22883300,0.25229510,-0.25285810,0.21504101,-0.21603431,0.07854271,-0.07877911,1.07583992,-1.07917499
-5.92196098,2.59918990,-2.60556852,0.02097966,-0.02109413,0.33423000,-0.33493375,0.58709563,-0.58773296,0.21899946,-0.21903631,0.25321797,-0.25365864,0.20756612,-0.20849642,0.07296968,-0.07319815,1.04591053,-1.04885988
-5.91595798,2.54416087,-2.54967774,0.01940462,-0.01950675,0.33353864,-0.33415702,0.60822274,-0.60868837,0.21012311,-0.21009847,0.25542272,-0.25574386,0.20078783,-0.20165234,0.06754628,-0.06776505,1.02004758,-1.02260844
-5.90995498,2.49686240,-2.50150720,0.01799070,-0.01808137,0.33296419,-0.33349261,0.62888359,-0.62916677,0.20216062,-0.20207331,0.25883420,-0.25903911,0.19477935,-0.19557627,0.06232120,-0.06252870,0.99834144,-1.00051409
-5.90395198,2.45748647,-2.46125597,0.01674114,-0.01682116,0.33251837,-0.33295295,0.64889966,-0.64899154,0.19516483,-0.19501374,0.26337934,-0.26347187,0.18960288,-0.19033147,0.05733953,-0.05753439,0.98085688,-0.98264484
-5.89794897,2.42622065,-2.42911925,0.01565917,-0.01572933,0.33223301,-0.33257073,0.66814880,-0.66804276,0.18918745,-0.18897160,0.26898869,-0.26897324,0.18530905,-0.18596969,0.05264207,-0.05282316,0.96763326,-0.96904353
-5.89194597,2.40325419,-2.40529432,0.01474798,-0.01480904,0.33216216,-0.33240098,0.68657256,-0.68626447,0.18427898,-0.18399751,0.27559773,-0.27547927,0.18193669,-0.18253095,0.04826486,-0.04843130,0.95868597,-0.95972906
-5.88594297,2.38878473,-2.38998690,0.01401058,-0.01406327,0.33238349,-0.33252240,0.70418121,-0.70366958,0.18048869,-0.18014084,0.28314821,-0.28293226,0.17951308,-0.18004367,0.04423886,-0.04439006,0.95400880,-0.95469873
-5.87993997,2.38302475,-2.38341733,0.01344965,-0.01349468,0.33299878,-0.33303786,0.72105632,-0.72034243,0.17786458,-0.17744970,0.29158934,-0.29128192,0.17805444,-0.17852519,0.04058991,-0.04072554,0.95357740,-0.95393145
-5.87393697,2.38620722,-2.38582593,0.01306743,-0.01310552,0.33413342,-0.33407384,0.73735057,-0.73643836,0.17645344,-0.17597097,0.30087893,-0.30048646,0.17756675,-0.17798252,0.03733875,-0.03745876,0.95735321,-0.95739167
-5.86793397,2.39858954,-2.39747655,0.01286552,-0.01289738,0.33593485,-0.33577886,0.75328447,-0.75218048,0.17630071,-0.17575016,0.31098438,-0.31051355,0.17804663,-0.17841324,0.03450126,-0.03460583,0.96528790,-0.96503358
-5.86193097,2.42045499,-2.41865782,0.01284468,-0.01287102,0.33856977,-0.33832058,0.76914023,-0.76785332,0.17745036,-0.17683124,0.32188348,-0.32134109,0.17948242,-0.17980648,0.03208866,-0.03217822,0.97732770,-0.97680533
-5.85592796,2.45211106,-2.44968119,0.01300456,-0.01302611,0.34222015,-0.34188186,0.78525256,-0.78379364,0.17994440,-0.17925618,0.33356504,-0.33295778,0.18185513,-0.18214390,0.03010791,-0.03018309,0.99341734,-0.99265297
-5.84992496,2.49388390,-2.49087530,0.01334350,-0.01336099,0.34707819,-0.34665568,0.80199686,-0.80037852,0.18382224,-0.18306430,0.34602905,-0.34536333,0.18513934,-0.18540057,0.02856198,-0.02862359,1.01350327,-1.01252347
-5.84392196,2.54610869,-2.54257623,0.01385821,-0.01387241,0.35334014,-0.35283888,0.81977499,-0.81801115,0.18911965,-0.18829121,0.35928656,-0.35856827,0.18930396,-0.18954569,0.02745018,-0.02749919,1.03753563,-1.03636678
-5.83791896,2.60911563,-2.60511352,0.01454353,-0.01455520,0.36119927,-0.36062524,0.83899915,-0.83710464,0.19586740,-0.19496750,0.37335900,-0.37259333,0.19431279,-0.19454317,0.02676843,-0.02680594,1.06546896,-1.06413650
-5.83191596,2.68321161,-2.67879198,0.01539218,-0.01540208,0.37083816,-0.37019771,0.86007439,-0.85806461,0.20408957,-0.20311698,0.38827693,-0.38746817,0.20012487,-0.20035198,0.02650944,-0.02653664,1.09726117,-1.09578891
-5.82591296,2.76865811,-2.76386976,0.01639449,-0.01640343,0.38242057,-0.38172028,0.88338035,-0.88127095,0.21380143,-0.21275468,0.40407819,-0.40322959,0.20669469,-0.20692635,0.02666285,-0.02668101,1.13287091,-1.13128043
-5.81990995,2.86564571,-2.86053316,0.01753832,-0.01754710,0.39608310,-0.39532973,0.90925297,-0.90705961,0.22500710,-0.22388446,0.42080538,-0.41991910,0.21397214,-0.21421577,0.02721528,-0.02722572,1.17225311,-1.17056334
-5.81390695,2.97426635,-2.96886924,0.01880893,-0.01881834,0.41192710,-0.41112750,0.93796683,-0.93570500,0.23769694,-0.23649646,0.43850272,-0.43757975,0.22190251,-0.22216496,0.02815034,-0.02815443,1.21535312,-1.21357998
-5.80790395,3.09448434,-3.08883719,0.02018899,-0.02019984,0.43001094,-0.42917207,0.96971882,-0.96740381,0.25184480,-0.25056439,0.45721231,-0.45625258,0.23042629,-0.23071376,0.02944861,-0.02944771,1.26209933,-1.26025566
-5.80190095,3.22610759,-3.22023997,0.02165873,-0.02167180,0.45034322,-0.44947214,1.00461386,-1.00226076,0.26740535,-0.26604284,0.47696993,-0.47597237,0.23947911,-0.23979704,0.03108759,-0.03108307,1.31239497,-1.31049055
-5.79589795,3.36876038,-3.36269751,0.02319620,-0.02321226,0.47287706,-0.47198097,1.04265326,-1.04027707,0.28431148,-0.28286476,0.49780042,-0.49676321,0.24899182,-0.24934484,0.03304166,-0.03303488,1.36610934,-1.36415118
-5.78989495,3.52185944,-3.51562312,0.02477761,-0.02479740,0.49750579,-0.49659213,1.08372625,-1.08134209,0.30247200,-0.30093917,0.51971300,-0.51863378,0.25889063,-0.25928254,0.03528208,-0.03527439,1.42306902,-1.42106179
-5.78389195,3.68459478,-3.67820470,0.02637788,-0.02640210,0.52406036,-0.52313691,1.12760519,-1.12522856,0.32176991,-0.32014944,0.54269651,-0.54157276,0.26909766,-0.26953144,0.03777713,-0.03776983,1.48304972,-1.48099633
-5.77788894,3.85591681,-3.84939207,0.02797122,-0.02800054,0.55230869,-0.55138365,1.17394477,-1.17159182,0.34206119,-0.34035212,0.56671506,-0.56554442,0.27953171,-0.28000956,0.04049225,-0.04048663,1.54576926,-1.54367166
-5.77188594,4.03453106,-4.02789193,0.02953187,-0.02956689,0.58195699,-0.58103910,1.22228535,-1.21997317,0.36317443,-0.36137654,0.59170416,-0.59048484,0.29010933,-0.29063279,0.04339036,-0.04338766,1.61088238,-1.60874233
-5.76588294,4.21890162,-4.21217133,0.03103487,-0.03107615,0.61265328,-0.61175194,1.27206057,-1.26980750,0.38491137,-0.38302540,0.61756764,-0.61629882,0.30074635,-0.30131632,0.04643227,-0.04643372,1.67797772,-1.67579777
-5.75987994,4.40726400,-4.40047054,0.03245691,-0.03250492,0.64399310,-0.64311840,1.32260909,-1.32043489,0.40704841,-0.40507621,0.64417565,-0.64285788,0.31135953,-0.31197649,0.04957730,-0.04958407,1.74657759,-1.74436195
-5.75387694,4.59764781,-4.59082559,0.03377706,-0.03383222,0.67552727,-0.67469006,1.37319017,-1.37111621,0.42933921,-0.42728391,0.67136387,-0.66999945,0.32186858,-0.32253272,0.05278395,-0.05279717,1.81614071,-1.81389616
-5.74787394,4.78790911,-4.78110043,0.03497763,-0.03504027,0.70677159,-0.70598345,1.42300278,-1.42105201,0.45151831,-0.44938445,0.69893411,-0.69752737,0.33219828,-0.33290966,0.05601070,-0.05603149,1.88606806,-1.88380478
-5.74187094,4.97577188,-4.96902804,0.03604478,-0.03611516,0.73721827,-0.73649149,1.47120749,-1.46940442,0.47330580,-0.47109943,0.72665631,-0.72521387,0.34228068,-0.34303942,0.05921698,-0.05924642,1.95571189,-1.95344417
-5.73586793,5.15887752,-5.15225962,0.03696912,-0.03704741,0.76634878,-0.76569620,1.51695065,-1.51532114,0.49441288,-0.49214159,0.75427212,-0.75280304,0.35205720,-0.35286369,0.06236412,-0.06240324,2.02438767,-2.02213445
-5.72986493,5.33484088,-5.32842010,0.03774604,-0.03783235,0.79364770,-0.79308258,1.55938997,-1.55796086,0.51454818,-0.51222113,0.78149975,-0.78001563,0.36148052,-0.36233557,0.06541635,-0.06546616,2.09138848,-2.08917373
-5.72386193,5.50131082,-5.49516824,0.03837596,-0.03847031,0.81861708,-0.81815285,1.59772054,-1.59651918,0.53342471,-0.53105254,0.80804015,-0.80655506,0.37051617,-0.37142120,0.06834180,-0.06840326,2.15600148,-2.15385435
-5.71785893,5.65603300,-5.65025893,0.03886428,-0.03896663,0.84079100,-0.84044100,1.63120041,-1.63025414,0.55076700,-0.54836176,0.83358418,-0.83211451,0.37914363,-0.38010080,0.07111340,-0.07118745,2.21752559,-2.21548036
-5.71185593,5.79691252,-5.79160525,0.03922117,-0.03933138,0.85974957,-0.85952672,1.65917485,-1.65851028,0.56631850,-0.56389345,0.85782044,-0.85638470,0.38735685,-0.38836921,0.07370970,-0.07379722,2.27528975,-2.27338549
-5.70585293,5.92207356,-5.91733769,0.03946112,-0.03957900,0.87513204,-0.87504850,1.68109821,-1.68074048,0.57984853,-0.57741797,0.88044359,-0.87906205,0.39516420,-0.39623568,0.07611551,-0.07621730,2.32867077,-2.32695084
-5.69984992,6.02991365,-6.02585790,0.03960230,-0.03972758,0.88664839,-0.88671519,1.69655256,-1.69652464,0.59115897,-0.58873793,0.90116262,-0.89985686,0.40258760,-0.40372312,0.07832228,-0.07843909,2.37711006,-2.37562127
-5.69384692,6.11915013,-6.11588475,0.03966576,-0.03979810,0.89408901,-0.89431566,1.70526250,-1.70558435,0.60008993,-0.59769390,0.91970880,-0.91850125,0.40966114,-0.41086649,0.08032836,-0.08046083,2.42012832,-2.41891999
-5.68784392,6.18885660,-6.18649046,0.03967452,-0.03981349,0.89733204,-0.89772616,1.70710531,-1.70779315,0.60652462,-0.60416920,0.93584293,-0.93475627,0.41642887,-0.41771063,0.08213888,-0.08228751,2.45733762,-2.45646035
