energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.90395198,1.02032073,0.00250912,0.03074620,0.50808837,0.52949240,0.00540692,0.43223361,0.03013522,0.05927920
-5.89794897,1.15597318,0.00288767,0.03193702,0.55742462,0.61290926,0.00531076,0.49676827,0.03417972,0.05951733
-5.89194597,1.31952160,0.00337616,0.03420301,0.62138372,0.70979549,0.00540589,0.57268219,0.03908087,0.06166406
-5.88594297,1.51213190,0.00398517,0.03756197,0.70025550,0.82089196,0.00569006,0.66050927,0.04486496,0.06568582
-5.87993997,1.73487794,0.00472617,0.04203882,0.79429415,0.94687440,0.00616252,0.76071759,0.05155370,0.07155427
-5.87393697,1.98868457,0.00561130,0.04766474,0.90369088,1.08832421,0.00682396,0.87368178,0.05916193,0.07924442
-5.86793397,2.27426597,0.00665306,0.05447586,1.02854360,1.24569786,0.00767632,0.99965398,0.06769530,0.08873196
-5.86193097,2.59206185,0.00786402,0.06251170,1.16882527,1.41929607,0.00872256,1.13873453,0.07714793,0.09998995
-5.85592796,2.94217449,0.00925640,0.07181340,1.32435253,1.60923411,0.00996638,1.29084373,0.08750029,0.11298520
-5.84992496,3.32430947,0.01084165,0.08242185,1.49475650,1.81541452,0.01141189,1.45569607,0.09871736,0.12767432
-5.84392196,3.73772360,0.01262999,0.09437571,1.67945752,2.03750366,0.01306332,1.63277847,0.11074713,0.14399992
-5.83791896,4.18118298,0.01462996,0.10770957,1.87764554,2.27491354,0.01492468,1.82133389,0.12351966,0.16188699
-5.83191596,4.65293431,0.01684792,0.12245219,2.08826794,2.52679019,0.01699948,2.02035181,0.13694678,0.18123983
-5.82591296,5.15069199,0.01928764,0.13862500,2.31002595,2.79200979,0.01929044,2.22856671,0.15092244,0.20193963
-5.81990995,5.67164311,0.02194989,0.15624080,2.54138075,3.06918330,0.02179931,2.44446546,0.16532385,0.22384286
-5.81390695,6.21247170,0.02483213,0.17530289,2.78056982,3.35667037,0.02452670,2.66630432,0.18001339,0.24678078
-5.80790395,6.76940285,0.02792824,0.19580446,3.02563363,3.65260266,0.02747197,2.89213569,0.19484124,0.27055986
-5.80190095,7.33826628,0.03122837,0.21772835,3.27445230,3.95491621,0.03063319,3.11984439,0.20964878,0.29496355
-5.79589795,7.91457804,0.03471894,0.24104718,3.52479112,4.26139248,0.03400715,3.34719280,0.22427251,0.31975497
-5.78989495,8.49363802,0.03838265,0.26572371,3.77435361,4.56970666,0.03758939,3.57187355,0.23854855,0.34468083
-5.78389195,9.07063995,0.04219870,0.29171146,4.02084007,4.87748173,0.04137428,3.79156814,0.25231740,0.36947625
-5.77788894,9.64078985,0.04614308,0.31895551,4.26200938,5.18234635,0.04535505,4.00400952,0.26542883,0.39387036
-5.77188594,10.19942804,0.05018893,0.34739325,4.49574128,5.48199420,0.04952387,4.20704592,0.27774673,0.41759252
-5.76588294,10.74214969,0.05430703,0.37695519,4.72009663,5.77424229,0.05387182,4.39870360,0.28915368,0.44037883
-5.75987994,11.26491824,0.05846627,0.40756563,4.93337258,6.05708559,0.05838888,4.57724553,0.29955504,0.46197882
-5.75387694,11.76416670,0.06263423,0.43914300,5.13415038,6.32874538,0.06306376,4.74122335,0.30888231,0.48216181
-5.74787394,12.23688174,0.06677766,0.47160011,5.32133323,6.58770911,0.06788375,4.88952012,0.31709577,0.50072288
-5.74187094,12.68066645,0.07086307,0.50484388,5.49417243,6.83275948,0.07283439,5.02138156,0.32418598,0.51748806
-5.73586793,13.09377863,0.07485714,0.53877492,5.65228059,7.06299144,0.07789916,5.13643405,0.33017436,0.53231855
-5.72986493,13.47514253,0.07872717,0.57328670,5.79563085,7.27781605,0.08305904,5.23468829,0.33511256,0.54511380
-5.72386193,13.82433334,0.08244137,0.60826456,5.92454250,7.47695082,0.08829212,5.31652805,0.33908069,0.55581327
-5.71785893,14.14153519,0.08596918,0.64358457,6.03965320,7.66039722,0.09357316,5.38268419,0.34218457,0.56439686
-5.71185593,14.42747485,0.08928144,0.67911240,6.14187938,7.82840623,0.09887324,5.43419499,0.34455186,0.57088384
-5.70585293,14.68333442,0.09235051,0.71470233,6.23236637,7.98143401,0.10415948,5.47235435,0.34632748,0.57533063
-5.69984992,14.91064779,0.09515038,0.75019659,6.31243079,8.12008989,0.10939494,5.49865009,0.34766825,0.57782714
-5.69384692,15.11118616,0.09765677,0.78542512,6.38349761,8.24507971,0.11453869,5.51469524,0.34873711,0.57849221
-5.68784392,15.28683873,0.09984717,0.82020599,6.44703478,8.35714756,0.11954606,5.52215533,0.34969708,0.57746815
-5.68184092,15.43949476,0.10170098,0.85434645,6.50448833,8.45701919,0.12436921,5.52267524,0.35070524,0.57491461
-5.67583792,15.57093314,0.10319968,0.88764473,6.55722055,8.54535024,0.12895786,5.51780875,0.35190686,0.57100224
-5.66983492,15.68272505,0.10432704,0.91989267,6.60645386,8.62268211,0.13326033,5.50895432,0.35343000,0.56590617
-5.66383192,15.77615436,0.10506941,0.95087895,6.65322251,8.68940790,0.13722474,5.49729987,0.35538086,0.55979983
-5.65782891,15.85215961,0.10541615,0.98039296,6.69833372,8.74575002,0.14080044,5.48377904,0.35783978,0.55284911
-5.65182591,15.91129983,0.10535998,1.00822909,6.74233960,8.79175075,0.14393950,5.46904085,0.36085838,0.54520731
-5.64582291,15.95374510,0.10489755,1.03419112,6.78552041,8.82727564,0.14659828,5.45343391,0.36445769,0.53701093
-5.63981991,15.97929150,0.10402986,1.05809664,6.82787934,8.85202948,0.14873893,5.43700553,0.36862750,0.52837649
-5.63381691,15.98739852,0.10276281,1.07978113,6.86914853,8.86558334,0.15033084,5.41951546,0.37332678,0.51939839
-5.62781391,15.97724593,0.10110753,1.09910141,6.90880537,8.86741076,0.15135184,5.40046315,0.37848532,0.51014800
-5.62181091,15.94780606,0.09908080,1.11593828,6.94609811,8.85693063,0.15178918,5.37912681,0.38400637,0.50067373
-5.61580790,15.89792683,0.09670518,1.13019830,6.98007919,8.83355397,0.15164012,5.35461203,0.38977027,0.49100224
-5.60980490,15.82642033,0.09400907,1.14181425,7.00964464,8.79673160,0.15091225,5.32590717,0.39563881,0.48114052
-5.60380190,15.73215198,0.09102654,1.15074469,7.03357795,8.74599987,0.14962337,5.29194275,0.40146023,0.47107871
-5.59779890,15.61412520,0.08779699,1.15697232,7.05059631,8.68102173,0.14780098,5.25165167,0.40707462,0.46079352
-5.59179590,15.47155747,0.08436455,1.16050142,7.05939782,8.60162104,0.14548141,5.20402737,0.41231948,0.45025213
-5.58579290,15.30394398,0.08077732,1.16135464,7.05870770,8.50780821,0.14270864,5.14817715,0.41703524,0.43941612
-5.57978989,15.11110646,0.07708641,1.15956930,7.04732226,8.39979634,0.13953285,5.08336842,0.42107056,0.42824555
-5.57378689,14.89322549,0.07334484,1.15519364,7.02414918,8.27800723,0.13600873,5.00906573,0.42428712,0.41670273
-5.56778389,14.65085580,0.06960630,1.14828320,6.98824297,8.14306761,0.13219373,4.92495748,0.42656385,0.40475576
-5.56178089,14.38492491,0.06592383,1.13889786,6.93883493,7.99579645,0.12814628,4.83097146,0.42780029,0.39238149
-5.55577789,14.09671665,0.06234853,1.12709962,6.87535678,7.83718452,0.12392398,4.72727891,0.42791920,0.37956789
-5.54977489,13.78784135,0.05892820,1.11295142,6.79745763,7.66836807,0.11958206,4.61428781,0.42686810,0.36631586
-5.54377189,13.46019549,0.05570619,1.09651719,6.70501411,7.49059846,0.11517189,4.49262607,0.42461994,0.35264022
-5.53776888,13.11591361,0.05272022,1.07786302,6.59813366,7.30520964,0.11073988,4.36311617,0.42117277,0.33857008
-5.53176588,12.75731541,0.05000151,1.05705951,6.47715131,7.11358563,0.10632655,4.22674281,0.41654856,0.32414853
-5.52576288,12.38685106,0.04757401,1.03418505,6.34262015,6.91712943,0.10196600,4.08461572,0.41079123,0.30943172
-5.51975988,12.00704721,0.04545391,1.00932976,6.19529636,6.71723501,0.09768564,3.93792954,0.40396405,0.29448740
-5.51375688,11.62045605,0.04364936,0.98259990,6.03611932,6.51526324,0.09350624,3.78792285,0.39614652,0.27939307
-5.50775388,11.22960906,0.04216048,0.95412217,5.86618775,6.31252265,0.08944223,3.63583846,0.38743093,0.26423377
-5.50175088,10.83697691,0.04097963,0.92404768,5.68673281,6.11025487,0.08550227,3.48288643,0.37791883,0.24909970
-5.49574787,10.44493589,0.04009183,0.89255515,5.49908921,5.90962508,0.08168995,3.33021162,0.36771745,0.23408369
-5.48974487,10.05574146,0.03947552,0.85985304,5.30466528,5.71171663,0.07800468,3.17886667,0.35693636,0.21927875
-5.48374187,9.67150851,0.03910347,0.82618033,5.10491308,5.51752935,0.07444259,3.02979133,0.34568442,0.20477567
-5.47773887,9.29419775,0.03894377,0.79180572,4.90129943,5.32798067,0.07099749,2.88379840,0.33406723,0.19066083
-5.47173587,8.92560768,0.03896108,0.75702534,4.69527875,5.14390857,0.06766181,2.74156642,0.32218502,0.17701428
-5.46573287,8.56737087,0.03911783,0.72215872,4.48826842,4.96607554,0.06442744,2.60363874,0.31013117,0.16390808
-5.45972986,8.22095371,0.03937550,0.68754340,4.28162712,4.79517264,0.06128649,2.47042829,0.29799128,0.15140502
-5.45372686,7.88765855,0.03969594,0.65352819,4.07663666,4.63182304,0.05823190,2.34222726,0.28584278,0.13955767
-5.44772386,7.56862723,0.04004248,0.62046545,3.87448727,4.47658447,0.05525795,2.21922054,0.27375503,0.12840781
-5.44172086,7.26484511,0.04038109,0.58870267,3.67626655,4.32995028,0.05236052,2.10150191,0.26178983,0.11798612
-5.43571786,6.97714503,0.04068133,0.55857373,3.48295182,4.19234894,0.04953734,1.98909159,0.25000223,0.10831228
-5.42971486,6.70621054,0.04091710,0.53039021,3.29540551,4.06414193,0.04678800,1.88195417,0.23844155,0.09939532
-5.42371186,6.45257804,0.04106726,0.50443301,3.11437328,3.94562034,0.04411381,1.78001580,0.22715242,0.09123416
-5.41770885,6.21663769,0.04111598,0.48094480,2.94048440,3.83700024,0.04151771,1.68317962,0.21617583,0.08381841
-5.41170585,5.99863310,0.04105292,0.46012335,2.77425381,3.73841737,0.03900388,1.59133891,0.20555006,0.07712929
-5.40570285,5.79865983,0.04087314,0.44211616,2.61608554,3.64992131,0.03657751,1.50438724,0.19531132,0.07114068
-5.39969985,5.61666296,0.04057686,0.42701640,2.46627693,3.57146978,0.03424437,1.42222553,0.18549425,0.06582016
-5.39369685,5.45243426,0.04016896,0.41486049,2.32502345,3.50292327,0.03201045,1.34476578,0.17613201,0.06113017
-5.38769385,5.30560921,0.03965842,0.40562706,2.19242385,3.44404047,0.02988158,1.27193177,0.16725620,0.05702913
-5.38169085,5.17566453,0.03905750,0.39923763,2.06848542,3.39447482,0.02786314,1.20365697,0.15889637,0.05347242
-5.37568784,5.06191682,0.03838094,0.39555870,1.95312946,3.35377255,0.02595967,1.13988027,0.15107948,0.05041347
-5.36968484,4.96352279,0.03764507,0.39440526,1.84619687,3.32137237,0.02417470,1.08054000,0.14382904,0.04780459
-5.36368184,4.87948185,0.03686684,0.39554564,1.74745410,3.29660725,0.02251053,1.02556696,0.13716432,0.04559783
-5.35767884,4.80864142,0.03606302,0.39870748,1.65659936,3.27870830,0.02096809,0.97487722,0.13109942,0.04374570
-5.35167584,4.74970566,0.03524931,0.40358459,1.57326950,3.26681113,0.01954686,0.92836517,0.12564250,0.04220173
-5.34567284,4.70124778,0.03443969,0.40984465,1.49704746,3.25996465,0.01824489,0.88589760,0.12079513,0.04092101
-5.33966983,4.66172641,0.03364575,0.41713744,1.42747041,3.25714251,0.01705880,0.84730918,0.11655177,0.03986061
-5.33366683,4.62950582,0.03287633,0.42510335,1.36403859,3.25725721,0.01598390,0.81239973,0.11289959,0.03897988
-5.32766383,4.60288021,0.03213719,0.43338201,1.30622483,3.25917659,0.01501428,0.78093356,0.10981845,0.03824075
-5.32166083,4.58010143,0.03143091,0.44162077,1.25348446,3.26174276,0.01414300,0.75264085,0.10728119,0.03760787
-5.31565783,4.55940976,0.03075696,0.44948283,1.20526560,3.26379299,0.01336227,0.72722116,0.10525411,0.03704877
-5.30965483,4.53906699,0.03011190,0.45665473,1.16101935,3.26418219,0.01266364,0.70434879,0.10369775,0.03653399
-5.30365183,4.51739076,0.02948972,0.46285304,1.12020982,3.26180634,0.01203820,0.68367961,0.10256771,0.03603711
-5.29764882,4.49278920,0.02888233,0.46783008,1.08232341,3.25562632,0.01147684,0.66485925,0.10181574,0.03553483
-5.29164582,4.46379458,0.02828008,0.47137844,1.04687737,3.24469116,0.01097041,0.64753180,0.10139073,0.03500699
-5.28564282,4.42909481,0.02767243,0.47333422,1.01342703,3.22816020,0.01050997,0.63134897,0.10123985,0.03443657
-5.27963982,4.38756156,0.02704849,0.47357895,0.98157172,3.20532305,0.01008697,0.61597893,0.10130957,0.03380971
-5.27363682,4.33827396,0.02639774,0.47204010,0.95095918,3.17561675,0.00969342,0.60111453,0.10154663,0.03311571
-5.26763382,4.28053702,0.02571055,0.46869019,0.92128828,3.13863942,0.00932207,0.58648056,0.10189889,0.03234694
-5.26163082,4.21389393,0.02497871,0.46354466,0.89231024,3.09415989,0.00896655,0.57183962,0.10231602,0.03149886
-5.25562781,4.13813219,0.02419587,0.45665860,0.86382825,3.04212294,0.00862148,0.55699655,0.10275016,0.03056986
-5.24962481,4.05328324,0.02335786,0.44812250,0.83569588,2.98265006,0.00828260,0.54180117,0.10315629,0.02956120
-5.24362181,3.95961603,0.02246287,0.43805719,0.80781430,2.91603591,0.00794680,0.52614947,0.10349267,0.02847685
-5.23761881,3.85762517,0.02151154,0.42660837,0.78012877,2.84274067,0.00761223,0.50998320,0.10372102,0.02732332
-5.23161581,3.74801437,0.02050692,0.41394085,0.75262461,2.76337904,0.00727830,0.49328809,0.10380678,0.02610941
-5.22561281,3.63167635,0.01945433,0.40023278,0.72532293,2.67870634,0.00694574,0.47609100,0.10371930,0.02484604
-5.21960980,3.50967042,0.01836111,0.38567021,0.69827658,2.58960275,0.00661656,0.45845613,0.10343200,0.02354595
-5.21360680,3.38319888,0.01723630,0.37044206,0.67156636,2.49705636,0.00629410,0.44048066,0.10292261,0.02222344
-5.20760380,3.25358334,0.01609024,0.35473583,0.64529780,2.40214586,0.00598302,0.42229019,0.10217345,0.02089407
-5.20160080,3.12224209,0.01493421,0.33873401,0.61959868,2.30602360,0.00568926,0.40403411,0.10117176,0.01957446
-5.19559780,2.99066912,0.01377998,0.32261149,0.59461713,2.20989953,0.00542011,0.38588114,0.09991009,0.01828192
-5.18959480,2.86041519,0.01263942,0.30653373,0.57052055,2.11502624,0.00518415,0.36801543,0.09838673,0.01703433
-5.18359180,2.73307128,0.01152412,0.29065585,0.54749492,2.02268534,0.00499131,0.35063295,0.09660617,0.01584983
-5.17758879,2.61025389,0.01044510,0.27512252,0.52574456,1.93417479,0.00485289,0.33393855,0.09457954,0.01474671
-5.17158579,2.49359191,0.00941250,0.26006837,0.50549196,1.85079699,0.00478160,0.31814353,0.09232501,0.01374323
-5.16558279,2.38471411,0.00843546,0.24561899,0.48697739,1.77384694,0.00479157,0.30346352,0.08986809,0.01285750
-5.15957979,2.28523642,0.00752197,0.23189217,0.47045807,1.70459978,0.00489842,0.29011678,0.08724185,0.01210742
-5.15357679,2.19674780,0.00667886,0.21899921,0.45620653,1.64429706,0.00511927,0.27832256,0.08448689,0.01151056
-5.14757379,2.12079394,0.00591184,0.20704622,0.44450801,1.59413097,0.00547273,0.26829937,0.08165124,0.01108416
-5.14157079,2.05885773,0.00522556,0.19613509,0.43565655,1.55522602,0.00597890,0.26026307,0.07878991,0.01084496
-5.13556778,2.01233599,0.00462386,0.18636415,0.42994989,1.52861779,0.00665926,0.25442449,0.07596433,0.01080918
-5.12956478,1.98251227,0.00410985,0.17782829,0.42768288,1.51522882,0.00753653,0.25098663,0.07324149,0.01099235
-5.12356178,1.97052570,0.00368623,0.17061855,0.42913972,1.51584169,0.00863451,0.25014111,0.07069288,0.01140912
-5.11755878,1.97733660,0.00335548,0.16482112,0.43458507,1.53107018,0.00997770,0.25206410,0.06839320,0.01207306
-5.11155578,2.00368981,0.00312013,0.16051582,0.44425428,1.56132931,0.01159097,0.25691162,0.06641891,0.01299630
-5.10555278,2.05007718,0.00298292,0.15777404,0.45834318,1.60680560,0.01349902,0.26481434,0.06484663,0.01418920
-5.09954977,2.11670091,0.00294706,0.15665632,0.47699784,1.66742923,0.01572580,0.27587209,0.06375142,0.01565995
-5.09354677,2.20343985,0.00301633,0.15720966,0.50030465,1.74284968,0.01829378,0.29014823,0.06320500,0.01741400
-5.08754377,2.30982081,0.00319521,0.15946462,0.52828136,1.83241677,0.02122317,0.30766418,0.06327388,0.01945365
-5.08154077,2.43499709,0.00348891,0.16343250,0.56086940,1.93516883,0.02453103,0.32839431,0.06401764,0.02177743
-5.07553777,2.57773611,0.00390337,0.16910263,0.59792809,2.04982958,0.02823034,0.35226166,0.06548709,0.02437964
-5.06953477,2.73641792,0.00444512,0.17644006,0.63923090,2.17481496,0.03232904,0.37913450,0.06772272,0.02724985
-5.06353177,2.90904577,0.00512123,0.18538357,0.68446428,2.30825087,0.03682905,0.40882428,0.07075313,0.03037247
-5.05752876,3.09326963,0.00593899,0.19584438,0.73322910,2.44800207,0.04172538,0.44108494,0.07459376,0.03372647
-5.05152576,3.28642263,0.00690572,0.20770547,0.78504476,2.59171215,0.04700528,0.47561397,0.07924578,0.03728518
-5.04552276,3.48557001,0.00802844,0.22082168,0.83935609,2.73685364,0.05264757,0.51205509,0.08469526,0.04101628
-5.03951976,3.68756941,0.00931350,0.23502062,0.89554269,2.88078705,0.05862210,0.55000283,0.09091265,0.04488196
-5.03351676,3.88914073,0.01076621,0.25010438,0.95293048,3.02082671,0.06488943,0.58900876,0.09785254,0.04883927
-5.02751376,4.08694319,0.01239046,0.26585208,1.01080523,3.15431130,0.07140080,0.62858930,0.10545385,0.05284069
-5.02151076,4.27765690,0.01418836,0.28202315,1.06842735,3.27867605,0.07809837,0.66823504,0.11364032,0.05683488
-5.01550775,4.45806588,0.01615984,0.29836144,1.12504766,3.39152404,0.08491574,0.70742106,0.12232142,0.06076762
-5.00950475,4.62513939,0.01830240,0.31459978,1.17992351,3.49069338,0.09177878,0.74561814,0.13139365,0.06458289
-5.00350175,4.77610837,0.02061078,0.33046518,1.23233465,3.57431769,0.09860687,0.78230440,0.14074225,0.06822417
-4.99749875,4.90853414,0.02307680,0.34568433,1.28159841,3.64087722,0.10531430,0.81697694,0.15024321,0.07163568
-4.99149575,5.02036672,0.02568926,0.35998936,1.32708365,3.68923853,0.11181200,0.84916317,0.15976567,0.07476385
-4.98549275,5.10999071,0.02843384,0.37312362,1.36822304,3.71868129,0.11800955,0.87843139,0.16917454,0.07755862
-4.97948974,5.17625719,0.03129321,0.38484737,1.40452342,3.72891113,0.12381722,0.90440017,0.17833337,0.07997479
-4.97348674,5.21850070,0.03424714,0.39494316,1.43557380,3.72005835,0.12914823,0.92674641,0.18710729,0.08197322
-4.96748374,5.23654127,0.03727270,0.40322083,1.46105104,3.69266288,0.13392095,0.94521155,0.19536605,0.08352187
-4.96148074,5.23067170,0.04034454,0.40952178,1.48072298,3.64764642,0.13806109,0.95960593,0.20298693,0.08459670
-4.95547774,5.20163131,0.04343528,0.41372263,1.49444912,3.58627345,0.14150372,0.96981116,0.20985748,0.08518226
-4.94947474,5.15056765,0.04651582,0.41573791,1.50217895,3.51010299,0.14419502,0.97578032,0.21587807,0.08527205
-4.94347174,5.07898814,0.04955585,0.41552180,1.50394808,3.42093337,0.14609386,0.97753621,0.22096399,0.08486868
-4.93746873,4.98870389,0.05252424,0.41306890,1.49987248,3.32074267,0.14717285,0.97516768,0.22504717,0.08398363
-4.93146573,4.88176822,0.05538953,0.40841390,1.49014112,3.21162705,0.14741914,0.96882429,0.22807738,0.08263687
-4.92546273,4.76041227,0.05812038,0.40163023,1.47500737,3.09573961,0.14683470,0.95870960,0.23002291,0.08085617
-4.91945973,4.62698010,0.06068604,0.39282767,1.45477951,2.97523179,0.14543614,0.94507330,0.23087070,0.07867619
-4.91345673,4.48386568,0.06305678,0.38214915,1.42981080,2.85219929,0.14325413,0.92820271,0.23062598,0.07613747
-4.90745373,4.33345348,0.06520437,0.36976670,1.40048954,2.72863392,0.14033244,0.90841398,0.22931135,0.07328521
-4.90145073,4.17806464,0.06710245,0.35587676,1.36722942,2.60638254,0.13672651,0.88604327,0.22696555,0.07016803
-4.89544772,4.01990974,0.06872702,0.34069509,1.33046056,2.48711372,0.13250184,0.86143847,0.22364175,0.06683667
-4.88944472,3.86104940,0.07005680,0.32445138,1.29062160,2.37229247,0.12773208,0.83495168,0.21940575,0.06334271
-4.88344172,3.70336310,0.07107364,0.30738385,1.24815306,2.26316293,0.12249702,0.80693277,0.21433387,0.05973742
-4.87743872,3.54852654,0.07176294,0.28973396,1.20349218,2.16073868,0.11688047,0.77772428,0.20851096,0.05607061
-4.87143572,3.39799761,0.07211402,0.27174146,1.15706937,2.06580010,0.11096828,0.74765776,0.20202836,0.05238975
-4.86543272,3.25301042,0.07212048,0.25364002,1.10930634,1.97889807,0.10484632,0.71705170,0.19498208,0.04873914
-4.85942971,3.11457712,0.07178050,0.23565341,1.06061580,1.90036315,0.09859881,0.68621100,0.18747109,0.04515938
-4.85342671,2.98349660,0.07109716,0.21799258,1.01140278,1.83031937,0.09230675,0.65542794,0.17959603,0.04168695
-4.84742371,2.86036946,0.07007865,0.20085344,0.96206725,1.76870198,0.08604672,0.62498445,0.17145807,0.03835403
-4.84142071,2.74561816,0.06873840,0.18441567,0.91300781,1.71527813,0.07988995,0.59515560,0.16315814,0.03518851
-4.83541771,2.63951157,0.06709511,0.16884227,0.86462627,1.66967004,0.07390174,0.56621387,0.15479646,0.03221411
-4.82941471,2.54219287,0.06517275,0.15427998,0.81733275,1.63137994,0.06814115,0.53843411,0.14647224,0.02945075
-4.82341171,2.45370981,0.06300035,0.14086044,0.77155086,1.59981623,0.06266100,0.51209872,0.13828369,0.02691493
-4.81740870,2.37404646,0.06061170,0.12870191,0.72772285,1.57432049,0.05750812,0.48750281,0.13032807,0.02462025
-4.81140570,2.30315535,0.05804495,0.11791147,0.68631408,1.55419481,0.05272383,0.46495902,0.12270185,0.02257800
-4.80540270,2.24098910,0.05534208,0.10858753,0.64781682,1.53872898,0.04834450,0.44480161,0.11550091,0.02079772
-4.79939970,2.18753050,0.05254828,0.10082236,0.61275284,1.52722721,0.04440232,0.42738968,0.10882059,0.01928777
-4.79339670,2.14282014,0.04971119,0.09470468,0.58167464,1.51903360,0.04092598,0.41310905,0.10275571,0.01805586
-4.78739370,2.10698041,0.04688015,0.09032185,0.55516510,1.51355610,0.03794143,0.40237275,0.09740032,0.01710952
-4.78139070,2.08023505,0.04410538,0.08776172,0.53383527,1.51028800,0.03547254,0.39561978,0.09284726,0.01645642
-4.77538769,2.06292315,0.04143708,0.08711389,0.51832021,1.50882646,0.03354163,0.39331204,0.08918752,0.01610461
-4.76938469,2.05550668,0.03892464,0.08847016,0.50927273,1.50888734,0.03216987,0.39592925,0.08650920,0.01606267
-4.76338169,2.05857080,0.03661577,0.09192431,0.50735491,1.51031544,0.03137747,0.40396182,0.08489628,0.01633961
-4.75737869,2.07281610,0.03455578,0.09757084,0.51322732,1.51308981,0.03118363,0.41790151,0.08442713,0.01694472
-4.75137569,2.09904244,0.03278678,0.10550286,0.52753597,1.51732325,0.03160640,0.43823012,0.08517266,0.01788724
-4.74537269,2.13812413,0.03134705,0.11580903,0.55089702,1.52325589,0.03266214,0.46540604,0.08719438,0.01917590
-4.73936968,2.19097648,0.03027043,0.12856964,0.58387933,1.53124252,0.03436487,0.49984904,0.09054221,0.02081831
-4.73336668,2.25851433,0.02958579,0.14385187,0.62698501,1.54173388,0.03672546,0.54192342,0.09525219,0.02282027
-4.72736368,2.34160331,0.02931648,0.16170444,0.68062849,1.55525215,0.03975052,0.59192002,0.10134417,0.02518503
-4.72136068,2.44100535,0.02948000,0.18215175,0.74511417,1.57236145,0.04344128,0.65003735,0.10881952,0.02791241
-4.71535768,2.55732006,0.03008750,0.20518782,0.82061359,1.59363428,0.04779236,0.71636269,0.11765902,0.03099798
-4.70935468,2.69092416,0.03114354,0.23077017,0.90714259,1.61961505,0.05279047,0.79085352,0.12782094,0.03443227
-4.70335168,2.84191156,0.03264572,0.25881406,1.00453927,1.65078236,0.05841317,0.87332039,0.13923947,0.03819996
-4.69734867,3.01003680,0.03458446,0.28918725,1.11244394,1.68751153,0.06462779,0.96341172,0.15182360,0.04227923
-4.69134567,3.19466471,0.03694282,0.32170576,1.23028183,1.73003920,0.07139040,1.06060160,0.16545657,0.04664131
-4.68534267,3.39472942,0.03969638,0.35613073,1.35724985,1.77843180,0.07864514,1.16418152,0.17999589,0.05125006
-4.67933967,3.60870529,0.04281323,0.39216689,1.49230848,1.83255951,0.08632383,1.27325657,0.19527416,0.05606194
-4.67333667,3.83459250,0.04625405,0.42946276,1.63417983,1.89207732,0.09434585,1.38674722,0.21110058,0.06102611
-4.66733367,4.06991924,0.04997238,0.46761271,1.78135281,1.95641448,0.10261862,1.50339694,0.22726332,0.06608487
-4.66133067,4.31176215,0.05391503,0.50616129,1.93209629,2.02477331,0.11103837,1.62178636,0.24353267,0.07117432
-4.65532766,4.55678573,0.05802267,0.54460953,2.08448061,2.09613789,0.11949147,1.74035391,0.25966499,0.07622538
-4.64932466,4.80130078,0.06223064,0.58242343,2.23640767,2.16929296,0.12785620,1.85742305,0.27540738,0.08116498
-4.64332166,5.04134097,0.06647002,0.61904444,2.38564952,2.24285253,0.13600500,1.97123547,0.29050290,0.08591760
