energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Re_p_up,Re_d_up,S_s_up,S_p_up
-5.83791896,5.97944072,0.05786614,0.03207317,0.36245945,2.86521642,1.91286685,0.05765081,3.78296949
-5.83191596,6.07405444,0.05847070,0.03259024,0.38276756,2.93041919,1.92562808,0.05993357,3.84374731
-5.82591296,6.16687581,0.05906636,0.03316389,0.40252381,2.99295011,1.93985945,0.06212774,3.90268079
-5.81990995,6.25681264,0.05964257,0.03378229,0.42144483,3.05218912,1.95537652,0.06419664,3.95910626
-5.81390695,6.34271212,0.06018795,0.03443485,0.43925476,3.10752766,1.97193181,0.06610581,4.01233653
-5.80790395,6.42342148,0.06069096,0.03511256,0.45569465,3.15839589,1.98923522,0.06782417,4.06169571
-5.80190095,6.49785362,0.06114071,0.03580852,0.47053179,3.20429125,2.00697707,0.06932517,4.10655684
-5.79589795,6.56505394,0.06152763,0.03651836,0.48356839,3.24480657,2.02485247,0.07058784,4.14638004
-5.78989495,6.62426417,0.06184421,0.03724067,0.49464929,3.27965616,2.04258514,0.07159771,4.18074883
-5.78389195,6.67497918,0.06208559,0.03797737,0.50366825,3.30869813,2.05994936,0.07234751,4.20940227
-5.77788894,6.71699303,0.06225004,0.03873396,0.51057250,3.33195155,2.07678837,0.07283766,4.23226071
-5.77188594,6.75043094,0.06233938,0.03951966,0.51536516,3.34960705,2.09302810,0.07307645,4.24944335
-5.76588294,6.77576481,0.06235915,0.04034734,0.51810564,3.36203002,2.10868527,0.07308000,4.26127613
-5.75987994,6.79381073,0.06231866,0.04123333,0.51890760,3.36975576,2.12386915,0.07287183,4.26828909
-5.75387694,6.80570787,0.06223086,0.04219699,0.51793493,3.37347651,2.13877694,0.07248220,4.27120286
-5.74787394,6.81287938,0.06211205,0.04326004,0.51539555,3.37402063,2.15368284,0.07194711,4.27090468
-5.74187094,6.81697680,0.06198142,0.04444576,0.51153359,3.37232482,2.16892146,0.07130710,4.26841486
-5.73586793,6.81981054,0.06186044,0.04577794,0.50662011,3.36940031,2.18486648,0.07060582,4.26484510
-5.72986493,6.82326974,0.06177220,0.04727969,0.50094293,3.36629476,2.20190577,0.06988845,4.26135079
-5.72386193,6.82923539,0.06174054,0.04897215,0.49479594,3.36405145,2.22041443,0.06920005,4.25907944
-5.71785893,6.83949111,0.06178929,0.05087312,0.48846843,3.36366770,2.24072727,0.06858383,4.25911792
-5.71185593,6.85563592,0.06194135,0.05299565,0.48223484,3.36605448,2.26311226,0.06807957,4.26244101
-5.70585293,6.87900344,0.06221785,0.05534681,0.47634546,3.37199906,2.28774660,0.06772206,4.26986399
-5.69984992,6.91059150,0.06263739,0.05792641,0.47101837,3.38213235,2.31469651,0.06753977,4.28200133
-5.69384692,6.95100546,0.06321528,0.06072612,0.46643297,3.39690256,2.34390221,0.06755374,4.29923375
-5.68784392,7.00041818,0.06396297,0.06372867,0.46272525,3.41655609,2.37516856,0.06777680,4.32168514
-5.68184092,7.05854832,0.06488757,0.06690754,0.45998506,3.44112660,2.40816227,0.06821302,4.34921031
-5.67583792,7.12465797,0.06599150,0.07022690,0.45825524,3.47043247,2.44241548,0.06885760,4.38139419
-5.66983492,7.19756965,0.06727237,0.07364196,0.45753256,3.50408277,2.47733589,0.06969704,4.41756242
-5.66383192,7.27570166,0.06872289,0.07709981,0.45777055,3.54149106,2.51222271,0.07070969,4.45680267
-5.65782891,7.35712004,0.07033113,0.08054055,0.45888362,3.58189650,2.54628784,0.07186659,4.49799575
-5.65182591,7.43960469,0.07208069,0.08389885,0.46075256,3.62439096,2.57868118,0.07313255,4.53985479
-5.64582291,7.52072643,0.07395125,0.08710580,0.46323088,3.66795097,2.60851894,0.07446759,4.58097085
-5.63981991,7.59793170,0.07591901,0.09009105,0.46615178,3.71147290,2.63491363,0.07582836,4.61986275
-5.63381691,7.66863096,0.07795742,0.09278504,0.46933532,3.75380991,2.65700448,0.07716984,4.65502899
-5.62781391,7.73028721,0.08003782,0.09512133,0.47259564,3.79380906,2.67398696,0.07844693,4.68499954
-5.62181091,7.78050087,0.08213021,0.09703896,0.47574776,3.83034711,2.68514016,0.07961614,4.70838535
-5.61580790,7.81708788,0.08420401,0.09848453,0.47861380,3.86236370,2.68985098,0.08063700,4.72392372
-5.60980490,7.83814795,0.08622881,0.09941419,0.48102848,3.88889066,2.68763439,0.08147349,4.73051779
-5.60380190,7.84212084,0.08817509,0.09979516,0.48284361,3.90907667,2.67814887,0.08209514,4.72726896
-5.59779890,7.82782898,0.09001489,0.09960698,0.48393165,3.92220653,2.66120679,0.08247788,4.71350115
-5.59179590,7.79450549,0.09172240,0.09884219,0.48418814,3.92771471,2.63677957,0.08260467,4.68877661
-5.58579290,7.74180727,0.09327450,0.09750663,0.48353319,3.92519312,2.60499748,0.08246574,4.65290286
-5.57978989,7.66981382,0.09465123,0.09561915,0.48191196,3.91439325,2.56614469,0.08205865,4.60593137
-5.57378689,7.57901255,0.09583610,0.09321093,0.47929426,3.89522321,2.52064974,0.08138798,4.54814839
-5.56778389,7.47027241,0.09681644,0.09032429,0.47567351,3.86774009,2.46907222,0.08046482,4.48005892
-5.56178089,7.34480764,0.09758360,0.08701124,0.47106508,3.83213878,2.41208644,0.07930608,4.40236511
-5.55577789,7.20413392,0.09813312,0.08333164,0.46550421,3.78873775,2.35046266,0.07793357,4.31594020
-5.54977489,7.05001939,0.09846485,0.07935121,0.45904372,3.73796304,2.28504708,0.07637305,4.22179963
-5.54377189,6.88443276,0.09858298,0.07513942,0.45175165,3.68033122,2.21674097,0.07465318,4.12107052
-5.53776888,6.70949080,0.09849615,0.07076742,0.44370882,3.61643217,2.14648000,0.07280450,4.01496095
-5.53176588,6.52740713,0.09821737,0.06630600,0.43500664,3.54691253,2.07521423,0.07085845,3.90473015
-5.52576288,6.34044408,0.09776402,0.06182370,0.42574505,3.47246034,2.00388935,0.06884643,3.79166054
-5.51975988,6.15086850,0.09715777,0.05738525,0.41603071,3.39379119,1.93342953,0.06679907,3.67703243
-5.51375688,5.96091267,0.09642443,0.05305017,0.40597547,3.31163642,1.86472210,0.06474552,3.56210164
-5.50775388,5.77274039,0.09559375,0.04887175,0.39569499,3.22673296,1.79860424,0.06271298,3.44808052
-5.50175088,5.58841822,0.09469911,0.04489630,0.38530760,3.13981520,1.73585166,0.06072632,3.33612206
-5.49574787,5.40989164,0.09377709,0.04116278,0.37493323,3.05160818,1.67716909,0.05880781,3.22730712
-5.48974487,5.23896536,0.09286698,0.03770268,0.36469241,2.96282208,1.62318258,0.05697705,3.12263416
-5.48374187,5.07728695,0.09201004,0.03454013,0.35470517,2.87414744,1.57443325,0.05525091,3.02301117
-5.47773887,4.92633317,0.09124871,0.03169227,0.34508989,2.78625067,1.53137235,0.05364361,2.92924923
-5.47173587,4.78739808,0.09062560,0.02916980,0.33596201,2.69976966,1.49435746,0.05216673,2.84205717
-5.46573287,4.66158228,0.09018236,0.02697760,0.32743253,2.61530893,1.46364965,0.05082944,2.76203699
-5.45972986,4.54978313,0.08995847,0.02511543,0.31960633,2.53343439,1.43941146,0.04963851,2.68967975
-5.45372686,4.45268553,0.08998989,0.02357871,0.31258036,2.45466742,1.42170580,0.04859848,2.62536171
-5.44772386,4.37075368,0.09030771,0.02235920,0.30644174,2.37947860,1.41049575,0.04771176,2.56934088
-5.44172086,4.30422405,0.09093683,0.02144569,0.30126587,2.30828114,1.40564534,0.04697868,2.52175406
-5.43571786,4.25310049,0.09189474,0.02082465,0.29711461,2.24142444,1.40692163,0.04639756,2.48261477
-5.42971486,4.21715214,0.09319038,0.02048079,0.29403468,2.17918824,1.41399811,0.04596481,2.45181253
-5.42371186,4.19591519,0.09482337,0.02039751,0.29205649,2.12177780,1.42645984,0.04567493,2.42911394
-5.41770885,4.18869946,0.09678341,0.02055733,0.29119327,2.06932073,1.44381031,0.04552069,2.41416613
-5.41170585,4.19460063,0.09905005,0.02094228,0.29144094,2.02186586,1.46548038,0.04549316,2.40650317
-5.40570285,4.21251881,0.10159294,0.02153416,0.29277854,1.97938465,1.49083925,0.04558197,2.40555561
-5.39969985,4.24118374,0.10437237,0.02231487,0.29516939,1.94177527,1.51920742,0.04577551,2.41066361
-5.39369685,4.27918673,0.10734030,0.02326664,0.29856292,1.90886979,1.54987162,0.04606125,2.42109368
-5.38769385,4.32501888,0.11044175,0.02437230,0.30289728,1.88044408,1.58210132,0.04642610,2.43605874
-5.38169085,4.37711477,0.11361657,0.02561552,0.30810249,1.85623058,1.61516650,0.04685682,2.45474137
-5.37568784,4.43390036,0.11680141,0.02698108,0.31410412,1.83593328,1.64835616,0.04734058,2.47631932
-5.36968484,4.49384357,0.11993199,0.02845507,0.32082732,1.81924449,1.68099699,0.04786540,2.49999287
-5.36368184,4.55550552,0.12294537,0.03002515,0.32820103,1.80586268,1.71247145,0.04842072,2.52501258
-5.35767884,4.61759036,0.12578227,0.03168072,0.33616214,1.79551057,1.74223469,0.04899794,2.55070674
-5.35167584,4.67899151,0.12838919,0.03341307,0.34465946,1.78795265,1.76982935,0.04959089,2.57650701
-5.34567284,4.73883199,0.13072036,0.03521543,0.35365713,1.78301112,1.79489788,0.05019628,2.60197121
-5.33966983,4.79649681,0.13273927,0.03708302,0.36313745,1.78057951,1.81719144,0.05081403,2.62680204
-5.33366683,4.85165564,0.13441988,0.03901283,0.37310280,1.78063312,1.83657513,0.05144753,2.65086065
-5.32766383,4.90427425,0.13574721,0.04100349,0.38357658,1.78323555,1.85302912,0.05210373,2.67417431
-5.32166083,4.95461382,0.13671754,0.04305487,0.39460300,1.78854085,1.86664540,0.05279312,2.69693740
-5.31565783,5.00321748,0.13733801,0.04516762,0.40624570,1.79679085,1.87762039,0.05352956,2.71950547
-5.30965483,5.05088432,0.13762575,0.04734260,0.41858516,1.80830761,1.88624339,0.05432994,2.74238218
-5.30365183,5.09863153,0.13760654,0.04958026,0.43171494,1.82348092,1.89288131,0.05521366,2.76619941
-5.29764882,5.14764570,0.13731313,0.05187990,0.44573687,1.84275121,1.89796039,0.05620210,2.79169110
-5.29164582,5.19922521,0.13678320,0.05423899,0.46075526,1.86658831,1.90194540,0.05731779,2.81966149
-5.28564282,5.25471562,0.13605727,0.05665246,0.47687046,1.89546675,1.90531729,0.05858361,2.85094897
-5.27963982,5.31544070,0.13517643,0.05911206,0.49417183,1.92983843,1.90855016,0.06002189,2.88638671
-5.27363682,5.38263171,0.13418022,0.06160589,0.51273056,1.97010368,1.91208843,0.06165341,2.92676155
-5.26763382,5.45735773,0.13310467,0.06411802,0.53259249,2.01658189,1.91632528,0.06349643,2.97277266
-5.26163082,5.54045977,0.13198054,0.06662836,0.55377129,2.06948276,1.92158307,0.06556576,3.02499155
-5.25562781,5.63249152,0.13083203,0.06911266,0.57624233,2.12887946,1.92809666,0.06787180,3.08382492
-5.24962481,5.73366891,0.12967579,0.07154282,0.59993749,2.19468497,1.93600017,0.07041973,3.14948193
-5.24362181,5.84383075,0.12852044,0.07388739,0.62474117,2.26663267,1.94531785,0.07320878,3.22194714
-5.23761881,5.96241215,0.12736651,0.07611228,0.65048785,2.34426211,1.95595928,0.07623163,3.30096025
-5.23161581,6.08843182,0.12620681,0.07818165,0.67696120,2.42691116,1.96771897,0.07947401,3.38600368
-5.22561281,6.22049411,0.12502720,0.08005898,0.70389512,2.51371481,1.98028065,0.08291442,3.47629847
-5.21960980,6.35680592,0.12380768,0.08170822,0.73097662,2.60361145,1.99322561,0.08652412,3.57080906
-5.21360680,6.49520813,0.12252378,0.08309494,0.75785065,2.69535658,2.00604511,0.09026725,3.66825689
-5.20760380,6.63322073,0.12114804,0.08418759,0.78412673,2.78754398,2.01815608,0.09410123,3.76714270
-5.20160080,6.76810037,0.11965165,0.08495853,0.80938742,2.87863394,2.02891961,0.09797736,3.86577694
-5.19559780,6.89690843,0.11800606,0.08538506,0.83319826,2.96698782,2.03766149,0.10184161,3.96231751
-5.18959480,7.01658765,0.11618450,0.08545023,0.85511890,3.05090805,2.04369399,0.10563560,4.05481378
-5.18359180,7.12404478,0.11416337,0.08514339,0.87471528,3.12868229,2.04633816,0.10929780,4.14125556
-5.17758879,7.21623667,0.11192339,0.08446064,0.89157217,3.19863034,2.04494579,0.11276484,4.21962555
-5.17158579,7.29025689,0.10945051,0.08340489,0.90530587,3.25915217,2.03892032,0.11597296,4.28795364
-5.16558279,7.34342025,0.10673660,0.08198577,0.91557645,3.30877532,2.02773603,0.11885954,4.34437129
-5.15957979,7.37334227,0.10377972,0.08021925,0.92209917,3.34619995,2.01095488,0.12136461,4.38716426
-5.15357679,7.37801103,0.10058426,0.07812714,0.92465452,3.37033975,1.98824050,0.12343245,4.41482198
-5.14757379,7.35584908,0.09716074,0.07573630,0.92309649,3.38035709,1.95936896,0.12501309,4.42608181
-5.14157079,7.30576315,0.09352537,0.07307786,0.91735878,3.37569107,1.92423613,0.12606362,4.41996672
-5.13556778,7.22718029,0.08969950,0.07018624,0.90745849,3.35607709,1.88286133,0.12654948,4.39581518
-5.12956478,7.12006890,0.08570886,0.06709816,0.89349728,3.32155735,1.83538746,0.12644546,4.35330211
-5.12356178,6.98494424,0.08158271,0.06385174,0.87565977,3.27248149,1.78207757,0.12573652,4.29245024
-5.11755878,6.82285815,0.07735294,0.06048548,0.85420925,3.20949750,1.72330820,0.12441823,4.21363138
-5.11155578,6.63537352,0.07305325,0.05703747,0.82948078,3.13353308,1.65955978,0.12249709,4.11755777
-5.10555278,6.42452429,0.06871818,0.05354459,0.80187208,3.04576820,1.59140449,0.11999040,4.00526370
-5.09954977,6.19276274,0.06438238,0.05004190,0.77183225,2.94759985,1.51949208,0.11692588,3.87807805
-5.09354677,5.94289580,0.06007988,0.04656206,0.73984913,2.84060043,1.44453415,0.11334104,3.73758904
-5.08754377,5.67801281,0.05584347,0.04313501,0.70643545,2.72647141,1.36728754,0.10928219,3.58560213
-5.08154077,5.40140740,0.05170420,0.03978766,0.67211452,2.60699401,1.28853724,0.10480330,3.42409297
-5.07553777,5.11649606,0.04769101,0.03654376,0.63740593,2.48397895,1.20907952,0.09996461,3.25515685
-5.06953477,4.82673643,0.04383049,0.03342384,0.60281181,2.35921700,1.12970564,0.09483113,3.08095665
-5.06353177,4.53554809,0.04014670,0.03044526,0.56880421,2.23443233,1.05118682,0.08947101,2.90367087
-5.05752876,4.24623816,0.03666112,0.02762234,0.53581400,2.11124030,0.97426061,0.08395391,2.72544379
-5.05152576,3.96193431,0.03339273,0.02496652,0.50422160,1.99111106,0.89961915,0.07834934,2.54833903
-5.04552276,3.68552690,0.03035804,0.02248659,0.47435005,1.87534014,0.82789954,0.07272514,2.37429817
-5.03951976,3.41962164,0.02757129,0.02018891,0.44646028,1.76502689,0.75967633,0.06714600,2.20510535
-5.03351676,3.16650381,0.02504460,0.01807771,0.42074892,1.66106108,0.69545628,0.06167221,2.04235889
-5.02751376,2.92811432,0.02278820,0.01615529,0.39734837,1.56411772,0.63567522,0.05635855,1.88745013
-5.02151076,2.70603752,0.02081055,0.01442233,0.37632920,1.47465985,0.58069698,0.05125342,1.74154989
-5.01550775,2.50150004,0.01911856,0.01287810,0.35770438,1.39294851,0.53081406,0.04639819,1.60560229
-5.00950475,2.31537972,0.01771769,0.01152064,0.34143532,1.31905903,0.48624972,0.04182681,1.48032534
-5.00350175,2.14822292,0.01661202,0.01034701,0.32743903,1.25290231,0.44716128,0.03756563,1.36621769
-4.99749875,2.00026884,0.01580427,0.00935336,0.31559618,1.19424976,0.41364417,0.03363344,1.26357062
-4.99149575,1.87147870,0.01529576,0.00853511,0.30575961,1.14276051,0.38573636,0.03004169,1.17248401
-4.98549275,1.76156794,0.01508630,0.00788700,0.29776280,1.09800927,0.36342289,0.02679496,1.09288529
-4.97948974,1.67003974,0.01517398,0.00740312,0.29142793,1.05951345,0.34664009,0.02389147,1.02455021
-4.97348674,1.59621790,0.01555498,0.00707696,0.28657326,1.02675836,0.33527940,0.02132380,0.96712419
-4.96748374,1.53927793,0.01622328,0.00690134,0.28301944,0.99921937,0.32919040,0.01907962,0.92014342
-4.96148074,1.49827501,0.01717035,0.00686840,0.28059467,0.97638011,0.32818314,0.01714256,0.88305487
-4.95547774,1.47216836,0.01838484,0.00696954,0.27913852,0.95774637,0.33202972,0.01549301,0.85523444
-4.94947474,1.45984132,0.01985231,0.00719531,0.27850437,0.94285539,0.34046511,0.01410900,0.83600313
-4.94347174,1.46011753,0.02155500,0.00753542,0.27856058,0.93128052,0.35318754,0.01296700,0.82464083
-4.93746873,1.47177340,0.02347160,0.00797861,0.27919054,0.92263193,0.36985854,0.01204274,0.82039785
-4.93146573,1.49354758,0.02557726,0.00851269,0.28029161,0.91655359,0.39010311,0.01131185,0.82250445
-4.92546273,1.52414845,0.02784358,0.00912449,0.28177343,0.91271774,0.41351014,0.01075058,0.83017871
-4.91945973,1.56226047,0.03023887,0.00979996,0.28355568,0.91081746,0.43963367,0.01033629,0.84263318
-4.91345673,1.60655071,0.03272843,0.01052427,0.28556565,0.91055864,0.46799502,0.01004796,0.85908094
-4.90745373,1.65567635,0.03527512,0.01128195,0.28773577,0.91165211,0.49808641,0.00986651,0.87874141
-4.90145073,1.70829420,0.03784005,0.01205714,0.29000158,0.91380705,0.52937592,0.00977506,0.90084661
-4.89544772,1.76307271,0.04038334,0.01283388,0.29230000,0.91672640,0.56131421,0.00975912,0.92464804
-4.88944472,1.81870699,0.04286513,0.01359645,0.29456830,0.92010482,0.59334280,0.00980659,0.94942454
-4.88344172,1.87393677,0.04524661,0.01432971,0.29674382,0.92362964,0.62490391,0.00990777,0.97449112
-4.87743872,1.92756702,0.04749109,0.01501959,0.29876424,0.92698488,0.65545155,0.01005520,0.99920885
-4.87143572,1.97849066,0.04956515,0.01565347,0.30056875,0.92985818,0.68446365,0.01024347,1.02299532
-4.86543272,2.02571238,0.05143967,0.01622062,0.30209962,0.93195039,0.71145455,0.01046895,1.04533563
-4.85942971,2.06837257,0.05309082,0.01671263,0.30330431,0.93298702,0.73598765,0.01072943,1.06579305
-4.85342671,2.10577004,0.05450092,0.01712374,0.30413784,0.93273109,0.75768732,0.01102381,1.08401914
-4.84742371,2.13738221,0.05565907,0.01745115,0.30456523,0.93099624,0.77624981,0.01135164,1.09976246
-4.84142071,2.16288154,0.05656158,0.01769525,0.30456385,0.92765944,0.79145236,0.01171282,1.11287545
-4.83541771,2.18214708,0.05721220,0.01785973,0.30412541,0.92267225,0.80316014,0.01210712,1.12331889
-4.82941471,2.19527010,0.05762201,0.01795157,0.30325755,0.91606990,0.81133056,0.01253391,1.13116346
-4.82341171,2.20255316,0.05780912,0.01798097,0.30198479,0.90797742,0.81601464,0.01299180,1.13658814
-4.81740870,2.20450238,0.05779805,0.01796108,0.30034881,0.89861232,0.81735538,0.01347844,1.13987527
-4.81140570,2.20181264,0.05761896,0.01790767,0.29840796,0.88828347,0.81558290,0.01399033,1.14140221
-4.80540270,2.19534616,0.05730656,0.01783868,0.29623606,0.87738598,0.81100668,0.01452270,1.14162976
-4.79939970,2.18610517,0.05689900,0.01777361,0.29392050,0.86639217,0.80400504,0.01506955,1.14108769
-4.79339670,2.17519928,0.05643653,0.01773293,0.29155969,0.85583897,0.79501231,0.01562369,1.14035772
-4.78739370,2.16380904,0.05596013,0.01773732,0.28926003,0.84631201,0.78450416,0.01617689,1.14005452
-4.78139070,2.15314673,0.05551020,0.01780697,0.28713251,0.83842721,0.77298166,0.01672015,1.14080540
-4.77538769,2.14441587,0.05512514,0.01796079,0.28528906,0.83281041,0.76095472,0.01724393,1.14322931
-4.76938469,2.13877099,0.05484018,0.01821564,0.28383890,0.83007593,0.74892552,0.01773848,1.14791583
-4.76338169,2.13727894,0.05468620,0.01858569,0.28288491,0.83080487,0.73737254,0.01819425,1.15540497
-4.75737869,2.14088319,0.05468879,0.01908170,0.28252029,0.83552396,0.72673589,0.01860219,1.16616828
-4.75137569,2.15037223,0.05486745,0.01971054,0.28282555,0.84468583,0.71740427,0.01895416,1.18059198
-4.74537269,2.16635331,0.05523504,0.02047471,0.28386601,0.85865138,0.70970416,0.01924321,1.19896270
-4.73936968,2.18923209,0.05579742,0.02137208,0.28568983,0.87767492,0.70389151,0.01946389,1.22145620
-4.73336668,2.21919921,0.05655330,0.02239575,0.28832668,0.90189263,0.70014616,0.01961245,1.24812946
-4.72736368,2.25622379,0.05749434,0.02353403,0.29178705,0.93131482,0.69856918,0.01968704,1.27891651
-4.72136068,2.30005441,0.05860547,0.02477065,0.29606231,0.96582215,0.69918301,0.01968774,1.31362805
-4.71535768,2.35022734,0.05986536,0.02608513,0.30112531,1.00516606,0.70193446,0.01961659,1.35195496
-4.70935468,2.40608175,0.06124714,0.02745323,0.30693170,1.04897340,0.70670035,0.01947751,1.39347567
-4.70335168,2.46678148,0.06271922,0.02884765,0.31342186,1.09675507,0.71329543,0.01927618,1.43766719
-4.69734867,2.53134266,0.06424630,0.03023879,0.32052323,1.14791847,0.72148241,0.01901979,1.48391952
-4.69134567,2.59866629,0.06579045,0.03159558,0.32815316,1.20178336,0.73098351,0.01871679,1.53155299
-4.68534267,2.66757468,0.06731227,0.03288648,0.33622206,1.25760052,0.74149328,0.01837663,1.57983819
-4.67933967,2.73685065,0.06877208,0.03408039,0.34463677,1.31457280,0.75269203,0.01800939,1.62801763
-4.67333667,2.80527811,0.07013115,0.03514763,0.35330395,1.37187777,0.76425957,0.01762549,1.67532873
-4.66733367,2.87168269,0.07135281,0.03606090,0.36213359,1.42869121,0.77588856,0.01723530,1.72102725
-4.66133067,2.93497099,0.07240356,0.03679608,0.37104224,1.48421086,0.78729714,0.01684888,1.76441036
-4.65532766,2.99416719,0.07325404,0.03733298,0.37995600,1.53767950,0.79824041,0.01647567,1.80483870
-4.64932466,3.04844551,0.07387981,0.03765597,0.38881317,1.58840666,0.80852017,0.01612424,1.84175658
-4.64332166,3.09715762,0.07426200,0.03775436,0.39756635,1.63578840,0.81799276,0.01580208,1.87470961
-4.63731866,3.13985375,0.07438774,0.03762274,0.40618401,1.67932430,0.82657462,0.01551543,1.90335916
-4.63131566,3.17629693,0.07425041,0.03726099,0.41465145,1.71863135,0.83424541,0.01526920,1.92749309
-4.62531266,3.20646959,0.07384959,0.03667423,0.42297099,1.75345409,0.84104846,0.01506687,1.94703232
-4.61930965,3.23057243,0.07319089,0.03587251,0.43116155,1.78367082,0.84708867,0.01491051,1.96203304
-4.61330665,3.24901538,0.07228554,0.03487040,0.43925752,1.80929552,0.85252777,0.01480080,1.97268430
-4.60730365,3.26240108,0.07114978,0.03368643,0.44730691,1.83047554,0.85757716,0.01473711,1.97930121
-4.60130065,3.27150121,0.06980419,0.03234243,0.45536895,1.84748498,0.86248859,0.01471760,1.98231369
-4.59529765,3.27722662,0.06827282,0.03086275,0.46351111,1.86071394,0.86754279,0.01473938,1.98225133
-4.58929465,3.28059214,0.06658232,0.02927355,0.47180570,1.87065401,0.87303676,0.01479865,1.97972467
-4.58329165,3.28267730,0.06476104,0.02760197,0.48032610,1.87788033,0.87926985,0.01489091,1.97540358
-4.57728864,3.28458433,0.06283810,0.02587541,0.48914279,1.88303077,0.88652928,0.01501108,1.96999335
-4.57128564,3.28739486,0.06084261,0.02412079,0.49831938,1.88678291,0.89507560,0.01515373,1.96420945
-4.56528264,3.29212682,0.05880287,0.02236402,0.50790863,1.88982948,0.90512869,0.01531326,1.95875156
-4.55927964,3.29969323,0.05674580,0.02062936,0.51794877,1.89285314,0.91685471,0.01548403,1.95427803
-4.55327664,3.31086431,0.05469636,0.01893910,0.52846024,1.89650142,0.93035476,0.01566053,1.95138146
-4.54727364,3.32623441,0.05267724,0.01731324,0.53944302,1.90136272,0.94565554,0.01583749,1.95056650
-4.54127064,3.34619522,0.05070860,0.01576924,0.55087456,1.90794432,0.96270266,0.01600998,1.95223057
-4.53526763,3.37091633,0.04880794,0.01432201,0.56270876,1.91665328,0.98135683,0.01617353,1.95664837
-4.52926463,3.40033422,0.04699014,0.01298389,0.57487577,1.92778099,1.00139338,0.01632411,1.96396093
-4.52326163,3.43415023,0.04526753,0.01176469,0.58728295,1.94149215,1.02250507,0.01645825,1.97416954
-4.51725863,3.47183807,0.04365003,0.01067191,0.59981683,1.95781865,1.04430848,0.01657296,1.98713516
-4.51125563,3.51266072,0.04214538,0.00971092,0.61234631,1.97665891,1.06635370,0.01666582,2.00258337
-4.50525263,3.55569629,0.04075935,0.00888513,0.62472676,1.99778261,1.08813711,0.01673490,2.02011475
-4.49924962,3.59987227,0.03949596,0.00819631,0.63680519,2.02084097,1.10911691,0.01677879,2.03922054
-4.49324662,3.64400674,0.03835770,0.00764477,0.64842606,2.04538207,1.12873080,0.01679655,2.05930299
