energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ge_p_up,Ge_p_down,Ge_d_up,Ge_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.69384692,0.55322078,-0.55322080,0.16261661,-0.16261661,0.07559861,-0.07559862,0.11970196,-0.11970197,0.00000000,-0.00000000,0.00396525,-0.00396525,0.22066208,-0.22066208
-5.68784392,0.59000394,-0.59000395,0.17644834,-0.17644834,0.08208952,-0.08208952,0.13166321,-0.13166322,0.00000000,-0.00000000,0.00414661,-0.00414661,0.23132123,-0.23132124
-5.68184092,0.62749388,-0.62749390,0.19071109,-0.19071109,0.08893760,-0.08893760,0.14433705,-0.14433706,0.00000000,-0.00000000,0.00438662,-0.00438662,0.24165145,-0.24165146
-5.67583792,0.66549173,-0.66549175,0.20534453,-0.20534454,0.09610467,-0.09610467,0.15764247,-0.15764247,0.00000000,-0.00000000,0.00468474,-0.00468474,0.25161568,-0.25161568
-5.66983492,0.70379681,-0.70379683,0.22028376,-0.22028377,0.10354644,-0.10354645,0.17148597,-0.17148598,0.00000000,-0.00000000,0.00503980,-0.00503980,0.26118937,-0.26118937
-5.66383192,0.74221013,-0.74221015,0.23546001,-0.23546001,0.11121336,-0.11121337,0.18576369,-0.18576369,0.00000000,-0.00000000,0.00545015,-0.00545015,0.27036042,-0.27036042
-5.65782891,0.78053804,-0.78053805,0.25080132,-0.25080133,0.11905160,-0.11905160,0.20036390,-0.20036390,0.00000000,-0.00000000,0.00591373,-0.00591373,0.27912855,-0.27912855
-5.65182591,0.81859597,-0.81859599,0.26623342,-0.26623343,0.12700438,-0.12700438,0.21516997,-0.21516998,0.00000000,-0.00000000,0.00642821,-0.00642821,0.28750434,-0.28750434
-5.64582291,0.85621241,-0.85621243,0.28168052,-0.28168053,0.13501353,-0.13501354,0.23006369,-0.23006369,0.00000000,-0.00000000,0.00699116,-0.00699116,0.29550791,-0.29550791
-5.63981991,0.89323304,-0.89323305,0.29706625,-0.29706625,0.14302124,-0.14302124,0.24492877,-0.24492878,0.00000000,-0.00000000,0.00760026,-0.00760026,0.30316748,-0.30316749
-5.63381691,0.92952510,-0.92952512,0.31231459,-0.31231460,0.15097200,-0.15097201,0.25965462,-0.25965462,0.00000000,-0.00000000,0.00825346,-0.00825346,0.31051788,-0.31051788
-5.62781391,0.96498198,-0.96498200,0.32735098,-0.32735099,0.15881476,-0.15881476,0.27413994,-0.27413995,0.00000000,-0.00000000,0.00894929,-0.00894929,0.31759909,-0.31759909
-5.62181091,0.99952783,-0.99952784,0.34210332,-0.34210333,0.16650498,-0.16650499,0.28829642,-0.28829643,0.00000000,-0.00000000,0.00968704,-0.00968704,0.32445506,-0.32445506
-5.61580790,1.03312213,-1.03312214,0.35650312,-0.35650313,0.17400687,-0.17400687,0.30205191,-0.30205192,0.00000000,-0.00000000,0.01046705,-0.01046705,0.33113274,-0.33113274
-5.60980490,1.06576390,-1.06576391,0.37048665,-0.37048666,0.18129528,-0.18129529,0.31535335,-0.31535335,0.00000000,-0.00000000,0.01129097,-0.01129097,0.33768138,-0.33768139
-5.60380190,1.09749539,-1.09749540,0.38399602,-0.38399603,0.18835752,-0.18835752,0.32816897,-0.32816897,0.00000000,-0.00000000,0.01216193,-0.01216193,0.34415224,-0.34415224
-5.59779890,1.12840462,-1.12840464,0.39698026,-0.39698026,0.19519467,-0.19519468,0.34048982,-0.34048983,0.00000000,-0.00000000,0.01308477,-0.01308477,0.35059842,-0.35059842
-5.59179590,1.15862672,-1.15862673,0.40939616,-0.40939616,0.20182255,-0.20182255,0.35233043,-0.35233043,0.00000000,-0.00000000,0.01406615,-0.01406615,0.35707496,-0.35707496
-5.58579290,1.18834333,-1.18834334,0.42120905,-0.42120905,0.20827193,-0.20827193,0.36372844,-0.36372845,0.00000000,-0.00000000,0.01511457,-0.01511457,0.36363890,-0.36363890
-5.57978989,1.21777992,-1.21777993,0.43239319,-0.43239319,0.21458819,-0.21458820,0.37474327,-0.37474327,0.00000000,-0.00000000,0.01624034,-0.01624035,0.37034928,-0.37034928
-5.57378689,1.24720057,-1.24720058,0.44293188,-0.44293188,0.22083015,-0.22083016,0.38545363,-0.38545364,0.00000000,-0.00000000,0.01745541,-0.01745541,0.37726681,-0.37726681
-5.56778389,1.27689998,-1.27689999,0.45281714,-0.45281715,0.22706811,-0.22706811,0.39595405,-0.39595406,0.00000000,-0.00000000,0.01877304,-0.01877304,0.38445314,-0.38445314
-5.56178089,1.30719273,-1.30719275,0.46204898,-0.46204898,0.23338107,-0.23338107,0.40635033,-0.40635033,0.00000000,-0.00000000,0.02020742,-0.02020742,0.39196955,-0.39196955
-5.55577789,1.33839972,-1.33839973,0.47063414,-0.47063415,0.23985330,-0.23985330,0.41675415,-0.41675415,0.00000000,-0.00000000,0.02177311,-0.02177311,0.39987502,-0.39987503
-5.54977489,1.37083209,-1.37083211,0.47858447,-0.47858447,0.24657011,-0.24657011,0.42727697,-0.42727697,0.00000000,-0.00000000,0.02348431,-0.02348431,0.40822358,-0.40822358
-5.54377189,1.40477323,-1.40477324,0.48591479,-0.48591479,0.25361321,-0.25361322,0.43802342,-0.43802343,0.00000000,-0.00000000,0.02535414,-0.02535414,0.41706097,-0.41706097
-5.53776888,1.44045927,-1.44045929,0.49264053,-0.49264053,0.26105570,-0.26105571,0.44908445,-0.44908446,0.00000000,-0.00000000,0.02739372,-0.02739372,0.42642085,-0.42642086
-5.53176588,1.47805925,-1.47805927,0.49877512,-0.49877512,0.26895690,-0.26895690,0.46053058,-0.46053059,0.00000000,-0.00000000,0.02961126,-0.02961127,0.43632053,-0.43632053
-5.52576288,1.51765563,-1.51765565,0.50432729,-0.50432729,0.27735735,-0.27735736,0.47240551,-0.47240551,0.00000000,-0.00000000,0.03201116,-0.03201116,0.44675659,-0.44675660
-5.51975988,1.55922656,-1.55922658,0.50929862,-0.50929862,0.28627421,-0.28627421,0.48472047,-0.48472048,0.00000000,-0.00000000,0.03459305,-0.03459305,0.45770072,-0.45770073
-5.51375688,1.60263081,-1.60263083,0.51368128,-0.51368128,0.29569726,-0.29569727,0.49744967,-0.49744968,0.00000000,-0.00000000,0.03735107,-0.03735107,0.46909594,-0.46909594
-5.50775388,1.64759672,-1.64759674,0.51745644,-0.51745644,0.30558588,-0.30558589,0.51052701,-0.51052702,0.00000000,-0.00000000,0.04027314,-0.04027314,0.48085375,-0.48085376
-5.50175088,1.69371607,-1.69371609,0.52059327,-0.52059327,0.31586710,-0.31586710,0.52384449,-0.52384449,0.00000000,-0.00000000,0.04334051,-0.04334052,0.49285244,-0.49285245
-5.49574787,1.74044370,-1.74044373,0.52304895,-0.52304895,0.32643499,-0.32643500,0.53725236,-0.53725237,0.00000000,-0.00000000,0.04652754,-0.04652754,0.50493682,-0.50493682
-5.48974487,1.78710369,-1.78710371,0.52476959,-0.52476958,0.33715156,-0.33715156,0.55056129,-0.55056130,0.00000000,-0.00000000,0.04980170,-0.04980170,0.51691970,-0.51691971
-5.48374187,1.83290214,-1.83290216,0.52569227,-0.52569226,0.34784907,-0.34784907,0.56354641,-0.56354642,0.00000000,-0.00000000,0.05312393,-0.05312393,0.52858524,-0.52858525
-5.47773887,1.87694677,-1.87694679,0.52574819,-0.52574819,0.35833393,-0.35833394,0.57595333,-0.57595333,0.00000000,-0.00000000,0.05644928,-0.05644929,0.53969413,-0.53969413
-5.47173587,1.91827280,-1.91827282,0.52486680,-0.52486680,0.36839196,-0.36839196,0.58750585,-0.58750585,0.00000000,-0.00000000,0.05972788,-0.05972788,0.54999064,-0.54999064
-5.46573287,1.95587429,-1.95587431,0.52298083,-0.52298083,0.37779491,-0.37779492,0.59791523,-0.59791523,0.00000000,-0.00000000,0.06290617,-0.06290617,0.55921132,-0.55921132
-5.45972986,1.98873998,-1.98873999,0.52003204,-0.52003203,0.38630802,-0.38630803,0.60689056,-0.60689057,0.00000000,-0.00000000,0.06592841,-0.06592841,0.56709498,-0.56709498
-5.45372686,2.01589202,-2.01589203,0.51597735,-0.51597734,0.39369822,-0.39369823,0.61414991,-0.61414992,0.00000000,-0.00000000,0.06873841,-0.06873841,0.57339362,-0.57339362
-5.44772386,2.03642602,-2.03642603,0.51079513,-0.51079513,0.39974277,-0.39974277,0.61943169,-0.61943170,0.00000000,-0.00000000,0.07128133,-0.07128133,0.57788378,-0.57788379
-5.44172086,2.04955061,-2.04955061,0.50449130,-0.50449129,0.40423784,-0.40423784,0.62250586,-0.62250586,0.00000000,-0.00000000,0.07350563,-0.07350564,0.58037780,-0.58037780
-5.43571786,2.05462454,-2.05462454,0.49710472,-0.49710471,0.40700670,-0.40700670,0.62318429,-0.62318429,0.00000000,-0.00000000,0.07536492,-0.07536492,0.58073435,-0.58073435
-5.42971486,2.05118963,-2.05118963,0.48871184,-0.48871183,0.40790714,-0.40790714,0.62133000,-0.62132999,0.00000000,-0.00000000,0.07681972,-0.07681972,0.57886780,-0.57886780
-5.42371186,2.03899772,-2.03899771,0.47942994,-0.47942993,0.40683774,-0.40683774,0.61686457,-0.61686457,0.00000000,-0.00000000,0.07783906,-0.07783906,0.57475576,-0.57475575
-5.41770885,2.01803036,-2.01803035,0.46941896,-0.46941895,0.40374274,-0.40374274,0.60977362,-0.60977361,0.00000000,-0.00000000,0.07840176,-0.07840176,0.56844446,-0.56844446
-5.41170585,1.98851007,-1.98851006,0.45888144,-0.45888144,0.39861522,-0.39861522,0.60010979,-0.60010979,0.00000000,-0.00000000,0.07849740,-0.07849740,0.56005164,-0.56005164
-5.40570285,1.95090238,-1.95090236,0.44806073,-0.44806073,0.39149851,-0.39149850,0.58799330,-0.58799329,0.00000000,-0.00000000,0.07812689,-0.07812689,0.54976655,-0.54976655
-5.39969985,1.90590847,-1.90590844,0.43723707,-0.43723706,0.38248565,-0.38248565,0.57360975,-0.57360974,0.00000000,-0.00000000,0.07730260,-0.07730260,0.53784724,-0.53784724
-5.39369685,1.85444859,-1.85444857,0.42672180,-0.42672180,0.37171708,-0.37171708,0.55720549,-0.55720549,0.00000000,-0.00000000,0.07604811,-0.07604811,0.52461495,-0.52461495
-5.38769385,1.79763679,-1.79763676,0.41684980,-0.41684979,0.35937647,-0.35937647,0.53908051,-0.53908051,0.00000000,-0.00000000,0.07439745,-0.07439745,0.51044592,-0.51044591
-5.38169085,1.73674794,-1.73674791,0.40797016,-0.40797016,0.34568510,-0.34568509,0.51957920,-0.51957919,0.00000000,-0.00000000,0.07239404,-0.07239404,0.49576088,-0.49576088
-5.37568784,1.67317858,-1.67317855,0.40043567,-0.40043567,0.33089483,-0.33089482,0.49907941,-0.49907940,0.00000000,-0.00000000,0.07008924,-0.07008924,0.48101265,-0.48101264
-5.36968484,1.60840303,-1.60840300,0.39459120,-0.39459120,0.31528020,-0.31528019,0.47798017,-0.47798016,0.00000000,-0.00000000,0.06754058,-0.06754058,0.46667231,-0.46667230
-5.36368184,1.54392671,-1.54392668,0.39076157,-0.39076157,0.29912979,-0.29912978,0.45668870,-0.45668869,0.00000000,-0.00000000,0.06480989,-0.06480989,0.45321462,-0.45321461
-5.35767884,1.48123855,-1.48123852,0.38923933,-0.38923933,0.28273737,-0.28273736,0.43560702,-0.43560701,0.00000000,-0.00000000,0.06196121,-0.06196121,0.44110312,-0.44110311
-5.35167584,1.42176448,-1.42176446,0.39027285,-0.39027285,0.26639314,-0.26639314,0.41511904,-0.41511903,0.00000000,-0.00000000,0.05905873,-0.05905873,0.43077565,-0.43077565
-5.34567284,1.36682381,-1.36682379,0.39405534,-0.39405534,0.25037546,-0.25037546,0.39557825,-0.39557824,0.00000000,-0.00000000,0.05616481,-0.05616481,0.42263084,-0.42263083
-5.33966983,1.31759017,-1.31759015,0.40071519,-0.40071519,0.23494326,-0.23494325,0.37729688,-0.37729687,0.00000000,-0.00000000,0.05333806,-0.05333806,0.41701601,-0.41701601
-5.33366683,1.27505859,-1.27505858,0.41030814,-0.41030815,0.22032959,-0.22032958,0.36053660,-0.36053660,0.00000000,-0.00000000,0.05063175,-0.05063175,0.41421713,-0.41421713
-5.32766383,1.24001977,-1.24001976,0.42281167,-0.42281167,0.20673634,-0.20673634,0.34550139,-0.34550138,0.00000000,-0.00000000,0.04809240,-0.04809240,0.41445105,-0.41445105
-5.32166083,1.21304246,-1.21304245,0.43812188,-0.43812189,0.19433043,-0.19433042,0.33233253,-0.33233253,0.00000000,-0.00000000,0.04575874,-0.04575873,0.41786033,-0.41786033
-5.31565783,1.19446440,-1.19446440,0.45605327,-0.45605328,0.18324136,-0.18324136,0.32110618,-0.32110617,0.00000000,-0.00000000,0.04366099,-0.04366099,0.42451092,-0.42451093
-5.30965483,1.18439201,-1.18439202,0.47634137,-0.47634138,0.17356038,-0.17356037,0.31183327,-0.31183327,0.00000000,-0.00000000,0.04182057,-0.04182057,0.43439263,-0.43439264
-5.30365183,1.18270853,-1.18270854,0.49864842,-0.49864843,0.16534095,-0.16534095,0.30446194,-0.30446194,0.00000000,-0.00000000,0.04025005,-0.04025005,0.44742237,-0.44742238
-5.29764882,1.18909009,-1.18909010,0.52257191,-0.52257193,0.15860066,-0.15860066,0.29888214,-0.29888214,0.00000000,-0.00000000,0.03895350,-0.03895350,0.46345005,-0.46345006
-5.29164582,1.20302885,-1.20302886,0.54765586,-0.54765587,0.15332423,-0.15332423,0.29493231,-0.29493231,0.00000000,-0.00000000,0.03792719,-0.03792719,0.48226668,-0.48226669
-5.28564282,1.22386201,-1.22386203,0.57340436,-0.57340438,0.14946755,-0.14946755,0.29240784,-0.29240784,0.00000000,-0.00000000,0.03716043,-0.03716043,0.50361449,-0.50361451
-5.27963982,1.25080548,-1.25080551,0.59929715,-0.59929717,0.14696243,-0.14696243,0.29107084,-0.29107085,0.00000000,-0.00000000,0.03663667,-0.03663667,0.52719851,-0.52719852
-5.27363682,1.28299052,-1.28299055,0.62480643,-0.62480645,0.14572197,-0.14572197,0.29066089,-0.29066089,0.00000000,-0.00000000,0.03633477,-0.03633477,0.55269900,-0.55269902
-5.26763382,1.31950195,-1.31950198,0.64941446,-0.64941447,0.14564612,-0.14564612,0.29090635,-0.29090635,0.00000000,-0.00000000,0.03623029,-0.03623029,0.57978439,-0.57978441
-5.26163082,1.35941620,-1.35941623,0.67263120,-0.67263122,0.14662736,-0.14662737,0.29153575,-0.29153576,0.00000000,-0.00000000,0.03629682,-0.03629682,0.60812394,-0.60812396
-5.25562781,1.40183771,-1.40183774,0.69401130,-0.69401132,0.14855621,-0.14855621,0.29228887,-0.29228887,0.00000000,-0.00000000,0.03650731,-0.03650731,0.63739967,-0.63739969
-5.24962481,1.44593217,-1.44593220,0.71316970,-0.71316971,0.15132629,-0.15132630,0.29292700,-0.29292700,0.00000000,-0.00000000,0.03683523,-0.03683523,0.66731706,-0.66731708
-5.24362181,1.49095544,-1.49095547,0.72979520,-0.72979521,0.15483892,-0.15483892,0.29324216,-0.29324216,0.00000000,-0.00000000,0.03725564,-0.03725564,0.69761398,-0.69761400
-5.23761881,1.53627691,-1.53627694,0.74366153,-0.74366154,0.15900693,-0.15900693,0.29306487,-0.29306487,0.00000000,-0.00000000,0.03774612,-0.03774612,0.72806760,-0.72806762
-5.23161581,1.58139678,-1.58139681,0.75463528,-0.75463528,0.16375770,-0.16375770,0.29227015,-0.29227015,0.00000000,-0.00000000,0.03828744,-0.03828744,0.75849891,-0.75849893
-5.22561281,1.62595655,-1.62595658,0.76268049,-0.76268050,0.16903531,-0.16903532,0.29078172,-0.29078172,0.00000000,-0.00000000,0.03886403,-0.03886403,0.78877492,-0.78877494
-5.21960980,1.66974269,-1.66974273,0.76785967,-0.76785967,0.17480172,-0.17480173,0.28857419,-0.28857418,0.00000000,-0.00000000,0.03946426,-0.03946426,0.81880825,-0.81880827
-5.21360680,1.71268369,-1.71268373,0.77033120,-0.77033121,0.18103702,-0.18103702,0.28567319,-0.28567319,0.00000000,-0.00000000,0.04008047,-0.04008047,0.84855456,-0.84855458
-5.20760380,1.75484073,-1.75484076,0.77034334,-0.77034335,0.18773879,-0.18773880,0.28215360,-0.28215360,0.00000000,-0.00000000,0.04070887,-0.04070887,0.87800784,-0.87800786
-5.20160080,1.79639291,-1.79639294,0.76822502,-0.76822502,0.19492063,-0.19492063,0.27813587,-0.27813587,0.00000000,-0.00000000,0.04134913,-0.04134913,0.90719397,-0.90719399
-5.19559780,1.83761787,-1.83761791,0.76437390,-0.76437390,0.20260986,-0.20260987,0.27378069,-0.27378069,0.00000000,-0.00000000,0.04200399,-0.04200399,0.93616305,-0.93616307
-5.18959480,1.87886883,-1.87886887,0.75924229,-0.75924229,0.21084468,-0.21084469,0.26928227,-0.26928227,0.00000000,-0.00000000,0.04267861,-0.04267861,0.96498086,-0.96498088
-5.18359180,1.92054930,-1.92054933,0.75332141,-0.75332141,0.21967073,-0.21967074,0.26486049,-0.26486049,0.00000000,-0.00000000,0.04337995,-0.04337995,0.99372000,-0.99372002
-5.17758879,1.96308663,-1.96308666,0.74712472,-0.74712472,0.22913728,-0.22913728,0.26075219,-0.26075219,0.00000000,-0.00000000,0.04411601,-0.04411601,1.02245118,-1.02245121
-5.17158579,2.00690563,-2.00690566,0.74117108,-0.74117108,0.23929322,-0.23929323,0.25720208,-0.25720208,0.00000000,-0.00000000,0.04489515,-0.04489516,1.05123512,-1.05123514
-5.16558279,2.05240326,-2.05240330,0.73596817,-0.73596817,0.25018295,-0.25018295,0.25445342,-0.25445342,0.00000000,-0.00000000,0.04572539,-0.04572539,1.08011535,-1.08011537
