energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.54977489,2.16062987,1.21452813,0.55485053,0.00732188,0.15490029,1.36889386,0.00000000,0.85337873,0.35363260
-5.54377189,2.14636951,1.21265175,0.54416812,0.00768787,0.15294805,1.36437811,0.00000000,0.85507347,0.35134101
-5.53776888,2.13509022,1.21237429,0.53537013,0.00807696,0.15081927,1.36184434,0.00000000,0.85716960,0.34908880
-5.53176588,2.12719035,1.21379659,0.52873830,0.00848903,0.14853923,1.36146565,0.00000000,0.85969591,0.34690592
-5.52576288,2.12288627,1.21691186,0.52448367,0.00892318,0.14613670,1.36328726,0.00000000,0.86261368,0.34480808
-5.51975988,2.12220758,1.22160576,0.52274023,0.00937760,0.14364392,1.36722554,0.00000000,0.86581804,0.34279744
-5.51375688,2.12500031,1.22766167,0.52356119,0.00984952,0.14109659,1.37307277,0.00000000,0.86914252,0.34086412
-5.50775388,2.13093785,1.23477087,0.52691777,0.01033518,0.13853377,1.38050742,0.00000000,0.87236671,0.33898838
-5.50175088,2.13953862,1.24254691,0.53270059,0.01082983,0.13599785,1.38910903,0.00000000,0.87522642,0.33714344
-5.49574787,2.15018959,1.25054335,0.54072339,0.01132779,0.13353430,1.39837706,0.00000000,0.87742599,0.33529859
-5.48974487,2.16217432,1.25827383,0.55072919,0.01182256,0.13119145,1.40775260,0.00000000,0.87865188,0.33342256
-5.48374187,2.17470405,1.26523348,0.56239827,0.01230692,0.12902015,1.41664175,0.00000000,0.87858713,0.33148687
-5.47773887,2.18695048,1.27092043,0.57535810,0.01277311,0.12707335,1.42443970,0.00000000,0.87692566,0.32946897
-5.47173587,2.19807877,1.27485632,0.58919457,0.01321306,0.12540561,1.43055425,0.00000000,0.87338604,0.32735502
-5.46573287,2.20727916,1.27660498,0.60346439,0.01361857,0.12407246,1.43442779,0.00000000,0.86772388,0.32514209
-5.45972986,2.21379631,1.27578824,0.61770809,0.01398154,0.12312972,1.43555689,0.00000000,0.85974235,0.32283974
-5.45372686,2.21695495,1.27209830,0.63146343,0.01429425,0.12263268,1.43350868,0.00000000,0.84930051,0.32047083
-5.44772386,2.21618117,1.26530622,0.64427858,0.01454957,0.12263517,1.42793363,0.00000000,0.83631904,0.31807149
-5.44172086,2.21101871,1.25526641,0.65572492,0.01474118,0.12318851,1.41857432,0.00000000,0.82078323,0.31569025
-5.43571786,2.20113987,1.24191700,0.66540885,0.01486377,0.12434044,1.40527010,0.00000000,0.80274338,0.31338648
-5.42971486,2.18635101,1.22527656,0.67298244,0.01491324,0.12613380,1.38795791,0.00000000,0.78231246,0.31122798
-5.42371186,2.16659269,1.20543749,0.67815245,0.01488681,0.12860531,1.36666935,0.00000000,0.75966154,0.30928813
-5.41770885,2.14193505,1.18255682,0.68068761,0.01478314,0.13178420,1.34152456,0.00000000,0.73501314,0.30764246
-5.41170585,2.11256867,1.15684506,0.68042389,0.01460238,0.13569090,1.31272347,0.00000000,0.70863302,0.30636504
-5.40570285,2.07879201,1.12855398,0.67726761,0.01434619,0.14033578,1.28053509,0.00000000,0.68082081,0.30552478
-5.39969985,2.04099598,1.09796410,0.67119641,0.01401769,0.14571802,1.24528542,0.00000000,0.65189994,0.30518186
-5.39369685,1.99964668,1.06537262,0.66225818,0.01362140,0.15182467,1.20734470,0.00000000,0.62220745,0.30538448
-5.38769385,1.95526723,1.03108243,0.65056786,0.01316313,0.15862999,1.16711475,0.00000000,0.59208389,0.30616609
-5.38169085,1.90841951,0.99539281,0.63630257,0.01264982,0.16609514,1.12501674,0.00000000,0.56186404,0.30754333
-5.37568784,1.85968670,0.95859209,0.61969511,0.01208936,0.17416825,1.08148008,0.00000000,0.53186837,0.30951470
-5.36968484,1.80965733,0.92095262,0.60102632,0.01149042,0.18278496,1.03693261,0.00000000,0.50239588,0.31206018
-5.36368184,1.75891128,0.88272788,0.58061645,0.01086221,0.19186942,0.99179255,0.00000000,0.47371824,0.31514164
-5.35767884,1.70800841,0.84415183,0.55881609,0.01021427,0.20133581,0.94646206,0.00000000,0.44607545,0.31870420
-5.35167584,1.65747974,0.80544013,0.53599688,0.00955626,0.21109023,0.90132270,0.00000000,0.41967294,0.32267843
-5.34567284,1.60782145,0.76679291,0.51254231,0.00889774,0.22103304,0.85673252,0.00000000,0.39468027,0.32698320
-5.33966983,1.55949150,0.72839860,0.48883906,0.00824797,0.23106152,0.81302465,0.00000000,0.37123103,0.33152909
-5.33366683,1.51290861,0.69043854,0.46526887,0.00761575,0.24107262,0.77050722,0.00000000,0.34942401,0.33622219
-5.32766383,1.46845311,0.65309165,0.44220134,0.00700926,0.25096585,0.72946426,0.00000000,0.32932542,0.34096800
-5.32166083,1.42646933,0.61653899,0.41998765,0.00643593,0.26064600,0.69015725,0.00000000,0.31097179,0.34567529
-5.31565783,1.38726878,0.58096773,0.39895521,0.00590230,0.27002562,0.65282713,0.00000000,0.29437349,0.35025960
-5.30965483,1.35113368,0.54657424,0.37940332,0.00541399,0.27902713,0.61769639,0.00000000,0.27951857,0.35464630
-5.30365183,1.31832018,0.51356615,0.36159980,0.00497564,0.28758428,0.58497105,0.00000000,0.26637674,0.35877296
-5.29764882,1.28906096,0.48216339,0.34577829,0.00459082,0.29564314,0.55484227,0.00000000,0.25490320,0.36259086
-5.29164582,1.26356667,0.45259795,0.33213640,0.00426211,0.30316226,0.52748748,0.00000000,0.24504234,0.36606574
-5.28564282,1.24202610,0.42511273,0.32083437,0.00399103,0.31011222,0.50307100,0.00000000,0.23673094,0.36917754
-5.27963982,1.22460495,0.39995943,0.31199420,0.00377809,0.31647446,0.48174400,0.00000000,0.22990108,0.37191942
-5.27363682,1.21144328,0.37739568,0.30569919,0.00362284,0.32223963,0.46364392,0.00000000,0.22448246,0.37429598
-5.26763382,1.20265183,0.35768157,0.30199382,0.00352390,0.32740543,0.44889333,0.00000000,0.22040417,0.37632090
-5.26163082,1.19830758,0.34107586,0.30088389,0.00347899,0.33197419,0.43759843,0.00000000,0.21759611,0.37801424
-5.25562781,1.19844894,0.32783184,0.30233698,0.00348505,0.33595044,0.42984722,0.00000000,0.21598981,0.37939956
-5.24962481,1.20307096,0.31819307,0.30628329,0.00353826,0.33933849,0.42570747,0.00000000,0.21551897,0.38050105
-5.24362181,1.21212118,0.31238898,0.31261678,0.00363413,0.34214049,0.42522459,0.00000000,0.21611965,0.38134109
-5.23761881,1.22549638,0.31063041,0.32119688,0.00376759,0.34435479,0.42841960,0.00000000,0.21773016,0.38193806
-5.23161581,1.24304068,0.31310498,0.33185061,0.00393308,0.34597510,0.43528712,0.00000000,0.22029084,0.38230499
-5.22561281,1.26454511,0.31997228,0.34437533,0.00412465,0.34699022,0.44579352,0.00000000,0.22374361,0.38244875
-5.21960980,1.28974888,0.33135878,0.35854202,0.00433606,0.34738458,0.45987523,0.00000000,0.22803153,0.38237010
-5.21360680,1.31834221,0.34735248,0.37409919,0.00456091,0.34713943,0.47743720,0.00000000,0.23309816,0.38206437
-5.20760380,1.34997052,0.36799715,0.39077730,0.00479273,0.34623472,0.49835153,0.00000000,0.23888689,0.38152280
-5.20160080,1.38423989,0.39328623,0.40829351,0.00502515,0.34465134,0.52245619,0.00000000,0.24534018,0.38073437
-5.19559780,1.42072314,0.42315665,0.42635695,0.00525196,0.34237378,0.54955392,0.00000000,0.25239876,0.37968791
-5.18959480,1.45896640,0.45748243,0.44467391,0.00546731,0.33939279,0.57941120,0.00000000,0.26000061,0.37837434
-5.18359180,1.49849562,0.49606867,0.46295326,0.00566577,0.33570797,0.61175753,0.00000000,0.26808003,0.37678878
-5.17758879,1.53882280,0.53864601,0.48091149,0.00584245,0.33133002,0.64628485,0.00000000,0.27656645,0.37493237
-5.17158579,1.57945156,0.58486620,0.49827756,0.00599312,0.32628250,0.68264752,0.00000000,0.28538342,0.37281366
-5.16558279,1.61988200,0.63429904,0.51479716,0.00611428,0.32060294,0.72046284,0.00000000,0.29444754,0.37044935
-5.15957979,1.65961489,0.68643141,0.53023647,0.00620322,0.31434323,0.75931233,0.00000000,0.30366752,0.36786451
-5.15357679,1.69815516,0.74066862,0.54438512,0.00625805,0.30756923,0.79874408,0.00000000,0.31294359,0.36509198
-5.14757379,1.73501506,0.79633873,0.55705860,0.00627774,0.30035960,0.83827631,0.00000000,0.32216717,0.36217133
-5.14157079,1.76971725,0.85269996,0.56809984,0.00626211,0.29280401,0.87740231,0.00000000,0.33122114,0.35914717
-5.13556778,1.80179814,0.90895145,0.57738022,0.00621182,0.28500068,0.91559698,0.00000000,0.33998060,0.35606716
-5.12956478,1.83081189,0.96424746,0.58479998,0.00612828,0.27705357,0.95232487,0.00000000,0.34831436,0.35297977
-5.12356178,1.85633535,1.01771464,0.59028815,0.00601365,0.26906931,0.98704987,0.00000000,0.35608721,0.34993201
-5.11755878,1.87797404,1.06847215,0.59380212,0.00587073,0.26115397,1.01924624,0.00000000,0.36316280,0.34696731
-5.11155578,1.89536937,1.11565402,0.59532694,0.00570290,0.25341001,1.04841077,0.00000000,0.36940731,0.34412361
-5.10555278,1.90820692,1.15843290,0.59487441,0.00551399,0.24593335,1.07407571,0.00000000,0.37469362,0.34143193
-5.09954977,1.91622543,1.19604441,0.59248202,0.00530827,0.23881096,1.09582196,0.00000000,0.37890601,0.33891537
-5.09354677,1.91922631,1.22781107,0.58821182,0.00509025,0.23211869,1.11329198,0.00000000,0.38194498,0.33658863
-5.08754377,1.91708288,1.25316460,0.58214918,0.00486470,0.22591979,1.12620178,0.00000000,0.38373210,0.33445806
-5.08154077,1.90974888,1.27166587,0.57440143,0.00463653,0.22026380,1.13435152,0.00000000,0.38421464,0.33252216
-5.07553777,1.89726550,1.28302116,0.56509634,0.00441072,0.21518604,1.13763392,0.00000000,0.38336961,0.33077243
-5.06953477,1.87976644,1.28709432,0.55438036,0.00419224,0.21070749,1.13604021,0.00000000,0.38120704,0.32919459
-5.06353177,1.85748031,1.28391382,0.54241668,0.00398607,0.20683513,1.12966315,0.00000000,0.37777233,0.32776982
-5.05752876,1.83073013,1.27367468,0.52938291,0.00379706,0.20356259,1.11869680,0.00000000,0.37314734,0.32647625
-5.05152576,1.79992971,1.25673485,0.51546852,0.00362999,0.20087106,1.10343318,0.00000000,0.36745033,0.32529021
-5.04552276,1.76557681,1.23360642,0.50087196,0.00348943,0.19873045,1.08425567,0.00000000,0.36083446,0.32418758
-5.03951976,1.72824357,1.20494198,0.48579757,0.00337979,0.19710072,1.06162969,0.00000000,0.35348517,0.32314483
-5.03351676,1.68856443,1.17151676,0.47045230,0.00330523,0.19593324,1.03609087,0.00000000,0.34561628,0.32213997
-5.02751376,1.64722229,1.13420753,0.45504247,0.00326963,0.19517246,1.00823143,0.00000000,0.33746513,0.32115336
-5.02151076,1.60493376,1.09396910,0.43977055,0.00327656,0.19475749,0.97868539,0.00000000,0.32928697,0.32016842
-5.01550775,1.56243413,1.05180960,0.42483230,0.00332917,0.19462392,0.94811330,0.00000000,0.32134883,0.31917230
-5.00950475,1.52046316,1.00876564,0.41041420,0.00343022,0.19470573,0.91718718,0.00000000,0.31392319,0.31815658
-5.00350175,1.47975236,0.96587823,0.39669156,0.00358194,0.19493734,0.88657645,0.00000000,0.30728173,0.31711812
-4.99749875,1.44101436,0.92417059,0.38382719,0.00378598,0.19525583,0.85693522,0.00000000,0.30168943,0.31606008
-4.99149575,1.40493509,0.88462839,0.37197082,0.00404340,0.19560321,0.82889162,0.00000000,0.29739926,0.31499305
-4.98549275,1.37216863,0.84818305,0.36125924,0.00435455,0.19592887,0.80303921,0.00000000,0.29464768,0.31393653
-4.97948974,1.34333522,0.81569845,0.35181717,0.00471905,0.19619201,0.77993078,0.00000000,0.29365109,0.31292043
-4.97348674,1.31902162,0.78796092,0.34375866,0.00513574,0.19636407,0.76007438,0.00000000,0.29460322,0.31198678
-4.96748374,1.29978378,0.76567262,0.33718895,0.00560271,0.19643102,0.74393121,0.00000000,0.29767354,0.31119134
-4.96148074,1.28615071,0.74944759,0.33220656,0.00611724,0.19639535,0.73191530,0.00000000,0.30300652,0.31060506
-4.95547774,1.27862886,0.73981020,0.32890534,0.00667585,0.19627781,0.72439407,0.00000000,0.31072174,0.31031515
-4.94947474,1.27770595,0.73719519,0.32737627,0.00727437,0.19611847,0.72168956,0.00000000,0.32091444,0.31042573
-4.94347174,1.28385312,0.74194855,0.32770866,0.00790798,0.19597732,0.72407937,0.00000000,0.33365641,0.31105763
-4.93746873,1.29752460,0.75432856,0.32999064,0.00857132,0.19593400,0.73179702,0.00000000,0.34899697,0.31234738
-4.93146573,1.31915389,0.77450630,0.33430855,0.00925857,0.19608672,0.74503101,0.00000000,0.36696364,0.31444515
-4.92546273,1.34914587,0.80256497,0.34074526,0.00996362,0.19655035,0.76392221,0.00000000,0.38756241,0.31751160
-4.91945973,1.38786464,0.83849777,0.34937721,0.01068014,0.19745345,0.78855947,0.00000000,0.41077727,0.32171357
-4.91345673,1.43561679,0.88220410,0.36027018,0.01140175,0.19893453,0.81897314,0.00000000,0.43656894,0.32721864
-4.90745373,1.49263076,0.93348402,0.37347401,0.01212209,0.20113742,0.85512696,0.00000000,0.46487268,0.33418873
-4.90145073,1.55903271,0.99203148,0.38901627,0.01283499,0.20420589,0.89690843,0.00000000,0.49559526,0.34277285
-4.89544772,1.63482032,1.05742665,0.40689531,0.01353447,0.20827777,0.94411836,0.00000000,0.52861114,0.35309929
-4.88944472,1.71983553,1.12912824,0.42707296,0.01421489,0.21347871,0.99646026,0.00000000,0.56375813,0.36526758
-4.88344172,1.81373821,1.20646666,0.44946742,0.01487090,0.21991577,1.05353063,0.00000000,0.60083279,0.37934052
-4.87743872,1.91598236,1.28863897,0.47394669,0.01549752,0.22767124,1.11481078,0.00000000,0.63958605,0.39533685
-4.87143572,2.02579682,1.37470685,0.50032304,0.01609008,0.23679684,1.17966148,0.00000000,0.67971940,0.41322470
-4.86543272,2.14217224,1.46359845,0.52834917,0.01664422,0.24730869,1.24732120,0.00000000,0.72088216,0.43291654
-4.85942971,2.26385604,1.55411506,0.55771626,0.01715580,0.25918315,1.31690880,0.00000000,0.76267032,0.45426574
-4.85342671,2.38935663,1.64494327,0.58805442,0.01762090,0.27235404,1.38743119,0.00000000,0.80462733,0.47706518
-4.84742371,2.51695782,1.73467301,0.61893582,0.01803572,0.28671116,1.45779651,0.00000000,0.84624725,0.50104822
-4.84142071,2.64474401,1.82182153,0.64988053,0.01839659,0.30210046,1.52683272,0.00000000,0.88698048,0.52589193
-4.83541771,2.77063579,1.90486296,0.68036517,0.01869990,0.31832583,1.59331145,0.00000000,0.92624214,0.55122286
-4.82941471,2.89243547,1.98226289,0.70983416,0.01894213,0.33515266,1.65597652,0.00000000,0.96342310,0.57662510
-4.82341171,3.00788108,2.05251667,0.73771323,0.01911989,0.35231289,1.71357614,0.00000000,0.99790344,0.60165049
-4.81740870,3.11470705,2.11419027,0.76342485,0.01922995,0.36951161,1.76489774,0.00000000,1.02906785,0.62583051
-4.81140570,3.21070914,2.16596181,0.78640484,0.01926936,0.38643498,1.80880383,0.00000000,1.05632257,0.64868969
-4.80540270,3.29381114,2.20666221,0.80611957,0.01923555,0.40275902,1.84426751,0.00000000,1.07911307,0.66975963
-4.79939970,3.36213013,2.23531278,0.82208300,0.01912647,0.41815911,1.87040587,0.00000000,1.09694170,0.68859342
-4.79339670,3.41403760,2.25115811,0.83387279,0.01894073,0.43231974,1.88650970,0.00000000,1.10938465,0.70477956
-4.78739370,3.44821353,2.25369254,0.84114462,0.01867776,0.44494412,1.89206811,0.00000000,1.11610705,0.71795496
-4.78139070,3.46369071,2.24267882,0.84364427,0.01833793,0.45576329,1.88678673,0.00000000,1.11687583,0.72781630
-4.77538769,3.45988745,2.21815792,0.84121666,0.01792266,0.46454421,1.87059867,0.00000000,1.11156937,0.73412939
-4.76938469,3.43662690,2.18044941,0.83381152,0.01743452,0.47109667,1.84366752,0.00000000,1.10018349,0.73673601
-4.76338169,3.39414224,2.13014238,0.82148537,0.01687726,0.47527864,1.80638238,0.00000000,1.08283352,0.73555798
-4.75737869,3.33306747,2.06807711,0.80439984,0.01625582,0.47699977,1.75934506,0.00000000,1.05975213,0.73059837
-4.75137569,3.25441443,1.99531856,0.78281628,0.01557626,0.47622308,1.70335004,0.00000000,1.03128318,0.72193974
-4.74537269,3.15953716,1.91312272,0.75708697,0.01484570,0.47296477,1.63935842,0.00000000,0.99787165,0.70973967
-4.73936968,3.05008563,1.82289756,0.72764353,0.01407213,0.46729202,1.56846679,0.00000000,0.96005039,0.69422378
-4.73336668,2.92795090,1.72616034,0.69498287,0.01326429,0.45931928,1.49187287,0.00000000,0.91842400,0.67567670
-4.72736368,2.79520469,1.62449314,0.65965154,0.01243141,0.44920296,1.41083927,0.00000000,0.87365098,0.65443136
-4.72136068,2.65403587,1.51949880,0.62222914,0.01158301,0.43713501,1.32665721,0.00000000,0.82642458,0.63085731
-4.71535768,2.50668706,1.41275881,0.58331152,0.01072865,0.42333568,1.24061159,0.00000000,0.77745357,0.60534851
-4.70935468,2.35539386,1.30579501,0.54349457,0.00987767,0.40804580,1.15394898,0.00000000,0.72744356,0.57831121
-4.70335168,2.20232917,1.20003635,0.50335918,0.00903903,0.39151898,1.06784968,0.00000000,0.67707963,0.55015247
-4.69734867,2.04955468,1.09679184,0.46345794,0.00822103,0.37401408,0.98340461,0.00000000,0.62701108,0.52126975
-4.69134567,1.89898101,0.99723011,0.42430412,0.00743120,0.35578827,0.90159782,0.00000000,0.57783860,0.49204193
-4.68534267,1.75233745,0.90236604,0.38636304,0.00667610,0.33709085,0.82329478,0.00000000,0.53010441,0.46282204
-4.67933967,1.61115173,0.81305415,0.35004621,0.00596130,0.31815821,0.74923634,0.00000000,0.48428535,0.43393192
-4.67333667,1.47673956,0.72998848,0.31570806,0.00529126,0.29920978,0.68003804,0.00000000,0.44078907,0.40565869
-4.66733367,1.35020346,0.65370788,0.28364526,0.00466934,0.28044532,0.61619416,0.00000000,0.39995308,0.37825312
-4.66133067,1.23243953,0.58460612,0.25409828,0.00409784,0.26204326,0.55808573,0.00000000,0.36204642,0.35192964
-4.65532766,1.12415100,0.52294532,0.22725508,0.00357802,0.24416017,0.50599139,0.00000000,0.32727346,0.32686772
-4.64932466,1.02586675,0.46887180,0.20325614,0.00311021,0.22693110,0.46010029,0.00000000,0.29577951,0.30321444
-4.64332166,0.93796311,0.42243294,0.18220087,0.00269390,0.21047077,0.42052584,0.00000000,0.26765755,0.28108775
