energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-5.90995498,7.31684763,0.75032705,3.18221597,0.01569741,0.47002602,1.64221906,1.99175057,0.03424307,0.99150706
-5.90395198,7.37736435,0.76693678,3.23105730,0.01553751,0.47282619,1.64240397,1.99681165,0.03311787,0.99004699
-5.89794897,7.44203348,0.78377795,3.27643872,0.01531295,0.47652927,1.64559768,2.00716715,0.03204846,0.99041563
-5.89194597,7.50887147,0.80063533,3.31722622,0.01502918,0.48108069,1.65134561,2.02246305,0.03105360,0.99232054
-5.88594297,7.57608340,0.81732506,3.35240553,0.01469291,0.48643767,1.65925538,2.04233523,0.03015030,0.99551308
-5.87993997,7.64209015,0.83370023,3.38110265,0.01431197,0.49256994,1.66900805,2.06640692,0.02935351,0.99979170
-5.87393697,7.70554388,0.84965412,3.40259918,0.01389504,0.49945928,1.68036428,2.09428514,0.02867582,1.00500295
-5.86793397,7.76533127,0.86512124,3.41634195,0.01345143,0.50709771,1.69316516,2.12555610,0.02812723,1.01103979
-5.86193097,7.82056471,0.88007594,3.42194676,0.01299080,0.51548455,1.70732773,2.15977989,0.02771489,1.01783761
-5.85592796,7.87056220,0.89452863,3.41919653,0.01252292,0.52462247,1.72283552,2.19648466,0.02744301,1.02536777
-5.84992496,7.91481736,0.90851983,3.40803414,0.01205733,0.53451251,1.73972456,2.23516089,0.02731270,1.03362918
-5.84392196,7.95296154,0.92211234,3.38855046,0.01160314,0.54514865,1.75806574,2.27525598,0.02732189,1.04263814
-5.83791896,7.98472038,0.93538190,3.36096851,0.01116875,0.55651201,1.77794445,2.31617001,0.02746536,1.05241709
-5.83191596,8.00986783,0.94840683,3.32562459,0.01076165,0.56856512,1.79943862,2.35725303,0.02773472,1.06298273
-5.82591296,8.02818043,0.96125733,3.28294748,0.01038824,0.58124663,1.82259631,2.39780460,0.02811856,1.07433412
-5.81990995,8.03939501,0.97398479,3.23343678,0.01005366,0.59446686,1.84741428,2.43707608,0.02860258,1.08644160
-5.81390695,8.04317268,0.98661193,3.17764151,0.00976173,0.60810443,1.87381854,2.47427611,0.02916986,1.09923687
-5.80790395,8.03907168,0.99912428,3.11613999,0.00951485,0.62200439,1.90164817,2.50857952,0.02980118,1.11260510
-5.80190095,8.02653103,1.01146345,3.04952191,0.00931401,0.63597796,1.93064332,2.53913985,0.03047541,1.12637942
-5.79589795,8.00486657,1.02352264,2.97837329,0.00915884,0.64980414,1.96043817,2.56510524,0.03116996,1.14033815
-5.78989495,7.97327998,1.03514478,2.90326504,0.00904762,0.66323309,1.99055947,2.58563749,0.03186139,1.15420518
-5.78389195,7.93088064,1.04612339,2.82474522,0.00897743,0.67599134,2.02043075,2.59993358,0.03252592,1.16765347
-5.77788894,7.87671969,1.05620619,2.74333533,0.00894428,0.68778869,2.04938237,2.60724890,0.03314009,1.18031158
-5.77188594,7.80983441,1.06510145,2.65953039,0.00894327,0.69832638,2.07666706,2.60692137,0.03368142,1.19177316
-5.76588294,7.72930109,1.07248673,2.57380258,0.00896874,0.70730640,2.10148028,2.59839518,0.03412902,1.20160893
-5.75987994,7.63429330,1.07801975,2.48660787,0.00901454,0.71444146,2.12298475,2.58124314,0.03446421,1.20938061
-5.75387694,7.52414287,1.08135074,2.39839516,0.00907415,0.71946513,2.14033803,2.55518655,0.03467106,1.21465629
-5.74787394,7.39840014,1.08213596,2.30961709,0.00914098,0.72214184,2.15272199,2.52011146,0.03473690,1.21702649
-5.74187094,7.25689049,1.08005149,2.22074174,0.00920852,0.72227615,2.15937303,2.47608050,0.03465264,1.21612030
-5.73586793,7.09976394,1.07480697,2.13226448,0.00927057,0.71972091,2.15961162,2.42333948,0.03441309,1.21162067
-5.72986493,6.92753538,1.06615838,2.04471916,0.00932143,0.71438410,2.15286992,2.36231840,0.03401708,1.20327842
-5.72386193,6.74111306,1.05391950,1.95868779,0.00935608,0.70623374,2.13871641,2.29362657,0.03346746,1.19092414
-5.71785893,6.54181372,1.03797149,1.87480820,0.00937033,0.69530098,2.11687630,2.21804190,0.03277103,1.17447757
-5.71185593,6.33136327,1.01827009,1.79377887,0.00936097,0.68168099,2.08724696,2.13649474,0.03193824,1.15395402
-5.70585293,6.11188259,0.99485028,1.71636062,0.00932582,0.66553181,2.04990766,2.05004676,0.03098289,1.12946745
-5.69984992,5.88585852,0.96782815,1.64337473,0.00926386,0.64707099,2.00512315,1.95986563,0.02992168,1.10123025
-5.69384692,5.65610084,0.93739991,1.57569710,0.00917522,0.62657039,1.95334101,1.86719647,0.02877364,1.06954951
-5.68784392,5.42568636,0.90383818,1.51424858,0.00906117,0.60434921,1.89518271,1.77333104,0.02755960,1.03482011
-5.68184092,5.19789184,0.86748566,1.45998118,0.00892411,0.58076542,1.83142875,1.67957566,0.02630157,0.99751466
-5.67583792,4.97611766,0.82874656,1.41386049,0.00876746,0.55620621,1.76299847,1.58721918,0.02502208,0.95817096
-5.66983492,4.76380452,0.78807607,1.37684450,0.00859555,0.53107747,1.69092513,1.49750168,0.02374362,0.91737714
-5.66383192,4.56434570,0.74596841,1.34985925,0.00841348,0.50579284,1.61632739,1.41158515,0.02248799,0.87575526
-5.65782891,4.38099726,0.70294380,1.33377177,0.00822693,0.48076269,1.54037794,1.33052674,0.02127582,0.83394383
-5.65182591,4.21678899,0.65953501,1.32936115,0.00804196,0.45638332,1.46427065,1.25525552,0.02012604,0.79257993
-5.64582291,4.07443860,0.61627378,1.33728840,0.00786482,0.43302668,1.38918726,1.18655304,0.01905550,0.75228150
-5.63981991,3.95627166,0.57367774,1.35806613,0.00770170,0.41103112,1.31626471,1.12503832,0.01807862,0.71363045
-5.63381691,3.86414977,0.53223819,1.39202912,0.00755851,0.39069309,1.24656432,1.07115743,0.01720715,0.67715712
-5.62781391,3.79940921,0.49240906,1.43930685,0.00744069,0.37226035,1.18104373,1.02517781,0.01645000,0.64332653
-5.62181091,3.76281202,0.45459731,1.49979928,0.00735295,0.35592660,1.12053255,0.98718735,0.01581311,0.61252698
-5.61580790,3.75451146,0.41915518,1.57315705,0.00729915,0.34182786,1.06571227,0.95709814,0.01529947,0.58506119
-5.60980490,3.77403308,0.38637411,1.65876732,0.00728211,0.33004041,1.01710125,0.93465464,0.01490918,0.56114027
-5.60380190,3.82027273,0.35648070,1.75574627,0.00730349,0.32058067,0.97504486,0.91944601,0.01463954,0.54088068
-5.59779890,3.89151203,0.32963447,1.86293939,0.00736373,0.31340657,0.93971118,0.91092222,0.01448523,0.52430419
-5.59179590,3.98545155,0.30592749,1.97893009,0.00746198,0.30842070,0.91109210,0.90841337,0.01443853,0.51134067
-5.58579290,4.09926131,0.28538570,2.10205733,0.00759612,0.30547486,0.88900966,0.91115187,0.01448959,0.50183376
-5.57978989,4.22964790,0.26797174,2.23044216,0.00776280,0.30437598,0.87312729,0.91829673,0.01462675,0.49554892
-5.57378689,4.37293646,0.25358922,2.36202333,0.00795751,0.30489316,0.86296545,0.92895929,0.01483679,0.49218374
-5.56778389,4.52516580,0.24208804,2.49460091,0.00817472,0.30676555,0.85792099,0.94222986,0.01510535,0.49137992
-5.56178089,4.68219386,0.23327073,2.62588739,0.00840802,0.30971094,0.85728954,0.95720428,0.01541725,0.49273659
-5.55577789,4.83981054,0.22689951,2.75356444,0.00865032,0.31343466,0.86029013,0.97300986,0.01575681,0.49582453
-5.54977489,4.99385449,0.22270383,2.87534397,0.00889406,0.31763850,0.86609120,0.98882982,0.01610828,0.50020061
-5.54377189,5.14032986,0.22038835,2.98903108,0.00913143,0.32202956,0.87383712,1.00392556,0.01645614,0.50542218
-5.53776888,5.27551936,0.21964092,3.09258691,0.00935458,0.32632847,0.88267436,1.01765602,0.01678546,0.51106071
-5.53176588,5.39608946,0.22014071,3.18418888,0.00955592,0.33027692,0.89177662,1.02949366,0.01708217,0.51671444
-5.52576288,5.49918406,0.22156603,3.26228591,0.00972828,0.33364431,0.90036794,1.03903634,0.01733344,0.52201951
-5.51975988,5.58250318,0.22360184,3.32564638,0.00986514,0.33623311,0.90774337,1.04601500,0.01752785,0.52665925
-5.51375688,5.64436362,0.22594685,3.37339679,0.00996085,0.33788301,0.91328645,1.05029664,0.01765566,0.53037142
-5.50775388,5.68373949,0.22831993,3.40504928,0.01001076,0.33847370,0.91648320,1.05188280,0.01770898,0.53295324
-5.50175088,5.70028085,0.23046587,3.42051690,0.01001134,0.33792614,0.91693213,1.05090344,0.01768192,0.53426404
-5.49574787,5.69431010,0.23216024,3.42011576,0.00996031,0.33620247,0.91435029,1.04760653,0.01757064,0.53422561
-5.48974487,5.66679617,0.23321338,3.40455394,0.00985665,0.33330458,0.90857524,1.04234400,0.01737343,0.53282032
-5.48374187,5.61930792,0.23347342,3.37490747,0.00970063,0.32927138,0.89956307,1.03555430,0.01709063,0.53008725
-5.47773887,5.55394873,0.23282820,3.33258457,0.00949375,0.32417505,0.88738270,1.02774260,0.01672463,0.52611651
-5.47173587,5.47327536,0.23120623,3.27927943,0.00923869,0.31811646,0.87220703,1.01945933,0.01627967,0.52104212
-5.46573287,5.38020454,0.22857654,3.21691780,0.00893920,0.31121985,0.85430118,1.01127792,0.01576174,0.51503383
-5.45972986,5.27791145,0.22494762,3.14759649,0.00859995,0.30362722,0.83400870,1.00377271,0.01517832,0.50828834
-5.45372686,5.16972447,0.22036544,3.07351960,0.00822637,0.29549252,0.81173617,0.99749802,0.01453815,0.50102027
-5.44772386,5.05902077,0.21491061,2.99693412,0.00782448,0.28697597,0.78793713,0.99296903,0.01385097,0.49345327
-5.44172086,4.94912693,0.20869493,2.92006759,0.00740071,0.27823870,0.76309578,0.99064553,0.01312724,0.48581186
-5.43571786,4.84322878,0.20185741,2.84507043,0.00696170,0.26943791,0.73771135,0.99091889,0.01237783,0.47831408
-5.42971486,4.74429387,0.19455988,2.77396512,0.00651413,0.26072275,0.71228364,0.99410300,0.01161374,0.47116542
-5.42371186,4.65500928,0.18698247,2.70860418,0.00606454,0.25223096,0.68730013,1.00042932,0.01084583,0.46455416
-5.41770885,4.57773684,0.17931886,2.65063829,0.00561919,0.24408638,0.66322530,1.01004624,0.01008459,0.45864828
-5.41170585,4.51448668,0.17177180,2.60149542,0.00518396,0.23639740,0.64049220,1.02302263,0.00933988,0.45359389
-5.40570285,4.46690921,0.16454864,2.56237131,0.00476420,0.22925615,0.61949646,1.03935537,0.00862079,0.44951521
-5.39969985,4.43630467,0.15785713,2.53423091,0.00436472,0.22273857,0.60059267,1.05898027,0.00793546,0.44651585
-5.39369685,4.42364837,0.15190163,2.51782005,0.00398970,0.21690505,0.58409304,1.08178580,0.00729099,0.44468123
-5.38769385,4.42962919,0.14687945,2.51368590,0.00364273,0.21180164,0.57026790,1.10762881,0.00669339,0.44408181
-5.38169085,4.45469797,0.14297767,2.52220455,0.00332677,0.20746153,0.55934770,1.13635139,0.00614754,0.44477677
-5.37568784,4.49912204,0.14037010,2.54361343,0.00304423,0.20390680,0.55152602,1.16779774,0.00565722,0.44681780
-5.36968484,4.56304196,0.13921457,2.57804644,0.00279699,0.20115007,0.54696308,1.20183019,0.00522514,0.45025262
-5.36368184,4.64652628,0.13965030,2.62556906,0.00258648,0.19919602,0.54578915,1.23834336,0.00485303,0.45512783
-5.35767884,4.74962021,0.14179551,2.68621108,0.00241374,0.19804273,0.54810744,1.27727541,0.00454168,0.46149089
-5.35167584,4.87238473,0.14574505,2.75999463,0.00227950,0.19768246,0.55399601,1.31861582,0.00429109,0.46939090
-5.34567284,5.01492293,0.15156819,2.84695525,0.00218423,0.19810210,0.56350837,1.36240889,0.00410053,0.47887801
-5.33966983,5.17739124,0.15930649,2.94715440,0.00212822,0.19928318,0.57667257,1.40875269,0.00396867,0.49000148
-5.33366683,5.35999405,0.16897187,3.06068204,0.00211161,0.20120135,0.59348878,1.45779322,0.00389361,0.50280639
-5.32766383,5.56296142,0.18054495,3.18764873,0.00213440,0.20382557,0.61392536,1.50971405,0.00387303,0.51732911
-5.32166083,5.78651044,0.19397371,3.32816693,0.00219652,0.20711699,0.63791375,1.56472165,0.00390423,0.53359184
-5.31565783,6.03079209,0.20917275,3.48232253,0.00229777,0.21102774,0.66534258,1.62302728,0.00398415,0.55159653
-5.30965483,6.29582651,0.22602313,3.65013756,0.00243785,0.21549971,0.69605141,1.68482632,0.00410946,0.57131860
-5.30365183,6.58143039,0.24437303,3.83152628,0.00261632,0.22046355,0.72982479,1.75027608,0.00427655,0.59270088
-5.29764882,6.88714131,0.26403936,4.02624724,0.00283256,0.22583795,0.76638720,1.81947362,0.00448156,0.61564832
-5.29164582,7.21214408,0.28481030,4.23385432,0.00308576,0.23152949,0.80539958,1.89243482,0.00472042,0.64002388
-5.28564282,7.55520467,0.30644901,4.45365016,0.00337485,0.23743304,0.84645795,1.96907610,0.00498884,0.66564603
-5.27963982,7.91461716,0.32869827,4.68464559,0.00369850,0.24343291,0.88909468,2.04920031,0.00528234,0.69228830
-5.27363682,8.28816862,0.35128616,4.92552850,0.00405509,0.24940470,0.93278278,2.13248766,0.00559627,0.71968101
-5.26763382,8.67312656,0.37393254,5.17464538,0.00444271,0.25521790,0.97694341,2.21849293,0.00592585,0.74751543
-5.26163082,9.06625174,0.39635609,5.42999820,0.00485921,0.26073919,1.02095656,2.30664924,0.00626625,0.77545033
-5.25562781,9.46383872,0.41828175,5.68925851,0.00530215,0.26583627,1.06417487,2.39627881,0.00661259,0.80312077
-5.24962481,9.86178404,0.43944808,5.94979989,0.00576897,0.27038216,1.10594004,2.48661048,0.00696005,0.83014884
-5.24362181,10.25568104,0.45961436,6.20874868,0.00625696,0.27425970,1.14560129,2.57680321,0.00730394,0.85615597
-5.23761881,10.64093802,0.47856697,6.46305178,0.00676343,0.27736611,1.18253525,2.66597473,0.00763982,0.88077616
-5.23161581,11.01291527,0.49612471,6.70955947,0.00728578,0.27961728,1.21616616,2.75323385,0.00796351,0.90366971
-5.22561281,11.36707477,0.51214285,6.94511965,0.00782161,0.28095168,1.24598567,2.83771481,0.00827125,0.92453645
-5.21960980,11.69913548,0.52651557,7.16667966,0.00836885,0.28133356,1.27157109,2.91861179,0.00855977,0.94312810
-5.21360680,12.00522645,0.53917683,7.37139047,0.00892583,0.28075532,1.29260115,2.99521169,0.00882630,0.95925883
-5.20760380,12.28202951,0.55009934,7.55670830,0.00949139,0.27923881,1.30886850,3.06692327,0.00906868,0.97281351
-5.20160080,12.52690396,0.55929201,7.72048814,0.01006492,0.27683557,1.32028805,3.13330100,0.00928536,0.98375311
-5.19559780,12.73798597,0.56679580,7.86106414,0.01064642,0.27362580,1.32690070,3.19406207,0.00947544,0.99211684
-5.18959480,12.91425705,0.57267832,7.97731244,0.01123644,0.26971616,1.32887215,3.24909556,0.00963862,0.99802089
-5.18359180,13.05557722,0.57702761,8.06869268,0.01183606,0.26523648,1.32648657,3.29846317,0.00977520,1.00165361
-5.17758879,13.16268050,0.57994530,8.13526576,0.01244681,0.26033535,1.32013541,3.34239116,0.00988598,1.00326730
-5.17158579,13.23713245,0.58153978,8.17768660,0.01307048,0.25517495,1.31030175,3.38125416,0.00997226,1.00316700
-5.16558279,13.28125147,0.58191970,8.19717188,0.01370902,0.24992518,1.29754077,3.41555127,0.01003568,1.00169662
-5.15957979,13.29799751,0.58118823,8.19544444,0.01436430,0.24475735,1.28245729,3.44587598,0.01007820,0.99922325
-5.15357679,13.29083382,0.57943849,8.17465690,0.01503788,0.23983778,1.26568121,3.47288136,0.01010195,0.99612011
-5.14757379,13.26356854,0.57675030,8.13729839,0.01573081,0.23532151,1.24784221,3.49724230,0.01010916,0.99274920
-5.14157079,13.22018410,0.57318864,8.08608912,0.01644335,0.23134631,1.22954463,3.51961688,0.01010207,0.98944436
-5.13556778,13.16466297,0.56880362,8.02386798,0.01717484,0.22802746,1.21134385,3.54060874,0.01008285,0.98649564
-5.12956478,13.10081820,0.56363217,7.95347871,0.01792344,0.22545327,1.19372510,3.56073249,0.01005356,0.98413568
-5.12356178,13.03213703,0.55770121,7.87766012,0.01868605,0.22368167,1.17708583,3.58038384,0.01001605,0.98252890
-5.11755878,12.96164477,0.55103199,7.79894535,0.01945820,0.22273805,1.16172228,3.59981592,0.00997200,0.98176395
-5.11155578,12.89179511,0.54364545,7.71957469,0.02023407,0.22261425,1.14782091,3.61912296,0.00992285,0.98184985
-5.10555278,12.82439146,0.53556809,7.64142561,0.02100651,0.22326898,1.13545504,3.63823212,0.00986983,0.98271611
-5.09954977,12.76054222,0.52683806,7.56596246,0.02176718,0.22462947,1.12458673,3.65690375,0.00981400,0.98421670
-5.09354677,12.70065113,0.51751102,7.49420744,0.02250677,0.22659435,1.11507380,3.67474012,0.00975622,0.98613783
-5.08754377,12.64444212,0.50766538,7.42673335,0.02321526,0.22903769,1.10668159,3.69120212,0.00969727,0.98820916
-5.08154077,12.59101647,0.49740663,7.36367716,0.02388224,0.23181397,1.09909878,3.70563316,0.00963783,0.99011779
-5.07553777,12.53893838,0.48687044,7.30477312,0.02449724,0.23476372,1.09195657,3.71728912,0.00957856,0.99152453
-5.06953477,12.48634420,0.47622431,7.24940266,0.02505019,0.23771981,1.08485007,3.72537302,0.00952017,0.99208156
-5.06353177,12.43106926,0.46566769,7.19665807,0.02553176,0.24051388,1.07736110,3.72907273,0.00946341,0.99145063
-5.05752876,12.37078591,0.45543035,7.14541631,0.02593376,0.24298285,1.06908113,3.72760026,0.00940917,0.98932084
-5.05152576,12.30314578,0.44576924,7.09441915,0.02624950,0.24497512,1.05963324,3.72023051,0.00935843,0.98542535
-5.04552276,12.22591979,0.43696370,7.04235557,0.02647406,0.24635629,1.04869227,3.70633820,0.00931235,0.97955586
-5.03951976,12.13712911,0.42930930,6.98794267,0.02660453,0.24701410,1.03600200,3.68543103,0.00927223,0.97157442
-5.03351676,12.03516168,0.42311043,6.93000159,0.02664018,0.24686252,1.02138884,3.65717775,0.00923949,0.96142184
-5.02751376,11.91886908,0.41867194,6.86752524,0.02658247,0.24584467,1.00477123,3.62142994,0.00921563,0.94912237
-5.02151076,11.78764016,0.41629001,6.79973534,0.02643500,0.24393456,0.98616456,3.57823657,0.00920223,0.93478427
-5.01550775,11.64144865,0.41624264,6.72612685,0.02620344,0.24113768,0.96568142,3.52785063,0.00920080,0.91859648
-5.00950475,11.48087367,0.41878006,6.64649854,0.02589519,0.23749022,0.94352725,3.47072774,0.00921281,0.90082129
-5.00350175,11.30709284,0.42411533,6.56096903,0.02551917,0.23305719,0.91999176,3.40751673,0.00923950,0.88178367
-4.99749875,11.12184962,0.43241550,6.46997866,0.02508538,0.22792942,0.89543653,3.33904270,0.00928189,0.86185751
-4.99149575,10.92739696,0.44379369,6.37427763,0.02460451,0.22221965,0.87027957,3.26628346,0.00934061,0.84144972
-4.98549275,10.72642093,0.45830232,6.27490187,0.02408748,0.21605783,0.84497759,3.19034029,0.00941588,0.82098277
-4.97948974,10.52194826,0.47592790,6.17313826,0.02354501,0.20958596,0.82000676,3.11240446,0.00950739,0.80087666
-4.97348674,10.31724269,0.49658743,6.07048129,0.02298718,0.20295251,0.79584308,3.03372109,0.00961429,0.78153117
-4.96748374,10.11569491,0.52012690,5.96858318,0.02242309,0.19630690,0.77294308,2.95555170,0.00973512,0.76330921
-4.96148074,9.92071101,0.54632176,5.86920002,0.02186049,0.18979406,0.75172569,2.87913723,0.00986785,0.74652199
-4.95547774,9.73560419,0.57487968,5.77413588,0.02130561,0.18354938,0.73255625,2.80566294,0.01000986,0.73141686
-4.94947474,9.56349372,0.60544544,5.68518707,0.02076295,0.17769427,0.71573302,2.73622645,0.01015804,0.71816813
-4.94347174,9.40721473,0.63760792,5.60408843,0.02023524,0.17233240,0.70147682,2.67181013,0.01030888,0.70687136
-4.93746873,9.26924131,0.67090914,5.53246294,0.01972353,0.16754680,0.68992418,2.61325851,0.01045856,0.69754127
-4.93146573,9.15162489,0.70485486,5.47177614,0.01922721,0.16339792,0.68112394,2.56126136,0.01060312,0.69011321
-4.92546273,9.05594863,0.73892667,5.42329593,0.01874432,0.15992258,0.67503753,2.51634253,0.01073867,0.68444809
-4.91945973,8.98329788,0.77259494,5.38805857,0.01827173,0.15713395,0.67154261,2.47885446,0.01086152,0.68034036
-4.91345673,8.93424624,0.80533236,5.36684098,0.01780551,0.15502238,0.67043980,2.44897816,0.01096841,0.67752861
-4.90745373,8.90885578,0.83662741,5.36013955,0.01734124,0.15355708,0.67146212,2.42672790,0.01105666,0.67570814
-4.90145073,8.90668996,0.86599739,5.36815537,0.01687434,0.15268846,0.67428653,2.41196002,0.01112438,0.67454494
-4.89544772,8.92683743,0.89300037,5.39078582,0.01640044,0.15235110,0.67854715,2.40438511,0.01117062,0.67369029
-4.88944472,8.96794467,0.91724586,5.42762237,0.01591567,0.15246712,0.68384939,2.40358263,0.01119542,0.67279538
-4.88344172,9.02825595,0.93840341,5.47795442,0.01541688,0.15294972,0.68978453,2.40901741,0.01119994,0.67152520
-4.87743872,9.10565873,0.95620930,5.54077916,0.01490191,0.15370698,0.69594402,2.42005715,0.01118647,0.66957125
-4.87143572,9.19773349,0.97047070,5.61481741,0.01436968,0.15464540,0.70193302,2.43599056,0.01115835,0.66666247
-4.86543272,9.30180666,0.98106748,5.69853527,0.01382029,0.15567341,0.70738280,2.45604559,0.01111997,0.66257406
-4.85942971,9.41500622,0.98795153,5.79017169,0.01325499,0.15670440,0.71196134,2.47940765,0.01107656,0.65713389
-4.85342671,9.53431913,0.99114381,5.88777159,0.01267620,0.15765942,0.71538210,2.50523748,0.01103407,0.65022650
-4.84742371,9.65665037,0.99072931,5.98922444,0.01208732,0.15846930,0.71741048,2.53268876,0.01099890,0.64179449
-4.84142071,9.77888308,0.98685019,6.09230757,0.01149264,0.15907622,0.71786812,2.56092533,0.01097773,0.63183757
-4.83541771,9.89793939,0.97969767,6.19473368,0.01089713,0.15943474,0.71663476,2.58913808,0.01097718,0.62040944
-4.82941471,10.01084118,0.96950280,6.29420149,0.01030626,0.15951212,0.71364787,2.61656141,0.01100364,0.60761268
-4.82341171,10.11476991,0.95652685,6.38844823,0.00972576,0.15928823,0.70890023,2.64248914,0.01106291,0.59359223
-4.81740870,10.20712439,0.94105155,6.47530259,0.00916143,0.15875484,0.70243555,2.66628957,0.01116004,0.57852762
-4.81140570,10.28557490,0.92336970,6.55273644,0.00861897,0.15791453,0.69434263,2.68741944,0.01129910,0.56262446
-4.80540270,10.34811218,0.90377645,6.61891349,0.00810375,0.15677921,0.68474809,2.70543617,0.01148298,0.54610564
-4.79939970,10.39308927,0.88256161,6.67223318,0.00762073,0.15536838,0.67380843,2.72000797,0.01171331,0.52920253
-4.79339670,10.41925463,0.86000308,6.71136802,0.00717430,0.15370727,0.66170136,2.73092108,0.01199032,0.51214655
-4.78739370,10.42577462,0.83636174,6.73529301,0.00676820,0.15182487,0.64861721,2.73808365,0.01231288,0.49516141
-4.78139070,10.41224410,0.81187764,6.74330561,0.00640547,0.14975196,0.63475040,2.74152560,0.01267845,0.47845632
-4.77538769,10.37868403,0.78676757,6.73503585,0.00608843,0.14751936,0.62029156,2.74139412,0.01308320,0.46222014
-4.76938469,10.32552565,0.76122398,6.71044577,0.00581862,0.14515626,0.60542052,2.73794452,0.01352211,0.44661689
-4.76338169,10.25358148,0.73541498,6.66981854,0.00559689,0.14268891,0.59030030,2.73152640,0.01398909,0.43178232
-4.75737869,10.16400386,0.70948525,6.61373781,0.00542332,0.14013952,0.57507245,2.72256547,0.01447718,0.41782184
-4.75137569,10.05823257,0.68355777,6.54305825,0.00529737,0.13752553,0.55985374,2.71154148,0.01497873,0.40480960
-4.74537269,9.93793385,0.65773600,6.45886887,0.00521779,0.13485928,0.54473427,2.69896307,0.01548561,0.39278863
-4.73936968,9.80493323,0.63210640,6.36245088,0.00518276,0.13214791,0.52977698,2.68534068,0.01598942,0.38177197
-4.73336668,9.66114555,0.60674096,6.25523219,0.00518988,0.12939367,0.51501857,2.67115874,0.01648166,0.37174467
-4.72736368,9.50850519,0.58169975,6.13874050,0.00523619,0.12659446,0.50047152,2.65684854,0.01695398,0.36266644
-4.72136068,9.34890007,0.55703325,6.01455747,0.00531825,0.12374460,0.48612722,2.64276327,0.01739828,0.35447484
-4.71535768,9.18411232,0.53278427,5.88427553,0.00543215,0.12083581,0.47195985,2.62915656,0.01780691,0.34708886
-4.70935468,9.01576867,0.50898966,5.74945942,0.00557353,0.11785826,0.45793089,2.61616593,0.01817279,0.34041273
-4.70335168,8.84530239,0.48568156,5.61161361,0.00573768,0.11480169,0.44399388,2.60380213,0.01848948,0.33433985
-4.69734867,8.67392870,0.46288825,5.47215667,0.00591952,0.11165651,0.43009930,2.59194501,0.01875130,0.32875673
-4.69134567,8.50263409,0.44063480,5.33240310,0.00611372,0.10841480,0.41619926,2.58034660,0.01895338,0.32354672
-4.68534267,8.33217957,0.41894331,5.19355260,0.00631473,0.10507122,0.40225175,2.56864107,0.01909168,0.31859373
-4.67933967,8.16311700,0.39783316,5.05668643,0.00651688,0.10162370,0.38822442,2.55636137,0.01916303,0.31378551
-4.67333667,7.99581674,0.37732092,4.92277002,0.00671450,0.09807394,0.37409753,2.54296173,0.01916516,0.30901668
-4.66733367,7.83050437,0.35742044,4.79266066,0.00690198,0.09442770,0.35986611,2.52784474,0.01909668,0.30419146
-4.66133067,7.66730375,0.33814283,4.66711898,0.00707394,0.09069486,0.34554129,2.51039189,0.01895710,0.29922588
-4.65532766,7.50628325,0.31949657,4.54682252,0.00722532,0.08688926,0.33115070,2.48999559,0.01874681,0.29404967
-4.64932466,7.34750216,0.30148769,4.43238010,0.00735156,0.08302832,0.31673802,2.46609134,0.01846711,0.28860771
-4.64332166,7.19105392,0.28412010,4.32434514,0.00744870,0.07913251,0.30236187,2.43818820,0.01812019,0.28286098
