energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.90395198,1.08129976,-0.50952394,0.00192504,-0.00290216,0.06675032,-0.05058419,0.33758003,-0.14879018,0.11520219,-0.04290198,0.22758843,-0.09413664,0.16898966,-0.05926632,0.00641738,-0.00255214,0.57442722,-0.26720534
-5.89794897,1.15259563,-0.50789679,0.00189151,-0.00278897,0.07038222,-0.04937225,0.36224972,-0.15025054,0.12285657,-0.04359302,0.24232229,-0.09373317,0.17951215,-0.05834888,0.00677395,-0.00259908,0.61325190,-0.26807938
-5.89194597,1.22342170,-0.50933792,0.00187251,-0.00268337,0.07383595,-0.04827479,0.38676170,-0.15278136,0.13069986,-0.04483278,0.25705856,-0.09404969,0.18972335,-0.05758501,0.00711035,-0.00266493,0.65198228,-0.27081446
-5.88594297,1.29304111,-0.51458518,0.00186670,-0.00258741,0.07705449,-0.04734970,0.41082950,-0.15661533,0.13870052,-0.04669507,0.27166279,-0.09520835,0.19948806,-0.05705472,0.00742157,-0.00275421,0.69024570,-0.27582573
-5.87993997,1.36079867,-0.52440074,0.00187281,-0.00250343,0.07998710,-0.04665584,0.43418325,-0.16198745,0.14683865,-0.04926155,0.28602101,-0.09733893,0.20868380,-0.05683833,0.00770321,-0.00287141,0.72771175,-0.28354164
-5.87393697,1.42614292,-0.53954711,0.00188974,-0.00243392,0.08259073,-0.04625094,0.45657818,-0.16912739,0.15510745,-0.05261955,0.30004366,-0.10057420,0.21720468,-0.05701392,0.00795157,-0.00302089,0.76410385,-0.29439105
-5.86793397,1.48864486,-0.56076265,0.00191655,-0.00238135,0.08483126,-0.04618953,0.47780249,-0.17825162,0.16351414,-0.05685968,0.31366866,-0.10504520,0.22496482,-0.05765480,0.00816381,-0.00320668,0.79920905,-0.30878979
-5.86193097,1.54801214,-0.58873718,0.00195251,-0.00234808,0.08668441,-0.04652092,0.49768424,-0.18955558,0.17208004,-0.06207335,0.32686336,-0.11087646,0.23190109,-0.05882710,0.00833806,-0.00343237,0.83288532,-0.32712724
-5.85592796,1.60409766,-0.62408830,0.00199701,-0.00233620,0.08813640,-0.04728737,0.51609678,-0.20320609,0.18083993,-0.06835027,0.33962520,-0.11818137,0.23797515,-0.06058745,0.00847347,-0.00370100,0.86506595,-0.34975313
-5.84992496,1.65690177,-0.66733906,0.00204964,-0.00234743,0.08918420,-0.04852246,0.53296247,-0.21933425,0.18984047,-0.07577586,0.35198089,-0.12705771,0.24317451,-0.06298093,0.00857031,-0.00401489,0.89576030,-0.37696498
-5.84392196,1.70656750,-0.71889747,0.00211009,-0.00238308,0.08983549,-0.05024968,0.54825423,-0.23802903,0.19913781,-0.08442868,0.36398412,-0.13758351,0.24751259,-0.06603925,0.00862993,-0.00437554,0.92505098,-0.40899638
-5.83791896,1.75336879,-0.77903850,0.00217811,-0.00244387,0.09010808,-0.05248132,0.56199489,-0.25933183,0.20879435,-0.09437794,0.37571157,-0.14981335,0.25102772,-0.06977931,0.00865479,-0.00478354,0.95308716,-0.44600662
-5.83191596,1.79769189,-0.84788899,0.00225351,-0.00253000,0.09002910,-0.05521773,0.57425419,-0.28323207,0.21887480,-0.10568107,0.38725771,-0.16377520,0.25378111,-0.07420210,0.00864837,-0.00523856,0.98007424,-0.48807176
-5.82591296,1.84001058,-0.92541601,0.00233604,-0.00264100,0.08963374,-0.05844683,0.58514356,-0.30966424,0.22944172,-0.11838143,0.39872811,-0.17946780,0.25585380,-0.07929203,0.00861509,-0.00573921,1.00626023,-0.53517752
-5.81990995,1.88085633,-1.01141896,0.00242538,-0.00277577,0.08896373,-0.06214406,0.59480883,-0.33850625,0.24055069,-0.13250620,0.41023199,-0.19685880,0.25734283,-0.08501671,0.00856022,-0.00628316,1.03191952,-0.58721434
-5.81390695,1.92078485,-1.10552584,0.00252108,-0.00293259,0.08806558,-0.06627267,0.60342131,-0.36957953,0.25224539,-0.14806453,0.42187398,-0.21588358,0.25835659,-0.09132719,0.00848974,-0.00686710,1.05733468,-0.64397455
-5.80790395,1.96034061,-1.20719377,0.00262250,-0.00310909,0.08698860,-0.07078442,0.61116757,-0.40265058,0.26455293,-0.16504591,0.43374576,-0.23644486,0.25900981,-0.09815865,0.00841017,-0.00748683,1.08277731,-0.70515210
-5.80190095,2.00002123,-1.31571400,0.00272881,-0.00330234,0.08578296,-0.07562052,0.61823848,-0.43743435,0.27747957,-0.18341887,0.44591790,-0.25841315,0.25941825,-0.10543162,0.00832847,-0.00813742,1.10848899,-0.77034472
-5.79589795,2.04024383,-1.43022129,0.00283891,-0.00350890,0.08449764,-0.08071305,0.62481828,-0.47359909,0.29100725,-0.20313010,0.45843241,-0.28162792,0.25969339,-0.11305357,0.00825181,-0.00881332,1.13466332,-0.83905864
-5.78989495,2.08131501,-1.54970757,0.00295152,-0.00372485,0.08317855,-0.08598654,0.63107395,-0.51077274,0.30509108,-0.22410394,0.47129642,-0.30589966,0.25993742,-0.12092098,0.00818747,-0.00950854,1.16143019,-0.91071582
-5.78389195,2.12340645,-1.67303949,0.00306508,-0.00394597,0.08186687,-0.09135984,0.63714588,-0.54855064,0.31965807,-0.24624226,0.48447741,-0.33101254,0.26023870,-0.12892166,0.00814266,-0.01021690,1.18884311,-0.98466352
-5.77788894,2.16653734,-1.79897961,0.00317789,-0.00416775,0.08059755,-0.09674817,0.64314000,-0.58650432,0.33460723,-0.26942495,0.49790033,-0.35672789,0.26066794,-0.13693749,0.00812441,-0.01093224,1.21687050,-1.06018596
-5.77188594,2.21056497,-1.92621051,0.00328806,-0.00438559,0.07939822,-0.10206529,0.64912206,-0.62419108,0.34981104,-0.29351078,0.51144678,-0.38278812,0.26127533,-0.14484724,0.00813943,-0.01164867,1.24539142,-1.13651794
-5.76588294,2.25518387,-2.05336127,0.00339362,-0.00459488,0.07828843,-0.10722566,0.65511429,-0.66116412,0.36511843,-0.31833880,0.52495651,-0.40892121,0.26208861,-0.15252960,0.00819401,-0.01236077,1.27419613,-1.21285990
-5.75987994,2.29993379,-2.17903556,0.00349259,-0.00479113,0.07727930,-0.11214659,0.66109459,-0.69698282,0.38035906,-0.34373031,0.53823110,-0.43484554,0.26311229,-0.15986618,0.00829395,-0.01306386,1.30299144,-1.28839412
-5.75387694,2.34421607,-2.30184055,0.00358304,-0.00497012,0.07637351,-0.11675030,0.66699832,-0.73122289,0.39534878,-0.36949125,0.55103980,-0.46027491,0.26432792,-0.16674445,0.00844445,-0.01375417,1.33141072,-1.36230158
-5.74787394,2.38731753,-2.42041583,0.00366318,-0.00512799,0.07556571,-0.12096571,0.67272245,-0.76348597,0.40989601,-0.39541510,0.56312724,-0.48492378,0.26569548,-0.17306051,0.00865008,-0.01442901,1.35902790,-1.43377903
-5.74187094,2.42844060,-2.53346154,0.00373143,-0.00526140,0.07484328,-0.12473008,0.67813198,-0.79340851,0.42380873,-0.42128620,0.57422269,-0.50851236,0.26715565,-0.17872159,0.00891467,-0.01508688,1.38537486,-1.50205581
-5.73586793,2.46673797,-2.63976488,0.00378653,-0.00536760,0.07418735,-0.12799024,0.68306798,-0.82066960,0.43690172,-0.44688340,0.58405036,-0.53077166,0.26863295,-0.18364817,0.00924134,-0.01572752,1.40996115,-1.56640993
-5.72986493,2.50134993,-2.73822440,0.00382758,-0.00544449,0.07357406,-0.13070355,0.68735694,-0.84499739,0.44900371,-0.47198409,0.59234040,-0.55144832,0.27003950,-0.18777578,0.00963237,-0.01635189,1.43229499,-1.62618300
-5.72386193,2.53144232,-2.82787128,0.00385410,-0.00549074,0.07297600,-0.13283843,0.69082076,-0.86617430,0.45996402,-0.49636832,0.59883976,-0.57030899,0.27127919,-0.19105619,0.01008918,-0.01696214,1.45190455,-1.68079356
-5.71785893,2.55624317,-2.90788726,0.00386607,-0.00550580,0.07236374,-0.13437458,0.69328681,-0.88404043,0.46965835,-0.51982310,0.60332275,-0.58714439,0.27225211,-0.19345830,0.01061225,-0.01756141,1.46835810,-1.72974855
-5.71185593,2.57507602,-2.97761859,0.00386397,-0.00548990,0.07170730,-0.13530280,0.69459759,-0.89849561,0.47799344,-0.54214667,0.60560040,-0.60177281,0.27285892,-0.19496831,0.01120110,-0.01815368,1.48128232,-1.77265251
-5.70585293,2.58738843,-3.03658589,0.00384875,-0.00544407,0.07097770,-0.13562449,0.69461925,-0.90949968,0.48491038,-0.56315253,0.60552845,-0.61404312,0.27300514,-0.19558956,0.01185418,-0.01874349,1.49037766,-1.80921434
-5.69984992,2.59277430,-3.08448958,0.00382183,-0.00537009,0.07014822,-0.13535085,0.69324879,-0.91707134,0.49038633,-0.58267334,0.60301349,-0.62383711,0.27260497,-0.19534182,0.01256884,-0.01933567,1.49543015,-1.83925141
-5.69384692,2.59098920,-3.12121092,0.00378507,-0.00527044,0.06919563,-0.13450187,0.69041944,-0.92128552,0.49443474,-0.60056427,0.59801688,-0.63107122,0.27158468,-0.19426016,0.01334125,-0.01993498,1.49631919,-1.86269099
-5.68784392,2.58195821,-3.14680862,0.00374071,-0.00514823,0.06810113,-0.13310514,0.68610415,-0.92226950,0.49710392,-0.61670590,0.59055654,-0.63569762,0.26988534,-0.19239344,0.01416637,-0.02054581,1.49302114,-1.87956880
-5.68184092,2.56577642,-3.16151125,0.00369126,-0.00500710,0.06685104,-0.13119454,0.68031699,-0.92019776,0.49847429,-0.63100643,0.58070631,-0.63770458,0.26746487,-0.18980248,0.01503793,-0.02117185,1.48560874,-1.89002493
-5.67583792,2.54270233,-3.16570564,0.00363948,-0.00485108,0.06543726,-0.12880893,0.67311264,-0.91528605,0.49865430,-0.64340320,0.56859322,-0.63711617,0.26429943,-0.18655801,0.01594842,-0.02181573,1.47424668,-1.89429707
-5.66983492,2.51314519,-3.15992169,0.00358826,-0.00468455,0.06385748,-0.12599078,0.66458411,-0.90778443,0.49777546,-0.65386329,0.55439267,-0.63399123,0.26038404,-0.18273841,0.01688912,-0.02247881,1.45918377,-1.89271130
-5.66383192,2.47764727,-3.14481394,0.00354050,-0.00451202,0.06211509,-0.12278496,0.65485895,-0.89796997,0.49598670,-0.66238344,0.53832201,-0.62842168,0.25573258,-0.17842739,0.01785019,-0.02316094,1.44074245,-1.88567072
-5.65782891,2.43686233,-3.12114057,0.00349906,-0.00433807,0.06021891,-0.11923759,0.64409429,-0.88613888,0.49344838,-0.66898893,0.52063271,-0.62053015,0.25037712,-0.17371166,0.01882079,-0.02386030,1.41930627,-1.87364218
-5.65182591,2.39153180,-3.08974034,0.00346663,-0.00416720,0.05818276,-0.11539504,0.63247119,-0.87259854,0.49032637,-0.67373174,0.50160169,-0.61046702,0.24436678,-0.16867857,0.01978921,-0.02457333,1.39530633,-1.85714160
-5.64582291,2.34245998,-3.05150824,0.00344564,-0.00400371,0.05602478,-0.11130312,0.62018846,-0.85765960,0.48678636,-0.67668794,0.48152215,-0.59840686,0.23776617,-0.16341397,0.02074314,-0.02529473,1.36920724,-1.83671827
-5.63981991,2.29048958,-3.00737048,0.00343823,-0.00385157,0.05376674,-0.10700639,0.60745669,-0.84162826,0.48298879,-0.67795441,0.46069449,-0.58454438,0.23065341,-0.15800018,0.02166986,-0.02601757,1.34149352,-1.81293867
-5.63381691,2.23647878,-2.95825981,0.00344611,-0.00371435,0.05143321,-0.10254768,0.59449239,-0.82479907,0.47908458,-0.67764496,0.43941744,-0.56909003,0.22311801,-0.15251418,0.02255656,-0.02673341,1.31265693,-1.78637036
-5.62781391,2.18128060,-2.90509180,0.00347056,-0.00359511,0.04905074,-0.09796774,0.58151292,-0.80744846,0.47521165,-0.67588617,0.41798012,-0.55226529,0.21525859,-0.14702612,0.02339068,-0.02743256,1.28318527,-1.75756657
-5.62181091,2.12572526,-2.84874291,0.00351238,-0.00349633,0.04664702,-0.09330505,0.56873206,-0.78982904,0.47149256,-0.67281299,0.39665505,-0.53429784,0.20718047,-0.14159807,0.02416019,-0.02810436,1.25355293,-1.72705195
-5.61580790,2.07060586,-2.79003129,0.00357185,-0.00341985,0.04425012,-0.08859566,0.55635648,-0.77216511,0.46803292,-0.66856430,0.37569237,-0.51541672,0.19899338,-0.13628313,0.02485396,-0.02873754,1.22421334,-1.69531015
-5.60980490,2.01666742,-2.72970071,0.00364871,-0.00336682,0.04188773,-0.08387322,0.54458320,-0.75464938,0.46492087,-0.66327870,0.35531556,-0.49584768,0.19080919,-0.13112493,0.02546206,-0.02932054,1.19559328,-1.66277358
-5.60380190,1.96459911,-2.66840840,0.00374218,-0.00333772,0.03958657,-0.07916897,0.53359768,-0.73744101,0.46222718,-0.65709060,0.33571845,-0.47580881,0.18273976,-0.12615735,0.02597608,-0.02984195,1.16808896,-1.62981594
-5.59779890,1.91502930,-2.60671722,0.00385098,-0.00333229,0.03737181,-0.07451184,0.52357283,-0.72066520,0.46000600,-0.65012691,0.31706369,-0.45550666,0.17489494,-0.12140476,0.02638934,-0.03029085,1.14206358,-1.59674764
-5.59179590,1.86852286,-2.54509231,0.00397332,-0.00334959,0.03526668,-0.06992852,0.51466832,-0.70441421,0.45829602,-0.64250430,0.29948250,-0.43513296,0.16738078,-0.11688242,0.02669713,-0.03065717,1.11784601,-1.56381438
-5.58579290,1.82558021,-2.48390231,0.00410697,-0.00338802,0.03329214,-0.06544351,0.50703039,-0.68874984,0.45712193,-0.63432730,0.28307556,-0.41486199,0.16029788,-0.11259733,0.02689679,-0.03093204,1.09573034,-1.53119892
-5.57978989,1.78663745,-2.42342511,0.00424931,-0.00344536,0.03146662,-0.06107921,0.50079172,-0.67370726,0.45649587,-0.62568722,0.26791481,-0.39484877,0.15373995,-0.10854921,0.02698780,-0.03110804,1.07597575,-1.49902586
-5.57378689,1.75206708,-2.36385748,0.00439737,-0.00351884,0.02980595,-0.05685598,0.49607118,-0.65929999,0.45641893,-0.61666190,0.25404603,-0.37522806,0.14779260,-0.10473177,0.02697176,-0.03117946,1.05880664,-1.46736913
-5.56778389,1.72217878,-2.30532835,0.00454788,-0.00360522,0.02832327,-0.05279213,0.49297351,-0.64552579,0.45688241,-0.60731636,0.24149188,-0.35611410,0.14253224,-0.10113412,0.02685225,-0.03114244,1.04441261,-1.43626188
-5.56178089,1.69722006,-2.24791464,0.00469740,-0.00370087,0.02702909,-0.04890397,0.49158859,-0.63237317,0.45786895,-0.59770414,0.23025528,-0.33760124,0.13802522,-0.09774228,0.02663473,-0.03099508,1.03294806,-1.40570804
-5.55577789,1.67737642,-2.19165888,0.00484235,-0.00380190,0.02593135,-0.04520579,0.49199042,-0.61982816,0.45935341,-0.58786933,0.22032279,-0.31976517,0.13432717,-0.09454061,0.02632626,-0.03073748,1.02453164,-1.37569495
-5.54977489,1.66277125,-2.13658759,0.00497911,-0.00390423,0.02503555,-0.04170986,0.49423576,-0.60788096,0.46130356,-0.57784912,0.21166803,-0.30266476,0.13148247,-0.09151335,0.02593525,-0.03037174,1.01924526,-1.34620639
-5.54377189,1.65346529,-2.08272926,0.00510413,-0.00400374,0.02434493,-0.03842639,0.49836256,-0.59653204,0.46368059,-0.56767665,0.20425477,-0.28634437,0.12952394,-0.08864590,0.02547111,-0.02990182,1.01713293,-1.31723513
-5.53776888,1.64945613,-2.03013091,0.00521401,-0.00409638,0.02386063,-0.03536356,0.50438817,-0.58579743,0.46643967,-0.55738393,0.19803970,-0.27083640,0.12847268,-0.08592599,0.02494397,-0.02933348,1.01819965,-1.28879433
-5.53176588,1.65067790,-1.97887226,0.00530556,-0.00417828,0.02358189,-0.03252751,0.51230775,-0.57571273,0.46953042,-0.54700480,0.19297484,-0.25616402,0.12833806,-0.08334458,0.02436428,-0.02867404,1.02241042,-1.26092705
-5.52576288,1.65700148,-1.92907652,0.00537594,-0.00424587,0.02350622,-0.02992232,0.52209266,-0.56633569,0.47289752,-0.53657742,0.18900948,-0.24234380,0.12911796,-0.08089648,0.02374254,-0.02793222,1.02968983,-1.23371334
-5.51975988,1.66823568,-1.88091730,0.00542270,-0.00429596,0.02362962,-0.02755006,0.53368948,-0.55774704,0.47648150,-0.52614638,0.18609157,-0.22938815,0.13079908,-0.07858073,0.02308896,-0.02711787,1.03992218,-1.20727439
-5.51375688,1.68412941,-1.83462100,0.00544390,-0.00432586,0.02394669,-0.02541077,0.54701936,-0.55004967,0.48021975,-0.51576413,0.18416879,-0.21730750,0.13335742,-0.07640054,0.02241320,-0.02624171,1.05295252,-1.18177351
-5.50775388,1.70437529,-1.79046468,0.00543810,-0.00433345,0.02445084,-0.02350256,0.56197813,-0.54336587,0.48404770,-0.50549163,0.18318911,-0.20611193,0.13675895,-0.07436306,0.02172415,-0.02531507,1.06858874,-1.15741387
-5.50175088,1.72861448,-1.74876938,0.00540449,-0.00431719,0.02513435,-0.02182163,0.57843719,-0.53783309,0.48790023,-0.49539817,0.18310100,-0.19581234,0.14096029,-0.07247880,0.02102979,-0.02434962,1.08660454,-1.13443301
-5.49574787,1.75644292,-1.70988931,0.00534283,-0.00427621,0.02598850,-0.02036231,0.59624509,-0.53359815,0.49171323,-0.48556031,0.18385327,-0.18642105,0.14590961,-0.07076079,0.02033707,-0.02335704,1.10674347,-1.11309450
-5.48974487,1.78741866,-1.67419753,0.00525354,-0.00421030,0.02700360,-0.01911717,0.61522989,-0.53081036,0.49542520,-0.47606006,0.18539469,-0.17795184,0.15154743,-0.06922362,0.01965181,-0.02234885,1.12872383,-1.09367726
-5.48374187,1.82106998,-1.64206903,0.00513763,-0.00411988,0.02816905,-0.01807704,0.63520215,-0.52961391,0.49897879,-0.46698227,0.18767342,-0.17041942,0.15780762,-0.06788228,0.01897875,-0.02133608,1.15224416,-1.07646298
-5.47773887,1.85690402,-1.61386209,0.00499671,-0.00400599,0.02947327,-0.01723119,0.65595848,-0.53013990,0.50232217,-0.45841159,0.19063621,-0.16383850,0.16461833,-0.06675103,0.01832157,-0.02032906,1.17698918,-1.06172256
-5.47173587,1.89441542,-1.58989917,0.00483290,-0.00387025,0.03090373,-0.01656734,0.67728532,-0.53249853,0.50541021,-0.45042896,0.19422758,-0.15822235,0.17190288,-0.06584221,0.01768295,-0.01933724,1.20263583,-1.04970228
-5.46573287,1.93309463,-1.57044841,0.00464882,-0.00371474,0.03244684,-0.01607186,0.69896299,-0.53677183,0.50820517,-0.44310803,0.19838901,-0.15358120,0.17958069,-0.06516516,0.01706466,-0.01836901,1.22885909,-1.04061047
-5.45972986,1.97243540,-1.55570679,0.00444743,-0.00354197,0.03408789,-0.01572988,0.72076959,-0.54300739,0.51067701,-0.43651161,0.20305809,-0.14992042,0.18756815,-0.06472536,0.01646771,-0.01743155,1.25533733,-1.03460545
-5.45372686,2.01194130,-1.54578609,0.00423200,-0.00335477,0.03581096,-0.01552549,0.74248469,-0.55121342,0.51280318,-0.43068857,0.20816786,-0.14723864,0.19577943,-0.06452363,0.01589246,-0.01653075,1.28175697,-1.03178550
-5.44772386,2.05113088,-1.54070232,0.00400599,-0.00315616,0.03759885,-0.01544192,0.76389262,-0.56135539,0.51456796,-0.42567113,0.21364626,-0.14552599,0.20412726,-0.06455572,0.01533870,-0.01567115,1.30781621,-1.03218124
-5.44172086,2.08954159,-1.54036916,0.00377291,-0.00294931,0.03943305,-0.01546177,0.78478523,-0.57335445,0.51596128,-0.42147297,0.21941581,-0.14476253,0.21252375,-0.06481206,0.01480586,-0.01485594,1.33322789,-1.03575100
-5.43571786,2.12673245,-1.54459599,0.00353627,-0.00273738,0.04129373,-0.01556729,0.80496419,-0.58708756,0.51697727,-0.41808812,0.22539359,-0.14491692,0.22088118,-0.06527783,0.01429302,-0.01408699,1.35772134,-1.04237919
-5.42971486,2.16228562,-1.55309023,0.00329943,-0.00252346,0.04315977,-0.01574067,0.82424259,-0.60238955,0.51761244,-0.41549071,0.23149147,-0.14594553,0.22911287,-0.06593331,0.01379907,-0.01336491,1.38104343,-1.05187780
-5.42371186,2.19580739,-1.56546400,0.00306555,-0.00231049,0.04500896,-0.01596432,0.84244618,-0.61905664,0.51786392,-0.41363572,0.23761681,-0.14779193,0.23713410,-0.06675441,0.01332277,-0.01268919,1.40295901,-1.06399090
-5.41770885,2.22692878,-1.58124456,0.00283747,-0.00210117,0.04681816,-0.01622124,0.85941419,-0.63685137,0.51772768,-0.41246049,0.24367337,-0.15038685,0.24486319,-0.06771349,0.01286278,-0.01205832,1.42325101,-1.07840167
-5.41170585,2.25530647,-1.59988793,0.00261769,-0.00189793,0.04856368,-0.01649533,0.87499992,-0.65550865,0.51719701,-0.41188698,0.24956273,-0.15364863,0.25222272,-0.06878028,0.01241776,-0.01146998,1.44172041,-1.09474158
-5.40570285,2.28062420,-1.62079475,0.00240828,-0.00170287,0.05022169,-0.01677171,0.88907133,-0.67474245,0.51626148,-0.41182463,0.25518599,-0.15748411,0.25914084,-0.06992292,0.01198639,-0.01092124,1.45818653,-1.11260122
-5.39969985,2.30259539,-1.64332769,0.00221088,-0.00151772,0.05176874,-0.01703710,0.90151169,-0.69425294,0.51490641,-0.41217366,0.26044583,-0.16179000,0.26555283,-0.07110909,0.01156738,-0.01040875,1.47248786,-1.13154207
-5.39369685,2.32096695,-1.66682942,0.00202670,-0.00134388,0.05318240,-0.01728006,0.91222053,-0.71373355,0.51311305,-0.41282845,0.26524882,-0.16645459,0.27140270,-0.07230710,0.01115954,-0.00992895,1.48448357,-1.15110865
-5.38769385,2.33552463,-1.69064030,0.00185648,-0.00118236,0.05444197,-0.01749128,0.92111498,-0.73287787,0.51085938,-0.41368113,0.26950793,-0.17135987,0.27664493,-0.07348690,0.01076176,-0.00947829,1.49405600,-1.17084062
-5.38169085,2.34609977,-1.71411510,0.00170057,-0.00103386,0.05552916,-0.01766381,0.92813146,-0.75138595,0.50812179,-0.41462484,0.27314515,-0.17638388,0.28124612,-0.07462113,0.01037306,-0.00905337,1.50111402,-1.19028410
-5.37568784,2.35257721,-1.73663823,0.00155891,-0.00089872,0.05642890,-0.01779320,0.93322789,-0.76896997,0.50487724,-0.41555681,0.27609406,-0.18140326,0.28518671,-0.07568584,0.00999263,-0.00865120,1.50559721,-1.20900206
-5.36968484,2.35490397,-1.75763692,0.00143113,-0.00077705,0.05713003,-0.01787762,0.93638609,-0.78535905,0.50110607,-0.41638097,0.27830226,-0.18629597,0.28846236,-0.07666126,0.00961984,-0.00826924,1.50748066,-1.22658350
-5.36368184,2.35309808,-1.77659241,0.00131657,-0.00066866,0.05762599,-0.01791791,0.93761441,-0.80030341,0.49679510,-0.41701015,0.27973359,-0.19094403,0.29108516,-0.07753223,0.00925428,-0.00790556,1.50678002,-1.24265121
-5.35767884,2.34725685,-1.79304892,0.00121435,-0.00057320,0.05791534,-0.01791750,0.93695031,-0.81357776,0.49194098,-0.41736778,0.28036992,-0.19523627,0.29308435,-0.07828859,0.00889579,-0.00755892,1.50355637,-1.25686824
-5.35167584,2.33756382,-1.80662061,0.00112341,-0.00049013,0.05800224,-0.01788238,0.93446257,-0.82498400,0.48655334,-0.41738916,0.28021241,-0.19907089,0.29450656,-0.07892533,0.00854448,-0.00722878,1.49792052,-1.26894309
-5.34567284,2.32429354,-1.81699680,0.00104264,-0.00041880,0.05789664,-0.01782086,0.93025296,-0.83435369,0.48065773,-0.41702236,0.27928232,-0.20235805,0.29541553,-0.07944259,0.00820079,-0.00691531,1.49003614,-1.27863393
