energy_ev,total_up,C_s_up,C_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.48374187,1.05950764,0.00318630,0.01295603,0.03423218,0.74824918,0.13746663,0.06292839
-5.47773887,1.18268275,0.00362243,0.01442888,0.03805301,0.83520442,0.15434665,0.06992934
-5.47173587,1.31345173,0.00410313,0.01596890,0.04206153,0.92753433,0.17255964,0.07726794
-5.46573287,1.45108945,0.00462641,0.01756314,0.04622680,1.02473493,0.19204030,0.08488677
-5.45972986,1.59472374,0.00518951,0.01919650,0.05051281,1.12619940,0.21270367,0.09271953
-5.45372686,1.74333588,0.00578881,0.02085185,0.05487882,1.23121836,0.23444328,0.10069171
-5.44772386,1.89576533,0.00641976,0.02251037,0.05927979,1.33898288,0.25712981,0.10872153
-5.44172086,2.05071868,0.00707685,0.02415187,0.06366702,1.44859053,0.28061033,0.11672125
-5.43571786,2.20678270,0.00775355,0.02575517,0.06798893,1.55905412,0.30470807,0.12459862
-5.42971486,2.36244107,0.00844241,0.02729863,0.07219201,1.66931306,0.32922301,0.13225868
-5.42371186,2.51609469,0.00913512,0.02876062,0.07622186,1.77824722,0.35393301,0.13960562
-5.41770885,2.66608497,0.00982262,0.03012006,0.08002424,1.88469280,0.37859578,0.14654482
-5.41170585,2.81071969,0.01049529,0.03135695,0.08354633,1.98746011,0.40295157,0.15298487
-5.40570285,2.94830106,0.01114314,0.03245289,0.08673786,2.08535293,0.42672662,0.15883963
-5.39969985,3.07715526,0.01175604,0.03339156,0.08955228,2.17718896,0.44963731,0.16403018
-5.39369685,3.19566314,0.01232398,0.03415916,0.09194785,2.26182124,0.47139509,0.16848659
-5.38769385,3.30229136,0.01283737,0.03474474,0.09388872,2.33816001,0.49171200,0.17214958
-5.38169085,3.39562353,0.01328728,0.03514050,0.09534576,2.40519467,0.51030670,0.17497189
-5.37568784,3.47439065,0.01366571,0.03534195,0.09629735,2.46201553,0.52691102,0.17691942
-5.36968484,3.53750035,0.01396590,0.03534802,0.09672995,2.50783482,0.54127667,0.17797205
-5.36368184,3.58406424,0.01418249,0.03516109,0.09663853,2.54200649,0.55318213,0.17812420
-5.35767884,3.61342271,0.01431175,0.03478681,0.09602671,2.56404448,0.56243935,0.17738507
-5.35167584,3.62516654,0.01435175,0.03423402,0.09490683,2.57363877,0.56890017,0.17577860
-5.34567284,3.61915464,0.01430242,0.03351445,0.09329973,2.57066880,0.57246214,0.17334314
-5.33966983,3.59552720,0.01416563,0.03264243,0.09123436,2.55521377,0.57307356,0.17013087
-5.33366683,3.55471385,0.01394519,0.03163455,0.08874720,2.52755934,0.57073750,0.16620701
-5.32766383,3.49743601,0.01364682,0.03050928,0.08588160,2.48820023,0.56551464,0.16164875
-5.32166083,3.42470334,0.01327802,0.02928660,0.08268688,2.43783852,0.55752474,0.15654410
-5.31565783,3.33780379,0.01284795,0.02798756,0.07921740,2.37737735,0.54694667,0.15099048
-5.30965483,3.23828736,0.01236731,0.02663399,0.07553151,2.30790993,0.53401691,0.14509330
-5.30365183,3.12794352,0.01184810,0.02524807,0.07169050,2.23070397,0.51902651,0.13896432
-5.29764882,3.00877286,0.01130346,0.02385206,0.06775748,2.14718167,0.50231665,0.13272006
-5.29164582,2.88295337,0.01074745,0.02246797,0.06379637,2.05889582,0.48427283,0.12648002
-5.28564282,2.75280223,0.01019487,0.02111735,0.05987084,1.96750240,0.46531788,0.12036506
-5.27963982,2.62073401,0.00966104,0.01982105,0.05604342,1.87473054,0.44590403,0.11449559
-5.27363682,2.48921658,0.00916167,0.01859904,0.05237463,1.78235057,0.42650431,0.10898994
-5.26763382,2.36072578,0.00871267,0.01747027,0.04892232,1.69214108,0.40760345,0.10396269
-5.26163082,2.23770026,0.00833002,0.01645255,0.04574106,1.60585606,0.38968865,0.09952312
-5.25562781,2.12249776,0.00802968,0.01556244,0.04288174,1.52519293,0.37324043,0.09577374
-5.24962481,2.01735412,0.00782744,0.01481519,0.04039129,1.45176250,0.35872391,0.09280899
-5.24362181,1.92434605,0.00773884,0.01422463,0.03831255,1.38706169,0.34658056,0.09071409
-5.23761881,1.84535873,0.00777908,0.01380315,0.03668427,1.33244973,0.33722079,0.08956399
-5.23161581,1.78205894,0.00796288,0.01356163,0.03554124,1.28912840,0.33101740,0.08942267
-5.22561281,1.73587426,0.00830438,0.01350936,0.03491451,1.25812675,0.32830009,0.09034256
-5.21960980,1.70797872,0.00881700,0.01365403,0.03483171,1.24029062,0.32935098,0.09236422
-5.21360680,1.69928478,0.00951324,0.01400166,0.03531739,1.23627680,0.33440121,0.09551632
-5.20760380,1.71044156,0.01040450,0.01455655,0.03639343,1.24655189,0.34362861,0.09981575
-5.20160080,1.74183878,0.01150085,0.01532126,0.03807939,1.27139538,0.35715632,0.10526809
-5.19559780,1.79361587,0.01281073,0.01629654,0.04039282,1.31090658,0.37505229,0.11186821
-5.18959480,1.86567524,0.01434068,0.01748134,0.04334954,1.36501467,0.39732970,0.11960106
-5.18359180,1.95769892,0.01609505,0.01887278,0.04696378,1.43349124,0.42394787,0.12844261
-5.17758879,2.06916738,0.01807565,0.02046614,0.05124813,1.51596445,0.45481393,0.13836083
-5.17158579,2.19937954,0.02028145,0.02225490,0.05621348,1.61193395,0.48978479,0.14931672
-5.16558279,2.34747276,0.02270831,0.02423073,0.06186857,1.72078580,0.52866952,0.16126526
-5.15957979,2.51244182,0.02534867,0.02638354,0.06821955,1.84180652,0.57123197,0.17415629
-5.15357679,2.69315603,0.02819141,0.02870157,0.07526921,1.97419559,0.61719352,0.18793508
-5.14757379,2.88837363,0.03122167,0.03117138,0.08301607,2.11707580,0.66623590,0.20254282
-5.14157079,3.09675298,0.03442079,0.03377800,0.09145333,2.26950105,0.71800414,0.21791666
-5.13556778,3.31686024,0.03776636,0.03650497,0.10056763,2.43046131,0.77210945,0.23398958
-5.12956478,3.54717352,0.04123233,0.03933441,0.11033774,2.59888482,0.82813215,0.25068981
-5.12356178,3.78608384,0.04478923,0.04224721,0.12073327,2.77363766,0.88562469,0.26794004
-5.11755878,4.03189334,0.04840450,0.04522303,0.13171330,2.95352115,0.94411469,0.28565637
-5.11155578,4.28281174,0.05204296,0.04824049,0.14322525,3.13726781,1.00310819,0.30374706
-5.10555278,4.53695213,0.05566725,0.05127729,0.15520378,3.32353663,1.06209312,0.32211120
-5.09954977,4.79232725,0.05923850,0.05431036,0.16757014,3.51090871,1.12054307,0.34063748
-5.09354677,5.04684779,0.06271695,0.05731604,0.18023173,3.69788439,1.17792151,0.35920314
-5.08754377,5.29832407,0.06606267,0.06027031,0.19308217,3.88288295,1.23368647,0.37767316
-5.08154077,5.54447247,0.06923628,0.06314899,0.20600177,4.06424589,1.28729582,0.39590003
-5.07553777,5.78292774,0.07219972,0.06592808,0.21885868,4.24024487,1.33821312,0.41372405
-5.06953477,6.01126213,0.07491695,0.06858404,0.23151043,4.40909487,1.38591411,0.43097432
-5.06353177,6.22701186,0.07735469,0.07109415,0.24380612,4.56897316,1.42989380,0.44747047
-5.05752876,6.42771103,0.07948303,0.07343692,0.25558918,4.71804411,1.46967402,0.46302528
-5.05152576,6.61093257,0.08127603,0.07559248,0.26670045,4.85448963,1.50481137,0.47744788
-5.04552276,6.77433537,0.08271221,0.07754298,0.27698184,4.97654455,1.53490542,0.49054785
-5.03951976,6.91571624,0.08377500,0.07927308,0.28628010,5.08253607,1.55960677,0.50213980
-5.03351676,7.03306480,0.08445298,0.08077026,0.29445091,5.17092566,1.57862495,0.51204834
-5.02751376,7.12461936,0.08474013,0.08202522,0.30136280,5.24035208,1.59173561,0.52011341
-5.02151076,7.18892114,0.08463589,0.08303215,0.30690110,5.28967353,1.59878697,0.52619551
-5.01550775,7.22486453,0.08414514,0.08378897,0.31097143,5.31800693,1.59970504,0.53018071
-5.00950475,7.23174088,0.08327804,0.08429743,0.31350288,5.32476273,1.59449736,0.53198527
-5.00350175,7.20927346,0.08204982,0.08456315,0.31445050,5.30967309,1.58325523,0.53155947
-4.99749875,7.15764183,0.08048040,0.08459549,0.31379714,5.27281223,1.56615393,0.52889055
-4.99149575,7.07749400,0.07859394,0.08440739,0.31155450,5.21460759,1.54345124,0.52400472
-4.98549275,6.96994549,0.07641839,0.08401506,0.30776334,5.13584105,1.51548383,0.51696780
-4.97948974,6.83656503,0.07398481,0.08343756,0.30249283,5.03763996,1.48266200,0.50788481
-4.97348674,6.67934717,0.07132685,0.08269635,0.29583910,4.92145807,1.44546258,0.49689825
-4.96748374,6.50067281,0.06848001,0.08181478,0.28792298,4.78904711,1.40442049,0.48418525
-4.96148074,6.30325910,0.06548101,0.08081752,0.27888707,4.64242004,1.36011905,0.46995371
-4.95547774,6.09010079,0.06236710,0.07972999,0.26889225,4.48380749,1.31317961,0.45443747
-4.94947474,5.86440526,0.05917544,0.07857790,0.25811379,4.31560905,1.26425061,0.43789094
-4.94347174,5.62952375,0.05594250,0.07738666,0.24673713,4.14034144,1.21399668,0.42058316
-4.93746873,5.38888155,0.05270346,0.07618102,0.23495356,3.96058536,1.16308800,0.40279174
-4.93146573,5.14590937,0.04949181,0.07498465,0.22295601,3.77893314,1.11219018,0.38479678
-4.92546273,4.90397828,0.04633888,0.07381988,0.21093489,3.59793867,1.06195511,0.36687496
-4.91945973,4.66634019,0.04327358,0.07270747,0.19907437,3.42007139,1.01301271,0.34929420
-4.91345673,4.43607509,0.04032209,0.07166645,0.18754901,3.24767532,0.96596382,0.33230878
-4.90745373,4.21604633,0.03750779,0.07071403,0.17652086,3.08293396,0.92137426,0.31615518
-4.90145073,4.00886417,0.03485114,0.06986553,0.16613712,2.92784165,0.87976980,0.30104871
-4.89544772,3.81685773,0.03236970,0.06913438,0.15652840,2.78418124,0.84163223,0.28718090
-4.88944472,3.64205503,0.03007820,0.06853204,0.14780740,2.65350803,0.80739596,0.27471764
-4.88344172,3.48617010,0.02798865,0.06806808,0.14006824,2.53713928,0.77744533,0.26379809
-4.87743872,3.35059644,0.02611051,0.06775005,0.13338615,2.43614869,0.75211215,0.25453416
-4.87143572,3.23640552,0.02445085,0.06758348,0.12781758,2.35136486,0.73167335,0.24701056
-4.86543272,3.14434918,0.02301462,0.06757177,0.12340062,2.28337298,0.71634859,0.24128527
-4.85942971,3.07486487,0.02180478,0.06771613,0.12015566,2.23251871,0.70629783,0.23739029
-4.85342671,3.02808264,0.02082257,0.06801547,0.11808616,2.19891360,0.70161858,0.23533261
-4.84742371,3.00383335,0.02006770,0.06846624,0.11717959,2.18244144,0.70234309,0.23509525
-4.84142071,3.00165732,0.01953855,0.06906243,0.11740830,2.18276498,0.70843552,0.23663839
-4.83541771,3.02081352,0.01923236,0.06979541,0.11873050,2.19933304,0.71978927,0.23990042
-4.82941471,3.06028923,0.01914539,0.07065395,0.12109107,2.23138787,0.73622469,0.24479894
-4.82341171,3.11881043,0.01927309,0.07162425,0.12442246,2.27797299,0.75748755,0.25123172
-4.81740870,3.19485374,0.01961021,0.07269003,0.12864551,2.33794203,0.78324848,0.25907770
-4.81140570,3.28666028,0.02015097,0.07383268,0.13367029,2.40996893,0.81310372,0.26819791
-4.80540270,3.39225245,0.02088910,0.07503151,0.13939696,2.49256023,0.84657753,0.27843655
-4.79939970,3.50945428,0.02181799,0.07626406,0.14571673,2.58406996,0.88312643,0.28962222
-4.79339670,3.63591600,0.02293068,0.07750650,0.15251301,2.68271771,0.92214539,0.30156937
-4.78739370,3.76914336,0.02421990,0.07873402,0.15966260,2.78661026,0.96297617,0.31408010
-4.78139070,3.90653191,0.02567807,0.07992137,0.16703725,2.89376709,1.00491765,0.32694627
-4.77538769,4.04540614,0.02729723,0.08104331,0.17450533,3.00214968,1.04723810,0.33995212
-4.76938469,4.18306320,0.02906896,0.08207522,0.18193381,3.10969439,1.08918904,0.35287720
-4.76338169,4.31682036,0.03098421,0.08299354,0.18919038,3.21434846,1.13002044,0.36549979
-4.75737869,4.44406511,0.03303316,0.08377631,0.19614585,3.31410820,1.16899670,0.37760067
-4.75137569,4.56230661,0.03520499,0.08440365,0.20267659,3.40705852,1.20541296,0.38896712
-4.74537269,4.66922680,0.03748768,0.08485816,0.20866703,3.49141235,1.23861111,0.39939710
-4.73936968,4.76272935,0.03986777,0.08512523,0.21401215,3.56554873,1.26799498,0.40870351
-4.73336668,4.84098466,0.04233011,0.08519339,0.21861980,3.62804800,1.29304404,0.41671822
-4.72736368,4.90246899,0.04485774,0.08505444,0.22241275,3.67772272,1.31332521,0.42329583
-4.72136068,4.94599608,0.04743171,0.08470355,0.22533042,3.71364294,1.32850219,0.42831699
-4.71535768,4.97073996,0.05003104,0.08413931,0.22733014,3.73515471,1.33834203,0.43169099
-4.70935468,4.97624757,0.05263276,0.08336363,0.22838792,3.74189088,1.34271873,0.43335772
-4.70335168,4.96244102,0.05521205,0.08238160,0.22849865,3.73377376,1.34161373,0.43328859
-4.69734867,4.92960883,0.05774252,0.08120122,0.22767569,3.71100933,1.33511328,0.43148670
-4.69134567,4.87838690,0.06019656,0.07983315,0.22594992,3.67407334,1.32340302,0.42798591
-4.68534267,4.80972988,0.06254589,0.07829037,0.22336822,3.62368977,1.30675986,0.42284904
-4.67933967,4.72487408,0.06476213,0.07658774,0.21999146,3.56080277,1.28554175,0.41616532
-4.67333667,4.62529390,0.06681749,0.07474166,0.21589219,3.48654318,1.26017565,0.40804693
-4.66733367,4.51265333,0.06868557,0.07276962,0.21115197,3.40219117,1.23114431,0.39862520
-4.66133067,4.38875480,0.07034206,0.07068983,0.20585854,3.30913661,1.19897241,0.38804620
-4.65532766,4.25548743,0.07176557,0.06852082,0.20010309,3.20883880,1.16421251,0.37646635
-4.64932466,4.11477659,0.07293833,0.06628110,0.19397748,3.10278708,1.12743132,0.36404782
-4.64332166,3.96853667,0.07384683,0.06398883,0.18757175,2.99246377,1.08919676,0.35095427
-4.63731866,3.81862847,0.07448232,0.06166160,0.18097193,2.87931071,1.05006597,0.33734689
-4.63131566,3.66682238,0.07484120,0.05931620,0.17425822,2.76470014,1.01057477,0.32338086
-4.62531266,3.51476795,0.07492520,0.05696842,0.16750357,2.64991065,0.97122840,0.30920247
-4.61930965,3.36397039,0.07474137,0.05463300,0.16077271,2.53610839,0.93249390,0.29494680
-4.61330665,3.21577365,0.07430190,0.05232348,0.15412164,2.42433361,0.89479382,0.28073613
-4.60730365,3.07134987,0.07362373,0.05005216,0.14759744,2.31549207,0.85850140,0.26667885
-4.60130065,2.93169441,0.07272798,0.04783011,0.14123852,2.21035103,0.82393695,0.25286909
-4.59529765,2.79762573,0.07163922,0.04566711,0.13507506,2.10953896,0.79136535,0.23938679
-4.58929465,2.66978910,0.07038462,0.04357168,0.12912974,2.01354846,0.76099459,0.22629812
-4.58329165,2.54866330,0.06899300,0.04155102,0.12341849,1.92274153,0.73297500,0.21365633
-4.57728864,2.43456949,0.06749386,0.03961109,0.11795145,1.83735666,0.70739949,0.20150270
-4.57128564,2.32768155,0.06591639,0.03775652,0.11273384,1.75751713,0.68430431,0.18986771
-4.56528264,2.22803756,0.06428849,0.03599066,0.10776676,1.68324019,0.66367072,0.17877212
-4.55927964,2.13555194,0.06263597,0.03431555,0.10304805,1.61444692,0.64542736,0.16822822
-4.55327664,2.05002836,0.06098174,0.03273196,0.09857291,1.55097259,0.62945354,0.15824080
-4.54727364,1.97117349,0.05934534,0.03123937,0.09433456,1.49257772,0.61558346,0.14880825
-4.54127064,1.89861172,0.05774247,0.02983609,0.09032475,1.43895984,0.60361149,0.13992346
-4.53526763,1.83190120,0.05618488,0.02851929,0.08653426,1.38976620,0.59329847,0.13157465
-4.52926463,1.77055127,0.05468033,0.02728514,0.08295334,1.34460764,0.58437914,0.12374628
-4.52326163,1.71404164,0.05323288,0.02612900,0.07957218,1.30307357,0.57657057,0.11641973
-4.51725863,1.66184312,0.05184323,0.02504558,0.07638139,1.26474822,0.56958140,0.10957423
-4.51125563,1.61343977,0.05050936,0.02402924,0.07337250,1.22922778,0.56312180,0.10318757
-4.50525263,1.56835199,0.04922714,0.02307422,0.07053858,1.19613842,0.55691373,0.09723705
-4.49924962,1.52616003,0.04799115,0.02217498,0.06787477,1.16515430,0.55070117,0.09170031
-4.49324662,1.48652690,0.04679545,0.02132649,0.06537895,1.13601529,0.54425999,0.08655628
-4.48724362,1.44921980,0.04563432,0.02052454,0.06305233,1.10854340,0.53740684,0.08178604
-4.48124062,1.41412887,0.04450304,0.01976602,0.06090005,1.08265709,0.53000680,0.07737369
-4.47523762,1.38128215,0.04339842,0.01904920,0.05893161,1.05838269,0.52197928,0.07330714
-4.46923462,1.35085564,0.04231933,0.01837388,0.05716125,1.03586193,0.51330183,0.06957866
-4.46323162,1.32317733,0.04126691,0.01774154,0.05560808,1.01535494,0.50401158,0.06618542
-4.45722861,1.29872459,0.04024472,0.01715536,0.05429600,0.99723801,0.49420420,0.06312963
-4.45122561,1.27811420,0.03925863,0.01662022,0.05325337,0.98199566,0.48403021,0.06041851
-4.44522261,1.26208487,0.03831653,0.01614249,0.05251236,0.97020702,0.47368880,0.05806396
-4.43921961,1.25147224,0.03742790,0.01572987,0.05210805,0.96252636,0.46341939,0.05608188
-4.43321661,1.24717700,0.03660318,0.01539100,0.05207717,0.95965831,0.45349117,0.05449129
-4.42721361,1.25012674,0.03585309,0.01513511,0.05245667,0.96232826,0.44419100,0.05331304
-4.42121061,1.26123295,0.03518789,0.01497151,0.05328194,0.97124902,0.43581033,0.05256844
-4.41520760,1.28134439,0.03461658,0.01490912,0.05458494,0.98708478,0.42863160,0.05227753
-4.40920460,1.31119888,0.03414615,0.01495589,0.05639220,1.01041368,0.42291463,0.05245740
-4.40320160,1.35137522,0.03378096,0.01511825,0.05872280,1.04169061,0.41888379,0.05312035
-4.39719860,1.40224740,0.03352214,0.01540065,0.06158641,1.08121183,0.41671629,0.05427210
-4.39119560,1.46394330,0.03336725,0.01580501,0.06498151,1.12908288,0.41653226,0.05591021
-4.38519260,1.53630980,0.03331002,0.01633036,0.06889382,1.18519162,0.41838702,0.05802262
-4.37918959,1.61888630,0.03334034,0.01697249,0.07329514,1.24918768,0.42226577,0.06058654
-4.37318659,1.71088834,0.03344442,0.01772378,0.07814262,1.32046972,0.42808107,0.06356765
-4.36718359,1.81120259,0.03360516,0.01857314,0.08337848,1.39818149,0.43567319,0.06691983
-4.36118059,1.91839420,0.03380265,0.01950599,0.08893034,1.48121746,0.44481325,0.07058523
-4.35517759,2.03072696,0.03401486,0.02050457,0.09471213,1.56823833,0.45520916,0.07449498
-4.34917459,2.14619616,0.03421838,0.02154819,0.10062554,1.65769639,0.46651397,0.07857024
-4.34317159,2.26257347,0.03438929,0.02261378,0.10656211,1.74787017,0.47833651,0.08272388
-4.33716858,2.37746268,0.03450405,0.02367640,0.11240582,1.83690754,0.49025367,0.08686249
-4.33116558,2.48836448,0.03454033,0.02471002,0.11803605,1.92287578,0.50182405,0.09088880
-4.32516258,2.59274799,0.03447784,0.02568819,0.12333097,2.00381691,0.51260227,0.09470435
-4.31915958,2.68812644,0.03429906,0.02658493,0.12817108,2.07780626,0.52215356,0.09821234
-4.31315658,2.77213389,0.03398985,0.02737546,0.13244285,2.14301188,0.53006787,0.10132060
-4.30715358,2.84260003,0.03353985,0.02803706,0.13604225,2.19775250,0.53597311,0.10394439
