energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-5.88594297,2.01258877,0.71705850,0.48897366,0.03163097,0.15763736,0.49906544,0.32934574,1.18483661,0.00000000
-5.87993997,2.01808615,0.70341784,0.49174870,0.03224879,0.16151078,0.50691183,0.32558080,1.19023019,0.00000000
-5.87393697,2.02628740,0.69289785,0.49550892,0.03280378,0.16719677,0.51621563,0.32158248,1.19621713,0.00000000
-5.86793397,2.03758088,0.68538116,0.50038598,0.03329083,0.17463598,0.52711605,0.31752718,1.20305223,0.00000000
-5.86193097,2.05234712,0.68074056,0.50651320,0.03370374,0.18375340,0.53972477,0.31359852,1.21098649,0.00000000
-5.85592796,2.07092659,0.67883676,0.51401470,0.03403540,0.19445734,0.55411550,0.30997957,1.22024785,0.00000000
-5.84992496,2.09358854,0.67951553,0.52299463,0.03427797,0.20663866,0.57031447,0.30684505,1.23102274,0.00000000
-5.84392196,2.12050309,0.68260495,0.53352717,0.03442328,0.22017030,0.58829243,0.30435417,1.24343965,0.00000000
-5.83791896,2.15171821,0.68791309,0.54564799,0.03446316,0.23490726,0.60795876,0.30264425,1.25755569,0.00000000
-5.83191596,2.18714309,0.69522662,0.55934758,0.03438997,0.25068730,0.62915805,0.30182550,1.27334691,0.00000000
-5.82591296,2.22653896,0.70431057,0.57456700,0.03419704,0.26733231,0.65166940,0.30197718,1.29070292,0.00000000
-5.81990995,2.26951789,0.71490967,0.59119617,0.03387918,0.28465041,0.67520874,0.30314524,1.30942622,0.00000000
-5.81390695,2.31554975,0.72675117,0.60907500,0.03343312,0.30243887,0.69943405,0.30534146,1.32923621,0.00000000
-5.80790395,2.36397685,0.73954918,0.62799713,0.03285792,0.32048769,0.72395347,0.30854416,1.34977757,0.00000000
-5.80190095,2.41403554,0.75301048,0.64771629,0.03215519,0.33858383,0.74833586,0.31270033,1.37063278,0.00000000
-5.79589795,2.46488349,0.76684151,0.66795474,0.03132938,0.35651577,0.77212359,0.31772887,1.39133778,0.00000000
-5.78989495,2.51563102,0.78075607,0.68841352,0.03038771,0.37407846,0.79484684,0.32352492,1.41140016,0.00000000
-5.78389195,2.56537490,0.79448366,0.70878372,0.02934019,0.39107810,0.81603888,0.32996488,1.43031878,0.00000000
-5.77788894,2.61323268,0.80777764,0.72875843,0.02819935,0.40733687,0.83525174,0.33691178,1.44760379,0.00000000
-5.77188594,2.65837561,0.82042309,0.74804440,0.02697996,0.42269707,0.85207133,0.34422083,1.46279612,0.00000000
-5.76588294,2.70005858,0.83224378,0.76637304,0.02569856,0.43702464,0.86613165,0.35174486,1.47548534,0.00000000
-5.75987994,2.73764546,0.84310790,0.78351001,0.02437301,0.45021177,0.87712717,0.35933921,1.48532515,0.00000000
-5.75387694,2.77062864,0.85293228,0.79926295,0.02302188,0.46217850,0.88482309,0.36686615,1.49204572,0.00000000
-5.74787394,2.79864197,0.86168480,0.81348696,0.02166391,0.47287324,0.88906286,0.37419850,1.49546248,0.00000000
-5.74187094,2.82146661,0.86938500,0.82608756,0.02031742,0.48227212,0.88977281,0.38122236,1.49548099,0.00000000
-5.73586793,2.83902978,0.87610262,0.83702099,0.01899980,0.49037728,0.88696367,0.38783903,1.49209782,0.00000000
-5.72986493,2.85139687,0.88195438,0.84629202,0.01772700,0.49721418,0.88072903,0.39396608,1.48539762,0.00000000
-5.72386193,2.85875756,0.88709901,0.85394929,0.01651315,0.50282811,0.87124084,0.39953752,1.47554677,0.00000000
-5.71785893,2.86140705,0.89173070,0.86007864,0.01537025,0.50728013,0.85874229,0.40450349,1.46278390,0.00000000
-5.71185593,2.85972369,0.89607142,0.86479483,0.01430794,0.51064259,0.84353848,0.40882929,1.44740816,0.00000000
-5.70585293,2.85414449,0.90036228,0.86823208,0.01333340,0.51299467,0.82598524,0.41249405,1.42976574,0.00000000
-5.69984992,2.84513978,0.90485432,0.87053423,0.01245132,0.51441801,0.80647685,0.41548925,1.41023543,0.00000000
-5.69384692,2.83318867,0.90979911,0.87184478,0.01166400,0.51499287,0.78543294,0.41781705,1.38921407,0.00000000
-5.68784392,2.81875642,0.91543939,0.87229765,0.01097144,0.51479476,0.76328544,0.41948875,1.36710228,0.00000000
-5.68184092,2.80227485,0.92200014,0.87200902,0.01037162,0.51389199,0.74046579,0.42052332,1.34429143,0.00000000
-5.67583792,2.78412660,0.92968029,0.87107064,0.00986069,0.51234398,0.71739313,0.42094618,1.32115197,0.00000000
-5.66983492,2.76463376,0.93864536,0.86954513,0.00943326,0.51020051,0.69446360,0.42078813,1.29802375,0.00000000
-5.66383192,2.74405109,0.94902104,0.86746317,0.00908274,0.50750180,0.67204132,0.42008459,1.27520844,0.00000000
-5.65782891,2.72256386,0.96088811,0.86482296,0.00880160,0.50427929,0.65045098,0.41887493,1.25296415,0.00000000
-5.65182591,2.70028981,0.97427852,0.86159167,0.00858163,0.50055714,0.62997236,0.41720209,1.23150231,0.00000000
-5.64582291,2.67728491,0.98917297,0.85770890,0.00841428,0.49635400,0.61083668,0.41511217,1.21098662,0.00000000
-5.63981991,2.65355215,1.00549977,0.85309169,0.00829083,0.49168514,0.59322479,0.41265414,1.19153392,0.00000000
-5.63381691,2.62905257,1.02313531,0.84764101,0.00820264,0.48656446,0.57726709,0.40987952,1.17321678,0.00000000
-5.62781391,2.60371769,1.04190586,0.84124904,0.00814132,0.48100646,0.56304501,0.40684197,1.15606747,0.00000000
-5.62181091,2.57746267,1.06159093,0.83380709,0.00809892,0.47502776,0.55059387,0.40359678,1.14008306,0.00000000
-5.61580790,2.55019927,1.08192801,0.82521346,0.00806800,0.46864825,0.53990697,0.40020034,1.12523131,0.00000000
-5.60980490,2.52184811,1.10261878,0.81538108,0.00804179,0.46189170,0.53094051,0.39670933,1.11145718,0.00000000
-5.60380190,2.49234963,1.12333653,0.80424440,0.00801426,0.45478580,0.52361946,0.39317993,1.09868958,0.00000000
-5.59779890,2.46167345,1.14373490,0.79176518,0.00798017,0.44736174,0.51784376,0.38966689,1.08684823,0.00000000
-5.59179590,2.42982570,1.16345756,0.77793714,0.00793516,0.43965336,0.51349494,0.38622256,1.07585029,0.00000000
-5.58579290,2.39685439,1.18214874,0.76278900,0.00787575,0.43169596,0.51044279,0.38289593,1.06561670,0.00000000
-5.57978989,2.36285265,1.19946430,0.74638608,0.00779942,0.42352492,0.50855196,0.37973165,1.05607794,0.00000000
-5.57378689,2.32796000,1.21508296,0.72883029,0.00770456,0.41517442,0.50768820,0.37676918,1.04717913,0.00000000
-5.56778389,2.29236163,1.22871742,0.71025865,0.00759051,0.40667612,0.50772415,0.37404201,1.03888420,0.00000000
-5.56178089,2.25628602,1.24012480,0.69084037,0.00745749,0.39805824,0.50854439,0.37157705,1.03117903,0.00000000
-5.55577789,2.22000102,1.24911617,0.67077279,0.00730663,0.38934492,0.51004962,0.36939412,1.02407356,0.00000000
-5.54977489,2.18380850,1.25556447,0.65027633,0.00713983,0.38055608,0.51215988,0.36750576,1.01760243,0.00000000
-5.54377189,2.14803794,1.25941065,0.62958862,0.00695975,0.37170777,0.51481659,0.36591704,1.01182447,0.00000000
-5.53776888,2.11303890,1.26066752,0.60895823,0.00676963,0.36281291,0.51798332,0.36462575,1.00682065,0.00000000
-5.53176588,2.07917285,1.25942107,0.58863807,0.00657323,0.35388250,0.52164532,0.36362266,1.00269067,0.00000000
-5.52576288,2.04680417,1.25582901,0.56887885,0.00637465,0.34492722,0.52580778,0.36289200,0.99954827,0.00000000
-5.51975988,2.01629082,1.25011651,0.54992268,0.00617819,0.33595912,0.53049281,0.36241208,0.99751524,0.00000000
-5.51375688,1.98797464,1.24256908,0.53199712,0.00598816,0.32699350,0.53573539,0.36215607,0.99671440,0.00000000
-5.50775388,1.96217157,1.23352287,0.51530974,0.00580875,0.31805070,0.54157832,0.36209286,0.99726191,0.00000000
-5.50175088,1.93916198,1.22335260,0.50004340,0.00564383,0.30915769,0.54806654,0.36218801,0.99925895,0.00000000
-5.49574787,1.91918139,1.21245753,0.48635223,0.00549680,0.30034931,0.55524099,0.36240476,1.00278344,0.00000000
-5.48974487,1.90241186,1.20124615,0.47435847,0.00537045,0.29166914,0.56313244,0.36270498,1.00788201,0.00000000
-5.48374187,1.88897430,1.19011992,0.46415024,0.00526686,0.28316977,0.57175548,0.36305018,1.01456267,0.00000000
-5.47773887,1.87892208,1.17945712,0.45578002,0.00518728,0.27491260,0.58110316,0.36340244,1.02278867,0.00000000
-5.47173587,1.87223628,1.16959709,0.44926420,0.00513208,0.26696695,0.59114253,0.36372520,1.03247391,0.00000000
-5.46573287,1.86882273,1.16082592,0.44458330,0.00510073,0.25940874,0.60181136,0.36398408,1.04348017,0.00000000
-5.45972986,1.86851139,1.15336400,0.44168311,0.00509184,0.25231856,0.61301633,0.36414750,1.05561657,0.00000000
-5.45372686,1.87105790,1.14735613,0.44047659,0.00510315,0.24577936,0.62463279,0.36418725,1.06864133,0.00000000
-5.44772386,1.87614773,1.14286459,0.44084641,0.00513167,0.23987385,0.63650626,0.36407893,1.08226587,0.00000000
-5.44172086,1.88340281,1.13986564,0.44264816,0.00517376,0.23468165,0.64845557,0.36380232,1.09616131,0.00000000
-5.43571786,1.89239051,1.13824945,0.44571415,0.00522530,0.23027636,0.66027760,0.36334173,1.10996710,0.00000000
-5.42971486,1.90263485,1.13782374,0.44985763,0.00528183,0.22672272,0.67175342,0.36268625,1.12330147,0.00000000
-5.42371186,1.91362944,1.13832077,0.45487733,0.00533874,0.22407386,0.68265552,0.36182995,1.13577326,0.00000000
-5.41770885,1.92485192,1.13940759,0.46056227,0.00539141,0.22236890,0.69275578,0.36077213,1.14699476,0.00000000
-5.41170585,1.93577904,1.14069905,0.46669665,0.00543544,0.22163087,0.70183389,0.35951748,1.15659472,0.00000000
-5.40570285,1.94590204,1.14177291,0.47306469,0.00546678,0.22186505,0.70968559,0.35807626,1.16423124,0.00000000
-5.39969985,1.95474150,1.14218667,0.47945528,0.00548187,0.22305783,0.71613055,0.35646442,1.16960360,0.00000000
-5.39369685,1.96186104,1.14149507,0.48566633,0.00547779,0.22517611,0.72101923,0.35470360,1.17246277,0.00000000
-5.38769385,1.96687926,1.13926780,0.49150868,0.00545234,0.22816720,0.72423858,0.35282110,1.17261975,0.00000000
-5.38169085,1.96947943,1.13510645,0.49680938,0.00540409,0.23195929,0.72571621,0.35084967,1.16995173,0.00000000
-5.37568784,1.96941639,1.12866015,0.50141447,0.00533244,0.23646247,0.72542270,0.34882704,1.16440543,0.00000000
-5.36968484,1.96652057,1.11963917,0.50519093,0.00523758,0.24157023,0.72337220,0.34679533,1.15599772,0.00000000
-5.36368184,1.96069879,1.10782599,0.50802799,0.00512051,0.24716140,0.71962109,0.34480010,1.14481346,0.00000000
-5.35767884,1.95193211,1.09308344,0.50983771,0.00498293,0.25310260,0.71426490,0.34288919,1.13100070,0.00000000
-5.35167584,1.94027086,1.07535962,0.51055487,0.00482720,0.25925101,0.70743370,0.34111125,1.11476361,0.00000000
-5.34567284,1.92582720,1.05468951,0.51013627,0.00465622,0.26545740,0.69928613,0.33951402,1.09635353,0.00000000
-5.33966983,1.90876575,1.03119334,0.50855955,0.00447334,0.27156951,0.69000251,0.33814240,1.07605854,0.00000000
-5.33366683,1.88929291,1.00507186,0.50582156,0.00428220,0.27743549,0.67977735,0.33703639,1.05419238,0.00000000
-5.32766383,1.86764543,0.97659887,0.50193648,0.00408671,0.28290754,0.66881164,0.33622899,1.03108297,0.00000000
-5.32166083,1.84407891,0.94611146,0.49693384,0.00389085,0.28784541,0.65730533,0.33574406,1.00706130,0.00000000
-5.31565783,1.81885693,0.91399837,0.49085637,0.00369863,0.29211993,0.64545030,0.33559447,0.98245115,0.00000000
-5.30965483,1.79224115,0.88068712,0.48375810,0.00351398,0.29561626,0.63342417,0.33578039,0.95756009,0.00000000
-5.30365183,1.76448301,0.84663049,0.47570241,0.00334070,0.29823685,0.62138522,0.33628805,0.93267192,0.00000000
-5.29764882,1.73581722,0.81229287,0.46676045,0.00318238,0.29990405,0.60946846,0.33708890,0.90804109,0.00000000
-5.29164582,1.70645724,0.77813701,0.45700966,0.00304239,0.30056213,0.59778309,0.33813938,0.88388879,0.00000000
-5.28564282,1.67659278,0.74461163,0.44653265,0.00292383,0.30017880,0.58641126,0.33938128,0.86040107,0.00000000
-5.27963982,1.64638917,0.71214038,0.43541620,0.00282950,0.29874604,0.57540816,0.34074276,0.83772854,0.00000000
-5.27363682,1.61598846,0.68111222,0.42375055,0.00276191,0.29628020,0.56480320,0.34213989,0.81598764,0.00000000
-5.26763382,1.58551178,0.65187360,0.41162875,0.00272324,0.29282143,0.55460224,0.34347894,0.79526307,0.00000000
-5.26163082,1.55506280,0.62472251,0.39914618,0.00271534,0.28843230,0.54479057,0.34465903,0.77561116,0.00000000
-5.25562781,1.52473171,0.59990423,0.38640010,0.00273970,0.28319576,0.53533650,0.34557528,0.75706376,0.00000000
-5.24962481,1.49459936,0.57760900,0.37348918,0.00279743,0.27721248,0.52619524,0.34612222,0.73963234,0.00000000
-5.24362181,1.46474133,0.55797120,0.36051306,0.00288923,0.27059757,0.51731289,0.34619733,0.72331203,0.00000000
-5.23761881,1.43523147,0.54107005,0.34757186,0.00301533,0.26347697,0.50863035,0.34570460,0.70808539,0.00000000
-5.23161581,1.40614486,0.52693165,0.33476564,0.00317549,0.25598344,0.50008698,0.34455796,0.69392565,0.00000000
-5.22561281,1.37755999,0.51553199,0.32219387,0.00336888,0.24825251,0.49162385,0.34268435,0.68079949,0.00000000
-5.21960980,1.34956021,0.50680104,0.30995503,0.00359411,0.24041846,0.48318653,0.34002645,0.66866913,0.00000000
-5.21360680,1.32223453,0.50062754,0.29814613,0.00384915,0.23261044,0.47472732,0.33654491,0.65749397,0.00000000
-5.20760380,1.29567801,0.49686443,0.28686256,0.00413131,0.22494908,0.46620700,0.33221990,0.64723186,0.00000000
-5.20160080,1.26999187,0.49533496,0.27619803,0.00443723,0.21754351,0.45759604,0.32705219,0.63784003,0.00000000
-5.19559780,1.24528372,0.49583921,0.26624491,0.00476287,0.21048911,0.44887537,0.32106348,0.62927608,0.00000000
-5.18959480,1.22166816,0.49816113,0.25709473,0.00510358,0.20386592,0.44003683,0.31429620,0.62149909,0.00000000
-5.18359180,1.19926793,0.50207595,0.24883916,0.00545412,0.19773788,0.43108332,0.30681278,0.61447100,0.00000000
-5.17758879,1.17821600,0.50735798,0.24157129,0.00580877,0.19215291,0.42202878,0.29869436,0.60815857,0.00000000
-5.17158579,1.15865851,0.51378865,0.23538714,0.00616145,0.18714365,0.41289806,0.29003922,0.60253584,0.00000000
-5.16558279,1.14075866,0.52116464,0.23038752,0.00650584,0.18272902,0.40372678,0.28096082,0.59758720,0.00000000
-5.15957979,1.12470150,0.52930602,0.22667995,0.00683556,0.17891631,0.39456120,0.27158573,0.59331105,0.00000000
-5.15357679,1.11069927,0.53806408,0.22438063,0.00714434,0.17570375,0.38545811,0.26205137,0.58972385,0.00000000
-5.14757379,1.09899696,0.54732859,0.22361623,0.00742620,0.17308339,0.37648473,0.25250375,0.58686434,0.00000000
-5.14157079,1.08987768,0.55703421,0.22452537,0.00767566,0.17104406,0.36771856,0.24309522,0.58479787,0.00000000
-5.13556778,1.08366721,0.56716566,0.22725961,0.00788787,0.16957432,0.35924720,0.23398222,0.58362018,0.00000000
-5.12956478,1.08073722,0.57776137,0.23198371,0.00805882,0.16866509,0.35116790,0.22532312,0.58346064,0.00000000
-5.12356178,1.08150657,0.58891516,0.23887509,0.00818544,0.16831193,0.34358691,0.21727608,0.58448436,0.00000000
-5.11755878,1.08644003,0.60077581,0.24812220,0.00826571,0.16851675,0.33661843,0.20999698,0.58689298,0.00000000
-5.11155578,1.09604419,0.61354429,0.25992191,0.00829873,0.16928884,0.33038321,0.20363721,0.59092380,0.00000000
-5.10555278,1.11086002,0.62746839,0.27447562,0.00828471,0.17064523,0.32500656,0.19834157,0.59684707,0.00000000
-5.09954977,1.13145213,0.64283495,0.29198429,0.00822499,0.17261026,0.32061593,0.19424594,0.60496134,0.00000000
-5.09354677,1.15839460,0.65995973,0.31264243,0.00812193,0.17521447,0.31733802,0.19147498,0.61558682,0.00000000
-5.08754377,1.19225376,0.67917511,0.33663113,0.00797884,0.17849278,0.31529537,0.19013957,0.62905691,0.00000000
-5.08154077,1.23356843,0.70081617,0.36411030,0.00779983,0.18248220,0.31460272,0.19033435,0.64570806,0.00000000
-5.07553777,1.28282808,0.72520551,0.39521062,0.00758964,0.18721906,0.31536312,0.19213501,0.66586833,0.00000000
-5.06953477,1.34045001,0.75263739,0.43002516,0.00735346,0.19273608,0.31766395,0.19559581,0.68984501,0.00000000
-5.06353177,1.40675636,0.78336200,0.46860142,0.00709674,0.19905927,0.32157316,0.20074705,0.71791183,0.00000000
-5.05752876,1.48195193,0.81757036,0.51093374,0.00682503,0.20620506,0.32713581,0.20759289,0.75029621,0.00000000
-5.05152576,1.56610412,0.85538063,0.55695687,0.00654373,0.21417761,0.33437112,0.21610946,0.78716721,0.00000000
-5.04552276,1.65912569,0.89682647,0.60654064,0.00625799,0.22296665,0.34327018,0.22624346,0.82862453,0.00000000
-5.03951976,1.76076153,0.94184788,0.65948639,0.00597256,0.23254586,0.35379458,0.23791141,0.87468923,0.00000000
-5.03351676,1.87058004,0.99028518,0.71552515,0.00569164,0.24287185,0.36587586,0.25099962,0.92529640,0.00000000
-5.02751376,1.98796973,1.04187628,0.77431780,0.00541885,0.25388395,0.37941598,0.26536487,0.98029023,0.00000000
-5.02151076,2.11214130,1.09625746,0.83545743,0.00515716,0.26550464,0.39428881,0.28083614,1.03942163,0.00000000
-5.01550775,2.24213546,1.15296769,0.89847365,0.00490887,0.27764067,0.41034245,0.29721704,1.10234853,0.00000000
-5.00950475,2.37683601,1.21145631,0.96283897,0.00467564,0.29018484,0.42740245,0.31428927,1.16863882,0.00000000
-5.00350175,2.51498797,1.27109387,1.02797687,0.00445851,0.30301825,0.44527560,0.33181672,1.23777585,0.00000000
-4.99749875,2.65522002,1.33118557,1.09327149,0.00425800,0.31601293,0.46375433,0.34955042,1.30916617,0.00000000
-4.99149575,2.79607040,1.39098690,1.15807845,0.00407414,0.32903471,0.48262122,0.36723388,1.38214937,0.00000000
-4.98549275,2.93601536,1.44972082,1.22173652,0.00390655,0.34194622,0.50165366,0.38460887,1.45600946,0.00000000
-4.97948974,3.07349901,1.50659584,1.28357976,0.00375458,0.35460980,0.52062835,0.40142134,1.52998758,0.00000000
-4.97348674,3.20696371,1.56082431,1.34294968,0.00361733,0.36689017,0.53932539,0.41742723,1.60329549,0.00000000
-4.96748374,3.33487979,1.61164035,1.39920717,0.00349377,0.37865693,0.55753192,0.43239803,1.67512945,0.00000000
-4.96148074,3.45577385,1.65831675,1.45174376,0.00338278,0.38978659,0.57504514,0.44612581,1.74468418,0.00000000
-4.95547774,3.56825469,1.70018036,1.49999202,0.00328320,0.40016415,0.59167455,0.45842757,1.81116654,0.00000000
-4.94947474,3.67103653,1.73662549,1.54343488,0.00319391,0.40968434,0.60724365,0.46914874,1.87380852,0.00000000
-4.94347174,3.76295881,1.76712513,1.58161365,0.00311382,0.41825230,0.62159083,0.47816570,1.93187953,0.00000000
-4.93746873,3.84300255,1.79123964,1.61413485,0.00304189,0.42578394,0.63456975,0.48538736,1.98469765,0.00000000
-4.93146573,3.91030315,1.80862287,1.64067560,0.00297715,0.43220602,0.64604925,0.49075559,2.03163982,0.00000000
-4.92546273,3.96415968,1.81902590,1.66098780,0.00291868,0.43745586,0.65591301,0.49424470,2.07215086,0.00000000
-4.91945973,4.00404107,1.82229821,1.67490109,0.00286564,0.44148109,0.66405893,0.49586000,2.10575135,0.00000000
-4.91345673,4.02958935,1.81838686,1.68232466,0.00281720,0.44423921,0.67039870,0.49563553,2.13204433,0.00000000
-4.90745373,4.04062043,1.80733367,1.68324810,0.00277258,0.44569730,0.67485742,0.49363113,2.15072087,0.00000000
-4.90145073,4.03712278,1.78927086,1.67774130,0.00273101,0.44583183,0.67737353,0.48992901,2.16156443,0.00000000
-4.89544772,4.01925440,1.76441546,1.66595361,0.00269173,0.44462864,0.67789918,0.48463007,2.16445419,0.00000000
-4.88944472,3.98733841,1.73306277,1.64811219,0.00265400,0.44208318,0.67640094,0.47785003,2.15936721,0.00000000
-4.88344172,3.94185743,1.69557932,1.62451975,0.00261708,0.43820094,0.67286098,0.46971563,2.14637937,0.00000000
-4.87743872,3.88344703,1.65239532,1.59555157,0.00258025,0.43299808,0.66727857,0.46036108,2.12566524,0.00000000
-4.87143572,3.81288825,1.60399713,1.56165195,0.00254282,0.42650221,0.65967191,0.44992480,2.09749661,0.00000000
-4.86543272,3.73109928,1.55091972,1.52332994,0.00250412,0.41875322,0.65008000,0.43854658,2.06223981,0.00000000
-4.85942971,3.63912619,1.49373919,1.48115444,0.00246354,0.40980409,0.63856462,0.42636532,2.02035168,0.00000000
-4.85342671,3.53813262,1.43306557,1.43574864,0.00242054,0.39972155,0.62521209,0.41351723,1.97237424,0.00000000
-4.84742371,3.42938845,1.36953578,1.38778371,0.00237465,0.38858658,0.61013463,0.40013460,1.91892805,0.00000000
-4.84142071,3.31425723,1.30380670,1.33797192,0.00232551,0.37649446,0.59347134,0.38634511,1.86070426,0.00000000
-4.83541771,3.19418247,1.23654844,1.28705905,0.00227284,0.36355450,0.57538854,0.37227153,1.79845554,0.00000000
-4.82941471,3.07067257,1.16843767,1.23581618,0.00221650,0.34988927,0.55607938,0.35803194,1.73298597,0.00000000
-4.82341171,2.94528471,1.10015094,1.18503098,0.00215645,0.33563334,0.53576271,0.34374013,1.66513998,0.00000000
-4.81740870,2.81960748,1.03235812,1.13549852,0.00209279,0.32093150,0.51468116,0.32950629,1.59579070,0.00000000
-4.81140570,2.69524270,0.96571575,1.08801167,0.00202571,0.30593651,0.49309856,0.31543783,1.52582779,0.00000000
-4.80540270,2.57378636,0.90086049,1.04335123,0.00195554,0.29080646,0.47129648,0.30164015,1.45614503,0.00000000
-4.79939970,2.45680907,0.83840265,1.00227580,0.00188271,0.27570176,0.44957036,0.28821746,1.38762793,0.00000000
-4.79339670,2.34583609,0.77891978,0.96551159,0.00180772,0.26078192,0.42822498,0.27527329,1.32114145,0.00000000
-4.78739370,2.24232732,0.72295063,0.93374217,0.00173117,0.24620225,0.40756962,0.26291093,1.25751817,0.00000000
-4.78139070,2.14765736,0.67098923,0.90759821,0.00165373,0.23211053,0.38791287,0.25123342,1.19754689,0.00000000
-4.77538769,2.06309586,0.62347946,0.88764746,0.00157611,0.21864387,0.36955732,0.24034329,1.14196190,0.00000000
-4.76938469,1.98978845,0.58080998,0.87438490,0.00149905,0.20592581,0.35279419,0.23034188,1.09143294,0.00000000
-4.76338169,1.92873835,0.54330973,0.86822317,0.00142331,0.19406383,0.33789789,0.22132823,1.04655585,0.00000000
-4.75737869,1.88078881,0.51124383,0.86948359,0.00134964,0.18314722,0.32512080,0.21339759,1.00784403,0.00000000
-4.75137569,1.84660685,0.48481018,0.87838767,0.00127876,0.17324560,0.31468814,0.20663958,0.97572070,0.00000000
-4.74537269,1.82666812,0.46413650,0.89504947,0.00121138,0.16440789,0.30679301,0.20113590,0.95051192,0.00000000
-4.73936968,1.82124358,0.44927811,0.91946893,0.00114812,0.15666185,0.30159183,0.19695788,0.93244046,0.00000000
-4.73336668,1.83038801,0.44021614,0.95152649,0.00108954,0.15001428,0.29919999,0.19416372,0.92162059,0.00000000
-4.72736368,1.85393088,0.43685662,0.99097913,0.00103611,0.14445159,0.29968799,0.19279570,0.91805386,0.00000000
-4.72136068,1.89146995,0.43903005,1.03745827,0.00098819,0.13994097,0.30307799,0.19287734,0.92162599,0.00000000
-4.71535768,1.94236802,0.44649194,1.09046966,0.00094604,0.13643187,0.30934101,0.19441072,0.93210511,0.00000000
-4.70935468,2.00575342,0.45892411,1.14939560,0.00090979,0.13385788,0.31839484,0.19737408,0.94914147,0.00000000
-4.70335168,2.08052455,0.47593708,1.21349978,0.00087944,0.13213883,0.33010274,0.20171979,0.97226898,0.00000000
-4.69734867,2.16535903,0.49707351,1.28193472,0.00085486,0.13118303,0.34427319,0.20737292,1.00090867,0.00000000
-4.69134567,2.25872782,0.52181296,1.35375220,0.00083579,0.13088972,0.36066072,0.21423045,1.03437445,0.00000000
-4.68534267,2.35891450,0.54957800,1.42791645,0.00082184,0.13115141,0.37896806,0.22216123,1.07188129,0.00000000
-4.67933967,2.46403984,0.57974182,1.50332020,0.00081252,0.13185630,0.39884962,0.23100690,1.11255595,0.00000000
-4.67333667,2.57209174,0.61163728,1.57880330,0.00080721,0.13289061,0.41991645,0.24058364,1.15545042,0.00000000
-4.66733367,2.68095999,0.64456748,1.65317370,0.00080522,0.13414069,0.44174264,0.25068497,1.19955797,0.00000000
-4.66133067,2.78847564,0.67781776,1.72523019,0.00080580,0.13549517,0.46387318,0.26108539,1.24383163,0.00000000
-4.65532766,2.89245395,0.71066876,1.79378659,0.00080814,0.13684679,0.48583311,0.27154495,1.28720498,0.00000000
-4.64932466,2.99074022,0.74241062,1.85769656,0.00081142,0.13809415,0.50713789,0.28181460,1.32861459,0.00000000
-4.64332166,3.08125699,0.77235755,1.91587839,0.00081481,0.13914321,0.52730453,0.29164214,1.36702378,0.00000000
