energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.75987994,4.61075390,1.25424789,2.72887186,0.00068839,0.57643219,0.02062816,0.49991052,0.91565016,0.41025737
-5.75387694,4.66724750,1.27727626,2.75488982,0.00070670,0.58387426,0.02144056,0.50866923,0.93290647,0.41648159
-5.74787394,4.70989607,1.29529575,2.77241416,0.00072280,0.59023537,0.02228805,0.51520284,0.94861846,0.42150526
-5.74187094,4.73897840,1.30814564,2.78155703,0.00073634,0.59567625,0.02317000,0.51944966,0.96294889,0.42539183
-5.73586793,4.75503808,1.31576939,2.78256382,0.00074701,0.60039389,0.02408566,0.52139044,0.97610894,0.42823836
-5.72986493,4.75885732,1.31821425,2.77579975,0.00075460,0.60461405,0.02503391,0.52104911,0.98834941,0.43017216
-5.72386193,4.75142260,1.31562727,2.76173313,0.00075894,0.60858241,0.02601285,0.51849213,0.99995010,0.43134618
-5.71785893,4.73388388,1.30824793,2.74091589,0.00075997,0.61255486,0.02701950,0.51382639,1.01120795,0.43193326
-5.71185593,4.70750875,1.29639759,2.71396231,0.00075767,0.61678718,0.02804951,0.50719586,1.02242431,0.43211970
-5.70585293,4.67363382,1.28046630,2.68152677,0.00075209,0.62152465,0.02909691,0.49877688,1.03389195,0.43209814
-5.69984992,4.63361513,1.26089743,2.64428156,0.00074336,0.62699204,0.03015395,0.48877249,1.04588231,0.43206025
-5.69384692,4.58877998,1.23817095,2.60289565,0.00073166,0.63338435,0.03121103,0.47740588,1.05863351,0.43218946
-5.68784392,4.54038208,1.21278606,2.55801537,0.00071719,0.64085876,0.03225674,0.46491326,1.07233970,0.43265397
-5.68184092,4.48956207,1.18524383,2.51024779,0.00070024,0.64952806,0.03327800,0.45153654,1.08714212,0.43360053
-5.67583792,4.43731493,1.15603090,2.46014742,0.00068107,0.65945590,0.03426030,0.43751596,1.10312237,0.43514895
-5.66983492,4.38446563,1.12560469,2.40820678,0.00066000,0.67065394,0.03518806,0.42308317,1.12029804,0.43738789
-5.66383192,4.33165380,1.09438085,2.35485098,0.00063732,0.68308113,0.03604504,0.40845497,1.13862095,0.44037177
-5.65782891,4.27932781,1.06272358,2.30043648,0.00061335,0.69664493,0.03681487,0.39382787,1.15797815,0.44411917
-5.65182591,4.22774807,1.03093888,2.24525357,0.00058839,0.71120460,0.03748153,0.37937385,1.17819544,0.44861257
-5.64582291,4.17699914,0.99927117,2.18953245,0.00056271,0.72657621,0.03802997,0.36523735,1.19904354,0.45379951
-5.63981991,4.12700944,0.96790305,2.13345203,0.00053657,0.74253921,0.03844658,0.35153350,1.22024637,0.45959509
-5.63381691,4.07757729,0.93695821,2.07715078,0.00051020,0.75884444,0.03871973,0.33834784,1.24149140,0.46588565
-5.62781391,4.02840179,0.90650697,2.02073880,0.00048382,0.77522297,0.03884021,0.32573713,1.26244144,0.47253351
-5.62181091,3.97911661,0.87657410,1.96431017,0.00045760,0.79139568,0.03880153,0.31373142,1.28274765,0.47938260
-5.61580790,3.92932500,0.84714831,1.90795475,0.00043171,0.80708326,0.03860025,0.30233703,1.30206305,0.48626460
-5.60980490,3.87863428,0.81819274,1.85176858,0.00040626,0.82201610,0.03823607,0.29154032,1.32005638,0.49300570
-5.60380190,3.82668810,0.78965591,1.79586238,0.00038138,0.83594398,0.03771189,0.28131192,1.33642550,0.49943332
-5.59779890,3.77319535,0.76148236,1.74036752,0.00035716,0.84864521,0.03703370,0.27161133,1.35091011,0.50538298
-5.59179590,3.71795437,0.73362257,1.68543929,0.00033368,0.85993490,0.03621045,0.26239145,1.36330333,0.51070477
-5.58579290,3.66087189,0.70604150,1.63125746,0.00031103,0.86967223,0.03525376,0.25360298,1.37346166,0.51526944
-5.57978989,3.60197623,0.67872563,1.57802415,0.00028927,0.87776645,0.03417759,0.24519844,1.38131317,0.51897375
-5.57378689,3.54142462,0.65168795,1.52595947,0.00026847,0.88418148,0.03299781,0.23713567,1.38686348,0.52174511
-5.56778389,3.47950492,0.62497110,1.47529541,0.00024872,0.88893899,0.03173186,0.22938071,1.39019947,0.52354511
-5.56178089,3.41663201,0.59864843,1.42626863,0.00023008,0.89211978,0.03039824,0.22190993,1.39149055,0.52437208
-5.55577789,3.35333977,0.57282328,1.37911266,0.00021265,0.89386345,0.02901614,0.21471149,1.39098728,0.52426237
-5.54977489,3.29026911,0.54762663,1.33405054,0.00019652,0.89436632,0.02760503,0.20778616,1.38901764,0.52329044
-5.54377189,3.22815309,0.52321341,1.29128816,0.00018182,0.89387758,0.02618429,0.20114743,1.38598067,0.52156764
-5.53776888,3.16779994,0.49975786,1.25100921,0.00016866,0.89269369,0.02477296,0.19482109,1.38233793,0.51923975
-5.53176588,3.11007480,0.47744831,1.21337193,0.00015719,0.89115120,0.02338946,0.18884440,1.37860275,0.51648327
-5.52576288,3.05588089,0.45648156,1.17850813,0.00014758,0.88961809,0.02205145,0.18326484,1.37532770,0.51350057
-5.51975988,3.00614073,0.43705748,1.14652440,0.00014002,0.88848380,0.02077569,0.17813869,1.37309049,0.51051414
-5.51375688,2.96177801,0.41937368,1.11750560,0.00013472,0.88814830,0.01957800,0.17352935,1.37247870,0.50775984
-5.50775388,2.92370022,0.40362082,1.09152020,0.00013192,0.88901037,0.01847330,0.16950567,1.37407380,0.50547969
-5.50175088,2.89278245,0.38997838,1.06862719,0.00013191,0.89145556,0.01747556,0.16614018,1.37843477,0.50391414
-5.49574787,2.86985231,0.37861104,1.04888389,0.00013497,0.89584404,0.01659793,0.16350730,1.38608184,0.50329427
-5.48974487,2.85567586,0.36966564,1.03235405,0.00014146,0.90249890,0.01585281,0.16168164,1.39748071,0.50383409
-5.48374187,2.85094451,0.36326857,1.01911549,0.00015173,0.91169511,0.01525190,0.16073618,1.41302779,0.50572318
-5.47773887,2.85626256,0.35952353,1.00926664,0.00016620,0.92364955,0.01480627,0.16074054,1.43303662,0.50912004
-5.47173587,2.87213529,0.35850939,1.00293123,0.00018530,0.93851259,0.01452638,0.16175915,1.45772611,0.51414624
-5.46573287,2.89895729,0.36027825,1.00026057,0.00020948,0.95636124,0.01442208,0.16384931,1.48721062,0.52088167
-5.45972986,2.93700091,0.36485326,1.00143302,0.00023923,0.97719429,0.01450256,0.16705924,1.52149239,0.52936102
-5.45372686,2.98640488,0.37222642,1.00665026,0.00027502,1.00092965,0.01477620,0.17142604,1.56045641,0.53957155
-5.44772386,3.04716314,0.38235620,1.01613044,0.00031735,1.02740377,0.01525043,0.17697347,1.60386787,0.55145235
-5.44172086,3.11911405,0.39516509,1.03009814,0.00036668,1.05637346,0.01593146,0.18370988,1.65137245,0.56489496
-5.43571786,3.20193046,0.41053711,1.04877166,0.00042344,1.08751977,0.01682406,0.19162606,1.70249937,0.57974540
-5.42971486,3.29511123,0.42831572,1.07234799,0.00048802,1.12045415,0.01793120,0.20069325,1.75666733,0.59580754
-5.42371186,3.39797467,0.44830195,1.10098637,0.00056072,1.15472647,0.01925373,0.21086146,1.81319327,0.61284767
-5.41770885,3.50965483,0.47025351,1.13479111,0.00064176,1.18983477,0.02079002,0.22205811,1.87130393,0.63060008
-5.41170585,3.62910140,0.49388476,1.17379477,0.00073123,1.22523659,0.02253563,0.23418719,1.93014990,0.64877362
-5.40570285,3.75508394,0.51886803,1.21794256,0.00082910,1.26036140,0.02448304,0.24712911,1.98882222,0.66705877
-5.39969985,3.88620116,0.54483646,1.26707910,0.00093516,1.29462394,0.02662135,0.26074122,2.04637101,0.68513540
-5.39369685,4.02089585,0.57138851,1.32093835,0.00104903,1.32743801,0.02893619,0.27485924,2.10182585,0.70268052
-5.38769385,4.15747560,0.59809422,1.37913753,0.00117015,1.35823048,0.03140962,0.28929951,2.15421752,0.71937629
-5.38169085,4.29413963,0.62450324,1.44117565,0.00129772,1.38645491,0.03402020,0.30386223,2.20260049,0.73491762
-5.37568784,4.42901110,0.65015440,1.50643704,0.00143078,1.41160470,0.03674319,0.31833543,2.24607555,0.74901945
-5.36968484,4.56017459,0.67458664,1.57419997,0.00156813,1.43322505,0.03955088,0.33249981,2.28381203,0.76142336
-5.36368184,4.68571755,0.69735092,1.64365029,0.00170836,1.45092367,0.04241301,0.34613412,2.31506873,0.77190340
-5.35767884,4.80377454,0.71802260,1.71389960,0.00184991,1.46437975,0.04529739,0.35902099,2.33921297,0.78027083
-5.35167584,4.91257261,0.73621384,1.78400731,0.00199103,1.47335083,0.04817056,0.37095299,2.35573700,0.78637784
-5.34567284,5.01047618,0.75158545,1.85300570,0.00212984,1.47767762,0.05099859,0.38173860,2.36427108,0.79011993
-5.33966983,5.09602942,0.76385755,1.91992687,0.00226438,1.47728627,0.05374787,0.39120789,2.36459285,0.79143712
-5.33366683,5.16799440,0.77281858,1.98383039,0.00239262,1.47218823,0.05638599,0.39921761,2.35663229,0.79031371
-5.32766383,5.22538313,0.77833214,2.04383043,0.00251253,1.46247761,0.05888258,0.40565551,2.34047221,0.78677682
-5.32166083,5.26748210,0.78034129,2.09912097,0.00262213,1.44832629,0.06121005,0.41044356,2.31634421,0.78089374
-5.31565783,5.29386817,0.77887010,2.14899826,0.00271954,1.42997665,0.06334436,0.41354011,2.28462004,0.77276815
-5.30965483,5.30441487,0.77402224,2.19287913,0.00280302,1.40773271,0.06526553,0.41494067,2.24579888,0.76253542
-5.30365183,5.29928900,0.76597678,2.23031474,0.00287105,1.38194951,0.06695814,0.41467742,2.20049104,0.75035730
-5.29764882,5.27893772,0.75498121,2.26099904,0.00292236,1.35302168,0.06841159,0.41281745,2.14939866,0.73641602
-5.29164582,5.24406669,0.74134225,2.28477177,0.00295594,1.32137125,0.06962019,0.40945976,2.09329437,0.72090826
-5.28564282,5.19561059,0.72541461,2.30161612,0.00297115,1.28743552,0.07058315,0.40473127,2.03299879,0.70403916
-5.27963982,5.13469742,0.70758853,2.31165131,0.00296767,1.25165532,0.07130432,0.39878202,1.96935782,0.68601658
-5.27363682,5.06260853,0.68827644,2.31512083,0.00294553,1.21446413,0.07179183,0.39177971,1.90322069,0.66704597
-5.26763382,4.98073625,0.66789962,2.31237706,0.00290514,1.17627856,0.07205761,0.38390401,1.83541962,0.64732582
-5.26163082,4.89054120,0.64687524,2.30386334,0.00284725,1.13749033,0.07211678,0.37534078,1.76675193,0.62704404
-5.25562781,4.79351128,0.62560457,2.29009452,0.00277297,1.09846012,0.07198700,0.36627655,1.69796503,0.60637525
-5.24962481,4.69112406,0.60446263,2.27163711,0.00268367,1.05951333,0.07168779,0.35689344,1.62974491,0.58547898
-5.24362181,4.58481406,0.58378988,2.24909006,0.00258101,1.02093771,0.07123981,0.34736475,1.56270809,0.56449883
-5.23761881,4.47594586,0.56388604,2.22306707,0.00246687,0.98298274,0.07066424,0.33785142,1.49739723,0.54356243
-5.23161581,4.36579397,0.54500631,2.19418127,0.00234328,0.94586067,0.06998208,0.32849938,1.43427999,0.52278213
-5.22561281,4.25552935,0.52735978,2.16303268,0.00221241,0.90974873,0.06921368,0.31943787,1.37375091,0.50225623
-5.21960980,4.14621259,0.51111020,2.13019887,0.00207644,0.87479231,0.06837821,0.31077872,1.31613566,0.48207052
-5.21360680,4.03879303,0.49637857,2.09622876,0.00193759,0.84110877,0.06749328,0.30261655,1.26169710,0.46230011
-5.20760380,3.93411285,0.48324737,2.06163956,0.00179802,0.80879132,0.06657462,0.29502970,1.21064240,0.44301117
-5.20160080,3.83291519,0.47176603,2.02691632,0.00165978,0.77791296,0.06563591,0.28808181,1.16313075,0.42426253
-5.19559780,3.73585464,0.46195712,1.99251362,0.00152477,0.74852990,0.06468857,0.28182383,1.11928074,0.40610707
-5.18959480,3.64350919,0.45382287,1.95885878,0.00139474,0.72068439,0.06374172,0.27629629,1.07917714,0.38859274
-5.18359180,3.55639206,0.44735159,1.92635589,0.00127122,0.69440687,0.06280218,0.27153166,1.04287659,0.37176309
-5.17758879,3.47496253,0.44252360,1.89538989,0.00115549,0.66971732,0.06187445,0.26755657,1.01041187,0.35565760
-5.17158579,3.39963473,0.43931628,1.86633017,0.00104864,0.64662586,0.06096086,0.26439384,0.98179464,0.34031148
-5.16558279,3.33078389,0.43770808,1.83953306,0.00095147,0.62513274,0.06006168,0.26206404,0.95701683,0.32575532
-5.15957979,3.26874971,0.43768133,1.81534290,0.00086457,0.60522784,0.05917526,0.26058663,0.93605051,0.31201449
-5.15357679,3.21383667,0.43922369,1.79409133,0.00078827,0.58688994,0.05829824,0.25998059,0.91884685,0.29910847
-5.14757379,3.16631175,0.44232830,1.77609484,0.00072269,0.57008591,0.05742583,0.26026449,0.90533420,0.28705029
-5.14157079,3.12639965,0.44699282,1.76165058,0.00066773,0.55477010,0.05655202,0.26145602,0.89541583,0.27584597
-5.13556778,3.09427645,0.45321734,1.75103074,0.00062311,0.54088399,0.05566994,0.26357113,0.88896771,0.26549430
-5.12956478,3.07006209,0.46100147,1.74447580,0.00058837,0.52835643,0.05477216,0.26662273,0.88583654,0.25598675
-5.12356178,3.05381261,0.47034096,1.74218709,0.00056291,0.51710435,0.05385105,0.27061912,0.88583855,0.24730778
-5.11755878,3.04551264,0.48122380,1.74431922,0.00054600,0.50703413,0.05289916,0.27556222,0.88875913,0.23943537
-5.11155578,3.04506888,0.49362644,1.75097274,0.00053681,0.49804353,0.05190955,0.28144578,0.89435356,0.23234175
-5.10555278,3.05230495,0.50751003,1.76218755,0.00053442,0.49002402,0.05087619,0.28825354,0.90234883,0.22599442
-5.09954977,3.06695800,0.52281715,1.77793758,0.00053786,0.48286353,0.04979422,0.29595759,0.91244655,0.22035717
-5.09354677,3.08867719,0.53946901,1.79812678,0.00054612,0.47644930,0.04866027,0.30451691,0.92432686,0.21539114
-5.08754377,3.11702410,0.55736337,1.82258689,0.00055817,0.47067077,0.04747262,0.31387616,0.93765310,0.21105587
-5.08154077,3.15147501,0.57637323,1.85107700,0.00057301,0.46542218,0.04623137,0.32396489,0.95207710,0.20731010
-5.07553777,3.19142476,0.59634632,1.88328480,0.00058963,0.46060487,0.04493850,0.33469701,0.96724481,0.20411241
-5.06953477,3.23619209,0.61710539,1.91882973,0.00060710,0.45612904,0.04359778,0.34597074,0.98280196,0.20142159
-5.06353177,3.28502605,0.63844935,1.95726750,0.00062452,0.45191490,0.04221468,0.35766895,0.99839961,0.19919676
-5.05752876,3.33711348,0.66015511,1.99809612,0.00064110,0.44789322,0.04079616,0.36965993,1.01369937,0.19739715
-5.05152576,3.39158705,0.68198009,2.04076305,0.00065612,0.44400518,0.03935040,0.38179849,1.02837806,0.19598171
-5.04552276,3.44753417,0.70366541,2.08467319,0.00066900,0.44020174,0.03788647,0.39392764,1.04213187,0.19490860
-5.03951976,3.50400643,0.72493955,2.12919769,0.00067925,0.43644255,0.03641395,0.40588055,1.05467981,0.19413449
-5.03351676,3.56002980,0.74552259,2.17368323,0.00068654,0.43269449,0.03494260,0.41748295,1.06576671,0.19361400
-5.02751376,3.61461570,0.76513071,2.21746164,0.00069067,0.42893021,0.03348197,0.42855595,1.07516559,0.19329918
-5.02151076,3.66677312,0.78348121,2.25985981,0.00069160,0.42512667,0.03204109,0.43891921,1.08267975,0.19313926
-5.01550775,3.71552198,0.80029768,2.30020984,0.00068945,0.42126392,0.03062823,0.44839446,1.08814459,0.19308064
-5.00950475,3.75990786,0.81531547,2.33785920,0.00068449,0.41732436,0.02925066,0.45680935,1.09142936,0.19306733
-5.00350175,3.79901811,0.82828725,2.37218109,0.00067716,0.41329243,0.02791457,0.46400149,1.09243895,0.19304173
-4.99749875,3.83199951,0.83898865,2.40258475,0.00066805,0.40915501,0.02662503,0.46982276,1.09111580,0.19294583
-4.99149575,3.85807698,0.84722388,2.42852583,0.00065794,0.40490244,0.02538604,0.47414359,1.08744207,0.19272285
-4.98549275,3.87657336,0.85283108,2.44951654,0.00064777,0.40053010,0.02420069,0.47685727,1.08144195,0.19231911
-4.97948974,3.88692937,0.85568738,2.46513558,0.00063862,0.39604058,0.02307134,0.47788402,1.07318406,0.19168628
-4.97348674,3.88872343,0.85571350,2.47503762,0.00063175,0.39144625,0.02199992,0.47717480,1.06278385,0.19078360
-4.96748374,3.88169026,0.85287755,2.47896200,0.00062859,0.38677195,0.02098817,0.47471452,1.05040569,0.18958029
-4.96148074,3.86573749,0.84719811,2.47674050,0.00063072,0.38205779,0.02003800,0.47052464,1.03626448,0.18805765
-4.95547774,3.84095928,0.83874614,2.46830376,0.00063986,0.37736159,0.01915179,0.46466495,1.02062637,0.18621102
-4.94947474,3.80764597,0.82764571,2.45368602,0.00065790,0.37276091,0.01833266,0.45723429,1.00380838,0.18405126
-4.94347174,3.76628887,0.81407341,2.43302792,0.00068686,0.36835427,0.01758473,0.44837030,0.98617644,0.18160571
-4.93746873,3.71757934,0.79825625,2.40657694,0.00072889,0.36426154,0.01691331,0.43824787,0.96814182,0.17891859
-4.93146573,3.66240170,0.78046813,2.37468536,0.00078624,0.36062315,0.01632500,0.42707645,0.95015542,0.17605067
-4.92546273,3.60181951,0.76102477,2.33780542,0.00086125,0.35759807,0.01582778,0.41509608,0.93270010,0.17307817
-4.91945973,3.53705515,0.74027725,2.29648168,0.00095633,0.35536063,0.01543096,0.40257232,0.91628075,0.17009114
-4.91345673,3.46946294,0.71860421,2.25134064,0.00107387,0.35409601,0.01514512,0.38979008,0.90141240,0.16719091
-4.90745373,3.40049636,0.69640309,2.20307758,0.00121627,0.35399464,0.01498190,0.37704660,0.88860649,0.16448720
-4.90145073,3.33167023,0.67408041,2.15244110,0.00138580,0.35524561,0.01495381,0.36464371,0.87835574,0.16209458
-4.89544772,3.26451891,0.65204156,2.10021567,0.00158461,0.35802940,0.01507398,0.35287966,0.87111796,0.16012864
-4.88944472,3.20055203,0.63068043,2.04720254,0.00181462,0.36251012,0.01535581,0.34204078,0.86729963,0.15870196
-4.88344172,3.14120929,0.61036916,1.99419988,0.00207743,0.36882769,0.01581266,0.33239327,0.86723969,0.15792004
-4.87743872,3.08781592,0.59144839,1.94198250,0.00237428,0.37709033,0.01645750,0.32417535,0.87119444,0.15787737
-4.87143572,3.04154071,0.57421843,1.89128216,0.00270593,0.38736762,0.01730257,0.31759011,0.87932417,0.15865377
-4.86543272,3.00335827,0.55893161,1.84276886,0.00307262,0.39968471,0.01835902,0.31279936,0.89168235,0.16031121
-4.85942971,2.97401706,0.54578601,1.79703402,0.00347394,0.41401776,0.01963657,0.30991864,0.90820788,0.16289122
-4.85342671,2.95401452,0.53492107,1.75457619,0.00390884,0.43029107,0.02114326,0.30901356,0.92872115,0.16641295
-4.84742371,2.94358067,0.52641488,1.71578954,0.00437550,0.44837611,0.02288509,0.31009777,0.95292400,0.17087204
-4.84142071,2.94267056,0.52028356,1.68095600,0.00487138,0.46809243,0.02486582,0.31313247,0.98040411,0.17624032
-4.83541771,2.95096632,0.51648252,1.65024088,0.00539311,0.48921067,0.02708673,0.31802760,1.01064362,0.18246626
-4.82941471,2.96788857,0.51490972,1.62369243,0.00593659,0.51145747,0.02954641,0.32464465,1.04303185,0.18947632
-4.82341171,2.99261677,0.51541056,1.60124513,0.00649698,0.53452221,0.03224059,0.33280099,1.07688180,0.19717701
-4.81740870,3.02411775,0.51778450,1.58272654,0.00706874,0.55806522,0.03516205,0.34227560,1.11144971,0.20545754
-4.81140570,3.06118119,0.52179283,1.56786736,0.00764574,0.58172730,0.03830045,0.35281590,1.14595706,0.21419312
-4.80540270,3.10246044,0.52716752,1.55631424,0.00822136,0.60513991,0.04164233,0.36414564,1.17961403,0.22324857
-4.79939970,3.14651707,0.53362058,1.54764468,0.00878861,0.62793584,0.04517104,0.37597331,1.21164349,0.23248219
-4.79339670,3.19186711,0.54085378,1.54138335,0.00934026,0.64975968,0.04886676,0.38800095,1.24130451,0.24174978
-4.78739370,3.23702724,0.54856816,1.53701920,0.00986902,0.67027777,0.05270657,0.39993296,1.26791441,0.25090851
-4.78139070,3.28055874,0.55647308,1.53402243,0.01036769,0.68918717,0.05666457,0.41148459,1.29086832,0.25982059
-4.77538769,3.32110779,0.56429442,1.53186092,0.01082930,0.70622327,0.06071207,0.42238986,1.30965566,0.26835661
-4.76938469,3.35744035,0.57178171,1.53001524,0.01124732,0.72116565,0.06481778,0.43240848,1.32387265,0.27639836
-4.76338169,3.38847050,0.57871384,1.52799186,0.01161578,0.73384222,0.06894815,0.44133180,1.33323055,0.28384115
-4.75737869,3.41328156,0.58490334,1.52533417,0.01192943,0.74413126,0.07306774,0.44898728,1.33755943,0.29059544
-4.75137569,3.43113922,0.59019897,1.52163101,0.01218384,0.75196147,0.07713964,0.45524159,1.33680725,0.29658786
-4.74537269,3.44149710,0.59448682,1.51652265,0.01237553,0.75731026,0.08112596,0.46000218,1.33103478,0.30176159
-4.73936968,3.44399463,0.59768969,1.50970428,0.01250202,0.76020013,0.08498840,0.46321734,1.32040648,0.30607617
-4.73336668,3.43844843,0.59976524,1.50092707,0.01256192,0.76069388,0.08868880,0.46487476,1.30517821,0.30950666
-4.72736368,3.42483790,0.60070276,1.48999728,0.01255490,0.75888847,0.09218978,0.46499880,1.28568225,0.31204250
-4.72136068,3.40328641,0.60051909,1.47677360,0.01248173,0.75490839,0.09545535,0.46364667,1.26231070,0.31368588
-4.71535768,3.37403950,0.59925375,1.46116326,0.01234423,0.74889853,0.09845156,0.46090361,1.23549799,0.31445001
-4.70935468,3.33744153,0.59696376,1.44311733,0.01214521,0.74101727,0.10114711,0.45687748,1.20570338,0.31435716
-4.70335168,3.29391212,0.59371829,1.42262559,0.01188837,0.73142987,0.10351390,0.45169302,1.17339437,0.31343678
-4.69734867,3.24392386,0.58959362,1.39971151,0.01157825,0.72030266,0.10552762,0.44548591,1.13903165,0.31172373
-4.69134567,3.18798221,0.58466843,1.37442754,0.01122004,0.70779822,0.10716823,0.43839721,1.10305610,0.30925667
-4.68534267,3.12660862,0.57901988,1.34685102,0.01081952,0.69407170,0.10842038,0.43056807,1.06587851,0.30607677
-4.67933967,3.06032735,0.57272047,1.31708092,0.01038284,0.67926837,0.10927377,0.42213524,1.02787204,0.30222673
-4.67333667,2.98965638,0.56583585,1.28523546,0.00991645,0.66352245,0.10972345,0.41322732,0.98936760,0.29775017
-4.66733367,2.91510225,0.55842361,1.25145057,0.00942688,0.64695709,0.10977005,0.40396204,0.95065208,0.29269132
-4.66133067,2.83715872,0.55053301,1.21587909,0.00892067,0.62968540,0.10941987,0.39444443,0.91196911,0.28709507
-4.65532766,2.75630855,0.54220556,1.17869062,0.00840418,0.61181232,0.10868498,0.38476610,0.87352209,0.28100729
-4.64932466,2.67302775,0.53347632,1.14007169,0.00788351,0.59343700,0.10758314,0.37500538,0.83547890,0.27447531
-4.64332166,2.58779143,0.52437574,1.10022602,0.00736435,0.57465557,0.10613771,0.36522827,0.79797786,0.26754853
