energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Se_s_up,Se_p_up
-5.89194597,16.21814984,3.16663373,10.85286472,0.04481760,1.12324457,0.99025401,0.90441736,0.11484869,2.44352730
-5.88594297,15.95431030,3.20619254,10.64752569,0.04509187,1.11123334,0.97159957,0.89260114,0.11420604,2.39298255
-5.87993997,15.72111695,3.25073597,10.45987768,0.04546759,1.10112518,0.95643872,0.88282001,0.11342558,2.35148532
-5.87393697,15.51945223,3.29989191,10.29107294,0.04594243,1.09286622,0.94471443,0.87506732,0.11249721,2.31896427
-5.86793397,15.34953488,3.35316069,10.14187348,0.04651234,1.08635486,0.93631393,0.86929055,0.11141116,2.29517747
-5.86193097,15.21094682,3.40992749,10.01264957,0.04717200,1.08144529,0.93107683,0.86539595,0.11015844,2.27973081
-5.85592796,15.10267180,3.46947792,9.90338568,0.04791529,1.07795261,0.92880382,0.86325369,0.10873140,2.27209807
-5.84992496,15.02314438,3.53101658,9.81369384,0.04873577,1.07565906,0.92926550,0.86270315,0.10712416,2.27164203
-5.84392196,14.97030763,3.59368775,9.74283389,0.04962700,1.07432132,0.93221099,0.86355826,0.10533301,2.27763579
-5.83791896,14.94167820,3.65659762,9.68974049,0.05058291,1.07367857,0.93737628,0.86561267,0.10335673,2.28928384
-5.83191596,14.93441726,3.71883716,9.65305622,0.05159797,1.07346073,0.94449175,0.86864477,0.10119687,2.30574228
-5.82591296,14.94540582,3.77950490,9.63117047,0.05266725,1.07339692,0.95328896,0.87242247,0.09885783,2.32613797
-5.81990995,14.97132318,3.83772861,9.62226338,0.05378633,1.07322349,0.96350643,0.87670776,0.09634698,2.34958643
-5.81390695,15.00872730,3.89268537,9.62435421,0.05495117,1.07269145,0.97489441,0.88126107,0.09367459,2.37520824
-5.80790395,15.05413573,3.94361915,9.63535351,0.05615775,1.07157306,0.98721859,0.88584555,0.09085373,2.40214414
-5.80190095,15.10410628,3.98985560,9.65311800,0.05740169,1.06966731,1.00026281,0.89023124,0.08790007,2.42956873
-5.79589795,15.15531612,4.03081373,9.67550742,0.05867783,1.06680425,1.01383083,0.89419932,0.08483163,2.45670293
-5.78989495,15.20463840,4.06601439,9.70044204,0.05997973,1.06284801,1.02774731,0.89754633,0.08166847,2.48282538
-5.78389195,15.24921524,4.09508574,9.72595969,0.06129922,1.05769869,1.04185818,0.90008852,0.07843237,2.50728287
-5.77788894,15.28652584,4.11776605,9.75027085,0.06262611,1.05129292,1.05603053,0.90166625,0.07514644,2.52949989
-5.77188594,15.31444863,4.13390420,9.77181025,0.06394785,1.04360357,1.07015222,0.90214839,0.07183477,2.54898743
-5.76588294,15.33131585,4.14345859,9.78928341,0.06524948,1.03463838,1.08413141,0.90143660,0.06852204,2.56535098
-5.75987994,15.33595928,4.14649483,9.80170643,0.06651368,1.02443804,1.09789618,0.89946944,0.06523321,2.57829772
-5.75387694,15.32774541,4.14318292,9.80843729,0.06772104,1.01307358,1.11139424,0.89622608,0.06199312,2.58764286
-5.74787394,15.30659866,4.13379424,9.80919727,0.06885053,1.00064349,1.12459298,0.89172943,0.05882624,2.59331467
-5.74187094,15.27301106,4.11869866,9.80408110,0.06988015,0.98727047,1.13747971,0.88604855,0.05575630,2.59535836
-5.73586793,15.22803714,4.09836176,9.79355475,0.07078772,0.97309809,1.15006213,0.87930008,0.05280613,2.59393812
-5.72986493,15.17327319,4.07334216,9.77844032,0.07155182,0.95828734,1.16236893,0.87164854,0.04999730,2.58933725
-5.72386193,15.11082012,4.04428858,9.75988796,0.07215280,0.94301309,1.17445037,0.86330538,0.04735001,2.58195598
-5.71785893,15.04323021,4.01193615,9.73933507,0.07257382,0.92746054,1.18637856,0.85452662,0.04488281,2.57230663
-5.71185593,14.97343808,3.97710140,9.71845404,0.07280180,0.91182158,1.19824744,0.84560895,0.04261244,2.56100589
-5.70585293,14.90467756,3.94067534,9.69909010,0.07282836,0.89629108,1.21017205,0.83688447,0.04055369,2.54876409
-5.69984992,14.84038627,3.90361397,9.68319147,0.07265048,0.88106311,1.22228703,0.82871390,0.03871919,2.53637129
-5.69384692,14.78410082,3.86692589,9.67273449,0.07227105,0.86632706,1.23474408,0.82147846,0.03711934,2.52468037
-5.68784392,14.73934594,3.83165650,9.66964703,0.07169915,0.85226375,1.24770847,0.81557063,0.03576212,2.51458717
-5.68184092,14.70952147,3.79886897,9.67573312,0.07095000,0.83904155,1.26135434,0.81138390,0.03465306,2.50700822
-5.67583792,14.69779127,3.76962202,9.69260249,0.07004469,0.82681255,1.27585902,0.80930195,0.03379511,2.50285642
-5.66983492,14.70697859,3.74494509,9.72160801,0.06900962,0.81570907,1.29139642,0.80968739,0.03318864,2.50301540
-5.66383192,14.73947177,3.72581168,9.76379397,0.06787564,0.80584038,1.30812967,0.81287053,0.03283139,2.50831329
-5.65782891,14.79714445,3.71311190,9.81985753,0.06667705,0.79729005,1.32620340,0.81913859,0.03271855,2.51949686
-5.65182591,14.88129328,3.70762544,9.89012506,0.06545038,0.79011383,1.34573585,0.82872559,0.03284278,2.53720681
-5.64582291,14.99259605,3.70999627,9.97454443,0.06423306,0.78433841,1.36681135,0.84180343,0.03319436,2.56195532
-5.63981991,15.13109151,3.72071045,10.07269309,0.06306212,0.77996092,1.38947337,0.85847442,0.03376132,2.59410672
-5.63381691,15.29618199,3.74007827,10.18380168,0.06197282,0.77694951,1.41371879,0.87876561,0.03452965,2.63386208
-5.62781391,15.48665814,3.76822194,10.30679136,0.06099743,0.77524476,1.43949352,0.90262518,0.03548354,2.68124850
-5.62181091,15.70074476,3.80506960,10.44032283,0.06016417,0.77476206,1.46668993,0.92992103,0.03660562,2.73611371
-5.61580790,15.93616526,3.85035615,10.58285449,0.05949634,0.77539486,1.49514629,0.96044180,0.03787727,2.79812619
-5.60980490,16.19022179,3.90363127,10.73270643,0.05901163,0.77701861,1.52464844,0.99390020,0.03927893,2.86678112
-5.60380190,16.45988741,3.96427417,10.88812714,0.05872178,0.77949523,1.55493370,1.02993873,0.04079037,2.94141200
-5.59779890,16.74190596,4.03151462,11.04735959,0.05863245,0.78267793,1.58569697,1.06813755,0.04239106,3.02120750
-5.59179590,17.03289551,4.10445927,11.20870350,0.05874333,0.78641615,1.61659894,1.10802429,0.04406043,3.10523310
-5.58579290,17.32945082,4.18212185,11.37057112,0.05904853,0.79056035,1.64727608,1.14908550,0.04577812,3.19245663
-5.57978989,17.62824058,4.26345590,11.53153397,0.05953716,0.79496648,1.67735207,1.19077935,0.04752429,3.28177673
-5.57378689,17.92609566,4.34738819,11.69035891,0.06019402,0.79949983,1.70645019,1.23254908,0.04927977,3.37205321
-5.56778389,18.22008499,4.43285124,11.84603230,0.06100050,0.80403818,1.73420615,1.27383678,0.05102625,3.46213788
-5.56178089,18.50757632,4.51881315,11.99777156,0.06193540,0.80847402,1.76028084,1.31409701,0.05274642,3.55090491
-5.55577789,18.78628011,4.60430329,12.14502447,0.06297589,0.81271576,1.78437232,1.35280975,0.05442404,3.63727926
-5.54977489,19.05427527,4.68843267,12.28745660,0.06409832,0.81668804,1.80622645,1.38949213,0.05604399,3.72026225
-5.54377189,19.31001657,4.77040795,12.42492816,0.06527904,0.82033086,1.82564574,1.42370878,0.05759227,3.79895321
-5.53776888,19.55232432,4.84953868,12.55746197,0.06649501,0.82359798,1.84249577,1.45508019,0.05905601,3.87256651
-5.53176588,19.78035760,4.92523759,12.68520423,0.06772433,0.82645442,1.85670897,1.48328898,0.06042337,3.94044344
-5.52576288,19.99357319,4.99701441,12.80838048,0.06894659,0.82887339,1.86828531,1.50808395,0.06168353,4.00205862
-5.51975988,20.19167278,5.06446384,12.92724889,0.07014309,0.83083289,1.87728996,1.52928170,0.06282661,4.05702106
-5.51375688,20.37454154,5.12724877,13.04205317,0.07129689,0.83231204,1.88384790,1.54676607,0.06384360,4.10506999
-5.50775388,20.54218162,5.18508031,13.15297736,0.07239277,0.83328766,1.88813557,1.56048548,0.06472634,4.14606610
-5.50175088,20.69464395,5.23769599,13.26010437,0.07341701,0.83373101,1.89037012,1.57044827,0.06546745,4.17997875
-5.49574787,20.83196200,5.28483790,13.36338016,0.07435722,0.83360522,1.89079647,1.57671663,0.06606037,4.20687019
-5.48974487,20.95409074,5.32623242,13.46258502,0.07520205,0.83286335,1.88967308,1.57939920,0.06649935,4.22687753
-5.48374187,21.06085381,5.36157292,13.55731291,0.07594091,0.83144737,1.88725686,1.57864292,0.06677950,4.24019373
-5.47773887,21.15190139,5.39050680,13.64695969,0.07656374,0.82928797,1.88378808,1.57462454,0.06689692,4.24704833
-5.47173587,21.22668063,5.41262780,13.73072064,0.07706084,0.82630549,1.87947597,1.56754197,0.06684873,4.24768915
-5.46573287,21.28441980,5.42747412,13.80759697,0.07742276,0.82241157,1.87448577,1.55760621,0.06663325,4.24236550
-5.45972986,21.32412685,5.43453263,13.87641114,0.07764028,0.81751180,1.86892785,1.54503380,0.06625012,4.23131382
-5.45372686,21.34460197,5.43324893,13.93583009,0.07770445,0.81150889,1.86284946,1.53004030,0.06570040,4.21474610
-5.44772386,21.34446345,5.42304279,13.98439546,0.07760682,0.80430648,1.85622950,1.51283495,0.06498674,4.19284152
-5.44172086,21.32218542,5.40332803,14.02055936,0.07733963,0.79581316,1.84897666,1.49361648,0.06411347,4.16574142
-5.43571786,21.27614539,5.37353578,14.04272443,0.07689613,0.78594655,1.84093100,1.47257039,0.06308663,4.13354756
-5.42971486,21.20467950,5.33313986,14.04928667,0.07627092,0.77463733,1.83186889,1.44986735,0.06191408,4.09632352
-5.42371186,21.10614279,5.28168287,14.03867931,0.07546029,0.76183287,1.82151123,1.42566293,0.06060543,4.05409897
-5.41770885,20.97897190,5.21880169,14.00941636,0.07446254,0.74750037,1.80953445,1.40009825,0.05917200,4.00687631
-5.41170585,20.82174762,5.14425102,13.96013436,0.07327831,0.73162940,1.79558387,1.37330160,0.05762672,3.95463934
-5.40570285,20.63325459,5.05792387,13.88963092,0.07191075,0.71423358,1.77928895,1.34539061,0.05598392,3.89736326
-5.39969985,20.41253612,4.95986800,13.79689904,0.07036572,0.69535163,1.76027948,1.31647489,0.05425917,3.83502560
-5.39369685,20.15894183,4.85029755,13.68115611,0.06865177,0.67504747,1.73820237,1.28665881,0.05246896,3.76761741
-5.38769385,19.87216677,4.72959939,13.54186707,0.06678013,0.65340957,1.71273797,1.25604428,0.05063044,3.69515430
-5.38169085,19.55228054,4.59833388,13.37876095,0.06476447,0.63054957,1.68361546,1.22473320,0.04876110,3.61768671
-5.37568784,19.19974573,4.45723003,13.19184084,0.06262069,0.60660025,1.65062658,1.19282963,0.04687839,3.53530906
-5.36968484,18.81542520,4.30717535,12.98138707,0.06036650,0.58171287,1.61363701,1.16044131,0.04499947,3.44816732
-5.36368184,18.40057836,4.14920058,12.74795391,0.05802102,0.55605410,1.57259514,1.12768062,0.04314078,3.35646476
-5.35767884,17.95684665,3.98446010,12.49236008,0.05560424,0.52980261,1.52753771,1.09466491,0.04131784,3.26046556
-5.35167584,17.48622926,3.81420858,12.21567393,0.05313656,0.50314541,1.47859212,1.06151610,0.03954494,3.16049619
-5.34567284,16.99105008,3.63977471,11.91919373,0.05063823,0.47627404,1.42597543,1.02835975,0.03783496,3.05694449
-5.33966983,16.47391724,3.46253295,11.60442422,0.04812884,0.44938078,1.36999003,0.99532359,0.03619917,2.95025635
-5.33366683,15.93767697,3.28387424,11.27305027,0.04562691,0.42265496,1.31101628,0.96253563,0.03464719,2.84093035
-5.32766383,15.38536346,3.10517652,10.92690866,0.04314946,0.39627934,1.24950233,0.93012198,0.03318690,2.72951032
-5.32166083,14.82014656,2.92777617,10.56795911,0.04071169,0.37042689,1.18595176,0.89820460,0.03182449,2.61657626
-5.31565783,14.24527921,2.75294115,10.19825531,0.03832680,0.34525773,1.12090949,0.86689896,0.03056452,2.50273391
-5.30965483,13.66404619,2.58184671,9.81991705,0.03600585,0.32091659,1.05494653,0.83631190,0.02941004,2.38860341
-5.30365183,13.07971600,2.41555439,9.43510410,0.03375768,0.29753064,0.98864430,0.80653975,0.02836274,2.27480747
-5.29764882,12.49549709,2.25499495,9.04599238,0.03158902,0.27520777,0.92257916,0.77766682,0.02742310,2.16195953
-5.29164582,11.91449949,2.10095554,8.65475292,0.02950460,0.25403553,0.85730759,0.74976429,0.02659061,2.05065236
-5.28564282,11.33970285,1.95407165,8.26353380,0.02750737,0.23408039,0.79335287,0.72288963,0.02586394,1.94144752
-5.27963982,10.77393095,1.81482363,7.87444513,0.02559871,0.21538774,0.73119340,0.69708651,0.02524107,1.83486604
-5.27363682,10.21983319,1.68353798,7.48954683,0.02377875,0.19798227,0.67125324,0.67238520,0.02471947,1.73138064
-5.26763382,9.67987241,1.56039294,7.11083909,0.02204663,0.18186892,0.61389496,0.64880343,0.02429619,1.63140965
-5.26163082,9.15631882,1.44542816,6.74025493,0.02040081,0.16703427,0.55941509,0.62634767,0.02396796,1.53531292
-5.25562781,8.65124910,1.33855765,6.37965447,0.01883937,0.15344829,0.50804190,0.60501467,0.02373119,1.44338948
-5.24962481,8.16654969,1.23958560,6.03082028,0.01736019,0.14106643,0.45993570,0.58479333,0.02358199,1.35587718
-5.24362181,7.70392329,1.14822409,5.69545330,0.01596122,0.12983198,0.41519122,0.56566659,0.02351614,1.27295400
-5.23761881,7.26489726,1.06411200,5.37516878,0.01464061,0.11967848,0.37384180,0.54761350,0.02352906,1.19474087
-5.23161581,6.85083289,0.98683437,5.07149172,0.01339679,0.11053234,0.33586522,0.53061112,0.02361572,1.12130574
-5.22561281,6.46293445,0.91594127,4.78585142,0.01222861,0.10231528,0.30119048,0.51463631,0.02377062,1.05266869
-5.21960980,6.10225691,0.85096568,4.51957477,0.01113530,0.09494672,0.26970550,0.49966740,0.02398770,0.98880753
-5.21360680,5.76971168,0.79143966,4.27387807,0.01011643,0.08834604,0.24126498,0.48568542,0.02426036,0.92966394
-5.20760380,5.46606960,0.73690835,4.04985728,0.00917195,0.08243444,0.21569838,0.47267509,0.02458145,0.87514945
-5.20160080,5.19196069,0.68694152,3.84847656,0.00830200,0.07713669,0.19281749,0.46062546,0.02494335,0.82515136
-5.19559780,4.94787047,0.64114229,3.67055516,0.00750690,0.07238240,0.17242351,0.44953002,0.02533800,0.77953808
-5.18959480,4.73413266,0.59915325,3.51675291,0.00678699,0.06810702,0.15431330,0.43938651,0.02575711,0.73816386
-5.18359180,4.55091846,0.56065968,3.38755437,0.00614257,0.06425248,0.13828472,0.43019622,0.02619230,0.70087270
-5.17758879,4.39822265,0.52539033,3.28325210,0.00557375,0.06076755,0.12414109,0.42196293,0.02663527,0.66750139
-5.17158579,4.27584700,0.49311595,3.20392932,0.00508038,0.05760780,0.11169457,0.41469142,0.02707805,0.63788162
-5.16558279,4.18338174,0.46364580,3.14944261,0.00466196,0.05473543,0.10076864,0.40838561,0.02751321,0.61184113
-5.15957979,4.12018586,0.43682275,3.11940510,0.00431756,0.05211874,0.09119973,0.40304646,0.02793404,0.58920402
-5.15357679,4.08536724,0.41251721,3.11317103,0.00404576,0.04973158,0.08283801,0.39866955,0.02833472,0.56979031
-5.14757379,4.07776396,0.39062043,3.12982235,0.00384459,0.04755256,0.07554762,0.39524263,0.02871047,0.55341477
-5.14157079,4.09592779,0.37103761,3.16815837,0.00371152,0.04556427,0.06920628,0.39274299,0.02905755,0.53988542
-5.13556778,4.13811158,0.35368115,3.22668935,0.00364340,0.04375245,0.06370457,0.39113503,0.02937332,0.52900160
-5.12956478,4.20226176,0.33846439,3.30363515,0.00363649,0.04210520,0.05894494,0.39036799,0.02965613,0.52055209
-5.12356178,4.28601747,0.32529629,3.39692975,0.00368641,0.04061223,0.05484058,0.39037402,0.02990519,0.51431334
-5.11755878,4.38671762,0.31407709,3.50423277,0.00378821,0.03926426,0.05131416,0.39106676,0.03012040,0.51004808
-5.11155578,4.50141704,0.30469531,3.62294853,0.00393633,0.03805248,0.04829671,0.39234056,0.03030206,0.50750457
-5.10555278,4.62691260,0.29702606,3.75025344,0.00412471,0.03696817,0.04572653,0.39407040,0.03045062,0.50641654
-5.09954977,4.75977980,0.29093082,3.88313176,0.00434680,0.03600248,0.04354828,0.39611272,0.03056641,0.50650421
-5.09354677,4.89642002,0.28625862,4.01841993,0.00459562,0.03514634,0.04171218,0.39830708,0.03064937,0.50747624
-5.08754377,5.03311783,0.28284856,4.15285870,0.00486390,0.03439053,0.04017349,0.40047880,0.03069878,0.50903285
-5.08154077,5.16610760,0.28053347,4.28315246,0.00514414,0.03372586,0.03889212,0.40244251,0.03071313,0.51087002
-5.07553777,5.29164781,0.27914462,4.40603422,0.00542874,0.03314347,0.03783240,0.40400642,0.03069000,0.51268467
-5.06953477,5.40610103,0.27851713,4.51833471,0.00571015,0.03263524,0.03696307,0.40497742,0.03062601,0.51418076
-5.06353177,5.50601708,0.27849593,4.61705335,0.00598100,0.03219420,0.03625731,0.40516656,0.03051692,0.51507599
-5.05752876,5.58821655,0.27894175,4.69942889,0.00623425,0.03181507,0.03569295,0.40439496,0.03035775,0.51510886
-5.05152576,5.64987140,0.27973712,4.76300708,0.00646338,0.03149469,0.03525262,0.40249959,0.03014306,0.51404584
-5.04552276,5.68857962,0.28079169,4.80570281,0.00666249,0.03123248,0.03492400,0.39933900,0.02986721,0.51168816
-5.03951976,5.70243064,0.28204693,4.82585432,0.00682649,0.03103077,0.03469994,0.39479842,0.02952474,0.50787804
-5.03351676,5.69005869,0.28347949,4.82226706,0.00695121,0.03089507,0.03457858,0.38879421,0.02911075,0.50250384
-5.02751376,5.65068153,0.28510337,4.79424539,0.00703354,0.03083419,0.03456333,0.38127725,0.02862130,0.49550396
-5.02151076,5.58412273,0.28697031,4.74161056,0.00707146,0.03086018,0.03466261,0.37223523,0.02805373,0.48686919
-5.01550775,5.49081604,0.28916854,4.66470419,0.00706416,0.03098809,0.03488959,0.36169361,0.02740701,0.47664326
-5.00950475,5.37179166,0.29181961,4.56437672,0.00701204,0.03123555,0.03526154,0.34971531,0.02668199,0.46492161
-5.00350175,5.22864442,0.29507341,4.44196143,0.00691670,0.03162218,0.03579917,0.33639895,0.02588152,0.45184826
-4.99749875,5.06348513,0.29910141,4.29923478,0.00678093,0.03216875,0.03652564,0.32187597,0.02501055,0.43761094
-4.99149575,4.87887702,0.30408835,4.13836464,0.00660858,0.03289627,0.03746548,0.30630649,0.02407606,0.42243458
-4.98549275,4.67775947,0.31022265,3.96184857,0.00640455,0.03382487,0.03864330,0.28987433,0.02308693,0.40657354
-4.97948974,4.46336240,0.31768582,3.77244429,0.00617458,0.03497262,0.04008249,0.27278134,0.02205372,0.39030273
-4.97348674,4.23911442,0.32664142,3.57309532,0.00592517,0.03635427,0.04180373,0.25524118,0.02098828,0.37390814
-4.96748374,4.00854838,0.33722394,3.36685431,0.00566341,0.03798009,0.04382361,0.23747312,0.01990345,0.35767712
-4.96148074,3.77520783,0.34952821,3.15680699,0.00539679,0.03985466,0.04615329,0.21969577,0.01881260,0.34188881
-4.95547774,3.54255786,0.36359979,2.94599924,0.00513310,0.04197589,0.04879722,0.20212126,0.01772916,0.32680514
-4.94947474,3.31390315,0.37942696,2.73736980,0.00488018,0.04433416,0.05175213,0.18494999,0.01666623,0.31266279
-4.94347174,3.09231605,0.39693463,2.53369032,0.00464586,0.04691175,0.05500622,0.16836607,0.01563616,0.29966630
-4.93746873,2.88057653,0.41598080,2.33751451,0.00443775,0.04968261,0.05853870,0.15253364,0.01465015,0.28798274
-4.93146573,2.68112548,0.43635565,2.15113737,0.00426314,0.05261233,0.06231961,0.13759422,0.01371801,0.27773803
-4.92546273,2.49603209,0.45778366,1.97656500,0.00412891,0.05565864,0.06631005,0.12366487,0.01284788,0.26901489
-4.91945973,2.32697538,0.47992867,1.81549513,0.00404140,0.05877217,0.07046284,0.11083746,0.01204616,0.26185274
-4.91345673,2.17523942,0.50240193,1.66930801,0.00400633,0.06189759,0.07472345,0.09917874,0.01131738,0.25624904
-4.90745373,2.04172122,0.52477274,1.53906693,0.00402876,0.06497508,0.07903137,0.08873118,0.01066430,0.25216236
-4.90145073,1.92694987,0.54658156,1.42552725,0.00411305,0.06794211,0.08332177,0.07951457,0.01008797,0.24951664
-4.89544772,1.83111508,0.56735476,1.32915290,0.00426277,0.07073541,0.08752739,0.07152811,0.00958792,0.24820666
-4.88944472,1.75410330,0.58662069,1.25013870,0.00448069,0.07329310,0.09158061,0.06475293,0.00916237,0.24810421
-4.88344172,1.69553919,0.60392622,1.18843739,0.00476879,0.07555682,0.09541562,0.05915489,0.00880850,0.24906479
-4.87743872,1.65483050,0.61885301,1.14378962,0.00512818,0.07747390,0.09897057,0.05468757,0.00852271,0.25093456
-4.87143572,1.63121439,0.63103286,1.11575598,0.00555911,0.07899937,0.10218964,0.05129527,0.00830091,0.25355715
-4.86543272,1.62380343,0.64016130,1.10374953,0.00606095,0.08009768,0.10502493,0.04891603,0.00813880,0.25678013
-4.85942971,1.63162976,0.64600897,1.10706813,0.00663219,0.08074420,0.10743805,0.04748451,0.00803209,0.26046094
-4.85342671,1.65368625,0.64843005,1.12492555,0.00727037,0.08092632,0.10940141,0.04693475,0.00797674,0.26447202
-4.84742371,1.68896355,0.64736761,1.15648082,0.00797214,0.08064410,0.11089911,0.04720270,0.00796909,0.26870509
-4.84142071,1.73648271,0.64285548,1.20086536,0.00873318,0.07991051,0.11192744,0.04822854,0.00800605,0.27307439
-4.83541771,1.79532262,0.63501663,1.25720764,0.00954825,0.07875122,0.11249487,0.04995877,0.00808510,0.27751892
-4.82941471,1.86464255,0.62405833,1.32465504,0.01041114,0.07720392,0.11262177,0.05234800,0.00820437,0.28200375
-4.82341171,1.94369952,0.61026424,1.40239311,0.01131470,0.07531722,0.11233956,0.05536046,0.00836262,0.28652021
-4.81740870,2.03186104,0.59398386,1.48966198,0.01225089,0.07314934,0.11168969,0.05897126,0.00855919,0.29108531
-4.81140570,2.12861330,0.57562008,1.58577014,0.01321077,0.07076631,0.11072221,0.06316727,0.00879390,0.29574033
-4.80540270,2.23356529,0.55561517,1.69010542,0.01418458,0.06824014,0.10949420,0.06794762,0.00906698,0.30054870
-4.79939970,2.34644919,0.53443619,1.80214343,0.01516179,0.06564683,0.10806804,0.07332392,0.00937895,0.30559333
-4.79339670,2.46711729,0.51256014,1.92145318,0.01613128,0.06306424,0.10650958,0.07931987,0.00973050,0.31097349
-4.78739370,2.59553570,0.49045981,2.04769992,0.01708136,0.06057015,0.10488640,0.08597061,0.01012237,0.31680131
-4.78139070,2.73177487,0.46859058,2.18064505,0.01800001,0.05824027,0.10326605,0.09332138,0.01055525,0.32319798
-4.77538769,2.87599710,0.44737879,2.32014280,0.01887503,0.05614651,0.10171445,0.10142578,0.01102970,0.33028980
-4.76938469,3.02844089,0.42721201,2.46613366,0.01969428,0.05435534,0.10029449,0.11034342,0.01154603,0.33820397
-4.76338169,3.18940197,0.40843126,2.61863409,0.02044588,0.05292646,0.09906472,0.12013712,0.01210424,0.34706442
-4.75737869,3.35921108,0.39132539,2.77772257,0.02111849,0.05191157,0.09807837,0.13086949,0.01270398,0.35698736
-4.75137569,3.53820841,0.37612759,2.94352181,0.02170158,0.05135345,0.09738244,0.14259922,0.01334447,0.36807698
-4.74537269,3.72671464,0.36301376,3.11617714,0.02218569,0.05128519,0.09701714,0.15537692,0.01402446,0.38042099
-4.73936968,3.92499918,0.35210265,3.29583147,0.02256272,0.05172965,0.09701537,0.16924075,0.01474221,0.39408632
-4.73336668,4.13324589,0.34345747,3.48259709,0.02282616,0.05269908,0.09740252,0.18421206,0.01549540,0.40911491
-4.72736368,4.35151726,0.33708863,3.67652527,0.02297134,0.05419484,0.09819630,0.20029106,0.01628113,0.42551975
-4.72136068,4.57971823,0.33295735,3.87757456,0.02299562,0.05620740,0.09940680,0.21745283,0.01709583,0.44328131
-4.71535768,4.81756101,0.33097995,4.08557910,0.02289853,0.05871634,0.10103662,0.23564392,0.01793524,0.46234447
-4.70935468,5.06453294,0.33103239,4.30021858,0.02268186,0.06169060,0.10308119,0.25477965,0.01879439,0.48261626
-4.70335168,5.31986912,0.33295518,4.52099145,0.02234971,0.06508885,0.10552912,0.27474243,0.01966752,0.50396439
-4.69734867,5.58253214,0.33655818,4.74719345,0.02190848,0.06886003,0.10836272,0.29538122,0.02054809,0.52621700
-4.69134567,5.85120099,0.34162562,4.97790311,0.02136674,0.07294414,0.11155860,0.31651236,0.02142881,0.54916361
-4.68534267,6.12427102,0.34792091,5.21197619,0.02073513,0.07727318,0.11508844,0.33792177,0.02230169,0.57255757
-4.67933967,6.39986680,0.35519164,5.44805040,0.02002612,0.08177232,0.11891978,0.35936871,0.02315811,0.59611997
-4.67333667,6.67586883,0.36317448,5.68456167,0.01925378,0.08636140,0.12301701,0.38059095,0.02398896,0.61954512
-4.66733367,6.94995479,0.37160032,5.91977244,0.01843350,0.09095655,0.12734241,0.40131128,0.02478488,0.64250761
-4.66133067,7.21965497,0.38019939,6.15181211,0.01758168,0.09547208,0.13185729,0.42124530,0.02553645,0.66467064
-4.65532766,7.48242094,0.38870659,6.37872884,0.01671539,0.09982254,0.13652317,0.44011000,0.02623450,0.68569561
-4.64932466,7.73570544,0.39686694,6.59855136,0.01585209,0.10392495,0.14130303,0.45763309,0.02687042,0.70525254
-4.64332166,7.97705073,0.40444100,6.80935856,0.01500927,0.10770098,0.14616248,0.47356249,0.02743654,0.72303095
